ntp_code,ntp_formal_name,ntp_status,ntp_type,ntp_status_effective_time
"9000442","quinapril (quinapril hydrochloride) 40 mg oral tablet","ACTIVE",NA,"19921231"
"9002400","acetaminophen 120 mg suppository","ACTIVE",NA,"19921231"
"9000452","fluticasone propionate 50 mcg per actuation nasal spray","ACTIVE",NA,"19930312"
"9000488","paroxetine (paroxetine hydrochloride) 30 mg oral tablet","ACTIVE",NA,"19931231"
"9000457","budesonide 100 mcg per actuation nasal powder","ACTIVE",NA,"19931231"
"9008009","bumetanide 1 mg oral tablet","ACTIVE",NA,"19931231"
"9000466","enalapril maleate 2.5 mg oral tablet","ACTIVE",NA,"19931231"
"9002512","acetaminophen 80 mg chewable tablet","ACTIVE",NA,"19931231"
"9000454","alprazolam 1 mg oral tablet","ACTIVE",NA,"19931231"
"9000480","morphine sulfate 30 mg prolonged-release oral tablet","ACTIVE",NA,"19931231"
"9000491","risperidone 3 mg oral tablet","ACTIVE",NA,"19931231"
"9000461","diclofenac potassium 50 mg oral tablet","ACTIVE",NA,"19931231"
"9000497","trazodone hydrochloride 50 mg oral tablet","ACTIVE",NA,"19931231"
"9000482","morphine sulfate 60 mg prolonged-release oral tablet","ACTIVE",NA,"19931231"
"9002614","theophylline 100 mg prolonged-release oral tablet","ACTIVE",NA,"19931231"
"9002534","chlorhexidine acetate 10 % kit","ACTIVE",NA,"19931231"
"9000463","domperidone (domperidone maleate) 10 mg oral tablet","ACTIVE",NA,"19931231"
"9000489","risperidone 1 mg oral tablet","ACTIVE",NA,"19931231"
"9007802","benazepril hydrochloride 5 mg oral tablet","ACTIVE",NA,"19931231"
"9002548","cromolyn sodium 2 % ophthalmic drops","ACTIVE",NA,"19931231"
"9000459","clonazepam 1 mg oral tablet","ACTIVE",NA,"19931231"
"9002510","acetaminophen 160 mg suppository","ACTIVE",NA,"19931231"
"9000494","terbinafine hydrochloride 1 % cutaneous cream","ACTIVE",NA,"19931231"
"9008751","desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet","ACTIVE","NA","19931231"
"9000477","morphine sulfate 15 mg prolonged-release oral tablet","ACTIVE",NA,"19931231"
"9002508","acetaminophen 160 mg chewable tablet","ACTIVE",NA,"19931231"
"9002615","theophylline 200 mg prolonged-release oral tablet","ACTIVE",NA,"19931231"
"9002547","cromolyn sodium 2 % nasal spray","ACTIVE",NA,"19931231"
"9000496","trazodone hydrochloride 100 mg oral tablet","ACTIVE",NA,"19931231"
"9000476","morphine sulfate 10 mg prolonged-release oral capsule","ACTIVE",NA,"19931231"
"9008752","desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet","ACTIVE","NA","19931231"
"9002540","cilazapril 2.5 mg oral tablet","ACTIVE",NA,"19931231"
"9010879","nitroglycerin 0.8 mg per hour transdermal patch","ACTIVE",NA,"19931231"
"9000475","morphine sulfate 100 mg prolonged-release oral tablet","ACTIVE",NA,"19931231"
"9010498","mesalazine 400 mg gastro-resistant tablet","ACTIVE",NA,"19931231"
"9002616","theophylline 300 mg prolonged-release oral tablet","ACTIVE",NA,"19931231"
"9002541","cilazapril 5 mg oral tablet","ACTIVE",NA,"19931231"
"9007157","amoxicillin 250 mg chewable tablet","ACTIVE",NA,"19931231"
"9000464","enalapril maleate 10 mg oral tablet","ACTIVE",NA,"19931231"
"9000465","enalapril maleate 20 mg oral tablet","ACTIVE",NA,"19931231"
"9000478","morphine sulfate 200 mg prolonged-release oral tablet","ACTIVE",NA,"19931231"
"9000455","alprazolam 2 mg oral tablet","ACTIVE",NA,"19931231"
"9002509","acetaminophen 160 mg oral tablet","ACTIVE",NA,"19931231"
"9000490","risperidone 2 mg oral tablet","ACTIVE",NA,"19931231"
"9002514","acetylsalicylic acid 325 mg and caffeine 33 mg oral tablet","ACTIVE",NA,"19931231"
"9000474","morphine sulfate 100 mg prolonged-release oral capsule","ACTIVE",NA,"19931231"
"9012374","cromolyn sodium 1 % nebuliser solution 2 mL unit dose vial","ACTIVE",NA,"19931231"
"9000483","naproxen 500 mg suppository","ACTIVE",NA,"19931231"
"9000458","carbidopa 25 mg and levodopa 100 mg prolonged-release oral tablet","ACTIVE",NA,"19931231"
"9000492","risperidone 4 mg oral tablet","ACTIVE",NA,"19931231"
"9000467","enalapril maleate 5 mg oral tablet","ACTIVE",NA,"19931231"
"9000481","morphine sulfate 60 mg prolonged-release oral capsule","ACTIVE",NA,"19931231"
"9007801","benazepril hydrochloride 20 mg oral tablet","ACTIVE",NA,"19931231"
"9000453","acyclovir 5 % cutaneous cream","ACTIVE",NA,"19931231"
"9000498","warfarin sodium 2 mg oral tablet","ACTIVE",NA,"19931231"
"9000470","indomethacin 100 mg suppository","ACTIVE",NA,"19931231"
"9000479","morphine sulfate 30 mg prolonged-release oral capsule","ACTIVE",NA,"19931231"
"9001399","diclofenac sodium 50 mg and misoprostol 200 mcg gastro-resistant tablet","ACTIVE",NA,"19931231"
"9000493","salbutamol (salbutamol sulfate) 1 mg per mL inhalation solution 10 mL bottle","ACTIVE",NA,"19931231"
"9009398","ethinyl estradiol 35 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet","ACTIVE","Comb","19931231"
"9000469","fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule","ACTIVE",NA,"19931231"
"9000473","metformin hydrochloride 500 mg oral tablet","ACTIVE",NA,"19931231"
"9008010","bumetanide 5 mg oral tablet","ACTIVE",NA,"19931231"
"9000487","paroxetine (paroxetine hydrochloride) 20 mg oral tablet","ACTIVE",NA,"19931231"
"9000471","insulin isophane human 100 unit per mL suspension for injection 10 mL vial","ACTIVE",NA,"19931231"
"9000484","naproxen sodium 550 mg oral tablet","ACTIVE",NA,"19931231"
"9000485","nitrofurantoin 100 mg oral capsule","ACTIVE",NA,"19931231"
"9009399","ethinyl estradiol 35 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet","ACTIVE","Comb","19931231"
"9000495","terbinafine (terbinafine hydrochloride) 250 mg oral tablet","ACTIVE",NA,"19931231"
"9012356","verapamil hydrochloride 180 mg prolonged-release oral tablet","ACTIVE",NA,"19940421"
"9000501","acyclovir 400 mg oral tablet","ACTIVE",NA,"19941231"
"9000506","baclofen 0.05 mg per 1 mL solution for injection ampoule","ACTIVE",NA,"19941231"
"9002680","hydrocodone bitartrate 5 mg per 5 mL and phenylephrine hydrochloride 20 mg per 5 mL syrup","ACTIVE",NA,"19941231"
"9000540","perindopril erbumine 4 mg oral tablet","ACTIVE",NA,"19941231"
"9000502","acyclovir 800 mg oral tablet","ACTIVE",NA,"19941231"
"9000537","minocycline (minocycline hydrochloride) 50 mg oral capsule","ACTIVE",NA,"19941231"
"9000536","minocycline (minocycline hydrochloride) 100 mg oral capsule","ACTIVE",NA,"19941231"
"9000535","metronidazole 0.75 % vaginal gel","ACTIVE",NA,"19941231"
"9000527","ipratropium bromide 250 mcg per mL inhalation solution 20 mL bottle","ACTIVE",NA,"19941231"
"9000530","lithium (lithium citrate) 8 mmol per 5 mL syrup","ACTIVE",NA,"19941231"
"9000519","gabapentin 100 mg oral capsule","ACTIVE",NA,"19941231"
"9000510","clindamycin (clindamycin phosphate) 20 mg per g vaginal cream","ACTIVE",NA,"19941231"
"9000518","felodipine 2.5 mg prolonged-release oral tablet","ACTIVE",NA,"19941231"
"9002679","hydrocodone bitartrate 1.7 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL syrup","ACTIVE",NA,"19941231"
"9000520","gabapentin 300 mg oral capsule","ACTIVE",NA,"19941231"
"9002627","atenolol 100 mg and chlorthalidone 25 mg oral tablet","ACTIVE",NA,"19941231"
"9000509","clarithromycin 500 mg oral tablet","ACTIVE",NA,"19941231"
"9000507","baclofen 10 mg per 20 mL solution for injection ampoule","ACTIVE",NA,"19941231"
"9012351","verapamil hydrochloride 10 mg per 4 mL solution for injection vial","ACTIVE",NA,"19941231"
"9000534","metronidazole 0.75 % cutaneous gel","ACTIVE",NA,"19941231"
"9010500","mesalazine 500 mg prolonged-release oral tablet","ACTIVE",NA,"19941231"
"9000511","conjugated estrogens 0.625 mg per g vaginal cream","ACTIVE",NA,"19941231"
"9012350","verapamil hydrochloride 10 mg per 4 mL solution for injection ampoule","ACTIVE",NA,"19941231"
"9000528","isosorbide mononitrate 60 mg prolonged-release oral tablet","ACTIVE",NA,"19941231"
"9000531","lorazepam 1 mg sublingual tablet","ACTIVE",NA,"19941231"
"9007152","amoxicillin 125 mg chewable tablet","ACTIVE",NA,"19941231"
"9000508","baclofen 10 mg per 5 mL solution for injection ampoule","ACTIVE",NA,"19941231"
"9000522","haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection ampoule","ACTIVE",NA,"19941231"
"9000542","propranolol hydrochloride 160 mg prolonged-release oral capsule","ACTIVE",NA,"19941231"
"9000521","gabapentin 400 mg oral capsule","ACTIVE",NA,"19941231"
"9000543","propranolol hydrochloride 80 mg prolonged-release oral capsule","ACTIVE",NA,"19941231"
"9000512","conjugated estrogens 25 mg per vial powder for solution for injection","ACTIVE",NA,"19941231"
"9000526","hydrochlorothiazide 12.5 mg and lisinopril 20 mg oral tablet","ACTIVE",NA,"19941231"
"9000541","propranolol hydrochloride 120 mg prolonged-release oral capsule","ACTIVE",NA,"19941231"
"9000513","cyclobenzaprine hydrochloride 10 mg oral tablet","ACTIVE",NA,"19941231"
"9000524","haloperidol (haloperidol decanoate) 500 mg per 5 mL solution for injection vial","ACTIVE",NA,"19941231"
"9012359","verapamil hydrochloride 5 mg per 2 mL solution for injection vial","ACTIVE",NA,"19941231"
"9000500","acyclovir 200 mg oral tablet","ACTIVE",NA,"19941231"
"9000545","simvastatin 20 mg oral tablet","ACTIVE",NA,"19941231"
"9000517","digoxin 0.5 mg per 2 mL solution for injection ampoule","ACTIVE",NA,"19941231"
"9000532","lorazepam 2 mg sublingual tablet","ACTIVE",NA,"19941231"
"9000539","perindopril erbumine 2 mg oral tablet","ACTIVE",NA,"19941231"
"9000525","hydrochlorothiazide 12.5 mg and lisinopril 10 mg oral tablet","ACTIVE",NA,"19941231"
"9000529","lisinopril 5 mg oral tablet","ACTIVE",NA,"19941231"
"9000638","trazodone hydrochloride 150 mg oral tablet","ACTIVE",NA,"19950118"
"9002725","methotrimeprazine (methotrimeprazine maleate) 5 mg oral tablet","ACTIVE",NA,"19950717"
NA,"naloxone hydrochloride 4 mg per 10 mL solution for injection vial","ACTIVE",NA,"19951231"
"9000639","valproic acid 250 mg oral capsule","ACTIVE",NA,"19951231"
"9000633","salbutamol (salbutamol sulfate) 4 mg oral tablet","ACTIVE",NA,"19951231"
"9000568","codeine (codeine, codeine sulfate) 200 mg prolonged-release oral tablet","ACTIVE",NA,"19951231"
"9000613","metoclopramide hydrochloride 10 mg per 2 mL solution for injection vial","ACTIVE",NA,"19951231"
"9010501","mesalazine 500 mg suppository","ACTIVE",NA,"19951231"
"9000596","lorazepam 0.5 mg sublingual tablet","ACTIVE",NA,"19951231"
"9000593","lamotrigine 25 mg oral tablet","ACTIVE",NA,"19951231"
"9000558","cefprozil 500 mg oral tablet","ACTIVE",NA,"19951231"
"9000552","acebutolol (acebutolol hydrochloride) 400 mg oral tablet","ACTIVE",NA,"19951231"
"9000584","hydromorphone hydrochloride 500 mg per 10 mL solution for injection vial","ACTIVE",NA,"19951231"
"9002741","atenolol 50 mg and chlorthalidone 25 mg oral tablet","ACTIVE",NA,"19951231"
"9000636","timolol (timolol maleate) 0.25 % prolonged-release eye drops","ACTIVE",NA,"19951231"
"9000598","losartan potassium 50 mg oral tablet","ACTIVE",NA,"19951231"
"9000570","diltiazem hydrochloride 180 mg prolonged-release oral capsule","ACTIVE",NA,"19951231"
"9000597","losartan potassium 25 mg oral tablet","ACTIVE",NA,"19951231"
"9006243","hydromorphone hydrochloride 100 mg per 5 mL solution for injection vial","ACTIVE",NA,"19951231"
"9000609","metformin hydrochloride 850 mg oral tablet","ACTIVE",NA,"19951231"
"9000582","hydromorphone hydrochloride 250 mg per 5 mL solution for injection vial","ACTIVE",NA,"19951231"
"9009385","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with lactose oral tablet","ACTIVE","NA","19951231"
"9002861","phenylephrine hydrochloride 10 % ophthalmic drops","ACTIVE",NA,"19951231"
"9000585","hydromorphone hydrochloride 50 mg per 1 mL solution for injection vial","ACTIVE",NA,"19951231"
"9000579","hydromorphone hydrochloride 100 mg per 10 mL solution for injection vial","ACTIVE",NA,"19951231"
"9000564","clotrimazole 200 mg vaginal tablet","ACTIVE",NA,"19951231"
"9000563","clonazepam 0.25 mg oral tablet","ACTIVE",NA,"19951231"
"9000754","ipratropium bromide 250 mcg per 1 mL inhalation solution unit dose vial","ACTIVE",NA,"19951231"
"9000756","ipratropium bromide 500 mcg per 2 mL inhalation solution unit dose vial","ACTIVE",NA,"19951231"
"9002809","fluconazole 150 mg oral capsule","ACTIVE",NA,"19951231"
"9000572","diltiazem hydrochloride 300 mg prolonged-release oral capsule","ACTIVE",NA,"19951231"
"9006242","hydromorphone hydrochloride 1000 mg per 50 mL solution for injection vial","ACTIVE",NA,"19951231"
"9000554","bromazepam 1.5 mg oral tablet","ACTIVE",NA,"19951231"
"9006239","cefprozil 125 mg per 5 mL oral suspension","ACTIVE",NA,"19951231"
"9000635","sertraline (sertraline hydrochloride) 25 mg oral capsule","ACTIVE",NA,"19951231"
"9000583","hydromorphone hydrochloride 3 mg prolonged-release oral capsule","ACTIVE",NA,"19951231"
"9002826","guaifenesin 200 mg per 5 mL syrup","ACTIVE",NA,"19951231"
"9010495","mesalazine 2 g per 60 mL rectal suspension","ACTIVE",NA,"19951231"
"9006241","clarithromycin 125 mg per 5 mL oral suspension","ACTIVE",NA,"19951231"
"9002810","fluconazole 50 mg per 5 mL powder for oral solution","ACTIVE",NA,"19951231"
"9000590","ketorolac tromethamine 10 mg oral tablet","ACTIVE",NA,"19951231"
"9011920","sotalol hydrochloride 80 mg oral tablet","ACTIVE",NA,"19951231"
"9001005","ipratropium bromide 0.03 % nasal spray","ACTIVE",NA,"19951231"
"9000634","salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution unit dose vial","ACTIVE",NA,"19951231"
"9006240","cefprozil 250 mg per 5 mL oral suspension","ACTIVE",NA,"19951231"
"9010493","mesalazine 1 g suppository","ACTIVE",NA,"19951231"
"9000631","propranolol hydrochloride 60 mg prolonged-release oral capsule","ACTIVE",NA,"19951231"
"9000630","progesterone 100 mg oral capsule","ACTIVE",NA,"19951231"
"9000592","lamotrigine 150 mg oral tablet","ACTIVE",NA,"19951231"
"9002737","acetylsalicylic acid 80 mg chewable tablet","ACTIVE",NA,"19951231"
"9009357","estradiol 2 mg oral tablet","ACTIVE",NA,"19951231"
"9000617","morphine sulfate 15 mg prolonged-release oral capsule","ACTIVE",NA,"19951231"
"9000553","beclomethasone dipropionate 50 mcg per actuation nasal spray","ACTIVE",NA,"19951231"
"9009354","estradiol 1 mg oral tablet","ACTIVE",NA,"19951231"
"9006245","hydromorphone hydrochloride 50 mg per mL solution for injection 50 mL vial","ACTIVE",NA,"19951231"
"9010497","mesalazine 4 g per 60 mL rectal suspension","ACTIVE",NA,"19951231"
"9000615","metoclopramide hydrochloride 50 mg per 10 mL solution for injection vial","ACTIVE",NA,"19951231"
"9000632","salbutamol (salbutamol sulfate) 2 mg oral tablet","ACTIVE",NA,"19951231"
"9000595","lansoprazole 30 mg gastro-resistant capsule","ACTIVE",NA,"19951231"
"9000571","diltiazem hydrochloride 240 mg prolonged-release oral capsule","ACTIVE",NA,"19951231"
"9000599","medroxyprogesterone acetate 150 mg per 1 mL suspension for injection vial","ACTIVE",NA,"19951231"
"9000623","nifedipine 20 mg prolonged-release oral tablet","ACTIVE",NA,"19951231"
"9009383","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet","ACTIVE","NA","19951231"
"9010496","mesalazine 4 g per 100 mL rectal suspension","ACTIVE",NA,"19951231"
"9000566","codeine (codeine, codeine sulfate) 100 mg prolonged-release oral tablet","ACTIVE",NA,"19951231"
"9000627","oxybutynin chloride 5 mg oral tablet","ACTIVE",NA,"19951231"
"9000611","methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial","ACTIVE",NA,"19951231"
"9000612","methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial","ACTIVE",NA,"19951231"
"9000618","morphine sulfate 200 mg prolonged-release oral capsule","ACTIVE",NA,"19951231"
"9000619","naproxen 375 mg gastro-resistant tablet","ACTIVE",NA,"19951231"
"9000591","lamotrigine 100 mg oral tablet","ACTIVE",NA,"19951231"
"9000637","timolol (timolol maleate) 0.5 % prolonged-release eye drops","ACTIVE",NA,"19951231"
"9000586","hydromorphone hydrochloride 6 mg prolonged-release oral capsule","ACTIVE",NA,"19951231"
"9000565","clotrimazole 500 mg vaginal tablet","ACTIVE",NA,"19951231"
"9000556","cefprozil 250 mg oral tablet","ACTIVE",NA,"19951231"
NA,"naloxone hydrochloride 0.4 mg per 1 mL solution for injection ampoule","ACTIVE",NA,"19951231"
"9010491","mesalazine 1 g per 100 mL rectal suspension","ACTIVE",NA,"19951231"
"9000629","prednisolone sodium phosphate 0.5 % ophthalmic drops","ACTIVE",NA,"19951231"
"9000562","clindamycin (clindamycin hydrochloride) 300 mg oral capsule","ACTIVE",NA,"19951231"
"9006244","hydromorphone hydrochloride 20 mg per 1 mL solution for injection vial","ACTIVE",NA,"19951231"
"9000587","indapamide 1.25 mg oral tablet","ACTIVE",NA,"19951231"
"9000577","hydrochlorothiazide 25 mg and lisinopril 20 mg oral tablet","ACTIVE",NA,"19951231"
"9000594","lansoprazole 15 mg gastro-resistant capsule","ACTIVE",NA,"19951231"
NA,"naloxone hydrochloride 2 mg per 2 mL solution for injection vial","ACTIVE",NA,"19951231"
"9000610","methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial","ACTIVE",NA,"19951231"
"9009358","estradiol 2 mg ring (slow release)","ACTIVE",NA,"19951231"
"9000567","codeine (codeine, codeine sulfate) 150 mg prolonged-release oral tablet","ACTIVE",NA,"19951231"
"9000125","carbidopa 10 mg and levodopa 100 mg oral tablet","ACTIVE",NA,"19951231"
"9000620","naproxen 500 mg gastro-resistant tablet","ACTIVE",NA,"19951231"
"9000616","metronidazole 1 % cutaneous cream","ACTIVE",NA,"19951231"
"9000578","hydrocortisone 100 mg per 60 mL rectal liquid","ACTIVE",NA,"19951231"
"9000614","metoclopramide hydrochloride 150 mg per 30 mL solution for injection vial","ACTIVE",NA,"19951231"
"9011919","sotalol hydrochloride 160 mg oral tablet","ACTIVE",NA,"19951231"
"9002736","acetylsalicylic acid 500 mg oral tablet","ACTIVE",NA,"19951231"
"9000621","naproxen 750 mg prolonged-release oral tablet","ACTIVE",NA,"19951231"
"9000569","diltiazem hydrochloride 120 mg prolonged-release oral capsule","ACTIVE",NA,"19951231"
"9001006","ipratropium bromide 0.06 % nasal spray","ACTIVE",NA,"19960202"
"9010185","labetalol hydrochloride 100 mg oral tablet","ACTIVE",NA,"19960730"
"9009396","ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with lactose oral tablet","ACTIVE","Comb","19960814"
"9000644","tacrolimus 1 mg oral capsule","ACTIVE",NA,"19960814"
"9000645","tacrolimus 5 mg oral capsule","ACTIVE",NA,"19960814"
"9009395","ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet","ACTIVE","Comb","19960814"
"9000643","simvastatin 40 mg oral tablet","ACTIVE",NA,"19960814"
"9000646","tacrolimus 5 mg per 1 mL solution for injection ampoule","ACTIVE",NA,"19960814"
"9009341","esmolol hydrochloride 100 mg per 10 mL solution for injection vial","ACTIVE",NA,"19960816"
"9000647","pravastatin sodium 40 mg oral tablet","ACTIVE",NA,"19960821"
"9000648","dexamethasone 0.5 mg oral tablet","ACTIVE",NA,"19960826"
"9002908","benzoyl peroxide 5 % cutaneous gel","ACTIVE",NA,"19960829"
"9002909","anastrozole 1 mg oral tablet","ACTIVE",NA,"19960830"
"9006249","oxybutynin chloride 5 mg per 5 mL syrup","ACTIVE",NA,"19960904"
"9000650","dexamethasone 0.75 mg oral tablet","ACTIVE",NA,"19960905"
"9000651","dexamethasone 4 mg oral tablet","ACTIVE",NA,"19960905"
"9000652","diltiazem hydrochloride 300 mg modified-release oral capsule","ACTIVE",NA,"19960912"
"9006250","azithromycin 100 mg per 5 mL oral suspension","ACTIVE",NA,"19960926"
"9006251","azithromycin 200 mg per 5 mL oral suspension","ACTIVE",NA,"19960926"
"9000658","fenofibrate 100 mg oral capsule","ACTIVE",NA,"19961002"
"9000659","propranolol hydrochloride 1 mg per 1 mL solution for injection ampoule","ACTIVE",NA,"19961004"
"9000661","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet","ACTIVE",NA,"19961010"
"9000660","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet","ACTIVE",NA,"19961010"
"9000662","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet","ACTIVE",NA,"19961011"
"9000663","ketorolac tromethamine 10 mg per 1 mL solution for injection ampoule","ACTIVE",NA,"19961016"
"9000664","morphine sulfate 50 mg prolonged-release oral capsule","ACTIVE",NA,"19961023"
"9000665","morphine sulfate 20 mg prolonged-release oral capsule","ACTIVE",NA,"19961025"
"9006346","chlorhexidine gluconate 0.12 % NA","ACTIVE",NA,"19961030"
"9000667","olanzapine 7.5 mg oral tablet","ACTIVE",NA,"19961104"
"9002953","benzoyl peroxide 50 mg per g and erythromycin 30 mg per g cutaneous gel","ACTIVE",NA,"19961105"
"9001400","diclofenac sodium 75 mg and misoprostol 200 mcg gastro-resistant tablet","ACTIVE",NA,"19961111"
NA,"ondansetron (ondansetron hydrochloride) 4 mg per 5 mL oral solution","ACTIVE",NA,"19961113"
"9000669","olanzapine 10 mg oral tablet","ACTIVE",NA,"19961114"
"9000670","olanzapine 5 mg oral tablet","ACTIVE",NA,"19961114"
"9000671","insulin lispro 100 unit per mL solution for injection 10 mL vial","ACTIVE",NA,"19961115"
"9000672","hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet","ACTIVE",NA,"19961122"
"9000673","insulin lispro 100 unit per mL solution for injection 3 mL cartridge","ACTIVE",NA,"19961127"
"9000674","metronidazole 0.75 % cutaneous cream","ACTIVE",NA,"19961202"
"9000675","ciclopirox olamine 1 % cutaneous cream","ACTIVE",NA,"19961203"
"9009613","furosemide 10 mg per mL oral solution","ACTIVE",NA,"19961204"
"9000677","valproic acid 500 mg gastro-resistant capsule","ACTIVE",NA,"19961213"
"9002986","dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone (hydrocortisone acetate) 5 mg suppository","ACTIVE",NA,"19961230"
"9000679","hydromorphone hydrochloride 12 mg prolonged-release oral capsule","ACTIVE",NA,"19961231"
"9000684","levothyroxine sodium 175 mcg oral tablet","ACTIVE",NA,"19961231"
"9000688","levothyroxine sodium 75 mcg oral tablet","ACTIVE",NA,"19961231"
"9000681","levothyroxine sodium 100 mcg oral tablet","ACTIVE",NA,"19961231"
"9000686","levothyroxine sodium 25 mcg oral tablet","ACTIVE",NA,"19961231"
"9000689","levothyroxine sodium 88 mcg oral tablet","ACTIVE",NA,"19961231"
"9003026","dorzolamide (dorzolamide hydrochloride) 2 % ophthalmic drops","ACTIVE",NA,"19961231"
"9000683","levothyroxine sodium 125 mcg oral tablet","ACTIVE",NA,"19961231"
"9003032","methotrimeprazine (methotrimeprazine maleate) 25 mg oral tablet","ACTIVE",NA,"19961231"
"9000691","omeprazole (omeprazole magnesium) 20 mg gastro-resistant tablet","ACTIVE",NA,"19961231"
"9000678","carbamazepine 100 mg per 5 mL oral suspension","ACTIVE",NA,"19961231"
"9000685","levothyroxine sodium 200 mcg oral tablet","ACTIVE",NA,"19961231"
"9000687","levothyroxine sodium 300 mcg oral tablet","ACTIVE",NA,"19961231"
"9000694","valacyclovir (valacyclovir hydrochloride) 500 mg oral tablet","ACTIVE",NA,"19961231"
"9006252","naproxen 125 mg per 5 mL oral suspension","ACTIVE",NA,"19961231"
"9000682","levothyroxine sodium 112 mcg oral tablet","ACTIVE",NA,"19961231"
"9000680","hydromorphone hydrochloride 24 mg prolonged-release oral capsule","ACTIVE",NA,"19961231"
"9000692","salbutamol (salbutamol sulfate) 1.25 mg per 2.5 mL inhalation solution unit dose vial","ACTIVE",NA,"19961231"
"9003008","benzoyl peroxide 5 % cutaneous liquid","ACTIVE",NA,"19961231"
"9003293","chlorhexidine gluconate 0.12 % gargle/mouthwash","ACTIVE",NA,"19961231"
"9003009","benzoyl peroxide 5 % lotion","ACTIVE",NA,"19961231"
"9003013","chlorhexidine gluconate 4 % medicated sponge","ACTIVE",NA,"19961231"
"9000693","triamcinolone acetonide 55 mcg per actuation nasal spray","ACTIVE",NA,"19961231"
"9000695","normethadone hydrochloride 10 mg per mL and p-hydroxyephedrine hydrochloride 20 mg per mL oral drops","ACTIVE",NA,"19970123"
"9003053","dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone 5 mg suppository","ACTIVE",NA,"19970123"
"9000696","budesonide 3 mg prolonged-release oral capsule","ACTIVE",NA,"19970130"
"9000697","paroxetine (paroxetine hydrochloride) 10 mg oral tablet","ACTIVE",NA,"19970131"
"9002338","acetaminophen 80 mg per mL oral liquid","ACTIVE",NA,"19970131"
"9002401","acetaminophen 160 mg per 5 mL oral liquid","ACTIVE",NA,"19970131"
"9006354","dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone (hydrocortisone acetate) 0.5 % rectal ointment","ACTIVE",NA,"19970203"
"9000698","sumatriptan (sumatriptan succinate) 100 mg oral tablet","ACTIVE",NA,"19970211"
"9000699","budesonide 100 mcg per actuation nasal spray","ACTIVE",NA,"19970212"
"9006254","sumatriptan (sumatriptan hemisulfate) 20 mg per actuation nasal spray","ACTIVE",NA,"19970219"
"9006255","sumatriptan (sumatriptan hemisulfate) 5 mg per actuation nasal spray","ACTIVE",NA,"19970219"
"9006556","metoclopramide hydrochloride 5 mg per 5 mL oral solution","ACTIVE",NA,"19970225"
"9000705","atorvastatin (atorvastatin calcium) 40 mg oral tablet","ACTIVE",NA,"19970305"
"9000703","atorvastatin (atorvastatin calcium) 10 mg oral tablet","ACTIVE",NA,"19970305"
"9000706","pantoprazole (pantoprazole sodium) 40 mg gastro-resistant tablet","ACTIVE",NA,"19970305"
"9000704","atorvastatin (atorvastatin calcium) 20 mg oral tablet","ACTIVE",NA,"19970305"
"9000707","cetirizine hydrochloride 10 mg oral tablet","ACTIVE",NA,"19970306"
"9000708","cetirizine hydrochloride 5 mg oral tablet","ACTIVE",NA,"19970306"
"9000709","codeine (codeine, codeine sulfate) 50 mg prolonged-release oral tablet","ACTIVE",NA,"19970313"
"9000711","clobazam 10 mg oral tablet","ACTIVE",NA,"19970324"
"9000712","ramipril 10 mg oral capsule","ACTIVE",NA,"19970324"
"9000710","ciclopirox olamine 1 % lotion","ACTIVE",NA,"19970324"
"9000715","topiramate 25 mg oral tablet","ACTIVE",NA,"19970325"
"9000713","topiramate 100 mg oral tablet","ACTIVE",NA,"19970325"
"9000714","topiramate 200 mg oral tablet","ACTIVE",NA,"19970325"
"9000718","diltiazem hydrochloride 240 mg modified-release oral capsule","ACTIVE",NA,"19970327"
