"ntp_code","ntp_formal_name","n_mp","greater_than_5_AIs","ntp_status_effective_time","en_display","fr_display"
9000304,"phenytoin sodium 250 mg per 5 mL solution for injection ampoule",2,FALSE,1988-12-31,NA,NA
9000305,"timolol maleate 10 mg oral tablet",2,FALSE,1988-12-31,NA,NA
9000306,"timolol maleate 20 mg oral tablet",2,FALSE,1988-12-31,NA,NA
9000307,"timolol maleate 5 mg oral tablet",2,FALSE,1988-12-31,NA,NA
9000308,"timolol (timolol maleate) 0.25 % ophthalmic drops",5,FALSE,1988-12-31,NA,NA
9000309,"triamcinolone acetonide 0.1 % cutaneous ointment",2,FALSE,1988-12-31,NA,NA
9000310,"verapamil hydrochloride 240 mg prolonged-release oral tablet",9,FALSE,1988-12-31,NA,NA
9000311,"clotrimazole 1 % vaginal cream",4,FALSE,1989-12-31,NA,NA
9000312,"clotrimazole 2 % vaginal cream",3,FALSE,1989-12-31,NA,NA
9000316,"diclofenac sodium 25 mg gastro-resistant tablet",4,FALSE,1989-12-31,NA,NA
9000317,"diclofenac sodium 75 mg prolonged-release oral tablet",7,FALSE,1989-12-31,NA,NA
9000318,"doxycycline (doxycycline hyclate) 100 mg oral tablet",6,FALSE,1989-12-31,NA,NA
9000319,"fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection ampoule",1,FALSE,1989-12-31,NA,NA
9000320,"fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection vial",2,FALSE,1989-12-31,NA,NA
9000321,"fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule",4,FALSE,1989-12-31,NA,NA
9000322,"fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection ampoule",1,FALSE,1989-12-31,NA,NA
9000323,"fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule",3,FALSE,1989-12-31,NA,NA
9000324,"fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection vial",2,FALSE,1989-12-31,NA,NA
9000325,"fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule",23,FALSE,1989-12-31,NA,NA
9000326,"haloperidol 5 mg per 1 mL solution for injection ampoule",1,FALSE,1989-12-31,NA,NA
9000327,"hydromorphone hydrochloride 1 mg per mL oral liquid",1,FALSE,1989-12-31,NA,NA
9000328,"hydromorphone hydrochloride 8 mg oral tablet",4,FALSE,1989-12-31,NA,NA
9000329,"metoclopramide hydrochloride 10 mg oral tablet",2,FALSE,1989-12-31,NA,NA
9000330,"metoclopramide hydrochloride 5 mg oral tablet",2,FALSE,1989-12-31,NA,NA
9000331,"morphine sulfate 2 mg per 1 mL solution for injection ampoule",1,FALSE,1989-12-31,NA,NA
9000332,"nifedipine 5 mg oral capsule",2,FALSE,1989-12-31,NA,NA
9000333,"nitroglycerin 25 mg per 10 sq cm transdermal patch",1,FALSE,1989-12-31,NA,NA
9000334,"nitroglycerin 50 mg per 20 sq cm transdermal patch",1,FALSE,1989-12-31,NA,NA
9000335,"nystatin 100000 unit per mL oral suspension",5,FALSE,1989-12-31,NA,NA
9000336,"omeprazole 20 mg gastro-resistant capsule",12,FALSE,1989-12-31,NA,NA
9000337,"salbutamol 100 mcg per actuation pressurised inhalation",1,FALSE,1989-12-31,NA,NA
9000338,"salbutamol (salbutamol sulfate) 5 mg per mL inhalation solution 10 mL bottle",2,FALSE,1989-12-31,NA,NA
9000339,"sulfamethoxazole 40 mg per 5 mL and trimethoprim 8 mg per 5 mL oral suspension",1,FALSE,1989-12-31,NA,NA
9000340,"verapamil hydrochloride 120 mg oral tablet",3,FALSE,1989-12-31,NA,NA
9000341,"verapamil hydrochloride 80 mg oral tablet",3,FALSE,1989-12-31,NA,NA
9000342,"budesonide 100 mcg per actuation inhalation powder",1,FALSE,1990-12-31,NA,NA
9000344,"budesonide 200 mcg per actuation inhalation powder",1,FALSE,1990-12-31,NA,NA
9000346,"clonidine hydrochloride 0.1 mg oral tablet",4,FALSE,1990-12-31,NA,NA
9000347,"clonidine hydrochloride 0.2 mg oral tablet",4,FALSE,1990-12-31,NA,NA
9000348,"conjugated estrogens 0.3 mg oral tablet",2,FALSE,1990-12-31,NA,NA
9000349,"conjugated estrogens 0.9 mg oral tablet",2,FALSE,1990-12-31,NA,NA
9000350,"conjugated estrogens 2.5 mg oral tablet",1,FALSE,1990-12-31,NA,NA
9000352,"dexamethasone phosphate (dexamethasone sodium phosphate) 100 mg per 10 mL solution for injection vial",3,FALSE,1990-12-31,NA,NA
9000355,"erythromycin 333 mg gastro-resistant capsule",1,FALSE,1990-12-31,NA,NA
9000357,"gliclazide 80 mg oral tablet",7,FALSE,1990-12-31,NA,NA
9000358,"lisinopril 10 mg oral tablet",15,FALSE,1990-12-31,NA,NA
9000359,"lisinopril 20 mg oral tablet",16,FALSE,1990-12-31,NA,NA
9000360,"metronidazole 1500 mg per 300 mL solution for injection bag",1,FALSE,1990-12-31,NA,NA
9000365,"morphine sulfate 50 mg per 1 mL solution for injection ampoule",1,FALSE,1990-12-31,NA,NA
9000367,"oxycodone hydrochloride 5 mg oral tablet",4,FALSE,1990-12-31,NA,NA
9000368,"pravastatin sodium 20 mg oral tablet",15,FALSE,1990-12-31,NA,NA
9000369,"simvastatin 10 mg oral tablet",21,FALSE,1990-12-31,NA,NA
9000370,"zopiclone 7.5 mg oral tablet",20,FALSE,1990-12-31,NA,NA
9000371,"acetaminophen 160 mg per 5 mL and codeine phosphate 8 mg per 5 mL oral solution",1,FALSE,1991-12-31,NA,NA
9000372,"acyclovir 200 mg per 5 mL oral suspension",1,FALSE,1991-12-31,NA,NA
9000375,"belladonna 15 mg and opium 65 mg suppository",1,FALSE,1991-12-31,NA,NA
9000376,"carbidopa 50 mg and levodopa 200 mg prolonged-release oral tablet",3,FALSE,1991-12-31,NA,NA
9000377,"clindamycin (clindamycin phosphate) 1 % cutaneous solution",3,FALSE,1991-12-31,NA,NA
9000378,"clozapine 100 mg oral tablet",3,FALSE,1991-12-31,NA,NA
9000379,"clozapine 25 mg oral tablet",3,FALSE,1991-12-31,NA,NA
9000380,"diclofenac sodium 0.1 % ophthalmic drops",3,FALSE,1991-12-31,NA,NA
9000381,"erythromycin 5 mg per g ophthalmic ointment",4,FALSE,1991-12-31,NA,NA
9000383,"glyburide 2.5 mg oral tablet",5,FALSE,1991-12-31,NA,NA
9000384,"hydromorphone hydrochloride 1 mg per mL syrup",1,FALSE,1991-12-31,NA,NA
9000385,"hydromorphone hydrochloride 3 mg suppository",1,FALSE,1991-12-31,NA,NA
9000386,"mometasone furoate 0.1 % cutaneous cream",2,FALSE,1991-12-31,NA,NA
9000387,"mometasone furoate 0.1 % cutaneous ointment",5,FALSE,1991-12-31,NA,NA
9000389,"morphine sulfate 20 mg oral tablet",1,FALSE,1991-12-31,NA,NA
9000390,"morphine sulfate 30 mg oral tablet",1,FALSE,1991-12-31,NA,NA
9000391,"nitroglycerin 120 mg per 30 sq cm transdermal patch",1,FALSE,1991-12-31,NA,NA
9000392,"nitroglycerin 40 mg per 10 sq cm transdermal patch",1,FALSE,1991-12-31,NA,NA
9000393,"nitroglycerin 80 mg per 20 sq cm transdermal patch",1,FALSE,1991-12-31,NA,NA
9000394,"testosterone enanthate 2000 mg per 10 mL solution for injection vial",1,FALSE,1991-12-31,NA,NA
9000395,"verapamil hydrochloride 120 mg prolonged-release oral tablet",3,FALSE,1991-12-31,NA,NA
9000396,"acetaminophen 325 mg and oxycodone hydrochloride 2.5 mg oral tablet",1,FALSE,1992-12-31,NA,NA
9000398,"amlodipine (amlodipine besylate) 10 mg oral tablet",24,FALSE,1992-12-31,NA,NA
9000399,"amlodipine (amlodipine besylate) 5 mg oral tablet",24,FALSE,1992-12-31,NA,NA
9000991,"amoxicillin 125 mg per 5 mL and clavulanic acid (potassium clavulanate) 31.25 mg per 5 mL oral suspension",3,FALSE,1992-12-31,NA,NA
9000992,"amoxicillin 250 mg per 5 mL and clavulanic acid (potassium clavulanate) 62.5 mg per 5 mL oral suspension",3,FALSE,1992-12-31,NA,NA
9000402,"amoxicillin 500 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet",4,FALSE,1992-12-31,NA,NA
9000404,"budesonide 0.5 mg per 2 mL nebuliser suspension unit dose vial",1,FALSE,1992-12-31,NA,NA
9000405,"budesonide 1 mg per 2 mL nebuliser suspension unit dose vial",1,FALSE,1992-12-31,NA,NA
9000406,"budesonide 400 mcg per actuation inhalation powder",1,FALSE,1992-12-31,NA,NA
9000408,"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic drops",3,FALSE,1992-12-31,NA,NA
9000409,"clarithromycin 250 mg oral tablet",8,FALSE,1992-12-31,NA,NA
9000410,"clobetasol propionate 0.05 % cutaneous cream",7,FALSE,1992-12-31,NA,NA
9000411,"clobetasol propionate 0.05 % cutaneous ointment",7,FALSE,1992-12-31,NA,NA
9000412,"clobetasol propionate 0.05 % lotion",2,FALSE,1992-12-31,NA,NA
9000413,"dexamethasone 0.5 mg per 5 mL oral liquid",1,FALSE,1992-12-31,NA,NA
9000414,"dextroamphetamine sulfate 10 mg prolonged-release oral capsule",1,FALSE,1992-12-31,NA,NA
9000415,"dextroamphetamine sulfate 15 mg prolonged-release oral capsule",1,FALSE,1992-12-31,NA,NA
9000416,"dextroamphetamine sulfate 5 mg oral tablet",2,FALSE,1992-12-31,NA,NA
9000417,"diazepam 1 mg per mL oral solution",1,FALSE,1992-12-31,NA,NA
9000418,"doxazosin (doxazosin mesylate) 1 mg oral tablet",5,FALSE,1992-12-31,NA,NA
9000419,"doxazosin (doxazosin mesylate) 2 mg oral tablet",5,FALSE,1992-12-31,NA,NA
9000420,"doxazosin (doxazosin mesylate) 4 mg oral tablet",5,FALSE,1992-12-31,NA,NA
9000421,"ethinyl estradiol 0.035 mg and norgestimate 0.25 mg oral tablet",1,FALSE,1992-12-31,NA,NA
9000422,"felodipine 10 mg prolonged-release oral tablet",3,FALSE,1992-12-31,NA,NA
9000423,"felodipine 5 mg prolonged-release oral tablet",3,FALSE,1992-12-31,NA,NA
9000424,"finasteride 5 mg oral tablet",18,FALSE,1992-12-31,NA,NA
9000426,"insulin isophane human 100 unit per mL suspension for injection 3 mL cartridge",2,FALSE,1992-12-31,NA,NA
9000427,"ketorolac tromethamine 0.5 % ophthalmic drops",2,FALSE,1992-12-31,NA,NA
9000428,"lithium carbonate 600 mg oral capsule",2,FALSE,1992-12-31,NA,NA
9000429,"medroxyprogesterone acetate 2.5 mg oral tablet",4,FALSE,1992-12-31,NA,NA
9000432,"morphine sulfate 5 mg per 10 mL solution for injection ampoule",2,FALSE,1992-12-31,NA,NA
9000433,"morphine sulfate 5 mg per 5 mL solution for injection ampoule",2,FALSE,1992-12-31,NA,NA
9000435,"nifedipine 30 mg prolonged-release oral tablet",5,FALSE,1992-12-31,NA,NA
9000436,"nifedipine 60 mg prolonged-release oral tablet",5,FALSE,1992-12-31,NA,NA
9000437,"phenytoin sodium 100 mg per 2 mL solution for injection vial",2,FALSE,1992-12-31,NA,NA
9000438,"phenytoin sodium 250 mg per 5 mL solution for injection vial",2,FALSE,1992-12-31,NA,NA
9000439,"prednisolone sodium phosphate 1 % ophthalmic drops",1,FALSE,1992-12-31,NA,NA
9000440,"quinapril (quinapril hydrochloride) 10 mg oral tablet",5,FALSE,1992-12-31,NA,NA
9000441,"quinapril (quinapril hydrochloride) 20 mg oral tablet",5,FALSE,1992-12-31,NA,NA
9000442,"quinapril (quinapril hydrochloride) 40 mg oral tablet",5,FALSE,1992-12-31,NA,NA
9000443,"quinapril (quinapril hydrochloride) 5 mg oral tablet",5,FALSE,1992-12-31,NA,NA
9000444,"salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution unit dose vial",4,FALSE,1992-12-31,NA,NA
9000445,"sertraline (sertraline hydrochloride) 100 mg oral capsule",21,FALSE,1992-12-31,NA,NA
9000446,"sertraline (sertraline hydrochloride) 50 mg oral capsule",21,FALSE,1992-12-31,NA,NA
9000447,"testosterone cypionate 200 mg per 2 mL solution for injection ampoule",1,FALSE,1992-12-31,NA,NA
9000448,"testosterone propionate 1000 mg per 10 mL solution for injection vial",1,FALSE,1992-12-31,NA,NA
9000449,"triamcinolone acetonide 0.1 % oromucosal paste",1,FALSE,1992-12-31,NA,NA
9000450,"warfarin sodium 2.5 mg oral tablet",3,FALSE,1992-12-31,NA,NA
9000451,"warfarin sodium 4 mg oral tablet",3,FALSE,1992-12-31,NA,NA
9000397,"acetaminophen 500 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet",1,FALSE,1993-12-31,NA,NA
9000453,"acyclovir 5 % cutaneous cream",1,FALSE,1993-12-31,NA,NA
9000454,"alprazolam 1 mg oral tablet",7,FALSE,1993-12-31,NA,NA
9000455,"alprazolam 2 mg oral tablet",6,FALSE,1993-12-31,NA,NA
9000456,"amoxicillin 250 mg chewable tablet",1,FALSE,1993-12-31,NA,NA
9000457,"budesonide 100 mcg per actuation nasal powder",1,FALSE,1993-12-31,NA,NA
9000458,"carbidopa 25 mg and levodopa 100 mg prolonged-release oral tablet",3,FALSE,1993-12-31,NA,NA
9000459,"clonazepam 1 mg oral tablet",7,FALSE,1993-12-31,NA,NA
9000460,"desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet",10,FALSE,1993-12-31,NA,NA
9000461,"diclofenac potassium 50 mg oral tablet",7,FALSE,1993-12-31,NA,NA
9001399,"diclofenac sodium 50 mg and misoprostol 200 mcg gastro-resistant tablet",3,FALSE,1993-12-31,NA,NA
9000463,"domperidone (domperidone maleate) 10 mg oral tablet",13,FALSE,1993-12-31,NA,NA
9000464,"enalapril maleate 10 mg oral tablet",2,FALSE,1993-12-31,NA,NA
9000465,"enalapril maleate 20 mg oral tablet",2,FALSE,1993-12-31,NA,NA
9000466,"enalapril maleate 2.5 mg oral tablet",2,FALSE,1993-12-31,NA,NA
9000467,"enalapril maleate 5 mg oral tablet",2,FALSE,1993-12-31,NA,NA
9000469,"fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule",23,FALSE,1993-12-31,NA,NA
9000470,"indomethacin 100 mg suppository",2,FALSE,1993-12-31,NA,NA
9000471,"insulin isophane human 100 unit per mL suspension for injection 10 mL vial",1,FALSE,1993-12-31,NA,NA
9000472,"mesalazine 400 mg gastro-resistant tablet",2,FALSE,1993-12-31,NA,NA
9000473,"metformin hydrochloride 500 mg oral tablet",23,FALSE,1993-12-31,NA,NA
9000474,"morphine sulfate 100 mg prolonged-release oral capsule",2,FALSE,1993-12-31,NA,NA
9000475,"morphine sulfate 100 mg prolonged-release oral tablet",2,FALSE,1993-12-31,NA,NA
9000476,"morphine sulfate 10 mg prolonged-release oral capsule",2,FALSE,1993-12-31,NA,NA
9000477,"morphine sulfate 15 mg prolonged-release oral tablet",4,FALSE,1993-12-31,NA,NA
9000478,"morphine sulfate 200 mg prolonged-release oral tablet",2,FALSE,1993-12-31,NA,NA
9000479,"morphine sulfate 30 mg prolonged-release oral capsule",1,FALSE,1993-12-31,NA,NA
9000480,"morphine sulfate 30 mg prolonged-release oral tablet",4,FALSE,1993-12-31,NA,NA
9000481,"morphine sulfate 60 mg prolonged-release oral capsule",1,FALSE,1993-12-31,NA,NA
9000482,"morphine sulfate 60 mg prolonged-release oral tablet",4,FALSE,1993-12-31,NA,NA
9000483,"naproxen 500 mg suppository",1,FALSE,1993-12-31,NA,NA
9000484,"naproxen sodium 550 mg oral tablet",5,FALSE,1993-12-31,NA,NA
9000485,"nitrofurantoin 100 mg oral capsule",2,FALSE,1993-12-31,NA,NA
9000486,"nitroglycerin 160 mg per 40 sq cm transdermal patch",1,FALSE,1993-12-31,NA,NA
9000487,"paroxetine (paroxetine hydrochloride) 20 mg oral tablet",19,FALSE,1993-12-31,NA,NA
9000488,"paroxetine (paroxetine hydrochloride) 30 mg oral tablet",19,FALSE,1993-12-31,NA,NA
9000489,"risperidone 1 mg oral tablet",16,FALSE,1993-12-31,NA,NA
9000490,"risperidone 2 mg oral tablet",16,FALSE,1993-12-31,NA,NA
9000491,"risperidone 3 mg oral tablet",16,FALSE,1993-12-31,NA,NA
9000492,"risperidone 4 mg oral tablet",16,FALSE,1993-12-31,NA,NA
9000493,"salbutamol (salbutamol sulfate) 1 mg per mL inhalation solution 10 mL bottle",1,FALSE,1993-12-31,NA,NA
9000494,"terbinafine hydrochloride 1 % cutaneous cream",1,FALSE,1993-12-31,NA,NA
9000495,"terbinafine (terbinafine hydrochloride) 250 mg oral tablet",13,FALSE,1993-12-31,NA,NA
9000496,"trazodone hydrochloride 100 mg oral tablet",8,FALSE,1993-12-31,NA,NA
9000497,"trazodone hydrochloride 50 mg oral tablet",8,FALSE,1993-12-31,NA,NA
9000498,"warfarin sodium 2 mg oral tablet",3,FALSE,1993-12-31,NA,NA
9000499,"verapamil hydrochloride 180 mg prolonged-release oral tablet",3,FALSE,1994-04-21,NA,NA
9000500,"acyclovir 200 mg oral tablet",4,FALSE,1994-12-31,NA,NA
9000501,"acyclovir 400 mg oral tablet",4,FALSE,1994-12-31,NA,NA
9000502,"acyclovir 800 mg oral tablet",4,FALSE,1994-12-31,NA,NA
9000503,"amoxicillin 125 mg chewable tablet",1,FALSE,1994-12-31,NA,NA
9000506,"baclofen 0.05 mg per 1 mL solution for injection ampoule",2,FALSE,1994-12-31,NA,NA
9000507,"baclofen 10 mg per 20 mL solution for injection ampoule",2,FALSE,1994-12-31,NA,NA
9000508,"baclofen 10 mg per 5 mL solution for injection ampoule",2,FALSE,1994-12-31,NA,NA
9000509,"clarithromycin 500 mg oral tablet",10,FALSE,1994-12-31,NA,NA
9000510,"clindamycin (clindamycin phosphate) 20 mg per g vaginal cream",1,FALSE,1994-12-31,NA,NA
9000511,"conjugated estrogens 0.625 mg per g vaginal cream",1,FALSE,1994-12-31,NA,NA
9000512,"conjugated estrogens 25 mg per vial powder for solution for injection",1,FALSE,1994-12-31,NA,NA
9000513,"cyclobenzaprine hydrochloride 10 mg oral tablet",12,FALSE,1994-12-31,NA,NA
9000516,"digoxin 0.05 mg per 1 mL solution for injection ampoule",1,FALSE,1994-12-31,NA,NA
9000518,"felodipine 2.5 mg prolonged-release oral tablet",2,FALSE,1994-12-31,NA,NA
9000519,"gabapentin 100 mg oral capsule",19,FALSE,1994-12-31,NA,NA
9000520,"gabapentin 300 mg oral capsule",20,FALSE,1994-12-31,NA,NA
9000521,"gabapentin 400 mg oral capsule",19,FALSE,1994-12-31,NA,NA
9000522,"haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection ampoule",1,FALSE,1994-12-31,NA,NA
9000523,"haloperidol (haloperidol decanoate) 250 mg per 5 mL solution for injection vial",2,FALSE,1994-12-31,NA,NA
9000524,"haloperidol (haloperidol decanoate) 500 mg per 5 mL solution for injection vial",2,FALSE,1994-12-31,NA,NA
9000525,"hydrochlorothiazide 12.5 mg and lisinopril 10 mg oral tablet",6,FALSE,1994-12-31,NA,NA
9000526,"hydrochlorothiazide 12.5 mg and lisinopril 20 mg oral tablet",6,FALSE,1994-12-31,NA,NA
9002679,"hydrocodone bitartrate 1.7 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL syrup",1,FALSE,1994-12-31,NA,NA
9002680,"hydrocodone bitartrate 5 mg per 5 mL and phenylephrine hydrochloride 20 mg per 5 mL syrup",1,FALSE,1994-12-31,NA,NA
9000527,"ipratropium bromide 250 mcg per mL inhalation solution 20 mL bottle",2,FALSE,1994-12-31,NA,NA
9000528,"isosorbide mononitrate 60 mg prolonged-release oral tablet",4,FALSE,1994-12-31,NA,NA
9000529,"lisinopril 5 mg oral tablet",14,FALSE,1994-12-31,NA,NA
9000530,"lithium (lithium citrate) 8 mmol per 5 mL syrup",1,FALSE,1994-12-31,NA,NA
9000531,"lorazepam 1 mg sublingual tablet",2,FALSE,1994-12-31,NA,NA
9000532,"lorazepam 2 mg sublingual tablet",2,FALSE,1994-12-31,NA,NA
9000533,"mesalazine 500 mg prolonged-release oral tablet",1,FALSE,1994-12-31,NA,NA
9000534,"metronidazole 0.75 % cutaneous gel",1,FALSE,1994-12-31,NA,NA
9000535,"metronidazole 0.75 % vaginal gel",1,FALSE,1994-12-31,NA,NA
9000536,"minocycline (minocycline hydrochloride) 100 mg oral capsule",10,FALSE,1994-12-31,NA,NA
9000537,"minocycline (minocycline hydrochloride) 50 mg oral capsule",9,FALSE,1994-12-31,NA,NA
9000538,"nitroglycerin 75 mg transdermal patch",1,FALSE,1994-12-31,NA,NA
9000539,"perindopril erbumine 2 mg oral tablet",1,FALSE,1994-12-31,NA,NA
9000540,"perindopril erbumine 4 mg oral tablet",1,FALSE,1994-12-31,NA,NA
9000541,"propranolol hydrochloride 120 mg prolonged-release oral capsule",1,FALSE,1994-12-31,NA,NA
9000542,"propranolol hydrochloride 160 mg prolonged-release oral capsule",1,FALSE,1994-12-31,NA,NA
9000543,"propranolol hydrochloride 80 mg prolonged-release oral capsule",1,FALSE,1994-12-31,NA,NA
9000545,"simvastatin 20 mg oral tablet",21,FALSE,1994-12-31,NA,NA
9000546,"verapamil hydrochloride 10 mg per 4 mL solution for injection ampoule",1,FALSE,1994-12-31,NA,NA
9000547,"verapamil hydrochloride 10 mg per 4 mL solution for injection vial",1,FALSE,1994-12-31,NA,NA
9000548,"verapamil hydrochloride 120 mg prolonged-release oral capsule",1,FALSE,1994-12-31,NA,NA
9000549,"verapamil hydrochloride 180 mg prolonged-release oral capsule",1,FALSE,1994-12-31,NA,NA
9000550,"verapamil hydrochloride 240 mg prolonged-release oral capsule",1,FALSE,1994-12-31,NA,NA
9000551,"verapamil hydrochloride 5 mg per 2 mL solution for injection vial",2,FALSE,1994-12-31,NA,NA
9000638,"trazodone hydrochloride 150 mg oral tablet",5,FALSE,1995-01-18,NA,NA
9000552,"acebutolol (acebutolol hydrochloride) 400 mg oral tablet",6,FALSE,1995-12-31,NA,NA
9000553,"beclomethasone dipropionate 50 mcg per actuation nasal spray",3,FALSE,1995-12-31,NA,NA
9000554,"bromazepam 1.5 mg oral tablet",1,FALSE,1995-12-31,NA,NA
9000125,"carbidopa 10 mg and levodopa 100 mg oral tablet",3,FALSE,1995-12-31,NA,NA
9000562,"clindamycin (clindamycin hydrochloride) 300 mg oral capsule",6,FALSE,1995-12-31,NA,NA
9000563,"clonazepam 0.25 mg oral tablet",2,FALSE,1995-12-31,NA,NA
9000564,"clotrimazole 200 mg vaginal tablet",1,FALSE,1995-12-31,NA,NA
9000565,"clotrimazole 500 mg vaginal tablet",1,FALSE,1995-12-31,NA,NA
9000566,"codeine (codeine, codeine sulfate) 100 mg prolonged-release oral tablet",1,FALSE,1995-12-31,NA,NA
9000567,"codeine (codeine, codeine sulfate) 150 mg prolonged-release oral tablet",1,FALSE,1995-12-31,NA,NA
9000568,"codeine (codeine, codeine sulfate) 200 mg prolonged-release oral tablet",1,FALSE,1995-12-31,NA,NA
9000569,"diltiazem hydrochloride 120 mg prolonged-release oral capsule",12,FALSE,1995-12-31,NA,NA
9000570,"diltiazem hydrochloride 180 mg prolonged-release oral capsule",11,FALSE,1995-12-31,NA,NA
9000571,"diltiazem hydrochloride 240 mg prolonged-release oral capsule",11,FALSE,1995-12-31,NA,NA
9000572,"diltiazem hydrochloride 300 mg prolonged-release oral capsule",11,FALSE,1995-12-31,NA,NA
9000573,"estradiol 1 mg oral tablet",2,FALSE,1995-12-31,NA,NA
9000574,"estradiol 2 mg oral tablet",2,FALSE,1995-12-31,NA,NA
9000575,"estradiol 2 mg ring (slow release)",1,FALSE,1995-12-31,NA,NA
9001206,"ethinyl estradiol 0.03 mg and levonorgestrel 0.15 mg oral tablet",3,FALSE,1995-12-31,NA,NA
9000576,"ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet",2,FALSE,1995-12-31,NA,NA
9000577,"hydrochlorothiazide 25 mg and lisinopril 20 mg oral tablet",6,FALSE,1995-12-31,NA,NA
9000578,"hydrocortisone 100 mg per 60 mL rectal liquid",1,FALSE,1995-12-31,NA,NA
9000579,"hydromorphone hydrochloride 100 mg per 10 mL solution for injection vial",1,FALSE,1995-12-31,NA,NA
9000582,"hydromorphone hydrochloride 250 mg per 5 mL solution for injection vial",1,FALSE,1995-12-31,NA,NA
9000583,"hydromorphone hydrochloride 3 mg prolonged-release oral capsule",1,FALSE,1995-12-31,NA,NA
9000584,"hydromorphone hydrochloride 500 mg per 10 mL solution for injection vial",1,FALSE,1995-12-31,NA,NA
9000205,"hydromorphone hydrochloride 500 mg per 50 mL solution for injection vial",1,FALSE,1995-12-31,NA,NA
9000585,"hydromorphone hydrochloride 50 mg per 1 mL solution for injection vial",1,FALSE,1995-12-31,NA,NA
9000586,"hydromorphone hydrochloride 6 mg prolonged-release oral capsule",1,FALSE,1995-12-31,NA,NA
9000587,"indapamide 1.25 mg oral tablet",9,FALSE,1995-12-31,NA,NA
9000588,"ipratropium bromide 21 mcg per actuation nasal spray",1,FALSE,1995-12-31,NA,NA
9000754,"ipratropium bromide 250 mcg per 1 mL inhalation solution unit dose vial",2,FALSE,1995-12-31,NA,NA
9000756,"ipratropium bromide 500 mcg per 2 mL inhalation solution unit dose vial",2,FALSE,1995-12-31,NA,NA
9000590,"ketorolac tromethamine 10 mg oral tablet",2,FALSE,1995-12-31,NA,NA
9000591,"lamotrigine 100 mg oral tablet",9,FALSE,1995-12-31,NA,NA
9000592,"lamotrigine 150 mg oral tablet",9,FALSE,1995-12-31,NA,NA
9000593,"lamotrigine 25 mg oral tablet",9,FALSE,1995-12-31,NA,NA
9000594,"lansoprazole 15 mg gastro-resistant capsule",11,FALSE,1995-12-31,NA,NA
9000595,"lansoprazole 30 mg gastro-resistant capsule",13,FALSE,1995-12-31,NA,NA
9000596,"lorazepam 0.5 mg sublingual tablet",2,FALSE,1995-12-31,NA,NA
9000597,"losartan potassium 25 mg oral tablet",18,FALSE,1995-12-31,NA,NA
9000598,"losartan potassium 50 mg oral tablet",18,FALSE,1995-12-31,NA,NA
9000599,"medroxyprogesterone acetate 150 mg per 1 mL suspension for injection vial",2,FALSE,1995-12-31,NA,NA
9000602,"mesalazine 1 g suppository",2,FALSE,1995-12-31,NA,NA
9000603,"mesalazine 2 g per 60 g rectal suspension",1,FALSE,1995-12-31,NA,NA
9000606,"mesalazine 4 g per 60 g rectal suspension",1,FALSE,1995-12-31,NA,NA
9000607,"mesalazine 500 mg gastro-resistant tablet",1,FALSE,1995-12-31,NA,NA
9000608,"mesalazine 500 mg suppository",1,FALSE,1995-12-31,NA,NA
9000609,"metformin hydrochloride 850 mg oral tablet",21,FALSE,1995-12-31,NA,NA
9000610,"methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial",4,FALSE,1995-12-31,NA,NA
9000611,"methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial",3,FALSE,1995-12-31,NA,NA
9000612,"methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial",5,FALSE,1995-12-31,NA,NA
9000613,"metoclopramide hydrochloride 10 mg per 2 mL solution for injection vial",2,FALSE,1995-12-31,NA,NA
9000614,"metoclopramide hydrochloride 150 mg per 30 mL solution for injection vial",2,FALSE,1995-12-31,NA,NA
9000615,"metoclopramide hydrochloride 50 mg per 10 mL solution for injection vial",2,FALSE,1995-12-31,NA,NA
9000616,"metronidazole 1 % cutaneous cream",1,FALSE,1995-12-31,NA,NA
9000617,"morphine sulfate 15 mg prolonged-release oral capsule",1,FALSE,1995-12-31,NA,NA
9000618,"morphine sulfate 200 mg prolonged-release oral capsule",1,FALSE,1995-12-31,NA,NA
9000619,"naproxen 375 mg gastro-resistant tablet",7,FALSE,1995-12-31,NA,NA
9000620,"naproxen 500 mg gastro-resistant tablet",7,FALSE,1995-12-31,NA,NA
