"ccdd","tm_code","tm_formal_name","greater_than_5_AIs","n_dins","n_ntps","tm_status","tm_status_effective_time","audit_id"
TRUE,8000968,"ambrisentan",FALSE,2,1,"Active","20080624",32373
TRUE,8000969,"estradiol and levonorgestrel",FALSE,1,1,"Active","20080625",32374
TRUE,8000378,"dabigatran",FALSE,3,1,"Active","20080703",13953
TRUE,8000379,"rivaroxaban",FALSE,4,1,"Active","20080916",14098
TRUE,8000970,"drospirenone and estradiol",FALSE,1,1,"Active","20081020",32375
TRUE,8000381,"travoprost",FALSE,5,1,"Active","20081110",14126
TRUE,8000382,"hydrochlorothiazide and olmesartan",FALSE,12,1,"Active","20081222",14010
TRUE,8000383,"olmesartan",FALSE,16,1,"Active","20081222",14068
TRUE,8001116,"granisetron",FALSE,5,2,"Active","20090220",52651
TRUE,8000385,"desvenlafaxine",FALSE,2,1,"Active","20090305",13955
TRUE,8000973,"eplerenone",FALSE,2,1,"Active","20090505",32378
TRUE,8000387,"lisdexamfetamine",FALSE,7,1,"Active","20090804",14037
TRUE,8001117,"brinzolamide and timolol",FALSE,1,1,"Active","20090825",52652
TRUE,8000389,"aripiprazole",FALSE,8,2,"Active","20090930",13908
TRUE,8000390,"metformin and sitagliptin",FALSE,6,2,"Active","20091008",14047
TRUE,8000391,"saxagliptin",FALSE,2,1,"Active","20091029",14103
TRUE,8000975,"aliskiren and hydrochlorothiazide",FALSE,4,1,"Active","20091124",32380
TRUE,8001118,"dexmedetomidine",FALSE,2,1,"Active","20100224",52653
TRUE,8000978,"clotrimazole and fluconazole",FALSE,3,1,"Active","20100310",32383
TRUE,8000775,"buprenorphine",FALSE,8,2,"Active","20100526",14139
TRUE,8001119,"liraglutide",FALSE,2,1,"Active","20100527",52654
TRUE,8000394,"dexlansoprazole",FALSE,2,1,"Active","20100805",13959
TRUE,8000783,"naloxone and oxycodone",FALSE,4,1,"Active","20101005",14146
TRUE,8000396,"galantamine",FALSE,24,1,"Active","20101112",14001
TRUE,8000398,"esomeprazole and naproxen",FALSE,4,1,"Active","20110204",13979
TRUE,8000982,"formoterol and mometasone",FALSE,2,1,"Active","20110310",32387
TRUE,8000985,"amlodipine and telmisartan",FALSE,4,1,"Active","20110811",32390
TRUE,8000986,"tolvaptan",FALSE,5,1,"Active","20110922",32391
TRUE,8001120,"silodosin",FALSE,2,1,"Active","20111026",52655
TRUE,8000988,"dutasteride and tamsulosin",FALSE,1,1,"Active","20111117",32393
TRUE,8001121,"zolpidem",FALSE,6,1,"Active","20111129",52656
TRUE,8001122,"vandetanib",FALSE,2,1,"Active","20120223",52657
TRUE,8001084,"indacaterol",FALSE,1,1,"Active","20120305",32605
TRUE,8000789,"tapentadol",FALSE,8,2,"Active","20120320",14155
TRUE,8001123,"fesoterodine",FALSE,2,1,"Active","20120419",52658
TRUE,8001074,"azilsartan",FALSE,2,1,"Active","20121108",32595
TRUE,8001082,"glycopyrronium",FALSE,1,1,"Active","20130114",32603
TRUE,8001075,"azilsartan and chlorthalidone",FALSE,3,1,"Active","20130321",32596
TRUE,8001124,"mirabegron",FALSE,2,1,"Active","20130328",52659
TRUE,8000999,"nebivolol",FALSE,4,1,"Active","20130402",32404
TRUE,8001001,"metformin and saxagliptin",FALSE,3,1,"Active","20130426",32406
TRUE,8001003,"acyclovir and hydrocortisone",FALSE,1,1,"Active","20130726",32408
TRUE,8001070,"aclidinium",FALSE,1,1,"Active","20130913",32591
TRUE,8001081,"fluticasone and vilanterol",FALSE,2,1,"Active","20131129",32602
TRUE,8001083,"glycopyrronium and indacaterol",FALSE,1,1,"Active","20140305",32604
TRUE,8001090,"umeclidinium and vilanterol",FALSE,1,1,"Active","20140314",32611
TRUE,8001125,"linaclotide",FALSE,2,1,"Active","20140429",52660
TRUE,8001072,"alogliptin",FALSE,3,1,"Active","20140430",32593
TRUE,8001073,"alogliptin and metformin",FALSE,3,1,"Active","20140430",32594
TRUE,8001126,"canagliflozin",FALSE,2,1,"Active","20140528",52661
TRUE,8001127,"brimonidine and brinzolamide",FALSE,1,1,"Active","20150217",52662
TRUE,8001089,"umeclidinium",FALSE,1,1,"Active","20150427",32610
TRUE,8001085,"olodaterol and tiotropium",FALSE,1,1,"Active","20150529",32606
TRUE,8001071,"aclidinium and formoterol",FALSE,1,1,"Active","20150709",32592
TRUE,8001066,"mepolizumab",FALSE,1,1,"Active","20160314",32471
TRUE,8001014,"amlodipine and perindopril",FALSE,3,1,"Active","20160405",32419
TRUE,8001016,"canagliflozin and metformin",FALSE,6,1,"Active","20160628",32421
TRUE,8001067,"reslizumab",FALSE,1,1,"Active","20161219",32472
TRUE,8000793,"triamcinolone hexacetonide",FALSE,1,1,"Inactive","20170705",14159
TRUE,8000137,"dexamethasone sodium phosphate",FALSE,1,1,"Inactive","20170718",13958
TRUE,8001030,"framycetin",FALSE,4,3,"Inactive","20170724",32435
TRUE,8001033,"doxylamine",FALSE,1,1,"Inactive","20170725",32438
TRUE,8001035,"acetaminophen and guaifenesin and phenylephrine",FALSE,1,1,"Inactive","20170727",32440
TRUE,8001036,"conjugated estrogens and medroxyprogesterone",FALSE,2,1,"Inactive","20170802",32441
TRUE,8001069,"oxtriphylline",FALSE,4,2,"Inactive","20170804",32474
TRUE,8001132,"nusinersen",FALSE,1,1,"Active","20170829",52667
TRUE,8001133,"defibrotide",FALSE,1,1,"Active","20170906",52668
TRUE,8001130,"lixisenatide",FALSE,3,2,"Active","20170912",52665
TRUE,8001136,"glecaprevir and pibrentasvir",FALSE,1,1,"Active","20170913",52671
TRUE,8001134,"haptens",FALSE,4,2,"Active","20170913",52669
TRUE,8001137,"insulin degludec",FALSE,2,1,"Active","20170915",52672
TRUE,8001135,"ocrelizumab",FALSE,1,1,"Active","20170921",52670
TRUE,8001131,"cysteamine",FALSE,2,1,"Active","20171017",52666
TRUE,8001128,"thiotepa",FALSE,2,1,"Active","20171031",52663
TRUE,8001138,"durvalumab",FALSE,1,1,"Active","20171120",52673
TRUE,8001142,"guselkumab",FALSE,1,1,"Active","20171127",52677
TRUE,8001141,"avelumab",FALSE,1,1,"Active","20171218",52676
TRUE,8001140,"letermovir",FALSE,4,2,"Active","20171220",52675
TRUE,8001139,"olaratumab",FALSE,1,1,"Active","20171222",52674
TRUE,8001129,"ozenoxacin",FALSE,1,1,"Active","20180104",52664
TRUE,8001044,"acetaminophen",FALSE,142,11,"Active",NA,32449
TRUE,8001045,"docusate",FALSE,53,5,"Active",NA,32450
FALSE,NA,"air",FALSE,1,1,"Active","19111231",NA
FALSE,NA,"carbon dioxide",FALSE,3,1,"Active","19111231",NA
FALSE,NA,"carbon dioxide and oxygen",FALSE,6,1,"Active","19111231",NA
FALSE,NA,"helium",FALSE,3,1,"Active","19111231",NA
FALSE,NA,"helium and oxygen",FALSE,5,1,"Active","19111231",NA
FALSE,NA,"nitrogen",FALSE,9,2,"Active","19111231",NA
FALSE,NA,"nitrous oxide",FALSE,3,1,"Active","19111231",NA
FALSE,NA,"oxygen",FALSE,23,1,"Active","19111231",NA
FALSE,NA,"gold sodium thiomalate",FALSE,6,1,"Active","19351231",NA
FALSE,NA,"chloroxylenol",FALSE,29,4,"Active","19381231",NA
FALSE,NA,"pitcher plant",FALSE,1,1,"Active","19421231",NA
FALSE,NA,"primaquine phosphate",FALSE,1,1,"Active","19451231",NA
FALSE,NA,"propylthiouracil",FALSE,2,1,"Active","19451231",NA
FALSE,NA,"dihydroergotamine mesylate",FALSE,3,2,"Active","19461231",NA
FALSE,NA,"bismuth dipropylacetate",FALSE,1,1,"Active","19501231",NA
FALSE,NA,"bacitracin",FALSE,5,2,"Active","19511231",NA
FALSE,NA,"calcium chloride and dextrose and potassium chloride and sodium chloride and sodium lactate",FALSE,5,1,"Active","19511231",NA
FALSE,NA,"calcium chloride and potassium chloride and sodium chloride and sodium lactate",FALSE,6,2,"Active","19511231",NA
FALSE,NA,"camphor and diphenylpyraline hydrochloride and guaiacol carbonate",FALSE,2,1,"Active","19511231",NA
FALSE,NA,"dexpanthenol and lidocaine hydrochloride and nicotinamide and pyridoxine hydrochloride and vitamin B1 and vitamin B2 (riboflavin 5'-phosphate sodium)",TRUE,1,1,"Active","19511231",NA
FALSE,NA,"dextrose",FALSE,20,2,"Active","19511231",NA
FALSE,NA,"dextrose and sodium chloride",FALSE,17,2,"Active","19511231",NA
FALSE,NA,"dimenhydrinate",FALSE,31,8,"Active","19511231",NA
FALSE,NA,"gentian violet",FALSE,1,1,"Active","19511231",NA
FALSE,NA,"iothalamate meglumine",FALSE,4,2,"Active","19511231",NA
FALSE,NA,"lidocaine hydrochloride",FALSE,36,11,"Active","19511231",NA
FALSE,NA,"methylene blue",FALSE,6,2,"Active","19511231",NA
FALSE,NA,"mineral oil",FALSE,8,4,"Active","19511231",NA
FALSE,NA,"papaverine hydrochloride",FALSE,1,1,"Active","19511231",NA
FALSE,NA,"petrolatum",FALSE,9,3,"Active","19511231",NA
FALSE,NA,"potassium chloride",FALSE,7,3,"Active","19511231",NA
FALSE,NA,"sodium chloride",FALSE,31,4,"Active","19511231",NA
FALSE,NA,"thiamazole",FALSE,3,1,"Active","19511231",NA
FALSE,NA,"thyroid",FALSE,3,1,"Active","19511231",NA
FALSE,NA,"tropicamide",FALSE,5,1,"Active","19511231",NA
FALSE,NA,"water",FALSE,19,3,"Active","19511231",NA
FALSE,NA,"ethopropazine (ethopropazine hydrochloride)",FALSE,1,1,"Active","19521231",NA
FALSE,NA,"succinylcholine chloride",FALSE,4,1,"Active","19521231",NA
FALSE,NA,"crotamiton",FALSE,1,1,"Active","19531231",NA
FALSE,NA,"busulfan",FALSE,3,2,"Active","19541231",NA
FALSE,8000797,"epinephrine and lidocaine hydrochloride",FALSE,17,1,"Active","19541231",32202
FALSE,NA,"lidocaine",FALSE,15,5,"Active","19541231",NA
FALSE,NA,"mercaptopurine",FALSE,2,1,"Active","19541231",NA
FALSE,NA,"acenocoumarol",FALSE,2,1,"Active","19571231",NA
FALSE,8000798,"clioquinol and hydrocortisone",FALSE,1,1,"Active","19571231",32203
FALSE,NA,"spiramycin",FALSE,2,1,"Active","19571231",NA
FALSE,NA,"amphotericin b",FALSE,3,2,"Active","19581231",NA
FALSE,NA,"methocarbamol",FALSE,5,2,"Active","19581231",NA
FALSE,NA,"chloramphenicol (chloramphenicol sodium succinate)",FALSE,1,1,"Active","19591231",NA
FALSE,NA,"pilocarpine hydrochloride",FALSE,7,2,"Active","19591231",NA
FALSE,NA,"trimeprazine (trimeprazine tartrate)",FALSE,2,1,"Active","19591231",NA
FALSE,NA,"atropine sulfate and diphenoxylate hydrochloride",FALSE,1,1,"Active","19601231",NA
FALSE,8000801,"codeine and pseudoephedrine hydrochloride and triprolidine hydrochloride",FALSE,3,1,"Active","19601231",32206
FALSE,NA,"ethosuximide",FALSE,2,2,"Active","19601231",NA
FALSE,NA,"methylprednisolone",FALSE,2,1,"Active","19601231",NA
FALSE,NA,"methylprednisolone acetate",FALSE,9,2,"Active","19601231",NA
FALSE,NA,"tetrahydrozoline hydrochloride",FALSE,3,1,"Active","19601231",NA
FALSE,NA,"chlordiazepoxide hydrochloride and clidinium bromide",FALSE,2,1,"Active","19611231",NA
FALSE,NA,"sodium polystyrene sulfonate",FALSE,5,3,"Active","19611231",NA
FALSE,NA,"xylometazoline hydrochloride",FALSE,15,2,"Active","19611231",NA
FALSE,NA,"clofedanol hydrochloride",FALSE,1,1,"Active","19621231",NA
FALSE,NA,"aluminum hydroxide (dried aluminum hydroxide gel) and magnesium hydroxide and simethicone",FALSE,3,2,"Active","19631231",NA
FALSE,NA,"aluminum hydroxide-magnesium carbonate-co dried gel and magnesium hydroxide and simethicone",FALSE,1,1,"Active","19631231",NA
FALSE,NA,"dactinomycin",FALSE,1,1,"Active","19631231",NA
FALSE,8000803,"dexamethasone (base) and neomycin (neomycin sulfate) and polymyxin b sulfate",FALSE,3,2,"Active","19631231",32208
FALSE,NA,"glycerine and phenol and sodium chloride",FALSE,1,1,"Active","19631231",NA
FALSE,NA,"mannitol",FALSE,6,2,"Active","19631231",NA
FALSE,NA,"non pollen",FALSE,4,1,"Active","19631231",NA
FALSE,NA,"phenol and sodium chloride",FALSE,2,1,"Active","19631231",NA
FALSE,NA,"pollen",FALSE,3,1,"Active","19631231",NA
FALSE,NA,"simethicone",FALSE,16,7,"Active","19631231",NA
FALSE,NA,"atropine sulfate",FALSE,12,2,"Active","19641231",NA
FALSE,NA,"d-penicillamine",FALSE,1,1,"Active","19641231",NA
FALSE,NA,"aluminum chlorohydrate and methylprednisolone acetate and neomycin sulfate and sulfur",FALSE,1,1,"Active","19651231",NA
FALSE,NA,"potassium chloride and sodium acetate and sodium chloride and sodium gluconate and NA",FALSE,1,1,"Active","19651231",NA
FALSE,NA,"tolnaftate",FALSE,15,7,"Active","19651231",NA
FALSE,NA,"flecainide acetate",FALSE,6,1,"Active","19661231",NA
FALSE,NA,"mefenamic acid",FALSE,4,1,"Active","19661231",NA
FALSE,NA,"chlorpheniramine maleate",FALSE,4,2,"Active","19671231",NA
FALSE,NA,"chlorpromazine (chlorpromazine hydrochloride)",FALSE,3,1,"Active","19671231",NA
FALSE,NA,"carbon monoxide and neon and nitrogen and oxygen",FALSE,2,1,"Active","19681231",NA
FALSE,NA,"chloroquine diphosphate",FALSE,1,1,"Active","19681231",NA
FALSE,NA,"clioquinol and flumethasone pivalate",FALSE,2,2,"Active","19681231",NA
FALSE,NA,"dextran and dextrose",FALSE,1,1,"Active","19681231",NA
FALSE,NA,"dextran and sodium chloride",FALSE,1,1,"Active","19681231",NA
FALSE,NA,"ergoloid mesylates",FALSE,1,1,"Active","19681231",NA
FALSE,NA,"magnesium chloride and potassium chloride and sodium acetate and sodium chloride and sodium gluconate",FALSE,3,1,"Active","19681231",NA
FALSE,NA,"calcium chloride and magnesium chloride and potassium chloride and sodium chloride",FALSE,3,3,"Active","19691231",NA
FALSE,NA,"citric acid and magnesium oxide and sodium carbonate (anhydrous)",FALSE,2,1,"Active","19691231",NA
FALSE,NA,"hypromellose",FALSE,7,1,"Active","19691231",NA
FALSE,NA,"periciazine",FALSE,4,2,"Active","19691231",NA
FALSE,8000805,"acetylsalicylic acid and butalbital and caffeine and codeine",FALSE,6,1,"Active","19701231",32210
FALSE,8000807,"betamethasone valerate and gentamicin (gentamicin sulfate)",FALSE,2,2,"Active","19701231",32212
FALSE,NA,"chloroxylenol and coal tar and menthol",FALSE,5,1,"Active","19701231",NA
FALSE,NA,"doxepin (doxepin hydrochloride)",FALSE,16,2,"Active","19701231",NA
FALSE,NA,"methylprednisolone (methylprednisolone sodium succinate)",FALSE,10,2,"Active","19701231",NA
FALSE,NA,"naphazoline hydrochloride",FALSE,8,1,"Active","19701231",NA
FALSE,NA,"octinoxate and oxybenzone",FALSE,50,9,"Active","19701231",NA
FALSE,NA,"procarbazine (procarbazine hydrochloride)",FALSE,1,1,"Active","19701231",NA
FALSE,8000808,"acetylsalicylic acid and butalbital and caffeine",FALSE,6,2,"Active","19711231",32213
FALSE,NA,"chlorobutanol and dichlorobenzene and oil of turpentine and peanut oil",FALSE,1,1,"Active","19711231",NA
FALSE,NA,"daunorubicin (daunorubicin hydrochloride)",FALSE,2,1,"Active","19711231",NA
FALSE,NA,"imipramine hydrochloride",FALSE,10,1,"Active","19711231",NA
FALSE,NA,"cyclopentolate",FALSE,5,1,"Active","19721231",NA
FALSE,NA,"danazol",FALSE,3,1,"Active","19721231",NA
FALSE,NA,"ethambutol hydrochloride",FALSE,2,1,"Active","19721231",NA
FALSE,NA,"fluorometholone",FALSE,2,1,"Active","19721231",NA
FALSE,NA,"isoniazid",FALSE,9,4,"Active","19721231",NA
FALSE,NA,"ketamine (ketamine hydrochloride)",FALSE,5,1,"Active","19721231",NA
FALSE,NA,"magnesium hydroxide and mineral oil",FALSE,1,1,"Active","19721231",NA
FALSE,NA,"trometamol",FALSE,1,1,"Active","19721231",NA
FALSE,NA,"amylase and lipase and protease",FALSE,12,4,"Active","19731231",NA
FALSE,NA,"arginine hydrochloride",FALSE,1,1,"Active","19731231",NA
FALSE,NA,"clomipramine hydrochloride",FALSE,3,1,"Active","19731231",NA
FALSE,NA,"coal tar and salicylic acid and triclosan",FALSE,1,1,"Active","19731231",NA
FALSE,NA,"cortisone acetate",FALSE,1,1,"Active","19731231",NA
FALSE,NA,"lidocaine hydrochloride and methylprednisolone acetate",FALSE,1,1,"Active","19731231",NA
FALSE,NA,"pyrantel (pyrantel pamoate)",FALSE,8,3,"Active","19731231",NA
FALSE,NA,"pyrazinamide",FALSE,2,1,"Active","19731231",NA
FALSE,NA,"tetracosactide (tetracosactide zinc hydroxide)",FALSE,1,1,"Active","19731231",NA
FALSE,NA,"triclosan",FALSE,70,5,"Active","19731231",NA
FALSE,NA,"alanine and arginine and glycine and histidine and isoleucine and leucine and l-lysine (l-lysine hydrochloride) and magnesium chloride and methionine and phenylalanine and potassium phosphate dibasic and proline and sodium acetate and sodium chloride and threonine and tryptophan and tyrosine and valine",TRUE,1,1,"Active","19741231",NA
FALSE,NA,"colistin (colistimethate sodium)",FALSE,3,1,"Active","19741231",NA
FALSE,NA,"dicyclomine hydrochloride",FALSE,9,4,"Active","19741231",NA
FALSE,NA,"dinoprost (dinoprost tromethamine)",FALSE,1,1,"Active","19741231",NA
FALSE,NA,"metolazone",FALSE,1,1,"Active","19741231",NA
FALSE,NA,"miconazole nitrate",FALSE,14,5,"Active","19741231",NA
FALSE,8000810,"prednisolone and sulfacetamide sodium",FALSE,4,2,"Active","19741231",32215
FALSE,NA,"silver sulfadiazine",FALSE,1,1,"Active","19741231",NA
FALSE,NA,"sodium bicarbonate",FALSE,14,3,"Active","19741231",NA
FALSE,NA,"tetracosactide",FALSE,1,1,"Active","19741231",NA
FALSE,NA,"pizotifen (pizotifen malate)",FALSE,2,1,"Active","19750101",NA
FALSE,NA,"benzylpenicilloyl-polylysine",FALSE,1,1,"Active","19751231",NA
FALSE,NA,"carmustine",FALSE,1,1,"Active","19751231",NA
FALSE,NA,"cloxacillin (cloxacillin sodium)",FALSE,6,2,"Active","19751231",NA
FALSE,NA,"coal tar",FALSE,11,6,"Active","19751231",NA
FALSE,NA,"fluorouracil",FALSE,4,2,"Active","19751231",NA
FALSE,8000812,"hydrocortisone and zinc sulfate",FALSE,12,2,"Active","19751231",32217
FALSE,NA,"magnesium sulfate",FALSE,5,1,"Active","19751231",NA
FALSE,NA,"pimozide",FALSE,6,1,"Active","19751231",NA
FALSE,NA,"purified protein derivative of tuberculin",FALSE,1,1,"Active","19751231",NA
FALSE,NA,"trifluoperazine (trifluoperazine hydrochloride)",FALSE,5,1,"Active","19751231",NA
FALSE,NA,"hyoscine butylbromide",FALSE,3,2,"Active","19761231",NA
FALSE,NA,"lomustine",FALSE,3,1,"Active","19761231",NA
FALSE,NA,"methyldopa",FALSE,3,1,"Active","19761231",NA
FALSE,NA,"perphenazine",FALSE,9,2,"Active","19761231",NA
FALSE,NA,"aluminum chloride and oxyquinoline sulfate",FALSE,1,1,"Active","19771231",NA
FALSE,8000815,"benserazide (benserazide hydrochloride) and levodopa",FALSE,3,1,"Active","19771231",32220
FALSE,NA,"camphor and eucalyptol and guaiacol and guaiacol carbonate",FALSE,2,1,"Active","19771231",NA
FALSE,NA,"corbadrine (corbadrine hydrochloride) and mepivacaine hydrochloride",FALSE,3,1,"Active","19771231",NA
FALSE,NA,"cytarabine",FALSE,8,2,"Active","19771231",NA
FALSE,NA,"dinoprostone",FALSE,5,4,"Active","19771231",NA
FALSE,8000816,"epinephrine and prilocaine hydrochloride",FALSE,2,1,"Active","19771231",32221
FALSE,NA,"fluphenazine hydrochloride",FALSE,7,1,"Active","19771231",NA
FALSE,NA,"iodine and sodium iodide",FALSE,1,1,"Active","19771231",NA
FALSE,NA,"iodine (ethiodized oil)",FALSE,1,1,"Active","19771231",NA
FALSE,NA,"mepivacaine hydrochloride",FALSE,7,1,"Active","19771231",NA
FALSE,NA,"primidone",FALSE,2,1,"Active","19771231",NA
FALSE,NA,"rifampin",FALSE,4,1,"Active","19771231",NA
FALSE,NA,"diatrizoate meglumine and diatrizoate sodium",FALSE,1,1,"Active","19781230",NA
FALSE,NA,"antazoline phosphate and naphazoline hydrochloride",FALSE,2,1,"Active","19781231",NA
FALSE,NA,"benzocaine and tetracaine hydrochloride",FALSE,6,4,"Active","19781231",NA
FALSE,NA,"bismuth subgallate",FALSE,1,1,"Active","19781231",NA
FALSE,NA,"dextrose and potassium chloride and sodium chloride",FALSE,27,1,"Active","19781231",NA
FALSE,8000818,"hydrocortisone and pramoxine hydrochloride and zinc sulfate",FALSE,6,2,"Active","19781231",32223
FALSE,NA,"pneumococcal polysaccharide serotype 1 and pneumococcal polysaccharide serotype 10a and pneumococcal polysaccharide serotype 11a and pneumococcal polysaccharide serotype 12f and pneumococcal polysaccharide serotype 14 and pneumococcal polysaccharide serotype 15b and pneumococcal polysaccharide serotype 17f and pneumococcal polysaccharide serotype 18c and pneumococcal polysaccharide serotype 19a and pneumococcal polysaccharide serotype 19f and pneumococcal polysaccharide serotype 2 and pneumococcal polysaccharide serotype 20 and pneumococcal polysaccharide serotype 22f and pneumococcal polysaccharide serotype 23f and pneumococcal polysaccharide serotype 3 and pneumococcal polysaccharide serotype 33f and pneumococcal polysaccharide serotype 4 and pneumococcal polysaccharide serotype 5 and pneumococcal polysaccharide serotype 6b and pneumococcal polysaccharide serotype 7f and pneumococcal polysaccharide serotype 8 and pneumococcal polysaccharide serotype 9n and pneumococcal polysaccharide serotype 9v",TRUE,1,1,"Active","19781231",NA
FALSE,NA,"sulfasalazine",FALSE,5,2,"Active","19781231",NA
FALSE,NA,"sulfinpyrazone",FALSE,1,1,"Active","19781231",NA
FALSE,NA,"tretinoin",FALSE,15,3,"Active","19781231",NA
FALSE,NA,"vitamin B12",FALSE,9,1,"Active","19781231",NA
FALSE,NA,"yellow fever vaccine",FALSE,1,1,"Active","19781231",NA
FALSE,NA,"antipyrine and sodium salicylate",FALSE,1,1,"Active","19791231",NA
FALSE,NA,"calcium polystyrene sulfonate",FALSE,1,1,"Active","19791231",NA
FALSE,NA,"dexpanthenol and nicotinamide and pyridoxine hydrochloride and thiamine hydrochloride and vitamin B12 and vitamin B2 (riboflavin 5'-phosphate sodium)",TRUE,1,1,"Active","19791231",NA
FALSE,NA,"dextromethorphan hydrobromide",FALSE,25,5,"Active","19791231",NA
FALSE,NA,"dextrose and potassium chloride",FALSE,8,1,"Active","19791231",NA
FALSE,NA,"diphenhydramine hydrochloride",FALSE,83,9,"Active","19791231",NA
FALSE,8000820,"ethinyl estradiol and ethynodiol diacetate",FALSE,2,1,"Active","19791231",32225
FALSE,NA,"fluocinolone acetonide",FALSE,8,6,"Active","19791231",NA
FALSE,NA,"glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine and l-lysine (l-lysine acetate) and l-phenylalanine and l-proline and l-threonine and l-tyrosine and l-valine and methionine and serine and tryptophan",TRUE,1,1,"Active","19791231",NA
FALSE,8000822,"hydrocortisone and pramoxine hydrochloride",FALSE,3,3,"Active","19791231",32227
FALSE,NA,"hydroxocobalamin",FALSE,2,2,"Active","19791231",NA
FALSE,NA,"hydroxyurea",FALSE,4,1,"Active","19791231",NA
FALSE,NA,"measles virus vaccine live attenuated and mumps virus vaccine live attenuated (jeryl lynn strain) and rubella virus vaccine live attenuated (wistar ra27/3 strain)",FALSE,1,1,"Active","19791231",NA
FALSE,NA,"mitotane",FALSE,1,1,"Active","19791231",NA
FALSE,NA,"modified ragweed tyrosine adsorbate",FALSE,1,1,"Active","19791231",NA
FALSE,NA,"nicotinamide",FALSE,1,1,"Active","19791231",NA
FALSE,NA,"nicotinic acid",FALSE,4,2,"Active","19791231",NA
FALSE,NA,"patent blue sodium",FALSE,1,1,"Active","19791231",NA
FALSE,NA,"piperazine",FALSE,1,1,"Active","19791231",NA
FALSE,NA,"pyridoxine hydrochloride",FALSE,3,1,"Active","19791231",NA
FALSE,8000080,"sulfamethoxazole and trimethoprim",FALSE,8,3,"Active","19791231",14110
FALSE,NA,"thiamine hydrochloride",FALSE,4,1,"Active","19791231",NA
FALSE,NA,"vitamin B2 (riboflavin 5'-phosphate sodium)",FALSE,1,1,"Active","19791231",NA
FALSE,NA,"benzocaine and methyl heptyl colamino formylmethyl pyridinium chl",FALSE,1,1,"Active","19801104",NA
FALSE,NA,"alfacalcidol",FALSE,4,3,"Active","19801231",NA
FALSE,NA,"calcium chloride and magnesium chloride and potassium chloride and sodium acetate trihydrate and sodium chloride and sodium citrate dihydrate",TRUE,1,1,"Active","19801231",NA
FALSE,NA,"camphor and menthol and meradimate and padimate o and phenol",FALSE,1,1,"Active","19801231",NA
FALSE,NA,"carbachol",FALSE,1,1,"Active","19801231",NA
FALSE,NA,"cloxacillin sodium",FALSE,7,4,"Active","19801231",NA
FALSE,NA,"coal tar and salicylic acid",FALSE,2,2,"Active","19801231",NA
FALSE,NA,"dimethyl sulfoxide",FALSE,2,1,"Active","19801231",NA
FALSE,NA,"diphtheria toxoid adsorbed and tetanus toxoid adsorbed",FALSE,1,1,"Active","19801231",NA
FALSE,NA,"fluorescein sodium",FALSE,6,4,"Active","19801231",NA
FALSE,NA,"glycine",FALSE,3,1,"Active","19801231",NA
FALSE,NA,"mannitol and sorbitol",FALSE,2,1,"Active","19801231",NA
FALSE,NA,"naphazoline hydrochloride and pheniramine maleate",FALSE,6,1,"Active","19801231",NA
FALSE,8000825,"ammonium chloride and codeine and diphenhydramine hydrochloride",FALSE,3,2,"Active","19811231",32230
FALSE,NA,"calamine and diphenhydramine hydrochloride",FALSE,2,1,"Active","19811231",NA
FALSE,NA,"calcium chloride",FALSE,5,2,"Active","19811231",NA
FALSE,NA,"calcium glycerophosphate and calcium levulinate",FALSE,1,1,"Active","19811231",NA
FALSE,NA,"cetrimonium bromide and lidocaine",FALSE,1,1,"Active","19811231",NA
FALSE,NA,"chlordiazepoxide hydrochloride",FALSE,3,1,"Active","19811231",NA
FALSE,NA,"ergonovine maleate",FALSE,3,1,"Active","19811231",NA
FALSE,NA,"oxytocin",FALSE,2,1,"Active","19811231",NA
FALSE,NA,"phenelzine (phenelzine sulfate)",FALSE,1,1,"Active","19811231",NA
FALSE,NA,"scopolamine hydrobromide",FALSE,4,1,"Active","19811231",NA
FALSE,NA,"sodium ascorbate",FALSE,1,1,"Active","19811231",NA
FALSE,NA,"vitamin K1",FALSE,4,2,"Active","19811231",NA
FALSE,NA,"acetazolamide",FALSE,2,2,"Active","19821231",NA
FALSE,NA,"aloe and benzoin and myroxylon balsamum and storax",FALSE,1,1,"Active","19821231",NA
FALSE,NA,"alprostadil",FALSE,7,3,"Active","19821231",NA
FALSE,NA,"benzocaine and cetylpyridinium chloride",FALSE,1,1,"Active","19821231",NA
FALSE,NA,"calcium chloride and dextrose and glutathione disulfide and magnesium chloride and potassium chloride and sodium bicarbonate and sodium chloride and sodium phosphate dibasic",TRUE,1,1,"Active","19821231",NA
FALSE,NA,"cimetidine",FALSE,22,1,"Active","19821231",NA
FALSE,NA,"dipyridamole",FALSE,9,2,"Active","19821231",NA
FALSE,NA,"macrogol and propylene glycol",FALSE,6,2,"Active","19821231",NA
FALSE,NA,"mebendazole",FALSE,1,1,"Active","19821231",NA
FALSE,NA,"polyvinyl alcohol",FALSE,4,1,"Active","19821231",NA
FALSE,NA,"promethazine (promethazine hydrochloride)",FALSE,1,1,"Active","19821231",NA
FALSE,NA,"trihexyphenidyl hydrochloride",FALSE,5,2,"Active","19821231",NA
FALSE,8000779,"alcohol anhydrous and doxylamine and etafedrin and hydrocodone and sodium citrate",FALSE,2,1,"Active","19831231",14143
FALSE,8000831,"betamethasone dipropionate and salicylic acid",FALSE,3,2,"Active","19831231",32236
