ccdd,mp_code,greater_than_5_AIs,drug_identification_number,brand_name,company_name,mp_formal_name,mp_en_description,mp_fr_description,mp_status,mp_status_effective_time
TRUE,2019949,FALSE,2019949,M-ESLON,ETHYPHARM INC,M-ESLON (morphine sulfate 30 mg prolonged-release oral capsule) ETHYPHARM INC,NA,NA,Active,19931231
FALSE,2045702,FALSE,2045702,TEVA-SUCRALFATE,TEVA CANADA LIMITED,TEVA-SUCRALFATE (sucralfate 1 g oral tablet) TEVA CANADA LIMITED,NA,NA,Active,19931231
TRUE,2036355,FALSE,2036355,NOVAMOXIN,TEVA CANADA LIMITED,NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 250 mg chewable tablet) TEVA CANADA LIMITED,NA,NA,Active,19931231
FALSE,2026805,FALSE,2026805,ROBAXACET,PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC,ROBAXACET (acetaminophen 325 mg and methocarbamol 400 mg oral tablet) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC,NA,NA,Active,19931231
FALSE,2047454,FALSE,2047454,SPORANOX,JANSSEN INC,SPORANOX (itraconazole 100 mg oral capsule) JANSSEN INC,NA,NA,Active,19931231
TRUE,2031094,FALSE,2031094,LAMISIL CRM 1%,NOVARTIS PHARMACEUTICALS CANADA INC,LAMISIL CRM 1% (terbinafine hydrochloride 1 % cutaneous cream) NOVARTIS PHARMACEUTICALS CANADA INC,NA,NA,Active,19931231
FALSE,2045931,FALSE,2045931,SHAMPOOING ANTI-PELLICULAIRE 1%,LABORATOIRE ATLAS INC,SHAMPOOING ANTI-PELLICULAIRE 1% (pyrithione zinc 1 % shampoo) LABORATOIRE ATLAS INC,NA,NA,Active,19931231
TRUE,2019965,FALSE,2019965,M-ESLON,ETHYPHARM INC,M-ESLON (morphine sulfate 100 mg prolonged-release oral capsule) ETHYPHARM INC,NA,NA,Active,19931231
TRUE,2019957,FALSE,2019957,M-ESLON,ETHYPHARM INC,M-ESLON (morphine sulfate 60 mg prolonged-release oral capsule) ETHYPHARM INC,NA,NA,Active,19931231
TRUE,2019930,FALSE,2019930,M-ESLON,ETHYPHARM INC,M-ESLON (morphine sulfate 10 mg prolonged-release oral capsule) ETHYPHARM INC,NA,NA,Active,19931231
FALSE,2044013,FALSE,2044013,ROBITUSSIN CHILDREN'S COUGH AND COLD,PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC,ROBITUSSIN CHILDREN'S COUGH AND COLD (dextromethorphan hydrobromide 7.5 mg per 5 mL and pseudoephedrine hydrochloride 15 mg per 5 mL oral liquid) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC,NA,NA,Active,19931231
TRUE,1997580,FALSE,1997580,ASACOL,WARNER CHILCOTT CANADA CO,ASACOL (mesalazine 400 mg gastro-resistant tablet) WARNER CHILCOTT CANADA CO,NA,NA,Active,19931231
FALSE,2039494,FALSE,2039494,DIFLUNISAL,AA PHARMA INC,DIFLUNISAL (diflunisal 500 mg oral tablet) AA PHARMA INC,NA,NA,Active,19931231
FALSE,2039486,FALSE,2039486,DIFLUNISAL,AA PHARMA INC,DIFLUNISAL (diflunisal 250 mg oral tablet) AA PHARMA INC,NA,NA,Active,19931231
TRUE,1950541,FALSE,1950541,RHINARIS-CS ANTI-ALLERGIC NASAL MIST,PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,RHINARIS-CS ANTI-ALLERGIC NASAL MIST (cromolyn sodium 2 % nasal spray) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,NA,NA,Active,19931231
TRUE,2017237,FALSE,2017237,PMS-NAPROXEN,PHARMASCIENCE INC,PMS-NAPROXEN (naproxen 500 mg suppository) PHARMASCIENCE INC,NA,NA,Active,19931231
FALSE,2016095,FALSE,2016095,PMS-LOPERAMIDE HYDROCHLORIDE SOLUTION.2MG/ML,PHARMASCIENCE INC,PMS-LOPERAMIDE HYDROCHLORIDE SOLUTION.2MG/ML (loperamide hydrochloride 0.2 mg per mL oral solution) PHARMASCIENCE INC,NA,NA,Active,19931231
TRUE,2035324,FALSE,2035324,RHINOCORT TURBUHALER 100 MCG/DOSE,ASTRAZENECA CANADA INC,RHINOCORT TURBUHALER 100 MCG/DOSE (budesonide 100 mcg per actuation nasal powder) ASTRAZENECA CANADA INC,NA,NA,Active,19931231
FALSE,2039508,FALSE,2039508,GLYCOPYRROLATE INJECTION USP,SANDOZ CANADA INCORPORATED,GLYCOPYRROLATE INJECTION USP (glycopyrrolate 0.2 mg per mL solution for injection) SANDOZ CANADA INCORPORATED,NA,NA,Active,19931231
FALSE,1927949,FALSE,1927949,0.45% SODIUM CHLORIDE INJECTION USP,B. BRAUN MEDICAL INC,0.45% SODIUM CHLORIDE INJECTION USP (sodium chloride 4.5 mg per mL solution for injection) B. BRAUN MEDICAL INC,NA,NA,Active,19931231
TRUE,2048728,FALSE,2048728,PMS-CLONAZEPAM TAB 1.0MG,PHARMASCIENCE INC,PMS-CLONAZEPAM TAB 1.0MG (clonazepam 1 mg oral tablet) PHARMASCIENCE INC,NA,NA,Active,19931231
TRUE,2048701,FALSE,2048701,PMS-CLONAZEPAM TAB 0.5MG,PHARMASCIENCE INC,PMS-CLONAZEPAM TAB 0.5MG (clonazepam 0.5 mg oral tablet) PHARMASCIENCE INC,NA,NA,Active,19931231
TRUE,2048736,FALSE,2048736,PMS-CLONAZEPAM TAB 2MG,PHARMASCIENCE INC,PMS-CLONAZEPAM TAB 2MG (clonazepam 2 mg oral tablet) PHARMASCIENCE INC,NA,NA,Active,19931231
TRUE,2046679,FALSE,2046679,PMS-ACETAMINOPHEN SUPPOSITORIES 160MG,PHARMASCIENCE INC,PMS-ACETAMINOPHEN SUPPOSITORIES 160MG (acetaminophen 160 mg suppository) PHARMASCIENCE INC,NA,NA,Active,19931231
TRUE,2046687,FALSE,2046687,PMS-ACETAMINOPHEN SUPPOSITORIES 325MG,PHARMASCIENCE INC,PMS-ACETAMINOPHEN SUPPOSITORIES 325MG (acetaminophen 325 mg suppository) PHARMASCIENCE INC,NA,NA,Active,19931231
TRUE,2046660,FALSE,2046660,PMS-ACETAMINOPHEN SUPPOSITORIES 120MG,PHARMASCIENCE INC,PMS-ACETAMINOPHEN SUPPOSITORIES 120MG (acetaminophen 120 mg suppository) PHARMASCIENCE INC,NA,NA,Active,19931231
TRUE,2046695,FALSE,2046695,PMS-ACETAMINOPHEN SUPPOSITORIES 650MG,PHARMASCIENCE INC,PMS-ACETAMINOPHEN SUPPOSITORIES 650MG (acetaminophen 650 mg suppository) PHARMASCIENCE INC,NA,NA,Active,19931231
TRUE,2028174,FALSE,2028174,"ACETAMINOPHEN, CAFFEINE & CODEINE",PHARMASCIENCE INC,"ACETAMINOPHEN, CAFFEINE & CODEINE (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMASCIENCE INC",NA,NA,Active,19931231
TRUE,2025337,FALSE,2025337,"ACETAMINOPHEN, CAFFEINE & CODEINE",PHARMASCIENCE INC,"ACETAMINOPHEN, CAFFEINE & CODEINE (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMASCIENCE INC",NA,NA,Active,19931231
FALSE,1948970,FALSE,1948970,PHARMALGEN WASP VENOM PROTEIN,ALK - ABELLO A/S,PHARMALGEN WASP VENOM PROTEIN (polistes spp venom protein extract 1.1 mg per vial powder for solution for injection) ALK - ABELLO A/S,NA,NA,Active,19931231
FALSE,1948954,FALSE,1948954,PHARMALGEN YELLOW JACKET VENOM PROTEIN,ALK - ABELLO A/S,PHARMALGEN YELLOW JACKET VENOM PROTEIN (vespula spp venom protein extract 1.1 mg per vial powder for solution for injection) ALK - ABELLO A/S,NA,NA,Active,19931231
FALSE,1948881,FALSE,1948881,PHARMALGEN MIXED VESPID VENOM PROTEIN,ALK - ABELLO A/S,PHARMALGEN MIXED VESPID VENOM PROTEIN (white faced hornet venom protein 120 mcg per vial and yellow hornet venom protein 120 mcg per vial and yellow jacket venom protein 120 mcg per vial powder for solution for injection) ALK - ABELLO A/S,NA,NA,Active,19931231
FALSE,1948911,FALSE,1948911,PHARMALGEN HONEY BEE VENOM,ALK - ABELLO A/S,PHARMALGEN HONEY BEE VENOM (apis mellifera venom protein extract 120 mcg per vial powder for solution for injection) ALK - ABELLO A/S,NA,NA,Active,19931231
FALSE,1948903,FALSE,1948903,PHARMALGEN HONEY BEE VENOM,ALK - ABELLO A/S,PHARMALGEN HONEY BEE VENOM (apis mellifera venom protein extract 1.1 mg per vial powder for solution for injection) ALK - ABELLO A/S,NA,NA,Active,19931231
TRUE,2050161,FALSE,2050161,ENTROPHEN 325MG CAPLETS,PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,ENTROPHEN 325MG CAPLETS (acetylsalicylic acid 325 mg gastro-resistant tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,NA,NA,Active,19931231
TRUE,2046148,FALSE,2046148,TEVA-CLONIDINE,TEVA CANADA LIMITED,TEVA-CLONIDINE (clonidine hydrochloride 0.2 mg oral tablet) TEVA CANADA LIMITED,NA,NA,Active,19931231
TRUE,2046121,FALSE,2046121,TEVA-CLONIDINE,TEVA CANADA LIMITED,TEVA-CLONIDINE (clonidine hydrochloride 0.1 mg oral tablet) TEVA CANADA LIMITED,NA,NA,Active,19931231
TRUE,2017709,FALSE,2017709,PLAQUENIL,SANOFI-AVENTIS CANADA INC,PLAQUENIL (hydroxychloroquine sulfate 200 mg oral tablet) SANOFI-AVENTIS CANADA INC,NA,NA,Active,19571231
TRUE,2011271,FALSE,2011271,NITRO-DUR 0.8,MERCK CANADA INC,NITRO-DUR 0.8 (nitroglycerin 0.8 mg per hour transdermal patch) MERCK CANADA INC,NA,NA,Active,19931231
FALSE,2018160,FALSE,2018160,CYCLOMEN,SANOFI-AVENTIS CANADA INC,CYCLOMEN (danazol 200 mg oral capsule) SANOFI-AVENTIS CANADA INC,NA,NA,Active,19721231
TRUE,2046113,FALSE,2046113,PMS-SODIUM CROMOGLYCATE,PHARMASCIENCE INC,PMS-SODIUM CROMOGLYCATE (cromolyn sodium 1 % nebuliser solution 2 mL unit dose vial) PHARMASCIENCE INC,NA,NA,Active,19931231
FALSE,1926764,FALSE,1926764,NEULEPTIL 20MG CAPSULES,ERFA CANADA 2012 INC,NEULEPTIL 20MG CAPSULES (periciazine 20 mg oral capsule) ERFA CANADA 2012 INC,NA,NA,Active,19761231
FALSE,2050048,FALSE,2050048,DOXEPIN,AA PHARMA INC,DOXEPIN (doxepin (doxepin hydrochloride) 100 mg oral capsule) AA PHARMA INC,NA,NA,Active,19931231
FALSE,2050056,FALSE,2050056,DOXEPIN,AA PHARMA INC,DOXEPIN (doxepin (doxepin hydrochloride) 150 mg oral capsule) AA PHARMA INC,NA,NA,Active,19931231
FALSE,2050005,FALSE,2050005,DOXEPIN,AA PHARMA INC,DOXEPIN (doxepin (doxepin hydrochloride) 25 mg oral capsule) AA PHARMA INC,NA,NA,Active,19931231
FALSE,2050013,FALSE,2050013,DOXEPIN,AA PHARMA INC,DOXEPIN (doxepin (doxepin hydrochloride) 50 mg oral capsule) AA PHARMA INC,NA,NA,Active,19931231
FALSE,2050021,FALSE,2050021,DOXEPIN,AA PHARMA INC,DOXEPIN (doxepin (doxepin hydrochloride) 75 mg oral capsule) AA PHARMA INC,NA,NA,Active,19931231
TRUE,2045710,FALSE,2045710,TEVA-METFORMIN,TEVA CANADA LIMITED,TEVA-METFORMIN (metformin hydrochloride 500 mg oral tablet) TEVA CANADA LIMITED,NA,NA,Active,19931231
FALSE,2049996,FALSE,2049996,DOXEPIN,AA PHARMA INC,DOXEPIN (doxepin (doxepin hydrochloride) 10 mg oral capsule) AA PHARMA INC,NA,NA,Active,19931231
FALSE,2018152,FALSE,2018152,CYCLOMEN,SANOFI-AVENTIS CANADA INC,CYCLOMEN (danazol 100 mg oral capsule) SANOFI-AVENTIS CANADA INC,NA,NA,Active,19761231
TRUE,2063662,FALSE,2063662,MACROBID,ALLERGAN PHARMA CO.,MACROBID (nitrofurantoin 100 mg oral capsule) ALLERGAN PHARMA CO.,NA,NA,Active,19931231
FALSE,1950592,FALSE,1950592,DICETEL,BGP PHARMA ULC,DICETEL (pinaverium bromide 50 mg oral tablet) BGP PHARMA ULC,NA,NA,Active,19931231
FALSE,2007967,TRUE,2007967,AMO ENDOSOL SOLUTION,AMO CANADA COMPANY,AMO ENDOSOL SOLUTION (calcium chloride 0.048 % and magnesium chloride 0.03 % and potassium chloride 0.075 % and sodium acetate 0.39 % and sodium chloride 0.64 % and sodium citrate 0.17 % solution for injection) AMO CANADA COMPANY,NA,NA,Active,19941231
TRUE,1919385,FALSE,1919385,ABENOL,PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,ABENOL (acetaminophen 120 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,NA,NA,Active,19921231
TRUE,1919393,FALSE,1919393,ABENOL,PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,ABENOL (acetaminophen 325 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,NA,NA,Active,19921231
TRUE,1919407,FALSE,1919407,ABENOL,PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,ABENOL (acetaminophen 650 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,NA,NA,Active,19921231
TRUE,1916947,FALSE,1916947,BACTROBAN,GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,BACTROBAN (mupirocin 2 % cutaneous ointment) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,NA,NA,Active,19921231
TRUE,1916882,FALSE,1916882,CLAVULIN 125 F ORAL SUS,GLAXOSMITHKLINE INC,CLAVULIN 125 F ORAL SUS (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL and clavulanic acid (clavulanate potassium) 31.25 mg per 5 mL oral suspension) GLAXOSMITHKLINE INC,NA,NA,Active,19921231
TRUE,1916874,FALSE,1916874,CLAVULIN 250 F ORAL SUS,GLAXOSMITHKLINE INC,CLAVULIN 250 F ORAL SUS (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL and clavulanic acid (clavulanate potassium) 62.5 mg per 5 mL oral suspension) GLAXOSMITHKLINE INC,NA,NA,Active,19921231
TRUE,1924567,FALSE,1924567,DEXEDRINE SPANSULE SRC 15MG,PALADIN LABS INC,DEXEDRINE SPANSULE SRC 15MG (dextroamphetamine sulfate 15 mg prolonged-release oral capsule) PALADIN LABS INC,NA,NA,Active,19921231
TRUE,1924559,FALSE,1924559,DEXEDRINE SPANSULE SRC 10MG,PALADIN LABS INC,DEXEDRINE SPANSULE SRC 10MG (dextroamphetamine sulfate 10 mg prolonged-release oral capsule) PALADIN LABS INC,NA,NA,Active,19921231
TRUE,1924516,FALSE,1924516,DEXEDRINE TABLETS (5MG),PALADIN LABS INC,DEXEDRINE TABLETS (5MG) (dextroamphetamine sulfate 5 mg oral tablet) PALADIN LABS INC,NA,NA,Active,19921231
FALSE,1919598,FALSE,1919598,PARNATE,GLAXOSMITHKLINE INC,PARNATE (tranylcypromine (tranylcypromine sulfate) 10 mg oral tablet) GLAXOSMITHKLINE INC,NA,NA,Active,19921231
FALSE,1939998,FALSE,1939998,DECONGESTANT NASAL SPRAY 0.1%,TEVA CANADA LIMITED,DECONGESTANT NASAL SPRAY 0.1% (xylometazoline hydrochloride 0.1 % nasal spray) TEVA CANADA LIMITED,NA,NA,Active,19931231
TRUE,700022,FALSE,1999869,KENALOG-40 INJECTION 40MG/ML,BRISTOL-MYERS SQUIBB CANADA,KENALOG-40 INJECTION 40MG/ML (triamcinolone acetonide 40 mg per 1 mL suspension for injection vial) BRISTOL-MYERS SQUIBB CANADA,NA,NA,Active,19731231
TRUE,700023,FALSE,1999869,KENALOG-40 INJECTION 40MG/ML,BRISTOL-MYERS SQUIBB CANADA,KENALOG-40 INJECTION 40MG/ML (triamcinolone acetonide 200 mg per 5 mL suspension for injection vial) BRISTOL-MYERS SQUIBB CANADA,NA,NA,Active,19731231
TRUE,1999761,FALSE,1999761,KENALOG-10 INJECTION 10MG/ML,BRISTOL-MYERS SQUIBB CANADA,KENALOG-10 INJECTION 10MG/ML (triamcinolone acetonide 50 mg per 5 mL suspension for injection vial) BRISTOL-MYERS SQUIBB CANADA,NA,NA,Active,19661231
FALSE,2046733,FALSE,2046733,PULMOZYME 1MG/ML,HOFFMANN-LA ROCHE LIMITED,PULMOZYME 1MG/ML (dornase alfa 1 mg per mL inhalation solution) HOFFMANN-LA ROCHE LIMITED,NA,NA,Active,19941231
FALSE,2029456,FALSE,2029456,TRYPTAN TAB 500MG,VALEANT CANADA LP/VALEANT CANADA S.E.C.,TRYPTAN TAB 500MG (tryptophan 500 mg oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.,NA,NA,Active,19941231
FALSE,1963953,FALSE,1963953,RESECTISOL (5% MANNITOL IRRIGATION),B. BRAUN MEDICAL INC,RESECTISOL (5% MANNITOL IRRIGATION) (mannitol 5 % irrigation solution) B. BRAUN MEDICAL INC,NA,NA,Active,19931231
FALSE,1928007,FALSE,1928007,5% SODIUM CHLORIDE INJECTION USP,B. BRAUN MEDICAL INC,5% SODIUM CHLORIDE INJECTION USP (sodium chloride 5 g per 100 mL solution for injection) B. BRAUN MEDICAL INC,NA,NA,Active,19931231
FALSE,2019736,FALSE,2019736,BENADRYL ELIXIR,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,BENADRYL ELIXIR (diphenhydramine hydrochloride 12.5 mg per 5 mL oral solution) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,NA,NA,Active,19941231
FALSE,2010593,FALSE,2010593,DRULA FADE CREAM SUPERFORTE MEDICATED,"DRULA-FABRIK, DR. O. DRUCKERY GMBH","DRULA FADE CREAM SUPERFORTE MEDICATED (hydroquinone 4 g per 100 g and oxybenzone 4 g per 100 g cutaneous cream) DRULA-FABRIK, DR. O. DRUCKERY GMBH",NA,NA,Active,19941231
TRUE,2039524,FALSE,2039524,ZOVIRAX,VALEANT CANADA LP/VALEANT CANADA S.E.C.,ZOVIRAX (acyclovir 5 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C.,NA,NA,Active,19931231
FALSE,2065819,FALSE,2065819,SABRIL,LUNDBECK PHARMACEUTICALS LLC,SABRIL (vigabatrin 500 mg oral tablet) LUNDBECK PHARMACEUTICALS LLC,NA,NA,Active,19941231
TRUE,2063735,FALSE,2063735,PMS-BACLOFEN,PHARMASCIENCE INC,PMS-BACLOFEN (baclofen 10 mg oral tablet) PHARMASCIENCE INC,NA,NA,Active,19941231
TRUE,2063743,FALSE,2063743,PMS-BACLOFEN TAB 20MG,PHARMASCIENCE INC,PMS-BACLOFEN TAB 20MG (baclofen 20 mg oral tablet) PHARMASCIENCE INC,NA,NA,Active,19941231
FALSE,2024659,FALSE,2024659,KANK-A,BLISTEX CORPORATION,KANK-A (benzocaine 20 % and cetylpyridinium chloride 0.1 % oromucosal solution) BLISTEX CORPORATION,NA,NA,Active,19821231
TRUE,2036347,FALSE,2036347,NOVAMOXIN,TEVA CANADA LIMITED,NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 125 mg chewable tablet) TEVA CANADA LIMITED,NA,NA,Active,19941231
TRUE,2046156,FALSE,2046156,TRANSDERM-NITRO 0.6,NOVARTIS PHARMACEUTICALS CANADA INC,TRANSDERM-NITRO 0.6 (nitroglycerin 0.6 mg per hour transdermal patch) NOVARTIS PHARMACEUTICALS CANADA INC,NA,NA,Active,19941231
TRUE,2057778,FALSE,2057778,PLENDIL 2.5 MG,ASTRAZENECA CANADA INC,PLENDIL 2.5 MG (felodipine 2.5 mg prolonged-release oral tablet) ASTRAZENECA CANADA INC,NA,NA,Active,19941231
TRUE,1999648,FALSE,1999648,ACET CODEINE 30,PHARMASCIENCE INC,ACET CODEINE 30 (acetaminophen 300 mg and codeine phosphate 30 mg oral tablet) PHARMASCIENCE INC,NA,NA,Active,19941231
TRUE,1999656,FALSE,1999656,ACET CODEINE 60,PHARMASCIENCE INC,ACET CODEINE 60 (acetaminophen 300 mg and codeine phosphate 60 mg oral tablet) PHARMASCIENCE INC,NA,NA,Active,19941231
TRUE,1934317,FALSE,1934317,ISOPTIN SR,BGP PHARMA ULC,ISOPTIN SR (verapamil hydrochloride 180 mg prolonged-release oral tablet) BGP PHARMA ULC,NA,NA,Active,19940421
FALSE,2070987,FALSE,2070987,TRIMIPRAMINE,AA PHARMA INC,TRIMIPRAMINE (trimipramine (trimipramine maleate) 75 mg oral capsule) AA PHARMA INC,NA,NA,Active,19941231
FALSE,2022818,FALSE,2022818,THERADERM CREAM,BIMEDA-MTC ANIMAL HEALTH INC,THERADERM CREAM (gramicidin 0.25 mg per g and neomycin (neomycin sulfate) 2.5 mg per g and nystatin 100000 unit per g and triamcinolone acetonide 1 mg per g cutaneous cream) BIMEDA-MTC ANIMAL HEALTH INC,NA,NA,Active,19931231
TRUE,878626,FALSE,878626,HYDROCORTISONE SODIUM SUCCINATE INJECTION,TEVA CANADA LIMITED,HYDROCORTISONE SODIUM SUCCINATE INJECTION (hydrocortisone (hydrocortisone sodium succinate) 1 g per vial powder for solution for injection) TEVA CANADA LIMITED,NA,NA,Active,19941231
TRUE,878618,FALSE,878618,HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION,TEVA CANADA LIMITED,HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION (hydrocortisone (hydrocortisone sodium succinate) 500 mg per vial powder for solution for injection) TEVA CANADA LIMITED,NA,NA,Active,19941231
TRUE,872539,FALSE,872539,HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION,TEVA CANADA LIMITED,HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION (hydrocortisone (hydrocortisone sodium succinate) 250 mg per vial powder for solution for injection) TEVA CANADA LIMITED,NA,NA,Active,19940421
TRUE,872520,FALSE,872520,HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION,TEVA CANADA LIMITED,HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION (hydrocortisone (hydrocortisone sodium succinate) 100 mg per vial powder for solution for injection) TEVA CANADA LIMITED,NA,NA,Active,19941231
FALSE,2053403,FALSE,2053403,RATIO-COTRIDIN EXPECTORANT,TEVA CANADA LIMITED,RATIO-COTRIDIN EXPECTORANT (codeine phosphate 10 mg per 5 mL and guaifenesin 100 mg per 5 mL and pseudoephedrine hydrochloride 30 mg per 5 mL and triprolidine hydrochloride 2 mg per 5 mL syrup) TEVA CANADA LIMITED,NA,NA,Active,19941231
FALSE,1908448,FALSE,1908448,BETOPTIC S,NOVARTIS PHARMACEUTICALS CANADA INC,BETOPTIC S (betaxolol (betaxolol hydrochloride) 0.25 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC,NA,NA,Active,19941231
TRUE,2043440,FALSE,2043440,PREMARIN VAGINAL CREAM,PFIZER CANADA INC,PREMARIN VAGINAL CREAM (conjugated estrogens 0.625 mg per g vaginal cream) PFIZER CANADA INC,NA,NA,Active,19941231
TRUE,2048264,FALSE,2048264,DIGOXIN INJECTION C.S.D.,SANDOZ CANADA INCORPORATED,DIGOXIN INJECTION C.S.D. (digoxin 1 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED,NA,NA,Active,19941231
TRUE,2046245,FALSE,2046245,PREVORA STAGE 1,CHX TECHNOLOGIES INC,PREVORA STAGE 1 (chlorhexidine acetate 10 % NA) CHX TECHNOLOGIES INC,NA,NA,Active,19931231
TRUE,2047667,FALSE,2047667,MERSYNDOL WITH CODEINE,SANOFI-AVENTIS CANADA INC,MERSYNDOL WITH CODEINE (acetaminophen 325 mg and codeine phosphate 8 mg and doxylamine succinate 5 mg oral tablet) SANOFI-AVENTIS CANADA INC,NA,NA,Active,19821231
FALSE,2061562,FALSE,2061562,LESCOL 20MG,NOVARTIS PHARMACEUTICALS CANADA INC,LESCOL 20MG (fluvastatin (fluvastatin sodium) 20 mg oral capsule) NOVARTIS PHARMACEUTICALS CANADA INC,NA,NA,Active,19941231
FALSE,2061570,FALSE,2061570,LESCOL 40MG,NOVARTIS PHARMACEUTICALS CANADA INC,LESCOL 40MG (fluvastatin (fluvastatin sodium) 40 mg oral capsule) NOVARTIS PHARMACEUTICALS CANADA INC,NA,NA,Active,19941231
FALSE,2014882,FALSE,2014882,"STERILE WATER FOR INJECTION, USP",BAXTER CORPORATION,"STERILE WATER FOR INJECTION, USP (water 100 % solution for injection) BAXTER CORPORATION",NA,NA,Active,19941231
FALSE,2014068,TRUE,2014068,CLINIMIX E,BAXTER CORPORATION,CLINIMIX E (dextrose 20 g per 100 mL and glycine 1.04 g per 100 mL and histidine 220 mg per 100 mL and l-alanine 1.04 g per 100 mL and l-arginine 520 mg per 100 mL and l-isoleucine 240 mg per 100 mL and l-leucine hydrochloride 310 mg per 100 mL and l-lysine hydrochloride 290 mg per 100 mL and l-phenylalanine hydrochloride 310 mg per 100 mL and l-proline 210 mg per 100 mL and l-threonine 210 mg per 100 mL and l-tyrosine 20 mg per 100 mL and l-valine 230 mg per 100 mL and magnesium chloride 51 mg per 100 mL and methionine 290 mg per 100 mL and potassium phosphate dibasic 261 mg per 100 mL and sodium acetate 340 mg per 100 mL and sodium chloride 58.5 mg per 100 mL and tryptophan 90 mg per 100 mL solution for injection) BAXTER CORPORATION,NA,NA,Active,19941231
FALSE,1949004,FALSE,1949004,PHARMALGEN WHITE FACED HORNET VENOM,ALK - ABELLO A/S,PHARMALGEN WHITE FACED HORNET VENOM (dolichovespula maculata venom protein extract 120 mcg per vial powder for solution for injection) ALK - ABELLO A/S,NA,NA,Active,19941231
FALSE,2019698,FALSE,2019698,BENADRYL CHILDRENS LIQUID 6.25MG/5ML,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,BENADRYL CHILDRENS LIQUID 6.25MG/5ML (diphenhydramine hydrochloride 6.25 mg per 5 mL oral liquid) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,NA,NA,Active,19911231
TRUE,2078635,FALSE,2078635,RATIO-ACYCLOVIR,TEVA CANADA LIMITED,RATIO-ACYCLOVIR (acyclovir 400 mg oral tablet) TEVA CANADA LIMITED,NA,NA,Active,19941231
TRUE,2078627,FALSE,2078627,RATIO-ACYCLOVIR,TEVA CANADA LIMITED,RATIO-ACYCLOVIR (acyclovir 200 mg oral tablet) TEVA CANADA LIMITED,NA,NA,Active,19941231
FALSE,2018144,FALSE,2018144,CYCLOMEN,SANOFI-AVENTIS CANADA INC,CYCLOMEN (danazol 50 mg oral capsule) SANOFI-AVENTIS CANADA INC,NA,NA,Active,19801231
FALSE,1916823,FALSE,1916823,RIDAURA,XEDITON PHARMACEUTICALS INC,RIDAURA (auranofin 3 mg oral capsule) XEDITON PHARMACEUTICALS INC,NA,NA,Active,19931231
TRUE,1916858,FALSE,1916858,CLAVULIN 500 F TAB,GLAXOSMITHKLINE INC,CLAVULIN 500 F TAB (amoxicillin (amoxicillin trihydrate) 500 mg and clavulanic acid (clavulanate potassium) 125 mg oral tablet) GLAXOSMITHKLINE INC,NA,NA,Active,19921231
FALSE,1919466,FALSE,1919466,CYTOMEL,PFIZER CANADA INC,CYTOMEL (liothyronine (liothyronine sodium) 25 mcg oral tablet) PFIZER CANADA INC,NA,NA,Active,19931231
FALSE,1919458,FALSE,1919458,CYTOMEL,PFIZER CANADA INC,CYTOMEL (liothyronine (liothyronine sodium) 5 mcg oral tablet) PFIZER CANADA INC,NA,NA,Active,19931231
