"ntp_formal_name","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code","en_display","fr_display"
"ranitidine (ranitidine hydrochloride) 150 mg oral tablet",19,FALSE,1987-12-31,9000282,NA,NA
"ranitidine (ranitidine hydrochloride) 300 mg oral tablet",13,FALSE,1987-12-31,9000283,NA,NA
"sulfamethoxazole 40 mg per mL and trimethoprim 8 mg per mL oral suspension",1,FALSE,1987-12-31,9000284,NA,NA
"atenolol 100 mg oral tablet",16,FALSE,1988-12-31,9000285,NA,NA
"atenolol 50 mg oral tablet",16,FALSE,1988-12-31,9000286,NA,NA
"betamethasone valerate 0.1 % cutaneous ointment",1,FALSE,1988-12-31,9000287,NA,NA
"carbamazepine 200 mg prolonged-release oral tablet",6,FALSE,1988-12-31,9000288,NA,NA
"carbamazepine 400 mg prolonged-release oral tablet",6,FALSE,1988-12-31,9000289,NA,NA
"clotrimazole 1 % cutaneous cream",4,FALSE,1988-12-31,9000290,NA,NA
"diltiazem hydrochloride 30 mg oral tablet",2,FALSE,1988-12-31,9000291,NA,NA
"diltiazem hydrochloride 60 mg oral tablet",2,FALSE,1988-12-31,9000292,NA,NA
"epinephrine 1 mg per 1 mL solution for injection ampoule",3,FALSE,1988-12-31,9000294,NA,NA
"erythromycin (erythromycin lactobionate) 1 g per vial powder for solution for injection",1,FALSE,1988-12-31,9000295,NA,NA
"erythromycin (erythromycin lactobionate) 500 mg per vial powder for solution for injection",1,FALSE,1988-12-31,9000296,NA,NA
"haloperidol 20 mg oral tablet",1,FALSE,1988-12-31,9000297,NA,NA
"meperidine (meperidine hydrochloride) 100 mg per mL solution for injection",1,FALSE,1988-12-31,9000298,NA,NA
"naproxen sodium 275 mg oral tablet",5,FALSE,1988-12-31,9000300,NA,NA
"nifedipine 10 mg oral capsule",2,FALSE,1988-12-31,9000301,NA,NA
"nitroglycerin 50 mg per 10 mL solution for injection vial",2,FALSE,1988-12-31,9000302,NA,NA
"phenytoin sodium 100 mg per 2 mL solution for injection ampoule",2,FALSE,1988-12-31,9000303,NA,NA
"phenytoin sodium 250 mg per 5 mL solution for injection ampoule",2,FALSE,1988-12-31,9000304,NA,NA
"timolol maleate 10 mg oral tablet",2,FALSE,1988-12-31,9000305,NA,NA
"timolol maleate 20 mg oral tablet",2,FALSE,1988-12-31,9000306,NA,NA
"timolol maleate 5 mg oral tablet",2,FALSE,1988-12-31,9000307,NA,NA
"timolol (timolol maleate) 0.25 % ophthalmic drops",5,FALSE,1988-12-31,9000308,NA,NA
"triamcinolone acetonide 0.1 % cutaneous ointment",2,FALSE,1988-12-31,9000309,NA,NA
"verapamil hydrochloride 240 mg prolonged-release oral tablet",9,FALSE,1988-12-31,9000310,NA,NA
"clotrimazole 1 % vaginal cream",4,FALSE,1989-12-31,9000311,NA,NA
"clotrimazole 2 % vaginal cream",3,FALSE,1989-12-31,9000312,NA,NA
"diclofenac sodium 25 mg gastro-resistant tablet",3,FALSE,1989-12-31,9000316,NA,NA
"diclofenac sodium 75 mg prolonged-release oral tablet",7,FALSE,1989-12-31,9000317,NA,NA
"doxycycline (doxycycline hyclate) 100 mg oral tablet",6,FALSE,1989-12-31,9000318,NA,NA
"fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection ampoule",1,FALSE,1989-12-31,9000319,NA,NA
"fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection vial",2,FALSE,1989-12-31,9000320,NA,NA
"fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule",4,FALSE,1989-12-31,9000321,NA,NA
"fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection ampoule",1,FALSE,1989-12-31,9000322,NA,NA
"fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule",3,FALSE,1989-12-31,9000323,NA,NA
"fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection vial",2,FALSE,1989-12-31,9000324,NA,NA
"fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule",23,FALSE,1989-12-31,9000325,NA,NA
"haloperidol 5 mg per 1 mL solution for injection ampoule",1,FALSE,1989-12-31,9000326,NA,NA
"hydromorphone hydrochloride 1 mg per mL oral liquid",1,FALSE,1989-12-31,9000327,NA,NA
"hydromorphone hydrochloride 8 mg oral tablet",4,FALSE,1989-12-31,9000328,NA,NA
"metoclopramide hydrochloride 10 mg oral tablet",2,FALSE,1989-12-31,9000329,NA,NA
"metoclopramide hydrochloride 5 mg oral tablet",2,FALSE,1989-12-31,9000330,NA,NA
"morphine sulfate 2 mg per 1 mL solution for injection ampoule",1,FALSE,1989-12-31,9000331,NA,NA
"nifedipine 5 mg oral capsule",2,FALSE,1989-12-31,9000332,NA,NA
"nitroglycerin 25 mg per 10 sq cm transdermal patch",1,FALSE,1989-12-31,9000333,NA,NA
"nitroglycerin 50 mg per 20 sq cm transdermal patch",1,FALSE,1989-12-31,9000334,NA,NA
"nystatin 100000 unit per mL oral suspension",4,FALSE,1989-12-31,9000335,NA,NA
"omeprazole 20 mg gastro-resistant capsule",13,FALSE,1989-12-31,9000336,NA,NA
"salbutamol 100 mcg per actuation pressurised inhalation",1,FALSE,1989-12-31,9000337,NA,NA
"salbutamol (salbutamol sulfate) 5 mg per mL inhalation solution 10 mL bottle",2,FALSE,1989-12-31,9000338,NA,NA
"sulfamethoxazole 40 mg per 5 mL and trimethoprim 8 mg per 5 mL oral suspension",1,FALSE,1989-12-31,9000339,NA,NA
"verapamil hydrochloride 120 mg oral tablet",3,FALSE,1989-12-31,9000340,NA,NA
"verapamil hydrochloride 80 mg oral tablet",3,FALSE,1989-12-31,9000341,NA,NA
"clonidine hydrochloride 0.1 mg oral tablet",4,FALSE,1990-12-31,9000346,NA,NA
"clonidine hydrochloride 0.2 mg oral tablet",4,FALSE,1990-12-31,9000347,NA,NA
"conjugated estrogens 0.3 mg oral tablet",3,FALSE,1990-12-31,9000348,NA,NA
"conjugated estrogens 0.9 mg oral tablet",2,FALSE,1990-12-31,9000349,NA,NA
"conjugated estrogens 2.5 mg oral tablet",1,FALSE,1990-12-31,9000350,NA,NA
"dexamethasone (dexamethasone sodium phosphate) 10 mg per mL solution for injection",1,FALSE,1990-12-31,9000351,NA,NA
"dexamethasone phosphate (dexamethasone sodium phosphate) 100 mg per 10 mL solution for injection vial",3,FALSE,1990-12-31,9000352,NA,NA
"erythromycin 333 mg gastro-resistant capsule",1,FALSE,1990-12-31,9000355,NA,NA
"gliclazide 80 mg oral tablet",7,FALSE,1990-12-31,9000357,NA,NA
"lisinopril 10 mg oral tablet",16,FALSE,1990-12-31,9000358,NA,NA
"lisinopril 20 mg oral tablet",16,FALSE,1990-12-31,9000359,NA,NA
"metronidazole 1500 mg per 300 mL solution for injection bag",1,FALSE,1990-12-31,9000360,NA,NA
"morphine sulfate 50 mg per 1 mL solution for injection ampoule",1,FALSE,1990-12-31,9000365,NA,NA
"nitroglycerin 10 mg per 10 mL solution for injection vial",1,FALSE,1990-12-31,9000366,NA,NA
"oxycodone hydrochloride 5 mg oral tablet",4,FALSE,1990-12-31,9000367,NA,NA
"pravastatin sodium 20 mg oral tablet",15,FALSE,1990-12-31,9000368,NA,NA
"simvastatin 10 mg oral tablet",21,FALSE,1990-12-31,9000369,NA,NA
"zopiclone 7.5 mg oral tablet",20,FALSE,1990-12-31,9000370,NA,NA
"acetaminophen 160 mg per 5 mL and codeine phosphate 8 mg per 5 mL oral solution",1,FALSE,1991-12-31,9000371,NA,NA
"acyclovir 200 mg per 5 mL oral suspension",1,FALSE,1991-12-31,9000372,NA,NA
"belladonna 15 mg and opium 65 mg suppository",1,FALSE,1991-12-31,9000375,NA,NA
"carbidopa 50 mg and levodopa 200 mg prolonged-release oral tablet",3,FALSE,1991-12-31,9000376,NA,NA
"clindamycin (clindamycin phosphate) 1 % cutaneous solution",3,FALSE,1991-12-31,9000377,NA,NA
"clozapine 100 mg oral tablet",3,FALSE,1991-12-31,9000378,NA,NA
"clozapine 25 mg oral tablet",3,FALSE,1991-12-31,9000379,NA,NA
"diclofenac sodium 0.1 % ophthalmic drops",3,FALSE,1991-12-31,9000380,NA,NA
"erythromycin 5 mg per g ophthalmic ointment",4,FALSE,1991-12-31,9000381,NA,NA
"furosemide 250 mg per 25 mL solution for injection vial",2,FALSE,1991-12-31,9000382,NA,NA
"glyburide 2.5 mg oral tablet",6,FALSE,1991-12-31,9000383,NA,NA
"hydromorphone hydrochloride 1 mg per mL syrup",1,FALSE,1991-12-31,9000384,NA,NA
"hydromorphone hydrochloride 3 mg suppository",1,FALSE,1991-12-31,9000385,NA,NA
"mometasone furoate 0.1 % cutaneous cream",2,FALSE,1991-12-31,9000386,NA,NA
"mometasone furoate 0.1 % cutaneous ointment",5,FALSE,1991-12-31,9000387,NA,NA
"mometasone furoate 1 mg per g lotion",1,FALSE,1991-12-31,9000388,NA,NA
"morphine sulfate 20 mg oral tablet",1,FALSE,1991-12-31,9000389,NA,NA
"morphine sulfate 30 mg oral tablet",1,FALSE,1991-12-31,9000390,NA,NA
"nitroglycerin 120 mg per 30 sq cm transdermal patch",1,FALSE,1991-12-31,9000391,NA,NA
"nitroglycerin 40 mg per 10 sq cm transdermal patch",1,FALSE,1991-12-31,9000392,NA,NA
"nitroglycerin 80 mg per 20 sq cm transdermal patch",1,FALSE,1991-12-31,9000393,NA,NA
"testosterone enanthate 2000 mg per 10 mL solution for injection vial",1,FALSE,1991-12-31,9000394,NA,NA
"verapamil hydrochloride 120 mg prolonged-release oral tablet",4,FALSE,1991-12-31,9000395,NA,NA
"acetaminophen 325 mg and oxycodone hydrochloride 2.5 mg oral tablet",1,FALSE,1992-12-31,9000396,NA,NA
"acetaminophen 500 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet",2,FALSE,1992-12-31,9000397,NA,NA
"amlodipine (amlodipine besylate) 10 mg oral tablet",24,FALSE,1992-12-31,9000398,NA,NA
"amlodipine (amlodipine besylate) 5 mg oral tablet",24,FALSE,1992-12-31,9000399,NA,NA
"amoxicillin 125 mg per 5 mL and clavulanic acid (potassium clavulanate) 31.25 mg per 5 mL oral suspension",3,FALSE,1992-12-31,9000991,NA,NA
"amoxicillin 250 mg per 5 mL and clavulanic acid (potassium clavulanate) 62.5 mg per 5 mL oral suspension",3,FALSE,1992-12-31,9000992,NA,NA
"amoxicillin 500 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet",4,FALSE,1992-12-31,9000402,NA,NA
"betamethasone dipropionate 0.5 mg per g cutaneous cream",1,FALSE,1992-12-31,9000403,NA,NA
"budesonide 0.5 mg per 2 mL nebuliser suspension unit dose vial",1,FALSE,1992-12-31,9000404,NA,NA
"budesonide 1 mg per 2 mL nebuliser suspension unit dose vial",1,FALSE,1992-12-31,9000405,NA,NA
"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic drops",3,FALSE,1992-12-31,9000408,NA,NA
"clarithromycin 250 mg oral tablet",9,FALSE,1992-12-31,9000409,NA,NA
"clobetasol propionate 0.05 % cutaneous cream",7,FALSE,1992-12-31,9000410,NA,NA
"clobetasol propionate 0.05 % cutaneous ointment",7,FALSE,1992-12-31,9000411,NA,NA
"clobetasol propionate 0.05 % lotion",2,FALSE,1992-12-31,9000412,NA,NA
"dexamethasone 0.5 mg per 5 mL oral liquid",1,FALSE,1992-12-31,9000413,NA,NA
"dextroamphetamine sulfate 10 mg prolonged-release oral capsule",1,FALSE,1992-12-31,9000414,NA,NA
"dextroamphetamine sulfate 15 mg prolonged-release oral capsule",1,FALSE,1992-12-31,9000415,NA,NA
"dextroamphetamine sulfate 5 mg oral tablet",2,FALSE,1992-12-31,9000416,NA,NA
"diazepam 1 mg per mL oral solution",1,FALSE,1992-12-31,9000417,NA,NA
"doxazosin (doxazosin mesylate) 1 mg oral tablet",6,FALSE,1992-12-31,9000418,NA,NA
"doxazosin (doxazosin mesylate) 2 mg oral tablet",6,FALSE,1992-12-31,9000419,NA,NA
"doxazosin (doxazosin mesylate) 4 mg oral tablet",6,FALSE,1992-12-31,9000420,NA,NA
"ethinyl estradiol 0.035 mg and norgestimate 0.25 mg oral tablet",2,FALSE,1992-12-31,9000421,NA,NA
"felodipine 10 mg prolonged-release oral tablet",3,FALSE,1992-12-31,9000422,NA,NA
"felodipine 5 mg prolonged-release oral tablet",3,FALSE,1992-12-31,9000423,NA,NA
"finasteride 5 mg oral tablet",18,FALSE,1992-12-31,9000424,NA,NA
"hydrocodone bitartrate 1 mg per mL syrup",2,FALSE,1992-12-31,9002467,NA,NA
"hydrocodone bitartrate 5 mg oral tablet",1,FALSE,1992-12-31,9002468,NA,NA
"hydrocortisone acetate 25 mg per g ophthalmic ointment",1,FALSE,1992-12-31,9000425,NA,NA
"insulin isophane human 100 unit per mL suspension for injection 3 mL cartridge",2,FALSE,1992-12-31,9000426,NA,NA
"ketorolac tromethamine 0.5 % ophthalmic drops",2,FALSE,1992-12-31,9000427,NA,NA
"lithium carbonate 600 mg oral capsule",2,FALSE,1992-12-31,9000428,NA,NA
"medroxyprogesterone acetate 2.5 mg oral tablet",4,FALSE,1992-12-31,9000429,NA,NA
"morphine sulfate 5 mg per 10 mL solution for injection ampoule",2,FALSE,1992-12-31,9000432,NA,NA
"morphine sulfate 5 mg per 5 mL solution for injection ampoule",2,FALSE,1992-12-31,9000433,NA,NA
"nifedipine 30 mg prolonged-release oral tablet",5,FALSE,1992-12-31,9000435,NA,NA
"nifedipine 60 mg prolonged-release oral tablet",5,FALSE,1992-12-31,9000436,NA,NA
"phenytoin sodium 100 mg per 2 mL solution for injection vial",2,FALSE,1992-12-31,9000437,NA,NA
"phenytoin sodium 250 mg per 5 mL solution for injection vial",2,FALSE,1992-12-31,9000438,NA,NA
"prednisolone sodium phosphate 1 % ophthalmic drops",1,FALSE,1992-12-31,9000439,NA,NA
"quinapril (quinapril hydrochloride) 10 mg oral tablet",5,FALSE,1992-12-31,9000440,NA,NA
"quinapril (quinapril hydrochloride) 20 mg oral tablet",5,FALSE,1992-12-31,9000441,NA,NA
"quinapril (quinapril hydrochloride) 40 mg oral tablet",5,FALSE,1992-12-31,9000442,NA,NA
"quinapril (quinapril hydrochloride) 5 mg oral tablet",5,FALSE,1992-12-31,9000443,NA,NA
"salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution unit dose vial",4,FALSE,1992-12-31,9000444,NA,NA
"sertraline (sertraline hydrochloride) 100 mg oral capsule",21,FALSE,1992-12-31,9000445,NA,NA
"sertraline (sertraline hydrochloride) 50 mg oral capsule",21,FALSE,1992-12-31,9000446,NA,NA
"testosterone cypionate 200 mg per 2 mL solution for injection ampoule",1,FALSE,1992-12-31,9000447,NA,NA
"testosterone propionate 1000 mg per 10 mL solution for injection vial",1,FALSE,1992-12-31,9000448,NA,NA
"triamcinolone acetonide 0.1 % oromucosal paste",1,FALSE,1992-12-31,9000449,NA,NA
"warfarin sodium 2.5 mg oral tablet",3,FALSE,1992-12-31,9000450,NA,NA
"warfarin sodium 4 mg oral tablet",3,FALSE,1992-12-31,9000451,NA,NA
"fluticasone propionate 50 mcg per actuation nasal spray",4,FALSE,1993-03-12,9000452,NA,NA
"acyclovir 5 % cutaneous cream",1,FALSE,1993-12-31,9000453,NA,NA
"alprazolam 1 mg oral tablet",7,FALSE,1993-12-31,9000454,NA,NA
"alprazolam 2 mg oral tablet",6,FALSE,1993-12-31,9000455,NA,NA
"amoxicillin 250 mg chewable tablet",1,FALSE,1993-12-31,9000456,NA,NA
"budesonide 100 mcg per actuation nasal powder",1,FALSE,1993-12-31,9000457,NA,NA
"carbidopa 25 mg and levodopa 100 mg prolonged-release oral tablet",3,FALSE,1993-12-31,9000458,NA,NA
"clonazepam 1 mg oral tablet",7,FALSE,1993-12-31,9000459,NA,NA
"desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet",10,FALSE,1993-12-31,9000460,NA,NA
"diclofenac potassium 50 mg oral tablet",7,FALSE,1993-12-31,9000461,NA,NA
"diclofenac sodium 50 mg and misoprostol 200 mcg oral tablet",2,FALSE,1993-12-31,9000462,NA,NA
"domperidone (domperidone maleate) 10 mg oral tablet",13,FALSE,1993-12-31,9000463,NA,NA
"enalapril maleate 10 mg oral tablet",2,FALSE,1993-12-31,9000464,NA,NA
"enalapril maleate 20 mg oral tablet",2,FALSE,1993-12-31,9000465,NA,NA
"enalapril maleate 2.5 mg oral tablet",2,FALSE,1993-12-31,9000466,NA,NA
"enalapril maleate 5 mg oral tablet",2,FALSE,1993-12-31,9000467,NA,NA
"ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and norgestimate 0.18 mg and norgestimate 0.215 mg and norgestimate 0.25 mg oral tablet",2,TRUE,1993-12-31,9000468,NA,NA
"fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule",23,FALSE,1993-12-31,9000469,NA,NA
"indomethacin 100 mg suppository",2,FALSE,1993-12-31,9000470,NA,NA
"insulin isophane human 100 unit per mL suspension for injection 10 mL vial",1,FALSE,1993-12-31,9000471,NA,NA
"mesalazine 400 mg gastro-resistant tablet",2,FALSE,1993-12-31,9000472,NA,NA
"metformin hydrochloride 500 mg oral tablet",22,FALSE,1993-12-31,9000473,NA,NA
"morphine sulfate 100 mg prolonged-release oral capsule",2,FALSE,1993-12-31,9000474,NA,NA
"morphine sulfate 100 mg prolonged-release oral tablet",2,FALSE,1993-12-31,9000475,NA,NA
"morphine sulfate 10 mg prolonged-release oral capsule",2,FALSE,1993-12-31,9000476,NA,NA
"morphine sulfate 15 mg prolonged-release oral tablet",4,FALSE,1993-12-31,9000477,NA,NA
"morphine sulfate 200 mg prolonged-release oral tablet",2,FALSE,1993-12-31,9000478,NA,NA
"morphine sulfate 30 mg prolonged-release oral capsule",1,FALSE,1993-12-31,9000479,NA,NA
"morphine sulfate 30 mg prolonged-release oral tablet",4,FALSE,1993-12-31,9000480,NA,NA
"morphine sulfate 60 mg prolonged-release oral capsule",1,FALSE,1993-12-31,9000481,NA,NA
"morphine sulfate 60 mg prolonged-release oral tablet",4,FALSE,1993-12-31,9000482,NA,NA
"naproxen 500 mg suppository",1,FALSE,1993-12-31,9000483,NA,NA
"naproxen sodium 550 mg oral tablet",5,FALSE,1993-12-31,9000484,NA,NA
"nitrofurantoin 100 mg oral capsule",2,FALSE,1993-12-31,9000485,NA,NA
"nitroglycerin 160 mg per 40 sq cm transdermal patch",1,FALSE,1993-12-31,9000486,NA,NA
"paroxetine (paroxetine hydrochloride) 20 mg oral tablet",19,FALSE,1993-12-31,9000487,NA,NA
"paroxetine (paroxetine hydrochloride) 30 mg oral tablet",19,FALSE,1993-12-31,9000488,NA,NA
"risperidone 1 mg oral tablet",16,FALSE,1993-12-31,9000489,NA,NA
"risperidone 2 mg oral tablet",16,FALSE,1993-12-31,9000490,NA,NA
"risperidone 3 mg oral tablet",16,FALSE,1993-12-31,9000491,NA,NA
"risperidone 4 mg oral tablet",16,FALSE,1993-12-31,9000492,NA,NA
"salbutamol (salbutamol sulfate) 1 mg per mL inhalation solution 10 mL bottle",1,FALSE,1993-12-31,9000493,NA,NA
"terbinafine hydrochloride 1 % cutaneous cream",1,FALSE,1993-12-31,9000494,NA,NA
"terbinafine (terbinafine hydrochloride) 250 mg oral tablet",13,FALSE,1993-12-31,9000495,NA,NA
"trazodone hydrochloride 100 mg oral tablet",8,FALSE,1993-12-31,9000496,NA,NA
"trazodone hydrochloride 50 mg oral tablet",8,FALSE,1993-12-31,9000497,NA,NA
"warfarin sodium 2 mg oral tablet",3,FALSE,1993-12-31,9000498,NA,NA
"verapamil hydrochloride 180 mg prolonged-release oral tablet",4,FALSE,1994-04-21,9000499,NA,NA
"acyclovir 200 mg oral tablet",4,FALSE,1994-12-31,9000500,NA,NA
"acyclovir 400 mg oral tablet",5,FALSE,1994-12-31,9000501,NA,NA
"acyclovir 800 mg oral tablet",4,FALSE,1994-12-31,9000502,NA,NA
"amoxicillin 125 mg chewable tablet",1,FALSE,1994-12-31,9000503,NA,NA
"baclofen 0.05 mg per 1 mL solution for injection ampoule",2,FALSE,1994-12-31,9000506,NA,NA
"baclofen 10 mg per 20 mL solution for injection ampoule",2,FALSE,1994-12-31,9000507,NA,NA
"baclofen 10 mg per 5 mL solution for injection ampoule",2,FALSE,1994-12-31,9000508,NA,NA
"clarithromycin 500 mg oral tablet",11,FALSE,1994-12-31,9000509,NA,NA
"clindamycin (clindamycin phosphate) 20 mg per g vaginal cream",1,FALSE,1994-12-31,9000510,NA,NA
"conjugated estrogens 0.625 mg per g vaginal cream",1,FALSE,1994-12-31,9000511,NA,NA
"conjugated estrogens 25 mg per vial powder for solution for injection",1,FALSE,1994-12-31,9000512,NA,NA
"cyclobenzaprine hydrochloride 10 mg oral tablet",12,FALSE,1994-12-31,9000513,NA,NA
"digoxin 0.05 mg per 1 mL solution for injection ampoule",1,FALSE,1994-12-31,9000516,NA,NA
"digoxin 0.5 mg per 2 mL solution for injection ampoule",1,FALSE,1994-12-31,9000517,NA,NA
"felodipine 2.5 mg prolonged-release oral tablet",2,FALSE,1994-12-31,9000518,NA,NA
"gabapentin 100 mg oral capsule",19,FALSE,1994-12-31,9000519,NA,NA
"gabapentin 300 mg oral capsule",20,FALSE,1994-12-31,9000520,NA,NA
"gabapentin 400 mg oral capsule",20,FALSE,1994-12-31,9000521,NA,NA
"haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection ampoule",1,FALSE,1994-12-31,9000522,NA,NA
"haloperidol (haloperidol decanoate) 250 mg per 5 mL solution for injection vial",2,FALSE,1994-12-31,9000523,NA,NA
"haloperidol (haloperidol decanoate) 500 mg per 5 mL solution for injection vial",2,FALSE,1994-12-31,9000524,NA,NA
"hydrochlorothiazide 12.5 mg and lisinopril 10 mg oral tablet",6,FALSE,1994-12-31,9000525,NA,NA
"hydrochlorothiazide 12.5 mg and lisinopril 20 mg oral tablet",6,FALSE,1994-12-31,9000526,NA,NA
"hydrocodone bitartrate 1.7 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL syrup",1,FALSE,1994-12-31,9002679,NA,NA
"hydrocodone bitartrate 5 mg per 5 mL and phenylephrine hydrochloride 20 mg per 5 mL syrup",1,FALSE,1994-12-31,9002680,NA,NA
"ipratropium bromide 250 mcg per mL inhalation solution 20 mL bottle",2,FALSE,1994-12-31,9000527,NA,NA
"isosorbide mononitrate 60 mg prolonged-release oral tablet",5,FALSE,1994-12-31,9000528,NA,NA
"lisinopril 5 mg oral tablet",15,FALSE,1994-12-31,9000529,NA,NA
"lithium (lithium citrate) 8 mmol per 5 mL syrup",1,FALSE,1994-12-31,9000530,NA,NA
"lorazepam 1 mg sublingual tablet",2,FALSE,1994-12-31,9000531,NA,NA
"lorazepam 2 mg sublingual tablet",2,FALSE,1994-12-31,9000532,NA,NA
"mesalazine 500 mg prolonged-release oral tablet",1,FALSE,1994-12-31,9000533,NA,NA
"metronidazole 0.75 % cutaneous gel",1,FALSE,1994-12-31,9000534,NA,NA
"metronidazole 0.75 % vaginal gel",1,FALSE,1994-12-31,9000535,NA,NA
"minocycline (minocycline hydrochloride) 100 mg oral capsule",10,FALSE,1994-12-31,9000536,NA,NA
"minocycline (minocycline hydrochloride) 50 mg oral capsule",9,FALSE,1994-12-31,9000537,NA,NA
"nitroglycerin 75 mg transdermal patch",1,FALSE,1994-12-31,9000538,NA,NA
"perindopril erbumine 2 mg oral tablet",1,FALSE,1994-12-31,9000539,NA,NA
"perindopril erbumine 4 mg oral tablet",1,FALSE,1994-12-31,9000540,NA,NA
"propranolol hydrochloride 120 mg prolonged-release oral capsule",1,FALSE,1994-12-31,9000541,NA,NA
"propranolol hydrochloride 160 mg prolonged-release oral capsule",1,FALSE,1994-12-31,9000542,NA,NA
"propranolol hydrochloride 80 mg prolonged-release oral capsule",1,FALSE,1994-12-31,9000543,NA,NA
"simvastatin 20 mg oral tablet",21,FALSE,1994-12-31,9000545,NA,NA
"verapamil hydrochloride 10 mg per 4 mL solution for injection ampoule",1,FALSE,1994-12-31,9000546,NA,NA
"verapamil hydrochloride 10 mg per 4 mL solution for injection vial",1,FALSE,1994-12-31,9000547,NA,NA
"verapamil hydrochloride 120 mg prolonged-release oral capsule",1,FALSE,1994-12-31,9000548,NA,NA
"verapamil hydrochloride 180 mg prolonged-release oral capsule",1,FALSE,1994-12-31,9000549,NA,NA
"verapamil hydrochloride 240 mg prolonged-release oral capsule",1,FALSE,1994-12-31,9000550,NA,NA
"verapamil hydrochloride 5 mg per 2 mL solution for injection vial",2,FALSE,1994-12-31,9000551,NA,NA
"acebutolol (acebutolol hydrochloride) 400 mg oral tablet",6,FALSE,1995-12-31,9000552,NA,NA
"bromazepam 1.5 mg oral tablet",1,FALSE,1995-12-31,9000554,NA,NA
"cefprozil 250 mg oral tablet",5,FALSE,1995-12-31,9000556,NA,NA
"cefprozil 500 mg oral tablet",5,FALSE,1995-12-31,9000558,NA,NA
"clindamycin (clindamycin hydrochloride) 300 mg oral capsule",6,FALSE,1995-12-31,9000562,NA,NA
"clonazepam 0.25 mg oral tablet",2,FALSE,1995-12-31,9000563,NA,NA
"clotrimazole 200 mg vaginal tablet",1,FALSE,1995-12-31,9000564,NA,NA
"clotrimazole 500 mg vaginal tablet",1,FALSE,1995-12-31,9000565,NA,NA
"codeine (codeine, codeine sulfate) 100 mg prolonged-release oral tablet",1,FALSE,1995-12-31,9000566,NA,NA
"codeine (codeine, codeine sulfate) 150 mg prolonged-release oral tablet",1,FALSE,1995-12-31,9000567,NA,NA
"codeine (codeine, codeine sulfate) 200 mg prolonged-release oral tablet",1,FALSE,1995-12-31,9000568,NA,NA
"diltiazem hydrochloride 120 mg prolonged-release oral capsule",12,FALSE,1995-12-31,9000569,NA,NA
"diltiazem hydrochloride 180 mg prolonged-release oral capsule",11,FALSE,1995-12-31,9000570,NA,NA
"diltiazem hydrochloride 240 mg prolonged-release oral capsule",11,FALSE,1995-12-31,9000571,NA,NA
"diltiazem hydrochloride 300 mg prolonged-release oral capsule",11,FALSE,1995-12-31,9000572,NA,NA
"estradiol 1 mg oral tablet",2,FALSE,1995-12-31,9000573,NA,NA
"estradiol 2 mg oral tablet",2,FALSE,1995-12-31,9000574,NA,NA
"estradiol 2 mg ring (slow release)",1,FALSE,1995-12-31,9000575,NA,NA
"ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet",4,FALSE,1995-12-31,9000576,NA,NA
"hydrochlorothiazide 25 mg and lisinopril 20 mg oral tablet",6,FALSE,1995-12-31,9000577,NA,NA
"hydrocortisone 100 mg per 60 mL rectal liquid",1,FALSE,1995-12-31,9000578,NA,NA
"hydromorphone hydrochloride 100 mg per 10 mL solution for injection vial",1,FALSE,1995-12-31,9000579,NA,NA
"hydromorphone hydrochloride 250 mg per 5 mL solution for injection vial",1,FALSE,1995-12-31,9000582,NA,NA
"hydromorphone hydrochloride 3 mg prolonged-release oral capsule",1,FALSE,1995-12-31,9000583,NA,NA
"hydromorphone hydrochloride 500 mg per 10 mL solution for injection vial",1,FALSE,1995-12-31,9000584,NA,NA
"hydromorphone hydrochloride 500 mg per 50 mL solution for injection vial",1,FALSE,1995-12-31,9000205,NA,NA
"hydromorphone hydrochloride 50 mg per 1 mL solution for injection vial",1,FALSE,1995-12-31,9000585,NA,NA
"hydromorphone hydrochloride 6 mg prolonged-release oral capsule",1,FALSE,1995-12-31,9000586,NA,NA
"indapamide 1.25 mg oral tablet",10,FALSE,1995-12-31,9000587,NA,NA
"ipratropium bromide 21 mcg per actuation nasal spray",1,FALSE,1995-12-31,9000588,NA,NA
"ipratropium bromide 250 mcg per 1 mL inhalation solution unit dose vial",2,FALSE,1995-12-31,9000754,NA,NA
