"ccdd","mp_code","drug_identification_number","product_status","product_status_effective_time","brand_name","company_name","mp_formal_name","en_display","fr_display"
FALSE,"02239338","02239338","MARKETED",2001-08-01,"VAGIN-X","ASSOCIATED NATIONAL BROKERAGE INC.","VAGIN-X (tripelennamine hydrochloride 2 % cutaneous cream) ASSOCIATED NATIONAL BROKERAGE INC.",NA,NA
TRUE,"02239355","02239355","MARKETED",1999-01-13,"TEVA-DICLOFENAC-K","TEVA CANADA LIMITED","TEVA-DICLOFENAC-K (diclofenac potassium 50 mg oral tablet) TEVA CANADA LIMITED",NA,NA
FALSE,"00618454","00618454","MARKETED",1984-12-31,"CHLORAX","AA PHARMA INC","CHLORAX (chlordiazepoxide hydrochloride 5 mg and clidinium bromide 2.5 mg oral capsule) AA PHARMA INC",NA,NA
TRUE,"02239365","02239365","MARKETED",2000-02-29,"RATIO-SALBUTAMOL","TEVA CANADA LIMITED","RATIO-SALBUTAMOL (salbutamol (salbutamol sulfate) 1.25 mg per 2.5 mL inhalation solution unit dose vial) TEVA CANADA LIMITED",NA,NA
TRUE,"02239366","02239366","MARKETED",2000-02-29,"RATIO-SALBUTAMOL","TEVA CANADA LIMITED","RATIO-SALBUTAMOL (salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution unit dose vial) TEVA CANADA LIMITED",NA,NA
TRUE,"02239367","02239367","MARKETED",2005-09-30,"TEVA-SUMATRIPTAN","TEVA CANADA LIMITED","TEVA-SUMATRIPTAN (sumatriptan (sumatriptan succinate) 100 mg oral tablet) TEVA CANADA LIMITED",NA,NA
FALSE,"02239372","02239372","MARKETED",1999-03-31,"ZOFRAN ODT","NOVARTIS PHARMACEUTICALS CANADA INC","ZOFRAN ODT (ondansetron 4 mg orodispersible tablet) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA
FALSE,"02239373","02239373","MARKETED",1999-03-31,"ZOFRAN ODT","NOVARTIS PHARMACEUTICALS CANADA INC","ZOFRAN ODT (ondansetron 8 mg orodispersible tablet) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA
FALSE,"02239410","02239410","MARKETED",1999-04-19,"ALLERGENIC EXTRACT-STANDARDIZED CAT HAIR","GREER LABORATORIES INC","ALLERGENIC EXTRACT-STANDARDIZED CAT HAIR (cat (felis domesticus) pelt and cat dander 10000 unit per mL solution for injection) GREER LABORATORIES INC",NA,NA
TRUE,"02239432","02239432","MARKETED",2000-06-02,"CANESTEN EXTERNAL CREAM REFILL","BAYER INC CONSUMER CARE","CANESTEN EXTERNAL CREAM REFILL (clotrimazole 1 % cutaneous cream) BAYER INC CONSUMER CARE",NA,NA
TRUE,"00655740","00655740","MARKETED",1985-12-31,"APO-LORAZEPAM TAB 0.5MG","APOTEX INC","APO-LORAZEPAM TAB 0.5MG (lorazepam 0.5 mg oral tablet) APOTEX INC",NA,NA
TRUE,"00655759","00655759","MARKETED",1985-12-31,"APO-LORAZEPAM TAB 1MG","APOTEX INC","APO-LORAZEPAM TAB 1MG (lorazepam 1 mg oral tablet) APOTEX INC",NA,NA
FALSE,"02239486","02239486","MARKETED",1999-01-21,"ACID CONCENTRATE 2151","BAXTER CORPORATION","ACID CONCENTRATE 2151 (acetic acid 8.11 g per l and calcium chloride 6.24 g per l and dextrose 90 g per l and magnesium chloride 3.21 g per l and potassium chloride 3.35 g per l and sodium chloride 268 g per l solution for haemodialysis) BAXTER CORPORATION",NA,NA
FALSE,"02239490","02239490","MARKETED",1999-01-21,"ACID CONCENTRATE 2198","BAXTER CORPORATION","ACID CONCENTRATE 2198 (acetic acid 10.8 g per l and calcium chloride 7.49 g per l and magnesium chloride 1.61 g per l and potassium chloride 10.1 g per l and sodium chloride 263 g per l solution for haemodialysis) BAXTER CORPORATION",NA,NA
FALSE,"02239491","02239491","MARKETED",1999-01-21,"ACID CONCENTRATE 2156","BAXTER CORPORATION","ACID CONCENTRATE 2156 (acetic acid 8.11 g per l and calcium chloride 6.24 g per l and dextrose 90 g per l and magnesium chloride 3.21 g per l and potassium chloride 10.1 g per l and sodium chloride 268 g per l solution for haemodialysis) BAXTER CORPORATION",NA,NA
TRUE,"00655767","00655767","MARKETED",1985-12-31,"APO-LORAZEPAM TAB 2MG","APOTEX INC","APO-LORAZEPAM TAB 2MG (lorazepam 2 mg oral tablet) APOTEX INC",NA,NA
FALSE,"02239497","02239497","MARKETED",1999-08-18,"ABSORBINE JR ANTIFUNGAL LIQUID","CLARION BRANDS LLC","ABSORBINE JR ANTIFUNGAL LIQUID (tolnaftate 10 mg per mL cutaneous liquid) CLARION BRANDS LLC",NA,NA
FALSE,"02239505","02239505","MARKETED",1999-07-05,"ALDARA P","VALEANT CANADA LP/VALEANT CANADA S.E.C.","ALDARA P (imiquimod 5 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA
TRUE,"02239534","02239534","MARKETED",1999-03-04,"DOM-DEXAMETHASONE TABLET 4MG","DOMINION PHARMACAL","DOM-DEXAMETHASONE TABLET 4MG (dexamethasone 4 mg oral tablet) DOMINION PHARMACAL",NA,NA
FALSE,"02239535","02239535","MARKETED",2001-06-20,"DOM-LOPERAMIDE CAPLETS 2MG","DOMINION PHARMACAL","DOM-LOPERAMIDE CAPLETS 2MG (loperamide hydrochloride 2 mg oral tablet) DOMINION PHARMACAL",NA,NA
FALSE,"02239537","02239537","MARKETED",1999-04-30,"DOM-BENZYDAMINE","DOMINION PHARMACAL","DOM-BENZYDAMINE (benzydamine hydrochloride 1.5 mg per mL mouthwash) DOMINION PHARMACAL",NA,NA
FALSE,"02239577","02239577","MARKETED",1999-02-18,"PMS-TOBRAMYCIN 0.3% OPHTHALMIC SOLUTION","PHARMASCIENCE INC","PMS-TOBRAMYCIN 0.3% OPHTHALMIC SOLUTION (tobramycin 3 mg per mL ophthalmic drops) PHARMASCIENCE INC",NA,NA
FALSE,"02239600","02239600","MARKETED",1999-02-26,"MONISTAT 1 COMBINATION PACK","INSIGHT PHARMACEUTICALS LLC","MONISTAT 1 COMBINATION PACK (miconazole nitrate 1200 mg per pck and miconazole nitrate 2 % per pck NA) INSIGHT PHARMACEUTICALS LLC",NA,NA
FALSE,"02239601","02239601","MARKETED",1999-02-26,"MONISTAT 1 VAGINAL OVULE","INSIGHT PHARMACEUTICALS LLC","MONISTAT 1 VAGINAL OVULE (miconazole nitrate 1200 mg pessary) INSIGHT PHARMACEUTICALS LLC",NA,NA
TRUE,"02239607","02239607","MARKETED",1999-03-08,"CELEXA 20 MG","LUNDBECK CANADA INC","CELEXA 20 MG (citalopram (citalopram hydrobromide) 20 mg oral tablet) LUNDBECK CANADA INC",NA,NA
TRUE,"02239608","02239608","MARKETED",1999-03-08,"CELEXA 40 MG","LUNDBECK CANADA INC","CELEXA 40 MG (citalopram (citalopram hydrobromide) 40 mg oral tablet) LUNDBECK CANADA INC",NA,NA
TRUE,"02239619","02239619","MARKETED",1999-02-18,"PMS-INDAPAMIDE","PHARMASCIENCE INC","PMS-INDAPAMIDE (indapamide 1.25 mg oral tablet) PHARMASCIENCE INC",NA,NA
TRUE,"02239620","02239620","MARKETED",1999-02-18,"PMS-INDAPAMIDE","PHARMASCIENCE INC","PMS-INDAPAMIDE (indapamide 2.5 mg oral tablet) PHARMASCIENCE INC",NA,NA
TRUE,"02239627","02239627","MARKETED",1999-04-15,"PMS-IPRATROPIUM","PHARMASCIENCE INC","PMS-IPRATROPIUM (ipratropium bromide 0.3 mg per mL inhalation vapour (liquid)) PHARMASCIENCE INC",NA,NA
FALSE,"00074462","00074462","MARKETED",1968-12-31,"LOCACORTEN VIOFORM","PALADIN LABS INC","LOCACORTEN VIOFORM (clioquinol 3 % and flumethasone pivalate 0.02 % cutaneous cream) PALADIN LABS INC",NA,NA
FALSE,"02239629","02239629","MARKETED",1999-12-15,"NURSING CREAM","E.T. BROWNE DRUG CO., INC.","NURSING CREAM (petrolatum 95.96 % cutaneous cream) E.T. BROWNE DRUG CO., INC.",NA,NA
FALSE,"02239630","02239630","MARKETED",1999-04-28,"TOBI","NOVARTIS PHARMACEUTICALS CANADA INC","TOBI (tobramycin (tobramycin sulfate) 300 mg per 5 mL inhalation solution) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA
FALSE,"02239631","02239631","MARKETED",2002-02-02,"ALOE KOTE SPF 25","ALOE CARE INTERNATIONAL LLC","ALOE KOTE SPF 25 (homosalate 14.5 % and octinoxate 7.4 % and oxybenzone 5.9 % cutaneous ointment) ALOE CARE INTERNATIONAL LLC",NA,NA
FALSE,"02239636","02239636","MARKETED",1999-05-28,"FLUPHENAZINE OMEGA","OMEGA LABORATORIES LTD","FLUPHENAZINE OMEGA (fluphenazine decanoate 25 mg per mL solution for injection) OMEGA LABORATORIES LTD",NA,NA
TRUE,"00658855","00658855","MARKETED",1985-12-31,"LOPRESOR SR 100MG","NOVARTIS PHARMACEUTICALS CANADA INC","LOPRESOR SR 100MG (metoprolol tartrate 100 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA
TRUE,"02239639","02239639","MARKETED",1999-06-30,"HALOPERIDOL-LA OMEGA","OMEGA LABORATORIES LTD","HALOPERIDOL-LA OMEGA (haloperidol (haloperidol decanoate) 50 mg per mL solution for injection) OMEGA LABORATORIES LTD",NA,NA
TRUE,"02239640","02239640","MARKETED",1999-05-28,"HALOPERIDOL-LA OMEGA","OMEGA LABORATORIES LTD","HALOPERIDOL-LA OMEGA (haloperidol (haloperidol decanoate) 100 mg per mL solution for injection) OMEGA LABORATORIES LTD",NA,NA
TRUE,"02239653","02239653","MARKETED",2000-12-19,"ANDRODERM","ALLERGAN PHARMA CO.","ANDRODERM (testosterone 12.2 mg transdermal patch) ALLERGAN PHARMA CO.",NA,NA
TRUE,"02239654","02239654","MARKETED",1999-03-03,"PMS-CONJUGATED ESTROGENS C.S.D.","PHARMASCIENCE INC","PMS-CONJUGATED ESTROGENS C.S.D. (conjugated estrogens 0.3 mg oral tablet) PHARMASCIENCE INC",NA,NA
TRUE,"02239655","02239655","MARKETED",1999-03-03,"PMS-CONJUGATED ESTROGENS C.S.D.","PHARMASCIENCE INC","PMS-CONJUGATED ESTROGENS C.S.D. (conjugated estrogens 0.9 mg oral tablet) PHARMASCIENCE INC",NA,NA
FALSE,"02239656","02239656","MARKETED",1999-04-01,"PROVOCHOLINE","METHAPHARM INC","PROVOCHOLINE (methacholine chloride 100 mg per vial powder for nebuliser solution) METHAPHARM INC",NA,NA
FALSE,"02239658","02239658","MARKETED",1999-04-15,"DOM-DOCUSATE SODIUM","DOMINION PHARMACAL","DOM-DOCUSATE SODIUM (docusate sodium 100 mg oral capsule) DOMINION PHARMACAL",NA,NA
FALSE,"02239665","02239665","MARKETED",1999-03-24,"ALERTEC","TEVA CANADA LIMITED","ALERTEC (modafinil 100 mg oral tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"02239667","02239667","MARKETED",2000-11-24,"DOM-MINOCYCLINE CAPSULES","DOMINION PHARMACAL","DOM-MINOCYCLINE CAPSULES (minocycline (minocycline hydrochloride) 50 mg oral capsule) DOMINION PHARMACAL",NA,NA
TRUE,"02239668","02239668","MARKETED",2000-11-24,"DOM-MINOCYCLINE CAPSULES","DOMINION PHARMACAL","DOM-MINOCYCLINE CAPSULES (minocycline (minocycline hydrochloride) 100 mg oral capsule) DOMINION PHARMACAL",NA,NA
FALSE,"00637955","00637955","MARKETED",1985-12-31,"CHARAC-50","OMEGA LABORATORIES LTD","CHARAC-50 (charcoal activated 50 g per 225 mL oral suspension) OMEGA LABORATORIES LTD",NA,NA
TRUE,"02239698","02239698","MARKETED",1999-03-24,"APO-DIVALPROEX","APOTEX INC","APO-DIVALPROEX (valproic acid (divalproex sodium) 125 mg gastro-resistant tablet) APOTEX INC",NA,NA
TRUE,"02239699","02239699","MARKETED",1999-03-24,"APO-DIVALPROEX","APOTEX INC","APO-DIVALPROEX (valproic acid (divalproex sodium) 250 mg gastro-resistant tablet) APOTEX INC",NA,NA
TRUE,"02239700","02239700","MARKETED",1999-03-24,"APO-DIVALPROEX","APOTEX INC","APO-DIVALPROEX (valproic acid (divalproex sodium) 500 mg gastro-resistant tablet) APOTEX INC",NA,NA
TRUE,"02239701","02239701","MARKETED",1999-04-14,"TEVA-DIVALPROEX","TEVA CANADA LIMITED","TEVA-DIVALPROEX (valproic acid (divalproex sodium) 125 mg gastro-resistant tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"02239702","02239702","MARKETED",1999-04-14,"TEVA-DIVALPROEX","TEVA CANADA LIMITED","TEVA-DIVALPROEX (valproic acid (divalproex sodium) 250 mg gastro-resistant tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"02239703","02239703","MARKETED",1999-04-14,"TEVA-DIVALPROEX","TEVA CANADA LIMITED","TEVA-DIVALPROEX (valproic acid (divalproex sodium) 500 mg gastro-resistant tablet) TEVA CANADA LIMITED",NA,NA
FALSE,"02239705","02239705","MARKETED",1999-11-29,"DENTI-CARE TOPICAL ANESTHETIC GEL","AMD MEDICOM INC","DENTI-CARE TOPICAL ANESTHETIC GEL (benzocaine 18 % and tetracaine hydrochloride 2 % cutaneous gel) AMD MEDICOM INC",NA,NA
TRUE,"02239714","02239714","MARKETED",2000-01-28,"SANDOZ VALPROIC","SANDOZ CANADA INCORPORATED","SANDOZ VALPROIC (valproic acid 250 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA
TRUE,"02239717","02239717","MARKETED",2000-05-01,"NEURONTIN 600MG","PFIZER CANADA INC","NEURONTIN 600MG (gabapentin 600 mg oral tablet) PFIZER CANADA INC",NA,NA
TRUE,"00629324","00629324","MARKETED",1985-12-31,"NOVO-PROFEN","TEVA CANADA LIMITED","NOVO-PROFEN (ibuprofen 200 mg oral tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"02239718","02239718","MARKETED",2000-05-01,"NEURONTIN 800MG","PFIZER CANADA INC","NEURONTIN 800MG (gabapentin 800 mg oral tablet) PFIZER CANADA INC",NA,NA
TRUE,"00629332","00629332","MARKETED",1985-12-31,"NOVO-PROFEN","TEVA CANADA LIMITED","NOVO-PROFEN (ibuprofen 300 mg oral tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"00629340","00629340","MARKETED",1985-12-31,"NOVO-PROFEN","TEVA CANADA LIMITED","NOVO-PROFEN (ibuprofen 400 mg oral tablet) TEVA CANADA LIMITED",NA,NA
FALSE,"02239746","02239746","MARKETED",1999-05-20,"TEVA-MOCLOBEMIDE","TEVA CANADA LIMITED","TEVA-MOCLOBEMIDE (moclobemide 100 mg oral tablet) TEVA CANADA LIMITED",NA,NA
FALSE,"02239747","02239747","MARKETED",1999-05-20,"TEVA-MOCLOBEMIDE","TEVA CANADA LIMITED","TEVA-MOCLOBEMIDE (moclobemide 150 mg oral tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"00629359","00629359","MARKETED",1985-12-31,"NOVO-PROFEN","TEVA CANADA LIMITED","NOVO-PROFEN (ibuprofen 600 mg oral tablet) TEVA CANADA LIMITED",NA,NA
FALSE,"02239748","02239748","MARKETED",1999-05-20,"TEVA-MOCLOBEMIDE","TEVA CANADA LIMITED","TEVA-MOCLOBEMIDE (moclobemide 300 mg oral tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"02239753","02239753","MARKETED",1999-03-04,"PMS-DICLOFENAC K","PHARMASCIENCE INC","PMS-DICLOFENAC K (diclofenac potassium 50 mg oral tablet) PHARMASCIENCE INC",NA,NA
FALSE,"02239757","02239757","MARKETED",1999-04-13,"BACTROBAN CREAM","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","BACTROBAN CREAM (mupirocin (mupirocin calcium dihydrate) 2 % cutaneous cream) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.",NA,NA
TRUE,"02239766","02239766","MARKETED",1999-03-09,"VIAGRA","PFIZER CANADA INC","VIAGRA (sildenafil (sildenafil citrate) 25 mg oral tablet) PFIZER CANADA INC",NA,NA
TRUE,"02239767","02239767","MARKETED",1999-03-09,"VIAGRA","PFIZER CANADA INC","VIAGRA (sildenafil (sildenafil citrate) 50 mg oral tablet) PFIZER CANADA INC",NA,NA
TRUE,"02239768","02239768","MARKETED",1999-03-09,"VIAGRA","PFIZER CANADA INC","VIAGRA (sildenafil (sildenafil citrate) 100 mg oral tablet) PFIZER CANADA INC",NA,NA
FALSE,"02239781","02239781","MARKETED",1999-03-03,"PRO SPF 15 SPORT LOTION","ALOE CARE INTERNATIONAL LLC","PRO SPF 15 SPORT LOTION (octinoxate 7.3 % and oxybenzone 5 % lotion) ALOE CARE INTERNATIONAL LLC",NA,NA
FALSE,"02239813","02239813","MARKETED",1999-06-22,"EXTRA STRENGTH MULTI-SYMPTOM PMS RELIEF","VITA HEALTH PRODUCTS INC","EXTRA STRENGTH MULTI-SYMPTOM PMS RELIEF (acetaminophen 500 mg and pamabrom 25 mg and pyrilamine maleate 15 mg oral tablet) VITA HEALTH PRODUCTS INC",NA,NA
TRUE,"02239817","02239817","MARKETED",1999-11-10,"FLUOXETINE CAPSULES","PHARMASCIENCE INC","FLUOXETINE CAPSULES (fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule) PHARMASCIENCE INC",NA,NA
TRUE,"02239818","02239818","MARKETED",1999-11-10,"FLUOXETINE CAPSULES","PHARMASCIENCE INC","FLUOXETINE CAPSULES (fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule) PHARMASCIENCE INC",NA,NA
FALSE,"02239829","02239829","MARKETED",2002-10-18,"PMS-PIMOZIDE","PHARMASCIENCE INC","PMS-PIMOZIDE (pimozide 2 mg oral tablet) PHARMASCIENCE INC",NA,NA
FALSE,"02239830","02239830","MARKETED",2002-10-18,"PMS-PIMOZIDE","PHARMASCIENCE INC","PMS-PIMOZIDE (pimozide 4 mg oral tablet) PHARMASCIENCE INC",NA,NA
FALSE,"02239833","02239833","MARKETED",1999-09-13,"LUPRON DEPOT","ABBVIE CORPORATION","LUPRON DEPOT (leuprolide acetate 30 mg per vial powder for prolonged-release suspension for injection) ABBVIE CORPORATION",NA,NA
FALSE,"02239834","02239834","MARKETED",1999-09-13,"LUPRON DEPOT","ABBVIE CORPORATION","LUPRON DEPOT (leuprolide acetate 11.25 mg per vial powder for prolonged-release suspension for injection) ABBVIE CORPORATION",NA,NA
TRUE,"02239835","02239835","MARKETED",1999-03-29,"TEVA-AMIODARONE","TEVA CANADA LIMITED","TEVA-AMIODARONE (amiodarone hydrochloride 200 mg oral tablet) TEVA CANADA LIMITED",NA,NA
FALSE,"02239853","02239853","MARKETED",1999-04-29,"ALLEGRA-D","SANOFI-AVENTIS CANADA INC","ALLEGRA-D (fexofenadine hydrochloride 60 mg and pseudoephedrine hydrochloride 120 mg prolonged-release oral tablet) SANOFI-AVENTIS CANADA INC",NA,NA
TRUE,"02239864","02239864","MARKETED",1999-03-29,"APO-FENO-MICRO","APOTEX INC","APO-FENO-MICRO (fenofibrate 200 mg oral capsule) APOTEX INC",NA,NA
FALSE,"02239886","02239886","MARKETED",1999-03-25,"SUSTIVA 50MG","BRISTOL-MYERS SQUIBB CANADA","SUSTIVA 50MG (efavirenz 50 mg oral capsule) BRISTOL-MYERS SQUIBB CANADA",NA,NA
FALSE,"02239888","02239888","MARKETED",1999-03-25,"SUSTIVA 200MG","BRISTOL-MYERS SQUIBB CANADA","SUSTIVA 200MG (efavirenz 200 mg oral capsule) BRISTOL-MYERS SQUIBB CANADA",NA,NA
TRUE,"02239893","02239893","MARKETED",2000-05-16,"APO-TERBINAFINE","APOTEX INC","APO-TERBINAFINE (terbinafine (terbinafine hydrochloride) 250 mg oral tablet) APOTEX INC",NA,NA
TRUE,"02239907","02239907","MARKETED",1999-06-11,"TOPAMAX","JANSSEN INC","TOPAMAX (topiramate 15 mg oral capsule) JANSSEN INC",NA,NA
TRUE,"02239908","02239908","MARKETED",1999-06-11,"TOPAMAX","JANSSEN INC","TOPAMAX (topiramate 25 mg oral capsule) JANSSEN INC",NA,NA
TRUE,"02239913","02239913","MARKETED",1999-09-15,"DOM-INDAPAMIDE TABLETS 1.25MG","DOMINION PHARMACAL","DOM-INDAPAMIDE TABLETS 1.25MG (indapamide 1.25 mg oral tablet) DOMINION PHARMACAL",NA,NA
TRUE,"02239917","02239917","MARKETED",1999-09-15,"DOM-INDAPAMIDE TABLETS 2.5MG","DOMINION PHARMACAL","DOM-INDAPAMIDE TABLETS 2.5MG (indapamide 2.5 mg oral tablet) DOMINION PHARMACAL",NA,NA
FALSE,"02239918","02239918","MARKETED",1999-09-15,"DOM-LOXAPINE TABLETS 5MG","DOMINION PHARMACAL","DOM-LOXAPINE TABLETS 5MG (loxapine (loxapine succinate) 5 mg oral tablet) DOMINION PHARMACAL",NA,NA
FALSE,"02239919","02239919","MARKETED",1999-09-15,"DOM-LOXAPINE TABLETS 10MG","DOMINION PHARMACAL","DOM-LOXAPINE TABLETS 10MG (loxapine (loxapine succinate) 10 mg oral tablet) DOMINION PHARMACAL",NA,NA
FALSE,"02239920","02239920","MARKETED",1999-09-15,"DOM-LOXAPINE TABLETS 25MG","DOMINION PHARMACAL","DOM-LOXAPINE TABLETS 25MG (loxapine (loxapine succinate) 25 mg oral tablet) DOMINION PHARMACAL",NA,NA
FALSE,"02239921","02239921","MARKETED",1999-09-15,"DOM-LOXAPINE TABLETS 50MG","DOMINION PHARMACAL","DOM-LOXAPINE TABLETS 50MG (loxapine (loxapine succinate) 50 mg oral tablet) DOMINION PHARMACAL",NA,NA
TRUE,"02239924","02239924","MARKETED",1999-06-21,"GLUCONORM 0.5MG","NOVO NORDISK CANADA INC","GLUCONORM 0.5MG (repaglinide 0.5 mg oral tablet) NOVO NORDISK CANADA INC",NA,NA
TRUE,"02239925","02239925","MARKETED",1999-06-21,"GLUCONORM 1.0MG","NOVO NORDISK CANADA INC","GLUCONORM 1.0MG (repaglinide 1 mg oral tablet) NOVO NORDISK CANADA INC",NA,NA
TRUE,"02239926","02239926","MARKETED",1999-06-21,"GLUCONORM 2.0MG","NOVO NORDISK CANADA INC","GLUCONORM 2.0MG (repaglinide 2 mg oral tablet) NOVO NORDISK CANADA INC",NA,NA
TRUE,"02239941","02239941","MARKETED",1999-04-19,"CELEBREX","PFIZER CANADA INC","CELEBREX (celecoxib 100 mg oral capsule) PFIZER CANADA INC",NA,NA
TRUE,"02239942","02239942","MARKETED",1999-04-19,"CELEBREX","PFIZER CANADA INC","CELEBREX (celecoxib 200 mg oral capsule) PFIZER CANADA INC",NA,NA
TRUE,"02239944","02239944","MARKETED",1999-05-21,"KETOROLAC TROMETHAMINE INJECTION USP","SANDOZ CANADA INCORPORATED","KETOROLAC TROMETHAMINE INJECTION USP (ketorolac tromethamine 30 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA
FALSE,"02239951","02239951","MARKETED",1999-05-04,"PMS-GEMFIBROZIL","PHARMASCIENCE INC","PMS-GEMFIBROZIL (gemfibrozil 300 mg oral capsule) PHARMASCIENCE INC",NA,NA
TRUE,"02239952","02239952","MARKETED",1999-08-27,"ZITHROMAX FOR INTRAVENOUS INJECTION","PFIZER CANADA INC","ZITHROMAX FOR INTRAVENOUS INJECTION (azithromycin 500 mg per vial powder for solution for injection) PFIZER CANADA INC",NA,NA
FALSE,"02239953","02239953","MARKETED",1999-04-30,"NOVO-FLUVOXAMINE","TEVA CANADA LIMITED","NOVO-FLUVOXAMINE (fluvoxamine maleate 50 mg oral tablet) TEVA CANADA LIMITED",NA,NA
FALSE,"02239954","02239954","MARKETED",1999-04-30,"NOVO-FLUVOXAMINE","TEVA CANADA LIMITED","NOVO-FLUVOXAMINE (fluvoxamine maleate 100 mg oral tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"00653276","00653276","MARKETED",1985-12-31,"RATIO-LENOLTEC NO 3","TEVA CANADA LIMITED","RATIO-LENOLTEC NO 3 (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet) TEVA CANADA LIMITED",NA,NA
FALSE,"02239961","02239961","MARKETED",2014-10-20,"ETOPOSIDE INJECTION","FRESENIUS KABI CANADA LTD","ETOPOSIDE INJECTION (etoposide 20 mg per mL solution for injection) FRESENIUS KABI CANADA LTD",NA,NA
FALSE,"02239967","02239967","MARKETED",1999-10-09,"ANALGESIC CREAM EXTRA STRENGTH ODORLESS","PHARMASCIENCE INC","ANALGESIC CREAM EXTRA STRENGTH ODORLESS (trolamine salicylate 15 % cutaneous cream) PHARMASCIENCE INC",NA,NA
TRUE,"02239982","02239982","MARKETED",2000-01-24,"MINOCYCLINE","IVAX PHARMACEUTICALS INCORPORATED","MINOCYCLINE (minocycline (minocycline hydrochloride) 100 mg oral capsule) IVAX PHARMACEUTICALS INCORPORATED",NA,NA
FALSE,"00151874","00151874","MARKETED",1964-12-31,"OCTOCAINE HCL 2% EPINEPHRINE 1:50000","NOVOCOL PHARMACEUTICAL OF CANADA INC","OCTOCAINE HCL 2% EPINEPHRINE 1:50000 (epinephrine (epinephrine bitartrate) 0.02 mg per mL and lidocaine hydrochloride 20 mg per mL solution for injection) NOVOCOL PHARMACEUTICAL OF CANADA INC",NA,NA
FALSE,"02240000","02240000","MARKETED",2005-12-15,"TRELSTAR","ALLERGAN PHARMA CO.","TRELSTAR (triptorelin (triptorelin pamoate) 3.75 mg per vial powder for prolonged-release suspension for injection) ALLERGAN PHARMA CO.",NA,NA
FALSE,"02240020","02240020","MARKETED",2000-04-01,"SKINVISIBLE ANTISEPTIC SKIN CLEANSER","SKINVISIBLE PHARMACEUTICALS INC","SKINVISIBLE ANTISEPTIC SKIN CLEANSER (triclosan 1 % lotion) SKINVISIBLE PHARMACEUTICALS INC",NA,NA
TRUE,"02240067","02240067","MARKETED",1999-05-10,"MYLAN-INDAPAMIDE","MYLAN PHARMACEUTICALS ULC","MYLAN-INDAPAMIDE (indapamide 1.25 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA
FALSE,"00151866","00151866","MARKETED",1964-12-31,"OCTOCAINE HCL 2% EPINEPHRINE 1:100000","NOVOCOL PHARMACEUTICAL OF CANADA INC","OCTOCAINE HCL 2% EPINEPHRINE 1:100000 (epinephrine (epinephrine bitartrate) 0.01 mg per mL and lidocaine hydrochloride 20 mg per mL solution for injection) NOVOCOL PHARMACEUTICAL OF CANADA INC",NA,NA
FALSE,"02240112","02240112","MARKETED",1999-05-31,"RIVASOL-HC SUPPOSITORIES","LABORATOIRE RIVA INC","RIVASOL-HC SUPPOSITORIES (hydrocortisone acetate 10 mg and zinc sulfate 10 mg suppository) LABORATOIRE RIVA INC",NA,NA
FALSE,"02240105","02240105","MARKETED",2000-05-01,"AVEENO ANTI-ITCH LOTION","JOHNSON & JOHNSON INC","AVEENO ANTI-ITCH LOTION (calamine 3 % and pramoxine hydrochloride 1 % lotion) JOHNSON & JOHNSON INC",NA,NA
TRUE,"02240113","02240113","MARKETED",1999-05-27,"COSOPT","PURDUE PHARMA","COSOPT (dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) PURDUE PHARMA",NA,NA
FALSE,"02240114","02240114","MARKETED",1999-06-22,"FRAXIPARINE FORTE","ASPEN PHARMACARE CANADA INC.","FRAXIPARINE FORTE (NA solution for injection) ASPEN PHARMACARE CANADA INC.",NA,NA
TRUE,"02240115","02240115","MARKETED",1999-06-02,"LAMICTAL","GLAXOSMITHKLINE INC","LAMICTAL (lamotrigine 5 mg oral tablet) GLAXOSMITHKLINE INC",NA,NA
TRUE,"02240131","02240131","MARKETED",2000-03-31,"OXY.IR","PURDUE PHARMA","OXY.IR (oxycodone hydrochloride 10 mg oral tablet) PURDUE PHARMA",NA,NA
