"mp_code","mp_formal_name","changes","drug_code"
"02103087","BENTYLOL TABLET 10MG (dicyclomine hydrochloride 10 mg oral tablet) APTALIS PHARMA CANADA ULC","DELETED",18227
"02116472","SOLUPREP QD SOLUTION (chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % NA) 3M CANADA COMPANY","ADDED",19626
"02119242","FS ANTIMICROBIAL HAND CLEANER - 2.5% LIQ (benzalkonium chloride 2.5 % cutaneous liquid) ZEP MANUFACTURING COMPANY OF CANADA","ADDED",30372
"02119803","SOLUPREP QD SWAB (chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % swab) 3M CANADA COMPANY","ADDED",30398
"02122286","AFTERBURN (lidocaine hydrochloride 0.5 % cutaneous gel) TENDER CORPORATION","ADDED",18014
"02123371","SEPTANEST N (articaine hydrochloride 40 mg per mL and epinephrine (epinephrine bitartrate) 0.005 mg per mL solution for injection) SEPTODONT","ADDED",16851
"02123398","SEPTANEST SP (articaine hydrochloride 40 mg per mL and epinephrine (epinephrine bitartrate) 0.01 mg per mL solution for injection) SEPTODONT","ADDED",16850
"02131471","VIROBEX-P (chloroxylenol 0.6 % cutaneous liquid) GERMIPHENE CORPORATION","ADDED",18208
"02131536","BACTERIOSTATIC WATER FOR INJECTION USP (water 100 % solution for injection) OMEGA LABORATORIES LTD","ADDED",17402
"02138301","DOM-LOPERAMIDE HYDROCHLORIDE SOLUTION-ORL (loperamide hydrochloride 0.2 mg per mL oral solution) DOMINION PHARMACAL","mp_status_effective_time: ""20180802"" -> ""20190522""",19218
"02139529","SODIUM ACETATE INJECTION, USP (sodium acetate 328 mg per mL solution for injection) FRESENIUS KABI CANADA LTD","ADDED",31360
"02139545","POTASSIUM PHOSPHATES INJECTION, USP (potassium phosphate dibasic 236 mg per mL and potassium phosphate monobasic 224 mg per mL solution for injection) FRESENIUS KABI CANADA LTD","ADDED",19442
"02142546","STERILE WATER FOR INJECTION USP (water 100 % solution for injection) PFIZER CANADA ULC","ADDED",31491
"02143879","LIDODAN JELLY 2% (lidocaine hydrochloride 2 % mucosal gel) ODAN LABORATORIES LTD","ADDED",31563
"02143968","CROWN ANTISEPTIC HAND SOAP (triclosan 0.3 % cutaneous liquid) CROWN CHEMICAL PRODUCTS INC.","ADDED",17953
"02144409","WATER-JEL BURN JEL-2% (lidocaine hydrochloride 2 % cutaneous gel) ZEE MEDICAL","ADDED",31582
"02147149","AFTER SUN SOOTHING SPRAY (lidocaine 0.5 % cutaneous spray) KINESYS PHARMACEUTICAL INC","ADDED",50081
"02156091","NORITATE (metronidazole 1 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C.","mp_formal_name: ""NORITATE (metronidazole 1 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""NORITATE (metronidazole 1 % cutaneous cream) BAUSCH HEALTH, CANADA INC.""",19257
"02160757","CHLORAPREP ONE-STEP (chlorhexidine gluconate 2 % and isopropyl alcohol 70 % cutaneous solution) CAREFUSION CANADA ULC","ADDED",34222
"02160986","CALCIUM-45  0.5-4.5 (calcium chloride 14.9 g per bottle powder for concentrate for solution for haemodialysis) BAXTER CORPORATION","ADDED",18321
"02161060","CALCIUM-45  0.25-4.5 (calcium chloride 7.45 g per bottle powder for concentrate for solution for haemodialysis) BAXTER CORPORATION","ADDED",18310
"02162113","BENZAGEL 5 GEL (benzoyl peroxide 5 % cutaneous gel) COLUMBIA LABORATORIES CANADA INC","ADDED",34258
"02162121","BENZAGEL 5 WASH (benzoyl peroxide 5 % cutaneous solution) COLUMBIA LABORATORIES CANADA INC","ADDED",20299
"02163683","CEFZIL POWDER FOR ORAL SUSPENSION-250 MG/ 5 ML (cefprozil 250 mg per 5 mL oral suspension) BRISTOL-MYERS SQUIBB CANADA","DELETED",19226
"02163705","ATROVENT NASAL SPRAY (ipratropium bromide 21 mcg per actuation nasal spray) SANOFI-AVENTIS CANADA INC","DELETED",19245
"02163713","ATROVENT NASAL SPRAY (ipratropium bromide 42 mcg per actuation nasal spray) SANOFI-AVENTIS CANADA INC","DELETED",19651
"02164329","UP-87 LOTION SOAP/UP-87 SAVON LOTION (triclosan 0.1 % lotion) AVMOR LTD","ADDED",18812
"02164396","ACEBUTOLOL-100-TAB 100MG (acebutolol (acebutolol hydrochloride) 100 mg oral tablet) PRO DOC LIMITEE","Health_Canada_product_name: ""ACEBUTOLOL-100-TAB 100MG"" -> ""ACEBUTOLOL-100""
mp_formal_name: ""ACEBUTOLOL-100-TAB 100MG (acebutolol (acebutolol hydrochloride) 100 mg oral tablet) PRO DOC LIMITEE"" -> ""ACEBUTOLOL-100 (acebutolol (acebutolol hydrochloride) 100 mg oral tablet) PRO DOC LIMITEE""",19939
"02164418","ACEBUTOLOL-200 - TAB 200MG (acebutolol (acebutolol hydrochloride) 200 mg oral tablet) PRO DOC LIMITEE","Health_Canada_product_name: ""ACEBUTOLOL-200 - TAB 200MG"" -> ""ACEBUTOLOL-200""
mp_formal_name: ""ACEBUTOLOL-200 - TAB 200MG (acebutolol (acebutolol hydrochloride) 200 mg oral tablet) PRO DOC LIMITEE"" -> ""ACEBUTOLOL-200 (acebutolol (acebutolol hydrochloride) 200 mg oral tablet) PRO DOC LIMITEE""",19940
"02164426","ACEBUTOLOL - 400 - TAB 400MG (acebutolol (acebutolol hydrochloride) 400 mg oral tablet) PRO DOC LIMITEE","Health_Canada_product_name: ""ACEBUTOLOL - 400 - TAB 400MG"" -> ""ACEBUTOLOL - 400""
mp_formal_name: ""ACEBUTOLOL - 400 - TAB 400MG (acebutolol (acebutolol hydrochloride) 400 mg oral tablet) PRO DOC LIMITEE"" -> ""ACEBUTOLOL - 400 (acebutolol (acebutolol hydrochloride) 400 mg oral tablet) PRO DOC LIMITEE""",19941
"02181746","SODIUM ACETATE-OMEGA (sodium (sodium acetate) 4 mmol per mL solution for injection 50 mL vial) OMEGA LABORATORIES LTD","ADDED",35083
"02181908","POLYDERM OINTMENT USP (bacitracin (bacitracin zinc) 500 unit per g and polymyxin B (polymyxin B sulfate) 10000 unit per g cutaneous ointment) TARO PHARMACEUTICALS INC","ADDED",20134
"02182963","APO-METHOTREXATE (methotrexate 2.5 mg oral tablet) PFIZER CANADA ULC","mp_formal_name: ""APO-METHOTREXATE (methotrexate 2.5 mg oral tablet) PFIZER CANADA ULC"" -> ""APO-METHOTREXATE (methotrexate 2.5 mg oral tablet) APOTEX INC""",44263
"02186926","LANSOYL SUGAR FREE - JELLY - 78% (mineral oil heavy 78 % oral gel) AURIUM PHARMA INC","ADDED",20312
"02192667","DIARR-EZE - LIQ ORL 0.2MG/ML (loperamide hydrochloride 0.2 mg per mL oral solution) PHARMASCIENCE INC","mp_status_effective_time: ""20180802"" -> ""20190517""",42934
"02194457","DOXORUBICIN HYDROCHLORIDE FOR INJECTION USP (doxorubicin hydrochloride 10 mg per vial powder for solution for injection) PFIZER CANADA ULC","ADDED",42943
"02194465","DOXORUBICIN HYDROCHLORIDE FOR INJECTION USP (doxorubicin hydrochloride 50 mg per vial powder for solution for injection) PFIZER CANADA ULC","ADDED",42944
"02194473","DOXORUBICIN HYDROCHLORIDE FOR INJECTION USP (doxorubicin hydrochloride 150 mg per vial powder for solution for injection) PFIZER CANADA ULC","ADDED",42945
"02202581","FEIBA NF (anti-inhibitor coagulant complex 1300 unit per vial NA) SHIRE PHARMA CANADA ULC","ADDED",42981
"02206021","IMMUNINE VH (coagulation factor ix (human) 720 unit per 5 mL powder for solution for injection) SHIRE PHARMA CANADA ULC","ADDED",43011
"02214733","STERILE WATER FOR INJECTION USP (water 100 % solution for injection) BAXTER HEALTHCARE CORPORATION","ADDED",19812
"02215187","CAVERJECT STERILE POWDER - PWS 23.2MCG/VIAL (alprostadil 20 mcg per vial powder for solution for injection) PFIZER CANADA ULC","ADDED",43155
"02215551","PERLE + ANTISEPTIC LOTION SOAP / SAVON LOTION ANTISEPTIQUE (triclosan 0.1 % lotion) AVMOR LTD","ADDED",37844
"02215721","BACTERIOSTATIC WATER FOR INJECTION USP-PRE-FILLED SYRINGE (water 99.1 % solution for injection) PFIZER CANADA ULC","ADDED",20354
"02216817","EXTRA STRENGTH ACETAMINOPHEN CAPLETS (acetaminophen 500 mg oral tablet) PERRIGO INTERNATIONAL","DELETED",37097
"02217937","HYGENIPAK PLUS ANTI-MICROBIAL SKIN CLEANSER (triclosan 0.32 % cutaneous liquid) DEB CANADA INC.","ADDED",20166
"02218607","XYLONOR (cetrimide 150 mg per 100 g and lidocaine 15 g per 100 g oromucosal spray) SEPTODONT","ADDED",37164
"02219301","MAGNESIUM-45 0.5-4.5 (magnesium chloride 20.5 g per 4.5 l powder for concentrate for solution for haemodialysis) BAXTER CORPORATION","ADDED",20112
"02219433","ANTI-BAC - ASP 0.5% (triclosan 0.5 % cutaneous spray) BENTFIELD EUROPE BV","ADDED",37869
"02220806","LUBRICATING NASAL GEL (polyethylene glycol 3350 15 % and propylene glycol 20 % nasal gel) PHARMASCIENCE INC","ADDED",37257
"02221616","SODIUM BICARBONATE USP FOR HEMODIALYSIS D12276 (sodium bicarbonate 650 g per sachet powder for concentrate for solution for haemodialysis) BAXTER CORPORATION","ADDED",37283
"02223406","INTRON A (interferon alfa-2b 10000000 unit per vial powder for solution for injection with diluent solution) MERCK CANADA INC","ADDED",43361
"02229145","NORVIR (ritonavir 80 mg per mL oral solution) ABBVIE CORPORATION","DELETED",43516
"02229827","SOLARCAINE MEDICATED FIRST AID LOTION (lidocaine hydrochloride 0.5 % lotion) BAYER INC","ADDED",48182
"02230251","ANTIBIOTIC OINTMENT USP (bacitracin (bacitracin zinc) 500 unit per g and polymyxin B (polymyxin B sulfate) 10000 unit per g cutaneous ointment) TARO PHARMACEUTICALS INC","ADDED",48982
"02231147","LIDODAN ENDOTRACHEAL NON-AEROSOL SPRAY (lidocaine (lidocaine hydrochloride) 10 mg per actuation endotracheopulmonary instillation) ODAN LABORATORIES LTD","ADDED",50454
"02231353","MYLAN-CYCLOBENZAPRINE (cyclobenzaprine hydrochloride 10 mg oral tablet) MYLAN PHARMACEUTICALS ULC","DELETED",50662
"02231578","BIKINI ZONE (lidocaine 2 % cutaneous cream) CCA INDUSTRIES, INC.","ADDED",50944
"02231590","ABELCET (amphotericin B 100 mg per 20 mL suspension for injection vial) LEADIANT BIOSCIENCES, INC","ADDED",50926
"02231594","HYGENIPAK INSTAFOAM ANTI-MICROBIAL FOAMING SKIN CLEANSER (triclosan 0.32 % cutaneous liquid) DEB CANADA INC.","ADDED",50961
"02236396","CLEAN & CLEAR PERSA-GEL 5 (benzoyl peroxide 5 % lotion) JOHNSON & JOHNSON INC","ADDED",59870
"02236606","ACCOLATE TAB 20 MG (zafirlukast 20 mg oral tablet) ASTRAZENECA CANADA INC","DELETED",59964
"02236796","DEEP PORE ACNE VANISHING TREATMENT (benzoyl peroxide 5 % lotion) THE MENTHOLATUM COMPANY OF CANADA LTD","ADDED",60085
"02236954","BAND-AID BRAND ADHESIVE BANDAGES PLUS ANTIBIOTIC (bacitracin (bacitracin zinc) 500 unit per g and polymyxin B (polymyxin B sulfate) 10000 unit per g dressing) JOHNSON & JOHNSON INC","ADDED",60248
"02237227","POLYSPORIN ANTIBIOTIC OINTMENT (bacitracin (bacitracin zinc) 500 unit per g and polymyxin B (polymyxin B sulfate) 10000 unit per g cutaneous ointment) JOHNSON & JOHNSON INC","ADDED",60546
"02237319","REBIF (interferon beta-1a 22 mcg per 0.5 mL solution for injection syringe) EMD SERONO A DIVISION OF EMD INC CANADA","ADDED",60641
"02237320","REBIF (interferon beta-1a 44 mcg per 0.5 mL solution for injection syringe) EMD SERONO A DIVISION OF EMD INC CANADA","ADDED",60642
"02237367","ACCURETIC 10/12.5 MG (hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 10 mg oral tablet) PFIZER CANADA ULC","Health_Canada_product_name: ""ACCURETIC 10/12.5 MG"" -> ""ACCURETIC""
mp_formal_name: ""ACCURETIC 10/12.5 MG (hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 10 mg oral tablet) PFIZER CANADA ULC"" -> ""ACCURETIC (hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 10 mg oral tablet) PFIZER CANADA ULC""",60690
"02237368","ACCURETIC 20/12.5 MG (hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet) PFIZER CANADA ULC","Health_Canada_product_name: ""ACCURETIC 20/12.5 MG"" -> ""ACCURETIC""
mp_formal_name: ""ACCURETIC 20/12.5 MG (hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet) PFIZER CANADA ULC"" -> ""ACCURETIC (hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet) PFIZER CANADA ULC""",60691
"02237369","ACCURETIC 20/25 MG (hydrochlorothiazide 25 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet) PFIZER CANADA ULC","Health_Canada_product_name: ""ACCURETIC 20/25 MG"" -> ""ACCURETIC""
mp_formal_name: ""ACCURETIC 20/25 MG (hydrochlorothiazide 25 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet) PFIZER CANADA ULC"" -> ""ACCURETIC (hydrochlorothiazide 25 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet) PFIZER CANADA ULC""",60692
"02237406","ASEPT (triclosan 0.3 % cutaneous liquid) AVMOR LTD","ADDED",60734
"02237409","BACTI-FOAM (triclosan 0.3 % cutaneous spray) ECOLAB CO","ADDED",60738
"02237810","ANTITHROMBIN III NF (antithrombin iii (human) 1100 unit per vial NA) SHIRE PHARMA CANADA ULC","ADDED",61169
"02237811","ANTITHROMBIN III NF (antithrombin iii (human) 550 unit per vial NA) SHIRE PHARMA CANADA ULC","ADDED",61170
"02237815","ERWINASE (asparaginase 10000 unit per vial powder for solution for injection) JAZZ PHARMACEUTICALS FRANCE SAS","ADDED",61174
"02237971","SAIZEN (somatropin 5 mg per vial powder for solution for injection with diluent solution) EMD SERONO A DIVISION OF EMD INC CANADA","ADDED",61332
"02238001","ORASOFT 3 (triclosan 0.2 % cutaneous liquid) MEGA-LAB MANUFACTURING CO LTD","ADDED",61379
"02238251","VIONEX ANTIMICROBIAL LIQUID SOAP (chloroxylenol 0.52 % cutaneous liquid) METREX RESEARCH","ADDED",61646
"02238288","SIMPLY BOTANICAL SENSATION SOOTHING SKIN (triclosan 0.3 % cutaneous liquid) GERMIPHENE CORPORATION","ADDED",61685
"02238350","HANDS ON DEFENSE (triclosan 0.3 % cutaneous liquid) KUTOL PRODUCTS COMPANY, INC","ADDED",61762
"02238389","CAELYX (doxorubicin hydrochloride 20 mg per 10 mL suspension for injection vial) JANSSEN INC","ADDED",61804
"02238674","INTRON A (interferon alfa-2b 18000000 unit per 3 mL solution for injection vial) MERCK CANADA INC","ADDED",62105
"02238676","BACTI-STAT AE (triclosan 0.3 % cutaneous liquid) ECOLAB CO","ADDED",62107
"02239046","SEROSTIM (somatropin 5 mg per vial powder for solution for injection with diluent solution) EMD SERONO A DIVISION OF EMD INC CANADA","ADDED",62499
"02239087","WHITE PETROLEUM JELLY U.S.P. (petrolatum 1000 g per kg cutaneous paste) LABORATOIRES DELON (1990) INC","ADDED",62542
"02239311","ECOCARE 250 (triclosan 0.3 % cutaneous liquid) ECOLAB CO","ADDED",62780
"02239318","ECOCARE 360 (benzalkonium chloride 0.13 % cutaneous liquid) ECOLAB CO","ADDED",62787
"02239432","CANESTEN EXTERNAL CREAM REFILL (clotrimazole 1 % cutaneous cream) BAYER INC","Health_Canada_product_name: ""CANESTEN EXTERNAL CREAM REFILL"" -> ""CANESTEN EXTERNAL ANTIFUNGAL CREAM""
mp_formal_name: ""CANESTEN EXTERNAL CREAM REFILL (clotrimazole 1 % cutaneous cream) BAYER INC"" -> ""CANESTEN EXTERNAL ANTIFUNGAL CREAM (clotrimazole 1 % cutaneous cream) BAYER INC""",62905
"02239535","DOM-LOPERAMIDE CAPLETS 2MG (loperamide hydrochloride 2 mg oral tablet) DOMINION PHARMACAL","mp_status_effective_time: ""20180802"" -> ""20190522""",63011
"02240142","PROVON MEDICATED LOTION SOAP WITH TRICLOSAN (triclosan 0.3 % cutaneous liquid) GOJO INDUSTRIES, INC.","ADDED",63657
"02240356","SOLUPREP (chlorhexidine gluconate 2 % and isopropyl alcohol 70 % cutaneous solution) 3M CANADA COMPANY","ADDED",63898
"02240680","DEXIDIN 0.5 SOLUTION (chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % cutaneous liquid) LABORATOIRE ATLAS INC","ADDED",64263
"02240800","STERIGEL PLUS (alcohol anhydrous 70 % and chlorhexidine gluconate 0.5 % cutaneous solution) 3M CANADA COMPANY","ADDED",64391
"02241024","MYLAN-NAPROXEN EC (naproxen 500 mg gastro-resistant tablet) MYLAN PHARMACEUTICALS ULC","DELETED",64618
"02241528","GERMI-STAT PREP GEL (chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % cutaneous liquid) GERMIPHENE CORPORATION","ADDED",65180
"02241630","AMBISOME (amphotericin B 50 mg per vial powder for solution for injection) ASTELLAS PHARMA CANADA INC","ADDED",65288
"02241648","MICRELL ANTIBACTERIAL LOTION SOAP WITH CHLOROXYLENOL (chloroxylenol 0.3 % cutaneous liquid) GOJO INDUSTRIES, INC.","ADDED",65308
"02241676","POTASSIUM CHLORIDE INJECTION (potassium (potassium chloride) 10 mmol per 100 mL solution for injection bag) BAXTER CORPORATION","ADDED",65336
"02241677","POTASSIUM CHLORIDE INJECTION (potassium chloride 14.9 mg per mL solution for injection) BAXTER CORPORATION","ADDED",65337
"02241679","POTASSIUM CHLORIDE INJECTION (potassium chloride 29.8 mg per mL solution for injection) BAXTER CORPORATION","ADDED",65339
"02241915","MARCAINE E (bupivacaine hydrochloride 50 mg per 20 mL and epinephrine bitartrate 0.182 mg per 20 mL solution for injection vial) PFIZER CANADA ULC","ADDED",65585
"02241916","MARCAINE E (bupivacaine hydrochloride 100 mg per 20 mL and epinephrine bitartrate 0.182 mg per 20 mL solution for injection vial) PFIZER CANADA ULC","ADDED",65586
"02241999","CARBOCAINE 1% 30ML SINGLE USE VIAL (mepivacaine hydrochloride 1 % solution for injection) PFIZER CANADA ULC","ADDED",65669
"02242000","CARBOCAINE 1% (mepivacaine hydrochloride 1 % solution for injection) PFIZER CANADA ULC","ADDED",65670
"02242001","CARBOCAINE 2% (mepivacaine hydrochloride 400 mg per 20 mL solution for injection vial) PFIZER CANADA ULC","ADDED",65671
"02242125","RIVA-INDAPAMIDE 2.5 MG (indapamide 2.5 mg oral tablet) LABORATOIRE RIVA INC","mp_status_effective_time: ""20180717"" -> ""20190305""",65803
"02242134","CONTINUOUS CONTROL ACNE CLEANSER (benzoyl peroxide 5 % lotion) JOHNSON & JOHNSON INC","ADDED",65812
"02242248","APPLAUD (triclosan 0.19 % cutaneous liquid) ZEP MANUFACTURING COMPANY OF CANADA","ADDED",65934
"02242260","ACCLAIM (triclosan 0.1 % cutaneous liquid) ZEP MANUFACTURING COMPANY OF CANADA","ADDED",65951
"02242439","PUREGON (follitropin beta 50 unit per 0.5 mL solution for injection vial) MERCK CANADA INC","ADDED",66152
"02242441","PUREGON (follitropin beta 100 unit per 0.5 mL solution for injection vial) MERCK CANADA INC","ADDED",66154
"02242572","ACTOS (pioglitazone (pioglitazone hydrochloride) 15 mg oral tablet) TAKEDA CANADA INC","DELETED",66344
"02242573","ACTOS (pioglitazone (pioglitazone hydrochloride) 30 mg oral tablet) TAKEDA CANADA INC","DELETED",66345
"02242842","DIGISAN E FOAM HAND SANITIZER (benzalkonium chloride 0.1 % cutaneous liquid) ECOLAB CO","ADDED",66672
"02242846","DIGICLEAN ANTIBACTERIAL FOAM HAND SOAP (triclosan 0.3 % cutaneous liquid) ECOLAB CO","ADDED",66676
"02242847","DIGICLEAN E FOAM HAND SOAP (chloroxylenol 1 % cutaneous liquid) ECOLAB CO","ADDED",66677
"02242903","ENBREL (etanercept 25 mg per vial powder for solution for injection with diluent solution syringe) IMMUNEX CORPORATION","ADDED",66735
"02243002","CHLORHEXIDINE AND ISOPROPYL ALCOHOL SWABSTICKS (chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % swab) PROFESSIONAL DISPOSABLES INTERNATIONAL INC.","ADDED",66842
"02243003","CHLORHEXIDINE AND ISOPROPYL ALCOHOL PREP PADS (chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % pad) PROFESSIONAL DISPOSABLES INTERNATIONAL INC.","ADDED",66843
"02243077","HUMATROPE (somatropin 6 mg per cartridge powder for solution for injection with diluent solution syringe) ELI LILLY CANADA INC","ADDED",66943
"02243078","HUMATROPE (somatropin 12 mg per cartridge powder for solution for injection with diluent solution syringe) ELI LILLY CANADA INC","ADDED",66944
"02243079","HUMATROPE (somatropin 24 mg per cartridge powder for solution for injection with diluent solution syringe) ELI LILLY CANADA INC","ADDED",66945
"02243176","MANNITOL INJECTION (mannitol 25 % solution for injection 50 mL vial) FRESENIUS KABI CANADA LTD","ADDED",67055
"02243395","ZEP TRANQUIL MEADOWS (triclosan 0.1 % cutaneous liquid) ZEP MANUFACTURING COMPANY OF CANADA","ADDED",67303
"02243432","MYLAN-NAPROXEN EC (naproxen 375 mg gastro-resistant tablet) MYLAN PHARMACEUTICALS ULC","DELETED",67341
"02243463","SCOTT ANTIBACTERIAL SKIN CLEANSER (chloroxylenol 0.5 % cutaneous solution) KIMBERLY-CLARK GLOBAL SALES LLC","ADDED",67374
"02243721","BOTOX COSMETIC (onabotulinumtoxinA 100 unit per vial powder for solution for injection) ALLERGAN INC","ADDED",67653
"02243948","PUREGON (follitropin beta 833 unit per mL solution for injection) MERCK CANADA INC","ADDED",67891
"02243969","DIMETAPP DM COUGH & COLD (DIMETAPP DM COUGH & COLD (brompheniramine maleate 2 mg per 5 mL and dextromethorphan hydrobromide 10 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL oral solution) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC","mp_formal_name: ""DIMETAPP DM COUGH & COLD (DIMETAPP DM COUGH & COLD (brompheniramine maleate 2 mg per 5 mL and dextromethorphan hydrobromide 10 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL oral solution) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"" -> ""DIMETAPP DM COUGH & COLD (brompheniramine maleate 2 mg per 5 mL and dextromethorphan hydrobromide 10 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL oral solution) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC""",67912
"02244052","KEYSTONE ANTIBACTERIAL FOAM HAND SOAP (triclosan 0.3 % cutaneous liquid) ECOLAB CO","ADDED",67995
"02244238","AB HANDSOAP (triclosan 0.375 % cutaneous liquid) EPSILON CHEMICALS LTD.","ADDED",68204
"02244468","BAND-AID BRAND ANTISEPTIC WASH (lidocaine hydrochloride 2 % cutaneous solution) JOHNSON & JOHNSON INC","ADDED",68438
"02244533","MAXILENE 4 (lidocaine 4 % cutaneous cream) RGR PHARMA LTD.","ADDED",68513
"02245185","IMODIUM COMPLETE CAPLETS (loperamide hydrochloride 2 mg and simethicone 125 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","Health_Canada_product_name: ""IMODIUM COMPLETE CAPLETS"" -> ""IMODIUM COMPLETE""
mp_formal_name: ""IMODIUM COMPLETE CAPLETS (loperamide hydrochloride 2 mg and simethicone 125 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"" -> ""IMODIUM COMPLETE (loperamide hydrochloride 2 mg and simethicone 125 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC""",69200
"02245273","AMARYL (glimepiride 2 mg oral tablet) SANOFI-AVENTIS CANADA INC","DELETED",69296
"02245274","AMARYL (glimepiride 4 mg oral tablet) SANOFI-AVENTIS CANADA INC","DELETED",69297
"02245467","ANTI-BAC FOAM SOAP (triclosan 0.5 % cutaneous liquid) BENTFIELD EUROPE BV","ADDED",69527
"02245903","SPROAM (benzethonium chloride 0.1 % cutaneous liquid) COLOPLAST A/S","ADDED",70020
"02245939","MAXILENE 5 (lidocaine 5 % cutaneous cream) RGR PHARMA LTD.","ADDED",70063
"02246145","BODY SERIES ANTIBACTERIAL HAND SOAP (triclosan 0.5 % cutaneous solution) AMWAY CANADA CORPORATION","ADDED",70288
"02246427","KEYSTONE FOAM HAND SANITIZER (benzalkonium chloride 0.1 % cutaneous liquid) ECOLAB CO","ADDED",70601
"02246888","AVAGARD CHG (alcohol anhydrous 61 % and chlorhexidine gluconate 1 % lotion) 3M CANADA COMPANY","ADDED",71113
"02246950","STANHEXIDINE AQUEOUS 2% WITH 4% ISOPROPYL ALCOHOL (chlorhexidine gluconate 2 % and isopropyl alcohol 4 % cutaneous solution) OMEGA LABORATORIES LTD","ADDED",71177
"02247049","SOFT CARE NUTRA-GERM ANTIBACTERIAL LOTION SOAP (triclosan 0.55 % cutaneous liquid) DIVERSEY INC","ADDED",71282
"02247245","RIVA-INDAPAMIDE 1.25 (indapamide 1.25 mg oral tablet) LABORATOIRE RIVA INC","mp_status_effective_time: ""20180717"" -> ""20190305""",71487
"02248077","PEGASYS (peginterferon alfa-2a 180 mcg per 0.5 mL solution for injection) HOFFMANN-LA ROCHE LIMITED","ADDED",72399
"02248082","RIVA-VERAPAMIL SR (verapamil hydrochloride 240 mg prolonged-release oral tablet) LABORATOIRE RIVA INC","mp_status_effective_time: ""20180717"" -> ""20190305""",72404
"02248107","ACT SIMVASTATIN (simvastatin 80 mg oral tablet) ACTAVIS PHARMA COMPANY","DELETED",72433
"02248217","BLEMISH GEL 5% (benzoyl peroxide 5 % cutaneous gel) KAMINS DERMATOLOGICS INC","ADDED",72553
"02248224","MANORAPID SYNERGY (alcohol anhydrous 54.1 % and butanediol 5.7 % and propyl alcohol 10 % and propylene glycol 5.9 % cutaneous solution) REMINGTON MEDICAL EQUIPMENT LTD.","ADDED",72560
"02248239","ELIGARD 7.5MG (leuprolide acetate 7.5 mg per syringe powder for prolonged-release solution for injection with diluent solution syringe) SANOFI-AVENTIS CANADA INC","mp_formal_name: ""ELIGARD 7.5MG (leuprolide acetate 7.5 mg per syringe powder for prolonged-release solution for injection with diluent solution syringe) SANOFI-AVENTIS CANADA INC"" -> ""ELIGARD (leuprolide acetate 7.5 mg per syringe powder for prolonged-release solution for injection with diluent solution syringe) SANOFI-AVENTIS CANADA INC""",72576
"02248240","ELIGARD 22.5MG (leuprolide acetate 22.5 mg per syringe powder for prolonged-release solution for injection with diluent solution syringe) SANOFI-AVENTIS CANADA INC","mp_formal_name: ""ELIGARD 22.5MG (leuprolide acetate 22.5 mg per syringe powder for prolonged-release solution for injection with diluent solution syringe) SANOFI-AVENTIS CANADA INC"" -> ""ELIGARD (leuprolide acetate 22.5 mg per syringe powder for prolonged-release solution for injection with diluent solution syringe) SANOFI-AVENTIS CANADA INC""",72577
"02248351","ANTI-MICROBE (benzalkonium chloride 0.3 % cutaneous liquid) ATOMS F.D. INC","ADDED",72696
"02248405","VALOUR ANTISEPTIC HAND CLEANSER (triclosan 0.5 % cutaneous liquid) QWATRO CORPORATION","ADDED",72751
