mp_code,mp_formal_name,mp_fr_description,mp_en_description,mp_status,mp_status_effective_time,mp_type,Health_Canada_identifier,Health_Canada_product_name,tm_is_publishable
"02316404","TEVA-IRBESARTAN (irbesartan 150 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 150 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","20110321","DIN","02316404","TEVA-IRBESARTAN","t"
"02315998","TEVA-IRBESARTAN (irbesartan 150 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 150 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180410","DIN","02315998","TEVA-IRBESARTAN","t"
"02316005","TEVA-IRBESARTAN (irbesartan 300 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 300 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180410","DIN","02316005","TEVA-IRBESARTAN","t"
"02316412","TEVA-IRBESARTAN (irbesartan 300 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 300 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","20110321","DIN","02316412","TEVA-IRBESARTAN","t"
"02315971","TEVA-IRBESARTAN (irbesartan 75 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 75 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180410","DIN","02315971","TEVA-IRBESARTAN","t"
"02316390","TEVA-IRBESARTAN (irbesartan 75 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 75 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","20110321","DIN","02316390","TEVA-IRBESARTAN","t"
"02296349","TEVA-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 4 mg oral tablet) TEVA CANADA LIMITED","TEVA-ONDANSETRON (ondansétron (chlorhydrate d'ondansétron dihydraté) 4 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","20090629","DIN","02296349","TEVA-ONDANSETRON","t"
"02264056","TEVA-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 4 mg oral tablet) TEVA CANADA LIMITED","TEVA-ONDANSETRON (ondansétron (chlorhydrate d'ondansétron dihydraté) 4 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180619","DIN","02264056","TEVA-ONDANSETRON","t"
"02296357","TEVA-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 8 mg oral tablet) TEVA CANADA LIMITED","TEVA-ONDANSETRON (ondansétron (chlorhydrate d'ondansétron dihydraté) 8 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","20090629","DIN","02296357","TEVA-ONDANSETRON","t"
"02264064","TEVA-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 8 mg oral tablet) TEVA CANADA LIMITED","TEVA-ONDANSETRON (ondansétron (chlorhydrate d'ondansétron dihydraté) 8 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180619","DIN","02264064","TEVA-ONDANSETRON","t"
