"concept_code","concept_name","tm_formal_name","policy","policy_url"
"02230322","RATIO-METHYLPHENIDATE (methylphenidate hydrochloride 20 mg oral tablet) TEVA CANADA LIMITED","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02230584","TEVA-BROMAZEPAM (bromazepam 3 mg oral tablet) TEVA CANADA LIMITED","bromazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02230585","TEVA-BROMAZEPAM (bromazepam 6 mg oral tablet) TEVA CANADA LIMITED","bromazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02230950","MYLAN-CLONAZEPAM (clonazepam 0.5 mg oral tablet) MYLAN PHARMACEUTICALS ULC","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02230951","MYLAN-CLONAZEPAM (clonazepam 2 mg oral tablet) MYLAN PHARMACEUTICALS ULC","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02231934","OXY.IR (oxycodone hydrochloride 5 mg oral tablet) PURDUE PHARMA","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02232658","PROCET-30 (acetaminophen 300 mg and codeine phosphate 30 mg oral tablet) PRO DOC LIMITEE","acetaminophen and codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02234749","PMS-METHYLPHENIDATE (methylphenidate hydrochloride 5 mg oral tablet) PHARMASCIENCE INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02236948","PHL-CLONAZEPAM-R (clonazepam 0.5 mg oral tablet) PHARMEL INC","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"700067","DIASTAT (diazepam 2.5 mg per 0.5 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"700068","DIASTAT (diazepam 5 mg per 1 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"700069","DIASTAT (diazepam 7.5 mg per 1.5 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"700070","DIASTAT (diazepam 15 mg per 3 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"700071","DIASTAT (diazepam 20 mg per 4 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02238334","TEVA-CLOBAZAM (clobazam 10 mg oral tablet) TEVA CANADA LIMITED","clobazam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02239024","TEVA-CLONAZEPAM (clonazepam 0.5 mg oral tablet) TEVA CANADA LIMITED","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02239025","TEVA-CLONAZEPAM (clonazepam 2 mg oral tablet) TEVA CANADA LIMITED","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02240131","OXY.IR (oxycodone hydrochloride 10 mg oral tablet) PURDUE PHARMA","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02240132","OXY.IR (oxycodone hydrochloride 20 mg oral tablet) PURDUE PHARMA","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02241377","METADOL (methadone hydrochloride 10 mg per mL oral solution) PALADIN LABS INC","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02241976","TALWIN 30 MG/ML (pentazocine (pentazocine lactate) 30 mg per 1 mL solution for injection) HOSPIRA HEALTHCARE CORPORATION","pentazocine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02242077","RIVA-CLONAZEPAM (clonazepam 0.5 mg oral tablet) LABORATOIRE RIVA INC","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02242078","RIVA-CLONAZEPAM 2 MG (clonazepam 2 mg oral tablet) LABORATOIRE RIVA INC","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02242468","RIVACOCET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) LABORATOIRE RIVA INC","acetaminophen and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02242504","BUTORPHANOL NASAL SPRAY (butorphanol tartrate 10 mg per mL nasal spray) AA PHARMA INC","butorphanol","Schedule G (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02243278","LORAZEPAM INJECTION USP (lorazepam 4 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02243611","APO-ALPRAZ (alprazolam 1 mg oral tablet) APOTEX INC","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02243612","APO-ALPRAZ TS (alprazolam 2 mg oral tablet) APOTEX INC","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02243979","PMS-CODEINE (codeine phosphate 30 mg oral tablet) PHARMASCIENCE INC","codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02244080","DIMETANE EXPECTORANT DC (brompheniramine maleate 2 mg per 5 mL and guaifenesin 100 mg per 5 mL and hydrocodone bitartrate 1.8 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","brompheniramine and guaifenesin and hydrocodone and phenylephrine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02244290","METADOL-D (methadone hydrochloride 10 mg per mL oral solution) PALADIN LABS INC","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02244474","PMS-CLOBAZAM (clobazam 10 mg oral tablet) PHARMASCIENCE INC","clobazam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02244638","APO-CLOBAZAM (clobazam 10 mg oral tablet) APOTEX INC","clobazam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02245758","PMS-OXYCODONE - ACETAMINOPHEN (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) PHARMASCIENCE INC","acetaminophen and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02246991","PHL-METHYLPHENIDATE (methylphenidate hydrochloride 5 mg oral tablet) PHARMEL INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247364","RATIO-METHYLPHENIDATE (methylphenidate hydrochloride 5 mg oral tablet) TEVA CANADA LIMITED","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247374","METADOL-D (methadone hydrochloride 1 mg per mL oral solution) PALADIN LABS INC","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247490","PMS-DIAZEPAM (diazepam 2 mg oral tablet) PHARMASCIENCE INC","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247491","PMS-DIAZEPAM (diazepam 5 mg oral tablet) PHARMASCIENCE INC","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247492","PMS-DIAZEPAM (diazepam 10 mg oral tablet) PHARMASCIENCE INC","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247694","METADOL (methadone hydrochloride 1 mg per mL oral solution) PALADIN LABS INC","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247698","METADOL (methadone hydrochloride 1 mg oral tablet) PALADIN LABS INC","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247699","METADOL (methadone hydrochloride 5 mg oral tablet) PALADIN LABS INC","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247700","METADOL (methadone hydrochloride 10 mg oral tablet) PALADIN LABS INC","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247701","METADOL (methadone hydrochloride 25 mg oral tablet) PALADIN LABS INC","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247732","CONCERTA (methylphenidate hydrochloride 18 mg prolonged-release oral tablet) JANSSEN INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247733","CONCERTA (methylphenidate hydrochloride 36 mg prolonged-release oral tablet) JANSSEN INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247734","CONCERTA (methylphenidate hydrochloride 54 mg prolonged-release oral tablet) JANSSEN INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02248454","CLOBAZAM-10 (clobazam 10 mg oral tablet) PRO DOC LIMITEE","clobazam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02248706","ALPRAZOLAM (alprazolam 1 mg oral tablet) PRO DOC LIMITEE","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02249324","APO-METHYLPHENIDATE (methylphenidate hydrochloride 10 mg oral tablet) APOTEX INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02249332","APO-METHYLPHENIDATE (methylphenidate hydrochloride 20 mg oral tablet) APOTEX INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02250241","CONCERTA (methylphenidate hydrochloride 27 mg prolonged-release oral tablet) JANSSEN INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02254263","PHL-ACET-CODEINE 60 (acetaminophen 300 mg and codeine phosphate 60 mg oral tablet) PHARMEL INC","acetaminophen and codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02254271","PHL-ACET-CODEINE 30 (acetaminophen 300 mg and codeine phosphate 30 mg oral tablet) PHARMEL INC","acetaminophen and codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02262983","SUPEUDOL (oxycodone hydrochloride 20 mg oral tablet) SANDOZ CANADA INCORPORATED","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02266687","APO-METHYLPHENIDATE SR (methylphenidate hydrochloride 20 mg prolonged-release oral tablet) APOTEX INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02273047","PMS-TEMAZEPAM (temazepam 30 mg oral capsule) PHARMASCIENCE INC","temazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02273950","APO-METHYLPHENIDATE (methylphenidate hydrochloride 5 mg oral tablet) APOTEX INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02277131","BIPHENTIN (methylphenidate hydrochloride 15 mg prolonged-release oral capsule) PURDUE PHARMA","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02277158","BIPHENTIN (methylphenidate hydrochloride 20 mg prolonged-release oral capsule) PURDUE PHARMA","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02277166","BIPHENTIN (methylphenidate hydrochloride 10 mg prolonged-release oral capsule) PURDUE PHARMA","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02277174","BIPHENTIN (methylphenidate hydrochloride 30 mg prolonged-release oral capsule) PURDUE PHARMA","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02277182","BIPHENTIN (methylphenidate hydrochloride 40 mg prolonged-release oral capsule) PURDUE PHARMA","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02277190","BIPHENTIN (methylphenidate hydrochloride 50 mg prolonged-release oral capsule) PURDUE PHARMA","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02277204","BIPHENTIN (methylphenidate hydrochloride 60 mg prolonged-release oral capsule) PURDUE PHARMA","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02277212","BIPHENTIN (methylphenidate hydrochloride 80 mg prolonged-release oral capsule) PURDUE PHARMA","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02295695","SUBOXONE (buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride dihydrate) 0.5 mg sublingual tablet) INDIVIOR UK LIMITED","buprenorphine and naloxone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02295709","SUBOXONE (buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride dihydrate) 2 mg sublingual tablet) INDIVIOR UK LIMITED","buprenorphine and naloxone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02298201","PHL-LORAZEPAM (lorazepam 0.5 mg oral tablet) PHARMEL INC","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02298228","PHL-LORAZEPAM (lorazepam 1 mg oral tablet) PHARMEL INC","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02298236","PHL-LORAZEPAM (lorazepam 2 mg oral tablet) PHARMEL INC","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02306530","APO-OXYCODONE CR (oxycodone hydrochloride 40 mg prolonged-release oral tablet) APOTEX INC","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02307898","SANDOZ OXYCODONE/ACETAMINOPHEN (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) SANDOZ CANADA INCORPORATED","acetaminophen and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02309882","PMS-OXYCODONE CR (oxycodone hydrochloride 10 mg prolonged-release oral tablet) PHARMASCIENCE INC","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02309890","PMS-OXYCODONE CR (oxycodone hydrochloride 20 mg prolonged-release oral tablet) PHARMASCIENCE INC","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02309904","PMS-OXYCODONE CR (oxycodone hydrochloride 40 mg prolonged-release oral tablet) PHARMASCIENCE INC","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02309912","PMS-OXYCODONE CR (oxycodone hydrochloride 80 mg prolonged-release oral tablet) PHARMASCIENCE INC","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02311593","PRO-CLONAZEPAM (clonazepam 0.5 mg oral tablet) PRO DOC LIMITEE","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02311607","PRO-CLONAZEPAM (clonazepam 1 mg oral tablet) PRO DOC LIMITEE","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02311615","PRO-CLONAZEPAM (clonazepam 2 mg oral tablet) PRO DOC LIMITEE","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02315068","TEVA-METHYLPHENIDATE ER-C (methylphenidate hydrochloride 18 mg prolonged-release oral tablet) TEVA CANADA LIMITED","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02315076","TEVA-METHYLPHENIDATE ER-C (methylphenidate hydrochloride 27 mg prolonged-release oral tablet) TEVA CANADA LIMITED","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02315084","TEVA-METHYLPHENIDATE ER-C (methylphenidate hydrochloride 36 mg prolonged-release oral tablet) TEVA CANADA LIMITED","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02315092","TEVA-METHYLPHENIDATE ER-C (methylphenidate hydrochloride 54 mg prolonged-release oral tablet) TEVA CANADA LIMITED","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02319977","PMS-OXYCODONE (oxycodone hydrochloride 5 mg oral tablet) PHARMASCIENCE INC","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02319985","PMS-OXYCODONE (oxycodone hydrochloride 10 mg oral tablet) PHARMASCIENCE INC","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02319993","PMS-OXYCODONE (oxycodone hydrochloride 20 mg oral tablet) PHARMASCIENCE INC","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02320312","SANDOZ METHYLPHENIDATE SR (methylphenidate hydrochloride 20 mg prolonged-release oral tablet) SANDOZ CANADA INCORPORATED","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02322951","VYVANSE (lisdexamfetamine dimesylate 30 mg oral capsule) SHIRE PHARMA CANADA ULC","lisdexamfetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02322978","VYVANSE (lisdexamfetamine dimesylate 50 mg oral capsule) SHIRE PHARMA CANADA ULC","lisdexamfetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02324628","APO-OXYCODONE/ACET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) APOTEX INC","acetaminophen and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02325950","OXYCODONE (oxycodone hydrochloride 5 mg oral tablet) PRO DOC LIMITEE","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02325969","OXYCODONE (oxycodone hydrochloride 10 mg oral tablet) PRO DOC LIMITEE","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02325977","OXYCODONE (oxycodone hydrochloride 20 mg oral tablet) PRO DOC LIMITEE","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02326221","METHYLPHENIDATE (methylphenidate hydrochloride 5 mg oral tablet) PRO DOC LIMITEE","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02326248","METHYLPHENIDATE (methylphenidate hydrochloride 10 mg oral tablet) PRO DOC LIMITEE","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02326256","METHYLPHENIDATE (methylphenidate hydrochloride 20 mg oral tablet) PRO DOC LIMITEE","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02327171","OXYCODONE-ACET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) PRO DOC LIMITEE","acetaminophen and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02330377","APO-METHYLPHENIDATE ER (methylphenidate hydrochloride 54 mg prolonged-release oral tablet) APOTEX INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02339609","TARGIN (naloxone hydrochloride 5 mg and oxycodone hydrochloride 10 mg prolonged-release oral tablet) PURDUE PHARMA","naloxone and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02339617","TARGIN (naloxone hydrochloride 10 mg and oxycodone hydrochloride 20 mg prolonged-release oral tablet) PURDUE PHARMA","naloxone and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02339625","TARGIN (naloxone hydrochloride 20 mg and oxycodone hydrochloride 40 mg prolonged-release oral tablet) PURDUE PHARMA","naloxone and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02341174","BUTRANS 5 (buprenorphine 5 mcg per hour transdermal patch) PURDUE PHARMA","buprenorphine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02341212","BUTRANS 10 (buprenorphine 10 mcg per hour transdermal patch) PURDUE PHARMA","buprenorphine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02341220","BUTRANS 20 (buprenorphine 20 mcg per hour transdermal patch) PURDUE PHARMA","buprenorphine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02347156","VYVANSE (lisdexamfetamine dimesylate 20 mg oral capsule) SHIRE PHARMA CANADA ULC","lisdexamfetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02347164","VYVANSE (lisdexamfetamine dimesylate 40 mg oral capsule) SHIRE PHARMA CANADA ULC","lisdexamfetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02347172","VYVANSE (lisdexamfetamine dimesylate 60 mg oral capsule) SHIRE PHARMA CANADA ULC","lisdexamfetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02349191","ALPRAZOLAM (alprazolam 0.25 mg oral tablet) SANIS HEALTH INC","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02349205","ALPRAZOLAM (alprazolam 0.5 mg oral tablet) SANIS HEALTH INC","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02351072","LORAZEPAM (lorazepam 0.5 mg oral tablet) SANIS HEALTH INC","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02351080","LORAZEPAM (lorazepam 1 mg oral tablet) SANIS HEALTH INC","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02351099","LORAZEPAM (lorazepam 2 mg oral tablet) SANIS HEALTH INC","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02361361","OXYCODONE/ACET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) SANIS HEALTH INC","acetaminophen and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02366746","APO-OXYCODONE CR (oxycodone hydrochloride 5 mg prolonged-release oral tablet) APOTEX INC","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02366762","APO-OXYCODONE CR (oxycodone hydrochloride 20 mg prolonged-release oral tablet) APOTEX INC","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02366789","APO-OXYCODONE CR (oxycodone hydrochloride 80 mg prolonged-release oral tablet) APOTEX INC","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02372525","OXYNEO (oxycodone hydrochloride 10 mg prolonged-release oral tablet) PURDUE PHARMA","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02372533","OXYNEO (oxycodone hydrochloride 15 mg prolonged-release oral tablet) PURDUE PHARMA","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02372541","OXYNEO (oxycodone hydrochloride 30 mg prolonged-release oral tablet) PURDUE PHARMA","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02372568","OXYNEO (oxycodone hydrochloride 40 mg prolonged-release oral tablet) PURDUE PHARMA","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02372576","OXYNEO (oxycodone hydrochloride 60 mg prolonged-release oral tablet) PURDUE PHARMA","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02372584","OXYNEO (oxycodone hydrochloride 80 mg prolonged-release oral tablet) PURDUE PHARMA","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02372797","OXYNEO (oxycodone hydrochloride 20 mg prolonged-release oral tablet) PURDUE PHARMA","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02378272","NUCYNTA IR (tapentadol (tapentadol hydrochloride) 50 mg oral tablet) ENDO VENTURES LTD","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
