"mp_code","drug_identification_number","product_status","product_status_effective_time","brand_name","company_name","mp_formal_name","en_display","fr_display"
"02244496","02244496","MARKETED",2002-07-05,"TEVA-LEVOCARBIDOPA","TEVA CANADA LIMITED","TEVA-LEVOCARBIDOPA (carbidopa 25 mg and levodopa 250 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"02245211","02245211","MARKETED",2003-11-13,"APO-LEVOCARB CR","APOTEX INC","APO-LEVOCARB CR (carbidopa 50 mg and levodopa 200 mg prolonged-release oral tablet) APOTEX INC",NA,NA
"02272873","02272873","MARKETED",2009-02-04,"APO-LEVOCARB CR","APOTEX INC","APO-LEVOCARB CR (carbidopa 25 mg and levodopa 100 mg prolonged-release oral tablet) APOTEX INC",NA,NA
"02311178","02311178","MARKETED",2008-07-04,"PRO-LEVOCARB - 100/25","PRO DOC LIMITEE","PRO-LEVOCARB - 100/25 (carbidopa 25 mg and levodopa 100 mg oral tablet) PRO DOC LIMITEE",NA,NA
"02292165","02292165","MARKETED",2008-11-10,"DUODOPA","ABBVIE CORPORATION","DUODOPA (carbidopa (carbidopa monohydrate) 5 mg per mL and levodopa 20 mg per mL intestinal gel) ABBVIE CORPORATION",NA,NA
"02421488","02421488","MARKETED",2014-03-19,"PMS-LEVOCARB CR","PHARMASCIENCE INC","PMS-LEVOCARB CR (carbidopa 25 mg and levodopa 100 mg prolonged-release oral tablet) PHARMASCIENCE INC",NA,NA
"02421496","02421496","MARKETED",2014-03-19,"PMS-LEVOCARB CR","PHARMASCIENCE INC","PMS-LEVOCARB CR (carbidopa 50 mg and levodopa 200 mg prolonged-release oral tablet) PHARMASCIENCE INC",NA,NA
"02457954","02457954","MARKETED",2016-11-03,"MINT-LEVOCARB","MINT PHARMACEUTICALS INC","MINT-LEVOCARB (carbidopa 10 mg and levodopa 100 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA
"02457962","02457962","MARKETED",2016-11-03,"MINT-LEVOCARB","MINT PHARMACEUTICALS INC","MINT-LEVOCARB (carbidopa 25 mg and levodopa 100 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA
"02457970","02457970","MARKETED",2016-11-23,"MINT-LEVOCARB","MINT PHARMACEUTICALS INC","MINT-LEVOCARB (carbidopa 25 mg and levodopa 250 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA
"02247606","02247606","DORMANT",2003-05-22,"DOM-LEVO-CARBIDOPA","DOMINION PHARMACAL","DOM-LEVO-CARBIDOPA (carbidopa 25 mg and levodopa 100 mg oral tablet) DOMINION PHARMACAL",NA,NA
"02245914","02245914","MARKETED",2003-08-04,"PMS-CARVEDILOL","PHARMASCIENCE INC","PMS-CARVEDILOL (carvedilol 3.125 mg oral tablet) PHARMASCIENCE INC",NA,NA
"02245915","02245915","MARKETED",2003-08-04,"PMS-CARVEDILOL","PHARMASCIENCE INC","PMS-CARVEDILOL (carvedilol 6.25 mg oral tablet) PHARMASCIENCE INC",NA,NA
"02245916","02245916","MARKETED",2003-08-04,"PMS-CARVEDILOL","PHARMASCIENCE INC","PMS-CARVEDILOL (carvedilol 12.5 mg oral tablet) PHARMASCIENCE INC",NA,NA
"02245917","02245917","MARKETED",2003-08-04,"PMS-CARVEDILOL","PHARMASCIENCE INC","PMS-CARVEDILOL (carvedilol 25 mg oral tablet) PHARMASCIENCE INC",NA,NA
"02247933","02247933","MARKETED",2003-08-06,"APO-CARVEDILOL","APOTEX INC","APO-CARVEDILOL (carvedilol 3.125 mg oral tablet) APOTEX INC",NA,NA
"02247934","02247934","MARKETED",2003-08-06,"APO-CARVEDILOL","APOTEX INC","APO-CARVEDILOL (carvedilol 6.25 mg oral tablet) APOTEX INC",NA,NA
"02247935","02247935","MARKETED",2003-08-06,"APO-CARVEDILOL","APOTEX INC","APO-CARVEDILOL (carvedilol 12.5 mg oral tablet) APOTEX INC",NA,NA
"02247936","02247936","MARKETED",2003-08-06,"APO-CARVEDILOL","APOTEX INC","APO-CARVEDILOL (carvedilol 25 mg oral tablet) APOTEX INC",NA,NA
"02248752","02248752","MARKETED",2004-04-06,"CARVEDILOL","SIVEM PHARMACEUTICALS ULC","CARVEDILOL (carvedilol 3.125 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA
"02248753","02248753","MARKETED",2004-04-06,"CARVEDILOL","SIVEM PHARMACEUTICALS ULC","CARVEDILOL (carvedilol 6.25 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA
"02248754","02248754","MARKETED",2004-04-06,"CARVEDILOL","SIVEM PHARMACEUTICALS ULC","CARVEDILOL (carvedilol 12.5 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA
"02248755","02248755","MARKETED",2004-04-06,"CARVEDILOL","SIVEM PHARMACEUTICALS ULC","CARVEDILOL (carvedilol 25 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA
"02252309","02252309","MARKETED",2004-05-04,"RATIO-CARVEDILOL","TEVA CANADA LIMITED","RATIO-CARVEDILOL (carvedilol 3.125 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"02252317","02252317","MARKETED",2004-05-04,"RATIO-CARVEDILOL","TEVA CANADA LIMITED","RATIO-CARVEDILOL (carvedilol 6.25 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"02252325","02252325","MARKETED",2004-05-04,"RATIO-CARVEDILOL","TEVA CANADA LIMITED","RATIO-CARVEDILOL (carvedilol 12.5 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"02252333","02252333","MARKETED",2004-05-04,"RATIO-CARVEDILOL","TEVA CANADA LIMITED","RATIO-CARVEDILOL (carvedilol 25 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"02324504","02324504","MARKETED",2009-06-12,"CARVEDILOL","PRO DOC LIMITEE","CARVEDILOL (carvedilol 3.125 mg oral tablet) PRO DOC LIMITEE",NA,NA
"02324512","02324512","MARKETED",2009-06-12,"CARVEDILOL","PRO DOC LIMITEE","CARVEDILOL (carvedilol 6.25 mg oral tablet) PRO DOC LIMITEE",NA,NA
"02324520","02324520","MARKETED",2009-06-12,"CARVEDILOL","PRO DOC LIMITEE","CARVEDILOL (carvedilol 12.5 mg oral tablet) PRO DOC LIMITEE",NA,NA
"02324539","02324539","MARKETED",2009-06-12,"CARVEDILOL","PRO DOC LIMITEE","CARVEDILOL (carvedilol 25 mg oral tablet) PRO DOC LIMITEE",NA,NA
"02347512","02347512","MARKETED",2010-03-30,"MYLAN-CARVEDILOL","MYLAN PHARMACEUTICALS ULC","MYLAN-CARVEDILOL (carvedilol 3.125 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA
"02347520","02347520","MARKETED",2010-03-30,"MYLAN-CARVEDILOL","MYLAN PHARMACEUTICALS ULC","MYLAN-CARVEDILOL (carvedilol 6.25 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA
"02347555","02347555","MARKETED",2010-03-30,"MYLAN-CARVEDILOL","MYLAN PHARMACEUTICALS ULC","MYLAN-CARVEDILOL (carvedilol 12.5 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA
"02364913","02364913","MARKETED",2011-06-10,"CARVEDILOL","SANIS HEALTH INC","CARVEDILOL (carvedilol 3.125 mg oral tablet) SANIS HEALTH INC",NA,NA
"02364921","02364921","MARKETED",2011-06-10,"CARVEDILOL","SANIS HEALTH INC","CARVEDILOL (carvedilol 6.25 mg oral tablet) SANIS HEALTH INC",NA,NA
"02364948","02364948","MARKETED",2011-06-10,"CARVEDILOL","SANIS HEALTH INC","CARVEDILOL (carvedilol 12.5 mg oral tablet) SANIS HEALTH INC",NA,NA
"02364956","02364956","MARKETED",2011-06-10,"CARVEDILOL","SANIS HEALTH INC","CARVEDILOL (carvedilol 25 mg oral tablet) SANIS HEALTH INC",NA,NA
"02368897","02368897","MARKETED",2011-06-17,"JAMP-CARVEDILOL","JAMP PHARMA CORPORATION","JAMP-CARVEDILOL (carvedilol 3.125 mg oral tablet) JAMP PHARMA CORPORATION",NA,NA
"02368900","02368900","MARKETED",2011-06-17,"JAMP-CARVEDILOL","JAMP PHARMA CORPORATION","JAMP-CARVEDILOL (carvedilol 6.25 mg oral tablet) JAMP PHARMA CORPORATION",NA,NA
"02368919","02368919","MARKETED",2011-06-17,"JAMP-CARVEDILOL","JAMP PHARMA CORPORATION","JAMP-CARVEDILOL (carvedilol 12.5 mg oral tablet) JAMP PHARMA CORPORATION",NA,NA
"02368927","02368927","MARKETED",2011-06-17,"JAMP-CARVEDILOL","JAMP PHARMA CORPORATION","JAMP-CARVEDILOL (carvedilol 25 mg oral tablet) JAMP PHARMA CORPORATION",NA,NA
"02418495","02418495","MARKETED",2014-02-06,"AURO-CARVEDILOL","AURO PHARMA INC","AURO-CARVEDILOL (carvedilol 3.125 mg oral tablet) AURO PHARMA INC",NA,NA
"02418509","02418509","MARKETED",2014-02-06,"AURO-CARVEDILOL","AURO PHARMA INC","AURO-CARVEDILOL (carvedilol 6.25 mg oral tablet) AURO PHARMA INC",NA,NA
"02418517","02418517","MARKETED",2014-02-06,"AURO-CARVEDILOL","AURO PHARMA INC","AURO-CARVEDILOL (carvedilol 12.5 mg oral tablet) AURO PHARMA INC",NA,NA
"02418525","02418525","MARKETED",2014-02-06,"AURO-CARVEDILOL","AURO PHARMA INC","AURO-CARVEDILOL (carvedilol 25 mg oral tablet) AURO PHARMA INC",NA,NA
"02248748","02248748","DORMANT",2004-03-01,"DOM-CARVEDILOL","DOMINION PHARMACAL","DOM-CARVEDILOL (carvedilol 3.125 mg oral tablet) DOMINION PHARMACAL",NA,NA
"02248749","02248749","DORMANT",2004-03-01,"DOM-CARVEDILOL","DOMINION PHARMACAL","DOM-CARVEDILOL (carvedilol 6.25 mg oral tablet) DOMINION PHARMACAL",NA,NA
"02248750","02248750","DORMANT",2004-03-01,"DOM-CARVEDILOL","DOMINION PHARMACAL","DOM-CARVEDILOL (carvedilol 12.5 mg oral tablet) DOMINION PHARMACAL",NA,NA
"02248751","02248751","DORMANT",2004-03-01,"DOM-CARVEDILOL","DOMINION PHARMACAL","DOM-CARVEDILOL (carvedilol 25 mg oral tablet) DOMINION PHARMACAL",NA,NA
"02268027","02268027","DORMANT",2005-07-22,"RAN-CARVEDILOL","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-CARVEDILOL (carvedilol 3.125 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
"02268035","02268035","DORMANT",2005-07-22,"RAN-CARVEDILOL","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-CARVEDILOL (carvedilol 6.25 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
"02268043","02268043","DORMANT",2005-07-22,"RAN-CARVEDILOL","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-CARVEDILOL (carvedilol 12.5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
"02268051","02268051","DORMANT",2005-07-22,"RAN-CARVEDILOL","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-CARVEDILOL (carvedilol 25 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
"02163683","02163683","MARKETED",1995-12-31,"CEFZIL POWDER FOR ORAL SUSPENSION-250 MG/ 5 ML","BRISTOL-MYERS SQUIBB CANADA","CEFZIL POWDER FOR ORAL SUSPENSION-250 MG/ 5 ML (cefprozil 250 mg per 5 mL oral suspension) BRISTOL-MYERS SQUIBB CANADA",NA,NA
"02163675","02163675","MARKETED",1995-12-31,"CEFZIL POWDER FOR ORAL SUSPENSION-125MG/5ML","BRISTOL-MYERS SQUIBB CANADA","CEFZIL POWDER FOR ORAL SUSPENSION-125MG/5ML (cefprozil 125 mg per 5 mL oral suspension) BRISTOL-MYERS SQUIBB CANADA",NA,NA
"02292998","02292998","MARKETED",2007-03-12,"APO-CEFPROZIL","APOTEX INC","APO-CEFPROZIL (cefprozil (cefprozil monohydrate) 250 mg oral tablet) APOTEX INC",NA,NA
"02293005","02293005","MARKETED",2007-03-12,"APO-CEFPROZIL","APOTEX INC","APO-CEFPROZIL (cefprozil (cefprozil monohydrate) 500 mg oral tablet) APOTEX INC",NA,NA
"02293528","02293528","MARKETED",2007-04-17,"RAN-CEFPROZIL","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-CEFPROZIL (cefprozil (cefprozil monohydrate) 250 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
"02293536","02293536","MARKETED",2007-04-17,"RAN-CEFPROZIL","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-CEFPROZIL (cefprozil (cefprozil monohydrate) 500 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
"02293579","02293579","MARKETED",2007-04-17,"RAN-CEFPROZIL","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-CEFPROZIL (cefprozil (cefprozil monohydrate) 250 mg per 5 mL oral suspension) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
"02302179","02302179","MARKETED",2008-01-24,"SANDOZ CEFPROZIL","SANDOZ CANADA INCORPORATED","SANDOZ CEFPROZIL (cefprozil 250 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA
"02302187","02302187","MARKETED",2008-01-24,"SANDOZ CEFPROZIL","SANDOZ CANADA INCORPORATED","SANDOZ CEFPROZIL (cefprozil 500 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA
"02329204","02329204","MARKETED",2010-01-12,"RAN-CEFPROZIL","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-CEFPROZIL (cefprozil (cefprozil monohydrate) 125 mg per 5 mL oral suspension) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
"02293943","02293943","DORMANT",2007-04-20,"APO-CEFPROZIL","APOTEX INC","APO-CEFPROZIL (cefprozil 125 mg per 5 mL oral suspension) APOTEX INC",NA,NA
"02293951","02293951","DORMANT",2007-04-20,"APO-CEFPROZIL","APOTEX INC","APO-CEFPROZIL (cefprozil 250 mg per 5 mL oral suspension) APOTEX INC",NA,NA
"02303426","02303426","DORMANT",2007-12-19,"SANDOZ CEFPROZIL","SANDOZ CANADA INCORPORATED","SANDOZ CEFPROZIL (cefprozil (cefprozil monohydrate) 125 mg per 5 mL oral suspension) SANDOZ CANADA INCORPORATED",NA,NA
"02303434","02303434","DORMANT",2007-12-19,"SANDOZ CEFPROZIL","SANDOZ CANADA INCORPORATED","SANDOZ CEFPROZIL (cefprozil (cefprozil monohydrate) 250 mg per 5 mL oral suspension) SANDOZ CANADA INCORPORATED",NA,NA
"02347245","02347245","DORMANT",2012-01-13,"AURO-CEFPROZIL","AURO PHARMA INC","AURO-CEFPROZIL (cefprozil 250 mg oral tablet) AURO PHARMA INC",NA,NA
"02347253","02347253","DORMANT",2012-01-13,"AURO-CEFPROZIL","AURO PHARMA INC","AURO-CEFPROZIL (cefprozil 500 mg oral tablet) AURO PHARMA INC",NA,NA
"02239941","02239941","MARKETED",1999-04-19,"CELEBREX","PFIZER CANADA INC","CELEBREX (celecoxib 100 mg oral capsule) PFIZER CANADA INC",NA,NA
"02239942","02239942","MARKETED",1999-04-19,"CELEBREX","PFIZER CANADA INC","CELEBREX (celecoxib 200 mg oral capsule) PFIZER CANADA INC",NA,NA
"02288915","02288915","MARKETED",2014-11-17,"TEVA-CELECOXIB","TEVA CANADA LIMITED","TEVA-CELECOXIB (celecoxib 100 mg oral capsule) TEVA CANADA LIMITED",NA,NA
"02288923","02288923","MARKETED",2014-11-17,"TEVA-CELECOXIB","TEVA CANADA LIMITED","TEVA-CELECOXIB (celecoxib 200 mg oral capsule) TEVA CANADA LIMITED",NA,NA
"02291975","02291975","MARKETED",2014-11-20,"GD-CELECOXIB","GENMED A DIVISION OF PFIZER CANADA INC","GD-CELECOXIB (celecoxib 100 mg oral capsule) GENMED A DIVISION OF PFIZER CANADA INC",NA,NA
"02291983","02291983","MARKETED",2014-11-20,"GD-CELECOXIB","GENMED A DIVISION OF PFIZER CANADA INC","GD-CELECOXIB (celecoxib 200 mg oral capsule) GENMED A DIVISION OF PFIZER CANADA INC",NA,NA
"02321246","02321246","MARKETED",2014-11-17,"SANDOZ CELECOXIB","SANDOZ CANADA INCORPORATED","SANDOZ CELECOXIB (celecoxib 100 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA
"02321254","02321254","MARKETED",2014-11-17,"SANDOZ CELECOXIB","SANDOZ CANADA INCORPORATED","SANDOZ CELECOXIB (celecoxib 200 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA
"02355442","02355442","MARKETED",2014-11-17,"PMS-CELECOXIB","PHARMASCIENCE INC","PMS-CELECOXIB (celecoxib 100 mg oral capsule) PHARMASCIENCE INC",NA,NA
"02355450","02355450","MARKETED",2014-11-17,"PMS-CELECOXIB","PHARMASCIENCE INC","PMS-CELECOXIB (celecoxib 200 mg oral capsule) PHARMASCIENCE INC",NA,NA
"02399881","02399881","MARKETED",2014-11-17,"MYLAN-CELECOXIB","MYLAN PHARMACEUTICALS ULC","MYLAN-CELECOXIB (celecoxib 200 mg oral capsule) MYLAN PHARMACEUTICALS ULC",NA,NA
"02412373","02412373","MARKETED",2014-11-17,"RAN-CELECOXIB","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-CELECOXIB (celecoxib 100 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
"02412381","02412381","MARKETED",2014-11-17,"RAN-CELECOXIB","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-CELECOXIB (celecoxib 200 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
"02412497","02412497","MARKETED",2014-11-17,"MINT-CELECOXIB","MINT PHARMACEUTICALS INC","MINT-CELECOXIB (celecoxib 100 mg oral capsule) MINT PHARMACEUTICALS INC",NA,NA
"02412500","02412500","MARKETED",2014-11-17,"MINT-CELECOXIB","MINT PHARMACEUTICALS INC","MINT-CELECOXIB (celecoxib 200 mg oral capsule) MINT PHARMACEUTICALS INC",NA,NA
"02418932","02418932","MARKETED",2014-11-17,"APO-CELECOXIB","APOTEX INC","APO-CELECOXIB (celecoxib 100 mg oral capsule) APOTEX INC",NA,NA
"02418940","02418940","MARKETED",2014-11-17,"APO-CELECOXIB","APOTEX INC","APO-CELECOXIB (celecoxib 200 mg oral capsule) APOTEX INC",NA,NA
"02420058","02420058","MARKETED",2014-11-17,"MAR-CELECOXIB","MARCAN PHARMACEUTICALS INC","MAR-CELECOXIB (celecoxib 100 mg oral capsule) MARCAN PHARMACEUTICALS INC",NA,NA
"02420066","02420066","MARKETED",2014-11-17,"MAR-CELECOXIB","MARCAN PHARMACEUTICALS INC","MAR-CELECOXIB (celecoxib 200 mg oral capsule) MARCAN PHARMACEUTICALS INC",NA,NA
"02420155","02420155","MARKETED",2014-11-21,"ACT CELECOXIB","ACTAVIS PHARMA COMPANY","ACT CELECOXIB (celecoxib 100 mg oral capsule) ACTAVIS PHARMA COMPANY",NA,NA
"02420163","02420163","MARKETED",2014-11-21,"ACT CELECOXIB","ACTAVIS PHARMA COMPANY","ACT CELECOXIB (celecoxib 200 mg oral capsule) ACTAVIS PHARMA COMPANY",NA,NA
"02423278","02423278","MARKETED",2014-11-17,"MYLAN-CELECOXIB","MYLAN PHARMACEUTICALS ULC","MYLAN-CELECOXIB (celecoxib 100 mg oral capsule) MYLAN PHARMACEUTICALS ULC",NA,NA
"02424371","02424371","MARKETED",2014-11-21,"CELECOXIB","PRO DOC LIMITEE","CELECOXIB (celecoxib 100 mg oral capsule) PRO DOC LIMITEE",NA,NA
"02424398","02424398","MARKETED",2014-11-21,"CELECOXIB","PRO DOC LIMITEE","CELECOXIB (celecoxib 200 mg oral capsule) PRO DOC LIMITEE",NA,NA
"02424533","02424533","MARKETED",2014-11-27,"JAMP-CELECOXIB","JAMP PHARMA CORPORATION","JAMP-CELECOXIB (celecoxib 100 mg oral capsule) JAMP PHARMA CORPORATION",NA,NA
"02424541","02424541","MARKETED",2014-11-27,"JAMP-CELECOXIB","JAMP PHARMA CORPORATION","JAMP-CELECOXIB (celecoxib 200 mg oral capsule) JAMP PHARMA CORPORATION",NA,NA
"02425386","02425386","MARKETED",2014-11-17,"RIVA-CELECOX","LABORATOIRE RIVA INC","RIVA-CELECOX (celecoxib 100 mg oral capsule) LABORATOIRE RIVA INC",NA,NA
"02425394","02425394","MARKETED",2014-11-17,"RIVA-CELECOX","LABORATOIRE RIVA INC","RIVA-CELECOX (celecoxib 200 mg oral capsule) LABORATOIRE RIVA INC",NA,NA
"02426366","02426366","MARKETED",2014-12-31,"PRIVA-CELECOXIB","PHARMAPAR INC","PRIVA-CELECOXIB (celecoxib 100 mg oral capsule) PHARMAPAR INC",NA,NA
"02426374","02426374","MARKETED",2014-12-31,"PRIVA-CELECOXIB","PHARMAPAR INC","PRIVA-CELECOXIB (celecoxib 200 mg oral capsule) PHARMAPAR INC",NA,NA
"02426382","02426382","MARKETED",2014-12-05,"BIO-CELECOXIB","BIOMED PHARMA","BIO-CELECOXIB (celecoxib 100 mg oral capsule) BIOMED PHARMA",NA,NA
"02426390","02426390","MARKETED",2014-12-05,"BIO-CELECOXIB","BIOMED PHARMA","BIO-CELECOXIB (celecoxib 200 mg oral capsule) BIOMED PHARMA",NA,NA
"02429675","02429675","MARKETED",2014-11-17,"CELECOXIB","SIVEM PHARMACEUTICALS ULC","CELECOXIB (celecoxib 100 mg oral capsule) SIVEM PHARMACEUTICALS ULC",NA,NA
"02429683","02429683","MARKETED",2014-11-17,"CELECOXIB","SIVEM PHARMACEUTICALS ULC","CELECOXIB (celecoxib 200 mg oral capsule) SIVEM PHARMACEUTICALS ULC",NA,NA
"02435632","02435632","MARKETED",2015-03-26,"ACCEL-CELECOXIB","ACCEL PHARMA INC","ACCEL-CELECOXIB (celecoxib 100 mg oral capsule) ACCEL PHARMA INC",NA,NA
"02435640","02435640","MARKETED",2015-03-26,"ACCEL-CELECOXIB","ACCEL PHARMA INC","ACCEL-CELECOXIB (celecoxib 200 mg oral capsule) ACCEL PHARMA INC",NA,NA
"02436299","02436299","MARKETED",2015-02-05,"CELECOXIB","SANIS HEALTH INC","CELECOXIB (celecoxib 100 mg oral capsule) SANIS HEALTH INC",NA,NA
"02436302","02436302","MARKETED",2015-02-05,"CELECOXIB","SANIS HEALTH INC","CELECOXIB (celecoxib 200 mg oral capsule) SANIS HEALTH INC",NA,NA
"02442639","02442639","MARKETED",2016-05-15,"SDZ CELECOXIB","SANDOZ CANADA INCORPORATED","SDZ CELECOXIB (celecoxib 100 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA
"02442647","02442647","MARKETED",2016-05-15,"SDZ CELECOXIB","SANDOZ CANADA INCORPORATED","SDZ CELECOXIB (celecoxib 200 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA
"02445670","02445670","MARKETED",2015-12-02,"AURO-CELECOXIB","AURO PHARMA INC","AURO-CELECOXIB (celecoxib 100 mg oral capsule) AURO PHARMA INC",NA,NA
"02445689","02445689","MARKETED",2015-12-02,"AURO-CELECOXIB","AURO PHARMA INC","AURO-CELECOXIB (celecoxib 200 mg oral capsule) AURO PHARMA INC",NA,NA
"00035645","00035645","MARKETED",1971-12-31,"KEFLEX","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","KEFLEX (cephalexin 250 mg per 5 mL oral suspension) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA
"00342084","00342084","MARKETED",1979-12-31,"TEVA-CEPHALEXIN","TEVA CANADA LIMITED","TEVA-CEPHALEXIN (cephalexin (cephalexin monohydrate) 250 mg oral capsule) TEVA CANADA LIMITED",NA,NA
"00342114","00342114","MARKETED",1979-12-31,"TEVA-CEPHALEXIN","TEVA CANADA LIMITED","TEVA-CEPHALEXIN (cephalexin (cephalexin monohydrate) 500 mg oral capsule) TEVA CANADA LIMITED",NA,NA
"00342092","00342092","MARKETED",1982-12-31,"TEVA-CEPHALEXIN 250","TEVA CANADA LIMITED","TEVA-CEPHALEXIN 250 (cephalexin (cephalexin monohydrate) 250 mg per 5 mL oral suspension) TEVA CANADA LIMITED",NA,NA
"00342106","00342106","MARKETED",1982-12-31,"TEVA-CEPHALEXIN 125","TEVA CANADA LIMITED","TEVA-CEPHALEXIN 125 (cephalexin (cephalexin monohydrate) 125 mg per 5 mL oral suspension) TEVA CANADA LIMITED",NA,NA
"00583413","00583413","MARKETED",1983-12-31,"TEVA-CEPHALEXIN","TEVA CANADA LIMITED","TEVA-CEPHALEXIN (cephalexin (cephalexin monohydrate) 250 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"00583421","00583421","MARKETED",1983-12-31,"TEVA-CEPHALEXIN","TEVA CANADA LIMITED","TEVA-CEPHALEXIN (cephalexin (cephalexin monohydrate) 500 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"00768715","00768715","MARKETED",1988-12-31,"APO-CEPHALEX","APOTEX INC","APO-CEPHALEX (cephalexin (cephalexin monohydrate) 500 mg oral tablet) APOTEX INC",NA,NA
"00768723","00768723","MARKETED",1988-12-31,"APO-CEPHALEX","APOTEX INC","APO-CEPHALEX (cephalexin (cephalexin monohydrate) 250 mg oral tablet) APOTEX INC",NA,NA
"00828866","00828866","MARKETED",1989-12-31,"CEPHALEXIN TAB 500MG","PRO DOC LIMITEE","CEPHALEXIN TAB 500MG (cephalexin (cephalexin monohydrate) 500 mg oral tablet) PRO DOC LIMITEE",NA,NA
"00015547","00015547","DORMANT",1971-12-31,"KEFLEX","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","KEFLEX (cephalexin 125 mg per 5 mL oral suspension) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA
"00244392","00244392","DORMANT",1972-12-31,"KEFLEX","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","KEFLEX (cephalexin (cephalexin monohydrate) 500 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA
"00403628","00403628","DORMANT",1977-12-31,"KEFLEX","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","KEFLEX (cephalexin (cephalexin monohydrate) 250 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA
"02177854","02177854","DORMANT",1995-12-31,"DOM-CEPHALEXIN - TAB 500MG","DOMINION PHARMACAL","DOM-CEPHALEXIN - TAB 500MG (cephalexin 500 mg oral tablet) DOMINION PHARMACAL",NA,NA
"02177846","02177846","DORMANT",1995-12-31,"DOM-CEPHALEXIN - TAB 250MG","DOMINION PHARMACAL","DOM-CEPHALEXIN - TAB 250MG (cephalexin 250 mg oral tablet) DOMINION PHARMACAL",NA,NA
"02177803","02177803","DORMANT",1995-12-31,"PMS-CEPHALEXIN - TAB 500MG","PHARMASCIENCE INC","PMS-CEPHALEXIN - TAB 500MG (cephalexin 500 mg oral tablet) PHARMASCIENCE INC",NA,NA
"02177781","02177781","DORMANT",1995-12-31,"PMS-CEPHALEXIN - TAB 250MG","PHARMASCIENCE INC","PMS-CEPHALEXIN - TAB 250MG (cephalexin 250 mg oral tablet) PHARMASCIENCE INC",NA,NA
"02177811","02177811","DORMANT",1995-12-31,"PMS-CEPHALEXIN 125 - SUS 125MG/5ML","PHARMASCIENCE INC","PMS-CEPHALEXIN 125 - SUS 125MG/5ML (cephalexin 125 mg per 5 mL oral suspension) PHARMASCIENCE INC",NA,NA
"02177838","02177838","DORMANT",1995-12-31,"PMS-CEPHALEXIN 250 - SUS 250MG/5ML","PHARMASCIENCE INC","PMS-CEPHALEXIN 250 - SUS 250MG/5ML (cephalexin 250 mg per 5 mL oral suspension) PHARMASCIENCE INC",NA,NA
