"ntp_formal_name","ccdd","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code"
"avobenzone 3 % and octinoxate 7.5 % and octisalate 5 % and octocrylene 2.79 % NA",FALSE,1,FALSE,2014-03-31,9006412
"chlorpheniramine maleate 2 mg and ibuprofen 200 mg and ibuprofen 200 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",FALSE,2,FALSE,2014-05-23,9006413
"diphenhydramine hydrochloride 25 mg and ibuprofen 200 mg and ibuprofen 200 mg NA",FALSE,1,FALSE,2014-06-02,9006414
"apremilast 10 mg and apremilast 20 mg and apremilast 30 mg NA",FALSE,1,FALSE,2014-11-27,9006415
"dasabuvir (dasabuvir sodium monohydrate) 250 mg and ombitasvir 12.5 mg and paritaprevir 75 mg and ritonavir 50 mg NA",FALSE,1,FALSE,2015-01-06,9006416
"avobenzone 3 % and homosalate 2.5 % and octisalate 5 % and octocrylene 2.7 % NA",FALSE,2,FALSE,2015-02-02,9006417
"benzoyl peroxide 2.5 % NA",FALSE,2,FALSE,2015-02-02,9006418
"colesevelam hydrochloride 3.75 g per pck oral suspension",FALSE,1,FALSE,2015-04-02,9006419
"tolvaptan 45 mg and tolvaptan 15 mg oral tablet",FALSE,1,FALSE,2015-06-01,9006420
"tolvaptan 60 mg and tolvaptan 30 mg oral tablet",FALSE,1,FALSE,2015-06-01,9006421
"tolvaptan 90 mg and tolvaptan 30 mg oral tablet",FALSE,1,FALSE,2015-06-01,9006422
"octinoxate 7.5 % and zinc oxide 9 % NA",FALSE,1,FALSE,2015-07-03,9006423
"pasireotide (pasireotide pamoate) 40 mg per vial NA",FALSE,1,FALSE,2015-08-04,9006424
"pasireotide (pasireotide pamoate) 60 mg per vial NA",FALSE,1,FALSE,2015-08-04,9006425
"octinoxate 7.5 % and zinc oxide 10.5 % NA",FALSE,4,FALSE,2015-08-24,9006426
"benzoyl peroxide 5 % NA",FALSE,1,FALSE,2015-08-25,9006427
"follitropin alfa 150 unit per vial and lutropin alfa 75 unit per vial NA",FALSE,1,FALSE,2015-10-22,9006428
"pasireotide (pasireotide pamoate) 20 mg per vial NA",FALSE,1,FALSE,2016-01-28,9006429
"magnesium chloride 3.05 g per l and sodium bicarbonate 2.12 g per l and sodium chloride 7.14 g per l NA",FALSE,1,FALSE,2016-06-18,9006430
"venetoclax 10 mg and venetoclax 50 mg and venetoclax 100 mg NA",FALSE,1,FALSE,2016-10-31,9006431
"cholestyramine resin 4 g oral suspension",FALSE,1,FALSE,2016-12-23,9006432
"mifepristone 200 mg and misoprostol 200 mcg NA",FALSE,1,FALSE,2017-01-10,9006433
"avobenzone 3 % and homosalate 8 % and octinoxate 7.5 % and octisalate 4.5 % and octocrylene 5 % cutaneous cream",FALSE,1,FALSE,2017-01-13,9006434
"benzoyl peroxide 2.5 % and benzoyl peroxide 5 % NA",FALSE,1,FALSE,2017-01-30,9006435
"benzoyl peroxide 3.5 % and benzoyl peroxide 2.5 % NA",FALSE,1,FALSE,2017-01-30,9006436
"NA 3.75 mg per mL oral solution",FALSE,1,FALSE,2017-03-23,9006437
"octinoxate 7 % and titanium dioxide 7.1 % and zinc oxide 4.2 % lotion",FALSE,1,FALSE,2017-04-05,9006438
"avobenzone 2 % and homosalate 5 % and octisalate 5 % and octocrylene 2 % cutaneous emulsion",FALSE,1,FALSE,2017-04-06,9006439
"NA 100 mg per vial powder for solution for injection",FALSE,1,FALSE,2017-05-24,9006440
"NA 500 mg per vial powder for solution for injection",FALSE,1,FALSE,2017-05-29,9006441
"gramicidin 0.025 mg per mL and polymyxin b sulfate 10000 unit per mL ophthalmic/otic drops",FALSE,1,FALSE,2017-06-01,9006442
"octinoxate 7.5 % and octisalate 2 % and octocrylene 2 % and titanium dioxide 3 % and zinc oxide 3 % cutaneous cream",FALSE,1,FALSE,2017-06-15,9006443
"octinoxate 6.6 % and octisalate 4.4 % cutaneous stick",FALSE,1,FALSE,2017-06-27,9006444
"benzalkonium chloride 0.1212 % and didecyl dimethyl ammonium chloride 0.0545 % and dioctyl dimethyl ammonium chloride 0.0364 % and octyl decyl dimethyl ammonium chloride 0.0909 % NA",FALSE,1,FALSE,2017-06-30,9006445
"octinoxate 2.9 % and titanium dioxide 1.6 % cutaneous liquid",FALSE,1,FALSE,2017-07-01,9006446
"octinoxate 5 % and titanium dioxide 3.1 % and zinc oxide 2.2 % cutaneous liquid",FALSE,1,FALSE,2017-07-01,9006447
"octinoxate 7.5 % and titanium dioxide 3.1 % lotion",FALSE,1,FALSE,2017-07-03,9006448
"camphor 30 mg per g cutaneous cream",FALSE,1,FALSE,NA,9006449
