"DRUG_IDENTIFICATION_NUMBER","formal_description_ntp","ntp_code","formal_description_tm","tm_code"
"02268027","carvedilol 3.125 mg oral tablet",9001767,"carvedilol",9000406
"02324504","carvedilol 3.125 mg oral tablet",9001767,"carvedilol",9000406
"02347512","carvedilol 3.125 mg oral tablet",9001767,"carvedilol",9000406
"02364913","carvedilol 3.125 mg oral tablet",9001767,"carvedilol",9000406
"02368897","carvedilol 3.125 mg oral tablet",9001767,"carvedilol",9000406
"02418495","carvedilol 3.125 mg oral tablet",9001767,"carvedilol",9000406
"02245915","carvedilol 6.25 mg oral tablet",9001768,"carvedilol",9000406
"02247934","carvedilol 6.25 mg oral tablet",9001768,"carvedilol",9000406
"02248749","carvedilol 6.25 mg oral tablet",9001768,"carvedilol",9000406
"02248753","carvedilol 6.25 mg oral tablet",9001768,"carvedilol",9000406
"02252317","carvedilol 6.25 mg oral tablet",9001768,"carvedilol",9000406
"02268035","carvedilol 6.25 mg oral tablet",9001768,"carvedilol",9000406
"02324512","carvedilol 6.25 mg oral tablet",9001768,"carvedilol",9000406
"02347520","carvedilol 6.25 mg oral tablet",9001768,"carvedilol",9000406
"02364921","carvedilol 6.25 mg oral tablet",9001768,"carvedilol",9000406
"02368900","carvedilol 6.25 mg oral tablet",9001768,"carvedilol",9000406
"02418509","carvedilol 6.25 mg oral tablet",9001768,"carvedilol",9000406
"02163659","cefprozil 250 mg oral tablet",9001803,"cefprozil",9000415
"02302179","cefprozil 250 mg oral tablet",9001803,"cefprozil",9000415
"02347245","cefprozil 250 mg oral tablet",9001803,"cefprozil",9000415
"02163667","cefprozil 500 mg oral tablet",9001806,"cefprozil",9000415
"02302187","cefprozil 500 mg oral tablet",9001806,"cefprozil",9000415
"02347253","cefprozil 500 mg oral tablet",9001806,"cefprozil",9000415
"02163675","cefprozil 125 mg per 5 ml powder for oral solution",NA,"cefprozil",9000415
"02163683","cefprozil 250 mg per 5 ml powder for oral solution",NA,"cefprozil",9000415
"02293943","cefprozil 125 mg per 5 ml powder for oral suspension",NA,"cefprozil",9000415
"02293951","cefprozil 250 mg per 5 ml powder for oral suspension",NA,"cefprozil",9000415
"02239941","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02288915","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02291975","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02321246","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02355442","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02412373","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02412497","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02418932","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02420058","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02420155","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02423278","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02424371","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02424533","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02425386","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02426366","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02426382","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02429675","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02435632","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02436299","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02442639","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02445670","celecoxib 100 mg oral capsule",9001827,"celecoxib",9000420
"02239942","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02288923","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02291983","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02321254","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02355450","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02399881","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02412381","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02412500","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02418940","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02420066","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02420163","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02424398","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02424541","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02425394","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02426374","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02426390","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02429683","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02435640","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02436302","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02442647","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02445689","celecoxib 200 mg oral capsule",9001828,"celecoxib",9000420
"02177811","cephalexin 125 mg per 5 ml oral suspension",NA,"cephalexin",9000421
"02177862","cephalexin 125 mg per 5 ml oral suspension",NA,"cephalexin",9000421
"02177838","cephalexin 250 mg per 5 ml oral suspension",NA,"cephalexin",9000421
"02177870","cephalexin 250 mg per 5 ml oral suspension",NA,"cephalexin",9000421
"02177846","cephalexin 250 mg oral tablet",9001837,"cephalexin",9000421
"02177781","cephalexin 250 mg oral tablet",9001837,"cephalexin",9000421
"00403628","cephalexin 250 mg oral tablet",9001837,"cephalexin",9000421
"00768723","cephalexin 250 mg oral tablet",9001837,"cephalexin",9000421
"00244392","cephalexin 500 mg oral tablet",9001840,"cephalexin",9000421
"02177854","cephalexin 500 mg oral tablet",9001840,"cephalexin",9000421
"02177803","cephalexin 500 mg oral tablet",9001840,"cephalexin",9000421
"00768715","cephalexin 500 mg oral tablet",9001840,"cephalexin",9000421
"00828866","cephalexin 500 mg oral tablet",9001840,"cephalexin",9000421
"00015547","cephalexin 125 mg per 5 ml powder for oral suspension",NA,"cephalexin",9000421
"00035645","cephalexin 250 mg per 5 ml powder for oral suspension",NA,"cephalexin",9000421
"02368064","cetirizine hydrochloride 10 mg oral capsule",9001843,"cetirizine",9000424
"02223554","cetirizine hydrochloride 10 mg oral tablet",9001844,"cetirizine",9000424
"02231603","cetirizine hydrochloride 10 mg oral tablet",9001844,"cetirizine",9000424
"02240265","cetirizine hydrochloride 10 mg oral tablet",9001844,"cetirizine",9000424
"02240266","cetirizine hydrochloride 10 mg oral tablet",9001844,"cetirizine",9000424
"02315955","cetirizine hydrochloride 10 mg oral tablet",9001844,"cetirizine",9000424
"02364689","cetirizine hydrochloride 10 mg oral tablet",9001844,"cetirizine",9000424
"02427133","cetirizine hydrochloride 10 mg oral tablet",9001844,"cetirizine",9000424
"02451778","cetirizine hydrochloride 10 mg oral tablet",9001844,"cetirizine",9000424
"01900978","cetirizine hydrochloride 20 mg oral tablet",9001846,"cetirizine",9000424
"02315963","cetirizine hydrochloride 20 mg oral tablet",9001846,"cetirizine",9000424
"02427141","cetirizine hydrochloride 20 mg oral tablet",9001846,"cetirizine",9000424
"02427192","cetirizine hydrochloride 20 mg oral tablet",9001846,"cetirizine",9000424
"02450526","cetirizine hydrochloride 20 mg oral tablet",9001846,"cetirizine",9000424
"02453363","cetirizine hydrochloride 20 mg oral tablet",9001846,"cetirizine",9000424
"02223546","cetirizine hydrochloride 5 mg oral tablet",9001848,"cetirizine",9000424
"02240910","cetirizine hydrochloride 5 mg oral tablet",9001848,"cetirizine",9000424
"02451751","cetirizine hydrochloride 5 mg oral tablet",9001848,"cetirizine",9000424
"02358352","cetirizine hydrochloride 10 mg orodispersible tablet",9001845,"cetirizine",9000424
"02238337","cetirizine hydrochloride 5 mg per 5 ml syrup",NA,"cetirizine",9000424
"02358018","chlorhexidine gluconate 2 % per w/v na",NA,"chlorhexidine",9000439
"01930079","chlorhexidine gluconate 2 % per % cutaneous gel",9001918,"chlorhexidine",9000439
"01930087","chlorhexidine gluconate 4 % per % cutaneous gel",9001936,"chlorhexidine",9000439
"01994042","chlorhexidine gluconate 4 % per w/v cutaneous gel",9001938,"chlorhexidine",9000439
"00788422","chlorhexidine gluconate 0.05 % cutaneous liquid",9001892,"chlorhexidine",9000439
"02004992","chlorhexidine gluconate 0.5 mg per ml cutaneous liquid",NA,"chlorhexidine",9000439
"00832138","chlorhexidine gluconate 2 % cutaneous liquid",9001915,"chlorhexidine",9000439
"02238982","chlorhexidine gluconate 2 % cutaneous liquid",9001915,"chlorhexidine",9000439
"02240416","chlorhexidine gluconate 2 % cutaneous liquid",9001915,"chlorhexidine",9000439
"02258900","chlorhexidine gluconate 2 % cutaneous liquid",9001915,"chlorhexidine",9000439
"02267144","chlorhexidine gluconate 2 % cutaneous liquid",9001915,"chlorhexidine",9000439
"02313391","chlorhexidine gluconate 2 % per w/w cutaneous liquid",9001928,"chlorhexidine",9000439
"00658413","chlorhexidine gluconate 20 % cutaneous liquid",9001930,"chlorhexidine",9000439
"00832030","chlorhexidine gluconate 20 % per % cutaneous liquid",9001931,"chlorhexidine",9000439
"01939947","chlorhexidine gluconate 4 % cutaneous liquid",9001934,"chlorhexidine",9000439
"00832111","chlorhexidine gluconate 4 % per % cutaneous liquid",9001937,"chlorhexidine",9000439
"02239252","chlorhexidine gluconate 4 % per % cutaneous liquid",9001937,"chlorhexidine",9000439
"00832146","chlorhexidine gluconate 0.05 % cutaneous solution",9001893,"chlorhexidine",9000439
"02295717","chlorhexidine gluconate 0.05 % cutaneous solution",9001893,"chlorhexidine",9000439
"01936441","chlorhexidine gluconate 0.5 % cutaneous solution",9001905,"chlorhexidine",9000439
"02242513","chlorhexidine gluconate 2 % cutaneous solution",9001916,"chlorhexidine",9000439
"02295253","chlorhexidine gluconate 2 % cutaneous solution",9001916,"chlorhexidine",9000439
"02295660","chlorhexidine gluconate 2 % cutaneous solution",9001916,"chlorhexidine",9000439
"02053632","chlorhexidine gluconate 20 % per w/v cutaneous solution",9001932,"chlorhexidine",9000439
"02295679","chlorhexidine gluconate 4 % cutaneous solution",9001935,"chlorhexidine",9000439
"00245097","chlorhexidine gluconate 4 % per w/v cutaneous solution",9001939,"chlorhexidine",9000439
"02046245","chlorhexidine acetate 10 % dental solution",9001890,"chlorhexidine",9000439
"02237452","chlorhexidine gluconate 0.12 % gargle/mouthwash",9001896,"chlorhexidine",9000439
"02240526","chlorhexidine gluconate 0.12 % gargle/mouthwash",9001896,"chlorhexidine",9000439
"02384272","chlorhexidine gluconate 0.12 % gargle/mouthwash",9001896,"chlorhexidine",9000439
"02436892","chlorhexidine gluconate 0.12 % per w/w gargle/mouthwash",9001899,"chlorhexidine",9000439
"02046245","chlorhexidine acetate 10 % kit",9001891,"chlorhexidine",9000439
"02246121","chlorhexidine gluconate 2 % lotion",9001917,"chlorhexidine",9000439
"02355558","chlorhexidine gluconate 4 % per w/v lotion",9001940,"chlorhexidine",9000439
"02209055","chlorhexidine gluconate 0.12 % mouthwash",9001897,"chlorhexidine",9000439
"02207796","chlorhexidine gluconate 0.12 % mouthwash",9001897,"chlorhexidine",9000439
"02237452","chlorhexidine gluconate 0.12 % mouthwash",9001897,"chlorhexidine",9000439
"02240433","chlorhexidine gluconate 0.12 % mouthwash",9001897,"chlorhexidine",9000439
"02240526","chlorhexidine gluconate 0.12 % mouthwash",9001897,"chlorhexidine",9000439
"02291096","chlorhexidine gluconate 0.12 % mouthwash",9001897,"chlorhexidine",9000439
"02316749","chlorhexidine gluconate 0.12 % mouthwash",9001897,"chlorhexidine",9000439
"02207796","chlorhexidine gluconate 0.12 % oral liquid",9001898,"chlorhexidine",9000439
"02240526","chlorhexidine gluconate 0.12 % oral liquid",9001898,"chlorhexidine",9000439
"02242329","chlorhexidine gluconate 0.12 % oral liquid",9001898,"chlorhexidine",9000439
"02436892","chlorhexidine gluconate 0.12 % per w/w oral liquid",9001900,"chlorhexidine",9000439
"02083884","chlorhexidine gluconate 4 % per w/v pressurised inhalation",9001941,"chlorhexidine",9000439
"02072955","chlorhexidine gluconate 0.05 % per w/v sponge",9001894,"chlorhexidine",9000439
"02408430","chlorhexidine gluconate 2 % per w/v sponge",9001925,"chlorhexidine",9000439
"01925202","chlorhexidine gluconate 4 % per w/v sponge",9001942,"chlorhexidine",9000439
"02431483","chlorhexidine gluconate 2 % per w/v swab",9001926,"chlorhexidine",9000439
"02355965","chlorhexidine gluconate 2 % per w/v wipe",9001927,"chlorhexidine",9000439
"02431491","chlorhexidine gluconate 2 % per w/v wipe",9001927,"chlorhexidine",9000439
"02245741","chlorhexidine gluconate 2 % wipe",9001929,"chlorhexidine",9000439
"02253178","vitamin d3 (cholecalciferol) 10000 unit oral capsule",9006359,"cholecalciferol",9000469
"02303671","ciclesonide 50 mcg per act nasal spray",9002011,"ciclesonide",9000477
"02417316","ciclesonide 50 mcg per spray nasal spray",9002013,"ciclesonide",9000477
"02285606","ciclesonide 100 mcg per act pressurised inhalation",9002009,"ciclesonide",9000477
"02285614","ciclesonide 200 mcg per act pressurised inhalation",9002010,"ciclesonide",9000477
"02404311","ciclesonide 50 mcg per act pressurised inhalation",9002012,"ciclesonide",9000477
"02221802","ciclopirox olamine 1 % cutaneous cream",9002015,"ciclopirox",9000478
"02250535","ciclopirox 8 % per w/w cutaneous solution",9002014,"ciclopirox",9000478
"02298953","ciclopirox 8 % per w/w cutaneous solution",9002014,"ciclopirox",9000478
"02353288","ciclopirox 8 % per w/w cutaneous solution",9002014,"ciclopirox",9000478
"02410346","ciclopirox 8 % per w/w cutaneous solution",9002014,"ciclopirox",9000478
"02413574","ciclopirox 8 % per w/w cutaneous solution",9002014,"ciclopirox",9000478
"02221810","ciclopirox olamine 1 % lotion",9002016,"ciclopirox",9000478
"02247228","ciclopirox olamine 1.5 % shampoo",9002017,"ciclopirox",9000478
"02200864","ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic ointment",9002038,"ciprofloxacin",9000482
"01945270","ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % opthalmic drops, solution",9002039,"ciprofloxacin",9000482
"02263130","ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % opthalmic drops, solution",9002039,"ciprofloxacin",9000482
"02387131","ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % opthalmic drops, solution",9002039,"ciprofloxacin",9000482
"02237514","ciprofloxacin 10 g per 100 ml oral suspension",NA,"ciprofloxacin",9000482
"02155958","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02161737","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02229521","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02245647","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02246825","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02247339","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02248437","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02248756","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02251221","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02251272","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02251310","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02266962","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02303728","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02317427","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02317796","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02353318","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02379627","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02379686","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02380358","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02381907","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02386119","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02423553","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02426978","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002040,"ciprofloxacin",9000482
"02155966","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02161745","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02229522","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02245648","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02246826","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02247340","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02248438","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02248757","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02251248","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02251280","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02251329","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02266970","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02303736","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02317435","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02317818","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02353326","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02379635","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02379694","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02380366","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02381923","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02386127","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02423561","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02427001","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02444887","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02445344","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002041,"ciprofloxacin",9000482
"02155974","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02161753","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02229523","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02245649","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02246827","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02247341","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02248439","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02248758","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02251256","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02251299","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02251337","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02303744","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02317443","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02353334","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02379643","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02379708","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02380374","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02381931","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02423588","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02427028","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002042,"ciprofloxacin",9000482
"02301296","ciprofloxacin (ciprofloxacin lactate) 0.2 % solution for injection",9002045,"ciprofloxacin",9000482
"02377535","ciprofloxacin (ciprofloxacin lactate) 2 mg per ml solution for injection",NA,"ciprofloxacin",9000482
"02256789","ciprofloxacin 10 mg per ml solution for injection",NA,"ciprofloxacin",9000482
"02267462","ciprofloxacin 2 mg per ml solution for injection",NA,"ciprofloxacin",9000482
"02301903","ciprofloxacin 2 mg per ml solution for injection",NA,"ciprofloxacin",9000482
"02304546","ciprofloxacin 2 mg per ml solution for injection",NA,"ciprofloxacin",9000482
"02304759","ciprofloxacin 2 mg per ml solution for injection",NA,"ciprofloxacin",9000482
"02252716","ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % and dexamethasone 0.1 % otic drops, suspension",9002037,"ciprofloxacin and dexamethasone",9000483
"02270609","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02273055","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02273543","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02303256","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02312336","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02325047","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02355248","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02370077","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02370085","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02371871","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02374617","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02387948","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02409003","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02421739","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02429691","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02430517","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02431629","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02438739","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02445719","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02448475","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002052,"citalopram",9000486
"02239607","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02246056","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02246594","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02248010","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02248050","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02248170","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02248942","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02248944","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02257513","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02275562","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02285622","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02293218","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02303264","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02304686","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02313405","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02339390","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02353660","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02355256","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02355272","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02371898","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02387956","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02409011","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02421747","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02429705","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02430541","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02438747","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02448491","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002053,"citalopram",9000486
"02296152","citalopram (citalopram hydrobromide) 30 mg oral tablet",9002054,"citalopram",9000486
"02239608","citalopram (citalopram hydrobromide) 40 mg oral tablet",9002055,"citalopram",9000486
