"ccdd","mp_code","greater_than_5_AIs","drug_identification_number","brand_name","company_name","mp_formal_name","mp_en_description","mp_fr_description","mp_status","mp_status_effective_time"
FALSE,"02242716",FALSE,"02242716","ALLERGY CANADA ALLERGEN EXTRACT","ALLERGY CANADA LTD","ALLERGY CANADA ALLERGEN EXTRACT (allergenic extracts 0 unit per mL solution for injection) ALLERGY CANADA LTD",NA,NA,"Active","20010401"
FALSE,"02242714",FALSE,"02242714","ALLERGY CANADA ALLERGEN EXTRACT - ALUM PRECIPITATED","ALLERGY CANADA LTD","ALLERGY CANADA ALLERGEN EXTRACT - ALUM PRECIPITATED (allergen extract - alum precipitated 1000 unit per mL solution for injection) ALLERGY CANADA LTD",NA,NA,"Active","20010401"
FALSE,"02242715",FALSE,"02242715","ALLERGY CANADA ALLERGEN EXTRACT - ALUM PRECIPITATED","ALLERGY CANADA LTD","ALLERGY CANADA ALLERGEN EXTRACT - ALUM PRECIPITATED (allergen extract - alum precipitated 100 unit per mL solution for injection) ALLERGY CANADA LTD",NA,NA,"Active","20010401"
FALSE,"02242717",FALSE,"02242717","ALLERGY CANADA ALLERGEN EXTRACT - DIAGNOSTIC","ALLERGY CANADA LTD","ALLERGY CANADA ALLERGEN EXTRACT - DIAGNOSTIC (allergen extract - diagnostic 0 unit per mL solution for injection) ALLERGY CANADA LTD",NA,NA,"Active","20010401"
TRUE,"02242726",FALSE,"02242726","DOM-METFORMIN","DOMINION PHARMACAL","DOM-METFORMIN (metformin hydrochloride 850 mg oral tablet) DOMINION PHARMACAL",NA,NA,"Active","20001026"
TRUE,"02242728",FALSE,"02242728","TEVA-DOXAZOSIN","TEVA CANADA LIMITED","TEVA-DOXAZOSIN (doxazosin (doxazosin mesylate) 1 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"Active","20000901"
TRUE,"02242729",FALSE,"02242729","TEVA-DOXAZOSIN","TEVA CANADA LIMITED","TEVA-DOXAZOSIN (doxazosin (doxazosin mesylate) 2 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"Active","20000901"
TRUE,"02242730",FALSE,"02242730","TEVA-DOXAZOSIN","TEVA CANADA LIMITED","TEVA-DOXAZOSIN (doxazosin (doxazosin mesylate) 4 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"Active","20000901"
TRUE,"02242735",FALSE,"02242735","TERBINAFINE-250","PRO DOC LIMITEE","TERBINAFINE-250 (terbinafine (terbinafine hydrochloride) 250 mg oral tablet) PRO DOC LIMITEE",NA,NA,"Active","20080307"
FALSE,"02242763",FALSE,"02242763","RILUTEK","SANOFI-AVENTIS CANADA INC","RILUTEK (riluzole 50 mg oral tablet) SANOFI-AVENTIS CANADA INC",NA,NA,"Active","20001026"
FALSE,"02242764",FALSE,"02242764","VISINE FOR ALLERGY WITH ANTIHISTAMINE","JOHNSON & JOHNSON INC","VISINE FOR ALLERGY WITH ANTIHISTAMINE (naphazoline hydrochloride 0.025 % and pheniramine maleate 0.3 % ophthalmic drops) JOHNSON & JOHNSON INC",NA,NA,"Active","20031229"
TRUE,"02242783",FALSE,"02242783","RIVA-METFORMIN","LABORATOIRE RIVA INC","RIVA-METFORMIN (metformin hydrochloride 850 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"Active","20011018"
TRUE,"02242784",FALSE,"02242784","MYLAN-ACYCLOVIR","MYLAN PHARMACEUTICALS ULC","MYLAN-ACYCLOVIR (acyclovir 200 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"Active","20000914"
TRUE,"02242785",FALSE,"02242785","MOBICOX","BOEHRINGER INGELHEIM (CANADA) LTD LTEE","MOBICOX (meloxicam 7.5 mg oral tablet) BOEHRINGER INGELHEIM (CANADA) LTD LTEE",NA,NA,"Active","20000926"
TRUE,"02242786",FALSE,"02242786","MOBICOX","BOEHRINGER INGELHEIM (CANADA) LTD LTEE","MOBICOX (meloxicam 15 mg oral tablet) BOEHRINGER INGELHEIM (CANADA) LTD LTEE",NA,NA,"Active","20000926"
FALSE,"02242797",FALSE,"02242797","SANDOZ ANUZINC HC PLUS SUPPOSITORIES","SANDOZ CANADA INCORPORATED","SANDOZ ANUZINC HC PLUS SUPPOSITORIES (hydrocortisone acetate 10 mg and pramoxine hydrochloride 20 mg and zinc sulfate 10 mg suppository) SANDOZ CANADA INCORPORATED",NA,NA,"Active","20010301"
FALSE,"02242798",FALSE,"02242798","SANDOZ ANUZINC HC SUPPOSITORIES","SANDOZ CANADA INCORPORATED","SANDOZ ANUZINC HC SUPPOSITORIES (hydrocortisone acetate 10 mg and zinc sulfate 10 mg suppository) SANDOZ CANADA INCORPORATED",NA,NA,"Active","20010301"
FALSE,"02242810",FALSE,"02242810","SCOPOLAMINE HYDROBROMIDE INJECTION","OMEGA LABORATORIES LTD","SCOPOLAMINE HYDROBROMIDE INJECTION (scopolamine hydrobromide 0.4 mg per mL solution for injection) OMEGA LABORATORIES LTD",NA,NA,"Active","20080531"
FALSE,"02242811",FALSE,"02242811","SCOPOLAMINE HYDROBROMIDE INJECTION","OMEGA LABORATORIES LTD","SCOPOLAMINE HYDROBROMIDE INJECTION (scopolamine hydrobromide 0.6 mg per mL solution for injection) OMEGA LABORATORIES LTD",NA,NA,"Active","20080708"
TRUE,"02242814",FALSE,"02242814","APO-LACTULOSE","APOTEX INC","APO-LACTULOSE (lactulose 667 mg per mL oral solution) APOTEX INC",NA,NA,"Active","20010219"
FALSE,"02242815",FALSE,"02242815","SIMULECT","NOVARTIS PHARMACEUTICALS CANADA INC","SIMULECT (basiliximab 20 mg per vial powder for solution for injection) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"Active","20001023"
FALSE,"02242819",FALSE,"02242819","ALLEGRA 24 HOUR (120MG)","SANOFI-AVENTIS CANADA INC","ALLEGRA 24 HOUR (120MG) (fexofenadine hydrochloride 120 mg oral tablet) SANOFI-AVENTIS CANADA INC",NA,NA,"Active","20010109"
FALSE,"02242821",FALSE,"02242821","SANDOZ CYCLOSPORINE","SANDOZ CANADA INCORPORATED","SANDOZ CYCLOSPORINE (cyclosporine 100 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"Active","20011227"
TRUE,"02242837",FALSE,"02242837","APO-LITHIUM CARBONATE","APOTEX INC","APO-LITHIUM CARBONATE (lithium carbonate 150 mg oral capsule) APOTEX INC",NA,NA,"Active","20010212"
TRUE,"02242838",FALSE,"02242838","APO-LITHIUM CARBONATE","APOTEX INC","APO-LITHIUM CARBONATE (lithium carbonate 300 mg oral capsule) APOTEX INC",NA,NA,"Active","20010212"
TRUE,"02242842",FALSE,"02242842","DIGISAN E FOAM HAND SANITIZER","ECOLAB CO","DIGISAN E FOAM HAND SANITIZER (benzalkonium chloride 0.1 % cutaneous liquid) ECOLAB CO",NA,NA,"Active","20010301"
FALSE,"02242846",FALSE,"02242846","DIGICLEAN ANTIBACTERIAL FOAM HAND SOAP","ECOLAB CO","DIGICLEAN ANTIBACTERIAL FOAM HAND SOAP (triclosan 0.3 % cutaneous liquid) ECOLAB CO",NA,NA,"Active","20001115"
FALSE,"02242847",FALSE,"02242847","DIGICLEAN E FOAM HAND SOAP","ECOLAB CO","DIGICLEAN E FOAM HAND SOAP (chloroxylenol 1 % cutaneous liquid) ECOLAB CO",NA,NA,"Active","20010301"
FALSE,"02242868",FALSE,"02242868","XYLAC","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","XYLAC (loxapine (loxapine succinate) 2.5 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA,"Active","20001005"
TRUE,"02242892",FALSE,"02242892","EXPECTORANT (EXTRA STRENGTH) SYRUP","TRILLIUM HEALTH CARE PRODUCTS INC","EXPECTORANT (EXTRA STRENGTH) SYRUP (guaifenesin 200 mg per 5 mL syrup) TRILLIUM HEALTH CARE PRODUCTS INC",NA,NA,"Active","20010108"
FALSE,"02242893",FALSE,"02242893","DIUREX WATER CAPLETS","ALVA-AMCO PHARMACAL COMPANIES, INC.","DIUREX WATER CAPLETS (pamabrom 50 mg oral tablet) ALVA-AMCO PHARMACAL COMPANIES, INC.",NA,NA,"Active","20010312"
FALSE,"02242903",FALSE,"02242903","ENBREL","IMMUNEX CORPORATION","ENBREL (etanercept 25 mg and water 1 mL NA) IMMUNEX CORPORATION",NA,NA,"Active","20010314"
TRUE,"02242904",FALSE,"02242904","MIDAZOLAM INJECTION","FRESENIUS KABI CANADA LTD","MIDAZOLAM INJECTION (midazolam 1 mg per mL solution for injection) FRESENIUS KABI CANADA LTD",NA,NA,"Active","20010326"
TRUE,"02242905",FALSE,"02242905","MIDAZOLAM INJECTION","FRESENIUS KABI CANADA LTD","MIDAZOLAM INJECTION (midazolam 5 mg per mL solution for injection) FRESENIUS KABI CANADA LTD",NA,NA,"Active","20010326"
TRUE,"02242907",FALSE,"02242907","APO-AZATHIOPRINE","APOTEX INC","APO-AZATHIOPRINE (azathioprine 50 mg oral tablet) APOTEX INC",NA,NA,"Active","20001017"
FALSE,"02242914",FALSE,"02242914","TARO-ETODOLAC 200 MG","TARO PHARMACEUTICALS INC","TARO-ETODOLAC 200 MG (etodolac 200 mg oral capsule) TARO PHARMACEUTICALS INC",NA,NA,"Active","20001020"
FALSE,"02242920",FALSE,"02242920","MYLAN-HYDROXYUREA","MYLAN PHARMACEUTICALS ULC","MYLAN-HYDROXYUREA (hydroxyurea 500 mg oral capsule) MYLAN PHARMACEUTICALS ULC",NA,NA,"Active","20010222"
TRUE,"02242924",FALSE,"02242924","APO-WARFARIN","APOTEX INC","APO-WARFARIN (warfarin sodium 1 mg oral tablet) APOTEX INC",NA,NA,"Active","20001016"
TRUE,"02242925",FALSE,"02242925","APO-WARFARIN","APOTEX INC","APO-WARFARIN (warfarin sodium 2 mg oral tablet) APOTEX INC",NA,NA,"Active","20001016"
TRUE,"02242926",FALSE,"02242926","APO-WARFARIN","APOTEX INC","APO-WARFARIN (warfarin sodium 2.5 mg oral tablet) APOTEX INC",NA,NA,"Active","20001016"
TRUE,"02242927",FALSE,"02242927","APO-WARFARIN","APOTEX INC","APO-WARFARIN (warfarin sodium 4 mg oral tablet) APOTEX INC",NA,NA,"Active","20001016"
TRUE,"02242928",FALSE,"02242928","APO-WARFARIN","APOTEX INC","APO-WARFARIN (warfarin sodium 5 mg oral tablet) APOTEX INC",NA,NA,"Active","20001016"
TRUE,"02242929",FALSE,"02242929","APO-WARFARIN","APOTEX INC","APO-WARFARIN (warfarin sodium 10 mg oral tablet) APOTEX INC",NA,NA,"Active","20001016"
TRUE,"02242931",FALSE,"02242931","RATIO-METFORMIN","TEVA CANADA LIMITED","RATIO-METFORMIN (metformin hydrochloride 850 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"Active","20010104"
FALSE,"02242934",FALSE,"02242934","LUSTRA-AF","TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.","LUSTRA-AF (avobenzone 3 % and hydroquinone 4 % and octinoxate 7.5 % cutaneous cream) TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.",NA,NA,"Active","20010409"
TRUE,"02242940",FALSE,"02242940","TEVA-RANITIDINE SOLUTION","TEVA CANADA LIMITED","TEVA-RANITIDINE SOLUTION (ranitidine (ranitidine hydrochloride) 75 mg per 5 mL oral solution) TEVA CANADA LIMITED",NA,NA,"Active","20040908"
FALSE,"02242960",FALSE,"02242960","METHOXACET EXTRA STRENGTH","TEVA CANADA LIMITED","METHOXACET EXTRA STRENGTH (acetaminophen 500 mg and methocarbamol 400 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"Active","20021115"
TRUE,"02242965",FALSE,"02242965","AVELOX","BAYER INC","AVELOX (moxifloxacin (moxifloxacin hydrochloride) 400 mg oral tablet) BAYER INC",NA,NA,"Active","20001020"
FALSE,"02242971",FALSE,"02242971","AMIKACIN SULFATE INJECTION USP","SANDOZ CANADA INCORPORATED","AMIKACIN SULFATE INJECTION USP (amikacin (amikacin sulfate) 250 mg per mL solution for injection) SANDOZ CANADA INCORPORATED",NA,NA,"Active","20010129"
TRUE,"02242974",FALSE,"02242974","RATIO-METFORMIN","TEVA CANADA LIMITED","RATIO-METFORMIN (metformin hydrochloride 500 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"Active","20010104"
FALSE,"02242978",FALSE,"02242978","METHOXISAL EXTRA STRENGTH","TEVA CANADA LIMITED","METHOXISAL EXTRA STRENGTH (acetylsalicylic acid 500 mg and methocarbamol 400 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"Active","20021115"
FALSE,"02242980",FALSE,"02242980","ANTIZOL","PALADIN LABS INC","ANTIZOL (fomepizole 1 g per mL solution for injection) PALADIN LABS INC",NA,NA,"Active","20010330"
TRUE,"02242984",FALSE,"02242984","HYDROVAL CREAM 0.2%","TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.","HYDROVAL CREAM 0.2% (hydrocortisone valerate 0.2 % cutaneous cream) TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.",NA,NA,"Active","20001218"
TRUE,"02242985",FALSE,"02242985","HYDROVAL OINTMENT 0.2%","TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.","HYDROVAL OINTMENT 0.2% (hydrocortisone valerate 0.2 % cutaneous ointment) TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.",NA,NA,"Active","20001218"
FALSE,"02242986",FALSE,"02242986","OPTIMARK","LIEBEL-FLARSHEIM CANADA INC","OPTIMARK (gadoversetamide 330.9 mg per mL solution for injection) LIEBEL-FLARSHEIM CANADA INC",NA,NA,"Active","20010820"
TRUE,"02242987",FALSE,"02242987","DIAMICRON MR","SERVIER CANADA INC","DIAMICRON MR (gliclazide 30 mg prolonged-release oral tablet) SERVIER CANADA INC",NA,NA,"Active","20010404"
FALSE,"02242999",FALSE,"02242999","BALMINIL NIGHT-TIME","TEVA CANADA LIMITED","BALMINIL NIGHT-TIME (ammonium chloride 125 mg per 5 mL and dextromethorphan hydrobromide 15 mg per 5 mL and diphenhydramine hydrochloride 12.5 mg per 5 mL syrup) TEVA CANADA LIMITED",NA,NA,"Active","20010320"
FALSE,"02243002",FALSE,"02243002","CHLORHEXIDINE AND ISOPROPYL ALCOHOL SWABSTICKS","PROFESSIONAL DISPOSABLES INTERNATIONAL INC.","CHLORHEXIDINE AND ISOPROPYL ALCOHOL SWABSTICKS (chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % swab) PROFESSIONAL DISPOSABLES INTERNATIONAL INC.",NA,NA,"Active","20010614"
FALSE,"02243003",FALSE,"02243003","CHLORHEXIDINE AND ISOPROPYL ALCOHOL PREP PADS","PROFESSIONAL DISPOSABLES INTERNATIONAL INC.","CHLORHEXIDINE AND ISOPROPYL ALCOHOL PREP PADS (chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % pad) PROFESSIONAL DISPOSABLES INTERNATIONAL INC.",NA,NA,"Active","20010614"
TRUE,"02243005",FALSE,"02243005","MIRENA","BAYER INC","MIRENA (levonorgestrel 52 mg intrauterine delivery system) BAYER INC",NA,NA,"Active","20010222"
FALSE,"02243007",FALSE,"02243007","SEEQUIN 4 IDS","VIVIER CANADA INCORPORATED","SEEQUIN 4 IDS (hydroquinone 4 % cutaneous gel) VIVIER CANADA INCORPORATED",NA,NA,"Active","20030113"
FALSE,"02243010",FALSE,"02243010","DM EXPECTORANT (EXTRA STRENGTH) SYRUP","TRILLIUM HEALTH CARE PRODUCTS INC","DM EXPECTORANT (EXTRA STRENGTH) SYRUP (dextromethorphan hydrobromide 15 mg per 5 mL and guaifenesin 200 mg per 5 mL syrup) TRILLIUM HEALTH CARE PRODUCTS INC",NA,NA,"Active","20010108"
TRUE,"02243026",FALSE,"02243026","RATIO-BRIMONIDINE","TEVA CANADA LIMITED","RATIO-BRIMONIDINE (brimonidine tartrate 0.2 % ophthalmic drops) TEVA CANADA LIMITED",NA,NA,"Active","20020710"
TRUE,"02243045",FALSE,"02243045","ZOMIG RAPIMELT","ASTRAZENECA CANADA INC","ZOMIG RAPIMELT (zolmitriptan 2.5 mg orodispersible tablet) ASTRAZENECA CANADA INC",NA,NA,"Active","20010305"
FALSE,"02243053",FALSE,"02243053","PEPCID COMPLETE","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","PEPCID COMPLETE (calcium carbonate 800 mg and famotidine 10 mg and magnesium hydroxide 165 mg chewable tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC",NA,NA,"Active","20010514"
FALSE,"02243063",FALSE,"02243063","COVAN SYRUP","PHARMASCIENCE INC","COVAN SYRUP (codeine phosphate 10 mg per 5 mL and pseudoephedrine hydrochloride 30 mg per 5 mL and triprolidine hydrochloride 2 mg per 5 mL syrup) PHARMASCIENCE INC",NA,NA,"Active","20001211"
FALSE,"02243073",FALSE,"02243073","OXYGEN USP","RIMER ALCO NORTH AMERICA INC.","OXYGEN USP (oxygen 99 % medicinal gas) RIMER ALCO NORTH AMERICA INC.",NA,NA,"Active","20001219"
FALSE,"02243077",FALSE,"02243077","HUMATROPE","ELI LILLY CANADA INC","HUMATROPE (diluent 3.15 mL and somatropin 6 mg NA) ELI LILLY CANADA INC",NA,NA,"Active","20010925"
FALSE,"02243078",FALSE,"02243078","HUMATROPE","ELI LILLY CANADA INC","HUMATROPE (diluent 3.15 mL and somatropin 12 mg NA) ELI LILLY CANADA INC",NA,NA,"Active","20010828"
FALSE,"02243079",FALSE,"02243079","HUMATROPE","ELI LILLY CANADA INC","HUMATROPE (diluent 3.15 mL and somatropin 24 mg NA) ELI LILLY CANADA INC",NA,NA,"Active","20031208"
TRUE,"02243086",FALSE,"02243086","ZYPREXA ZYDIS","ELI LILLY CANADA INC","ZYPREXA ZYDIS (olanzapine 5 mg orodispersible tablet) ELI LILLY CANADA INC",NA,NA,"Active","20010306"
TRUE,"02243087",FALSE,"02243087","ZYPREXA ZYDIS","ELI LILLY CANADA INC","ZYPREXA ZYDIS (olanzapine 10 mg orodispersible tablet) ELI LILLY CANADA INC",NA,NA,"Active","20010315"
TRUE,"02243088",FALSE,"02243088","ZYPREXA ZYDIS","ELI LILLY CANADA INC","ZYPREXA ZYDIS (olanzapine 15 mg orodispersible tablet) ELI LILLY CANADA INC",NA,NA,"Active","20040109"
TRUE,"02243089",FALSE,"02243089","ZYPREXA ZYDIS","ELI LILLY CANADA INC","ZYPREXA ZYDIS (olanzapine 20 mg orodispersible tablet) ELI LILLY CANADA INC",NA,NA,"Active","20070102"
FALSE,"02243095",FALSE,"02243095","PRISMASOL 0","BAXTER CORPORATION","PRISMASOL 0 (calcium chloride 5.145 g per 1000 mL and lactic acid 5.4 g per 1000 mL and magnesium chloride 2.033 g per 1000 mL and sodium bicarbonate 3.09 g per 1000 mL and sodium chloride 6.45 g per 1000 mL NA) BAXTER CORPORATION",NA,NA,"Active","20010101"
TRUE,"02243097",FALSE,"02243097","LIPITOR","PFIZER CANADA INC","LIPITOR (atorvastatin (atorvastatin calcium) 80 mg oral tablet) PFIZER CANADA INC",NA,NA,"Active","20010629"
FALSE,"02243098",FALSE,"02243098","ACETYLCYSTEINE SOLUTION","SANDOZ CANADA INCORPORATED","ACETYLCYSTEINE SOLUTION (acetylcysteine 200 mg per mL NA) SANDOZ CANADA INCORPORATED",NA,NA,"Active","20010427"
TRUE,"02243101",FALSE,"02243101","ENTERIC COATED ASA DAILY LOW DOSE","PHARMASCIENCE INC","ENTERIC COATED ASA DAILY LOW DOSE (acetylsalicylic acid 81 mg gastro-resistant tablet) PHARMASCIENCE INC",NA,NA,"Active","20010403"
TRUE,"02243115",FALSE,"02243115","VENTOLIN DISKUS","GLAXOSMITHKLINE INC","VENTOLIN DISKUS (salbutamol (salbutamol sulfate) 200 mcg inhalation powder) GLAXOSMITHKLINE INC",NA,NA,"Active","20010102"
TRUE,"02243116",FALSE,"02243116","TRIMETHOPRIM TABLETS","AA PHARMA INC","TRIMETHOPRIM TABLETS (trimethoprim 100 mg oral tablet) AA PHARMA INC",NA,NA,"Active","20010101"
TRUE,"02243117",FALSE,"02243117","TRIMETHOPRIM TABLETS","AA PHARMA INC","TRIMETHOPRIM TABLETS (trimethoprim 200 mg oral tablet) AA PHARMA INC",NA,NA,"Active","20010730"
TRUE,"02243144",FALSE,"02243144","PROGRAF","ASTELLAS PHARMA CANADA INC","PROGRAF (tacrolimus 0.5 mg oral capsule) ASTELLAS PHARMA CANADA INC",NA,NA,"Active","20010402"
TRUE,"02243158",FALSE,"02243158","CLINDOXYL GEL","GLAXOSMITHKLINE INC","CLINDOXYL GEL (benzoyl peroxide 5 % and clindamycin (clindamycin phosphate) 1 % cutaneous gel) GLAXOSMITHKLINE INC",NA,NA,"Active","20010904"
FALSE,"02243167",TRUE,"02243167","PEDIACEL","SANOFI PASTEUR LIMITED","PEDIACEL (diphtheria toxoid 15 lf per 0.5 mL and filamentous haemagglutinin 20 mcg per 0.5 mL and fimbriae 5 mcg per 0.5 mL and haemophilus influenzae type b-prp 10 mcg per 0.5 mL and inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney 40 unit per 0.5 mL and inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1 8 unit per 0.5 mL and inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett 32 unit per 0.5 mL and pertactin 3 mcg per 0.5 mL and pertussis toxoid 20 mcg per 0.5 mL and tetanus protein 30 mcg per 0.5 mL and tetanus toxoid 5 lf per 0.5 mL suspension for injection) SANOFI PASTEUR LIMITED",NA,NA,"Active","20071004"
FALSE,"02243173",FALSE,"02243173","DEFINITY","LANTHEUS MI CANADA INC","DEFINITY (perflutren 150 mcl per mL suspension for injection) LANTHEUS MI CANADA INC",NA,NA,"Active","20020216"
FALSE,"02243176",FALSE,"02243176","MANNITOL INJECTION","FRESENIUS KABI CANADA LTD","MANNITOL INJECTION (mannitol 250 mg per mL solution for injection) FRESENIUS KABI CANADA LTD",NA,NA,"Active","20020409"
TRUE,"02243180",FALSE,"02243180","APO-FENO-MICRO CAPSULES","APOTEX INC","APO-FENO-MICRO CAPSULES (fenofibrate 67 mg oral capsule) APOTEX INC",NA,NA,"Active","20010221"
FALSE,"02243186",FALSE,"02243186","HELIXATE FS","BAYER HEALTHCARE LLC","HELIXATE FS (antihemophilic factor (recombinant) 250 unit per vial powder for solution for injection) BAYER HEALTHCARE LLC",NA,NA,"Active","20080424"
FALSE,"02243187",FALSE,"02243187","HELIXATE FS","BAYER HEALTHCARE LLC","HELIXATE FS (antihemophilic factor (recombinant) 500 unit per vial powder for solution for injection) BAYER HEALTHCARE LLC",NA,NA,"Active","20080424"
FALSE,"02243188",FALSE,"02243188","HELIXATE FS","BAYER HEALTHCARE LLC","HELIXATE FS (antihemophilic factor (recombinant) 1000 unit per vial powder for solution for injection) BAYER HEALTHCARE LLC",NA,NA,"Active","20080424"
TRUE,"02243229",FALSE,"02243229","SANDOZ RANITIDINE","SANDOZ CANADA INCORPORATED","SANDOZ RANITIDINE (ranitidine (ranitidine hydrochloride) 150 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"Active","20010515"
TRUE,"02243230",FALSE,"02243230","SANDOZ RANITIDINE","SANDOZ CANADA INCORPORATED","SANDOZ RANITIDINE (ranitidine (ranitidine hydrochloride) 300 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"Active","20010515"
FALSE,"02243237",FALSE,"02243237","RAPAMUNE ORAL SOLUTION","PFIZER CANADA INC","RAPAMUNE ORAL SOLUTION (sirolimus 1 mg per mL oral solution) PFIZER CANADA INC",NA,NA,"Active","20010515"
FALSE,"02243239",FALSE,"02243239","EPREX STERILE SOLUTION","JANSSEN INC","EPREX STERILE SOLUTION (epoetin alfa 20000 unit per 0.5 mL solution for injection) JANSSEN INC",NA,NA,"Active","20050824"
TRUE,"02243278",FALSE,"02243278","LORAZEPAM INJECTION USP","SANDOZ CANADA INCORPORATED","LORAZEPAM INJECTION USP (lorazepam 4 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"Active","20010606"
FALSE,"02243297",FALSE,"02243297","GLUCAGON","ELI LILLY CANADA INC","GLUCAGON (glucagon (recombinant dna origin) 1 mg per vial NA) ELI LILLY CANADA INC",NA,NA,"Active","20020527"
TRUE,"02243312",FALSE,"02243312","TEVA-NAPROXEN EC","TEVA CANADA LIMITED","TEVA-NAPROXEN EC (naproxen 250 mg gastro-resistant tablet) TEVA CANADA LIMITED",NA,NA,"Active","20010402"
TRUE,"02243313",FALSE,"02243313","TEVA-NAPROXEN EC","TEVA CANADA LIMITED","TEVA-NAPROXEN EC (naproxen 375 mg gastro-resistant tablet) TEVA CANADA LIMITED",NA,NA,"Active","20010402"
TRUE,"02243314",FALSE,"02243314","TEVA-NAPROXEN EC","TEVA CANADA LIMITED","TEVA-NAPROXEN EC (naproxen 500 mg gastro-resistant tablet) TEVA CANADA LIMITED",NA,NA,"Active","20010402"
FALSE,"02243324",FALSE,"02243324","APO-PROPAFENONE","APOTEX INC","APO-PROPAFENONE (propafenone hydrochloride 150 mg oral tablet) APOTEX INC",NA,NA,"Active","20010222"
FALSE,"02243329",FALSE,"02243329","CETAPHIL DAILY FACIAL MOISTURIZER SPF 15","GALDERMA CANADA INC","CETAPHIL DAILY FACIAL MOISTURIZER SPF 15 (avobenzone 3 % and octocrylene 10 % lotion) GALDERMA CANADA INC",NA,NA,"Active","20010619"
FALSE,"02243333",FALSE,"02243333","FERRLECIT","SANOFI-AVENTIS CANADA INC","FERRLECIT (iron (sodium ferric gluconate complex in sucrose injection) 12.5 mg per mL solution for injection) SANOFI-AVENTIS CANADA INC",NA,NA,"Active","20050302"
TRUE,"02243338",FALSE,"02243338","SANDOZ DILTIAZEM CD","SANDOZ CANADA INCORPORATED","SANDOZ DILTIAZEM CD (diltiazem hydrochloride 120 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"Active","20010220"
TRUE,"02243339",FALSE,"02243339","SANDOZ DILTIAZEM CD","SANDOZ CANADA INCORPORATED","SANDOZ DILTIAZEM CD (diltiazem hydrochloride 180 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"Active","20010220"
TRUE,"02243340",FALSE,"02243340","SANDOZ DILTIAZEM CD","SANDOZ CANADA INCORPORATED","SANDOZ DILTIAZEM CD (diltiazem hydrochloride 240 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"Active","20010220"
TRUE,"02243341",FALSE,"02243341","SANDOZ DILTIAZEM CD","SANDOZ CANADA INCORPORATED","SANDOZ DILTIAZEM CD (diltiazem hydrochloride 300 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"Active","20010220"
TRUE,"02243350",FALSE,"02243350","APO-AMOXI CLAV 250/125","APOTEX INC","APO-AMOXI CLAV 250/125 (amoxicillin (amoxicillin trihydrate) 250 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) APOTEX INC",NA,NA,"Active","20010301"
TRUE,"02243351",FALSE,"02243351","APO-AMOXI CLAV 500/125","APOTEX INC","APO-AMOXI CLAV 500/125 (amoxicillin (amoxicillin trihydrate) 500 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) APOTEX INC",NA,NA,"Active","20010301"
TRUE,"02243371",FALSE,"02243371","AZATHIOPRINE-50","PRO DOC LIMITEE","AZATHIOPRINE-50 (azathioprine 50 mg oral tablet) PRO DOC LIMITEE",NA,NA,"Active","20090610"
