"ccdd","greater_than_5_AIs","ntp_code","ntp_en_description","ntp_fr_description","ntp_status","ntp_status_effective_time","ntp_type","ntp_formal_name","n_mp"
TRUE,FALSE,9001381,NA,NA,"Active","20120319",NA,"tramadol hydrochloride 300 mg prolonged-release oral capsule",1
TRUE,FALSE,9005007,NA,NA,"Active","20120320",NA,"tapentadol (tapentadol hydrochloride) 100 mg oral tablet",1
TRUE,FALSE,9005008,NA,NA,"Active","20120320",NA,"tapentadol (tapentadol hydrochloride) 50 mg oral tablet",1
TRUE,FALSE,9005009,NA,NA,"Active","20120320",NA,"tapentadol (tapentadol hydrochloride) 75 mg oral tablet",1
TRUE,FALSE,9001382,NA,NA,"Active","20120326",NA,"rizatriptan (rizatriptan benzoate) 5 mg oral tablet",4
TRUE,FALSE,9001383,NA,NA,"Active","20120401",NA,"cetirizine hydrochloride 10 mg oral capsule",1
TRUE,FALSE,9005022,NA,NA,"Active","20120419",NA,"fesoterodine fumarate 4 mg prolonged-release oral tablet",1
TRUE,FALSE,9005023,NA,NA,"Active","20120419",NA,"fesoterodine fumarate 8 mg prolonged-release oral tablet",1
TRUE,FALSE,9005024,NA,NA,"Active","20120424",NA,"benzalkonium chloride 0.13 % cutaneous spray",1
TRUE,FALSE,9001385,NA,NA,"Active","20120602",NA,"diclofenac potassium 50 mg per pck powder for oral solution",1
TRUE,FALSE,9005062,NA,NA,"Active","20120718",NA,"tobramycin 40 mg per mL solution for injection",2
TRUE,FALSE,9010188,NA,NA,"Active","20120829",NA,"labetalol hydrochloride 200 mg per 40 mL solution for injection vial",1
TRUE,FALSE,9001387,NA,NA,"Active","20120917",NA,"sitagliptin (sitagliptin phosphate) 25 mg oral tablet",1
TRUE,FALSE,9001388,NA,NA,"Active","20120917",NA,"sitagliptin (sitagliptin phosphate) 50 mg oral tablet",1
TRUE,FALSE,9001389,NA,NA,"Active","20121004",NA,"escitalopram 10 mg orodispersible tablet",2
TRUE,FALSE,9001390,NA,NA,"Active","20121004",NA,"escitalopram 20 mg orodispersible tablet",2
TRUE,FALSE,9001391,NA,NA,"Active","20121016",NA,"naloxone hydrochloride 2.5 mg and oxycodone hydrochloride 5 mg prolonged-release oral tablet",1
TRUE,FALSE,9001392,NA,NA,"Active","20121018",NA,"morphine sulfate 50 mg per 5 mL solution for injection ampoule",1
TRUE,FALSE,9005126,NA,NA,"Active","20121108",NA,"azilsartan medoxomil (azilsartan medoxomil potassium) 40 mg oral tablet",1
TRUE,FALSE,9005127,NA,NA,"Active","20121108",NA,"azilsartan medoxomil (azilsartan medoxomil potassium) 80 mg oral tablet",1
TRUE,FALSE,9010666,NA,NA,"Active","20121119",NA,"minoxidil 5 % cutaneous foam",2
TRUE,FALSE,9001393,NA,NA,"Active","20121126",NA,"oxycodone hydrochloride 5 mg prolonged-release oral tablet",2
TRUE,FALSE,9001394,NA,NA,"Active","20121129",NA,"doxycycline 40 mg modified-release oral capsule",1
TRUE,FALSE,9005149,NA,NA,"Active","20130107",NA,"benzoyl peroxide 2.5 % cutaneous solution",1
TRUE,FALSE,9005156,NA,NA,"Active","20130114",NA,"glycopyrronium (glycopyrronium bromide) 50 mcg inhalation powder capsule",1
TRUE,FALSE,9005166,NA,NA,"Active","20130128",NA,"zolpidem tartrate 5 mg orodispersible tablet",3
TRUE,FALSE,9001396,NA,NA,"Active","20130204",NA,"clobetasol propionate 0.05 % cutaneous foam",1
TRUE,FALSE,9005179,NA,NA,"Active","20130208",NA,"ondansetron 4 mg orodispersible film",1
TRUE,FALSE,9005180,NA,NA,"Active","20130208",NA,"ondansetron 8 mg orodispersible film",1
TRUE,FALSE,9010492,NA,NA,"Active","20130312",NA,"mesalazine 1 g prolonged-release oral tablet",1
TRUE,FALSE,9005203,NA,NA,"Active","20130321",NA,"azilsartan medoxomil (azilsartan medoxomil potassium) 40 mg and chlorthalidone 12.5 mg oral tablet",1
TRUE,FALSE,9005204,NA,NA,"Active","20130321",NA,"azilsartan medoxomil (azilsartan medoxomil potassium) 40 mg and chlorthalidone 25 mg oral tablet",1
TRUE,FALSE,9005209,NA,NA,"Active","20130328",NA,"mirabegron 25 mg prolonged-release oral tablet",1
TRUE,FALSE,9005210,NA,NA,"Active","20130328",NA,"mirabegron 50 mg prolonged-release oral tablet",1
TRUE,FALSE,9010819,NA,NA,"Active","20130402",NA,"nebivolol (nebivolol hydrochloride) 10 mg oral tablet",1
TRUE,FALSE,9010821,NA,NA,"Active","20130402",NA,"nebivolol (nebivolol hydrochloride) 20 mg oral tablet",1
TRUE,FALSE,9010820,NA,NA,"Active","20130402",NA,"nebivolol (nebivolol hydrochloride) 2.5 mg oral tablet",1
TRUE,FALSE,9010822,NA,NA,"Active","20130402",NA,"nebivolol (nebivolol hydrochloride) 5 mg oral tablet",1
TRUE,FALSE,9005227,NA,NA,"Active","20130426",NA,"metformin hydrochloride 1000 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet",1
TRUE,FALSE,9005228,NA,NA,"Active","20130426",NA,"metformin hydrochloride 500 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet",1
TRUE,FALSE,9005229,NA,NA,"Active","20130426",NA,"metformin hydrochloride 850 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet",1
TRUE,FALSE,9001401,NA,NA,"Active","20130508",NA,"testosterone 2 % cutaneous solution",1
TRUE,FALSE,9005293,NA,NA,"Active","20130726",NA,"acyclovir 5 % and hydrocortisone 1 % cutaneous cream",1
TRUE,FALSE,9006407,NA,NA,"Active","20130808",NA,"benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % NA",3
TRUE,FALSE,9001406,NA,NA,"Active","20130814",NA,"insulin lispro 100 unit per mL solution for injection 3 mL pen",1
TRUE,FALSE,9005309,NA,NA,"Active","20130820",NA,"benzoyl peroxide 3 % and clindamycin (clindamycin phosphate) 1 % cutaneous gel",1
TRUE,FALSE,9005324,NA,NA,"Active","20130913",NA,"aclidinium bromide 400 mcg per actuation inhalation powder",1
TRUE,FALSE,9001407,NA,NA,"Active","20130913",NA,"insulin isophane human 100 unit per mL suspension for injection 3 mL pen",1
TRUE,FALSE,9005358,NA,NA,"Active","20131030",NA,"levonorgestrel 13.5 mg intrauterine delivery system",1
TRUE,FALSE,9001408,NA,NA,"Active","20131125",NA,"insulin detemir 100 unit per mL solution for injection 3 mL pen",1
TRUE,FALSE,9005374,NA,NA,"Active","20131129",NA,"fluticasone furoate 100 mcg and vilanterol (vilanterol trifenatate) 25 mcg inhalation powder",1
TRUE,FALSE,9001409,NA,NA,"Active","20131205",NA,"clindamycin (clindamycin phosphate) 600 mg per 50 mL solution for injection bag",1
TRUE,FALSE,9001410,NA,NA,"Active","20131205",NA,"clindamycin (clindamycin phosphate) 900 mg per 50 mL solution for injection bag",1
TRUE,FALSE,9001411,NA,NA,"Active","20140115",NA,"metformin hydrochloride 1000 mg and sitagliptin (sitagliptin phosphate) 50 mg prolonged-release oral tablet",1
TRUE,FALSE,9005433,NA,NA,"Active","20140220",NA,"chlorhexidine gluconate 2 % medicated sponge",1
TRUE,FALSE,9005460,NA,NA,"Active","20140305",NA,"glycopyrronium (glycopyrronium bromide) 50 mcg and indacaterol (indacaterol maleate) 110 mcg inhalation powder capsule",1
TRUE,FALSE,9005468,NA,NA,"Active","20140314",NA,"umeclidinium (umeclidinium bromide) 62.5 mcg and vilanterol (vilanterol trifenatate) 25 mcg inhalation powder",1
TRUE,FALSE,9001412,NA,NA,"Active","20140321",NA,"cetirizine hydrochloride 10 mg orodispersible tablet",1
TRUE,FALSE,9005477,NA,NA,"Active","20140324",NA,"brimonidine (brimonidine tartrate) 0.33 % cutaneous gel",1
TRUE,FALSE,9009374,NA,NA,"Active","20140324","comb","ethinyl estradiol 10 mcg and norethindrone acetate 1 mg oral tablet with ethinyl estradiol 10 mcg oral tablet with lactose oral tablet",1
TRUE,FALSE,9006493,NA,NA,"Active","20140327",NA,"aripiprazole 300 mg per vial powder for prolonged-release suspension for injection with diluent solution",1
TRUE,FALSE,9006494,NA,NA,"Active","20140327",NA,"aripiprazole 400 mg per vial powder for prolonged-release suspension for injection with diluent solution",1
TRUE,FALSE,9005492,NA,NA,"Active","20140416",NA,"tapentadol (tapentadol hydrochloride) 100 mg prolonged-release oral tablet",1
TRUE,FALSE,9005493,NA,NA,"Active","20140416",NA,"tapentadol (tapentadol hydrochloride) 150 mg prolonged-release oral tablet",1
TRUE,FALSE,9005494,NA,NA,"Active","20140416",NA,"tapentadol (tapentadol hydrochloride) 200 mg prolonged-release oral tablet",1
TRUE,FALSE,9005495,NA,NA,"Active","20140416",NA,"tapentadol (tapentadol hydrochloride) 250 mg prolonged-release oral tablet",1
TRUE,FALSE,9005496,NA,NA,"Active","20140416",NA,"tapentadol (tapentadol hydrochloride) 50 mg prolonged-release oral tablet",1
TRUE,FALSE,9005503,NA,NA,"Active","20140429",NA,"linaclotide 145 mcg oral capsule",1
TRUE,FALSE,9005505,NA,NA,"Active","20140430",NA,"alogliptin (alogliptin benzoate) 12.5 mg and metformin hydrochloride 1000 mg oral tablet",1
TRUE,FALSE,9005506,NA,NA,"Active","20140430",NA,"alogliptin (alogliptin benzoate) 12.5 mg and metformin hydrochloride 500 mg oral tablet",1
TRUE,FALSE,9005507,NA,NA,"Active","20140430",NA,"alogliptin (alogliptin benzoate) 12.5 mg and metformin hydrochloride 850 mg oral tablet",1
TRUE,FALSE,9005508,NA,NA,"Active","20140430",NA,"alogliptin (alogliptin benzoate) 12.5 mg oral tablet",1
TRUE,FALSE,9005509,NA,NA,"Active","20140430",NA,"alogliptin (alogliptin benzoate) 6.25 mg oral tablet",1
TRUE,FALSE,9001418,NA,NA,"Active","20140508",NA,"methotrexate 10 mg per 0.4 mL solution for injection 0.4 mL syringe",1
TRUE,FALSE,9001419,NA,NA,"Active","20140508",NA,"methotrexate 15 mg per 0.6 mL solution for injection 0.6 mL syringe",1
TRUE,FALSE,9001420,NA,NA,"Active","20140508",NA,"methotrexate 20 mg per 0.8 mL solution for injection 0.8 mL syringe",1
TRUE,FALSE,9006609,NA,NA,"Active","20140508",NA,"methotrexate 25 mg per mL solution for injection 1 mL syringe",1
TRUE,FALSE,9006610,NA,NA,"Active","20140508",NA,"methotrexate 7.5 mg per 0.3 mL solution for injection 0.3 mL syringe",1
TRUE,FALSE,9005521,NA,NA,"Active","20140513",NA,"alogliptin (alogliptin benzoate) 25 mg oral tablet",1
TRUE,FALSE,9001424,NA,NA,"Active","20140514",NA,"fentanyl (fentanyl citrate) 100 mcg buccal tablet",1
TRUE,FALSE,9001425,NA,NA,"Active","20140514",NA,"fentanyl (fentanyl citrate) 200 mcg buccal tablet",1
TRUE,FALSE,9001426,NA,NA,"Active","20140514",NA,"fentanyl (fentanyl citrate) 400 mcg buccal tablet",1
TRUE,FALSE,9001427,NA,NA,"Active","20140514",NA,"fentanyl (fentanyl citrate) 600 mcg buccal tablet",1
TRUE,FALSE,9001428,NA,NA,"Active","20140514",NA,"fentanyl (fentanyl citrate) 800 mcg buccal tablet",1
TRUE,FALSE,9005527,NA,NA,"Active","20140528",NA,"canagliflozin 300 mg oral tablet",1
TRUE,FALSE,9005536,NA,NA,"Active","20140603",NA,"canagliflozin 100 mg oral tablet",1
TRUE,FALSE,NA,NA,NA,"Active","20140606",NA,"baclofen 50 mg per 5 mL solution for injection ampoule",1
TRUE,FALSE,9001429,NA,NA,"Active","20140612",NA,"esomeprazole (esomeprazole magnesium) 40 mg gastro-resistant capsule",1
TRUE,FALSE,9005549,NA,NA,"Active","20140710",NA,"benzoyl peroxide 4 % lotion",1
TRUE,FALSE,9005556,NA,NA,"Active","20140722",NA,"bisacodyl 5 mg suppository",1
TRUE,FALSE,9005585,NA,NA,"Active","20140916",NA,"ipratropium bromide 20 mcg per actuation and salbutamol (salbutamol sulfate) 100 mcg per actuation inhalation solution",1
TRUE,FALSE,9001431,NA,NA,"Active","20141003",NA,"conjugated estrogens 0.3 mg prolonged-release oral tablet",1
TRUE,FALSE,9001432,NA,NA,"Active","20141003",NA,"conjugated estrogens 0.625 mg prolonged-release oral tablet",1
TRUE,FALSE,9001433,NA,NA,"Active","20141003",NA,"conjugated estrogens 1.25 mg prolonged-release oral tablet",1
TRUE,FALSE,9001434,NA,NA,"Active","20141006",NA,"diclofenac diethylamine 2.32 % cutaneous gel",1
TRUE,FALSE,9001435,NA,NA,"Active","20141020",NA,"haloperidol 50 mg per 10 mL solution for injection vial",1
TRUE,FALSE,9005625,NA,NA,"Active","20141217",NA,"linaclotide 290 mcg oral capsule",1
TRUE,FALSE,9001436,NA,NA,"Active","20141219",NA,"tiotropium (tiotropium bromide) 2.5 mcg per actuation inhalation solution",1
TRUE,FALSE,9001437,NA,NA,"Active","20150113",NA,"metformin hydrochloride 1000 mg and sitagliptin (sitagliptin phosphate) 100 mg prolonged-release oral tablet",1
TRUE,FALSE,9001438,NA,NA,"Active","20150113",NA,"metformin hydrochloride 500 mg and sitagliptin (sitagliptin phosphate) 50 mg prolonged-release oral tablet",1
TRUE,FALSE,9006418,NA,NA,"Active","20150202",NA,"benzoyl peroxide 2.5 % NA",2
TRUE,FALSE,NA,NA,NA,"Active","20150217",NA,"brimonidine tartrate 0.2 % and brinzolamide 1 % ophthalmic drops",1
TRUE,FALSE,9001439,NA,NA,"Active","20150302",NA,"clindamycin hydrochloride 150 mg oral capsule",1
TRUE,FALSE,9001440,NA,NA,"Active","20150302",NA,"clindamycin hydrochloride 300 mg oral capsule",1
TRUE,FALSE,9001033,NA,NA,"Active","20150327",NA,"calcitriol 1 mcg per 1 mL solution for injection ampoule",1
TRUE,FALSE,9001441,NA,NA,"Active","20150408",NA,"mometasone furoate 100 mcg per actuation inhalation powder",1
TRUE,FALSE,9009350,NA,NA,"Active","20150413",NA,"estradiol 0.1 % transdermal gel",3
TRUE,FALSE,9001443,NA,NA,"Active","20150416",NA,"calcitriol 4 mcg per 2 mL solution for injection ampoule",1
TRUE,FALSE,9011709,NA,NA,"Active","20150417",NA,"rivastigmine 13.3 mg per 24 hour transdermal patch",1
TRUE,FALSE,9005706,NA,NA,"Active","20150427",NA,"umeclidinium (umeclidinium bromide) 62.5 mcg inhalation powder",1
TRUE,FALSE,9005723,NA,NA,"Active","20150529",NA,"olodaterol (olodaterol hydrochloride) 2.5 mcg per actuation and tiotropium (tiotropium bromide) 2.5 mcg per actuation inhalation solution",1
TRUE,FALSE,9012160,NA,NA,"Active","20150601","comb","tolvaptan 15 mg oral tablet with tolvaptan 45 mg oral tablet",1
TRUE,FALSE,9012162,NA,NA,"Active","20150601","comb","tolvaptan 30 mg oral tablet with tolvaptan 60 mg oral tablet",1
TRUE,FALSE,9012163,NA,NA,"Active","20150601","comb","tolvaptan 30 mg oral tablet with tolvaptan 90 mg oral tablet",1
TRUE,FALSE,9006495,NA,NA,"Active","20150619",NA,"naproxen (naproxen sodium, naproxen) 200 mg oral capsule",1
TRUE,FALSE,9001446,NA,NA,"Active","20150626",NA,"lisdexamfetamine dimesylate 10 mg oral capsule",1
TRUE,FALSE,9005740,NA,NA,"Active","20150709",NA,"aclidinium bromide 400 mcg per actuation and formoterol fumarate 12 mcg per actuation inhalation powder",1
TRUE,FALSE,9001447,NA,NA,"Active","20150715",NA,"insulin glargine 300 unit per mL solution for injection 1.5 mL pen",1
TRUE,FALSE,9005743,NA,NA,"Active","20150723",NA,"levonorgestrel 1.5 mg oral tablet",3
TRUE,FALSE,9006496,NA,NA,"Active","20150731",NA,"vitamin D3 (cholecalciferol) 2000 unit oral capsule",1
TRUE,FALSE,9001448,NA,NA,"Active","20150812",NA,"amiodarone hydrochloride 150 mg per 3 mL solution for injection syringe",1
TRUE,FALSE,9006427,NA,NA,"Active","20150825",NA,"benzoyl peroxide 5 % NA",1
TRUE,FALSE,9005770,NA,NA,"Active","20150910",NA,"chlorhexidine gluconate 2 % swab",1
TRUE,FALSE,9001449,NA,NA,"Active","20150914",NA,"insulin lispro 200 unit per mL solution for injection 3 mL pen",1
TRUE,FALSE,9005789,NA,NA,"Active","20151002",NA,"fluticasone furoate 200 mcg and vilanterol (vilanterol trifenatate) 25 mcg inhalation powder",1
TRUE,FALSE,9005800,NA,NA,"Active","20151102",NA,"benzalkonium chloride 0.13 % lotion",1
TRUE,FALSE,9006499,NA,NA,"Active","20151102","comb","rivaroxaban 15 mg oral tablet with rivaroxaban 20 mg oral tablet",1
TRUE,FALSE,9001451,NA,NA,"Active","20151112",NA,"lorazepam 2 mg per 1 mL solution for injection vial",1
TRUE,FALSE,9001452,NA,NA,"Active","20151214",NA,"fluticasone furoate 200 mcg inhalation powder",1
TRUE,FALSE,9001454,NA,NA,"Active","20160126",NA,"fluticasone furoate 100 mcg inhalation powder",1
TRUE,FALSE,9005871,NA,NA,"Active","20160203",NA,"tobramycin (tobramycin sulfate) 60 mg per mL inhalation solution",1
TRUE,FALSE,9005907,NA,NA,"Active","20160314",NA,"mepolizumab 144 mg per vial powder for solution for injection",1
TRUE,FALSE,9005924,NA,NA,"Active","20160405",NA,"amlodipine (amlodipine besylate) 10 mg and perindopril arginine 14 mg oral tablet",1
TRUE,FALSE,9005925,NA,NA,"Active","20160405",NA,"amlodipine (amlodipine besylate) 2.5 mg and perindopril arginine 3.5 mg oral tablet",1
TRUE,FALSE,9005926,NA,NA,"Active","20160405",NA,"amlodipine (amlodipine besylate) 5 mg and perindopril arginine 7 mg oral tablet",1
TRUE,FALSE,9006616,NA,NA,"Active","20160405",NA,"betamethasone valerate 0.1 % cutaneous patch",1
TRUE,FALSE,9001457,NA,NA,"Active","20160413",NA,"progesterone 500 mg per 10 mL solution for injection vial",1
TRUE,FALSE,9001458,NA,NA,"Active","20160506",NA,"testosterone 4.5 % nasal gel",1
TRUE,FALSE,9005962,NA,NA,"Active","20160509",NA,"dexmedetomidine (dexmedetomidine hydrochloride) 4 mcg per mL solution for injection",1
TRUE,FALSE,9005981,NA,NA,"Active","20160608",NA,"acetaminophen 325 mg oral capsule",2
TRUE,FALSE,9001459,NA,NA,"Active","20160615",NA,"buprenorphine 15 mcg per hour transdermal patch",1
TRUE,FALSE,9005985,NA,NA,"Active","20160628",NA,"canagliflozin 150 mg and metformin hydrochloride 1000 mg oral tablet",1
TRUE,FALSE,9005986,NA,NA,"Active","20160628",NA,"canagliflozin 150 mg and metformin hydrochloride 500 mg oral tablet",1
TRUE,FALSE,9005987,NA,NA,"Active","20160628",NA,"canagliflozin 150 mg and metformin hydrochloride 850 mg oral tablet",1
TRUE,FALSE,9005988,NA,NA,"Active","20160628",NA,"canagliflozin 50 mg and metformin hydrochloride 1000 mg oral tablet",1
TRUE,FALSE,9005989,NA,NA,"Active","20160628",NA,"canagliflozin 50 mg and metformin hydrochloride 500 mg oral tablet",1
TRUE,FALSE,9005990,NA,NA,"Active","20160628",NA,"canagliflozin 50 mg and metformin hydrochloride 850 mg oral tablet",1
TRUE,FALSE,9001460,NA,NA,"Active","20160725",NA,"budesonide 9 mg modified-release oral tablet",1
TRUE,FALSE,9006025,NA,NA,"Active","20160805",NA,"guaifenesin 600 mg modified-release oral tablet",1
TRUE,FALSE,9001461,NA,NA,"Active","20160810",NA,"esomeprazole (esomeprazole magnesium) 20 mg gastro-resistant capsule",1
TRUE,FALSE,9001462,NA,NA,"Active","20160822",NA,"ibuprofen 600 mg prolonged-release oral tablet",1
TRUE,FALSE,9001463,NA,NA,"Active","20160906",NA,"morphine sulfate 10 mg oral capsule",1
TRUE,FALSE,9001464,NA,NA,"Active","20160906",NA,"morphine sulfate 20 mg oral capsule",1
TRUE,FALSE,9001465,NA,NA,"Active","20160906",NA,"morphine sulfate 30 mg oral capsule",1
TRUE,FALSE,9001466,NA,NA,"Active","20160906",NA,"morphine sulfate 5 mg oral capsule",1
TRUE,FALSE,9006064,NA,NA,"Active","20161104",NA,"phenylephrine hydrochloride 50 mcg per mL solution for injection",1
TRUE,FALSE,9001468,NA,NA,"Active","20161202",NA,"methotrexate (methotrexate sodium) 17.5 mg per 0.35 mL solution for injection 0.35 mL syringe",1
TRUE,FALSE,9001469,NA,NA,"Active","20161202",NA,"methotrexate (methotrexate sodium) 20 mg per 0.4 mL solution for injection 0.4 mL syringe",1
TRUE,FALSE,9001470,NA,NA,"Active","20161202",NA,"methotrexate (methotrexate sodium) 22.5 mg per 0.45 mL solution for injection 0.45 mL syringe",1
TRUE,FALSE,9001471,NA,NA,"Active","20161202",NA,"methotrexate (methotrexate sodium) 25 mg per 0.5 mL solution for injection 0.5 mL syringe",1
TRUE,FALSE,9006075,NA,NA,"Active","20161212",NA,"levofloxacin 240 mg per 2.4 mL inhalation solution",1
TRUE,FALSE,NA,NA,NA,"Active","20161219",NA,"reslizumab 100 mg per 10 mL solution for injection vial",1
TRUE,FALSE,9001472,NA,NA,"Active","20170105",NA,"lisdexamfetamine dimesylate 70 mg oral capsule",1
TRUE,FALSE,9006096,NA,NA,"Active","20170110",NA,"levonorgestrel 19.5 mg intrauterine delivery system",1
TRUE,FALSE,9006435,NA,NA,"Active","20170130",NA,"benzoyl peroxide 2.5 % and benzoyl peroxide 5 % NA",1
TRUE,FALSE,9006436,NA,NA,"Active","20170130",NA,"benzoyl peroxide 3.5 % and benzoyl peroxide 2.5 % NA",1
TRUE,FALSE,9006122,NA,NA,"Active","20170130",NA,"benzoyl peroxide 3.5 % cutaneous paste",1
TRUE,FALSE,9001473,NA,NA,"Active","20170206",NA,"hydromorphone hydrochloride 100 mg per 10 mL solution for injection ampoule",1
TRUE,FALSE,9001474,NA,NA,"Active","20170206",NA,"hydromorphone hydrochloride 10 mg per 1 mL solution for injection ampoule",1
TRUE,FALSE,9001475,NA,NA,"Active","20170206",NA,"travoprost 0.003 % ophthalmic drops",1
TRUE,FALSE,9001476,NA,NA,"Active","20170303",NA,"insulin aspart 100 unit per mL solution for injection 3 mL pen",1
TRUE,FALSE,9006576,NA,NA,"Active","20170323",NA,"propranolol (propranolol hydrochloride) 3.75 mg per mL oral solution",1
TRUE,FALSE,9006186,NA,NA,"Active","20170531",NA,"benzoyl peroxide 5 % cutaneous ointment",1
TRUE,FALSE,9006197,NA,NA,"Active","20170628",NA,"omalizumab 75 mg per 0.5 mL solution for injection",1
TRUE,FALSE,9006223,NA,NA,"Inactive","20170705",NA,"acetaminophen 500 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet",1
TRUE,FALSE,9000397,NA,NA,"Inactive","20170705",NA,"acetaminophen 500 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet",1
TRUE,FALSE,NA,NA,NA,"Active","20170705",NA,"acetaminophen 500 mg oral capsule",1
TRUE,FALSE,9002335,NA,NA,"Inactive","20170705",NA,"acetaminophen 80 mg per 5 mL oral liquid",1
TRUE,FALSE,9000350,NA,NA,"Inactive","20170705",NA,"conjugated estrogens 2.5 mg oral tablet",1
TRUE,FALSE,9006467,NA,NA,"Inactive","20170705",NA,"triamcinolone hexacetonide 20 mg per 1 mL suspension for injection vial",1
TRUE,FALSE,NA,NA,NA,"Active","20170706",NA,"omalizumab 150 mg per mL solution for injection",1
TRUE,FALSE,NA,NA,NA,"Active","20170707",NA,"naloxone hydrochloride 4 mg per 0.1 mL nasal spray",1
TRUE,FALSE,9012353,NA,NA,"Inactive","20170711",NA,"verapamil hydrochloride 120 mg prolonged-release oral capsule",1
TRUE,FALSE,9012355,NA,NA,"Inactive","20170711",NA,"verapamil hydrochloride 180 mg prolonged-release oral capsule",1
TRUE,FALSE,9012357,NA,NA,"Inactive","20170711",NA,"verapamil hydrochloride 240 mg prolonged-release oral capsule",1
TRUE,FALSE,9001175,NA,NA,"Inactive","20170713",NA,"fenofibrate 160 mg oral capsule",1
TRUE,FALSE,9004929,NA,NA,"Inactive","20170718",NA,"benzalkonium chloride 0.12 % cutaneous gel",1
TRUE,FALSE,9006497,NA,NA,"Inactive","20170720",NA,"vitamin D3 (cholecalciferol) 25000 unit oral capsule",1
TRUE,FALSE,9006498,NA,NA,"Inactive","20170720",NA,"vitamin D3 (cholecalciferol) 5000 unit oral capsule",1
TRUE,FALSE,9002673,NA,NA,"Inactive","20170724",NA,"framycetin sulfate 1 % dressing",2
TRUE,FALSE,9003631,NA,NA,"Inactive","20170724",NA,"framycetin sulfate 5 mg per g ophthalmic ointment",1
TRUE,FALSE,9003632,NA,NA,"Inactive","20170724",NA,"framycetin sulfate 5 mg per mL ophthalmic drops",1
TRUE,FALSE,9000331,NA,NA,"Inactive","20170724",NA,"morphine sulfate 2 mg per 1 mL solution for injection ampoule",1
TRUE,FALSE,9001766,NA,NA,"Inactive","20170724",NA,"oxtriphylline 100 mg per 5 mL oral solution",1
TRUE,FALSE,9004573,NA,NA,"Inactive","20170725",NA,"acetaminophen 650 mg per 15 mL oral liquid",1
TRUE,FALSE,9002455,NA,NA,"Inactive","20170725",NA,"docusate sodium 20 mg per 5 mL oral liquid",1
TRUE,FALSE,9002105,NA,NA,"Inactive","20170725",NA,"doxylamine succinate 25 mg oral tablet",1
TRUE,FALSE,9004591,NA,NA,"Inactive","20170725",NA,"guaifenesin 200 mg per 15 mL oral liquid",1
TRUE,FALSE,9003503,NA,NA,"Inactive","20170725",NA,"guaifenesin 200 mg per 15 mL syrup",1
TRUE,FALSE,9001501,NA,NA,"Inactive","20170726",NA,"benzalkonium chloride 13 % cutaneous liquid",1
TRUE,FALSE,9004205,NA,NA,"Inactive","20170727",NA,"acetaminophen 250 mg and guaifenesin 100 mg and phenylephrine hydrochloride 5 mg oral tablet",1
TRUE,FALSE,9005205,NA,NA,"Inactive","20170727",NA,"azilsartan medoxomil (azilsartan medoxomil potassium) 80 mg and chlorthalidone 12.5 mg oral tablet",1
TRUE,FALSE,9000166,NA,NA,"Inactive","20170728",NA,"codeine phosphate 60 mg per 1 mL solution for injection ampoule",1
TRUE,FALSE,9000247,NA,NA,"Inactive","20170728",NA,"erythromycin (erythromycin ethylsuccinate) 600 mg oral tablet",1
TRUE,FALSE,9000319,NA,NA,"Inactive","20170728",NA,"fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection ampoule",1
TRUE,FALSE,9000322,NA,NA,"Inactive","20170728",NA,"fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection ampoule",1
TRUE,FALSE,9009616,NA,NA,"Inactive","20170728",NA,"furosemide 20 mg per 2 mL solution for injection syringe",1
TRUE,FALSE,9009622,NA,NA,"Inactive","20170728",NA,"furosemide 40 mg per 4 mL solution for injection syringe",1
TRUE,FALSE,9006271,NA,NA,"Inactive","20170728",NA,"meperidine hydrochloride 100 mg per mL solution for injection 20 mL vial",1
TRUE,FALSE,9000365,NA,NA,"Inactive","20170728",NA,"morphine sulfate 50 mg per 1 mL solution for injection ampoule",1
TRUE,FALSE,9006219,NA,NA,"Inactive","20170728",NA,"morphine sulfate 50 mg per mL solution for injection 20 mL vial",1
TRUE,FALSE,NA,NA,NA,"Active","20170731",NA,"furosemide 10 mg per mL solution for injection",1
TRUE,FALSE,9006290,NA,NA,"Inactive","20170801",NA,"ibuprofen 400 mg per 4 mL solution for injection vial",1
TRUE,FALSE,9006291,NA,NA,"Inactive","20170801",NA,"ibuprofen 800 mg per 8 mL solution for injection vial",1
TRUE,FALSE,9006367,NA,NA,"Inactive","20170802",NA,"conjugated estrogens 0.625 mg and medroxyprogesterone acetate 2.5 mg NA",1
TRUE,FALSE,9006373,NA,NA,"Inactive","20170802",NA,"conjugated estrogens 0.625 mg and medroxyprogesterone acetate 5 mg NA",1
TRUE,FALSE,9002513,NA,NA,"Inactive","20170803",NA,"acetylsalicylic acid 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet",1
