tm_code,tm_formal_name,tm_fr_description,tm_status,tm_status_effective_time
"8001924","rocuronium","rocuronium","Active","19951231"
"8001109","exemestane","exémestane","Active","20000817"
"8001151","migalastat","migalastat","Active","20180115"
"8001202","etravirine","étravirine","Active","20080327"
"8001130","lixisenatide","lixisénatide","Active","20170912"
"8001923","rituximab","rituximab","Active","20000320"
"8000975","aliskiren and hydrochlorothiazide","aliskirène et hydrochlorothiazide","Active","20091124"
"8001719","cetrorelix","cétrorélix","Active","20040303"
"8001836","levomilnacipran","lévomilnacipran","Active","20151119"
"8001455","empagliflozin","empagliflozin","Active","20150811"
"8000253","pramipexole","pramipexole","Active","19980226"
"8001889","bazedoxifene and conjugated estrogens","bazedoxifène et oestrogènes conjugués","Active","20161220"
"8001079","eprosartan","éprosartan","Active","20000908"
"8001866","petrolatum","pétrolatum","Active","19511231"
"8001414","pizotifen","pizotifène","Active","19801231"
"8001363","cobicistat and darunavir and emtricitabine and tenofovir alafenamide","cobicistat et darunavir et emtricitabine et ténofovir alafénamide","Active","20180425"
"8000170","quinapril","quinapril","Active","19921231"
"8002209","phytonadione","phytonadione","Active","19891231"
"8001083","glycopyrronium and indacaterol","glycopyrronium et indacatérol","Active","20140305"
"8001596","bretylium","brétylium","Inactive","20190725"
"8001737","cytarabine","cytarabine","Active","19960923"
"8001800","ibrutinib","ibrutinib","Active","20141119"
"8000003","epinephrine","épinéphrine","Active","19511231"
"8002104","chlorobutanol and dichlorobenzene and oil of turpentine and peanut oil","chlorobutanol et dichlorobenzène et essence de térébenthine et huile d'arachide","Active","19711231"
"8001888","articaine and epinephrine","articaïne et épinéphrine","Active","19931231"
"8001703","bismuth dipropylacetate","dipropylacétate de bismuth","Active","19501231"
"8001071","aclidinium and formoterol","aclidinium et formotérol","Active","20150709"
"8001232","spiramycin","spiramycine","Active","19571231"
"8001156","sofosbuvir","sofosbuvir","Active","20140106"
"8000088","alprazolam","alprazolam","Active","19811231"
"8000185","paroxetine","paroxétine","Active","19931231"
"8000778","hydrocodone and phenyltoloxamine","hydrocodone et phényltoloxamine","Active","19571231"
"8001264","efinaconazole","éfinaconazole","Active","20140721"
"8002253","cemiplimab","cémiplimab","Active","20190524"
"8001215","meropenem","méropénem","Active","19961108"
"8002272","safinamide","safinamide","Active","20190708"
"8000955","timolol and travoprost","timolol et travoprost","Active","20060411"
"8000196","cyclobenzaprine","cyclobenzaprine","Active","19941231"
"8001170","anidulafungin","anidulafungine","Active","20100125"
"8001845","magnesium sulfate","sulfate de magnésium","Active","19781231"
"8001834","leuprolide","leuprolide","Active","19851231"
"8001570","atezolizumab","atézolizumab","Active","20170502"
"8002032","natalizumab","natalizumab","Active","20061121"
"8002304","sulfacetamide","sulfacétamide","Inactive","20191004"
"8002213","telotristat","télotristat","Active","20181207"
"8002075","polyvinyl alcohol and povidone and tetrahydrozoline","alcool polyvinylique et povidone et tétrahydrozoline","Active","20080326"
"8000824","minoxidil","minoxidil","Active","19801231"
"8002188","doravirine","doravirine","Active","20181114"
"8000827","tobramycin","tobramycine","Active","19811231"
"8001004","benzoyl peroxide and salicylic acid","peroxyde de benzoyle et acide salicylique","Active","20131115"
"8001342","benserazide and levodopa","bensérazide et lévodopa","Active","19771231"
"8001786","gefitinib","géfitinib","Active","20031217"
"8002148","naloxegol","naloxégol","Active","20150827"
"8000775","buprenorphine","buprénorphine","Active","20100526"
"8001306","ticagrelor","ticagrélor","Active","20110601"
"8000780","brompheniramine and guaifenesin and hydrocodone and phenylephrine","bromphéniramine et guaïfénésine et hydrocodone et phényléphrine","Active","20010906"
"8001339","alfacalcidol","alfacalcidol","Active","19801231"
"8001921","rifaximin","rifaximine","Active","20131107"
"8000291","moxifloxacin","moxifloxacine","Active","20001020"
"8002191","erenumab","érénumab","Active","20181204"
"8001644","enzalutamide","enzalutamide","Active","20130607"
"8000106","hydromorphone","hydromorphone","Active","19841231"
"8001171","atazanavir","atazanavir","Active","20040109"
"8002027","ivacaftor and tezacaftor","ivacaftor et tézacaftor","Active","20180628"
"8001935","siltuximab","siltuximab","Active","20150303"
"8002201","lanolin and mineral oil heavy","lanoline et huile minérale lourde","Active","19921231"
"8000217","methotrexate","méthotrexate","Active","19951231"
"8001183","dapsone","dapsone","Active","19941231"
"8001164","abacavir and lamivudine","abacavir et lamivudine","Active","20050817"
"8000808","acetylsalicylic acid and butalbital and caffeine","acide acétylsalicylique et butalbital et caféine","Active","19711231"
"8000030","triamcinolone acetonide","acétonide de triamcinolone","Active","19661231"
"8000929","bosentan","bosentan","Active","20011214"
"8002012","benzocaine and butamben and tetracaine","benzocaïne et butambène et tétracaïne","Active","19960919"
"8001628","denosumab","dénosumab","Active","20100812"
"8001574","axitinib","axitinib","Active","20120817"
"8001078","ephedrine","éphédrine","Active","19661231"
"8001383","fluticasone and umeclidinium and vilanterol","fluticasone et uméclidinium et vilantérol","Active","20180530"
"8000244","latanoprost","latanoprost","Active","19970728"
"8002259","isavuconazole","isavuconazole","Active","20190502"
"8001558","alglucosidase alfa","alglucosidase alfa","Active","20061206"
"8001325","acetaminophen and dextromethorphan and diphenhydramine","acétaminophène et dextrométhorphane et diphenhydramine","Active","20060831"
"8001348","cetirizine and pseudoephedrine","cétirizine et pseudoéphédrine","Active","20030307"
"8000895","esmolol","esmolol","Active","19960816"
"8001983","ustekinumab","ustékinumab","Active","20090105"
"8000787","insulin lispro","insuline lispro","Active","19961115"
"8001253","cyclosporine","cyclosporine","Active","19841231"
"8001544","vigabatrin","vigabatrine","Active","19941231"
"8001108","ibutilide","ibutilide","Active","20001128"
"8002307","erdafitinib","erdafitinib","Active","20191209"
"8001820","isoproterenol","isoprotérénol","Active","19911231"
"8000967","carbidopa and entacapone and levodopa","carbidopa et entacapone et lévodopa","Active","20080428"
"8002076","pomalidomide","pomalidomide","Active","20140224"
"8002214","alfa 1-proteinase inhibitor human","inhibiteur de l'alfa 1-protéinase humaine","Active","19961111"
"8001149","lifitegrast","lifitegrast","Active","20180212"
"8001537","tipiracil and trifluridine","tipiracil et trifluridine","Active","20180322"
"8001271","fluvastatin","fluvastatine","Active","19941231"
"8000189","trazodone","trazodone","Active","19931231"
"8001877","sevelamer","sévélamer","Active","20011121"
"8001775","fingolimod","fingolimod","Active","20110328"
"8001461","ertugliflozin and sitagliptin","ertugliflozine et sitagliptine","Active","20180613"
"8002070","pirfenidone","pirfénidone","Active","20130108"
"8001067","reslizumab","reslizumab","Active","20161219"
"8001772","etoposide","étoposide","Active","19841231"
"8001352","chloroquine","chloroquine","Active","19681231"
"8001880","white petrolatum","pétrolatum blanc","Active","19511231"
"8000851","hydralazine","hydralazine","Active","19901231"
"8001594","bosutinib","bosutinib","Active","20140324"
"8001636","dobutamine","dobutamine","Active","19961024"
"8001187","diphenhydramine","diphenhydramine","Active","19801231"
"8002284","nonacog beta pegol","nonacog bêta pégol","Active","20180323"
"8001402","midodrine","midodrine","Active","20060613"
"8001854","methocarbamol","méthocarbamol","Active","19581231"
"8001607","capecitabine","capécitabine","Active","19980910"
"8000776","butorphanol","butorphanol","Active","20000801"
"8001678","penicillamine","pénicillamine","Active","19641231"
"8002198","irinotecan (conventional)","irinotécan (classique)","Active","20060201"
"8001018","empagliflozin and metformin","empagliflozin et metformine","Active","20160803"
"8001443","cefixime","céfixime","Active","19901231"
"8001448","dantrolene","dantrolène","Active","19931231"
"8002016","cabozantinib","cabozantinib","Active","20181010"
"8001138","durvalumab","durvalumab","Active","20171120"
"8001760","elosulfase alfa","élosulfase alfa","Active","20140827"
"8001482","scopolamine butylbromide","butylbromure de scopolamine","Active","19761231"
"8001539","trifluridine","trifluridine","Inactive","20190801"
"8000053","betamethasone (base)","bétaméthasone (base)","Active","19970401"
"8001621","crotamiton","crotamiton","Active","19531231"
"8001337","acetaminophen and doxylamine and pseudoephedrine","acétaminophène et doxylamine et pseudoéphédrine","Active","20030307"
"8001261","desoximetasone","désoxyméthasone","Active","19961107"
"8002033","neostigmine","néostigmine","Active","19990528"
"8000779","alcohol anhydrous and doxylamine and etafedrin and hydrocodone and sodium citrate","alcool anhydre et doxylamine et étafédrine et hydrocodone et citrate de sodium","Active","19831231"
"8000202","ipratropium","ipratropium","Active","19941231"
"8000870","acetylsalicylic acid and caffeine","acide acétylsalicylique et caféine","Active","19931231"
"8001304","sucralfate","sucralfate","Active","19931231"
"8001618","clofedanol","clofédanol","Active","19621231"
"8000238","clobazam","clobazam","Active","19970324"
"8001077","cromolyn","cromolyne","Active","19811231"
"8001201","ethambutol","éthambutol","Active","19721231"
"8000783","naloxone and oxycodone","naloxone et oxycodone","Active","20101005"
"8001956","tetracaine","tétracaïne","Active","19951231"
"8001105","zolmitriptan","zolmitriptan","Active","19980930"
"8000843","acetaminophen and phenylephrine","acétaminophène et phényléphrine","Active","19891231"
"8000160","clarithromycin","clarithromycine","Active","19921231"
"8001185","darunavir","darunavir","Active","20090317"
"8001366","desloratadine","desloratadine","Active","20020110"
"8001300","pinaverium","pinavérium","Active","19931231"
"8000360","solifenacin","solifénacine","Active","20060623"
"8001338","acetaminophen and pseudoephedrine","acétaminophène et pseudoéphédrine","Active","19921231"
"8001601","bupivacaine and epinephrine","bupivacaïne et épinéphrine","Active","19941231"
"8001057","cefadroxil","céfadroxil","Active","19990602"
"8001599","bromfenac","bromfénac","Active","20150925"
"8002129","hexylresorcinol and levomenthol","hexylrésorcinol et lévomenthol","Active","20070323"
"8001874","prednicarbate","prednicarbate","Active","20010321"
"8001312","cobicistat and darunavir","cobicistat et darunavir","Active","20140828"
"8001310","atazanavir and cobicistat","atazanavir et cobicistat","Inactive","20170922"
"8000168","insulin isophane human","insuline isophane humaine","Active","19831231"
"8001976","triclosan","triclosan","Active","19731231"
"8000973","eplerenone","éplérénone","Active","20090505"
"8002038","obinutuzumab","obinutuzumab","Active","20141128"
"8002180","cannabidiol and tetrahydrocannabinol","cannabidiol et tétrahydrocannabinol","Active","20050622"
"8001982","ulipristal","ulipristal","Active","20130704"
"8000055","folic acid","acide folique","Active","19751231"
"8001986","velaglucerase alfa","vélaglucérase alfa","Active","20101122"
"8001759","edoxaban","édoxaban","Active","20170425"
"8000872","benazepril","bénazépril","Active","19931231"
"8000314","rabeprazole","rabéprazole","Active","20020402"
"8000179","desogestrel and ethinyl estradiol","désogestrel et éthinylestradiol","Active","19931231"
"8001778","fluocinolone","fluocinolone","Active","19911231"
"8001110","almotriptan","almotriptan","Active","20031208"
"8001822","ixazomib","ixazomib","Active","20160921"
"8000817","alcohol anhydrous","alcool anhydre","Active","19781231"
"8001566","anakinra","anakinra","Active","20020529"
"8000286","hydrochlorothiazide and valsartan","hydrochlorothiazide et valsartan","Active","20000510"
"8001568","apremilast","apremilast","Active","20141127"
"8001112","eletriptan","élétriptan","Active","20041013"
"8002248","simoctocog alfa","simoctocog alfa","Active","20151222"
"8001454","eliglustat","éliglustat","Active","20170726"
"8000235","atorvastatin","atorvastatine","Active","19970305"
"8000378","dabigatran","dabigatran","Active","20080703"
"8001140","letermovir","létermovir","Active","20171220"
"8000830","isosorbide dinitrate","dinitrate d'isosorbide","Active","19821231"
"8001080","eprosartan and hydrochlorothiazide","éprosartan et hydrochlorothiazide","Active","20040706"
"8002299","acalabrutinib","acalabrutinib","Active","20191002"
"8001385","glucagon","glucagon","Active","20020527"
"8000256","cyproterone and ethinyl estradiol","cyprotérone et éthinylestradiol","Active","19980408"
"8001227","rifampin","rifampine","Active","19771231"
"8000338","ciprofloxacin and dexamethasone (base)","ciprofloxacine et dexaméthasone (base)","Active","20040513"
"8001344","brompheniramine and dextromethorphan and phenylephrine","bromphéniramine et dextrométhorphane et phényléphrine","Active","20010725"
"8001101","anastrozole","anastrozole","Active","19960830"
"8000781","hydrocodone and phenylephrine","hydrocodone et phényléphrine","Active","19941231"
"8001569","asfotase alfa","asfotase alfa","Active","20151020"
"8002329","trifarotene","trifarotène","Active","20191128"
"8002019","cidofovir","cidofovir","Active","20180711"
"8001805","idursulfase","idursulfase","Active","20070801"
"8001124","mirabegron","mirabégron","Active","20130328"
"8001434","argatroban","argatroban","Active","20020613"
"8001716","carglumic acid","acide carglumique","Active","20150908"
"8001069","oxtriphylline","oxtriphylline","Inactive","20190116"
"8001408","olsalazine","olsalazine","Active","19951231"
"8000931","trandolapril and verapamil","trandolapril et vérapamil","Inactive","20191119"
"8000892","sodium citrate and sodium lauryl sulfoacetate and sorbitol","citrate de sodium et laurylsulfoacétate de sodium et sorbitol","Active","19951231"
"8001929","sapropterin","saproptérine","Active","20100705"
"8001692","ammonium chloride and codeine and diphenhydramine","chlorure d'ammonium et codéine et diphenhydramine","Active","19811231"
"8000124","verapamil","vérapamil","Active","19881231"
"8000322","rosuvastatin","rosuvastatine","Active","20030219"
"8001500","ofatumumab","ofatumumab","Inactive","20190301"
"8001471","fluorometholone acetate","acétate de fluorométholone","Active","19871231"
"8000121","atenolol","aténolol","Active","19881231"
"8000080","sulfamethoxazole and trimethoprim","sulfaméthoxazole et triméthoprime","Active","19791231"
"8000791","betamethasone dipropionate","dipropionate de bétaméthasone","Active","19751231"
"8001723","chorionic gonadotropin","gonadotropine chorionique","Active","19970813"
"8000898","dibucaine and esculin and framycetin and hydrocortisone","dibucaïne et esculine et framycétine et hydrocortisone","Active","19961230"
"8000298","mirtazapine","mirtazapine","Active","20010524"
"8001855","methoxsalen","méthoxsalène","Active","20131209"
"8001705","bismuth subsalicylate","subsalicylate de bismuth","Active","19871231"
"8001002","benzalkonium and lidocaine","benzalkonium et lidocaïne","Active","19951231"
"8001779","fluorouracil","fluorouracile","Active","19751231"
"8000031","hydrochlorothiazide","hydrochlorothiazide","Active","19681231"
"8000079","oxazepam","oxazépam","Active","19791231"
"8001525","semaglutide","sémaglutide","Active","20180222"
"8000021","conjugated estrogens","oestrogènes conjugués","Active","19631231"
"8001406","nizatidine","nizatidine","Active","19881231"
"8001829","laronidase","laronidase","Active","20040812"
"8001853","methazolamide","méthazolamide","Active","20020725"
"8000213","estradiol","estradiol","Active","19951231"
"8001662","hydroxyurea","hydroxyurée","Active","19791231"
"8001126","canagliflozin","canagliflozine","Active","20140528"
"8000276","rizatriptan","rizatriptan","Active","19990831"
"8001852","methacholine","méthacholine","Active","19990401"
"8001728","ciprofloxacin and fluocinolone","ciprofloxacine et fluocinolone","Active","20170508"
"8000385","desvenlafaxine","desvenlafaxine","Active","20090305"
"8000109","lorazepam","lorazépam","Active","19851231"
"8001286","lovastatin","lovastatine","Active","19970327"
"8000044","nitroglycerin","nitroglycérine","Active","19721231"
"8001145","methyldopa","méthyldopa","Active","19761231"
"8000978","clotrimazole and fluconazole","clotrimazole et fluconazole","Active","20100310"
"8001053","zafirlukast","zafirlukast","Inactive","20180102"
"8001343","bromocriptine","bromocriptine","Active","19941231"
"8002189","doravirine and lamivudine and tenofovir disoproxil","doravirine et lamivudine et ténofovir disoproxil","Active","20181210"
"8002072","polyethylene glycol 3350","polyéthylèneglycol 3350","Active","20081210"
"8000854","acetaminophen and chlorzoxazone and codeine","acétaminophène et chlorzoxazone et codéine","Active","19911231"
"8001751","dimethicone and white petrolatum","diméthicone et pétrolatum blanc","Active","20160108"
"8002135","loperamide and simethicone","lopéramide et siméticone","Active","20020620"
"8001809","imiquimod","imiquimod","Active","19990705"
"8001797","hydrocortisone and pramoxine","hydrocortisone et pramoxime","Active","19791231"
"8000006","testosterone","testostérone","Active","19531231"
"8001767","eptifibatide","eptifibatide","Active","19990623"
"8002202","lanolin and mineral oil heavy and white petrolatum","lanoline et huile minérale lourde et pétrolatum blanc","Active","20160301"
"8001939","sodium fluoride and triclosan","fluorure de sodium et triclosan","Active","19931231"
"8001642","eflornithine","éflornithine","Active","20051101"
"8002113","codeine and pseudoephedrine and triprolidine","codéine et pseudoéphédrine et triprolidine","Active","19960730"
"8002146","mineral oil light","huile minérale légère","Active","19511231"
"8001181","colistin","colistine","Active","19741231"
"8001955","tesamorelin","tésamoréline","Active","20150623"
"8000188","terbinafine","terbinafine","Active","19931231"
"8001396","ketotifen","kétotifène","Active","19901231"
"8002051","panitumumab","panitumumab","Active","20080527"
"8001220","ombitasvir and paritaprevir and ritonavir","ombitasvir et paritaprévir et ritonavir","Inactive","20180730"
"8001475","follitropin alfa","follitropine alfa","Active","20031229"
"8001739","daratumumab","daratumumab","Active","20160712"
"8001571","atropine","atropine","Active","19641231"
"8001420","terconazole","terconazole","Active","20040921"
"8001687","teriflunomide","tériflunomide","Active","20131115"
"8001565","anagrelide","anagrélide","Active","19980106"
"8000249","valsartan","valsartan","Active","19971215"
"8001177","cefotaxime","céfotaxime","Active","20150312"
"8000046","allopurinol","allopurinol","Active","19741231"
"8001315","lomitapide","lomitapide","Active","20140506"
"8002162","sodium phosphate dibasic and sodium phosphate monobasic","phosphate de sodium dibasique et phosphate de sodium monobasique","Active","19911231"
"8000930","budesonide and formoterol","budésonide et formotérol","Active","20020208"
"8000381","travoprost","travoprost","Active","20081110"
"8001411","penicillin G","pénicilline G","Active","19970123"
"8000919","trimethoprim","triméthoprime","Active","20010101"
"8000107","procyclidine","procyclidine","Inactive","20181031"
"8000902","formoterol","formotérol","Active","19970708"
"8001035","acetaminophen and guaifenesin and phenylephrine","acétaminophène et guaïfénésine et phényléphrine","Inactive","20180727"
"8000861","acetylsalicylic acid and codeine and methocarbamol","acide acétylsalicylique et codéine et méthocarbamol","Active","19921231"
"8001084","indacaterol","indacatérol","Active","20120305"
"8001367","desloratadine and pseudoephedrine","desloratadine et pseudoéphédrine","Active","20100201"
"8001246","bezafibrate","bézafibrate","Active","19941221"
"8001341","azelaic acid","acide azélaïque","Active","20100615"
"8002274","antithrombin III human","antithrombine III humaine","Active","19990705"
"8001676","nivolumab","nivolumab","Active","20151023"
"8001749","dimethicone and menthol and pramoxine","diméthicone et menthol et pramoxime","Active","20090305"
"8001295","nicotinamide","nicotinamide","Inactive","20180818"
"8001107","midazolam","midazolam","Active","19990721"
"8000802","hydrochlorothiazide and spironolactone","hydrochlorothiazide et spironolactone","Active","19601231"
"8001116","granisetron","granisétron","Active","20090220"
"8001640","dyclonine","dyclonine","Inactive","20190703"
"8001883","acetaminophen and pheniramine and phenylephrine","acétaminophène et phéniramine et phényléphrine","Active","19960904"
"8002228","iron dextran","fer dextran","Active","19960906"
"8001163","abacavir and dolutegravir and lamivudine","abacavir et dolutégravir et lamivudine","Active","20141022"
"8001412","pentoxifylline","pentoxifylline","Active","19970114"
"8001810","ingenol mebutate","mébutate d'ingénol","Active","20130321"
"8001867","petrolatum and zinc oxide","pétrolatum et oxyde de zinc","Inactive","20180531"
"8001100","brinzolamide","brinzolamide","Active","19981111"
"8002005","acetaminophen and caffeine and pyrilamine","acétaminophène et caféine et pyrilamine","Active","20060622"
"8001144","apomorphine","apomorphine","Active","20170907"
"8001235","telavancin","télavancine","Active","20160106"
"8002018","catridecacog","catridecacog","Active","20130130"
"8001961","thiamine","thiamine","Active","19891231"
"8000067","benztropine","benztropine","Active","19781231"
"8000869","acetaminophen and methocarbamol","acétaminophène et méthocarbamol","Active","19931231"
"8000921","misoprostol","misoprostol","Active","20010618"
"8001945","sorafenib","sorafénib","Active","20060731"
"8001361","clorazepate","clorazépate","Active","19901231"
"8001894","capsaicin and menthol and trolamine salicylate","capsaïcine et menthol et salicylate de trolamine","Active","20080915"
"8002157","silicone","silicone","Active","19970401"
"8000789","tapentadol","tapentadol","Active","20120320"
"8001436","atovaquone","atovaquone","Active","19960910"
"8001283","isotretinoin","isotrétinoïne","Active","19831231"
"8001715","cantharidin and podophyllin and salicylic acid","cantharidine et podophylline et acide salicylique","Active","19841231"
"8000265","tolterodine","toltérodine","Active","19981123"
"8001756","docosanol","docosanol","Active","20050815"
"8001553","agalsidase alfa","agalsidase alfa","Active","20040318"
"8000874","cilazapril","cilazapril","Active","19931231"
"8001533","tetrabenazine","tétrabénazine","Active","19961209"
"8000836","prazosin","prazosine","Active","19831231"
"8001335","acetaminophen and dextromethorphan and pseudoephedrine","acétaminophène et dextrométhorphane et pseudoéphédrine","Active","19951231"
"8002190","drospirenone and ethinyl estradiol and levomefolic acid","drospirénone et éthinylestradiol et acide lévoméfolique","Active","20130301"
"8001386","guaifenesin and pseudoephedrine","guaïfénésine et pseudoéphédrine","Active","20040202"
"8002281","fibrinogen human","fibrinogène humaine","Active","20130131"
"8002254","cerliponase alfa","cerliponase alfa","Active","20190318"
"8002237","bacitracin and gramicidin and polymyxin B","bacitracine et gramicidine et polymyxine B","Active","19941231"
"8002089","aluminum chlorohydrate and methylprednisolone acetate and neomycin and sulfur","chlorhydrate d'aluminium et acétate de méthylprednisolone et néomycine et soufre","Active","19651231"
"8000806","acetylsalicylic acid and caffeine and codeine","acide acétylsalicylique et caféine et codéine","Inactive","20190923"
"8001047","chlorpropamide","chlorpropamide","Inactive","20190802"
"8001964","tirofiban","tirofiban","Active","20020501"
"8000800","bisacodyl","bisacodyl","Active","19581231"
"8002084","pyrantel","pyrantel","Active","19731231"
"8000915","levonorgestrel","lévonorgestrel","Active","20000224"
"8001260","desonide","désonide","Active","19961111"
"8001092","nitrazepam","nitrazépam","Active","19801231"
"8000383","olmesartan","olmésartan","Active","20081222"
"8001835","levobunolol","lévobunolol","Active","19851231"
"8002114","collagenase clostridium histolyticum","collagénase de clostridium histolyticum","Active","19941231"
"8001782","follitropin alfa and lutropin alfa","follitropine alfa et lutropine alfa","Inactive","20190704"
"8001666","loxapine","loxapine","Active","19970613"
"8000289","pioglitazone","pioglitazone","Active","20000828"
"8001725","chromic chloride","chlorure de chrome","Active","19931231"
"8001661","hydroquinone","hydroquinone","Active","20030113"
"8000303","esomeprazole","ésoméprazole","Active","20010820"
"8001137","insulin degludec","insuline dégludec","Active","20170915"
"8002047","paclitaxel","paclitaxel","Active","20011031"
"8001464","etodolac","étodolac","Active","19970821"
"8001375","dimenhydrinate","dimenhydrinate","Active","19511231"
"8001330","acetaminophen and dextromethorphan and doxylamine and phenylephrine","acétaminophène et dextrométhorphane et doxylamine et phényléphrine","Active","20140815"
"8001267","etidronate","étidronate","Active","20041110"
"8000071","morphine","morphine","Active","19781231"
"8001262","dipyridamole","dipyridamole","Active","19861231"
"8001082","glycopyrronium","glycopyrronium","Active","19931231"
"8001111","brimonidine and timolol","brimonidine et timolol","Active","20031211"
"8000020","norethindrone","noréthindrone","Active","19611231"
"8001610","carboplatin","carboplatine","Active","19941231"
"8001379","enoxaparin","énoxaparine","Active","19931231"
"8001957","tetracosactide","tétracosactide","Active","19731231"
"8001933","selenium","sélénium","Active","19931231"
"8000269","amiodarone","amiodarone","Active","19990329"
"8002245","onabotulinumtoxinA","onabotulinumtoxineA","Active","19921231"
"8001347","ceftolozane and tazobactam","ceftolozane et tazobactam","Active","20160112"
"8001319","acetaminophen and chlorpheniramine and dextromethorphan","acétaminophène et chlorphéniramine et dextrométhorphane","Active","20040112"
"8002055","pazopanib","pazopanib","Active","20100813"
"8002277","coagulation factor IX human","facteur IX de coagulation humain","Active","19961018"
"8001738","dactinomycin","dactinomycine","Active","19631231"
"8001241","adalimumab","adalimumab","Active","20040924"
"8001120","silodosin","silodosine","Active","20111026"
"8001417","propafenone","propafénone","Active","19881231"
"8001969","topotecan","topotécan","Active","19970618"
"8002109","coal tar","goudron de houille","Active","19751231"
"8000173","fluticasone","fluticasone","Active","19930312"
"8002049","palivizumab","palivizumab","Active","20161103"
"8001129","ozenoxacin","ozénoxacine","Active","20180104"
"8001326","acetaminophen and dextromethorphan and diphenhydramine and guaifenesin and pseudoephedrine","acétaminophène et dextrométhorphane et diphenhydramine et guaïfénésine et pseudoéphédrine","Active","20120425"
"8001381","flecainide","flécaïnide","Active","20060508"
"8001209","ketoconazole","kétoconazole","Active","19901230"
"8002305","edaravone","édavarone","Active","20191029"
"8001623","dabrafenib","dabrafénib","Active","20130828"
"8002216","amylmetacresol and dichlorobenzyl alcohol and levomenthol","amylmétacrésol et alcool dichlorobenzylique et lévomenthol","Active","20120719"
"8000969","estradiol and levonorgestrel","estradiol et lévonorgestrel","Inactive","20171130"
"8002315","upadacitinib","upadacitinib","Active","20200116"
"8001413","piperacillin and tazobactam","pipéracilline et tazobactam","Active","20071105"
"8000774","acetylsalicylic acid and oxycodone","acide acétylsalicylique et oxycodone","Active","19841231"
"8002242","gramicidin and polymyxin B","gramicidine et polymyxine B","Active","19891231"
"8001191","dolutegravir","dolutégravir","Active","20131108"
"8000054","carbidopa and levodopa","carbidopa et lévodopa","Active","19751231"
"8002153","polyethylene glycol 400 and propylene glycol","polyethylene glycol 400 et propylène glycol","Active","20040408"
"8000001","levothyroxine","lévothyroxine","Active","19511230"
"8000122","diltiazem","diltiazem","Active","19881231"
"8001706","bismuth subsalicylate and calcium carbonate","subsalicylate de bismuth et carbonate de calcium","Active","20000218"
"8000846","betamethasone dipropionate and clotrimazole","dipropionate de bétaméthasone et clotrimazole","Active","19901231"
"8001474","flurbiprofen","flurbiprofène","Active","19911231"
"8001992","vinorelbine","vinorelbine","Active","20041222"
"8000172","cholecalciferol","cholécalciférol","Active","19921231"
"8001668","moclobemide","moclobémide","Active","19921231"
"8001891","benzocaine and tetracaine","benzocaïne et tétracaïne","Active","19921231"
"8001133","defibrotide","défibrotide","Active","20170906"
"8000940","alcohol anhydrous and butanediol and propyl alcohol and propylene glycol","alcool anhydre et butanédiol et alcool propylique et propylène glycol","Active","20040120"
"8001763","epinephrine and prilocaine","épinéphrine et prilocaïne","Active","19771231"
"8001512","promethazine","prométhazine","Active","19821231"
"8001904","dimethyl fumarate","fumarate de diméthyle","Active","20130412"
"8001828","lapatinib","lapatinib","Active","20090605"
"8002229","iron isomaltoside 1000","fer isomaltoside 1000","Active","20181017"
"8002165","turoctocog alfa","turoctocog alfa","Active","20180323"
"8002090","aluminum hydroxide and dimethicone and magnesium hydroxide","hydroxyde d'aluminium et diméthicone et hydroxyde de magnésium","Active","19891231"
"8001373","dextromethorphan and pseudoephedrine","dextrométhorphane et pseudoéphédrine","Active","19921231"
"8001682","raloxifene","raloxifène","Active","19981120"
"8001577","belimumab","bélimumab","Active","20110824"
"8001269","fludrocortisone","fludrocortisone","Active","19951231"
"8000203","isosorbide mononitrate","mononitrate d'isosorbide","Active","19941231"
"8001968","tolnaftate","tolnaftate","Active","19651231"
"8001473","fluphenazine","fluphénazine","Active","19771231"
"8002116","dextran 70 and hypromellose","dextran 70 et hypromellose","Active","19891231"
"8001390","insulin glulisine","insuline glulisine","Active","20080922"
"8002039","ocriplasmin","ocriplasmine","Active","20131120"
"8001683","rasagiline","rasagiline","Active","20060914"
"8001384","frovatriptan","frovatriptan","Active","20080104"
"8001218","nevirapine","névirapine","Active","20101229"
"8002211","scopolamine hydrobromide","bromhydrate de scopolamine","Active","19811231"
"8001563","aminolevulinic acid","acide aminolévulinique","Active","20040603"
"8001717","carmustine","carmustine","Active","19751231"
"8002150","oxymetazoline","oxymétazoline","Active","19861231"
"8001740","dasatinib","dasatinib","Active","20070413"
"8000048","diazepam","diazépam","Active","19741231"
"8002192","ergocalciferol","ergocalciférol","Active","19991230"
"8002035","nintedanib","nintédanib","Active","20150629"
"8001313","cobicistat and elvitegravir and emtricitabine and tenofovir alafenamide","cobicistat et elvitégravir et emtricitabine et ténofovir alafénamide","Active","20160203"
"8001195","emtricitabine and rilpivirine and tenofovir alafenamide","emtricitabine et rilpivirine et ténofovir alafénamide","Active","20170320"
"8001472","flupentixol","flupentixol","Active","19951231"
"8001559","alitretinoin","alitrétinoïne","Active","20101119"
"8002112","codeine and guaifenesin and pseudoephedrine and triprolidine","codéine et guaïfénésine et pseudoéphédrine et triprolidine","Active","19941231"
"8001350","chlordiazepoxide","chlordiazépoxide","Active","19811231"
"8001862","mitoxantrone","mitoxantrone","Active","20011203"
