drug_code,drug_identification_number,mp_formal_name,ntp_formal_name,ntp_type,ntp_code,Entry.type,Change.Plan,mp_formal_name_fr,ntp_formal_name_fr
81558,2329840,CAYSTON (aztreonam 75 mg per vial powder for nebuliser solution with diluent solution) GILEAD SCIENCES CANADA INC,aztreonam 75 mg per vial powder for nebuliser solution with diluent solution,NA,9012781,Kit,,CAYSTON (aztréonam 75 mg par fiole poudre pour solution pour inhalation par nébuliseur avec solution diluante) GILEAD SCIENCES CANADA INC,aztréonam 75 mg par fiole poudre pour solution pour inhalation par nébuliseur avec solution diluante
93803,2451727,CLOTRIMAZOLE-FLUCONAZOLE COMBI-PACK (clotrimazole 1 % cutaneous cream with fluconazole 150 mg oral capsule) TARO PHARMACEUTICALS INC,clotrimazole 1 % cutaneous cream with fluconazole 150 mg oral capsule,Comb,9012660,MAI Comp,,CLOTRIMAZOLE-FLUCONAZOLE COMBI-PACK (clotrimazole 1 % crème cutanée avec fluconazole 150 mg capsule orale) TARO PHARMACEUTICALS INC,clotrimazole 1 % crème cutanée avec fluconazole 150 mg capsule orale
86844,2382628,MONICURE COMBO (luconazole 150 mg oral capsule with miconazole nitrate 2 % cutaneous cream) INSIGHT PHARMACEUTICALS LLC,fluconazole 150 mg oral capsule with miconazole nitrate 2 % cutaneous cream,Comb,9012806,MAI Comp,,MONICURE COMBO (luconazole 150 mg capsule orale avec nitrate de miconazole 2 % crème cutanée) INSIGHT PHARMACEUTICALS LLC,fluconazole 150 mg capsule orale avec nitrate de miconazole 2 % crème cutanée
63070,2239600,MONISTAT 1 COMBINATION PACK (miconazole nitrate 1200 mg pessary with miconazole nitrate 2 % cutaneous cream) INSIGHT PHARMACEUTICALS LLC,miconazole nitrate 1200 mg pessary with miconazole nitrate 2 % cutaneous cream,Comb,9012845,MAI Comp,,MONISTAT 1 COMBINATION PACK (nitrate de miconazole 1200 mg ovule avec nitrate de miconazole 2 % crème cutanée) INSIGHT PHARMACEUTICALS LLC,nitrate de miconazole 1200 mg ovule avec nitrate de miconazole 2 % crème cutanée
16610,2126249,MONISTAT 3 DUAL-PAK (miconazole nitrate 400 mg pessary with miconazole nitrate 2 % cutaneous cream) INSIGHT PHARMACEUTICALS LLC,miconazole nitrate 400 mg pessary with miconazole nitrate 2 % cutaneous cream,Comb,9012846,MAI Comp,,MONISTAT 3 DUAL-PAK (nitrate de miconazole 400 mg ovule avec nitrate de miconazole 2 % crème cutanée) INSIGHT PHARMACEUTICALS LLC,nitrate de miconazole 400 mg ovule avec nitrate de miconazole 2 % crème cutanée
16611,2126257,MONISTAT 7 DUAL-PAK (miconazole nitrate 100 mg pessary with miconazole nitrate 2 % cutaneous cream) INSIGHT PHARMACEUTICALS LLC,miconazole nitrate 100 mg pessary with miconazole nitrate 2 % cutaneous cream,Comb,9012844,MAI Comp,,MONISTAT 7 DUAL-PAK (nitrate de miconazole 100 mg ovule avec nitrate de miconazole 2 % crème cutanée) INSIGHT PHARMACEUTICALS LLC,nitrate de miconazole 100 mg ovule avec nitrate de miconazole 2 % crème cutanée
92850,2443759,VIIBRYD (vilazodone hydrochloride 10 mg oral tablet with vilazodone hydrochloride 20 mg oral tablet) ALLERGAN INC,vilazodone hydrochloride 10 mg oral tablet with vilazodone hydrochloride 20 mg oral tablet,Comb,9012872,MAI Comp,,VIIBRYD (chlorhydrate de vilazodone 10 mg comprimé oral avec chlorhydrate de vilazodone 20 mg comprimé oral) ALLERGAN INC,chlorhydrate de vilazodone 10 mg comprimé oral avec chlorhydrate de vilazodone 20 mg comprimé oral
95250,2464349,ADLYXINE (lixisenatide 10 mcg per actuation solution for injection pre-filled pen with lixisenatide 20 mcg per actuation solution for injection pre-filled pen) SANOFI-AVENTIS CANADA INC,lixisenatide 10 mcg per actuation solution for injection pre-filled pen with lixisenatide 20 mcg per actuation solution for injection pre-filled pen,Comb,9013003,MAI Comp,,ADLYXINE (lixisénatide 10 mcg par actionnement solution injectable stylo prérempli avec lixisénatide 20 mcg par actionnement solution injectable stylo prérempli) SANOFI-AVENTIS CANADA INC,lixisénatide 10 mcg par déclenchement solution injectable stylo prérempli avec lixisénatide 20 mcg par déclenchement solution injectable stylo prérempli
87360,2388030, COLD + SINUS DAYTIME COLD + SINUS NIGHTTIME (chlorpheniramine maleate 2 mg and ibuprofen 200 mg and pseudoephedrine hydrochloride 30 mg oral tablet with ibuprofen 200 mg and pseudoephedrine hydrochloride 30 mg oral tablet) VITA HEALTH PRODUCTS INC,chlorpheniramine maleate 2 mg and ibuprofen 200 mg and pseudoephedrine hydrochloride 30 mg oral tablet with ibuprofen 200 mg and pseudoephedrine hydrochloride 30 mg oral tablet,Comb,9012940,MAI Comp,,COLD + SINUS DAYTIME COLD + SINUS NIGHTTIME (maléate de chlorphéniramine 2 mg et ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) VITA HEALTH PRODUCTS INC,maléate de chlorphéniramine 2 mg et ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral
88459,2399733,ADVIL COLD & SINUS CONVENIENCE PACK (chlorpheniramine maleate 2 mg and ibuprofen 200 mg and pseudoephedrine hydrochloride 30 mg oral tablet with ibuprofen 200 mg and pseudoephedrine hydrochloride 30 mg oral tablet ) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC,chlorpheniramine maleate 2 mg and ibuprofen 200 mg and pseudoephedrine hydrochloride 30 mg oral tablet with ibuprofen 200 mg and pseudoephedrine hydrochloride 30 mg oral tablet,Comb,9012940,MAI Comp,,ADVIL COLD & SINUS CONVENIENCE PACK (maléate de chlorphéniramine 2 mg et ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral ) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC,maléate de chlorphéniramine 2 mg et ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral
89525,2410583,ADVIL DAY/NIGHT CONVENIENCE PACK (diphenhydramine hydrochloride 25 mg and ibuprofen 200 mg oral capsule with ibuprofen 200 mg oral capsule) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC,diphenhydramine hydrochloride 25 mg and ibuprofen 200 mg oral capsule with ibuprofen 200 mg oral capsule,Comb,9012959,MAI Comp,,ADVIL DAY/NIGHT CONVENIENCE PACK (chlorhydrate de diphenhydramine 25 mg et ibuprofène 200 mg capsule orale avec ibuprofène 200 mg capsule orale) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC,chlorhydrate de diphenhydramine 25 mg et ibuprofène 200 mg capsule orale avec ibuprofène 200 mg capsule orale
67195,2243297,GLUCAGON (glucagon 1 mg per vial powder for solution for injection with diluent solution) ELI LILLY CANADA INC,glucagon 1 mg per vial powder for solution for injection with diluent solution,NA,9012981,Kit,,GLUCAGON (glucagon 1 mg par fiole poudre pour solution injectable avec solution diluante) ELI LILLY CANADA INC,glucagon 1 mg par fiole poudre pour solution injectable avec solution diluante
81923,2333619,GLUCAGEN (glucagon (glucagon hydrochloride) 1 mg per vial powder for solution for injection with diluent solution) NOVO NORDISK CANADA INC,glucagon (glucagon hydrochloride) 1 mg per vial powder for solution for injection with diluent solution,NA,9012979,Kit,,GLUCAGEN (glucagon (chlorhydrate de glucagon) 1 mg par fiole poudre pour solution injectable avec solution diluante) NOVO NORDISK CANADA INC,glucagon (chlorhydrate de glucagon) 1 mg par fiole poudre pour solution injectable avec solution diluante
81924,2333627,GLUCAGEN HYPOKIT (glucagon (glucagon hydrochloride) 1 mg per vial powder for solution for injection with diluent solution syringe) NOVO NORDISK CANADA INC,glucagon (glucagon hydrochloride) 1 mg per vial powder for solution for injection with diluent solution syringe,NA,9012980,Kit,,GLUCAGEN HYPOKIT (glucagon (chlorhydrate de glucagon) 1 mg par fiole poudre pour solution injectable avec solution diluante seringue) NOVO NORDISK CANADA INC,glucagon (chlorhydrate de glucagon) 1 mg par fiole poudre pour solution injectable avec solution diluante seringue
66735,2242903,ENBREL (etanercept 25 mg per vial powder for solution for injection with diluent solution syringe) IMMUNEX CORPORATION,etanercept 25 mg per vial powder for solution for injection with diluent solution syringe,NA,9013287,Kit,,ENBREL (étanercept 25 mg par fiole poudre pour solution injectable avec solution diluante seringue) IMMUNEX CORPORATION,étanercept 25 mg par fiole poudre pour solution injectable avec solution diluante seringue
78941,2304104,TORISEL (temsirolimus 30 mg per 1.2 mL solution for injection vial with diluent solution) PFIZER CANADA ULC,temsirolimus 30 mg per 1.2 mL solution for injection vial with diluent solution,NA,9013024,Kit,,"TORISEL (temsirolimus 30 mg par 1,2 mL solution injectable fiole avec solution diluante) PFIZER CANADA ULC","temsirolimus 30 mg par 1,2 mL solution injectable fiole avec solution diluante"
85317,2368196,SINUS RELIEF (acetaminophen 500 mg and diphenhydramine hydrochloride 25 mg and pseudoephedrine hydrochloride 30 mg oral tablet with acetaminophen 500 mg and pseudoephedrine hydrochloride 30 mg oral tablet) VITA HEALTH PRODUCTS INC,acetaminophen 500 mg and diphenhydramine hydrochloride 25 mg and pseudoephedrine hydrochloride 30 mg oral tablet with acetaminophen 500 mg and pseudoephedrine hydrochloride 30 mg oral tablet,Comb,9012882,MAI Comp,,SINUS RELIEF (acétaminophène 500 mg et chlorhydrate de diphenhydramine 25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec acétaminophène 500 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) VITA HEALTH PRODUCTS INC,acétaminophène 500 mg et chlorhydrate de diphenhydramine 25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec acétaminophène 500 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral
86913,2383373,COLD MEDICATION (acetaminophen 500 mg and chlorpheniramine maleate 2 mg and dextromethorphan hydrobromide 15 mg and pseudoephedrine hydrochloride 30 mg oral tablet with acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg and pseudoephedrine hydrochloride 30 mg oral tablet) VITA HEALTH PRODUCTS INC,acetaminophen 500 mg and chlorpheniramine maleate 2 mg and dextromethorphan hydrobromide 15 mg and pseudoephedrine hydrochloride 30 mg oral tablet with acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg and pseudoephedrine hydrochloride 30 mg oral tablet,Comb,9012881,MAI Comp,,COLD MEDICATION (acétaminophène 500 mg et maléate de chlorphéniramine 2 mg et bromhydrate de dextrométhorphane 15 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec acétaminophène 500 mg et bromhydrate de dextrométhorphane 15 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) VITA HEALTH PRODUCTS INC,acétaminophène 500 mg et maléate de chlorphéniramine 2 mg et bromhydrate de dextrométhorphane 15 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec acétaminophène 500 mg et bromhydrate de dextrométhorphane 15 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral
87406,2388537,COLD AND SINUS RELIEF COMBO (acetaminophen 500 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg oral tablet with acetaminophen 500 mg and pseudoephedrine hydrochloride 30 mg oral tablet) VITA HEALTH PRODUCTS INC,acetaminophen 500 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg oral tablet with acetaminophen 500 mg and pseudoephedrine hydrochloride 30 mg oral tablet,Comb,9012883,MAI Comp,,"COLD et SINUS RELIEF COMBO (acétaminophène 500 mg et succinate de doxylamine 6,25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec acétaminophène 500 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) VITA HEALTH PRODUCTS INC","acétaminophène 500 mg et succinate de doxylamine 6,25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec acétaminophène 500 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral"
86935,2383608,SINUS MEDICATION DAY & NIGHT (acetaminophen 500 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg oral tablet with acetaminophen 500 mg and pseudoephedrine hydrochloride 30 mg oral tablet) VITA HEALTH PRODUCTS INC,acetaminophen 500 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg oral tablet with acetaminophen 500 mg and pseudoephedrine hydrochloride 30 mg oral tablet,Comb,9012883,MAI Comp,,"SINUS MEDICATION DAY & NIGHT (acétaminophène 500 mg et succinate de doxylamine 6,25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec acétaminophène 500 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) VITA HEALTH PRODUCTS INC","acétaminophène 500 mg et succinate de doxylamine 6,25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec acétaminophène 500 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral"
15801,2046245,PREVORA STAGE 1 (chlorhexidine acetate 10 % dental solution with sealant) CHX TECHNOLOGIES INC,chlorhexidine acetate 10 % dental solution with sealant,NA,9012938,Kit,,PREVORA STAGE 1 (acétate de chlorhexidine 10 % solution dentaire avec scellant) CHX TECHNOLOGIES INC,acétate de chlorhexidine 10 % solution dentaire avec scellant
1130,0036137,SOLU-MEDROL (methylprednisolone (methylprednisolone sodium succinate) 1 g per vial powder for solution for injection with diluent solution) PFIZER CANADA ULC,methylprednisolone (methylprednisolone sodium succinate) 1 g per vial powder for solution for injection with diluent solution,NA,9013008,Kit,,SOLU-MEDROL (méthylprednisolone (succinate sodique de méthylprednisolone) 1 g par fiole poudre pour solution injectable avec solution diluante) PFIZER CANADA ULC,méthylprednisolone (succinate sodique de méthylprednisolone) 1 g par fiole poudre pour solution injectable avec solution diluante
1132,0030678,SOLU-MEDROL (methylprednisolone (methylprednisolone sodium succinate) 500 mg per vial powder for solution for injection with diluent solution) PFIZER CANADA ULC,methylprednisolone (methylprednisolone sodium succinate) 500 mg per vial powder for solution for injection with diluent solution,NA,9013012,Kit,,SOLU-MEDROL (méthylprednisolone (succinate sodique de méthylprednisolone) 500 mg par fiole poudre pour solution injectable avec solution diluante) PFIZER CANADA ULC,méthylprednisolone (succinate sodique de méthylprednisolone) 500 mg par fiole poudre pour solution injectable avec solution diluante
85277,2367947,SOLU-MEDROL (methylprednisolone (methylprednisolone sodium succinate) 40 mg powder for solution for injection with diluent solution per vial) PFIZER CANADA ULC,methylprednisolone (methylprednisolone sodium succinate) 40 mg powder for solution for injection with diluent solution per vial,NA,9013011,Kit,,SOLU-MEDROL (méthylprednisolone (succinate sodique de méthylprednisolone) 40 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC,méthylprednisolone (succinate sodique de méthylprednisolone) 40 mg poudre pour solution injectable avec solution diluante par fiole
85278,2367955,SOLU-MEDROL (methylprednisolone (methylprednisolone sodium succinate) 125 mg powder for solution for injection with diluent solution per vial) PFIZER CANADA ULC,methylprednisolone (methylprednisolone sodium succinate) 125 mg powder for solution for injection with diluent solution per vial,NA,9013010,Kit,,SOLU-MEDROL (méthylprednisolone (succinate sodique de méthylprednisolone) 125 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC,méthylprednisolone (succinate sodique de méthylprednisolone) 125 mg poudre pour solution injectable avec solution diluante par fiole
85279,2367963,SOLU-MEDROL (methylprednisolone (methylprednisolone sodium succinate) 500 mg powder for solution for injection with diluent solution per vial) PFIZER CANADA ULC,methylprednisolone (methylprednisolone sodium succinate) 500 mg powder for solution for injection with diluent solution per vial,NA,9013013,Kit,,SOLU-MEDROL (méthylprednisolone (succinate sodique de méthylprednisolone) 500 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC,méthylprednisolone (succinate sodique de méthylprednisolone) 500 mg poudre pour solution injectable avec solution diluante par fiole
85280,2367971,SOLU-MEDROL (methylprednisolone (methylprednisolone sodium succinate) 1 g powder for solution for injection with diluent solution per vial) PFIZER CANADA ULC,methylprednisolone (methylprednisolone sodium succinate) 1 g powder for solution for injection with diluent solution per vial,NA,9013009,Kit,,SOLU-MEDROL (méthylprednisolone (succinate sodique de méthylprednisolone) 1 g poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC,méthylprednisolone (succinate sodique de méthylprednisolone) 1 g poudre pour solution injectable avec solution diluante par fiole
18786,2087286,ALKERAN (melphalan (melphalan hydrochloride) 50 mg per vial powder for solution for injection with diluent solution) ASPEN PHARMACARE CANADA INC.,melphalan (melphalan hydrochloride) 50 mg per vial powder for solution for injection with diluent solution,NA,9013005,Kit,,ALKERAN (melphalan (chlorhydrate de melphalan) 50 mg par fiole poudre pour solution injectable avec solution diluante) ASPEN PHARMACARE CANADA INC.,melphalan (chlorhydrate de melphalan) 50 mg par fiole poudre pour solution injectable avec solution diluante
96274,2473348,MELPHALAN FOR INJECTION (melphalan (melphalan hydrochloride) 50 mg per vial powder for solution for injection with diluent solution) MARCAN PHARMACEUTICALS INC,melphalan (melphalan hydrochloride) 50 mg per vial powder for solution for injection with diluent solution,NA,9013005,Kit,,MELPHALAN FOR INJECTION (melphalan (chlorhydrate de melphalan) 50 mg par fiole poudre pour solution injectable avec solution diluante) MARCAN PHARMACEUTICALS INC,melphalan (chlorhydrate de melphalan) 50 mg par fiole poudre pour solution injectable avec solution diluante
78412,2298813,EMEND TRI-PACK (aprepitant 80 mg oral capsule with aprepitant 125 mg oral capsule) MERCK CANADA INC,aprepitant 80 mg oral capsule with aprepitant 125 mg oral capsule,Comb,9012894,MAI Comp,,EMEND TRI-PACK (aprépitant 80 mg capsule orale avec aprépitant 125 mg capsule orale) MERCK CANADA INC,aprépitant 80 mg capsule orale avec aprépitant 125 mg capsule orale
93433,2448610,BYDUREON (exenatide 2 mg powder for prolonged-release suspension for injection with diluent solution per pen) ASTRAZENECA CANADA INC,exenatide 2 mg powder for prolonged-release suspension for injection with diluent solution per pen,NA,9012969,Kit,,BYDUREON (exénatide 2 mg poudre pour suspension injectable à libération prolongée avec solution diluante par stylo) ASTRAZENECA CANADA INC,exénatide 2 mg poudre pour suspension injectable à libération prolongée avec solution diluante par stylo
20105,2147440,ACTIVASE RT-PA (alteplase 100 mg per vial powder for solution for injection with diluent solution) HOFFMANN-LA ROCHE LIMITED,alteplase 100 mg per vial powder for solution for injection with diluent solution,NA,9012889,Kit,,ACTIVASE RT-PA (altéplase 100 mg par fiole poudre pour solution injectable avec solution diluante) HOFFMANN-LA ROCHE LIMITED,altéplase 100 mg par fiole poudre pour solution injectable avec solution diluante
43443,2225689,ACTIVASE RT-PA (alteplase 50 mg per vial powder for solution for injection with diluent solution) HOFFMANN-LA ROCHE LIMITED,alteplase 50 mg per vial powder for solution for injection with diluent solution,NA,9012890,Kit,,ACTIVASE RT-PA (altéplase 50 mg par fiole poudre pour solution injectable avec solution diluante) HOFFMANN-LA ROCHE LIMITED,altéplase 50 mg par fiole poudre pour solution injectable avec solution diluante
91864,2434318,OTEZLA (apremilast 10 mg oral tablet with apremilast 20 mg oral tablet with apremilast 30 mg oral tablet) CELGENE INC,apremilast 10 mg oral tablet with apremilast 20 mg oral tablet with apremilast 30 mg oral tablet,Comb,9012893,MAI Comp,,OTEZLA (apremilast 10 mg comprimé oral wtih apremilast 20 mg comprimé oral avec apremilast 30 mg comprimé oral) CELGENE INC,apremilast 10 mg comprimé oral avec apremilast 20 mg comprimé oral avec apremilast 30 mg comprimé oral
93642,2450283,BLINCYTO (blinatumomab 38.5 mcg per vial powder for solution for injection with solution stabilizer) AMGEN CANADA INC,blinatumomab 38.5 mcg per vial powder for solution for injection with solution stabilizer,NA,9012913,Kit,,"BLINCYTO (blinatumomab 38,5 mcg par fiole poudre pour solution injectable avec agent stabilisant de solution) AMGEN CANADA INC","blinatumomab 38,5 mcg par fiole poudre pour solution injectable avec agent stabilisant de solution"
85445,2369524,JEVTANA (cabazitaxel 60 mg per 1.5 mL solution for injection vial with diluent solution) SANOFI-AVENTIS CANADA INC,cabazitaxel 60 mg per 1.5 mL solution for injection vial with diluent solution,NA,9012926,Kit,,"JEVTANA (cabazitaxel 60 mg par 1,5 mL solution injectable fiole avec solution diluante) SANOFI-AVENTIS CANADA INC","cabazitaxel 60 mg par 1,5 mL solution injectable fiole avec solution diluante"
93100,2445727,REVESTIVE (teduglutide 5 mg per vial powder for solution for injection with diluent solution syringe) SHIRE PHARMACEUTICALS IRELAND LIMITED,teduglutide 5 mg per vial powder for solution for injection with diluent solution syringe,NA,9013023,Kit,,REVESTIVE (téduglutide 5 mg par fiole poudre pour solution injectable avec solution diluante seringue) SHIRE PHARMACEUTICALS IRELAND LIMITED,téduglutide 5 mg par fiole poudre pour solution injectable avec solution diluante seringue
20353,2215756,CAVERJECT STERILE POWDER (alprostadil 20 mcg per vial powder for solution for injection with diluent solution syringe) PFIZER CANADA ULC,alprostadil 20 mcg per vial powder for solution for injection with diluent solution syringe,NA,9012888,Kit,,CAVERJECT STERILE POWDER (alprostadil 20 mcg par fiole poudre pour solution injectable avec solution diluante seringue) PFIZER CANADA ULC,alprostadil 20 mcg par fiole poudre pour solution injectable avec solution diluante seringue
95983,2470780,APO-LANSOPRAZOLE-AMOXICILLIN-CLARITHROMYCIN (amoxicillin 500 mg oral capsule with clarithromycin 500 mg oral tablet with lansoprazole 30 mg gastro-resistant capsule) APOTEX INC,amoxicillin 500 mg oral capsule with clarithromycin 500 mg oral tablet with lansoprazole 30 mg gastro-resistant capsule,Comb,9012653,MAI Comp,,APO-LANSOPRAZOLE-AMOXICILLIN-CLARITHROMYCIN (amoxicilline 500 mg capsule orale avec clarithromycine 500 mg comprimé oral avec lansoprazole 30 mg capsule gastrorésistante) APOTEX INC,amoxicilline 500 mg capsule orale avec clarithromycine 500 mg comprimé oral avec lansoprazole 30 mg capsule gastrorésistante
31096,2133326,MIOCHOL E (acetylcholine chloride 20 mg per vial powder for solution for intraocular irrigation with diluent solution) BAUSCH & LOMB INC,acetylcholine chloride 20 mg per vial powder for solution for intraocular irrigation with diluent solution,NA,9013030,Kit,,MIOCHOL E (chlorure d'acétylcholine 20 mg par fiole poudre pour solution pour irrigation intraoculaire avec solution diluante) BAUSCH & LOMB INC,chlorure d'acétylcholine 20 mg par fiole poudre pour solution pour irrigation intraoculaire avec solution diluante
72488,2248156,GONAL-F (follitropin alfa 450 unit per vial powder for solution for injection with diluent solution syringe) EMD SERONO A DIVISION OF EMD INC CANADA,follitropin alfa 450 unit per vial powder for solution for injection with diluent solution syringe,NA,9013132,Kit,,GONAL-F (follitropine alfa 450 unité par fiole poudre pour solution injectable avec solution diluante seringue) EMD SERONO A DIVISION OF EMD INC CANADA,follitropine alfa 450 unité par fiole poudre pour solution injectable avec solution diluante seringue
72486,2248154,GONAL-F (follitropin alfa 75 unit per vial powder for solution for injection with diluent solution syringe) EMD SERONO A DIVISION OF EMD INC CANADA,follitropin alfa 75 unit per vial powder for solution for injection with diluent solution syringe,NA,9013133,Kit,,GONAL-F (follitropine alfa 75 unité par fiole poudre pour solution injectable avec solution diluante seringue) EMD SERONO A DIVISION OF EMD INC CANADA,follitropine alfa 75 unité par fiole poudre pour solution injectable avec solution diluante seringue
72489,2248157,GONAL-F (follitropin alfa 1050 unit per vial powder for solution for injection with diluent solution syringe) EMD SERONO A DIVISION OF EMD INC CANADA,follitropin alfa 1050 unit per vial powder for solution for injection with diluent solution syringe,NA,9013128,Kit,,GONAL-F (follitropine alfa 1050 unité par fiole poudre pour solution injectable avec solution diluante seringue) EMD SERONO A DIVISION OF EMD INC CANADA,follitropine alfa 1050 unité par fiole poudre pour solution injectable avec solution diluante seringue
2153,0297763,BICNU (carmustine 100 mg per vial powder for solution for injection with diluent solution) MARCAN PHARMACEUTICALS INC,carmustine 100 mg per vial powder for solution for injection with diluent solution,NA,9013038,Kit,,BICNU (carmustine 100 mg par fiole poudre pour solution injectable avec solution diluante) MARCAN PHARMACEUTICALS INC,carmustine 100 mg par fiole poudre pour solution injectable avec solution diluante
72060,2247766,CETROTIDE (cetrorelix (cetrorelix acetate) 0.25 mg per vial powder for solution for injection with diluent solution syringe) EMD SERONO A DIVISION OF EMD INC CANADA,cetrorelix (cetrorelix acetate) 0.25 mg per vial powder for solution for injection with diluent solution syringe,NA,9013042,Kit,,"CETROTIDE (cétrorélix (acétate de cétrorélix) 0,25 mg par fiole poudre pour solution injectable avec solution diluante seringue) EMD SERONO A DIVISION OF EMD INC CANADA","cétrorélix (acétate de cétrorélix) 0,25 mg par fiole poudre pour solution injectable avec solution diluante seringue"
71705,2247459,"CHORIONIC GONADOTROPIN FOR INJECTION, USP (chorionic gonadotropin 10000 unit per vial powder for solution for injection with diluent solution) FRESENIUS KABI CANADA LTD",chorionic gonadotropin 10000 unit per vial powder for solution for injection with diluent solution,NA,9013047,Kit,,"CHORIONIC GONADOTROPIN FOR INJECTION, USP (gonadotropine chorionique 10000 unité par fiole poudre pour solution injectable avec solution diluante) FRESENIUS KABI CANADA LTD",gonadotropine chorionique 10000 unité par fiole poudre pour solution injectable avec solution diluante
44257,2182904,PREGNYL (chorionic gonadotropin 10000 unit per vial powder for solution for injection with diluent solution) MERCK CANADA INC,chorionic gonadotropin 10000 unit per vial powder for solution for injection with diluent solution,NA,9013047,Kit,,PREGNYL (gonadotropine chorionique 10000 unité par fiole poudre pour solution injectable avec solution diluante) MERCK CANADA INC,gonadotropine chorionique 10000 unité par fiole poudre pour solution injectable avec solution diluante
82263,2337029,FIRMAGON (degarelix (degarelix acetate) 80 mg per vial powder for solution for injection with diluent solution syringe) FERRING INC,degarelix (degarelix acetate) 80 mg per vial powder for solution for injection with diluent solution syringe,NA,9013075,Kit,,FIRMAGON (dégarélix (acétate de dégarélix) 80 mg par fiole poudre pour solution injectable avec solution diluante seringue) FERRING INC,dégarélix (acétate de dégarélix) 80 mg par fiole poudre pour solution injectable avec solution diluante seringue
18990,2177080,TAXOTERE (docetaxel 80 mg per 2 mL solution for injection vial with diluent solution) SANOFI-AVENTIS CANADA INC,docetaxel 80 mg per 2 mL solution for injection vial with diluent solution,NA,9013081,Kit,,TAXOTERE (docétaxel 80 mg par 2 mL solution injectable fiole avec solution diluante) SANOFI-AVENTIS CANADA INC,docétaxel 80 mg par 2 mL solution injectable fiole avec solution diluante
93054,2445301,PERGOVERIS (follitropin alfa 150 unit per vial and lutropin alfa 75 unit per vial with diluent solution) EMD SERONO A DIVISION OF EMD INC CANADA,follitropin alfa 150 unit per vial and lutropin alfa 75 unit per vial with diluent solution,NA,9013129,Kit,,PERGOVERIS (follitropine alfa 150 unité par fiole et lutropine alfa 75 unité par fiole avec solution diluante) EMD SERONO A DIVISION OF EMD INC CANADA,follitropine alfa 150 unité par fiole et lutropine alfa 75 unité par fiole avec solution diluante
16274,2046210,LUTREPULSE PWS 0.8MG/VIAL (gonadorelin acetate 0.8 mg per vial powder for solution for injection with diluent solution) FERRING INC,gonadorelin acetate 0.8 mg per vial powder for solution for injection with diluent solution,NA,9013154,Kit,,"LUTREPULSE PWS 0.8MG/VIAL (acétate de gonadoréline 0,8 mg par fiole poudre pour solution injectable avec solution diluante) FERRING INC","acétate de gonadoréline 0,8 mg par fiole poudre pour solution injectable avec solution diluante"
