"ccdd_code","ccdd_formal_name","ccdd_type","policy_type","policy_reference","special_groupings_status","special_groupings_status_effective_time"
"9000017","hydrocodone 5 mg per 5 mL and phenyltoloxamine 10 mg per 5 mL oral suspension","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9000016","hydrocodone 5 mg and phenyltoloxamine 10 mg prolonged-release oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9006201","alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrin hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9002680","hydrocodone bitartrate 5 mg per 5 mL and phenylephrine hydrochloride 20 mg per 5 mL syrup","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9002679","hydrocodone bitartrate 1.7 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL syrup","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9006208","meperidine hydrochloride 10 mg per mL solution for injection 30 mL vial","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9006548","meperidine hydrochloride 50 mg per 1 mL solution for injection ampoule","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9000001","meperidine hydrochloride 50 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9006626","meperidine hydrochloride 75 mg per 1 mL solution for injection ampoule","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9006625","meperidine hydrochloride 100 mg per 1 mL solution for injection ampoule","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9006271","meperidine hydrochloride 100 mg per mL solution for injection 20 mL vial","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9001324","naloxone hydrochloride 5 mg and oxycodone hydrochloride 10 mg prolonged-release oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9001322","naloxone hydrochloride 10 mg and oxycodone hydrochloride 20 mg prolonged-release oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9001323","naloxone hydrochloride 20 mg and oxycodone hydrochloride 40 mg prolonged-release oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9001391","naloxone hydrochloride 2.5 mg and oxycodone hydrochloride 5 mg prolonged-release oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9000695","normethadone hydrochloride 10 mg per mL and p-hydroxyephedrine hydrochloride 20 mg per mL oral drops","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9000375","belladonna 15 mg and opium 65 mg suppository","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9000051","pentazocine (pentazocine hydrochloride) 50 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9006278","pentazocine (pentazocine lactate) 30 mg per 1 mL solution for injection ampoule","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9003646","brompheniramine maleate 2 mg per 5 mL and guaifenesin 100 mg per 5 mL and hydrocodone bitartrate 1.8 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9005008","tapentadol (tapentadol hydrochloride) 50 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9005009","tapentadol (tapentadol hydrochloride) 75 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9005007","tapentadol (tapentadol hydrochloride) 100 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9005496","tapentadol (tapentadol hydrochloride) 50 mg prolonged-release oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9005492","tapentadol (tapentadol hydrochloride) 100 mg prolonged-release oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9005493","tapentadol (tapentadol hydrochloride) 150 mg prolonged-release oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9005494","tapentadol (tapentadol hydrochloride) 200 mg prolonged-release oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"9005495","tapentadol (tapentadol hydrochloride) 250 mg prolonged-release oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000059","acetaminophen and oxycodone","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000349","acetaminophen and tramadol","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000372","buprenorphine and naloxone","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000069","codeine","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000127","fentanyl","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000285","methadone","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000045","oxycodone","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000369","tramadol","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000774","acetylsalicylic acid and oxycodone","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000775","buprenorphine","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000776","butorphanol","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000777","hydrocodone","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000778","hydrocodone and phenyltoloxamine","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000779","alcohol anhydrous and doxylamine and etafedrin and hydrocodone and sodium citrate","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000781","hydrocodone and phenylephrine","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000782","meperidine","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000783","naloxone and oxycodone","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000784","normethadone and p-hydroxyephedrine","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000785","belladonna and opium","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000786","pentazocine","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000780","brompheniramine and guaifenesin and hydrocodone and phenylephrine","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"8000789","tapentadol","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","active","20170919"
"00005606","RITALIN 10MG (methylphenidate hydrochloride 10 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","MP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00005614","RITALIN 20MG (methylphenidate hydrochloride 20 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","MP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00050024","CODEINE PHOSPHATE SYRUP (codeine phosphate 25 mg per 5 mL syrup) LABORATOIRE ATLAS INC","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00293490","ATASOL 8 (acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet) CHURCH & DWIGHT CANADA CORP","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00293504","ATASOL 15 (acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet) CHURCH & DWIGHT CANADA CORP","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00293512","ATASOL 30 (acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet) CHURCH & DWIGHT CANADA CORP","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00382825","RIVOTRIL 0.5TAB (clonazepam 0.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00382841","RIVOTRIL 2TAB (clonazepam 2 mg oral tablet) HOFFMANN-LA ROCHE LIMITED","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00362158","APO DIAZEPAM TAB 5MG (diazepam 5 mg oral tablet) APOTEX INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00380571","LINCTUS CODEINE BLANC (codeine phosphate 10 mg per 5 mL oral solution) LABORATOIRE ATLAS INC","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00013285","VALIUM 5 TAB (diazepam 5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00405329","APO DIAZEPAM TAB 2MG (diazepam 2 mg oral tablet) APOTEX INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00405337","APO DIAZEPAM TAB 10MG (diazepam 10 mg oral tablet) APOTEX INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00402680","APO OXAZEPAM TAB 10MG (oxazepam 10 mg oral tablet) APOTEX INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00402737","APO OXAZEPAM TAB 30MG (oxazepam 30 mg oral tablet) APOTEX INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00402745","APO OXAZEPAM TAB 15MG (oxazepam 15 mg oral tablet) APOTEX INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00392472","SUPEUDOL 20 (oxycodone hydrochloride 20 mg suppository) SANDOZ CANADA INCORPORATED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00392480","SUPEUDOL 10 (oxycodone hydrochloride 10 mg suppository) SANDOZ CANADA INCORPORATED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00399728","DIAZEPAM INJECTION USP (diazepam 20 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00497754","OXAZEPAM 10 TAB 10MG (oxazepam 10 mg oral tablet) PRO DOC LIMITEE","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00497762","OXAZEPAM 15 TAB 15MG (oxazepam 15 mg oral tablet) PRO DOC LIMITEE","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00497770","OXAZEPAM 30 TAB 30MG (oxazepam 30 mg oral tablet) PRO DOC LIMITEE","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00443948","SUPEUDOL 10 (oxycodone hydrochloride 10 mg oral tablet) SANDOZ CANADA INCORPORATED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00518123","LECTOPAM TAB 3MG (bromazepam 3 mg oral tablet) HOFFMANN-LA ROCHE LIMITED","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00518131","LECTOPAM TAB 6MG (bromazepam 6 mg oral tablet) HOFFMANN-LA ROCHE LIMITED","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00548359","XANAX (alprazolam 0.25 mg oral tablet) PFIZER CANADA INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00548367","XANAX TAB 0.5MG (alprazolam 0.5 mg oral tablet) PFIZER CANADA INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00521698","FLURAZEPAM (flurazepam hydrochloride 15 mg oral capsule) AA PHARMA INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00521701","FLURAZEPAM (flurazepam hydrochloride 30 mg oral capsule) AA PHARMA INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00544884","CODEINE PHOSPHATE INJECTION USP (codeine phosphate 30 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00578479","FLURAZEPAM 15 (flurazepam hydrochloride 15 mg oral capsule) PRO DOC LIMITEE","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00568406","RIVA OXAZEPAM (oxazepam 15 mg oral tablet) LABORATOIRE RIVA INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00568414","RIVA OXAZEPAM (oxazepam 30 mg oral tablet) LABORATOIRE RIVA INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00507407","DALMACOL (alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrin hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup) LABORATOIRE ATLAS INC","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00568392","RIVA OXAZEPAM (oxazepam 10 mg oral tablet) LABORATOIRE RIVA INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00604453","RESTORIL (temazepam 15 mg oral capsule) AA PHARMA INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00604461","RESTORIL (temazepam 30 mg oral capsule) AA PHARMA INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00608157","TEVA-OXYCODAN (acetylsalicylic acid 325 mg and oxycodone hydrochloride 5 mg oral tablet) TEVA CANADA LIMITED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00608165","TEVA-OXYCOCET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) TEVA CANADA LIMITED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00608882","TEVA-EMTEC-30 (acetaminophen 300 mg and codeine phosphate 30 mg oral tablet) TEVA CANADA LIMITED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00632775","RITALIN-SR TAB 20MG (methylphenidate hydrochloride 20 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","MP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00637742","TEVA-LORAZEPAM (lorazepam 1 mg oral tablet) TEVA CANADA LIMITED","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00637750","TEVA-LORAZEPAM (lorazepam 2 mg oral tablet) TEVA CANADA LIMITED","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00655740","APO-LORAZEPAM TAB 0.5MG (lorazepam 0.5 mg oral tablet) APOTEX INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00655759","APO-LORAZEPAM TAB 1MG (lorazepam 1 mg oral tablet) APOTEX INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00655767","APO-LORAZEPAM TAB 2MG (lorazepam 2 mg oral tablet) APOTEX INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00653276","RATIO-LENOLTEC NO 3 (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet) TEVA CANADA LIMITED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00593435","TEVA-CODEINE (codeine phosphate 15 mg oral tablet) TEVA CANADA LIMITED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00593451","TEVA-CODEINE (codeine phosphate 30 mg oral tablet) TEVA CANADA LIMITED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00655643","PRO-LORAZEPAM (lorazepam 0.5 mg oral tablet) PRO DOC LIMITEE","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00655651","PRO-LORAZEPAM TAB 1.0MG (lorazepam 1 mg oral tablet) PRO DOC LIMITEE","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00655678","PRO-LORAZEPAM TAB 2MG (lorazepam 2 mg oral tablet) PRO DOC LIMITEE","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00653233","RATIO-LENOLTEC NO 1 (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) TEVA CANADA LIMITED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00653241","RATIO-LENOLTEC NO 2 (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet) TEVA CANADA LIMITED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00621463","RATIO-LENOLTEC NO 4 (acetaminophen 300 mg and codeine phosphate 60 mg oral tablet) TEVA CANADA LIMITED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00640409","MEPERIDINE HYDROCHLORIDE INJECTION USP (meperidine hydrochloride 10 mg per mL solution for injection 30 mL vial) ICU MEDICAL CANADA INC","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00711101","TEVA-LORAZEPAM (lorazepam 0.5 mg oral tablet) TEVA CANADA LIMITED","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00706221","ACETAMINOPHEN 325 MG WITH 15 MG CAFFEINE AND 8 MG CODEINE PHOSPHATE (acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) VITA HEALTH PRODUCTS INC","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00725765","MEPERIDINE HYDROCHLORIDE INJECTION USP (meperidine hydrochloride 50 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00728187","PMS-LORAZEPAM TAB 0.5MG (lorazepam 0.5 mg oral tablet) PHARMASCIENCE INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00728195","PMS-LORAZEPAM TAB 1MG (lorazepam 1 mg oral tablet) PHARMASCIENCE INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00728209","PMS-LORAZEPAM TAB 2MG (lorazepam 2 mg oral tablet) PHARMASCIENCE INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00789828","TRIATEC-30 (acetaminophen 300 mg and codeine phosphate 30 mg oral tablet) LABORATOIRE RIVA INC","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00584991","PMS-METHYLPHENIDATE (methylphenidate hydrochloride 10 mg oral tablet) PHARMASCIENCE INC","MP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00585009","PMS-METHYLPHENIDATE (methylphenidate hydrochloride 20 mg oral tablet) PHARMASCIENCE INC","MP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00789739","SUPEUDOL 5 (oxycodone hydrochloride 5 mg oral tablet) SANDOZ CANADA INCORPORATED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00865397","APO-ALPRAZ (alprazolam 0.25 mg oral tablet) APOTEX INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00865400","APO-ALPRAZ (alprazolam 0.5 mg oral tablet) APOTEX INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"01901869","SANDOZ OPIUM & BELLADONNA (belladonna 15 mg and opium 65 mg suppository) SANDOZ CANADA INCORPORATED","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00816027","PMS-ACETAMINOPHEN W CODEINE ELIXIR (acetaminophen 160 mg per 5 mL and codeine phosphate 8 mg per 5 mL oral solution) PHARMASCIENCE INC","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"01908189","ALPRAZOLAM-0.25 (alprazolam 0.25 mg oral tablet) PRO DOC LIMITEE","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"01908170","ALPRAZOLAM-0.5 (alprazolam 0.5 mg oral tablet) PRO DOC LIMITEE","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00852163","TRIATEC-8 (acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) LABORATOIRE RIVA INC","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"01913484","TEVA-ALPRAZOLAM (alprazolam 0.25 mg oral tablet) TEVA CANADA LIMITED","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"01913492","TEVA-ALPRAZOLAM (alprazolam 0.5 mg oral tablet) TEVA CANADA LIMITED","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"01916971","TUSSIONEX (hydrocodone 5 mg per 5 mL and phenyltoloxamine 10 mg per 5 mL oral suspension) SANOFI-AVENTIS CANADA INC","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00891797","PMS-DIAZEPAM SOLUTION 1MG/ML (diazepam 1 mg per mL oral solution) PHARMASCIENCE INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00723770","XANAX TAB 1MG (alprazolam 1 mg oral tablet) PFIZER CANADA INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"00813958","XANAX TS (alprazolam 2 mg oral tablet) PFIZER CANADA INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"02048728","PMS-CLONAZEPAM TAB 1.0MG (clonazepam 1 mg oral tablet) PHARMASCIENCE INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"02048701","PMS-CLONAZEPAM TAB 0.5MG (clonazepam 0.5 mg oral tablet) PHARMASCIENCE INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"02048736","PMS-CLONAZEPAM TAB 2MG (clonazepam 2 mg oral tablet) PHARMASCIENCE INC","MP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"02028174","ACETAMINOPHEN, CAFFEINE & CODEINE (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMASCIENCE INC","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"02025337","ACETAMINOPHEN, CAFFEINE & CODEINE (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMASCIENCE INC","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"01924567","DEXEDRINE SPANSULE SRC 15MG (dextroamphetamine sulfate 15 mg prolonged-release oral capsule) PALADIN LABS INC","MP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"01924559","DEXEDRINE SPANSULE SRC 10MG (dextroamphetamine sulfate 10 mg prolonged-release oral capsule) PALADIN LABS INC","MP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"01924516","DEXEDRINE TABLETS (5MG) (dextroamphetamine sulfate 5 mg oral tablet) PALADIN LABS INC","MP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
