"ccdd","tm_code","tm_formal_name","n_dins","n_ntps","status","tm_status_effective_time","en_display","fr_display"
FALSE,NA,"tolnaftate",15,7,"active",1965-12-31,NA,NA
FALSE,NA,"ephedrine sulfate",2,1,"active",1966-12-31,NA,NA
FALSE,NA,"flecainide acetate",6,1,"active",1966-12-31,NA,NA
FALSE,NA,"mefenamic acid",4,1,"active",1966-12-31,NA,NA
FALSE,NA,"chlorpheniramine maleate",4,2,"active",1967-12-31,NA,NA
FALSE,NA,"chlorpromazine (chlorpromazine hydrochloride)",3,1,"active",1967-12-31,NA,NA
FALSE,NA,"isoniazid and pyridoxine hydrochloride",1,1,"inactive",1967-12-31,NA,NA
FALSE,NA,"carbon monoxide and neon and nitrogen and oxygen",2,1,"active",1968-12-31,NA,NA
FALSE,NA,"chloroquine diphosphate",1,1,"active",1968-12-31,NA,NA
FALSE,NA,"clioquinol and flumethasone pivalate",2,2,"active",1968-12-31,NA,NA
FALSE,NA,"dextran and dextrose",1,1,"active",1968-12-31,NA,NA
FALSE,NA,"dextran and sodium chloride",1,1,"active",1968-12-31,NA,NA
FALSE,NA,"ergoloid mesylates",1,1,"active",1968-12-31,NA,NA
FALSE,NA,"ethacrynic acid (ethacrynate sodium)",1,1,"active",1968-12-31,NA,NA
FALSE,NA,"calcium chloride and magnesium chloride and potassium chloride and sodium chloride",3,3,"active",1969-12-31,NA,NA
FALSE,NA,"citric acid and magnesium oxide and sodium carbonate (anhydrous)",2,1,"active",1969-12-31,NA,NA
FALSE,NA,"hypromellose",7,1,"active",1969-12-31,NA,NA
FALSE,NA,"periciazine",4,2,"active",1969-12-31,NA,NA
FALSE,NA,"thiothixene",1,1,"inactive",1969-12-31,NA,NA
FALSE,NA,"acetylsalicylic acid and butalbital and caffeine and codeine",6,1,"active",1970-12-31,NA,NA
FALSE,NA,"acetylsalicylic acid and caffeine and codeine",7,1,"active",1970-12-31,NA,NA
FALSE,NA,"betamethasone (base) and gentamicin (gentamicin sulfate)",2,2,"active",1970-12-31,NA,NA
FALSE,NA,"chloroxylenol and coal tar and menthol",5,1,"active",1970-12-31,NA,NA
FALSE,NA,"doxepin (doxepin hydrochloride)",16,2,"active",1970-12-31,NA,NA
FALSE,NA,"methylprednisolone (methylprednisolone sodium succinate)",10,2,"active",1970-12-31,NA,NA
FALSE,NA,"naphazoline hydrochloride",7,1,"active",1970-12-31,NA,NA
FALSE,NA,"octinoxate and oxybenzone",50,9,"active",1970-12-31,NA,NA
FALSE,NA,"procarbazine (procarbazine hydrochloride)",1,1,"active",1970-12-31,NA,NA
FALSE,NA,"acetylsalicylic acid and butalbital and caffeine",6,2,"active",1971-12-31,NA,NA
FALSE,NA,"chlorobutanol and dichlorobenzene and oil of turpentine and peanut oil",1,1,"active",1971-12-31,NA,NA
FALSE,NA,"daunorubicin (daunorubicin hydrochloride)",2,1,"active",1971-12-31,NA,NA
FALSE,NA,"imipramine hydrochloride",10,1,"active",1971-12-31,NA,NA
FALSE,NA,"chlorhexidine",46,10,"active",1972-12-31,NA,NA
FALSE,NA,"cyclopentolate",5,1,"active",1972-12-31,NA,NA
FALSE,NA,"danazol",3,1,"active",1972-12-31,NA,NA
FALSE,NA,"ethambutol hydrochloride",2,1,"active",1972-12-31,NA,NA
FALSE,NA,"fluorometholone",2,1,"active",1972-12-31,NA,NA
FALSE,NA,"isoniazid",9,4,"active",1972-12-31,NA,NA
FALSE,NA,"ketamine (ketamine hydrochloride)",4,1,"active",1972-12-31,NA,NA
FALSE,NA,"magnesium hydroxide and mineral oil",1,1,"active",1972-12-31,NA,NA
FALSE,NA,"trometamol",1,1,"active",1972-12-31,NA,NA
FALSE,NA,"amylase and lipase and protease",12,4,"active",1973-12-31,NA,NA
FALSE,NA,"arginine hydrochloride",1,1,"active",1973-12-31,NA,NA
FALSE,NA,"clomipramine hydrochloride",3,1,"active",1973-12-31,NA,NA
FALSE,NA,"coal tar and salicylic acid and triclosan",1,1,"active",1973-12-31,NA,NA
FALSE,NA,"cortisone acetate",1,1,"active",1973-12-31,NA,NA
FALSE,NA,"lidocaine hydrochloride and methylprednisolone acetate",1,1,"active",1973-12-31,NA,NA
FALSE,NA,"phenazopyridine hydrochloride",4,1,"inactive",1973-12-31,NA,NA
FALSE,NA,"pyrantel (pyrantel pamoate)",8,3,"active",1973-12-31,NA,NA
FALSE,NA,"pyrazinamide",2,1,"active",1973-12-31,NA,NA
FALSE,NA,"tetracosactide (tetracosactide zinc hydroxide)",1,1,"active",1973-12-31,NA,NA
FALSE,NA,"triclosan",72,5,"active",1973-12-31,NA,NA
FALSE,NA,"alanine and arginine and glycine and histidine and isoleucine and leucine and l-lysine (l-lysine hydrochloride) and magnesium chloride and methionine and phenylalanine and potassium phosphate dibasic and proline and sodium acetate and sodium chloride and threonine and tryptophan and tyrosine and valine",1,1,"active",1974-12-31,NA,NA
FALSE,NA,"chlorpropamide",2,1,"active",1974-12-31,NA,NA
FALSE,NA,"colistin (colistimethate sodium)",3,1,"active",1974-12-31,NA,NA
FALSE,NA,"dicyclomine hydrochloride",9,4,"active",1974-12-31,NA,NA
FALSE,NA,"dinoprost (dinoprost tromethamine)",1,1,"active",1974-12-31,NA,NA
FALSE,NA,"metolazone",1,1,"active",1974-12-31,NA,NA
FALSE,NA,"miconazole nitrate",14,5,"active",1974-12-31,NA,NA
FALSE,NA,"prednisolone and sulfacetamide sodium",4,2,"active",1974-12-31,NA,NA
FALSE,NA,"silver sulfadiazine",1,1,"active",1974-12-31,NA,NA
FALSE,NA,"sodium bicarbonate",13,3,"active",1974-12-31,NA,NA
FALSE,NA,"tetracosactide",1,1,"active",1974-12-31,NA,NA
FALSE,NA,"pizotifen (pizotifen malate)",2,1,"active",1975-01-01,NA,NA
FALSE,NA,"benzylpenicilloyl-polylysine",1,1,"active",1975-12-31,NA,NA
FALSE,NA,"carmustine",1,1,"active",1975-12-31,NA,NA
FALSE,NA,"cloxacillin (cloxacillin sodium)",6,2,"active",1975-12-31,NA,NA
FALSE,NA,"coal tar",10,6,"active",1975-12-31,NA,NA
FALSE,NA,"docusate sodium and sennosides (senna)",1,1,"active",1975-12-31,NA,NA
FALSE,NA,"fluorouracil",4,2,"active",1975-12-31,NA,NA
FALSE,NA,"hydrocortisone and zinc sulfate",12,2,"active",1975-12-31,NA,NA
FALSE,NA,"magnesium sulfate",4,1,"active",1975-12-31,NA,NA
FALSE,NA,"pimozide",6,1,"active",1975-12-31,NA,NA
FALSE,NA,"purified protein derivative of tuberculin",1,1,"active",1975-12-31,NA,NA
FALSE,NA,"tolbutamide",1,1,"active",1975-12-31,NA,NA
FALSE,NA,"trifluoperazine (trifluoperazine hydrochloride)",5,1,"active",1975-12-31,NA,NA
FALSE,NA,"chlorthalidone",2,1,"active",1976-12-31,NA,NA
FALSE,NA,"hyoscine butylbromide",3,2,"active",1976-12-31,NA,NA
FALSE,NA,"lomustine",3,1,"active",1976-12-31,NA,NA
FALSE,NA,"methyldopa",3,1,"active",1976-12-31,NA,NA
FALSE,NA,"oxtriphylline",4,2,"inactive",1976-12-31,NA,NA
FALSE,NA,"perphenazine",9,2,"active",1976-12-31,NA,NA
FALSE,NA,"benserazide (benserazide hydrochloride) and levodopa",3,1,"active",1977-12-31,NA,NA
FALSE,NA,"camphor and eucalyptol and guaiacol and guaiacol carbonate",2,1,"active",1977-12-31,NA,NA
FALSE,NA,"corbadrine (corbadrine hydrochloride) and mepivacaine hydrochloride",3,1,"active",1977-12-31,NA,NA
FALSE,NA,"cytarabine",8,2,"active",1977-12-31,NA,NA
FALSE,NA,"dinoprostone",5,4,"active",1977-12-31,NA,NA
FALSE,NA,"epinephrine and prilocaine hydrochloride",2,1,"active",1977-12-31,NA,NA
FALSE,NA,"fluphenazine hydrochloride",7,1,"active",1977-12-31,NA,NA
FALSE,NA,"iodine and sodium iodide",1,1,"active",1977-12-31,NA,NA
FALSE,NA,"iodine (ethiodized oil)",1,1,"active",1977-12-31,NA,NA
FALSE,NA,"mepivacaine hydrochloride",7,1,"active",1977-12-31,NA,NA
FALSE,NA,"primidone",2,1,"active",1977-12-31,NA,NA
FALSE,NA,"rifampin",4,1,"active",1977-12-31,NA,NA
FALSE,NA,"sulfisoxazole",1,1,"inactive",1977-12-31,NA,NA
FALSE,NA,"diatrizoate meglumine and diatrizoate sodium",1,1,"active",1978-12-30,NA,NA
FALSE,NA,"alcohol anhydrous",1,1,"active",1978-12-31,NA,NA
FALSE,NA,"benzocaine and tetracaine hydrochloride",6,4,"active",1978-12-31,NA,NA
FALSE,NA,"bismuth subgallate",1,1,"active",1978-12-31,NA,NA
FALSE,NA,"dextromethorphan hydrobromide and guaifenesin and pheniramine maleate and phenylephrine",1,1,"inactive",1978-12-31,NA,NA
FALSE,NA,"dextrose and potassium chloride and sodium chloride",27,1,"active",1978-12-31,NA,NA
FALSE,NA,"hydrocortisone and pramoxine hydrochloride and zinc sulfate",5,2,"active",1978-12-31,NA,NA
FALSE,NA,"pindolol",14,1,"active",1978-12-31,NA,NA
FALSE,NA,"pneumococcal polysaccharide serotype 1 and pneumococcal polysaccharide serotype 10a and pneumococcal polysaccharide serotype 11a and pneumococcal polysaccharide serotype 12f and pneumococcal polysaccharide serotype 14 and pneumococcal polysaccharide serotype 15b and pneumococcal polysaccharide serotype 17f and pneumococcal polysaccharide serotype 18c and pneumococcal polysaccharide serotype 19a and pneumococcal polysaccharide serotype 19f and pneumococcal polysaccharide serotype 2 and pneumococcal polysaccharide serotype 20 and pneumococcal polysaccharide serotype 22f and pneumococcal polysaccharide serotype 23f and pneumococcal polysaccharide serotype 3 and pneumococcal polysaccharide serotype 33f and pneumococcal polysaccharide serotype 4 and pneumococcal polysaccharide serotype 5 and pneumococcal polysaccharide serotype 6b and pneumococcal polysaccharide serotype 7f and pneumococcal polysaccharide serotype 8 and pneumococcal polysaccharide serotype 9n and pneumococcal polysaccharide serotype 9v",1,1,"active",1978-12-31,NA,NA
FALSE,NA,"sulfamethoxazole",1,1,"inactive",1978-12-31,NA,NA
FALSE,NA,"sulfasalazine",5,2,"active",1978-12-31,NA,NA
FALSE,NA,"sulfinpyrazone",1,1,"active",1978-12-31,NA,NA
FALSE,NA,"tretinoin",15,3,"active",1978-12-31,NA,NA
FALSE,NA,"vitamin B12",8,1,"active",1978-12-31,NA,NA
FALSE,NA,"yellow fever vaccine",1,1,"active",1978-12-31,NA,NA
FALSE,NA,"antipyrine and sodium salicylate",1,1,"active",1979-12-31,NA,NA
FALSE,NA,"calcium polystyrene sulfonate",1,1,"active",1979-12-31,NA,NA
FALSE,NA,"dexpanthenol and nicotinamide and pyridoxine hydrochloride and thiamine hydrochloride and vitamin B12 and vitamin B2 (riboflavin 5'-phosphate sodium)",1,1,"active",1979-12-31,NA,NA
FALSE,NA,"dextromethorphan hydrobromide",25,5,"active",1979-12-31,NA,NA
FALSE,NA,"dextrose and potassium chloride",8,1,"active",1979-12-31,NA,NA
FALSE,NA,"diphenhydramine hydrochloride",83,10,"active",1979-12-31,NA,NA
FALSE,NA,"ethinyl estradiol and ethynodiol diacetate",2,1,"active",1979-12-31,NA,NA
FALSE,NA,"fluocinolone acetonide",8,6,"active",1979-12-31,NA,NA
FALSE,NA,"glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine and l-lysine (l-lysine acetate) and l-phenylalanine and l-proline and l-threonine and l-tyrosine and l-valine and methionine and serine and tryptophan",1,1,"active",1979-12-31,NA,NA
FALSE,NA,"guaifenesin",19,4,"active",1979-12-31,NA,NA
FALSE,NA,"hydrocortisone and pramoxine hydrochloride",3,3,"active",1979-12-31,NA,NA
FALSE,NA,"hydroxocobalamin",2,2,"active",1979-12-31,NA,NA
FALSE,NA,"hydroxyurea",3,1,"active",1979-12-31,NA,NA
FALSE,NA,"measles virus vaccine live attenuated and mumps virus vaccine live attenuated (jeryl lynn strain) and rubella virus vaccine live attenuated (wistar ra27/3 strain)",1,1,"active",1979-12-31,NA,NA
FALSE,NA,"metronidazole and nystatin",1,1,"active",1979-12-31,NA,NA
FALSE,NA,"mitotane",1,1,"active",1979-12-31,NA,NA
FALSE,NA,"modified ragweed tyrosine adsorbate",1,1,"active",1979-12-31,NA,NA
FALSE,NA,"nicotinamide",1,1,"active",1979-12-31,NA,NA
FALSE,NA,"nicotinic acid",4,2,"active",1979-12-31,NA,NA
FALSE,NA,"patent blue sodium",1,1,"active",1979-12-31,NA,NA
FALSE,NA,"phenylephrine",11,5,"active",1979-12-31,NA,NA
FALSE,NA,"piperazine",1,1,"active",1979-12-31,NA,NA
FALSE,NA,"pyridoxine hydrochloride",3,1,"active",1979-12-31,NA,NA
FALSE,NA,"theophylline",13,3,"active",1979-12-31,NA,NA
FALSE,NA,"thiamine hydrochloride",4,1,"active",1979-12-31,NA,NA
FALSE,NA,"vitamin B2 (riboflavin 5'-phosphate sodium)",1,1,"active",1979-12-31,NA,NA
FALSE,NA,"benzocaine and methyl heptyl colamino formylmethyl pyridinium chl",1,1,"active",1980-11-04,NA,NA
FALSE,NA,"alfacalcidol",4,3,"active",1980-12-31,NA,NA
FALSE,NA,"arginine and glycine and histidine and isoleucine and l-alanine and leucine and l-lysine hydrochloride and methionine and phenylalanine and proline and threonine and tryptophan and tyrosine and valine",1,1,"active",1980-12-31,NA,NA
FALSE,NA,"calcium chloride and magnesium chloride and potassium chloride and sodium acetate trihydrate and sodium chloride and sodium citrate dihydrate",1,1,"active",1980-12-31,NA,NA
FALSE,NA,"camphor and menthol and meradimate and padimate o and phenol",1,1,"active",1980-12-31,NA,NA
FALSE,NA,"carbachol",1,1,"active",1980-12-31,NA,NA
FALSE,NA,"cloxacillin sodium",7,4,"active",1980-12-31,NA,NA
FALSE,NA,"coal tar and salicylic acid",2,2,"active",1980-12-31,NA,NA
FALSE,NA,"dimethyl sulfoxide",2,1,"active",1980-12-31,NA,NA
FALSE,NA,"diphtheria toxoid adsorbed and tetanus toxoid adsorbed",1,1,"active",1980-12-31,NA,NA
FALSE,NA,"epinephrine and mepivacaine hydrochloride",1,1,"inactive",1980-12-31,NA,NA
FALSE,NA,"fluorescein sodium",6,4,"active",1980-12-31,NA,NA
FALSE,NA,"glycine",3,1,"active",1980-12-31,NA,NA
FALSE,NA,"mannitol and sorbitol",2,1,"active",1980-12-31,NA,NA
FALSE,NA,"minoxidil",8,4,"active",1980-12-31,NA,NA
FALSE,NA,"naphazoline hydrochloride and pheniramine maleate",5,1,"active",1980-12-31,NA,NA
FALSE,NA,"nitrazepam",6,1,"active",1980-12-31,NA,NA
FALSE,NA,"aminophylline",3,1,"active",1981-12-31,NA,NA
FALSE,NA,"ammonium chloride and codeine and diphenhydramine hydrochloride",3,2,"active",1981-12-31,NA,NA
FALSE,NA,"calamine and diphenhydramine hydrochloride",2,1,"active",1981-12-31,NA,NA
FALSE,NA,"calcium chloride",5,2,"active",1981-12-31,NA,NA
FALSE,NA,"calcium glycerophosphate and calcium levulinate",1,1,"active",1981-12-31,NA,NA
FALSE,NA,"cetrimonium bromide and lidocaine",1,1,"active",1981-12-31,NA,NA
FALSE,NA,"chlordiazepoxide hydrochloride",3,1,"active",1981-12-31,NA,NA
FALSE,NA,"cromolyn sodium",7,6,"active",1981-12-31,NA,NA
FALSE,NA,"ergonovine maleate",3,1,"active",1981-12-31,NA,NA
FALSE,NA,"guaifenesin and oxtriphylline",1,1,"active",1981-12-31,NA,NA
FALSE,NA,"oxytocin",2,1,"active",1981-12-31,NA,NA
FALSE,NA,"phenelzine (phenelzine sulfate)",1,1,"active",1981-12-31,NA,NA
FALSE,NA,"pyrithione zinc",81,4,"active",1981-12-31,NA,NA
FALSE,NA,"quinidine sulfate",1,1,"inactive",1981-12-31,NA,NA
FALSE,NA,"scopolamine hydrobromide",4,1,"active",1981-12-31,NA,NA
FALSE,NA,"sodium ascorbate",1,1,"active",1981-12-31,NA,NA
FALSE,NA,"tobramycin",17,6,"active",1981-12-31,NA,NA
FALSE,NA,"vitamin B12 (cyanocobalamin)",2,1,"inactive",1981-12-31,NA,NA
FALSE,NA,"vitamin K1",4,2,"active",1981-12-31,NA,NA
FALSE,NA,"acetaminophen and codeine and doxylamine",1,1,"active",1982-12-31,NA,NA
FALSE,NA,"acetazolamide",2,2,"active",1982-12-31,NA,NA
FALSE,NA,"aloe and benzoin and myroxylon balsamum and storax",1,1,"active",1982-12-31,NA,NA
FALSE,NA,"alprostadil",7,3,"active",1982-12-31,NA,NA
FALSE,NA,"benzocaine and cetylpyridinium chloride",1,1,"active",1982-12-31,NA,NA
FALSE,NA,"benzoyl peroxide",47,8,"active",1982-12-31,NA,NA
FALSE,NA,"calcium chloride and dextrose and glutathione disulfide and magnesium chloride and potassium chloride and sodium bicarbonate and sodium chloride and sodium phosphate dibasic",1,1,"active",1982-12-31,NA,NA
FALSE,NA,"cimetidine",22,1,"active",1982-12-31,NA,NA
FALSE,NA,"dipyridamole",9,2,"active",1982-12-31,NA,NA
FALSE,NA,"isosorbide dinitrate",5,2,"active",1982-12-31,NA,NA
FALSE,NA,"macrogol and propylene glycol",6,2,"active",1982-12-31,NA,NA
FALSE,NA,"mebendazole",1,1,"active",1982-12-31,NA,NA
FALSE,NA,"nabilone",13,1,"active",1982-12-31,NA,NA
FALSE,NA,"polyvinyl alcohol",4,1,"active",1982-12-31,NA,NA
FALSE,NA,"promethazine (promethazine hydrochloride)",1,1,"active",1982-12-31,NA,NA
FALSE,NA,"trihexyphenidyl hydrochloride",5,2,"active",1982-12-31,NA,NA
FALSE,NA,"amsacrine",1,1,"inactive",1983-12-31,NA,NA
FALSE,NA,"betamethasone (base) and salicylic acid",3,2,"active",1983-12-31,NA,NA
FALSE,NA,"bronopol and triclosan",1,1,"active",1983-12-31,NA,NA
FALSE,NA,"calcitonin (salmon synthetic)",1,1,"active",1983-12-31,NA,NA
FALSE,NA,"calcium chloride and magnesium chloride and potassium chloride and sodium acetate and sodium chloride",1,1,"active",1983-12-31,NA,NA
FALSE,NA,"cantharidin and podophyllin and salicylic acid",2,1,"active",1983-12-31,NA,NA
FALSE,NA,"chromic chloride and cupric chloride and manganese chloride and zinc chloride",1,1,"active",1983-12-31,NA,NA
FALSE,NA,"deoxycholic acid and NA",1,1,"inactive",1983-12-31,NA,NA
FALSE,NA,"dextromethorphan hydrobromide and pheniramine maleate and phenylephrine",3,2,"active",1983-12-31,NA,NA
FALSE,NA,"dextrose and lidocaine hydrochloride",3,1,"active",1983-12-31,NA,NA
FALSE,NA,"doxylamine and pyridoxine hydrochloride",1,1,"active",1983-12-31,NA,NA
FALSE,NA,"fluocinonide",10,3,"active",1983-12-31,NA,NA
FALSE,NA,"gramicidin and neomycin (neomycin sulfate) and nystatin and triamcinolone acetonide",4,2,"active",1983-12-31,NA,NA
FALSE,NA,"hydrochlorothiazide and pindolol",2,1,"active",1983-12-31,NA,NA
FALSE,NA,"insulin nph human dna origin",1,1,"active",1983-12-31,NA,NA
FALSE,NA,"insulin semi synthetic human",1,1,"active",1983-12-31,NA,NA
FALSE,NA,"isotretinoin",8,1,"active",1983-12-31,NA,NA
FALSE,NA,"mineral oil and urea",1,1,"active",1983-12-31,NA,NA
FALSE,NA,"nitrous oxide and oxygen",3,1,"active",1983-12-31,NA,NA
FALSE,NA,"prazosin (prazosin hydrochloride)",9,1,"active",1983-12-31,NA,NA
FALSE,NA,"promethazine hydrochloride",3,2,"active",1983-12-31,NA,NA
FALSE,NA,"tetracycline hydrochloride",2,2,"active",1983-12-31,NA,NA
FALSE,NA,"calcium gluconate and calcium saccharate",1,1,"active",1984-07-19,NA,NA
FALSE,NA,"ampicillin",4,2,"inactive",1984-12-31,NA,NA
FALSE,NA,"cetylpyridinium chloride",7,3,"active",1984-12-31,NA,NA
FALSE,NA,"cyclosporine",11,4,"active",1984-12-31,NA,NA
FALSE,NA,"diphtheria toxoid and inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney and inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1 and inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett and tetanus toxoid",1,1,"active",1984-12-31,NA,NA
FALSE,NA,"d-pantothenic acid (calcium d-pantothenate, riboflavin-5-phosphate) and nicotinamide and vitamin A and vitamin B1 (thiamine hydrochloride) and vitamin B2 (riboflavin-5-phosphate) and vitamin B6 (pyridoxine hydrochloride) and vitamin C and vitamin D and vitamin E (dl-alpha tocopheryl acetate)",1,1,"active",1984-12-31,NA,NA
FALSE,NA,"etoposide",5,2,"active",1984-12-31,NA,NA
FALSE,NA,"fusidate sodium",1,1,"active",1984-12-31,NA,NA
FALSE,NA,"heparin sodium",16,2,"active",1984-12-31,NA,NA
FALSE,NA,"histamine phosphate",2,1,"active",1984-12-31,NA,NA
FALSE,NA,"hydrochlorothiazide and methyldopa",2,1,"inactive",1984-12-31,NA,NA
FALSE,NA,"podophyllin",1,1,"active",1984-12-31,NA,NA
FALSE,NA,"potassium acetate",2,1,"active",1984-12-31,NA,NA
FALSE,NA,"potassium phosphate dibasic and potassium phosphate monobasic",2,1,"active",1984-12-31,NA,NA
FALSE,NA,"sodium chloride and sodium phosphate dibasic and sodium phosphate monobasic",1,1,"inactive",1984-12-31,NA,NA
FALSE,NA,"teniposide",1,1,"active",1984-12-31,NA,NA
FALSE,NA,"trolamine salicylate",10,1,"active",1984-12-31,NA,NA
FALSE,NA,"charcoal activated",12,2,"active",1985-12-31,NA,NA
FALSE,NA,"colestipol hydrochloride",3,2,"active",1985-12-31,NA,NA
FALSE,NA,"diazoxide",1,1,"active",1985-12-31,NA,NA
FALSE,NA,"leuprolide acetate",10,3,"active",1985-12-31,NA,NA
FALSE,NA,"levobunolol hydrochloride",7,1,"active",1985-12-31,NA,NA
FALSE,NA,"macrogol and potassium chloride and sodium bicarbonate and sodium chloride and sodium sulfate",2,1,"active",1985-12-31,NA,NA
FALSE,NA,"oxymetazoline hydrochloride",18,1,"active",1985-12-31,NA,NA
FALSE,NA,"phenylephrine and tropicamide",2,1,"inactive",1985-12-31,NA,NA
FALSE,NA,"pollen and non pollen",1,1,"active",1985-12-31,NA,NA
FALSE,NA,"procainamide hydrochloride",5,3,"active",1985-12-31,NA,NA
FALSE,NA,"sodium salicylate",1,1,"active",1985-12-31,NA,NA
FALSE,NA,"streptozocin",1,1,"active",1985-12-31,NA,NA
FALSE,NA,"acetaminophen and caffeine",6,1,"active",1986-12-31,NA,NA
FALSE,NA,"acetaminophen and chlorpheniramine maleate and pseudoephedrine hydrochloride",7,2,"active",1986-12-31,NA,NA
FALSE,NA,"acetaminophen and pseudoephedrine hydrochloride",21,2,"active",1986-12-31,NA,NA
FALSE,NA,"dextrose and dopamine hydrochloride",6,1,"active",1986-12-31,NA,NA
FALSE,NA,"docusate calcium",8,1,"active",1986-12-31,NA,NA
FALSE,NA,"lactulose",7,3,"active",1986-12-31,NA,NA
FALSE,NA,"methylene blue and naphazoline nitrate",1,1,"active",1986-12-31,NA,NA
FALSE,NA,"piroxicam",4,1,"active",1986-12-31,NA,NA
FALSE,NA,"polyethylene glycol 3350 and potassium chloride and sodium bicarbonate and sodium chloride and sodium sulfate",1,1,"active",1986-12-31,NA,NA
FALSE,NA,"sodium hypochlorite",3,2,"active",1986-12-31,NA,NA
FALSE,NA,"tryptophan",15,2,"active",1986-12-31,NA,NA
FALSE,NA,"vitamin E (dl-alpha tocopheryl acetate)",1,1,"active",1986-12-31,NA,NA
FALSE,NA,"albumin (human) and sodium chloride",1,1,"inactive",1987-12-31,NA,NA
FALSE,NA,"bacitracin and polymyxin b (polymyxin b sulfate)",4,1,"active",1987-12-31,NA,NA
FALSE,NA,"bismuth subsalicylate",17,4,"active",1987-12-31,NA,NA
FALSE,NA,"cilastatin (cilastatin sodium) and imipenem",6,1,"active",1987-12-31,NA,NA
FALSE,NA,"cyproterone",5,2,"active",1987-12-31,NA,NA
FALSE,NA,"doxylamine",1,1,"inactive",1987-12-31,NA,NA
FALSE,NA,"estrone",1,1,"active",1987-12-31,NA,NA
FALSE,NA,"flavoxate hydrochloride",2,1,"inactive",1987-12-31,NA,NA
FALSE,NA,"glutamic acid and glycine and histidine and l-alanine and l-arginine and l-aspartic acid and l-isoleucine and l-leucine and l-lysine (l-lysine acetate) and l-phenylalanine and l-proline and l-threonine and l-valine and methionine and n-acetyl-l-tyrosine and serine and tryptophan",1,1,"active",1987-12-31,NA,NA
FALSE,NA,"potassium phosphate monobasic",1,1,"active",1987-12-31,NA,NA
FALSE,NA,"sodium tetradecyl sulfate",2,1,"active",1987-12-31,NA,NA
FALSE,NA,"somatropin",25,2,"active",1987-12-31,NA,NA
FALSE,NA,"trifluridine",2,1,"active",1987-12-31,NA,NA
FALSE,NA,"trimipramine (trimipramine maleate)",5,2,"active",1987-12-31,NA,NA
FALSE,NA,"vitamin C",2,1,"active",1987-12-31,NA,NA
FALSE,NA,"loratadine",10,4,"active",1988-12-18,NA,NA
FALSE,NA,"acetic acid and calcium chloride and dextrose and magnesium chloride and potassium chloride and sodium chloride",100,1,"active",1988-12-31,NA,NA
FALSE,NA,"acetic acid and calcium chloride and dextrose and magnesium chloride and sodium chloride",14,1,"active",1988-12-31,NA,NA
FALSE,NA,"chlorpromazine hydrochloride",1,1,"active",1988-12-31,NA,NA
FALSE,NA,"nadolol",5,1,"active",1988-12-31,NA,NA
FALSE,NA,"neostigmine bromide",1,1,"inactive",1988-12-31,NA,NA
FALSE,NA,"nizatidine",9,1,"active",1988-12-31,NA,NA
FALSE,NA,"permethrin",4,3,"active",1988-12-31,NA,NA
FALSE,NA,"propafenone hydrochloride",10,1,"active",1988-12-31,NA,NA
FALSE,NA,"sulindac",4,1,"active",1988-12-31,NA,NA
FALSE,NA,"acetaminophen and phenylephrine",8,3,"active",1989-12-31,NA,NA
FALSE,NA,"acetic acid and dextrose and magnesium chloride and sodium chloride",1,1,"active",1989-12-31,NA,NA
FALSE,NA,"albumin",2,1,"inactive",1989-12-31,NA,NA
FALSE,NA,"aluminum hydroxide and dimethicone and magnesium hydroxide",3,1,"active",1989-12-31,NA,NA
FALSE,NA,"amiloride hydrochloride and hydrochlorothiazide",3,1,"active",1989-12-31,NA,NA
FALSE,NA,"calcium chloride and dextrose and magnesium chloride and sodium chloride and sodium lactate",10,1,"active",1989-12-31,NA,NA
FALSE,NA,"desmopressin acetate",12,3,"active",1989-12-31,NA,NA
FALSE,NA,"dextran 70 and hypromellose",2,1,"active",1989-12-31,NA,NA
FALSE,NA,"gentamicin (gentamicin sulfate)",12,6,"active",1989-12-31,NA,NA
FALSE,NA,"gramicidin and neomycin (neomycin sulfate) and polymyxin b (polymyxin b sulfate)",1,1,"inactive",1989-12-31,NA,NA
FALSE,NA,"insulin and insulin isophane human",1,1,"active",1989-12-31,NA,NA
FALSE,NA,"ketoprofen",10,4,"active",1989-12-31,NA,NA
FALSE,NA,"mineral oil and white petrolatum",1,1,"active",1989-12-31,NA,NA
FALSE,NA,"octreotide (octreotide acetate)",18,2,"active",1989-12-31,NA,NA
FALSE,NA,"potassium chloride and sodium chloride",5,1,"active",1989-12-31,NA,NA
FALSE,NA,"prochlorperazine",2,1,"active",1989-12-31,NA,NA
FALSE,NA,"prochlorperazine (prochlorperazine maleate)",4,1,"active",1989-12-31,NA,NA
FALSE,NA,"prochlorperazine (prochlorperazine mesylate)",1,1,"inactive",1989-12-31,NA,NA
FALSE,NA,"protamine sulfate",3,1,"active",1989-12-31,NA,NA
FALSE,NA,"tamoxifen (tamoxifen citrate)",5,1,"active",1989-12-31,NA,NA
FALSE,NA,"triazolam",1,1,"active",1989-12-31,NA,NA
FALSE,NA,"vancomycin (vancomycin hydrochloride)",33,2,"active",1989-12-31,NA,NA
FALSE,NA,"vitamin C (sodium ascorbate)",1,1,"active",1989-12-31,NA,NA
