"mp_code","mp_formal_name","Health_Canada_identifier","Health_Canada_product_name","Health_Canada_description"
"02322331","PMS-DONEPEZIL (donepezil hydrochloride (donepezil hydrochloride monohydrate) 5 mg oral tablet) PHARMASCIENCE INC","02322331","PMS-DONEPEZIL",""
"02322358","PMS-DONEPEZIL (donepezil hydrochloride (donepezil hydrochloride monohydrate) 10 mg oral tablet) PHARMASCIENCE INC","02322358","PMS-DONEPEZIL",""
"02328666","SANDOZ DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) SANDOZ CANADA INCORPORATED","02328666","SANDOZ DONEPEZIL",""
"02328682","SANDOZ DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) SANDOZ CANADA INCORPORATED","02328682","SANDOZ DONEPEZIL",""
"02340607","TEVA-DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) TEVA CANADA LIMITED","02340607","TEVA-DONEPEZIL",""
"02340615","TEVA-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) TEVA CANADA LIMITED","02340615","TEVA-DONEPEZIL",""
"02359472","MYLAN-DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) MYLAN PHARMACEUTICALS ULC","02359472","MYLAN-DONEPEZIL",""
"02359480","MYLAN-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) MYLAN PHARMACEUTICALS ULC","02359480","MYLAN-DONEPEZIL",""
"02362260","APO-DONEPEZIL (donepezil hydrochloride (donepezil hydrochloride monohydrate) 5 mg oral tablet) APOTEX INC","02362260","APO-DONEPEZIL","FILM-COATED"
"02362279","APO-DONEPEZIL (donepezil hydrochloride (donepezil hydrochloride monohydrate) 10 mg oral tablet) APOTEX INC","02362279","APO-DONEPEZIL","FILM-COATED"
"02367688","SANDOZ DONEPEZIL ODT (donepezil hydrochloride 5 mg orodispersible tablet) SANDOZ CANADA INCORPORATED","02367688","SANDOZ DONEPEZIL ODT",""
"02367696","SANDOZ DONEPEZIL ODT (donepezil hydrochloride 10 mg orodispersible tablet) SANDOZ CANADA INCORPORATED","02367696","SANDOZ DONEPEZIL ODT",""
"02381508","RAN-DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.","02381508","RAN-DONEPEZIL",""
"02381516","RAN-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.","02381516","RAN-DONEPEZIL",""
"02397595","ACT DONEPEZIL (donepezil hydrochloride (donepezil hydrochloride monohydrate) 5 mg oral tablet) ACTAVIS PHARMA COMPANY","02397595","ACT DONEPEZIL",""
"02397609","ACT DONEPEZIL (donepezil hydrochloride (donepezil hydrochloride monohydrate) 10 mg oral tablet) ACTAVIS PHARMA COMPANY","02397609","ACT DONEPEZIL",""
"02397617","ACT DONEPEZIL ODT (donepezil hydrochloride (donepezil hydrochloride monohydrate) 5 mg orodispersible tablet) ACTAVIS PHARMA COMPANY","02397617","ACT DONEPEZIL ODT",""
"02397625","ACT DONEPEZIL ODT (donepezil hydrochloride (donepezil hydrochloride monohydrate) 10 mg orodispersible tablet) ACTAVIS PHARMA COMPANY","02397625","ACT DONEPEZIL ODT",""
"02400561","AURO-DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) AURO PHARMA INC","02400561","AURO-DONEPEZIL",""
"02400588","AURO-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) AURO PHARMA INC","02400588","AURO-DONEPEZIL",""
"02402092","MAR-DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) MARCAN PHARMACEUTICALS INC","02402092","MAR-DONEPEZIL",""
"02402106","MAR-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) MARCAN PHARMACEUTICALS INC","02402106","MAR-DONEPEZIL",""
"02402645","DONEPEZIL HYDROCHLORIDE TABLETS (donepezil hydrochloride 5 mg oral tablet) ACCORD HEALTHCARE INC","02402645","DONEPEZIL HYDROCHLORIDE TABLETS",""
"02402653","DONEPEZIL HYDROCHLORIDE TABLETS (donepezil hydrochloride 10 mg oral tablet) ACCORD HEALTHCARE INC","02402653","DONEPEZIL HYDROCHLORIDE TABLETS",""
"02404419","JAMP-DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) JAMP PHARMA CORPORATION","02404419","JAMP-DONEPEZIL",""
"02404427","JAMP-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) JAMP PHARMA CORPORATION","02404427","JAMP-DONEPEZIL",""
"02412853","BIO-DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) BIOMED PHARMA","02412853","BIO-DONEPEZIL",""
"02412861","BIO-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) BIOMED PHARMA","02412861","BIO-DONEPEZIL",""
"02412918","RIVA-DONEPEZIL (donepezil hydrochloride (donepezil hydrochloride monohydrate) 5 mg oral tablet) LABORATOIRE RIVA INC","02412918","RIVA-DONEPEZIL",""
"02412934","RIVA-DONEPEZIL (donepezil hydrochloride (donepezil hydrochloride monohydrate) 10 mg oral tablet) LABORATOIRE RIVA INC","02412934","RIVA-DONEPEZIL",""
"02416417","DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) PRO DOC LIMITEE","02416417","DONEPEZIL",""
"02416425","DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) PRO DOC LIMITEE","02416425","DONEPEZIL",""
"02416948","JAMP-DONEPEZIL TABLETS (donepezil hydrochloride 5 mg oral tablet) JAMP PHARMA CORPORATION","02416948","JAMP-DONEPEZIL TABLETS",""
"02416956","JAMP-DONEPEZIL TABLETS (donepezil hydrochloride 10 mg oral tablet) JAMP PHARMA CORPORATION","02416956","JAMP-DONEPEZIL TABLETS",""
"02420597","DONEPEZIL (donepezil hydrochloride (donepezil hydrochloride monohydrate) 5 mg oral tablet) SIVEM PHARMACEUTICALS ULC","02420597","DONEPEZIL",""
"02420600","DONEPEZIL (donepezil hydrochloride (donepezil hydrochloride monohydrate) 10 mg oral tablet) SIVEM PHARMACEUTICALS ULC","02420600","DONEPEZIL",""
"02419866","ACCEL-DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) ACCEL PHARMA INC","02419866","ACCEL-DONEPEZIL",""
"02419874","ACCEL-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) ACCEL PHARMA INC","02419874","ACCEL-DONEPEZIL",""
"02426943","VAN-DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) VANC PHARMACEUTICALS INC","02426943","VAN-DONEPEZIL",""
"02426951","VAN-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) VANC PHARMACEUTICALS INC","02426951","VAN-DONEPEZIL",""
"02428482","SEPTA DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) SEPTA PHARMACEUTICALS INC","02428482","SEPTA DONEPEZIL",""
"02428490","SEPTA DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) SEPTA PHARMACEUTICALS INC","02428490","SEPTA DONEPEZIL",""
"02439557","NAT-DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) NATCO PHARMA (CANADA) INC","02439557","NAT-DONEPEZIL",""
"02439565","NAT-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) NATCO PHARMA (CANADA) INC","02439565","NAT-DONEPEZIL",""
"02240113","COSOPT (dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) PURDUE PHARMA","02240113","COSOPT",""
"02258692","COSOPT (dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) PURDUE PHARMA","02258692","COSOPT","PRESERVATIVE-FREE"
"02320525","TEVA-DORZOTIMOL (dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) TEVA CANADA LIMITED","02320525","TEVA-DORZOTIMOL",""
"02344351","SANDOZ DORZOLAMIDE/TIMOLOL (dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) SANDOZ CANADA INCORPORATED","02344351","SANDOZ DORZOLAMIDE/TIMOLOL",""
"02404389","ACT DORZOTIMOLOL (dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) ACTAVIS PHARMA COMPANY","02404389","ACT DORZOTIMOLOL",""
"02437686","MED-DORZOLAMIDE-TIMOLOL (dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) GENERIC MEDICAL PARTNERS INC","02437686","MED-DORZOLAMIDE-TIMOLOL",""
"02441659","RIVA-DORZOLAMIDE/TIMOLOL (dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) LABORATOIRE RIVA INC","02441659","RIVA-DORZOLAMIDE/TIMOLOL","DROPS"
"02442426","PMS-DORZOLAMIDE-TIMOLOL (dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) PHARMASCIENCE INC","02442426","PMS-DORZOLAMIDE-TIMOLOL",""
"02443090","MINT-DORZOLAMIDE/TIMOLOL (dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) MINT PHARMACEUTICALS INC","02443090","MINT-DORZOLAMIDE/TIMOLOL",""
"02451271","VAN-DORZOLAMIDE-TIMOLOL (dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) VANC PHARMACEUTICALS INC","02451271","VAN-DORZOLAMIDE-TIMOLOL",""
"02299615","APO-DORZO-TIMOP (dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) APOTEX INC","02299615","APO-DORZO-TIMOP",""
"01958100","CARDURA-1 TAB 1MG (doxazosin (doxazosin mesylate) 1 mg oral tablet) PFIZER CANADA INC","01958100","CARDURA-1 TAB 1MG",""
"01958097","CARDURA-2 TAB 2MG (doxazosin (doxazosin mesylate) 2 mg oral tablet) PFIZER CANADA INC","01958097","CARDURA-2 TAB 2MG",""
"01958119","CARDURA-4 TAB 4MG (doxazosin (doxazosin mesylate) 4 mg oral tablet) PFIZER CANADA INC","01958119","CARDURA-4 TAB 4MG",""
"02240588","APO-DOXAZOSIN (doxazosin (doxazosin mesylate) 1 mg oral tablet) APOTEX INC","02240588","APO-DOXAZOSIN",""
"02240589","APO-DOXAZOSIN (doxazosin (doxazosin mesylate) 2 mg oral tablet) APOTEX INC","02240589","APO-DOXAZOSIN",""
"02240590","APO-DOXAZOSIN (doxazosin (doxazosin mesylate) 4 mg oral tablet) APOTEX INC","02240590","APO-DOXAZOSIN",""
"02242728","TEVA-DOXAZOSIN (doxazosin (doxazosin mesylate) 1 mg oral tablet) TEVA CANADA LIMITED","02242728","TEVA-DOXAZOSIN",""
"02242729","TEVA-DOXAZOSIN (doxazosin (doxazosin mesylate) 2 mg oral tablet) TEVA CANADA LIMITED","02242729","TEVA-DOXAZOSIN",""
"02242730","TEVA-DOXAZOSIN (doxazosin (doxazosin mesylate) 4 mg oral tablet) TEVA CANADA LIMITED","02242730","TEVA-DOXAZOSIN",""
"02244527","PMS-DOXAZOSIN (doxazosin (doxazosin mesylate) 1 mg oral tablet) PHARMASCIENCE INC","02244527","PMS-DOXAZOSIN",""
"02244528","PMS-DOXAZOSIN (doxazosin (doxazosin mesylate) 2 mg oral tablet) PHARMASCIENCE INC","02244528","PMS-DOXAZOSIN",""
"02244529","PMS-DOXAZOSIN (doxazosin (doxazosin mesylate) 4 mg oral tablet) PHARMASCIENCE INC","02244529","PMS-DOXAZOSIN",""
"02246332","DOM-DOXAZOSIN (doxazosin (doxazosin mesylate) 1 mg oral tablet) DOMINION PHARMACAL","02246332","DOM-DOXAZOSIN",""
"02246333","DOM-DOXAZOSIN (doxazosin (doxazosin mesylate) 2 mg oral tablet) DOMINION PHARMACAL","02246333","DOM-DOXAZOSIN",""
"02246334","DOM-DOXAZOSIN (doxazosin (doxazosin mesylate) 4 mg oral tablet) DOMINION PHARMACAL","02246334","DOM-DOXAZOSIN",""
"00740713","APO-DOXY CAP 100MG (doxycycline (doxycycline hyclate) 100 mg oral capsule) APOTEX INC","00740713","APO-DOXY CAP 100MG",""
"00860751","DOXYCIN TAB 100MG (doxycycline (doxycycline hyclate) 100 mg oral tablet) LABORATOIRE RIVA INC","00860751","DOXYCIN TAB 100MG",""
"00725250","TEVA-DOXYCYCLINE (doxycycline (doxycycline hyclate) 100 mg oral capsule) TEVA CANADA LIMITED","00725250","TEVA-DOXYCYCLINE",""
"00874256","APO-DOXY TABS 100MG (doxycycline (doxycycline hyclate) 100 mg oral tablet) APOTEX INC","00874256","APO-DOXY TABS 100MG",""
"00887064","DOXYTAB 100MG (doxycycline (doxycycline hyclate) 100 mg oral tablet) PRO DOC LIMITEE","00887064","DOXYTAB 100MG",""
"02158574","TEVA-DOXYCYCLINE (doxycycline (doxycycline hyclate) 100 mg oral tablet) TEVA CANADA LIMITED","02158574","TEVA-DOXYCYCLINE",""
"02242473","ATRIDOX (doxycycline (doxycycline hyclate) 8.8 % periodontal gel) TOLMAR INC","02242473","ATRIDOX",""
"02247104","PERIOSTAT (doxycycline (doxycycline hyclate) 20 mg oral capsule) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","02247104","PERIOSTAT",""
"02351234","DOXYCYCLINE CAPSULES (doxycycline (doxycycline hyclate) 100 mg oral capsule) SANIS HEALTH INC","02351234","DOXYCYCLINE CAPSULES",""
"02351242","DOXYCYCLINE TABLETS (doxycycline (doxycycline hyclate) 100 mg oral tablet) SANIS HEALTH INC","02351242","DOXYCYCLINE TABLETS",""
"02375885","APPRILON (doxycycline (doxycycline monohydrate) 40 mg modified-release oral capsule) GALDERMA CANADA INC","02375885","APPRILON","MODIFIED RELEASE CAPSULE (40MG)"
"00817120","DOXYCIN CAP 100MG (doxycycline (doxycycline hyclate) 100 mg oral capsule) LABORATOIRE RIVA INC","00817120","DOXYCIN CAP 100MG",""
"02289466","PMS-DOXYCYCLINE (doxycycline (doxycycline hyclate) 100 mg oral tablet) PHARMASCIENCE INC","02289466","PMS-DOXYCYCLINE",""
"02289539","PMS-DOXYCYCLINE (doxycycline (doxycycline hyclate) 100 mg oral capsule) PHARMASCIENCE INC","02289539","PMS-DOXYCYCLINE",""
"02301482","CYMBALTA (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) ELI LILLY CANADA INC","02301482","CYMBALTA",""
"02301490","CYMBALTA (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) ELI LILLY CANADA INC","02301490","CYMBALTA",""
"02426633","MYLAN-DULOXETINE (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) MYLAN PHARMACEUTICALS ULC","02426633","MYLAN-DULOXETINE",""
"02426641","MYLAN-DULOXETINE (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) MYLAN PHARMACEUTICALS ULC","02426641","MYLAN-DULOXETINE",""
"02429446","PMS-DULOXETINE (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) PHARMASCIENCE INC","02429446","PMS-DULOXETINE",""
"02429454","PMS-DULOXETINE (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) PHARMASCIENCE INC","02429454","PMS-DULOXETINE",""
"02437082","DULOXETINE DR (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) TEVA CANADA LIMITED","02437082","DULOXETINE DR",""
"02436647","AURO-DULOXETINE (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) AURO PHARMA INC","02436647","AURO-DULOXETINE",""
"02436655","AURO-DULOXETINE (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) AURO PHARMA INC","02436655","AURO-DULOXETINE",""
"02437090","DULOXETINE DR (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) TEVA CANADA LIMITED","02437090","DULOXETINE DR",""
"02438259","RAN-DULOXETINE (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) RANBAXY PHARMACEUTICALS CANADA INC.","02438259","RAN-DULOXETINE",""
"02438267","RAN-DULOXETINE (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) RANBAXY PHARMACEUTICALS CANADA INC.","02438267","RAN-DULOXETINE",""
"02438984","MINT-DULOXETINE (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) MINT PHARMACEUTICALS INC","02438984","MINT-DULOXETINE",""
"02438992","MINT-DULOXETINE (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) MINT PHARMACEUTICALS INC","02438992","MINT-DULOXETINE",""
"02439948","SANDOZ DULOXETINE (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) SANDOZ CANADA INCORPORATED","02439948","SANDOZ DULOXETINE",""
"02439956","SANDOZ DULOXETINE (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) SANDOZ CANADA INCORPORATED","02439956","SANDOZ DULOXETINE",""
"02440423","APO-DULOXETINE (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) APOTEX INC","02440423","APO-DULOXETINE",""
"02440431","APO-DULOXETINE (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) APOTEX INC","02440431","APO-DULOXETINE",""
"02446081","MAR-DULOXETINE (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) MARCAN PHARMACEUTICALS INC","02446081","MAR-DULOXETINE",""
"02446103","MAR-DULOXETINE (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) MARCAN PHARMACEUTICALS INC","02446103","MAR-DULOXETINE",""
"02451077","RIVA-DULOXETINE (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) LABORATOIRE RIVA INC","02451077","RIVA-DULOXETINE",""
"02451085","RIVA-DULOXETINE (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) LABORATOIRE RIVA INC","02451085","RIVA-DULOXETINE",""
"02451913","JAMP-DULOXETINE (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) JAMP PHARMA CORPORATION","02451913","JAMP-DULOXETINE",""
"02451921","JAMP-DULOXETINE (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) JAMP PHARMA CORPORATION","02451921","JAMP-DULOXETINE",""
"02452650","DULOXETINE (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) PRO DOC LIMITEE","02452650","DULOXETINE",""
"02452669","DULOXETINE (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) PRO DOC LIMITEE","02452669","DULOXETINE",""
"02453630","DULOXETINE (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) SIVEM PHARMACEUTICALS ULC","02453630","DULOXETINE",""
"02453649","DULOXETINE (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) SIVEM PHARMACEUTICALS ULC","02453649","DULOXETINE",""
"02247813","AVODART (dutasteride 0.5 mg oral capsule) GLAXOSMITHKLINE INC","02247813","AVODART",""
"02393220","PMS-DUTASTERIDE (dutasteride 0.5 mg oral capsule) PHARMASCIENCE INC","02393220","PMS-DUTASTERIDE",""
"02404206","APO-DUTASTERIDE (dutasteride 0.5 mg oral capsule) APOTEX INC","02404206","APO-DUTASTERIDE",""
"02408287","TEVA-DUTASTERIDE (dutasteride 0.5 mg oral capsule) TEVA CANADA LIMITED","02408287","TEVA-DUTASTERIDE","SOFT GELATIN CAPSULE"
"02412691","ACT DUTASTERIDE (dutasteride 0.5 mg oral capsule) ACTAVIS PHARMA COMPANY","02412691","ACT DUTASTERIDE",""
"02416298","MED-DUTASTERIDE (dutasteride 0.5 mg oral capsule) GENERIC MEDICAL PARTNERS INC","02416298","MED-DUTASTERIDE",""
"02421712","DUTASTERIDE (dutasteride 0.5 mg oral capsule) PRO DOC LIMITEE","02421712","DUTASTERIDE",""
"02424444","SANDOZ DUTASTERIDE CAPSULE (dutasteride 0.5 mg oral capsule) SANDOZ CANADA INCORPORATED","02424444","SANDOZ DUTASTERIDE CAPSULE",""
"02427753","RIVA-DUTASTERIDE (dutasteride 0.5 mg oral capsule) LABORATOIRE RIVA INC","02427753","RIVA-DUTASTERIDE",""
"02428873","MINT-DUTASTERIDE (dutasteride 0.5 mg oral capsule) MINT PHARMACEUTICALS INC","02428873","MINT-DUTASTERIDE",""
"02429012","DUTASTERIDE (dutasteride 0.5 mg oral capsule) SIVEM PHARMACEUTICALS ULC","02429012","DUTASTERIDE",""
"02443058","DUTASTERIDE (dutasteride 0.5 mg oral capsule) SANIS HEALTH INC","02443058","DUTASTERIDE",""
"00262595","NOVO-RYTHRO ESTOLATE SUSPENSION (erythromycin (erythromycin estolate) 250 mg per 5 mL oral suspension) TEVA CANADA LIMITED","00262595","NOVO-RYTHRO ESTOLATE SUSPENSION",""
"00545678","ERYTHRO-S (erythromycin (erythromycin stearate) 250 mg oral tablet) AA PHARMA INC","00545678","ERYTHRO-S",""
"00607142","ERYC DELAYED-RELEASE CAPSULES (erythromycin 250 mg gastro-resistant capsule) PFIZER CANADA INC","00607142","ERYC DELAYED-RELEASE CAPSULES",""
"00682020","ERYTHRO-BASE (erythromycin 250 mg oral tablet) AA PHARMA INC","00682020","ERYTHRO-BASE",""
"00688568","ERYTHRO-S (erythromycin (erythromycin stearate) 500 mg oral tablet) AA PHARMA INC","00688568","ERYTHRO-S",""
"00682268","ERYTHROCIN I.V. (erythromycin (erythromycin lactobionate) 500 mg per vial powder for solution for injection) AMDIPHARM LIMITED","00682268","ERYTHROCIN I.V.",""
"00682276","ERYTHROCIN I.V. (erythromycin (erythromycin lactobionate) 1 g per vial powder for solution for injection) AMDIPHARM LIMITED","00682276","ERYTHROCIN I.V.",""
"00873454","ERYC DELAYED-RELEASE CAPSULES (erythromycin 333 mg gastro-resistant capsule) PFIZER CANADA INC","00873454","ERYC DELAYED-RELEASE CAPSULES",""
"01912755","PDP-ERYTHROMYCIN (erythromycin 5 mg per g ophthalmic ointment) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","01912755","PDP-ERYTHROMYCIN",""
"00641324","ODAN-ERYTHROMYCIN (erythromycin 5 mg per g ophthalmic ointment) ODAN LABORATORIES LTD","00641324","ODAN-ERYTHROMYCIN",""
"02326663","ONGUENT OPHTALMIQUE D'ERYTHROMYCINE USP (erythromycin 5 mg per g ophthalmic ointment) LABORATOIRES STERIGEN INC","02326663","ONGUENT OPHTALMIQUE D'ERYTHROMYCINE USP",""
"00021172","NOVO-RYTHRO ESTOLATE SUSPENSION (erythromycin (erythromycin estolate) 125 mg per 5 mL oral suspension) TEVA CANADA LIMITED","00021172","NOVO-RYTHRO ESTOLATE SUSPENSION",""
"00637416","ERYTHRO-ES (erythromycin (erythromycin ethylsuccinate) 600 mg oral tablet) AA PHARMA INC","00637416","ERYTHRO-ES",""
"02141574","ERYTHROMYCIN (erythromycin 5 mg per g ophthalmic ointment) EBERTH PHARMACEUTICALS INC","02141574","ERYTHROMYCIN",""
"02263238","CIPRALEX   -10MG (escitalopram (escitalopram oxalate) 10 mg oral tablet) LUNDBECK CANADA INC","02263238","CIPRALEX   -10MG",""
"02263254","CIPRALEX   -20MG (escitalopram (escitalopram oxalate) 20 mg oral tablet) LUNDBECK CANADA INC","02263254","CIPRALEX   -20MG",""
"02295016","APO-ESCITALOPRAM (escitalopram (escitalopram oxalate) 10 mg oral tablet) APOTEX INC","02295016","APO-ESCITALOPRAM",""
"02295024","APO-ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) APOTEX INC","02295024","APO-ESCITALOPRAM",""
"02303949","PMS-ESCITALOPRAM (escitalopram (escitalopram oxalate) 10 mg oral tablet) PHARMASCIENCE INC","02303949","PMS-ESCITALOPRAM",""
"02303965","PMS-ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) PHARMASCIENCE INC","02303965","PMS-ESCITALOPRAM",""
"02309467","MYLAN-ESCITALOPRAM (escitalopram (escitalopram oxalate) 10 mg oral tablet) MYLAN PHARMACEUTICALS ULC","02309467","MYLAN-ESCITALOPRAM",""
"02309475","MYLAN-ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) MYLAN PHARMACEUTICALS ULC","02309475","MYLAN-ESCITALOPRAM",""
"02313561","ACT ESCITALOPRAM (escitalopram (escitalopram oxalate) 10 mg oral tablet) ACTAVIS PHARMA COMPANY","02313561","ACT ESCITALOPRAM",""
"02313588","ACT ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) ACTAVIS PHARMA COMPANY","02313588","ACT ESCITALOPRAM",""
"02318180","TEVA-ESCITALOPRAM (escitalopram (escitalopram oxalate) 10 mg oral tablet) TEVA CANADA LIMITED","02318180","TEVA-ESCITALOPRAM",""
"02318202","TEVA-ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) TEVA CANADA LIMITED","02318202","TEVA-ESCITALOPRAM",""
"02364077","SANDOZ ESCITALOPRAM (escitalopram (escitalopram oxalate) 10 mg oral tablet) SANDOZ CANADA INCORPORATED","02364077","SANDOZ ESCITALOPRAM",""
"02364085","SANDOZ ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) SANDOZ CANADA INCORPORATED","02364085","SANDOZ ESCITALOPRAM",""
"02385481","RAN-ESCITALOPRAM (escitalopram (escitalopram oxalate) 10 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.","02385481","RAN-ESCITALOPRAM",""
"02385503","RAN-ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.","02385503","RAN-ESCITALOPRAM",""
"02391449","CIPRALEX MELTZ (escitalopram 10 mg orodispersible tablet) LUNDBECK CANADA INC","02391449","CIPRALEX MELTZ",""
"02391457","CIPRALEX MELTZ (escitalopram 20 mg orodispersible tablet) LUNDBECK CANADA INC","02391457","CIPRALEX MELTZ",""
"02397358","AURO-ESCITALOPRAM (escitalopram (escitalopram oxalate) 10 mg oral tablet) AURO PHARMA INC","02397358","AURO-ESCITALOPRAM",""
"02397374","AURO-ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) AURO PHARMA INC","02397374","AURO-ESCITALOPRAM",""
"02407418","MINT-ESCITALOPRAM (escitalopram (escitalopram oxalate) 10 mg oral tablet) MINT PHARMACEUTICALS INC","02407418","MINT-ESCITALOPRAM",""
"02407434","MINT-ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) MINT PHARMACEUTICALS INC","02407434","MINT-ESCITALOPRAM",""
"02423480","MAR-ESCITALOPRAM (escitalopram (escitalopram oxalate) 10 mg oral tablet) MARCAN PHARMACEUTICALS INC","02423480","MAR-ESCITALOPRAM",""
"02423502","MAR-ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) MARCAN PHARMACEUTICALS INC","02423502","MAR-ESCITALOPRAM",""
"02424401","ESCITALOPRAM (escitalopram (escitalopram oxalate) 10 mg oral tablet) PRO DOC LIMITEE","02424401","ESCITALOPRAM",""
"02424428","ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) PRO DOC LIMITEE","02424428","ESCITALOPRAM",""
"02426331","PRIVA-ESCITALOPRAM (escitalopram (escitalopram oxalate) 10 mg oral tablet) PHARMAPAR INC","02426331","PRIVA-ESCITALOPRAM",""
"02426358","PRIVA-ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) PHARMAPAR INC","02426358","PRIVA-ESCITALOPRAM",""
