"DRUG_IDENTIFICATION_NUMBER","formal_description_ntp","ntp_code","formal_description_tm","tm_code"
"02324504","carvedilol 3.125 mg oral tablet",9001762,"carvedilol",9000408
"02347512","carvedilol 3.125 mg oral tablet",9001762,"carvedilol",9000408
"02364913","carvedilol 3.125 mg oral tablet",9001762,"carvedilol",9000408
"02368897","carvedilol 3.125 mg oral tablet",9001762,"carvedilol",9000408
"02418495","carvedilol 3.125 mg oral tablet",9001762,"carvedilol",9000408
"02245915","carvedilol 6.25 mg oral tablet",9001763,"carvedilol",9000408
"02247934","carvedilol 6.25 mg oral tablet",9001763,"carvedilol",9000408
"02248749","carvedilol 6.25 mg oral tablet",9001763,"carvedilol",9000408
"02248753","carvedilol 6.25 mg oral tablet",9001763,"carvedilol",9000408
"02252317","carvedilol 6.25 mg oral tablet",9001763,"carvedilol",9000408
"02268035","carvedilol 6.25 mg oral tablet",9001763,"carvedilol",9000408
"02324512","carvedilol 6.25 mg oral tablet",9001763,"carvedilol",9000408
"02347520","carvedilol 6.25 mg oral tablet",9001763,"carvedilol",9000408
"02364921","carvedilol 6.25 mg oral tablet",9001763,"carvedilol",9000408
"02368900","carvedilol 6.25 mg oral tablet",9001763,"carvedilol",9000408
"02418509","carvedilol 6.25 mg oral tablet",9001763,"carvedilol",9000408
"02163659","cefprozil 250 mg oral tablet",9001798,"cefprozil",9000417
"02302179","cefprozil 250 mg oral tablet",9001798,"cefprozil",9000417
"02347245","cefprozil 250 mg oral tablet",9001798,"cefprozil",9000417
"02163667","cefprozil 500 mg oral tablet",9001801,"cefprozil",9000417
"02302187","cefprozil 500 mg oral tablet",9001801,"cefprozil",9000417
"02347253","cefprozil 500 mg oral tablet",9001801,"cefprozil",9000417
"02163675","cefprozil 125 mg per 5 ml powder for oral solution",NA,"cefprozil",9000417
"02163683","cefprozil 250 mg per 5 ml powder for oral solution",NA,"cefprozil",9000417
"02293943","cefprozil 125 mg per 5 ml powder for oral suspension",NA,"cefprozil",9000417
"02293951","cefprozil 250 mg per 5 ml powder for oral suspension",NA,"cefprozil",9000417
"02239941","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02288915","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02291975","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02321246","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02355442","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02412373","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02412497","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02418932","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02420058","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02420155","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02423278","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02424371","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02424533","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02425386","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02426366","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02426382","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02429675","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02435632","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02436299","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02442639","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02445670","celecoxib 100 mg oral capsule",9001822,"celecoxib",9000422
"02239942","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02288923","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02291983","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02321254","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02355450","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02399881","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02412381","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02412500","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02418940","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02420066","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02420163","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02424398","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02424541","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02425394","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02426374","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02426390","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02429683","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02435640","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02436302","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02442647","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02445689","celecoxib 200 mg oral capsule",9001823,"celecoxib",9000422
"02177811","cephalexin 125 mg per 5 ml oral suspension",NA,"cephalexin",9000423
"02177862","cephalexin 125 mg per 5 ml oral suspension",NA,"cephalexin",9000423
"02177838","cephalexin 250 mg per 5 ml oral suspension",NA,"cephalexin",9000423
"02177870","cephalexin 250 mg per 5 ml oral suspension",NA,"cephalexin",9000423
"02177846","cephalexin 250 mg oral tablet",9001832,"cephalexin",9000423
"02177781","cephalexin 250 mg oral tablet",9001832,"cephalexin",9000423
"00403628","cephalexin 250 mg oral tablet",9001832,"cephalexin",9000423
"00768723","cephalexin 250 mg oral tablet",9001832,"cephalexin",9000423
"00244392","cephalexin 500 mg oral tablet",9001835,"cephalexin",9000423
"02177854","cephalexin 500 mg oral tablet",9001835,"cephalexin",9000423
"02177803","cephalexin 500 mg oral tablet",9001835,"cephalexin",9000423
"00768715","cephalexin 500 mg oral tablet",9001835,"cephalexin",9000423
"00828866","cephalexin 500 mg oral tablet",9001835,"cephalexin",9000423
"00015547","cephalexin 125 mg per 5 ml powder for oral suspension",NA,"cephalexin",9000423
"00035645","cephalexin 250 mg per 5 ml powder for oral suspension",NA,"cephalexin",9000423
"02368064","cetirizine hydrochloride 10 mg oral capsule",9001838,"cetirizine",9000426
"02223554","cetirizine hydrochloride 10 mg oral tablet",9001839,"cetirizine",9000426
"02231603","cetirizine hydrochloride 10 mg oral tablet",9001839,"cetirizine",9000426
"02240265","cetirizine hydrochloride 10 mg oral tablet",9001839,"cetirizine",9000426
"02240266","cetirizine hydrochloride 10 mg oral tablet",9001839,"cetirizine",9000426
"02315955","cetirizine hydrochloride 10 mg oral tablet",9001839,"cetirizine",9000426
"02364689","cetirizine hydrochloride 10 mg oral tablet",9001839,"cetirizine",9000426
"02427133","cetirizine hydrochloride 10 mg oral tablet",9001839,"cetirizine",9000426
"02451778","cetirizine hydrochloride 10 mg oral tablet",9001839,"cetirizine",9000426
"01900978","cetirizine hydrochloride 20 mg oral tablet",9001841,"cetirizine",9000426
"02315963","cetirizine hydrochloride 20 mg oral tablet",9001841,"cetirizine",9000426
"02427141","cetirizine hydrochloride 20 mg oral tablet",9001841,"cetirizine",9000426
"02427192","cetirizine hydrochloride 20 mg oral tablet",9001841,"cetirizine",9000426
"02450526","cetirizine hydrochloride 20 mg oral tablet",9001841,"cetirizine",9000426
"02453363","cetirizine hydrochloride 20 mg oral tablet",9001841,"cetirizine",9000426
"02223546","cetirizine hydrochloride 5 mg oral tablet",9001843,"cetirizine",9000426
"02240910","cetirizine hydrochloride 5 mg oral tablet",9001843,"cetirizine",9000426
"02451751","cetirizine hydrochloride 5 mg oral tablet",9001843,"cetirizine",9000426
"02358352","cetirizine hydrochloride 10 mg orodispersible tablet",9001840,"cetirizine",9000426
"02238337","cetirizine hydrochloride 5 mg per 5 ml syrup",NA,"cetirizine",9000426
"02358018","chlorhexidine gluconate 2 % per w/v na",NA,"chlorhexidine",9000441
"01930079","chlorhexidine gluconate 2 % per % cutaneous gel",9001913,"chlorhexidine",9000441
"01930087","chlorhexidine gluconate 4 % per % cutaneous gel",9001931,"chlorhexidine",9000441
"01994042","chlorhexidine gluconate 4 % per w/v cutaneous gel",9001933,"chlorhexidine",9000441
"00788422","chlorhexidine gluconate 0.05 % cutaneous liquid",9001887,"chlorhexidine",9000441
"02004992","chlorhexidine gluconate 0.5 mg per ml cutaneous liquid",NA,"chlorhexidine",9000441
"00832138","chlorhexidine gluconate 2 % cutaneous liquid",9001910,"chlorhexidine",9000441
"02238982","chlorhexidine gluconate 2 % cutaneous liquid",9001910,"chlorhexidine",9000441
"02240416","chlorhexidine gluconate 2 % cutaneous liquid",9001910,"chlorhexidine",9000441
"02258900","chlorhexidine gluconate 2 % cutaneous liquid",9001910,"chlorhexidine",9000441
"02267144","chlorhexidine gluconate 2 % cutaneous liquid",9001910,"chlorhexidine",9000441
"02313391","chlorhexidine gluconate 2 % per w/w cutaneous liquid",9001923,"chlorhexidine",9000441
"00658413","chlorhexidine gluconate 20 % cutaneous liquid",9001925,"chlorhexidine",9000441
"00832030","chlorhexidine gluconate 20 % per % cutaneous liquid",9001926,"chlorhexidine",9000441
"01939947","chlorhexidine gluconate 4 % cutaneous liquid",9001929,"chlorhexidine",9000441
"00832111","chlorhexidine gluconate 4 % per % cutaneous liquid",9001932,"chlorhexidine",9000441
"02239252","chlorhexidine gluconate 4 % per % cutaneous liquid",9001932,"chlorhexidine",9000441
"00832146","chlorhexidine gluconate 0.05 % cutaneous solution",9001888,"chlorhexidine",9000441
"02295717","chlorhexidine gluconate 0.05 % cutaneous solution",9001888,"chlorhexidine",9000441
"01936441","chlorhexidine gluconate 0.5 % cutaneous solution",9001900,"chlorhexidine",9000441
"02242513","chlorhexidine gluconate 2 % cutaneous solution",9001911,"chlorhexidine",9000441
"02295253","chlorhexidine gluconate 2 % cutaneous solution",9001911,"chlorhexidine",9000441
"02295660","chlorhexidine gluconate 2 % cutaneous solution",9001911,"chlorhexidine",9000441
"02053632","chlorhexidine gluconate 20 % per w/v cutaneous solution",9001927,"chlorhexidine",9000441
"02295679","chlorhexidine gluconate 4 % cutaneous solution",9001930,"chlorhexidine",9000441
"00245097","chlorhexidine gluconate 4 % per w/v cutaneous solution",9001934,"chlorhexidine",9000441
"02046245","chlorhexidine acetate 10 % dental solution",9001885,"chlorhexidine",9000441
"02237452","chlorhexidine gluconate 0.12 % gargle/mouthwash",9001891,"chlorhexidine",9000441
"02240526","chlorhexidine gluconate 0.12 % gargle/mouthwash",9001891,"chlorhexidine",9000441
"02384272","chlorhexidine gluconate 0.12 % gargle/mouthwash",9001891,"chlorhexidine",9000441
"02436892","chlorhexidine gluconate 0.12 % per w/w gargle/mouthwash",9001894,"chlorhexidine",9000441
"02046245","chlorhexidine acetate 10 % kit",9001886,"chlorhexidine",9000441
"02246121","chlorhexidine gluconate 2 % lotion",9001912,"chlorhexidine",9000441
"02355558","chlorhexidine gluconate 4 % per w/v lotion",9001935,"chlorhexidine",9000441
"02209055","chlorhexidine gluconate 0.12 % mouthwash",9001892,"chlorhexidine",9000441
"02207796","chlorhexidine gluconate 0.12 % mouthwash",9001892,"chlorhexidine",9000441
"02237452","chlorhexidine gluconate 0.12 % mouthwash",9001892,"chlorhexidine",9000441
"02240433","chlorhexidine gluconate 0.12 % mouthwash",9001892,"chlorhexidine",9000441
"02240526","chlorhexidine gluconate 0.12 % mouthwash",9001892,"chlorhexidine",9000441
"02291096","chlorhexidine gluconate 0.12 % mouthwash",9001892,"chlorhexidine",9000441
"02316749","chlorhexidine gluconate 0.12 % mouthwash",9001892,"chlorhexidine",9000441
"02207796","chlorhexidine gluconate 0.12 % oral liquid",9001893,"chlorhexidine",9000441
"02240526","chlorhexidine gluconate 0.12 % oral liquid",9001893,"chlorhexidine",9000441
"02242329","chlorhexidine gluconate 0.12 % oral liquid",9001893,"chlorhexidine",9000441
"02436892","chlorhexidine gluconate 0.12 % per w/w oral liquid",9001895,"chlorhexidine",9000441
"02083884","chlorhexidine gluconate 4 % per w/v pressurised inhalation",9001936,"chlorhexidine",9000441
"02072955","chlorhexidine gluconate 0.05 % per w/v sponge",9001889,"chlorhexidine",9000441
"02408430","chlorhexidine gluconate 2 % per w/v sponge",9001920,"chlorhexidine",9000441
"01925202","chlorhexidine gluconate 4 % per w/v sponge",9001937,"chlorhexidine",9000441
"02431483","chlorhexidine gluconate 2 % per w/v swab",9001921,"chlorhexidine",9000441
"02431491","chlorhexidine gluconate 2 % per w/v wipe",9001922,"chlorhexidine",9000441
"02245741","chlorhexidine gluconate 2 % wipe",9001924,"chlorhexidine",9000441
"02253178","vitamin d3 (cholecalciferol) 10000 unit oral capsule",9006360,"cholecalciferol",9000471
"02303671","ciclesonide 50 mcg per act nasal spray",9002006,"ciclesonide",9000479
"02417316","ciclesonide 50 mcg per spray nasal spray",9002008,"ciclesonide",9000479
"02285606","ciclesonide 100 mcg per act pressurised inhalation",9002004,"ciclesonide",9000479
"02285614","ciclesonide 200 mcg per act pressurised inhalation",9002005,"ciclesonide",9000479
"02404311","ciclesonide 50 mcg per act pressurised inhalation",9002007,"ciclesonide",9000479
"02221802","ciclopirox olamine 1 % cutaneous cream",9002010,"ciclopirox",9000480
"02250535","ciclopirox 8 % per w/w cutaneous solution",9002009,"ciclopirox",9000480
"02298953","ciclopirox 8 % per w/w cutaneous solution",9002009,"ciclopirox",9000480
"02353288","ciclopirox 8 % per w/w cutaneous solution",9002009,"ciclopirox",9000480
"02410346","ciclopirox 8 % per w/w cutaneous solution",9002009,"ciclopirox",9000480
"02413574","ciclopirox 8 % per w/w cutaneous solution",9002009,"ciclopirox",9000480
"02221810","ciclopirox olamine 1 % lotion",9002011,"ciclopirox",9000480
"02247228","ciclopirox olamine 1.5 % shampoo",9002012,"ciclopirox",9000480
"02200864","ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic ointment",9002033,"ciprofloxacin",9000484
"01945270","ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % opthalmic drops, solution",9002034,"ciprofloxacin",9000484
"02263130","ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % opthalmic drops, solution",9002034,"ciprofloxacin",9000484
"02387131","ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % opthalmic drops, solution",9002034,"ciprofloxacin",9000484
"02237514","ciprofloxacin 10 g per 100 ml oral suspension",NA,"ciprofloxacin",9000484
"02155958","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02161737","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02229521","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02245647","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02246825","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02247339","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02248437","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02248756","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02251221","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02251272","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02251310","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02266962","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02303728","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02317427","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02317796","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02353318","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02379627","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02379686","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02380358","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02381907","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02386119","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02423553","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02426978","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",9002035,"ciprofloxacin",9000484
"02155966","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02161745","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02229522","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02245648","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02246826","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02247340","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02248438","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02248757","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02251248","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02251280","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02251329","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02266970","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02303736","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02317435","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02317818","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02353326","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02379635","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02379694","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02380366","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02381923","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02386127","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02423561","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02427001","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02444887","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02445344","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",9002036,"ciprofloxacin",9000484
"02155974","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02161753","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02229523","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02245649","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02246827","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02247341","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02248439","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02248758","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02251256","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02251299","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02251337","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02303744","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02317443","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02353334","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02379643","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02379708","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02380374","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02381931","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02423588","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02427028","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",9002037,"ciprofloxacin",9000484
"02301296","ciprofloxacin (ciprofloxacin lactate) 0.2 % solution for injection",9002040,"ciprofloxacin",9000484
"02377535","ciprofloxacin (ciprofloxacin lactate) 2 mg per ml solution for injection",NA,"ciprofloxacin",9000484
"02256789","ciprofloxacin 10 mg per ml solution for injection",NA,"ciprofloxacin",9000484
"02267462","ciprofloxacin 2 mg per ml solution for injection",NA,"ciprofloxacin",9000484
"02301903","ciprofloxacin 2 mg per ml solution for injection",NA,"ciprofloxacin",9000484
"02304546","ciprofloxacin 2 mg per ml solution for injection",NA,"ciprofloxacin",9000484
"02304759","ciprofloxacin 2 mg per ml solution for injection",NA,"ciprofloxacin",9000484
"02252716","ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % and dexamethasone 0.1 % otic drops, suspension",9002032,"ciprofloxacin and dexamethasone",9000485
"02270609","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02273055","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02273543","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02303256","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02312336","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02325047","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02355248","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02370077","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02370085","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02371871","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02374617","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02387948","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02409003","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02421739","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02429691","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02430517","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02431629","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02438739","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02445719","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02448475","citalopram (citalopram hydrobromide) 10 mg oral tablet",9002047,"citalopram",9000488
"02239607","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02246056","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02246594","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02248010","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02248050","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02248170","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02248942","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02248944","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02257513","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02275562","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02285622","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02293218","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02303264","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02304686","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02313405","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02339390","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02353660","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02355256","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02355272","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02371898","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02387956","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02409011","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02421747","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02429705","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02430541","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02438747","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02448491","citalopram (citalopram hydrobromide) 20 mg oral tablet",9002048,"citalopram",9000488
"02296152","citalopram (citalopram hydrobromide) 30 mg oral tablet",9002049,"citalopram",9000488
"02239608","citalopram (citalopram hydrobromide) 40 mg oral tablet",9002050,"citalopram",9000488
"02246057","citalopram (citalopram hydrobromide) 40 mg oral tablet",9002050,"citalopram",9000488
"02246595","citalopram (citalopram hydrobromide) 40 mg oral tablet",9002050,"citalopram",9000488
