"extract","drug_code","active_ingredient_code","ingredient","strength","strength_unit","status","drug_identification_number"
"active",87358,21376,"RUXOLITINIB (RUXOLITINIB PHOSPHATE)","15","MG","ADDED","02388014"
"active",87358,21376,"Ruxolitinib (Ruxolitinib Phosphate)","15","MG","DELETED","02388014"
"active",87358,21376,"RUXOLITINIB (RUXOLITINIB PHOSPHATE)","15","MG","NEW","02388014"
"active",87359,21376,"RUXOLITINIB (RUXOLITINIB PHOSPHATE)","20","MG","ADDED","02388022"
"active",87359,21376,"Ruxolitinib (Ruxolitinib Phosphate)","20","MG","DELETED","02388022"
"active",87359,21376,"RUXOLITINIB (RUXOLITINIB PHOSPHATE)","20","MG","NEW","02388022"
"active",87384,21378,"COLLAGENASE CLOSTRIDIUM HISTOLYTICUM","0.9","MG","ADDED","02388316"
"active",87384,21378,"Collagenase Clostridium Histolyticum","0.9","MG","DELETED","02388316"
"active",87384,21378,"COLLAGENASE CLOSTRIDIUM HISTOLYTICUM","0.9","MG","NEW","02388316"
"active",87478,21395,"TRIPTORELIN ACETATE","0.1","MG","ADDED","02389282"
"active",87478,21395,"Triptorelin Acetate","0.1","MG","DELETED","02389282"
"active",87478,21395,"TRIPTORELIN ACETATE","0.1","MG","NEW","02389282"
"active",87513,21398,"AXITINIB","1","MG","ADDED","02389630"
"active",87513,21398,"Axitinib","1","MG","DELETED","02389630"
"active",87513,21398,"AXITINIB","1","MG","NEW","02389630"
"active",87514,21398,"AXITINIB","5","MG","ADDED","02389649"
"active",87514,21398,"Axitinib","5","MG","DELETED","02389649"
"active",87514,21398,"AXITINIB","5","MG","NEW","02389649"
"active",87544,21399,"CATRIDECACOG","2500","UNIT","ADDED","02389975"
"active",87544,21399,"Catridecacog","2500","UNIT","DELETED","02389975"
"active",87544,21399,"CATRIDECACOG","2500","UNIT","NEW","02389975"
"active",88007,21481,"GLYCOPYRRONIUM (GLYCOPYRRONIUM BROMIDE)","50","MCG","ADDED","02394936"
"active",88007,21481,"GLYCOPYRRONIUM (Glycopyrronium Bromide)","50","MCG","DELETED","02394936"
"active",88007,21481,"GLYCOPYRRONIUM (GLYCOPYRRONIUM BROMIDE)","50","MCG","NEW","02394936"
"active",88048,20597,"C1 ESTERASE INHIBITOR (HUMAN)","500","UNIT","ADDED","02395371"
"active",88048,20597,"C1 Esterase Inhibitor (Human)","500","UNIT","DELETED","02395371"
"active",88048,20597,"C1 ESTERASE INHIBITOR (HUMAN)","500","UNIT","NEW","02395371"
"active",88208,21507,"ELVITEGRAVIR","150","MG","ADDED","02397137"
"active",88208,21507,"Elvitegravir","150","MG","DELETED","02397137"
"active",88208,21507,"ELVITEGRAVIR","150","MG","NEW","02397137"
"active",88264,21078,"APIXABAN","5","MG","ADDED","02397714"
"active",88264,21078,"Apixaban","5","MG","DELETED","02397714"
"active",88264,21078,"APIXABAN","5","MG","NEW","02397714"
"active",88267,21230,"AZILSARTAN MEDOXOMIL (AZILSARTAN MEDOXOMIL POTASSIUM)","40","MG","ADDED","02397749"
"active",88267,21230,"Azilsartan Medoxomil (Azilsartan Medoxomil Potassium)","40","MG","DELETED","02397749"
"active",88267,21230,"AZILSARTAN MEDOXOMIL (AZILSARTAN MEDOXOMIL POTASSIUM)","40","MG","NEW","02397749"
"dormant",88268,21230,"AZILSARTAN MEDOXOMIL (AZILSARTAN MEDOXOMIL POTASSIUM)","80","MG","ADDED","02397757"
"dormant",88268,21230,"Azilsartan Medoxomil (Azilsartan Medoxomil Potassium)","80","MG","DELETED","02397757"
"dormant",88268,21230,"AZILSARTAN MEDOXOMIL (AZILSARTAN MEDOXOMIL POTASSIUM)","80","MG","NEW","02397757"
"active",88269,21230,"AZILSARTAN MEDOXOMIL (AZILSARTAN MEDOXOMIL POTASSIUM)","40","MG","ADDED","02397765"
"active",88269,21230,"Azilsartan Medoxomil (Azilsartan Medoxomil Potassium)","40","MG","DELETED","02397765"
"active",88269,21230,"AZILSARTAN MEDOXOMIL (AZILSARTAN MEDOXOMIL POTASSIUM)","40","MG","NEW","02397765"
"active",88386,21532,"STIRIPENTOL","250","MG","ADDED","02398958"
"active",88386,21532,"Stiripentol","250","MG","DELETED","02398958"
"active",88386,21532,"STIRIPENTOL","250","MG","NEW","02398958"
"active",88387,21532,"STIRIPENTOL","500","MG","ADDED","02398966"
"active",88387,21532,"Stiripentol","500","MG","DELETED","02398966"
"active",88387,21532,"STIRIPENTOL","500","MG","NEW","02398966"
"active",88388,21532,"STIRIPENTOL","250","MG","ADDED","02398974"
"active",88388,21532,"Stiripentol","250","MG","DELETED","02398974"
"active",88388,21532,"STIRIPENTOL","250","MG","NEW","02398974"
"dormant",88389,21532,"STIRIPENTOL","500","MG","ADDED","02398982"
"dormant",88389,21532,"Stiripentol","500","MG","DELETED","02398982"
"dormant",88389,21532,"STIRIPENTOL","500","MG","NEW","02398982"
"active",88390,21534,"NEBIVOLOL (NEBIVOLOL HYDROCHLORIDE)","2.5","MG","ADDED","02398990"
"active",88390,21534,"Nebivolol (Nebivolol Hydrochloride)","2.5","MG","DELETED","02398990"
"active",88390,21534,"NEBIVOLOL (NEBIVOLOL HYDROCHLORIDE)","2.5","MG","NEW","02398990"
"active",88391,21534,"NEBIVOLOL (NEBIVOLOL HYDROCHLORIDE)","5","MG","ADDED","02399008"
"active",88391,21534,"Nebivolol (Nebivolol Hydrochloride)","5","MG","DELETED","02399008"
"active",88391,21534,"NEBIVOLOL (NEBIVOLOL HYDROCHLORIDE)","5","MG","NEW","02399008"
"active",88392,21534,"NEBIVOLOL (NEBIVOLOL HYDROCHLORIDE)","10","MG","ADDED","02399016"
"active",88392,21534,"Nebivolol (Nebivolol Hydrochloride)","10","MG","DELETED","02399016"
"active",88392,21534,"NEBIVOLOL (NEBIVOLOL HYDROCHLORIDE)","10","MG","NEW","02399016"
"active",88393,21534,"NEBIVOLOL (NEBIVOLOL HYDROCHLORIDE)","20","MG","ADDED","02399024"
"active",88393,21534,"Nebivolol (Nebivolol Hydrochloride)","20","MG","DELETED","02399024"
"active",88393,21534,"NEBIVOLOL (NEBIVOLOL HYDROCHLORIDE)","20","MG","NEW","02399024"
"active",88573,21660,"INGENOL MEBUTATE","0.015","%","ADDED","02400987"
"active",88573,21660,"Ingenol Mebutate","0.015","%","DELETED","02400987"
"active",88573,21660,"INGENOL MEBUTATE","0.015","%","NEW","02400987"
"active",88574,21660,"INGENOL MEBUTATE","0.05","%","ADDED","02400995"
"active",88574,21660,"Ingenol Mebutate","0.05","%","DELETED","02400995"
"active",88574,21660,"INGENOL MEBUTATE","0.05","%","NEW","02400995"
"active",88649,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","ADDED","02401606"
"active",88649,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","4","MG","DELETED","02401606"
"active",88649,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","NEW","02401606"
"active",88770,22029,"MIRABEGRON","25","MG","ADDED","02402874"
"active",88770,22029,"Mirabegron","25","MG","DELETED","02402874"
"active",88770,22029,"MIRABEGRON","25","MG","NEW","02402874"
"active",88771,22029,"MIRABEGRON","50","MG","ADDED","02402882"
"active",88771,22029,"Mirabegron","50","MG","DELETED","02402882"
"active",88771,22029,"MIRABEGRON","50","MG","NEW","02402882"
"dormant",88788,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","ADDED","02403056"
"dormant",88788,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","4","MG","DELETED","02403056"
"dormant",88788,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","NEW","02403056"
"active",88820,22042,"REGORAFENIB","40","MG","ADDED","02403390"
"active",88820,22042,"Regorafenib","40","MG","DELETED","02403390"
"active",88820,22042,"REGORAFENIB","40","MG","NEW","02403390"
"active",88926,22048,"DIMETHYL FUMARATE","120","MG","ADDED","02404508"
"active",88926,22048,"Dimethyl Fumarate","120","MG","DELETED","02404508"
"active",88926,22048,"DIMETHYL FUMARATE","120","MG","NEW","02404508"
"active",88927,22049,"PERAMPANEL","2.0","MG","ADDED","02404516"
"active",88927,22049,"Perampanel","2.0","MG","DELETED","02404516"
"active",88927,22049,"PERAMPANEL","2.0","MG","NEW","02404516"
"active",88928,22049,"PERAMPANEL","12.0","MG","ADDED","02404567"
"active",88928,22049,"Perampanel","12.0","MG","DELETED","02404567"
"active",88928,22049,"PERAMPANEL","12.0","MG","NEW","02404567"
"active",88929,22049,"PERAMPANEL","4.0","MG","ADDED","02404524"
"active",88929,22049,"Perampanel","4.0","MG","DELETED","02404524"
"active",88929,22049,"PERAMPANEL","4.0","MG","NEW","02404524"
"active",88930,22049,"PERAMPANEL","6.0","MG","ADDED","02404532"
"active",88930,22049,"Perampanel","6.0","MG","DELETED","02404532"
"active",88930,22049,"PERAMPANEL","6.0","MG","NEW","02404532"
"active",88931,22049,"PERAMPANEL","8.0","MG","ADDED","02404540"
"active",88931,22049,"Perampanel","8.0","MG","DELETED","02404540"
"active",88931,22049,"PERAMPANEL","8.0","MG","NEW","02404540"
"active",88932,22049,"PERAMPANEL","10.0","MG","ADDED","02404559"
"active",88932,22049,"Perampanel","10.0","MG","DELETED","02404559"
"active",88932,22049,"PERAMPANEL","10.0","MG","NEW","02404559"
"approved",88936,704,"VITAMIN A (RETINYL PROPIONATE)","500000","UNIT","ADDED","02404605"
"approved",88936,704,"VITAMIN A (Retinyl Propionate)","500000","UNIT","DELETED","02404605"
"approved",88936,704,"VITAMIN A (RETINYL PROPIONATE)","500000","UNIT","NEW","02404605"
"active",88984,22051,"PERTUZUMAB","420","MG","ADDED","02405016"
"active",88984,22051,"Pertuzumab","420","MG","DELETED","02405016"
"active",88984,22051,"PERTUZUMAB","420","MG","NEW","02405016"
"active",88985,22051,"PERTUZUMAB","420","MG","ADDED","02405024"
"active",88985,22051,"Pertuzumab","420","MG","DELETED","02405024"
"active",88985,22051,"PERTUZUMAB","420","MG","NEW","02405024"
"active",89203,22083,"ENZALUTAMIDE","40","MG","ADDED","02407329"
"active",89203,22083,"Enzalutamide","40","MG","DELETED","02407329"
"active",89203,22083,"ENZALUTAMIDE","40","MG","NEW","02407329"
"active",89236,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","ADDED","02407639"
"active",89236,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","4","MG","DELETED","02407639"
"active",89236,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","NEW","02407639"
"approved",89257,22094,"OLODATEROL (OLODATEROL HYDROCHLORIDE)","2.5","MCG","ADDED","02407868"
"approved",89257,22094,"Olodaterol (OLODATEROL HYDROCHLORIDE)","2.5","MCG","DELETED","02407868"
"approved",89257,22094,"OLODATEROL (OLODATEROL HYDROCHLORIDE)","2.5","MCG","NEW","02407868"
"inactive",89277,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","5","MG","ADDED","02408082"
"active",89277,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","5","MG","DELETED","02408082"
"inactive",89277,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","5","MG","NEW","02408082"
"active",89291,22109,"ULIPRISTAL ACETATE","5","MG","ADDED","02408163"
"active",89291,22109,"Ulipristal Acetate","5","MG","DELETED","02408163"
"active",89291,22109,"ULIPRISTAL ACETATE","5","MG","NEW","02408163"
"inactive",89305,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","ADDED","02408325"
"inactive",89305,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","4","MG","DELETED","02408325"
"inactive",89305,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","NEW","02408325"
"approved",89320,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","5","MG","ADDED","02408449"
"approved",89320,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","5","MG","DELETED","02408449"
"approved",89320,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","5","MG","NEW","02408449"
"active",89331,11086,"PANTOPRAZOLE (PANTOPRAZOLE MAGNESIUM HEMIPENTAHYDRATE)","40","MG","ADDED","02408570"
"active",89331,11086,"PANTOPRAZOLE (Pantoprazole magnesium hemipentahydrate)","40","MG","DELETED","02408570"
"active",89331,11086,"PANTOPRAZOLE (PANTOPRAZOLE MAGNESIUM HEMIPENTAHYDRATE)","40","MG","NEW","02408570"
"active",89362,22120,"VILANTEROL (VILANTEROL TRIFENATATE)","25","MCG","ADDED","02408872"
"active",89362,22120,"Vilanterol (Vilanterol trifenatate)","25","MCG","DELETED","02408872"
"active",89362,22120,"VILANTEROL (VILANTEROL TRIFENATATE)","25","MCG","NEW","02408872"
"active",89383,22124,"GUANFACINE (GUANFACINE HYDROCHLORIDE)","1","MG","ADDED","02409100"
"active",89383,22124,"Guanfacine (GUANFACINE HYDROCHLORIDE)","1","MG","DELETED","02409100"
"active",89383,22124,"GUANFACINE (GUANFACINE HYDROCHLORIDE)","1","MG","NEW","02409100"
"active",89384,22124,"GUANFACINE (GUANFACINE HYDROCHLORIDE)","2","MG","ADDED","02409119"
"active",89384,22124,"Guanfacine (GUANFACINE HYDROCHLORIDE)","2","MG","DELETED","02409119"
"active",89384,22124,"GUANFACINE (GUANFACINE HYDROCHLORIDE)","2","MG","NEW","02409119"
"active",89385,22124,"GUANFACINE (GUANFACINE HYDROCHLORIDE)","3","MG","ADDED","02409127"
"active",89385,22124,"Guanfacine (GUANFACINE HYDROCHLORIDE)","3","MG","DELETED","02409127"
"active",89385,22124,"GUANFACINE (GUANFACINE HYDROCHLORIDE)","3","MG","NEW","02409127"
"active",89386,22124,"GUANFACINE (GUANFACINE HYDROCHLORIDE)","4","MG","ADDED","02409135"
"active",89386,22124,"Guanfacine (GUANFACINE HYDROCHLORIDE)","4","MG","DELETED","02409135"
"active",89386,22124,"GUANFACINE (GUANFACINE HYDROCHLORIDE)","4","MG","NEW","02409135"
"active",89398,22125,"VISMODEGIB","150","MG","ADDED","02409267"
"active",89398,22125,"Vismodegib","150","MG","DELETED","02409267"
"active",89398,22125,"VISMODEGIB","150","MG","NEW","02409267"
"active",89429,22126,"DABRAFENIB (DABRAFENIB MESYLATE)","50","MG","ADDED","02409607"
"active",89429,22126,"Dabrafenib (Dabrafenib mesylate)","50","MG","DELETED","02409607"
"active",89429,22126,"DABRAFENIB (DABRAFENIB MESYLATE)","50","MG","NEW","02409607"
"active",89430,22126,"DABRAFENIB (DABRAFENIB MESYLATE)","75","MG","ADDED","02409615"
"active",89430,22126,"Dabrafenib (Dabrafenib mesylate)","75","MG","DELETED","02409615"
"active",89430,22126,"DABRAFENIB (DABRAFENIB MESYLATE)","75","MG","NEW","02409615"
"active",89431,22128,"TRAMETINIB","0.5","MG","ADDED","02409623"
"active",89431,22128,"Trametinib","0.5","MG","DELETED","02409623"
"active",89431,22128,"TRAMETINIB","0.5","MG","NEW","02409623"
"inactive",89432,22128,"TRAMETINIB","1","MG","ADDED","02409631"
"inactive",89432,22128,"Trametinib","1","MG","DELETED","02409631"
"inactive",89432,22128,"TRAMETINIB","1","MG","NEW","02409631"
"active",89433,22128,"TRAMETINIB","2","MG","ADDED","02409658"
"active",89433,22128,"Trametinib","2","MG","DELETED","02409658"
"active",89433,22128,"TRAMETINIB","2","MG","NEW","02409658"
"active",89440,22129,"ACLIDINIUM BROMIDE","400","MCG","ADDED","02409720"
"active",89440,22129,"Aclidinium bromide","400","MCG","DELETED","02409720"
"active",89440,22129,"ACLIDINIUM BROMIDE","400","MCG","NEW","02409720"
"inactive",89580,21507,"ELVITEGRAVIR","85","MG","ADDED","02411172"
"inactive",89580,21507,"Elvitegravir","85","MG","DELETED","02411172"
"inactive",89580,21507,"ELVITEGRAVIR","85","MG","NEW","02411172"
"inactive",89581,21507,"ELVITEGRAVIR","150","MG","ADDED","02411180"
"inactive",89581,21507,"Elvitegravir","150","MG","DELETED","02411180"
"inactive",89581,21507,"ELVITEGRAVIR","150","MG","NEW","02411180"
"active",89643,22143,"SINECATECHINS","10","%","ADDED","02411849"
"active",89643,22143,"Sinecatechins","10","%","DELETED","02411849"
"active",89643,22143,"SINECATECHINS","10","%","NEW","02411849"
"active",89735,22147,"GALSULFASE","1","MG","ADDED","02412683"
"active",89735,22147,"Galsulfase","1","MG","DELETED","02412683"
"active",89735,22147,"GALSULFASE","1","MG","NEW","02412683"
"active",89797,22149,"PASIREOTIDE (PASIREOTIDE DIASPARTATE)","0.3","MG","ADDED","02413299"
"active",89797,22149,"PASIREOTIDE (Pasireotide diaspartate)","0.3","MG","DELETED","02413299"
"active",89797,22149,"PASIREOTIDE (PASIREOTIDE DIASPARTATE)","0.3","MG","NEW","02413299"
"active",89798,22149,"PASIREOTIDE (PASIREOTIDE DIASPARTATE)","0.6","MG","ADDED","02413302"
"active",89798,22149,"PASIREOTIDE (Pasireotide diaspartate)","0.6","MG","DELETED","02413302"
"active",89798,22149,"PASIREOTIDE (PASIREOTIDE DIASPARTATE)","0.6","MG","NEW","02413302"
"active",89799,22149,"PASIREOTIDE (PASIREOTIDE DIASPARTATE)","0.9","MG","ADDED","02413310"
"active",89799,22149,"PASIREOTIDE (Pasireotide diaspartate)","0.9","MG","DELETED","02413310"
"active",89799,22149,"PASIREOTIDE (PASIREOTIDE DIASPARTATE)","0.9","MG","NEW","02413310"
"active",89804,21372,"LURASIDONE HYDROCHLORIDE","60","MG","ADDED","02413361"
"active",89804,21372,"Lurasidone Hydrochloride","60","MG","DELETED","02413361"
"active",89804,21372,"LURASIDONE HYDROCHLORIDE","60","MG","NEW","02413361"
"active",89805,22151,"EFINACONAZOLE","10","%","ADDED","02413388"
"active",89805,22151,"Efinaconazole","10","%","DELETED","02413388"
"active",89805,22151,"EFINACONAZOLE","10","%","NEW","02413388"
"dormant",89834,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","ADDED","02413701"
"dormant",89834,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","4","MG","DELETED","02413701"
"dormant",89834,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","NEW","02413701"
"active",89895,21095,"ROMIDEPSIN","10","MG","ADDED","02414295"
"active",89895,21095,"Romidepsin","10","MG","DELETED","02414295"
"active",89895,21095,"ROMIDEPSIN","10","MG","NEW","02414295"
"active",89972,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","5","MG","ADDED","02415100"
"active",89972,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","5","MG","DELETED","02415100"
"active",89972,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","5","MG","NEW","02415100"
"active",89980,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","ADDED","02415186"
"active",89980,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","4","MG","DELETED","02415186"
"active",89980,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","NEW","02415186"
"active",90012,22159,"DIFLUPREDNATE","0.05","%","ADDED","02415534"
"active",90012,22159,"Difluprednate","0.05","%","DELETED","02415534"
"active",90012,22159,"DIFLUPREDNATE","0.05","%","NEW","02415534"
"active",90016,20642,"TAPENTADOL (TAPENTADOL HYDROCHLORIDE)","50","MG","ADDED","02415577"
"active",90016,20642,"Tapentadol (Tapentadol Hydrochloride)","50","MG","DELETED","02415577"
"active",90016,20642,"TAPENTADOL (TAPENTADOL HYDROCHLORIDE)","50","MG","NEW","02415577"
"active",90017,20642,"TAPENTADOL (TAPENTADOL HYDROCHLORIDE)","100","MG","ADDED","02415585"
"active",90017,20642,"Tapentadol (Tapentadol Hydrochloride)","100","MG","DELETED","02415585"
"active",90017,20642,"TAPENTADOL (TAPENTADOL HYDROCHLORIDE)","100","MG","NEW","02415585"
"active",90018,20642,"TAPENTADOL (TAPENTADOL HYDROCHLORIDE)","150","MG","ADDED","02415593"
"active",90018,20642,"Tapentadol (Tapentadol Hydrochloride)","150","MG","DELETED","02415593"
"active",90018,20642,"TAPENTADOL (TAPENTADOL HYDROCHLORIDE)","150","MG","NEW","02415593"
"active",90019,20642,"TAPENTADOL (TAPENTADOL HYDROCHLORIDE)","200","MG","ADDED","02415607"
"active",90019,20642,"Tapentadol (Tapentadol Hydrochloride)","200","MG","DELETED","02415607"
"active",90019,20642,"TAPENTADOL (TAPENTADOL HYDROCHLORIDE)","200","MG","NEW","02415607"
"active",90020,20642,"TAPENTADOL (TAPENTADOL HYDROCHLORIDE)","250","MG","ADDED","02415615"
"active",90020,20642,"Tapentadol (Tapentadol Hydrochloride)","250","MG","DELETED","02415615"
"active",90020,20642,"TAPENTADOL (TAPENTADOL HYDROCHLORIDE)","250","MG","NEW","02415615"
"active",90026,22160,"AFATINIB (AFATINIB DIMALEATE)","20","MG","ADDED","02415666"
"active",90026,22160,"Afatinib (Afatinib Dimaleate)","20","MG","DELETED","02415666"
"active",90026,22160,"AFATINIB (AFATINIB DIMALEATE)","20","MG","NEW","02415666"
"active",90027,22160,"AFATINIB (AFATINIB DIMALEATE)","30","MG","ADDED","02415674"
"active",90027,22160,"Afatinib (Afatinib Dimaleate)","30","MG","DELETED","02415674"
"active",90027,22160,"AFATINIB (AFATINIB DIMALEATE)","30","MG","NEW","02415674"
"active",90028,22160,"AFATINIB (AFATINIB DIMALEATE)","40","MG","ADDED","02415682"
"active",90028,22160,"Afatinib (Afatinib Dimaleate)","40","MG","DELETED","02415682"
"active",90028,22160,"AFATINIB (AFATINIB DIMALEATE)","40","MG","NEW","02415682"
"active",90055,22163,"AFLIBERCEPT","40","MG","ADDED","02415992"
"active",90055,22163,"Aflibercept","40","MG","DELETED","02415992"
"active",90055,22163,"AFLIBERCEPT","40","MG","NEW","02415992"
"active",90088,22169,"TERIFLUNOMIDE","14","MG","ADDED","02416328"
"active",90088,22169,"Teriflunomide","14","MG","DELETED","02416328"
"active",90088,22169,"TERIFLUNOMIDE","14","MG","NEW","02416328"
"inactive",90105,22171,"SIMEPREVIR (SIMEPREVIR SODIUM)","150","MG","ADDED","02416441"
"inactive",90105,22171,"simeprevir (Simeprevir sodium)","150","MG","DELETED","02416441"
"inactive",90105,22171,"SIMEPREVIR (SIMEPREVIR SODIUM)","150","MG","NEW","02416441"
"active",90121,22173,"MODIFIED VACCINIA VIRUS (ANKARA-BAVARIAN NORDIC)","50000000","CCID50","NEW","02416638"
"active",90142,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","0.5","MG","ADDED","02416816"
"active",90142,167,"TACROLIMUS (Tacrolimus Monohydrate)","0.5","MG","DELETED","02416816"
"active",90142,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","0.5","MG","NEW","02416816"
"active",90143,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","1","MG","ADDED","02416824"
"active",90143,167,"TACROLIMUS (Tacrolimus Monohydrate)","1","MG","DELETED","02416824"
"active",90143,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","1","MG","NEW","02416824"
"active",90144,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","5","MG","ADDED","02416832"
"active",90144,167,"TACROLIMUS (Tacrolimus Monohydrate)","5","MG","DELETED","02416832"
"active",90144,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","5","MG","NEW","02416832"
"active",90167,22176,"RECOMBINANT NEISSERIA MENINGITIDIS GROUP B NHBA FUSION PROTEIN","50","MCG","NEW","02417030"
"active",90167,22177,"RECOMBINANT NEISSERIA MENINGITIDIS GROUP B NADA PROTEIN","50","MCG","NEW","02417030"
"active",90167,22178,"RECOMBINANT NEISSERIA MENINGITIDIS GROUP B FHBP FUSION PROTEIN","50","MCG","NEW","02417030"
"active",90167,22179,"OUTER MEMBRANE VESICLES (NEISSERIA MENINGITIDIS GROUP B NZ98/254 STRAIN)","25","MCG","NEW","02417030"
"active",90180,22180,"LINACLOTIDE","145","MCG","ADDED","02417162"
"active",90180,22180,"Linaclotide","145","MCG","DELETED","02417162"
"active",90180,22180,"LINACLOTIDE","145","MCG","NEW","02417162"
"active",90181,22180,"LINACLOTIDE","290","MCG","ADDED","02417170"
"active",90181,22180,"Linaclotide","290","MCG","DELETED","02417170"
"active",90181,22180,"LINACLOTIDE","290","MCG","NEW","02417170"
"active",90182,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","6.25","MG","ADDED","02417189"
"active",90182,22181,"Alogliptin (Alogliptin benzoate)","6.25","MG","DELETED","02417189"
"active",90182,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","6.25","MG","NEW","02417189"
"active",90183,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","12.5","MG","ADDED","02417197"
"active",90183,22181,"Alogliptin (Alogliptin benzoate)","12.5","MG","DELETED","02417197"
"active",90183,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","12.5","MG","NEW","02417197"
"active",90184,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","25","MG","ADDED","02417200"
"active",90184,22181,"Alogliptin (Alogliptin benzoate)","25","MG","DELETED","02417200"
"active",90184,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","25","MG","NEW","02417200"
"active",90185,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","12.5","MG","ADDED","02417219"
"active",90185,22181,"Alogliptin (Alogliptin benzoate)","12.5","MG","DELETED","02417219"
"active",90185,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","12.5","MG","NEW","02417219"
"active",90186,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","12.5","MG","ADDED","02417227"
"active",90186,22181,"Alogliptin (Alogliptin benzoate)","12.5","MG","DELETED","02417227"
"active",90186,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","12.5","MG","NEW","02417227"
"active",90187,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","12.5","MG","ADDED","02417235"
"active",90187,22181,"Alogliptin (Alogliptin benzoate)","12.5","MG","DELETED","02417235"
"active",90187,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","12.5","MG","NEW","02417235"
"approved",90219,12371,"ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM DIHYDRATE)","20","MG","ADDED","02417480"
"approved",90219,12371,"ESOMEPRAZOLE (Esomeprazole magnesium dihydrate)","20","MG","DELETED","02417480"
"approved",90219,12371,"ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM DIHYDRATE)","20","MG","NEW","02417480"
"approved",90221,12371,"ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM DIHYDRATE)","40","MG","ADDED","02417499"
"approved",90221,12371,"ESOMEPRAZOLE (Esomeprazole magnesium dihydrate)","40","MG","DELETED","02417499"
"approved",90221,12371,"ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM DIHYDRATE)","40","MG","NEW","02417499"
"active",90285,21063,"INDACATEROL (INDACATEROL MALEATE)","110","MCG","ADDED","02418282"
"active",90285,21481,"GLYCOPYRRONIUM (GLYCOPYRRONIUM BROMIDE)","50","MCG","ADDED","02418282"
"active",90285,21481,"GLYCOPYRRONIUM (Glycopyrronium Bromide)","50","MCG","DELETED","02418282"
"active",90285,21063,"Indacaterol (Indacaterol Maleate)","110","MCG","DELETED","02418282"
