"ntp_formal_name","ccdd","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code","en_display","fr_display"
"terbinafine hydrochloride 1 % cutaneous spray",TRUE,1,FALSE,1999-01-05,9000832,NA,NA
"clindamycin (clindamycin phosphate) 150 mg per mL solution for injection",TRUE,2,FALSE,1999-01-15,9000833,NA,NA
"citalopram (citalopram hydrobromide) 20 mg oral tablet",TRUE,27,FALSE,1999-03-08,9000834,NA,NA
"citalopram (citalopram hydrobromide) 40 mg oral tablet",TRUE,27,FALSE,1999-03-08,9000835,NA,NA
"sildenafil (sildenafil citrate) 100 mg oral tablet",TRUE,18,FALSE,1999-03-09,9000836,NA,NA
"sildenafil (sildenafil citrate) 25 mg oral tablet",TRUE,12,FALSE,1999-03-09,9000837,NA,NA
"sildenafil (sildenafil citrate) 50 mg oral tablet",TRUE,13,FALSE,1999-03-09,9000838,NA,NA
"azithromycin 250 mg oral tablet",TRUE,9,FALSE,1999-03-23,9000839,NA,NA
"amiodarone hydrochloride 200 mg oral tablet",TRUE,11,FALSE,1999-03-29,9000840,NA,NA
"fenofibrate 200 mg oral capsule",TRUE,7,FALSE,1999-03-29,9000841,NA,NA
"nitroglycerin 22.4 mg transdermal patch",TRUE,1,FALSE,1999-04-01,9000842,NA,NA
"nitroglycerin 44.8 mg transdermal patch",TRUE,1,FALSE,1999-04-01,9000843,NA,NA
"nitroglycerin 67.2 mg transdermal patch",TRUE,1,FALSE,1999-04-01,9000844,NA,NA
"ipratropium bromide 0.3 mg per mL inhalation vapour (liquid)",TRUE,2,FALSE,1999-04-15,9000845,NA,NA
"celecoxib 100 mg oral capsule",TRUE,21,FALSE,1999-04-19,9000846,NA,NA
"celecoxib 200 mg oral capsule",TRUE,21,FALSE,1999-04-19,9000847,NA,NA
"ketorolac tromethamine 30 mg per 1 mL solution for injection vial",TRUE,4,FALSE,1999-05-21,9000848,NA,NA
"salbutamol (salbutamol sulfate) 5 mg per 5 mL solution for injection ampoule",TRUE,1,FALSE,1999-05-24,9000849,NA,NA
"dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops",TRUE,11,FALSE,1999-05-27,9000850,NA,NA
"benztropine mesylate 2 mg per 2 mL solution for injection vial",TRUE,1,FALSE,1999-05-28,9000851,NA,NA
"haloperidol (haloperidol decanoate) 100 mg per mL solution for injection",TRUE,1,FALSE,1999-05-28,9000852,NA,NA
"lamotrigine 5 mg oral tablet",TRUE,1,FALSE,1999-06-02,9000853,NA,NA
"topiramate 15 mg oral capsule",TRUE,1,FALSE,1999-06-11,9000854,NA,NA
"topiramate 25 mg oral capsule",TRUE,1,FALSE,1999-06-11,9000855,NA,NA
"repaglinide 0.5 mg oral tablet",TRUE,7,FALSE,1999-06-21,9000856,NA,NA
"repaglinide 1 mg oral tablet",TRUE,7,FALSE,1999-06-21,9000857,NA,NA
"repaglinide 2 mg oral tablet",TRUE,7,FALSE,1999-06-21,9000858,NA,NA
"dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per mL solution for injection",TRUE,2,FALSE,1999-06-30,9000859,NA,NA
"haloperidol (haloperidol decanoate) 50 mg per mL solution for injection",TRUE,1,FALSE,1999-06-30,9000860,NA,NA
"warfarin sodium 3 mg oral tablet",TRUE,3,FALSE,1999-08-25,9000861,NA,NA
"azithromycin 500 mg per vial powder for solution for injection",TRUE,4,FALSE,1999-08-27,9000862,NA,NA
"rizatriptan (rizatriptan benzoate) 10 mg oral tablet",TRUE,7,FALSE,1999-08-31,9000864,NA,NA
"rizatriptan (rizatriptan benzoate) 10 mg orodispersible tablet",TRUE,14,FALSE,1999-08-31,9000865,NA,NA
"telmisartan 40 mg oral tablet",TRUE,15,FALSE,1999-09-01,9000866,NA,NA
"telmisartan 80 mg oral tablet",TRUE,15,FALSE,1999-09-01,9000867,NA,NA
"risedronate sodium 30 mg oral tablet",TRUE,2,FALSE,1999-09-07,9000868,NA,NA
"ipratropium bromide 0.3 mg per mL nasal spray",TRUE,1,FALSE,1999-09-15,9000869,NA,NA
"methotrexate 2.5 mg oral tablet",TRUE,1,FALSE,1999-09-17,9000870,NA,NA
"risperidone 0.25 mg oral tablet",TRUE,16,FALSE,1999-09-17,9000871,NA,NA
"risperidone 0.5 mg oral tablet",TRUE,16,FALSE,1999-09-17,9000872,NA,NA
"fluticasone propionate 100 mcg and salmeterol (salmeterol xinafoate) 50 mcg inhalation powder",TRUE,1,FALSE,1999-09-24,9000873,NA,NA
"fluticasone propionate 250 mcg and salmeterol (salmeterol xinafoate) 50 mcg inhalation powder",TRUE,1,FALSE,1999-09-24,9000874,NA,NA
"fluticasone propionate 500 mcg and salmeterol (salmeterol xinafoate) 50 mcg inhalation powder",TRUE,1,FALSE,1999-09-24,9000875,NA,NA
"oxybutynin chloride 2.5 mg oral tablet",TRUE,2,FALSE,1999-11-22,9000876,NA,NA
"cetirizine hydrochloride 5 mg per 5 mL syrup",TRUE,1,FALSE,1999-12-21,9000877,NA,NA
"hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",TRUE,14,FALSE,2000-01-21,9000878,NA,NA
"diazepam 15 mg per 3 mL rectal gel tube",TRUE,1,FALSE,2000-01-28,9000879,NA,NA
"diazepam 20 mg per 4 mL rectal gel tube",TRUE,1,FALSE,2000-01-28,9000880,NA,NA
"diazepam 2.5 mg per 0.5 mL rectal gel tube",TRUE,1,FALSE,2000-01-28,9000881,NA,NA
"diazepam 5 mg per 1 mL rectal gel tube",TRUE,1,FALSE,2000-01-28,9000882,NA,NA
"diazepam 7.5 mg per 1.5 mL rectal gel tube",TRUE,1,FALSE,2000-01-28,9000883,NA,NA
"fentanyl (fentanyl citrate) 2500 mcg per 50 mL solution for injection vial",TRUE,1,FALSE,2000-02-10,9000884,NA,NA
"fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection vial",TRUE,1,FALSE,2000-02-10,9000885,NA,NA
"fenofibrate 160 mg oral tablet",TRUE,6,FALSE,2000-03-16,9000886,NA,NA
"hydrochlorothiazide 12.5 mg and irbesartan 150 mg oral tablet",TRUE,14,FALSE,2000-03-16,9000887,NA,NA
"hydrochlorothiazide 12.5 mg and irbesartan 300 mg oral tablet",TRUE,14,FALSE,2000-03-16,9000888,NA,NA
"pramipexole dihydrochloride 0.5 mg oral tablet",TRUE,10,FALSE,2000-03-17,9000889,NA,NA
"oxycodone hydrochloride 20 mg oral tablet",TRUE,4,FALSE,2000-03-31,9000890,NA,NA
"gabapentin 600 mg oral tablet",TRUE,17,FALSE,2000-05-01,9000891,NA,NA
"gabapentin 800 mg oral tablet",TRUE,14,FALSE,2000-05-01,9000892,NA,NA
"meperidine hydrochloride 100 mg per mL solution for injection",TRUE,2,FALSE,2000-05-01,9000893,NA,NA
"ranitidine (ranitidine hydrochloride) 50 mg per 2 mL solution for injection vial",TRUE,2,FALSE,2000-05-01,9000894,NA,NA
"pantoprazole (pantoprazole sodium) 20 mg gastro-resistant tablet",TRUE,8,FALSE,2000-05-02,9000895,NA,NA
"methadone hydrochloride 10 mg per mL oral liquid",TRUE,2,FALSE,2000-05-05,9000896,NA,NA
"rizatriptan (rizatriptan benzoate) 5 mg orodispersible tablet",TRUE,12,FALSE,2000-05-05,9000897,NA,NA
"hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet",TRUE,8,FALSE,2000-05-10,9000898,NA,NA
"hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet",TRUE,8,FALSE,2000-05-10,9000899,NA,NA
"rivastigmine (rivastigmine hydrogen tartrate) 1.5 mg oral capsule",TRUE,9,FALSE,2000-05-15,9000900,NA,NA
"rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule",TRUE,9,FALSE,2000-05-15,9000901,NA,NA
"rivastigmine (rivastigmine hydrogen tartrate) 4.5 mg oral capsule",TRUE,9,FALSE,2000-05-15,9000902,NA,NA
"rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule",TRUE,9,FALSE,2000-05-15,9000903,NA,NA
"progesterone 8 % vaginal gel",TRUE,1,FALSE,2000-05-20,9000904,NA,NA
"salbutamol (salbutamol sulfate) 6.25 mg per 2.5 mL inhalation solution unit dose vial",TRUE,1,FALSE,2000-05-21,9000905,NA,NA
"beclomethasone dipropionate 100 mcg per actuation pressurised inhalation",TRUE,1,FALSE,2000-05-29,9000906,NA,NA
"beclomethasone dipropionate 50 mcg per actuation pressurised inhalation",TRUE,1,FALSE,2000-05-29,9000907,NA,NA
"mesalazine 1000 mg suppository",TRUE,1,FALSE,2000-06-01,9000908,NA,NA
"amiodarone hydrochloride 150 mg per 3 mL solution for injection vial",TRUE,4,FALSE,2000-06-14,9000909,NA,NA
"amiodarone hydrochloride 450 mg per 9 mL solution for injection vial",TRUE,1,FALSE,2000-06-14,9000910,NA,NA
"amiodarone hydrochloride 900 mg per 18 mL solution for injection vial",TRUE,2,FALSE,2000-06-14,9000911,NA,NA
"risedronate sodium 5 mg oral tablet",TRUE,2,FALSE,2000-07-25,9000912,NA,NA
"butorphanol tartrate 10 mg per mL nasal spray",TRUE,2,FALSE,2000-08-01,9000913,NA,NA
"warfarin sodium 6 mg oral tablet",TRUE,2,FALSE,2000-08-09,9000914,NA,NA
"warfarin sodium 7.5 mg oral tablet",TRUE,1,FALSE,2000-08-09,9000915,NA,NA
"pioglitazone (pioglitazone hydrochloride) 15 mg oral tablet",TRUE,17,FALSE,2000-08-28,9000916,NA,NA
"pioglitazone (pioglitazone hydrochloride) 30 mg oral tablet",TRUE,17,FALSE,2000-08-28,9000917,NA,NA
"pioglitazone (pioglitazone hydrochloride) 45 mg oral tablet",TRUE,17,FALSE,2000-08-28,9000918,NA,NA
"meloxicam 15 mg oral tablet",TRUE,11,FALSE,2000-09-26,9000919,NA,NA
"meloxicam 7.5 mg oral tablet",TRUE,11,FALSE,2000-09-26,9000920,NA,NA
"ibuprofen 200 mg oral capsule",TRUE,5,FALSE,2000-10-02,9000921,NA,NA
"salbutamol (salbutamol sulfate) 12.5 mg per 2.5 mL inhalation solution unit dose vial",TRUE,1,FALSE,2000-10-02,9000922,NA,NA
"moxifloxacin (moxifloxacin hydrochloride) 400 mg oral tablet",TRUE,10,FALSE,2000-10-20,9000923,NA,NA
"meperidine hydrochloride 50 mg per mL solution for injection",TRUE,1,FALSE,2000-12-01,9000924,NA,NA
"meperidine hydrochloride 75 mg per mL solution for injection",TRUE,1,FALSE,2000-12-01,9000925,NA,NA
"hydrocortisone valerate 0.2 % cutaneous cream",TRUE,1,FALSE,2000-12-18,9000926,NA,NA
"hydrocortisone valerate 0.2 % cutaneous ointment",TRUE,1,FALSE,2000-12-18,9000927,NA,NA
"testosterone 12.2 mg transdermal patch",TRUE,1,FALSE,2000-12-19,9000928,NA,NA
"salbutamol (salbutamol sulfate) 200 mcg inhalation powder",TRUE,1,FALSE,2001-01-02,9000929,NA,NA
"doxycycline (doxycycline hyclate) 44 mg per unit periodontal gel",TRUE,1,FALSE,2001-01-31,9000930,NA,NA
"fenofibrate 67 mg oral capsule",TRUE,1,FALSE,2001-02-21,9000931,NA,NA
"pravastatin sodium 10 mg oral tablet",TRUE,14,FALSE,2001-02-27,9000932,NA,NA
"amoxicillin 250 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet",TRUE,1,FALSE,2001-03-01,9000933,NA,NA
"olanzapine 5 mg orodispersible tablet",TRUE,16,FALSE,2001-03-06,9000934,NA,NA
"olanzapine 10 mg orodispersible tablet",TRUE,16,FALSE,2001-03-15,9000935,NA,NA
"naproxen 250 mg gastro-resistant tablet",TRUE,3,FALSE,2001-04-02,9000936,NA,NA
"tacrolimus 0.5 mg oral capsule",TRUE,2,FALSE,2001-04-02,9000937,NA,NA
"gliclazide 30 mg prolonged-release oral tablet",TRUE,6,FALSE,2001-04-04,9000938,NA,NA
"montelukast (montelukast sodium) 4 mg chewable tablet",TRUE,15,FALSE,2001-04-09,9000939,NA,NA
"mirtazapine 30 mg oral tablet",TRUE,12,FALSE,2001-05-24,9000940,NA,NA
"digoxin 0.05 mg per mL oral solution",TRUE,1,FALSE,2001-06-01,9000941,NA,NA
"lorazepam 4 mg per 1 mL solution for injection vial",TRUE,2,FALSE,2001-06-06,9000942,NA,NA
"oxybutynin chloride 10 mg prolonged-release oral tablet",TRUE,1,FALSE,2001-06-22,9000943,NA,NA
"oxybutynin chloride 5 mg prolonged-release oral tablet",TRUE,1,FALSE,2001-06-22,9000944,NA,NA
"clobetasol propionate 0.05 % cutaneous solution",TRUE,3,FALSE,2001-06-25,9000945,NA,NA
"candesartan cilexetil 16 mg and hydrochlorothiazide 12.5 mg oral tablet",TRUE,10,FALSE,2001-06-26,9000946,NA,NA
"atorvastatin (atorvastatin calcium) 80 mg oral tablet",TRUE,18,FALSE,2001-06-29,9000947,NA,NA
"hydromorphone hydrochloride 18 mg prolonged-release oral capsule",TRUE,1,FALSE,2001-07-03,9000948,NA,NA
"fusidic acid 1 % ophthalmic drops",TRUE,2,FALSE,2001-08-07,9000949,NA,NA
"hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",TRUE,11,FALSE,2001-08-16,9000950,NA,NA
"betahistine hydrochloride 16 mg oral tablet",TRUE,5,FALSE,2001-08-17,9000951,NA,NA
"esomeprazole (esomeprazole magnesium) 20 mg gastro-resistant tablet",TRUE,7,FALSE,2001-08-20,9000952,NA,NA
"esomeprazole (esomeprazole magnesium) 40 mg gastro-resistant tablet",TRUE,8,FALSE,2001-08-20,9000953,NA,NA
"quetiapine (quetiapine fumarate) 300 mg oral tablet",TRUE,21,FALSE,2001-08-21,9000954,NA,NA
"estradiol 0.585 mg transdermal patch",TRUE,1,FALSE,2001-09-05,9000955,NA,NA
"estradiol 0.78 mg transdermal patch",TRUE,1,FALSE,2001-09-05,9000956,NA,NA
"estradiol 1.17 mg transdermal patch",TRUE,1,FALSE,2001-09-05,9000957,NA,NA
"estradiol 1.56 mg transdermal patch",TRUE,1,FALSE,2001-09-05,9000958,NA,NA
"brompheniramine maleate 2 mg per 5 mL and guaifenesin 100 mg per 5 mL and hydrocodone bitartrate 1.8 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup",TRUE,1,FALSE,2001-09-06,9003646,NA,NA
"tacrolimus 0.03 % cutaneous ointment",TRUE,1,FALSE,2001-09-06,9000959,NA,NA
"tacrolimus 0.1 % cutaneous ointment",TRUE,1,FALSE,2001-09-06,9000960,NA,NA
"lamotrigine 2 mg oral tablet",TRUE,1,FALSE,2001-09-13,9000961,NA,NA
"insulin aspart 100 unit per mL solution for injection 3 mL cartridge",TRUE,3,FALSE,2001-10-31,9000962,NA,NA
"quinine sulfate 300 mg oral tablet",TRUE,1,FALSE,2001-11-08,9000963,NA,NA
"methotrexate (methotrexate sodium) 2.5 mg oral tablet",TRUE,1,FALSE,2001-11-14,9000964,NA,NA
"ketorolac tromethamine 30 mg per mL solution for injection",TRUE,1,FALSE,2001-12-04,9000965,NA,NA
"hydromorphone hydrochloride 1000 mg per 10 mL solution for injection vial",TRUE,1,FALSE,2001-12-10,9000966,NA,NA
"fluticasone propionate 125 mcg per actuation pressurised inhalation",TRUE,1,FALSE,2001-12-20,9000967,NA,NA
"fluticasone propionate 250 mcg per actuation pressurised inhalation",TRUE,1,FALSE,2001-12-20,9000968,NA,NA
"fluticasone propionate 50 mcg per actuation pressurised inhalation",TRUE,1,FALSE,2001-12-20,9000969,NA,NA
"fluticasone propionate 125 mcg and salmeterol (salmeterol xinafoate) 25 mcg pressurised inhalation",TRUE,1,FALSE,2001-12-21,9000970,NA,NA
"fluticasone propionate 250 mcg and salmeterol (salmeterol xinafoate) 25 mcg pressurised inhalation",TRUE,1,FALSE,2001-12-21,9000971,NA,NA
"cetirizine hydrochloride 20 mg oral tablet",TRUE,6,FALSE,2002-01-14,9000972,NA,NA
"alendronic acid (alendronate sodium) 70 mg oral tablet",TRUE,20,FALSE,2002-02-14,9000973,NA,NA
"alfuzosin hydrochloride 10 mg prolonged-release oral tablet",TRUE,7,FALSE,2002-02-21,9000974,NA,NA
"prednisolone (prednisolone sodium phosphate) 5 mg per 5 mL oral solution",TRUE,1,FALSE,2002-03-19,9000975,NA,NA
"estradiol 10 mg transdermal patch",TRUE,1,FALSE,2002-03-21,9000976,NA,NA
"estradiol 5 mg transdermal patch",TRUE,1,FALSE,2002-03-22,9000977,NA,NA
"tolterodine tartrate 2 mg prolonged-release oral capsule",TRUE,4,FALSE,2002-03-26,9000978,NA,NA
"tolterodine tartrate 4 mg prolonged-release oral capsule",TRUE,4,FALSE,2002-03-26,9000979,NA,NA
"rabeprazole sodium 10 mg gastro-resistant tablet",TRUE,11,FALSE,2002-04-02,9000980,NA,NA
"rabeprazole sodium 20 mg gastro-resistant tablet",TRUE,12,FALSE,2002-04-02,9000981,NA,NA
"testosterone 1 % cutaneous gel",TRUE,3,FALSE,2002-05-06,9000982,NA,NA
"testosterone 1 % cutaneous gel 2.5 g sachet",TRUE,1,FALSE,2002-05-06,9000983,NA,NA
"testosterone 1 % cutaneous gel 5 g sachet",TRUE,1,FALSE,2002-05-06,9000984,NA,NA
"clarithromycin 500 mg prolonged-release oral tablet",TRUE,3,FALSE,2002-05-22,9000985,NA,NA
"ketorolac tromethamine 60 mg per 2 mL solution for injection vial",TRUE,1,FALSE,2002-05-23,9000986,NA,NA
"bimatoprost 0.03 % ophthalmic drops",TRUE,2,FALSE,2002-05-24,9000987,NA,NA
"clarithromycin 250 mg per 5 mL granules for oral suspension",TRUE,3,FALSE,2002-05-28,9000988,NA,NA
"clindamycin (clindamycin phosphate) 1 % pad",TRUE,1,FALSE,2002-06-10,9000989,NA,NA
"insulin aspart 100 unit per mL solution for injection 10 mL vial",TRUE,2,FALSE,2002-06-12,9000990,NA,NA
"amoxicillin 125 mg per 5 mL and clavulanic acid (potassium clavulanate) 31.25 mg per 5 mL oral suspension",TRUE,1,FALSE,2002-06-18,9000991,NA,NA
"amoxicillin 250 mg per 5 mL and clavulanic acid (potassium clavulanate) 62.5 mg per 5 mL oral suspension",TRUE,1,FALSE,2002-06-18,9000992,NA,NA
"olanzapine 15 mg oral tablet",TRUE,15,FALSE,2002-06-24,9000993,NA,NA
"insulin glargine 100 unit per mL solution for injection 10 mL vial",TRUE,1,FALSE,2002-07-24,9000994,NA,NA
"zopiclone 3.75 mg oral tablet",TRUE,2,FALSE,2002-07-29,9000995,NA,NA
"salbutamol (salbutamol sulfate) 100 mcg per actuation pressurised inhalation",TRUE,2,FALSE,2002-08-22,9000996,NA,NA
"levothyroxine sodium 500 mcg per vial powder for solution for injection",TRUE,1,FALSE,2002-08-27,9000997,NA,NA
"amiodarone hydrochloride 300 mg per 6 mL solution for injection vial",TRUE,1,FALSE,2002-08-29,9000998,NA,NA
"testosterone 24.3 mg transdermal patch",TRUE,1,FALSE,2002-09-24,9000999,NA,NA
"estradiol 0.39 mg transdermal patch",TRUE,1,FALSE,2002-10-03,9001000,NA,NA
"metoprolol tartrate 25 mg oral tablet",TRUE,8,FALSE,2002-10-08,9001001,NA,NA
"pentazocine (pentazocine lactate) 30 mg per mL solution for injection",TRUE,1,FALSE,2002-11-01,9001002,NA,NA
"tiotropium (tiotropium bromide) 18 mcg inhalation powder capsule",TRUE,1,FALSE,2002-11-21,9001003,NA,NA
"atenolol 25 mg oral tablet",TRUE,12,FALSE,2002-11-28,9001004,NA,NA
"ipratropium bromide 0.03 % nasal spray",TRUE,1,FALSE,2002-12-03,9001005,NA,NA
"ipratropium bromide 0.06 % nasal spray",TRUE,1,FALSE,2002-12-03,9001006,NA,NA
"rivastigmine (rivastigmine hydrogen tartrate) 2 mg per mL oral solution",TRUE,1,FALSE,2002-12-05,9001007,NA,NA
"risedronate sodium 35 mg oral tablet",TRUE,14,FALSE,2002-12-10,9001008,NA,NA
"indapamide 1.25 mg and perindopril erbumine 4 mg oral tablet",TRUE,1,FALSE,2002-12-19,9001009,NA,NA
"simvastatin 5 mg oral tablet",TRUE,19,FALSE,2002-12-20,9001010,NA,NA
"simvastatin 80 mg oral tablet",TRUE,20,FALSE,2002-12-20,9001011,NA,NA
"hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet",TRUE,8,FALSE,2003-01-24,9001012,NA,NA
"valsartan 160 mg oral tablet",TRUE,13,FALSE,2003-01-24,9001013,NA,NA
"valsartan 80 mg oral tablet",TRUE,14,FALSE,2003-01-24,9001014,NA,NA
"rosuvastatin (rosuvastatin calcium) 10 mg oral tablet",TRUE,21,FALSE,2003-02-19,9001015,NA,NA
"rosuvastatin (rosuvastatin calcium) 20 mg oral tablet",TRUE,21,FALSE,2003-02-19,9001016,NA,NA
"rosuvastatin (rosuvastatin calcium) 40 mg oral tablet",TRUE,19,FALSE,2003-02-19,9001017,NA,NA
"ibuprofen 100 mg chewable tablet",TRUE,2,FALSE,2003-03-31,9001018,NA,NA
"diclofenac sodium 1.5 % cutaneous solution",TRUE,4,FALSE,2003-04-01,9001019,NA,NA
"bisoprolol fumarate 10 mg oral tablet",TRUE,9,FALSE,2003-04-24,9001020,NA,NA
"bisoprolol fumarate 5 mg oral tablet",TRUE,9,FALSE,2003-04-24,9001021,NA,NA
"estradiol 4 mg transdermal patch",TRUE,1,FALSE,2003-04-24,9001022,NA,NA
"estradiol 6 mg transdermal patch",TRUE,1,FALSE,2003-04-24,9001023,NA,NA
"estradiol 8 mg transdermal patch",TRUE,1,FALSE,2003-04-24,9001024,NA,NA
"alendronic acid (alendronate sodium) 10 mg oral tablet",TRUE,10,FALSE,2003-05-12,9001025,NA,NA
"ibuprofen 100 mg oral tablet",TRUE,1,FALSE,2003-05-14,9001026,NA,NA
"ibuprofen 50 mg oral tablet",TRUE,1,FALSE,2003-05-14,9001027,NA,NA
"indapamide 0.625 mg and perindopril erbumine 2 mg oral tablet",TRUE,1,FALSE,2003-05-16,9001028,NA,NA
"salbutamol (salbutamol sulfate) 0.4 mg per mL oral solution",TRUE,1,FALSE,2003-05-28,9001029,NA,NA
"hydrochlorothiazide 25 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet",TRUE,2,FALSE,2003-06-02,9001030,NA,NA
"ezetimibe 10 mg oral tablet",TRUE,17,FALSE,2003-06-15,9001031,NA,NA
"moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection",TRUE,1,FALSE,2003-06-24,9001032,NA,NA
"calcitriol 1 mcg per 1 mL solution for injection ampoule",TRUE,2,FALSE,2003-07-07,9001033,NA,NA
"methadone hydrochloride 1 mg per mL oral solution",TRUE,2,FALSE,2003-07-11,9001034,NA,NA
"levetiracetam 250 mg oral tablet",TRUE,17,FALSE,2003-07-23,9001035,NA,NA
"levetiracetam 500 mg oral tablet",TRUE,18,FALSE,2003-07-23,9001036,NA,NA
"levetiracetam 750 mg oral tablet",TRUE,17,FALSE,2003-07-23,9001037,NA,NA
"methylphenidate hydrochloride 18 mg prolonged-release oral tablet",TRUE,4,FALSE,2003-07-23,9001038,NA,NA
"methylphenidate hydrochloride 36 mg prolonged-release oral tablet",TRUE,4,FALSE,2003-07-23,9001039,NA,NA
"methylphenidate hydrochloride 54 mg prolonged-release oral tablet",TRUE,4,FALSE,2003-07-23,9001040,NA,NA
"methadone hydrochloride 10 mg oral tablet",TRUE,1,FALSE,2003-07-29,9001041,NA,NA
"methadone hydrochloride 1 mg oral tablet",TRUE,1,FALSE,2003-07-29,9001042,NA,NA
"methadone hydrochloride 25 mg oral tablet",TRUE,1,FALSE,2003-07-29,9001043,NA,NA
"methadone hydrochloride 5 mg oral tablet",TRUE,1,FALSE,2003-07-29,9001044,NA,NA
"carvedilol 12.5 mg oral tablet",TRUE,11,FALSE,2003-08-04,9001045,NA,NA
"carvedilol 25 mg oral tablet",TRUE,11,FALSE,2003-08-04,9001046,NA,NA
"carvedilol 3.125 mg oral tablet",TRUE,11,FALSE,2003-08-04,9001047,NA,NA
"carvedilol 6.25 mg oral tablet",TRUE,11,FALSE,2003-08-04,9001048,NA,NA
"ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 500 mg prolonged-release oral tablet",TRUE,2,FALSE,2003-08-07,9001049,NA,NA
"doxycycline (doxycycline hyclate) 20 mg oral capsule",TRUE,1,FALSE,2003-09-03,9001050,NA,NA
"perindopril erbumine 8 mg oral tablet",TRUE,1,FALSE,2003-09-11,9001051,NA,NA
"levothyroxine sodium 137 mcg oral tablet",TRUE,1,FALSE,2003-11-01,9001052,NA,NA
"trandolapril 4 mg oral capsule",TRUE,1,FALSE,2003-11-01,9001053,NA,NA
"dutasteride 0.5 mg oral capsule",TRUE,12,FALSE,2003-11-14,9001054,NA,NA
"ciclopirox olamine 1.5 % shampoo",TRUE,1,FALSE,2003-11-17,9001055,NA,NA
"tadalafil 20 mg oral tablet",TRUE,16,FALSE,2003-11-25,9001056,NA,NA
"fosinopril sodium 10 mg oral tablet",TRUE,8,FALSE,2003-12-05,9001057,NA,NA
"fosinopril sodium 20 mg oral tablet",TRUE,8,FALSE,2003-12-05,9001058,NA,NA
"betahistine hydrochloride 24 mg oral tablet",TRUE,5,FALSE,2003-12-10,9001059,NA,NA
"tadalafil 10 mg oral tablet",TRUE,12,FALSE,2003-12-11,9001060,NA,NA
"mirtazapine 15 mg orodispersible tablet",TRUE,3,FALSE,2003-12-22,9001061,NA,NA
"mirtazapine 30 mg orodispersible tablet",TRUE,3,FALSE,2003-12-22,9001062,NA,NA
"mirtazapine 45 mg orodispersible tablet",TRUE,3,FALSE,2003-12-22,9001063,NA,NA
"alendronic acid (alendronate sodium) 5 mg oral tablet",TRUE,5,FALSE,2003-12-23,9001064,NA,NA
"ethinyl estradiol 0.6 mg and norelgestromin 6 mg transdermal patch",TRUE,1,FALSE,2003-12-24,9001065,NA,NA
"paroxetine (paroxetine hydrochloride) 12.5 mg prolonged-release oral tablet",TRUE,1,FALSE,2004-01-05,9001066,NA,NA
"paroxetine (paroxetine hydrochloride) 25 mg prolonged-release oral tablet",TRUE,1,FALSE,2004-01-05,9001067,NA,NA
"olanzapine 15 mg orodispersible tablet",TRUE,15,FALSE,2004-01-09,9001068,NA,NA
"olanzapine (olanzapine tartrate) 10 mg per vial powder for solution for injection",TRUE,1,FALSE,2004-01-12,9001069,NA,NA
"montelukast (montelukast sodium) 4 mg per pck granules for oral suspension",TRUE,2,FALSE,2004-02-20,9001070,NA,NA
"ketorolac tromethamine 0.4 % ophthalmic drops",TRUE,1,FALSE,2004-03-08,9001071,NA,NA
"estradiol 2 mg transdermal patch",TRUE,1,FALSE,2004-03-12,9001072,NA,NA
"estradiol 5.7 mg transdermal patch",TRUE,1,FALSE,2004-03-12,9001073,NA,NA
"ipratropium bromide 20 mcg per actuation pressurised inhalation",TRUE,1,FALSE,2004-03-24,9001074,NA,NA
"mirtazapine 15 mg oral tablet",TRUE,8,FALSE,2004-03-31,9001075,NA,NA
"ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 1000 mg prolonged-release oral tablet",TRUE,1,FALSE,2004-04-08,9001076,NA,NA
"methotrexate 10 mg oral tablet",TRUE,1,FALSE,2004-04-12,9001077,NA,NA
"moxifloxacin (moxifloxacin hydrochloride) 0.5 % ophthalmic drops",TRUE,5,FALSE,2004-05-12,9001078,NA,NA
"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % and dexamethasone 0.1 % otic drops",TRUE,1,FALSE,2004-05-13,9001079,NA,NA
"ibuprofen 400 mg oral capsule",TRUE,8,FALSE,2004-06-21,9001080,NA,NA
"clonidine hydrochloride 0.025 mg oral tablet",TRUE,2,FALSE,2004-07-13,9001081,NA,NA
"ciclopirox 8 % cutaneous solution",TRUE,5,FALSE,2004-07-28,9001082,NA,NA
