"ccdd","tm_code","tm_formal_name","ntp_code","ntp_formal_name","mp_code","mp_formal_name"
FALSE,NA,"orciprenaline sulfate",9003183,"orciprenaline sulfate 2 mg per mL syrup","02236783","ORCIPRENALINE (orciprenaline sulfate 2 mg per mL syrup) AA PHARMA INC"
FALSE,NA,"benzoyl peroxide",9003009,"benzoyl peroxide 5 % lotion","02236796","DEEP PORE ACNE VANISHING TREATMENT (benzoyl peroxide 5 % lotion) THE MENTHOLATUM COMPANY OF CANADA LTD"
TRUE,8000072,"valproic acid (valproate)",9000759,"valproic acid (sodium valproate) 250 mg per 5 mL syrup","02236807","PMS-VALPROIC ACID (valproic acid (sodium valproate) 250 mg per 5 mL syrup) PHARMASCIENCE INC"
TRUE,8000249,"valsartan",9000771,"valsartan 80 mg oral capsule","02236808","DIOVAN 80MG (valsartan 80 mg oral capsule) NOVARTIS PHARMACEUTICALS CANADA INC"
TRUE,8000249,"valsartan",9000770,"valsartan 160 mg oral capsule","02236809","DIOVAN 160MG (valsartan 160 mg oral capsule) NOVARTIS PHARMACEUTICALS CANADA INC"
TRUE,8000027,"azathioprine",9000036,"azathioprine 50 mg oral tablet","02236819","TEVA-AZATHIOPRINE (azathioprine 50 mg oral tablet) TEVA CANADA LIMITED"
FALSE,NA,"ticlopidine hydrochloride",9003242,"ticlopidine hydrochloride 250 mg oral tablet","02236848","TEVA-TICLOPIDINE (ticlopidine hydrochloride 250 mg oral tablet) TEVA CANADA LIMITED"
TRUE,8000181,"domperidone",9000463,"domperidone (domperidone maleate) 10 mg oral tablet","02236857","DOMPERIDONE-10 (domperidone (domperidone maleate) 10 mg oral tablet) PRO DOC LIMITEE"
FALSE,NA,"anagrelide (anagrelide hydrochloride)",9003198,"anagrelide (anagrelide hydrochloride) 0.5 mg oral capsule","02236859","AGRYLIN (anagrelide (anagrelide hydrochloride) 0.5 mg oral capsule) SHIRE PHARMA CANADA ULC"
FALSE,NA,"acetaminophen and codeine and methocarbamol",9002403,"acetaminophen 325 mg and codeine phosphate 8 mg and methocarbamol 400 mg oral tablet","02236872","METHOXACET-C 1/8 (acetaminophen 325 mg and codeine phosphate 8 mg and methocarbamol 400 mg oral tablet) TEVA CANADA LIMITED"
FALSE,NA,"glutamic acid and glycine and histidine and l-alanine and l-arginine and l-aspartic acid and l-cysteine and l-isoleucine and l-leucine and l-lysine and l-ornithine dihydrochloride and l-phenylalanine and l-proline and l-threonine and l-tyrosine and l-valine and methionine and serine and taurine and tryptophan",9003181,"glutamic acid 1 g per 100 mL and glycine 400 mg per 100 mL and histidine 380 mg per 100 mL and l-alanine 800 mg per 100 mL and l-arginine 840 mg per 100 mL and l-aspartic acid 600 mg per 100 mL and l-cysteine 189 mg per 100 mL and l-isoleucine 670 mg per 100 mL and l-leucine 1 g per 100 mL and l-lysine 1.1 g per 100 mL and l-ornithine dihydrochloride 318 mg per 100 mL and l-phenylalanine 420 mg per 100 mL and l-proline 300 mg per 100 mL and l-threonine 370 mg per 100 mL and l-tyrosine 45 mg per 100 mL and l-valine 760 mg per 100 mL and methionine 240 mg per 100 mL and serine 400 mg per 100 mL and taurine 60 mg per 100 mL and tryptophan 200 mg per 100 mL solution for injection","02236875","PRIMENE 10% (glutamic acid 1 g per 100 mL and glycine 400 mg per 100 mL and histidine 380 mg per 100 mL and l-alanine 800 mg per 100 mL and l-arginine 840 mg per 100 mL and l-aspartic acid 600 mg per 100 mL and l-cysteine 189 mg per 100 mL and l-isoleucine 670 mg per 100 mL and l-leucine 1 g per 100 mL and l-lysine 1.1 g per 100 mL and l-ornithine dihydrochloride 318 mg per 100 mL and l-phenylalanine 420 mg per 100 mL and l-proline 300 mg per 100 mL and l-threonine 370 mg per 100 mL and l-tyrosine 45 mg per 100 mL and l-valine 760 mg per 100 mL and methionine 240 mg per 100 mL and serine 400 mg per 100 mL and taurine 60 mg per 100 mL and tryptophan 200 mg per 100 mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"brimonidine tartrate",9003188,"brimonidine tartrate 0.2 % ophthalmic drops","02236876","ALPHAGAN (brimonidine tartrate 0.2 % ophthalmic drops) ALLERGAN INC"
FALSE,NA,"enoxaparin sodium",9003261,"enoxaparin sodium 40 mg per 0.4 mL solution for injection","02236883","LOVENOX (enoxaparin sodium 40 mg per 0.4 mL solution for injection) SANOFI-AVENTIS CANADA INC"
FALSE,NA,"propofol",9003215,"propofol 10 mg per mL emulsion for injection","02236887","PROPOFOL INJECTION (propofol 10 mg per mL emulsion for injection) HOSPIRA HEALTHCARE CORPORATION"
FALSE,NA,"NA",9003214,"NA 9500 unit per mL solution for injection","02236913","FRAXIPARINE (NA solution for injection) ASPEN PHARMACARE CANADA INC."
FALSE,NA,"dextromethorphan hydrobromide and guaifenesin and pseudoephedrine hydrochloride",9002450,"dextromethorphan hydrobromide 15 mg per 5 mL and guaifenesin 100 mg per 5 mL and pseudoephedrine hydrochloride 30 mg per 5 mL syrup","02236915","BALMINIL DM + DECONGESTANT + EXPECTORANT (dextromethorphan hydrobromide 15 mg per 5 mL and guaifenesin 100 mg per 5 mL and pseudoephedrine hydrochloride 30 mg per 5 mL syrup) TEVA CANADA LIMITED"
TRUE,8000095,"acyclovir",9006198,"acyclovir (acyclovir sodium) 500 mg per 20 mL solution for injection vial","02236916","ACYCLOVIR SODIUM INJECTION (acyclovir (acyclovir sodium) 500 mg per 20 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION"
FALSE,NA,"bacitracin and lidocaine hydrochloride and polymyxin b (polymyxin b sulfate)",9003258,"bacitracin 500 unit per g and lidocaine hydrochloride 40 mg per g and polymyxin b (polymyxin b sulfate) 10000 unit per g cutaneous ointment","02236917","OZONOL ANTIBIOTICS PLUS (bacitracin 500 unit per g and lidocaine hydrochloride 40 mg per g and polymyxin b (polymyxin b sulfate) 10000 unit per g cutaneous ointment) BAYER INC CONSUMER CARE"
TRUE,8000095,"acyclovir",9000800,"acyclovir (acyclovir sodium) 500 mg per 10 mL solution for injection vial","02236926","ACYCLOVIR SODIUM INJECTION (acyclovir (acyclovir sodium) 500 mg per 10 mL solution for injection vial) FRESENIUS KABI CANADA LTD"
TRUE,8000095,"acyclovir",9000799,"acyclovir (acyclovir sodium) 1000 mg per 20 mL solution for injection vial","02236926","ACYCLOVIR SODIUM INJECTION (acyclovir (acyclovir sodium) 1000 mg per 20 mL solution for injection vial) FRESENIUS KABI CANADA LTD"
TRUE,8000132,"salbutamol",9000692,"salbutamol (salbutamol sulfate) 1.25 mg per 2.5 mL inhalation solution unit dose vial","02236931","PHL-SALBUTAMOL RESPIRATOR SOLUTION (salbutamol (salbutamol sulfate) 1.25 mg per 2.5 mL inhalation solution unit dose vial) PHARMEL INC"
TRUE,8000132,"salbutamol",9000444,"salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution unit dose vial","02236932","PHL-SALBUTAMOL RESPIRATOR SOLUTION (salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution unit dose vial) PHARMEL INC"
TRUE,8000132,"salbutamol",9000634,"salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution unit dose vial","02236933","PHL-SALBUTAMOL RESPIRATOR SOLUTION (salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution unit dose vial) PHARMEL INC"
TRUE,8000189,"trazodone",9000497,"trazodone hydrochloride 50 mg oral tablet","02236941","PHL-TRAZODONE (trazodone hydrochloride 50 mg oral tablet) PHARMEL INC"
TRUE,8000189,"trazodone",9000496,"trazodone hydrochloride 100 mg oral tablet","02236942","PHL-TRAZODONE (trazodone hydrochloride 100 mg oral tablet) PHARMEL INC"
TRUE,8000061,"clonazepam",9000097,"clonazepam 0.5 mg oral tablet","02236948","PHL-CLONAZEPAM-R (clonazepam 0.5 mg oral tablet) PHARMEL INC"
FALSE,NA,"bromocriptine (bromocriptine mesylate)",9003041,"bromocriptine (bromocriptine mesylate) 5 mg oral capsule","02236949","PMS-BROMOCRIPTINE (bromocriptine (bromocriptine mesylate) 5 mg oral capsule) PHARMASCIENCE INC"
TRUE,8000187,"risperidone",9000788,"risperidone (risperidone tartrate) 1 mg per mL oral solution","02236950","RISPERDAL ORAL SOLUTION (risperidone (risperidone tartrate) 1 mg per mL oral solution) JANSSEN INC"
TRUE,8000248,"quetiapine",9000769,"quetiapine (quetiapine fumarate) 25 mg oral tablet","02236951","SEROQUEL TAB 25MG (quetiapine (quetiapine fumarate) 25 mg oral tablet) ASTRAZENECA CANADA INC"
TRUE,8000248,"quetiapine",9000767,"quetiapine (quetiapine fumarate) 100 mg oral tablet","02236952","SEROQUEL TAB 100MG (quetiapine (quetiapine fumarate) 100 mg oral tablet) ASTRAZENECA CANADA INC"
TRUE,8000248,"quetiapine",9000768,"quetiapine (quetiapine fumarate) 200 mg oral tablet","02236953","SEROQUEL TAB 200MG (quetiapine (quetiapine fumarate) 200 mg oral tablet) ASTRAZENECA CANADA INC"
FALSE,NA,"bacitracin zinc and polymyxin b sulfate",9003007,"bacitracin zinc 500 unit per g and polymyxin b sulfate 10000 unit per g cutaneous ointment","02236954","BAND-AID BRAND ADHESIVE BANDAGES PLUS ANTIBIOTIC (bacitracin zinc 500 unit per g and polymyxin b sulfate 10000 unit per g cutaneous ointment) JOHNSON & JOHNSON INC"
FALSE,NA,"bacitracin zinc and polymyxin b sulfate",9003244,"bacitracin zinc 500 unit per g and polymyxin b sulfate 10000 unit per g pad","02236954","BAND-AID BRAND ADHESIVE BANDAGES PLUS ANTIBIOTIC (bacitracin zinc 500 unit per g and polymyxin b sulfate 10000 unit per g pad) JOHNSON & JOHNSON INC"
TRUE,8000066,"baclofen",9000104,"baclofen 10 mg oral tablet","02236963","PHL-BACLOFEN (baclofen 10 mg oral tablet) PHARMEL INC"
TRUE,8000066,"baclofen",9000218,"baclofen 20 mg oral tablet","02236964","PHL-BACLOFEN (baclofen 20 mg oral tablet) PHARMEL INC"
TRUE,8000119,"ethinyl estradiol and levonorgestrel",9000772,"ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet","02236974","ALESSE 21 (ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet) PFIZER CANADA INC"
TRUE,8000119,"ethinyl estradiol and levonorgestrel",9000772,"ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet","02236975","ALESSE 28 (ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet) PFIZER CANADA INC"
FALSE,NA,"fluconazole",9002304,"fluconazole 50 mg oral tablet","02236978","TEVA-FLUCONAZOLE (fluconazole 50 mg oral tablet) TEVA CANADA LIMITED"
FALSE,NA,"fluconazole",9002302,"fluconazole 100 mg oral tablet","02236979","TEVA-FLUCONAZOLE (fluconazole 100 mg oral tablet) TEVA CANADA LIMITED"
FALSE,NA,"menthol and pramoxine hydrochloride",9003350,"menthol 1 % and pramoxine hydrochloride 1 % cutaneous cream","02236991","GOLD BOND MEDICATED ANTI-ITCH CREAM (menthol 1 % and pramoxine hydrochloride 1 % cutaneous cream) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"
FALSE,NA,"fluocinonide",9002813,"fluocinonide 0.05 % cutaneous ointment","02236996","LYDERM OINTMENT 0.05% (fluocinonide 0.05 % cutaneous ointment) TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC."
FALSE,NA,"fluocinonide",9002812,"fluocinonide 0.05 % cutaneous gel","02236997","LYDERM GEL 0.05% (fluocinonide 0.05 % cutaneous gel) TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC."
FALSE,NA,"octinoxate and octisalate and oxybenzone and titanium dioxide",9003191,"octinoxate 7.5 % and octisalate 5 % and oxybenzone 4.5 % and titanium dioxide 1 % cutaneous stick","02237002","KINESYS SPF 30 SUN STICK (octinoxate 7.5 % and octisalate 5 % and oxybenzone 4.5 % and titanium dioxide 1 % cutaneous stick) WILC HEALTHCARE INC"
FALSE,NA,"ketoprofen",9002588,"ketoprofen 100 mg suppository","02237011","KETOPROFEN SUPPOSITORIES (ketoprofen 100 mg suppository) PHARMEL INC"
TRUE,8000028,"dexamethasone (base)",9000648,"dexamethasone 0.5 mg oral tablet","02237044","PHL-DEXAMETHASONE (dexamethasone 0.5 mg oral tablet) PHARMEL INC"
TRUE,8000028,"dexamethasone (base)",9000650,"dexamethasone 0.75 mg oral tablet","02237045","PHL-DEXAMETHASONE (dexamethasone 0.75 mg oral tablet) PHARMEL INC"
TRUE,8000028,"dexamethasone (base)",9000651,"dexamethasone 4 mg oral tablet","02237046","PHL-DEXAMETHASONE (dexamethasone 4 mg oral tablet) PHARMEL INC"
TRUE,8000080,"sulfamethoxazole and trimethoprim",9000140,"sulfamethoxazole 800 mg and trimethoprim 160 mg oral tablet","00512524","PROTRIN DF TAB (sulfamethoxazole 800 mg and trimethoprim 160 mg oral tablet) PRO DOC LIMITEE"
FALSE,NA,"cefazolin (cefazolin sodium)",9003323,"cefazolin (cefazolin sodium) 500 mg per vial powder for solution for injection","02237137","CEFAZOLIN FOR INJECTION, USP (cefazolin (cefazolin sodium) 500 mg per vial powder for solution for injection) FRESENIUS KABI CANADA LTD"
FALSE,NA,"cefazolin (cefazolin sodium)",9002758,"cefazolin (cefazolin sodium) 1 g per vial powder for solution for injection","02237138","CEFAZOLIN FOR INJECTION, USP (cefazolin (cefazolin sodium) 1 g per vial powder for solution for injection) FRESENIUS KABI CANADA LTD"
FALSE,NA,"cefazolin (cefazolin sodium)",9002757,"cefazolin (cefazolin sodium) 10 g per vial powder for solution for injection","02237140","CEFAZOLIN FOR INJECTION, USP (cefazolin (cefazolin sodium) 10 g per vial powder for solution for injection) FRESENIUS KABI CANADA LTD"
FALSE,NA,"cefazolin (cefazolin sodium)",9003322,"cefazolin (cefazolin sodium) 20 g per vial powder for solution for injection","02237141","CEFAZOLIN FOR INJECTION, USP (cefazolin (cefazolin sodium) 20 g per vial powder for solution for injection) FRESENIUS KABI CANADA LTD"
TRUE,8000253,"pramipexole",9000783,"pramipexole dihydrochloride 0.25 mg oral tablet","02237145","MIRAPEX (pramipexole dihydrochloride monohydrate 0.25 mg oral tablet) BOEHRINGER INGELHEIM (CANADA) LTD LTEE"
TRUE,8000253,"pramipexole",9000785,"pramipexole dihydrochloride 1 mg oral tablet","02237146","MIRAPEX (pramipexole dihydrochloride monohydrate 1 mg oral tablet) BOEHRINGER INGELHEIM (CANADA) LTD LTEE"
TRUE,8000253,"pramipexole",9000784,"pramipexole dihydrochloride 1.5 mg oral tablet","02237147","MIRAPEX (pramipexole dihydrochloride monohydrate 1.5 mg oral tablet) BOEHRINGER INGELHEIM (CANADA) LTD LTEE"
FALSE,NA,"diphenhydramine hydrochloride",9001882,"diphenhydramine hydrochloride 50 mg oral capsule","02237169","EXTRA STRENGTH NYTOL QUICKGELS (diphenhydramine hydrochloride 50 mg oral capsule) MEDTECH PRODUCTS INC"
TRUE,8000032,"carbamazepine",9000219,"carbamazepine 100 mg chewable tablet","00369810","TEGRETOL CHEWTABS 100 MG (carbamazepine 100 mg chewable tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
FALSE,NA,"avobenzone and octinoxate and oxybenzone and titanium dioxide",9003249,"avobenzone 2.5 % and octinoxate 7.5 % and oxybenzone 6 % and titanium dioxide 2 % lotion","02237179","LOTION ÉCRAN SOLAIRE 30 (avobenzone 2.5 % and octinoxate 7.5 % and oxybenzone 6 % and titanium dioxide 2 % lotion) LABORATOIRES CONFAB INC"
FALSE,NA,"idoxuridine",9003357,"idoxuridine 0.1 % cutaneous liquid","02237187","SANDOZ IDOXURIDINE (idoxuridine 0.1 % cutaneous liquid) SANDOZ CANADA INCORPORATED"
FALSE,NA,"octinoxate and oxybenzone",9003259,"octinoxate 5.5 % and oxybenzone 1 % lotion","02237188","SELF TANNER (octinoxate 5.5 % and oxybenzone 1 % lotion) CALIFORNIA NORTH"
FALSE,NA,"formoterol",9003232,"formoterol fumarate 12 mcg inhalation powder","02237224","OXEZE TURBUHALER (formoterol fumarate dihydrate 12 mcg inhalation powder) ASTRAZENECA CANADA INC"
FALSE,NA,"formoterol",9003233,"formoterol fumarate 6 mcg inhalation powder","02237225","OXEZE TURBUHALER (formoterol fumarate dihydrate 6 mcg inhalation powder) ASTRAZENECA CANADA INC"
FALSE,NA,"famotidine",9002889,"famotidine 10 mg oral tablet","02237223","ACID CONTROL (famotidine 10 mg oral tablet) VITA HEALTH PRODUCTS INC"
FALSE,NA,"bacitracin zinc and gramicidin and polymyxin b (polymyxin b sulfate)",9003277,"bacitracin zinc 500 unit per g and gramicidin 0.25 mg per g and polymyxin b (polymyxin b sulfate) 10000 unit per g cutaneous ointment","02237226","POLYSPORIN TRIPLE ANTIBIOTIC OINTMENT (bacitracin zinc 500 unit per g and gramicidin 0.25 mg per g and polymyxin b (polymyxin b sulfate) 10000 unit per g cutaneous ointment) JOHNSON & JOHNSON INC"
FALSE,NA,"bacitracin zinc and polymyxin b (polymyxin b sulfate)",9003278,"bacitracin zinc 500 unit per g and polymyxin b (polymyxin b sulfate) 10000 unit per g cutaneous ointment","02237227","POLYSPORIN ANTIBIOTIC OINTMENT (bacitracin zinc 500 unit per g and polymyxin b (polymyxin b sulfate) 10000 unit per g cutaneous ointment) JOHNSON & JOHNSON INC"
FALSE,NA,"ketoconazole",9003213,"ketoconazole 200 mg oral tablet","02237235","APO-KETOCONAZOLE (ketoconazole 200 mg oral tablet) APOTEX INC"
TRUE,8000173,"fluticasone",9000794,"fluticasone propionate 100 mcg inhalation powder","02237245","FLOVENT DISKUS (fluticasone propionate 100 mcg inhalation powder) GLAXOSMITHKLINE INC"
TRUE,8000173,"fluticasone",9000795,"fluticasone propionate 250 mcg inhalation powder","02237246","FLOVENT DISKUS (fluticasone propionate 250 mcg inhalation powder) GLAXOSMITHKLINE INC"
TRUE,8000173,"fluticasone",9000796,"fluticasone propionate 500 mcg inhalation powder","02237247","FLOVENT DISKUS (fluticasone propionate 500 mcg inhalation powder) GLAXOSMITHKLINE INC"
FALSE,NA,"phenylephrine and tropicamide",9002053,"phenylephrine hydrochloride 5 % and tropicamide 0.8 % ophthalmic drops","00629693","PHENYLTROPE  OPH SOLN (phenylephrine hydrochloride 5 % and tropicamide 0.8 % ophthalmic drops) SANDOZ CANADA INCORPORATED"
FALSE,NA,"tryptophan",9002094,"tryptophan 1 g oral tablet","02237250","TEVA-TRYPTOPHAN (tryptophan 1 g oral tablet) TEVA CANADA LIMITED"
TRUE,8000254,"venlafaxine",9000790,"venlafaxine (venlafaxine hydrochloride) 37.5 mg prolonged-release oral capsule","02237279","EFFEXOR XR (venlafaxine (venlafaxine hydrochloride) 37.5 mg prolonged-release oral capsule) PFIZER CANADA INC"
TRUE,8000254,"venlafaxine",9000791,"venlafaxine (venlafaxine hydrochloride) 75 mg prolonged-release oral capsule","02237280","EFFEXOR XR (venlafaxine (venlafaxine hydrochloride) 75 mg prolonged-release oral capsule) PFIZER CANADA INC"
TRUE,8000254,"venlafaxine",9000789,"venlafaxine (venlafaxine hydrochloride) 150 mg prolonged-release oral capsule","02237282","EFFEXOR XR (venlafaxine (venlafaxine hydrochloride) 150 mg prolonged-release oral capsule) PFIZER CANADA INC"
FALSE,NA,"loperamide hydrochloride and simethicone",9003254,"loperamide hydrochloride 2 mg and simethicone 125 mg chewable tablet","02237297","IMODIUM COMPLETE CHEWABLE TABLETS (loperamide hydrochloride 2 mg and simethicone 125 mg chewable tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
TRUE,8000205,"minocycline",9000537,"minocycline (minocycline hydrochloride) 50 mg oral capsule","02237313","SANDOZ MINOCYCLINE (minocycline (minocycline hydrochloride) 50 mg oral capsule) SANDOZ CANADA INCORPORATED"
TRUE,8000205,"minocycline",9000536,"minocycline (minocycline hydrochloride) 100 mg oral capsule","02237314","SANDOZ MINOCYCLINE (minocycline (minocycline hydrochloride) 100 mg oral capsule) SANDOZ CANADA INCORPORATED"
FALSE,NA,"bismuth subsalicylate and calcium carbonate",9003460,"bismuth subsalicylate 262 mg and calcium carbonate 350 mg oral tablet","02237315","PEPTO-BISMOL CHEWABLES (bismuth subsalicylate 262 mg and calcium carbonate 350 mg oral tablet) PROCTER & GAMBLE INC"
FALSE,NA,"interferon beta-1a",9003219,"interferon beta-1a 22 mcg per 0.5 mL solution for injection","02237319","REBIF (interferon beta-1a 22 mcg per 0.5 mL solution for injection) EMD SERONO A DIVISION OF EMD INC CANADA"
FALSE,NA,"interferon beta-1a",9003220,"interferon beta-1a 44 mcg per 0.5 mL solution for injection","02237320","REBIF (interferon beta-1a 44 mcg per 0.5 mL solution for injection) EMD SERONO A DIVISION OF EMD INC CANADA"
FALSE,NA,"rabies immune globulin human",9003167,"rabies immune globulin human 150 unit per mL solution for injection","02237328","IMOGAM RABIES PASTEURIZED (rabies immune globulin human 150 unit per mL solution for injection) SANOFI PASTEUR LIMITED"
TRUE,8000189,"trazodone",9000782,"trazodone hydrochloride 75 mg oral tablet","02237339","PMS-TRAZODONE (trazodone hydrochloride 75 mg oral tablet) PHARMASCIENCE INC"
TRUE,8000010,"methylphenidate",9000208,"methylphenidate hydrochloride 20 mg prolonged-release oral tablet","00632775","RITALIN-SR TAB 20MG (methylphenidate hydrochloride 20 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
TRUE,8000262,"hydrochlorothiazide and quinapril",9000814,"hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 10 mg oral tablet","02237367","ACCURETIC 10/12.5 MG (hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 10 mg oral tablet) PFIZER CANADA INC"
TRUE,8000262,"hydrochlorothiazide and quinapril",9000815,"hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet","02237368","ACCURETIC 20/12.5 MG (hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet) PFIZER CANADA INC"
TRUE,8000262,"hydrochlorothiazide and quinapril",9001030,"hydrochlorothiazide 25 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet","02237369","ACCURETIC 20/25 MG (hydrochlorothiazide 25 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet) PFIZER CANADA INC"
FALSE,NA,"fluconazole",9002304,"fluconazole 50 mg oral tablet","02237370","APO-FLUCONAZOLE (fluconazole 50 mg oral tablet) APOTEX INC"
FALSE,NA,"fluconazole",9002302,"fluconazole 100 mg oral tablet","02237371","APO-FLUCONAZOLE (fluconazole 100 mg oral tablet) APOTEX INC"
FALSE,NA,"acetaminophen",9003359,"acetaminophen 80 mg per mL oral suspension","02237390","INFANT'S ACETAMINOPHEN SUSPENSION (acetaminophen 80 mg per mL oral suspension) PERRIGO INTERNATIONAL"
FALSE,NA,"triclosan",9002392,"triclosan 0.3 % cutaneous liquid","02237406","ASEPT (triclosan 0.3 % cutaneous liquid) AVMOR LTD"
FALSE,NA,"triclosan",9003260,"triclosan 0.3 % cutaneous spray","02237409","BACTI-FOAM (triclosan 0.3 % cutaneous spray) ECOLAB CO"
TRUE,8000023,"acetaminophen and caffeine and codeine",9000243,"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet","02237420","ACETAMINOPHEN, CAFFEINE & 8MG CODEINE PHOSPHATE (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMASCIENCE INC"
FALSE,NA,"dextromethorphan hydrobromide (dextromethorphan polistirex)",9003263,"dextromethorphan hydrobromide (dextromethorphan polistirex) 15 mg per 5 mL syrup","02237429","BENYLIN FOR CHILDREN DM 12 HOUR SYRUP (dextromethorphan hydrobromide (dextromethorphan polistirex) 15 mg per 5 mL syrup) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
FALSE,NA,"vitamin D2",9003448,"vitamin d2 50000 unit oral capsule","02237450","D-FORTE (vitamin d2 50000 unit oral capsule) SANDOZ CANADA INCORPORATED"
FALSE,NA,"chlorhexidine",9002950,"chlorhexidine gluconate 0.12 % mouthwash","02237452","PERIDEX ORAL RINSE (chlorhexidine gluconate 0.12 % mouthwash) 3M CANADA COMPANY"
FALSE,NA,"chlorhexidine",9003293,"chlorhexidine gluconate 0.12 % gargle/mouthwash","02237452","PERIDEX ORAL RINSE (chlorhexidine gluconate 0.12 % gargle/mouthwash) 3M CANADA COMPANY"
TRUE,8000247,"terazosin",9000749,"terazosin (terazosin hydrochloride) 1 mg oral tablet","02237476","TERAZOSIN-1 (terazosin (terazosin hydrochloride) 1 mg oral tablet) PRO DOC LIMITEE"
TRUE,8000247,"terazosin",9000750,"terazosin (terazosin hydrochloride) 2 mg oral tablet","02237477","TERAZOSIN-2 (terazosin (terazosin hydrochloride) 2 mg oral tablet) PRO DOC LIMITEE"
TRUE,8000247,"terazosin",9000751,"terazosin (terazosin hydrochloride) 5 mg oral tablet","02237478","TERAZOSIN-5 (terazosin (terazosin hydrochloride) 5 mg oral tablet) PRO DOC LIMITEE"
TRUE,8000247,"terazosin",9000748,"terazosin (terazosin hydrochloride) 10 mg oral tablet","02237479","TERAZOSIN-10 (terazosin (terazosin hydrochloride) 10 mg oral tablet) PRO DOC LIMITEE"
FALSE,NA,"mycophenolate mofetil",9003330,"mycophenolate mofetil 500 mg oral tablet","02237484","CELLCEPT (mycophenolate mofetil 500 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"
FALSE,NA,"cefaclor",9003225,"cefaclor 125 mg per 5 mL oral powder","02237500","APO-CEFACLOR (cefaclor 125 mg per 5 mL oral powder) APOTEX INC"
FALSE,NA,"cefaclor",9003226,"cefaclor 250 mg per 5 mL oral powder","02237501","APO-CEFACLOR (cefaclor 250 mg per 5 mL oral powder) APOTEX INC"
FALSE,NA,"cefaclor",9003227,"cefaclor 375 mg per 5 mL oral powder","02237502","APO-CEFACLOR (cefaclor 375 mg per 5 mL oral powder) APOTEX INC"
TRUE,8000159,"ciprofloxacin",9000811,"ciprofloxacin 10 g per 100 mL oral suspension","02237514","CIPRO ORAL SUSPENSION (ciprofloxacin 10 g per 100 mL oral suspension) BAYER INC"
FALSE,NA,"dimethicone and menthol",9003414,"dimethicone 5 % and menthol 0.15 % lotion","02237526","GOLD BOND MEDICATED BODY LOTION (dimethicone 5 % and menthol 0.15 % lotion) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"
FALSE,NA,"petrolatum and starch",9003238,"petrolatum 50 % and starch 49.95 % cutaneous cream","02237532","BUM-BUTT-R (petrolatum 50 % and starch 49.95 % cutaneous cream) SUMMERBERRY PRODUCTS"
FALSE,NA,"procainamide hydrochloride",9002055,"procainamide hydrochloride 250 mg prolonged-release oral tablet","00638692","PROCAN SR (procainamide hydrochloride 250 mg prolonged-release oral tablet) ERFA CANADA 2012 INC"
FALSE,NA,"hepatitis a vaccine, inactivated and hepatitis b surface antigen (recombinant)",9003326,"hepatitis a vaccine, inactivated 360 unit per 0.5 mL and hepatitis b surface antigen (recombinant) 10 mcg per 0.5 mL suspension for injection","02237548","TWINRIX JUNIOR (hepatitis a vaccine, inactivated 360 unit per 0.5 mL and hepatitis b surface antigen (recombinant) 10 mcg per 0.5 mL suspension for injection) GLAXOSMITHKLINE INC"
FALSE,NA,"acetaminophen",9002509,"acetaminophen 160 mg oral tablet","02237562","ACETAMINOPHENE 160MG COMPRIMES A CROQUER (acetaminophen 160 mg oral tablet) LABORATOIRES TRIANON INC"
