mp_code,mp_fr_description,ntp_code,ntp_fr_description,tm_code,tm_fr_description
"02248539","APO-TRYPTOPHAN (tryptophane 1 g comprimé oral) APOTEX INC","9002094","tryptophane 1 g comprimé oral","8002164","tryptophane"
"02244149","PROTOPIC (tacrolimus 0,03 % pommade cutanée) LEO PHARMA INC","9000959","tacrolimus 0,03 % pommade cutanée","8000222","tacrolimus"
"02439654","TEVA-BUPROPION XL (chlorhydrate de bupropion 150 mg comprimé oral à libération prolongée) TEVA CANADA LIMITED","9000798","chlorhydrate de bupropion 150 mg comprimé oral à libération prolongée","8000257","bupropion"
"02474697","SANDOZ LACOSAMIDE (lacosamide 150 mg comprimé oral) SANDOZ CANADA INCORPORATED","9004781","lacosamide 150 mg comprimé oral","8001825","lacosamide"
"02319128","TC ANTIBACTERIAL LOTION SOAP (triclosan 0,2 % lotion) RUBBERMAID COMMERCIAL PRODUCTS LLC","9004683","triclosan 0,2 % lotion","8001976","triclosan"
"02383535","MYLAN-VALSARTAN (valsartan 80 mg comprimé oral) MYLAN PHARMACEUTICALS ULC","9001014","valsartan 80 mg comprimé oral","8000249","valsartan"
"02248676","IRESSA (géfitinib 250 mg comprimé oral) ASTRAZENECA CANADA INC","9003851","géfitinib 250 mg comprimé oral","8001786","géfitinib"
"02247104","PERIOSTAT (doxycycline (hyclate de doxycycline) 20 mg capsule orale) PENDOPHARM DIVISION OF PHARMASCIENCE INC","9001050","doxycycline (hyclate de doxycycline) 20 mg capsule orale","8000117","doxycycline"
"02481928","NYQUIL COMPLETE + VICKS VAPOCOOL (acétaminophène 325 mg et bromhydrate de dextrométhorphane 10 mg et succinate de doxylamine 6,25 mg et chlorhydrate de phényléphrine 5 mg capsule orale) PROCTER & GAMBLE INC","9013998","acétaminophène 325 mg et bromhydrate de dextrométhorphane 10 mg et succinate de doxylamine 6,25 mg et chlorhydrate de phényléphrine 5 mg capsule orale","8001330","acétaminophène et dextrométhorphane et doxylamine et phényléphrine"
"02444054","ACTIVE ANTI-ACNE TREATMENT KIT (peroxyde de benzoyle 2,5 % lotion avec peroxyde de benzoyle 2,5 % lotion avec solution tonique) FRUIT OF THE EARTH, INC","9014009","peroxyde de benzoyle 2,5 % lotion avec peroxyde de benzoyle 2,5 % lotion avec solution tonique","8000829","peroxyde de benzoyle"
"02299003","DOM-QUETIAPINE (quétiapine (fumarate de quétiapine) 100 mg comprimé oral) DOMINION PHARMACAL","9000767","quétiapine (fumarate de quétiapine) 100 mg comprimé oral","8000248","quétiapine"
"02439174","NAT-QUETIAPINE (quétiapine (fumarate de quétiapine) 150 mg comprimé oral) NATCO PHARMA (CANADA) INC","9001256","quétiapine (fumarate de quétiapine) 150 mg comprimé oral","8000248","quétiapine"
"00670901","VASOTEC (maléate d'énalapril 10 mg comprimé oral) MERCK CANADA INC","9000464","maléate d'énalapril 10 mg comprimé oral","8000118","énalapril"
"00750050","TEVA-ECTOSONE (bétaméthasone (valérate de bétaméthasone) 0,1 % lotion) TEVA CANADA LIMITED","9000121","bétaméthasone (valérate de bétaméthasone) 0,1 % lotion","8000792","valérate de bétaméthasone"
"02285096","TEVA-LISINOPRIL (TYPE P) (lisinopril 20 mg comprimé oral) TEVA CANADA LIMITED","9000359","lisinopril 20 mg comprimé oral","8000140","lisinopril"
"02287161","FOSRENOL (lanthane (carbonate de lanthane hydraté) 750 mg comprimé à croquer) SHIRE PHARMA CANADA ULC","9013183","lanthane (carbonate de lanthane) 750 mg comprimé à croquer","8001827","lanthane"
"02301334","BRIMONIDINE P (tartrate de brimonidine 0,15 % gouttes ophtalmiques) AA PHARMA INC","9003838","tartrate de brimonidine 0,15 % gouttes ophtalmiques","8001103","brimonidine"
"02438682","PEMETREXED DISODIUM FOR INJECTION (pémétrexed (hémipentahydrate de pémétrexed disodique) 500 mg par fiole poudre pour solution injectable) ACCORD HEALTHCARE INC","9003927","pémétrexed (pémétrexed disodique) 500 mg par fiole poudre pour solution injectable","8001501","pémétrexed"
"02388219","GABAPENTIN (gabapentine 800 mg comprimé oral) SIVEM PHARMACEUTICALS ULC","9000892","gabapentine 800 mg comprimé oral","8000200","gabapentine"
"00042676","MAXITROL (dexaméthasone 0,1 % et néomycine (sulfate de néomycine) 3,5 mg par mL et polymyxine B (sulfate de polymyxine B) 6000 unité par mL gouttes ophtalmiques) NOVARTIS PHARMACEUTICALS CANADA INC","9013869","dexaméthasone 0,1 % et néomycine (sulfate de néomycine) 3,5 mg par mL et polymyxine B (sulfate de polymyxine B) 6000 unité par mL gouttes ophtalmiques","8002240","dexaméthasone (base) et néomycine et polymyxine B"
"00755583","TEGRETOL CR TAB 400MG (carbamazépine 400 mg comprimé oral à libération prolongée) NOVARTIS PHARMACEUTICALS CANADA INC","9000289","carbamazépine 400 mg comprimé oral à libération prolongée","8000032","carbamazépine"
"02431289","GABAPENTIN (gabapentine 600 mg comprimé oral) SANIS HEALTH INC","9000891","gabapentine 600 mg comprimé oral","8000200","gabapentine"
"02489414","RIVA-LABETALOL (chlorhydrate de labétalol 200 mg comprimé oral) LABORATOIRE RIVA INC.","9010187","chlorhydrate de labétalol 200 mg comprimé oral","8000894","labétalol"
"02291177","CHAMPIX (varénicline (tartrate de varénicline) 0,5 mg comprimé oral) PFIZER CANADA ULC","9001197","varénicline (tartrate de varénicline) 0,5 mg comprimé oral","8000371","varénicline"
"02338653","OLANZAPINE ODT (olanzapine 10 mg comprimé orodispersible) PRO DOC LIMITEE","9000935","olanzapine 10 mg comprimé orodispersible","8000226","olanzapine"
"00511528","MOGADON (nitrazépam 5 mg comprimé oral) AA PHARMA INC","9001893","nitrazépam 5 mg comprimé oral","8001092","nitrazépam"
"02468905","APO-DABIGATRAN (dabigatran étexilate (mésilate de dabigatran étexilate) 110 mg capsule orale) APOTEX INC","9001250","dabigatran étexilate (mésilate de dabigatran étexilate) 110 mg capsule orale","8000378","dabigatran"
"02147440","ACTIVASE RT-PA (altéplase 100 mg par fiole poudre pour solution injectable avec solution diluante) HOFFMANN-LA ROCHE LIMITED","9012889","altéplase 100 mg par fiole poudre pour solution injectable avec solution diluante","8001561","altéplase"
"02421380","MINT-PAROXETINE (paroxétine (chlorhydrate de paroxétine hémihydraté) 20 mg comprimé oral) MINT PHARMACEUTICALS INC","9000487","paroxétine (chlorhydrate de paroxétine) 20 mg comprimé oral","8000185","paroxétine"
"00653330","OTRIVIN MEDICATED COLD & ALLERGY RELIEF (chlorhydrate de xylométazoline 0,1 % vaporisation nasale) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","9001582","chlorhydrate de xylométazoline 0,1 % vaporisation nasale","8002003","xylométazoline"
"02407671","SANDOZ QUETIAPINE XRT (quétiapine (fumarate de quétiapine) 50 mg comprimé oral à libération prolongée) SANDOZ CANADA INCORPORATED","9001214","quétiapine (fumarate de quétiapine) 50 mg comprimé oral à libération prolongée","8000248","quétiapine"
"02462974","MOXIFLOXACIN (moxifloxacine (chlorhydrate de moxifloxacine) 400 mg comprimé oral) PRO DOC LIMITEE","9000923","moxifloxacine (chlorhydrate de moxifloxacine) 400 mg comprimé oral","8000291","moxifloxacine"
"02403471","PURELL SANITIZING WIPES (chlorure de benzalkonium 0,13 % lingette) GOJO CANADA INC","9004671","chlorure de benzalkonium 0,13 % lingette","8000796","benzalkonium"
"02216965","INVIRASE - CAP 200MG (saquinavir (mésylate de saquinavir) 200 mg capsule orale) HOFFMANN-LA ROCHE LIMITED","9003034","saquinavir (mésylate de saquinavir) 200 mg capsule orale","8001230","saquinavir"
"02122057","ROSONE OINTMENT (bétaméthasone (dipropionate de bétaméthasone) 0,05 % pommade cutanée) LABORATOIRE RIVA INC.","9000091","bétaméthasone (dipropionate de bétaméthasone) 0,05 % pommade cutanée","8000791","dipropionate de bétaméthasone"
"02430800","TOPIRAMATE TABLETS USP (topiramate 100 mg comprimé oral) ACCORD HEALTHCARE INC","9000713","topiramate 100 mg comprimé oral","8000240","topiramate"
"02242134","CONTINUOUS CONTROL ACNE CLEANSER (peroxyde de benzoyle 5 % lotion) JOHNSON & JOHNSON INC","9003009","peroxyde de benzoyle 5 % lotion","8000829","peroxyde de benzoyle"
"02405741","MINT-LOSARTAN (losartan potassique 50 mg comprimé oral) MINT PHARMACEUTICALS INC","9000598","losartan potassique 50 mg comprimé oral","8000216","losartan"
"02350386","ULTRA STRENGTH NO ODOUR CREAM (salicylate de trolamine 20 % crème cutanée) CHURCH & DWIGHT CANADA CORP","9003700","salicylate de trolamine 20 % crème cutanée","8001980","salicylate de trolamine"
"02420937","EXTRA STRENGTH TOTAL SYMPTOM RELIEF SUGAR-FREE (acétaminophène 650 mg par sachet et chlorhydrate de diphenhydramine 25 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) CELLCHEM PHARMACEUTICALS INC.","9013856","acétaminophène 650 mg par sachet et chlorhydrate de diphenhydramine 25 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale","8001167","acétaminophène et diphenhydramine et phényléphrine"
"02337983","APO-ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 10 mg comprimé oral) APOTEX INC","9001015","rosuvastatine (rosuvastatine calcique) 10 mg comprimé oral","8000322","rosuvastatine"
"02437112","CEFAZOLIN FOR INJECTION (céfazoline (céfazoline sodique) 1 g par fiole poudre pour solution injectable) STERIMAX INC","9002758","céfazoline (céfazoline sodique) 1 g par fiole poudre pour solution injectable","8001175","céfazoline"
"02462486","TEVA-CYCLOSPORINE (cyclosporine 0,05 % gouttes ophtalmiques) TEVA CANADA LIMITED","9004774","cyclosporine 0,05 % gouttes ophtalmiques","8001253","cyclosporine"
"02486237","NRA-QUETIAPINE (quétiapine (fumarate de quétiapine) 25 mg comprimé oral) NORA PHARMA INC","9000769","quétiapine (fumarate de quétiapine) 25 mg comprimé oral","8000248","quétiapine"
"02461986","SANDOZ LEVETIRACETAM (lévétiracétam 250 mg comprimé oral) SANDOZ CANADA INCORPORATED","9001035","lévétiracétam 250 mg comprimé oral","8000328","lévétiracétam"
"02480395","AG-SILDENAFIL (sildénafil (citrate de sildénafil) 25 mg comprimé oral) ANGITA PHARMA INC.","9000837","sildénafil (citrate de sildénafil) 25 mg comprimé oral","8000268","sildénafil"
"00510645","TEVA-TRIMEL DS (sulfaméthoxazole 800 mg et triméthoprime 160 mg comprimé oral) TEVA CANADA LIMITED","9000140","sulfaméthoxazole 800 mg et triméthoprime 160 mg comprimé oral","8000080","sulfaméthoxazole et triméthoprime"
"02372738","APO-MYCOPHENOLIC ACID (acide mycophénolique (mycophénolate sodique) 180 mg comprimé gastrorésistant) APOTEX INC","9004016","acide mycophénolique (mycophénolate sodique) 180 mg comprimé gastrorésistant","8001292","acide mycophénolique"
"02367017","VALSARTAN HCT (hydrochlorothiazide 12,5 mg et valsartan 160 mg comprimé oral) SANIS HEALTH INC","9000898","hydrochlorothiazide 12,5 mg et valsartan 160 mg comprimé oral","8000286","hydrochlorothiazide et valsartan"
"02432919","TRINTELLIX (vortioxétine (bromhydrate de vortioxétine) 5 mg comprimé oral) LUNDBECK CANADA INC","9005606","vortioxétine (bromhydrate de vortioxétine) 5 mg comprimé oral","8002002","vortioxétine"
"02237671","NEORAL 10MG (cyclosporine 10 mg capsule orale) NOVARTIS PHARMACEUTICALS CANADA INC","9003317","cyclosporine 10 mg capsule orale","8001253","cyclosporine"
"02468573","APO-PERINDOPRIL/AMLODIPINE (amlodipine (bésylate d'amlodipine) 5 mg et périndopril arginine 7 mg comprimé oral) APOTEX INC","9005926","amlodipine (bésylate d'amlodipine) 5 mg et périndopril arginine 7 mg comprimé oral","8001014","amlodipine et périndopril"
"02070863","SORIATANE (acitrétine 25 mg capsule orale) ALLERGAN INC","9012777","acitrétine 25 mg capsule orale","8001430","acitrétine"
"02247322","PROCTOL OINTMENT (chlorhydrate de dibucaïne 0,5 % et esculine 1 % et sulfate de framycétine 1 % et hydrocortisone 0,5 % pommade rectale) ODAN LABORATORIES LTD","9006369","chlorhydrate de dibucaïne 0,5 % et esculine 1 % et sulfate de framycétine 1 % et hydrocortisone 0,5 % pommade rectale","8000898","dibucaïne et esculine et framycétine et hydrocortisone"
"02257572","SANDOZ ZOPICLONE (zopiclone 5 mg comprimé oral) SANDOZ CANADA INCORPORATED","9000779","zopiclone 5 mg comprimé oral","8000143","zopiclone"
"00576034","TINACTIN (tolnaftate 1 % crème cutanée) BAYER INC","9001617","tolnaftate 1 % crème cutanée","8001968","tolnaftate"
"02386976","APO-IRBESARTAN (irbésartan 150 mg comprimé oral) APOTEX INC","9000805","irbésartan 150 mg comprimé oral","8000259","irbésartan"
"02216167","IMOVANE (zopiclone 5 mg comprimé oral) SANOFI-AVENTIS CANADA INC","9000779","zopiclone 5 mg comprimé oral","8000143","zopiclone"
"02422816","RIVA-LANSOPRAZOLE (lansoprazole 30 mg capsule gastrorésistante) LABORATOIRE RIVA INC.","9000595","lansoprazole 30 mg capsule gastrorésistante","8000215","lansoprazole"
"02279835","SANDOZ RISPERIDONE (rispéridone 4 mg comprimé oral) SANDOZ CANADA INCORPORATED","9000492","rispéridone 4 mg comprimé oral","8000187","rispéridone"
"02332396","SANDOZ AZITHROMYCIN (azithromycine (monohydrate d'azithromycine) 200 mg par 5 mL suspension orale) SANDOZ CANADA INCORPORATED","9006251","azithromycine 200 mg par 5 mL suspension orale","8000224","azithromycine"
"02429896","MAR-AMITRIPTYLINE (chlorhydrate d'amitriptyline 50 mg comprimé oral) MARCAN PHARMACEUTICALS INC","9000046","chlorhydrate d'amitriptyline 50 mg comprimé oral","8000024","amitriptyline"
"02221837","ALTACE (ramipril 2,5 mg capsule orale) VALEANT CANADA LP/VALEANT CANADA S.E.C.","9000722","ramipril 2,5 mg capsule orale","8000239","ramipril"
"02242784","MYLAN-ACYCLOVIR (acyclovir 200 mg comprimé oral) MYLAN PHARMACEUTICALS ULC","9000500","acyclovir 200 mg comprimé oral","8000095","acyclovir"
"02450534","REFRESH OPTIVE FUSION SENSITIVE (carboxyméthylcellulose sodique 0,5 % et glycérine 1 % gouttes ophtalmiques) ALLERGAN INC","9013774","carboxyméthylcellulose sodique 0,5 % et glycérine 1 % gouttes ophtalmiques","8002222","carboxyméthylcellulose et glycérine"
"02261839","SANDOZ-CARBAMAZEPINE CR (carbamazépine 200 mg comprimé oral à libération prolongée) SANDOZ CANADA INCORPORATED","9000288","carbamazépine 200 mg comprimé oral à libération prolongée","8000032","carbamazépine"
"02401894","JAMP-FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 10 mg capsule orale) JAMP PHARMA CORPORATION","9000469","fluoxétine (chlorhydrate de fluoxétine) 10 mg capsule orale","8000128","fluoxétine"
"02462699","ZEULIDE DEPOT (acétate de leuprolide 22,5 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) VERITY PHARMACEUTICALS INC.","9014178","acétate de leuprolide 22,5 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue","8001834","leuprolide"
"02282852","PAROXETINE (paroxétine (chlorhydrate de paroxétine) 20 mg comprimé oral) SANIS HEALTH INC","9000487","paroxétine (chlorhydrate de paroxétine) 20 mg comprimé oral","8000185","paroxétine"
"02428547","SEPTA-LOSARTAN HCTZ (hydrochlorothiazide 25 mg et losartan potassique 100 mg comprimé oral) SEPTA PHARMACEUTICALS INC","9000878","hydrochlorothiazide 25 mg et losartan potassique 100 mg comprimé oral","8000229","hydrochlorothiazide et losartan"
"02462680","TEPADINA (thiotépa 15 mg par fiole poudre pour solution injectable) ADIENNE SA","9012432","thiotépa 15 mg par fiole poudre pour solution injectable","8001128","thiotépa"
"00466409","PULMOPHYLLINE ELX (théophylline 80 mg par 15 mL solution orale) LABORATOIRE RIVA INC.","9001863","théophylline 80 mg par 15 mL solution orale","8001094","théophylline"
"02416662","TEVA-ABACAVIR/LAMIVUDINE (abacavir (sulfate d'abacavir) 600 mg et lamivudine 300 mg comprimé oral) TEVA CANADA LIMITED","9012563","abacavir (sulfate d'abacavir) 600 mg et lamivudine 300 mg comprimé oral","8001164","abacavir et lamivudine"
"02386534","JAMP-CANDESARTAN (candésartan cilexétil 32 mg comprimé oral) JAMP PHARMA CORPORATION","9001253","candésartan cilexétil 32 mg comprimé oral","8000266","candésartan"
"02450313","LENVIMA (lenvatinib (mésylate de lenvatinib) 14 mg capsule orale) EISAI LIMITED","9005920","lenvatinib (mésylate de lenvatinib) 14 mg capsule orale","8001832","lenvatinib"
"02246121","PROVON ANTISEPTIC LOTION SOAP WITH 2% CHG (gluconate de chlorhexidine 2 % lotion) GOJO INDUSTRIES, INC.","9003750","gluconate de chlorhexidine 2 % lotion","8000809","chlorhexidine"
"02315173","PRO-VALACYCLOVIR (valaciclovir (chlorhydrate de valaciclovir) 500 mg comprimé oral) PRO DOC LIMITEE","9000694","valaciclovir (chlorhydrate de valaciclovir) 500 mg comprimé oral","8000233","valaciclovir"
"02385260","COLD AND SINUS NIGHTTIME RELIEF (acétaminophène 500 mg et succinate de doxylamine 6,25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) VITA HEALTH PRODUCTS INC","9003782","acétaminophène 500 mg et succinate de doxylamine 6,25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral","8001337","acétaminophène et doxylamine et pseudoéphédrine"
"02468557","PRZ-SILDENAFIL (sildénafil (citrate de sildénafil) 100 mg comprimé oral) PHARMARIS CANADA INC","9000836","sildénafil (citrate de sildénafil) 100 mg comprimé oral","8000268","sildénafil"
"02414090","RAN-OLANZAPINE ODT (olanzapine 5 mg comprimé orodispersible) RANBAXY PHARMACEUTICALS CANADA INC.","9000934","olanzapine 5 mg comprimé orodispersible","8000226","olanzapine"
"02418207","JAMP-IRBESARTAN (irbésartan 150 mg comprimé oral) JAMP PHARMA CORPORATION","9000805","irbésartan 150 mg comprimé oral","8000259","irbésartan"
"02177749","M-ESLON (sulfate de morphine 15 mg capsule orale à libération prolongée) ETHYPHARM INC","9000617","sulfate de morphine 15 mg capsule orale à libération prolongée","8000071","morphine"
"02331551","TEVA-LACTULOSE (lactulose 667 mg par mL solution orale) TEVA CANADA LIMITED","9010195","lactulose 667 mg par mL solution orale","8000840","lactulose"
"02471116","APO-ARIPIPRAZOLE (aripiprazole 15 mg comprimé oral) APOTEX INC","9001285","aripiprazole 15 mg comprimé oral","8000389","aripiprazole"
"02246619","XALACOM (latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques) UPJOHN CANADA ULC","9003762","latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques","8000933","latanoprost et timolol"
"02464233","MYLAN-VARDENAFIL (vardénafil (trihydrate de chlorhydrate de vardénafil) 20 mg comprimé oral) MYLAN PHARMACEUTICALS ULC","9003885","vardénafil (chlorhydrate de vardénafil) 20 mg comprimé oral","8001543","vardénafil"
"02024152","DIFLUCAN (fluconazole 50 mg par 5 mL solution orale) PFIZER CANADA ULC","9014361","fluconazole 50 mg par 5 mL solution orale","8000850","fluconazole"
"02230437","ACET 650 (acétaminophène 650 mg suppositoire) PENDOPHARM DIVISION OF PHARMASCIENCE INC","9002407","acétaminophène 650 mg suppositoire","8001044","acétaminophène"
"02359642","PMS-PREGABALIN (prégabaline 300 mg capsule orale) PHARMASCIENCE INC","9001117","prégabaline 300 mg capsule orale","8000348","prégabaline"
"02454025","MAR-ATORVASTATIN (atorvastatine (atorvastatine calcique) 20 mg comprimé oral) MARCAN PHARMACEUTICALS INC","9000704","atorvastatine (atorvastatine calcique) 20 mg comprimé oral","8000235","atorvastatine"
"02352893","TEVA-NEVIRAPINE (névirapine 200 mg comprimé oral) TEVA CANADA LIMITED","9003307","névirapine 200 mg comprimé oral","8001218","névirapine"
"02448432","BIO-FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 20 mg capsule orale) BIOMED PHARMA","9000325","fluoxétine (chlorhydrate de fluoxétine) 20 mg capsule orale","8000128","fluoxétine"
"02374455","FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 20 mg capsule orale) SIVEM PHARMACEUTICALS ULC","9000325","fluoxétine (chlorhydrate de fluoxétine) 20 mg capsule orale","8000128","fluoxétine"
"02230102","TEVA-TEMAZEPAM (témazépam 30 mg capsule orale) TEVA CANADA LIMITED","9000158","témazépam 30 mg capsule orale","8000087","témazépam"
"02352109","SELECTION DANDRUFF SHAMPOO 2 IN 1 (pyrithione zincique 1 % shampoing) CANADIAN CUSTOM PACKAGING COMPANY","9002610","pyrithione zincique 1 % shampoing","8002085","pyrithione zincique"
"02427176","SNS-ASA EC (acide acétylsalicylique 80 mg comprimé gastrorésistant) SANIS HEALTH INC","9003337","acide acétylsalicylique 80 mg comprimé gastrorésistant","8000795","acide acétylsalicylique"
"02476487","AURO-OLMESARTAN HCTZ (hydrochlorothiazide 12,5 mg et olmésartan médoxomil 20 mg comprimé oral) AURO PHARMA INC","9001262","hydrochlorothiazide 12,5 mg et olmésartan médoxomil 20 mg comprimé oral","8000382","hydrochlorothiazide et olmésartan"
"02476851","NRA-ESCITALOPRAM (escitalopram (oxalate d'escitalopram) 10 mg comprimé oral) NORA PHARMA INC","9001102","escitalopram (oxalate d'escitalopram) 10 mg comprimé oral","8000346","escitalopram"
"02247012","APO-SIMVASTATIN (simvastatine 10 mg comprimé oral) APOTEX INC","9000369","simvastatine 10 mg comprimé oral","8000142","simvastatine"
"02446278","BIO-PRAVASTATIN (pravastatine sodique 20 mg comprimé oral) BIOMED PHARMA","9000368","pravastatine sodique 20 mg comprimé oral","8000141","pravastatine"
"02243895","TAZORAC (tazarotène 0,1 % crème cutanée) ALLERGAN INC","9003642","tazarotène 0,1 % crème cutanée","8001952","tazarotène"
"02434091","CEFOTAXIME SODIUM FOR INJECTION, BP (céfotaxime sodique 1 g par fiole poudre pour solution injectable) STERIMAX INC","9003830","céfotaxime sodique 1 g par fiole poudre pour solution injectable","8001177","céfotaxime"
"02448882","BZK TOWELETTE (chlorure de benzalkonium 0,133 % lingette) INNOVATION LINE INC","9004912","chlorure de benzalkonium 0,133 % lingette","8000796","benzalkonium"
"02487233","NIGHTTIME COLD (acétaminophène 650 mg par sachet et chlorhydrate de diphenhydramine 25 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) JUNO OTC INC","9013856","acétaminophène 650 mg par sachet et chlorhydrate de diphenhydramine 25 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale","8001167","acétaminophène et diphenhydramine et phényléphrine"
"00405329","DIAZEPAM (diazépam 2 mg comprimé oral) AA PHARMA INC","9000128","diazépam 2 mg comprimé oral","8000048","diazépam"
"02276186","EXTRA STRENGTH TYLENOL COLD DAYTIME (acétaminophène 500 mg et bromhydrate de dextrométhorphane 10 mg et chlorhydrate de phényléphrine 5 mg comprimé oral) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","9004189","acétaminophène 500 mg et bromhydrate de dextrométhorphane 10 mg et chlorhydrate de phényléphrine 5 mg comprimé oral","8001334","acétaminophène et dextrométhorphane et phényléphrine"
"02305216","COLDASIDE COLD & FLU EXTRA STRENGTH (acétaminophène 500 mg et maléate de chlorphéniramine 2 mg et bromhydrate de dextrométhorphane 15 mg comprimé oral) TANTA PHARMACEUTICALS INC","9003860","acétaminophène 500 mg et maléate de chlorphéniramine 2 mg et bromhydrate de dextrométhorphane 15 mg comprimé oral","8001319","acétaminophène et chlorphéniramine et dextrométhorphane"
"02350475","TERAZOSIN (térazosine (chlorhydrate de térazosine) 1 mg comprimé oral) SANIS HEALTH INC","9000749","térazosine (chlorhydrate de térazosine) 1 mg comprimé oral","8000247","térazosine"
"02150859","CANESTEN COMFORTAB 1 (clotrimazole 500 mg comprimé vaginal) BAYER INC","9000565","clotrimazole 500 mg comprimé vaginal","8000773","clotrimazole"
"02431416","VAN-GABAPENTIN (gabapentine 300 mg capsule orale) VANC PHARMACEUTICALS INC","9000520","gabapentine 300 mg capsule orale","8000200","gabapentine"
"00312711","APO CHLORPROPAMIDE TAB 250MG (chlorpropamide 250 mg comprimé oral) APOTEX INC","9001711","chlorpropamide 250 mg comprimé oral","8001047","chlorpropamide"
"02245231","APO-NITRAZEPAM TABLETS BP (nitrazépam 10 mg comprimé oral) APOTEX INC","9001892","nitrazépam 10 mg comprimé oral","8001092","nitrazépam"
"02291770","PMS-RISPERIDONE ODT (rispéridone 0,5 mg comprimé orodispersible) PHARMASCIENCE INC","9001191","rispéridone 0,5 mg comprimé orodispersible","8000187","rispéridone"
"00020885","TEVA-AMPICILLIN (ampicilline (ampicilline trihydratée) 500 mg capsule orale) TEVA CANADA LIMITED","9002007","ampicilline 500 mg capsule orale","8001068","ampicilline"
"02240549","PMS-OXYBUTYNIN (chlorure d'oxybutynine 2,5 mg comprimé oral) PHARMASCIENCE INC","9000876","chlorure d'oxybutynine 2,5 mg comprimé oral","8000219","oxybutynine"
"02480778","AG-PREGABALIN (prégabaline 300 mg capsule orale) ANGITA PHARMA INC.","9001117","prégabaline 300 mg capsule orale","8000348","prégabaline"
"02255987","MYLAN-MELOXICAM (méloxicam 7,5 mg comprimé oral) MYLAN PHARMACEUTICALS ULC","9000920","méloxicam 7,5 mg comprimé oral","8000290","méloxicam"
"02252007","PMS-RISPERIDONE (rispéridone 0,25 mg comprimé oral) PHARMASCIENCE INC","9000871","rispéridone 0,25 mg comprimé oral","8000187","rispéridone"
"02049325","ZOLADEX (goséréline (acétate de goséréline) 3,6 mg implant) TERSERA THERAPEUTICS LLC","9002677","goséréline (acétate de goséréline) 3,6 mg implant","8001792","goséréline"
"02242453","PMS-RANITIDINE 150 MG (ranitidine (chlorhydrate de ranitidine) 150 mg comprimé oral) PHARMASCIENCE INC","9000282","ranitidine (chlorhydrate de ranitidine) 150 mg comprimé oral","8000120","ranitidine"
"00560979","MINIPRESS (prazosine (chlorhydrate de prazosine) 5 mg comprimé oral) ASPRI PHARMA CANADA INC","9011506","prazosine (chlorhydrate de prazosine) 5 mg comprimé oral","8000836","prazosine"
"02318946","POLYSPORIN POLY TO GO (chlorure de benzalkonium 0,13 % et chlorhydrate de pramoxine 1 % vaporisation cutanée) JOHNSON & JOHNSON INC","9013532","chlorure de benzalkonium 0,13 % et chlorhydrate de pramoxine 1 % vaporisation cutanée","8001702","benzalkonium et pramoxine"
"02401495","AMOXICILLIN (amoxicilline (trihydrate d'amoxicilline) 250 mg capsule orale) SIVEM PHARMACEUTICALS ULC","9007158","amoxicilline 250 mg capsule orale","8000073","amoxicilline"
"02044730","COLGATE TOTAL TPT (fluorure de sodium 0,243 % et triclosan 0,3 % pâte dentifrice) COLGATE-PALMOLIVE CANADA INC","9002612","fluorure de sodium 0,243 % et triclosan 0,3 % pâte dentifrice","8001939","fluorure de sodium et triclosan"
"02395541","TEVA-CANDESARTAN/HCTZ (candésartan cilexétil 16 mg et hydrochlorothiazide 12,5 mg comprimé oral) TEVA CANADA LIMITED","9000946","candésartan cilexétil 16 mg et hydrochlorothiazide 12,5 mg comprimé oral","8000300","candésartan et hydrochlorothiazide"
"02239888","SUSTIVA 200MG (éfavirenz 200 mg capsule orale) BRISTOL-MYERS SQUIBB CANADA","9003368","éfavirenz 200 mg capsule orale","8001192","éfavirenz"
"02240205","COUMADIN TAB 3MG (warfarine sodique 3 mg comprimé oral) BRISTOL-MYERS SQUIBB CANADA","9000861","warfarine sodique 3 mg comprimé oral","8000013","warfarine"
"02487268","APO-DARUNAVIR (darunavir 800 mg comprimé oral) APOTEX INC","9005128","darunavir 800 mg comprimé oral","8001185","darunavir"
