"","ntp_code_v9","ntp_formal_name","ntp_code_v11"
"361",9002505,"diclofenac sodium 100 mg prolonged release oral tablet",9002515
"362",9002509,"diclofenac sodium 25 mg prolonged release oral tablet",9002519
"363",9002514,"diclofenac sodium 50 mg prolonged release oral tablet",9002524
"364",9002518,"diclofenac sodium 75 mg prolonged release oral tablet",9002528
"365",9002506,"diclofenac sodium 100 mg suppository",9002516
"366",9002515,"diclofenac sodium 50 mg suppository",9002525
"367",9002510,"diclofenac sodium 50 mg and misoprostol 200 mcg gastro-resistant tablet",9002520
"368",9002516,"diclofenac sodium 75 mg and misoprostol 200 mcg gastro-resistant tablet",9002526
"369",9002511,"diclofenac sodium 50 mg and misoprostol 200 mcg oral tablet",9002521
"370",9002517,"diclofenac sodium 75 mg and misoprostol 200 mcg oral tablet",9002527
"371",9002533,"digoxin 0.05 mg per mL oral solution",9002542
"372",9002535,"digoxin 0.0625 mg oral tablet",9002544
"373",9002536,"digoxin 0.125 mg oral tablet",9002545
"374",9002537,"digoxin 0.25 mg oral tablet",9002546
"375",9002534,"digoxin 0.05 mg per mL solution for injection",9002543
"376",9002538,"digoxin 0.25 mg per mL solution for injection",9002547
"377",9002542,"diltiazem hydrochloride 120 mg modified release oral capsule",9002551
"378",9002545,"diltiazem hydrochloride 180 mg modified release oral capsule",9002554
"379",9002548,"diltiazem hydrochloride 240 mg modified release oral capsule",9002557
"380",9002552,"diltiazem hydrochloride 300 mg modified release oral capsule",9002561
"381",9002551,"diltiazem hydrochloride 30 mg oral tablet",9002560
"382",9002558,"diltiazem hydrochloride 60 mg oral tablet",9002567
"383",9002543,"diltiazem hydrochloride 120 mg prolonged release oral capsule",9002552
"384",9002546,"diltiazem hydrochloride 180 mg prolonged release oral capsule",9002555
"385",9002549,"diltiazem hydrochloride 240 mg prolonged release oral capsule",9002558
"386",9002553,"diltiazem hydrochloride 300 mg prolonged release oral capsule",9002562
"387",9002555,"diltiazem hydrochloride 360 mg prolonged release oral capsule",9002564
"388",9002559,"diltiazem hydrochloride 60 mg prolonged release oral capsule",9002568
"389",9002560,"diltiazem hydrochloride 90 mg prolonged release oral capsule",9002569
"390",9002544,"diltiazem hydrochloride 120 mg prolonged release oral tablet",9002553
"391",9002547,"diltiazem hydrochloride 180 mg prolonged release oral tablet",9002556
"392",9002550,"diltiazem hydrochloride 240 mg prolonged release oral tablet",9002559
"393",9002554,"diltiazem hydrochloride 300 mg prolonged release oral tablet",9002563
"394",9002556,"diltiazem hydrochloride 360 mg prolonged release oral tablet",9002565
"395",9002557,"diltiazem hydrochloride 5 mg per mL solution for injection",9002566
"396",9006056,"valproic acid 500 mg gastro-resistant capsule",9006053
"397",9006048,"valproic acid (divalproex sodium) 125 mg gastro-resistant tablet",9006046
"398",9006049,"valproic acid (divalproex sodium) 250 mg gastro-resistant tablet",9006047
"399",9006050,"valproic acid (divalproex sodium) 500 mg gastro-resistant tablet",9006048
"400",9006055,"valproic acid 250 mg oral capsule",9006052
"401",9002676,"domperidone (domperidone maleate) 10 mg oral tablet",9002686
"402",9002681,"donepezil hydrochloride 10 mg oral tablet",9002691
"403",9002683,"donepezil hydrochloride 5 mg oral tablet",9002693
"404",9002682,"donepezil hydrochloride 10 mg orodispersible tablet",9002692
"405",9002684,"donepezil hydrochloride 5 mg orodispersible tablet",9002694
"406",9002687,"dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL opthalmic drops, solution",9002697
"407",9002689,"doxazosin (doxazosin mesylate) 1 mg oral tablet",9002699
"408",9002690,"doxazosin (doxazosin mesylate) 2 mg oral tablet",9002700
"409",9002691,"doxazosin (doxazosin mesylate) 4 mg oral tablet",9002701
"410",9002707,"doxycycline (doxycycline hyclate) 100 mg oral capsule",9002717
"411",9002709,"doxycycline (doxycycline hyclate) 20 mg oral capsule",9002719
"412",9002708,"doxycycline (doxycycline hyclate) 100 mg oral tablet",9002718
"413",9002712,"doxycycline hyclate 100 mg oral tablet",9002722
"414",9002710,"doxycycline (doxycycline hyclate) 44 mg per unit periodontal gel",9002720
"415",9002720,"drospirenone 3 mg and ethinyl estradiol 0.02 mg oral tablet",9002729
"416",9002721,"drospirenone 3 mg and ethinyl estradiol 0.03 mg oral tablet",9002730
"417",9002724,"duloxetine (duloxetine hydrochloride) 30 mg modified release oral capsule",9002733
"418",9002725,"duloxetine (duloxetine hydrochloride) 60 mg modified release oral capsule",9002734
"419",9002727,"dutasteride 0.5 mg oral capsule",9002736
"420",9002762,"enalapril maleate 10 mg oral tablet",9002774
"421",9002763,"enalapril maleate 2.5 mg oral tablet",9002775
"422",9002764,"enalapril maleate 20 mg oral tablet",9002776
"423",9002766,"enalapril maleate 5 mg oral tablet",9002778
"424",9002767,"enalapril sodium (enalapril maleate) 16 mg oral tablet",9002779
"425",9002768,"enalapril sodium (enalapril maleate) 2 mg oral tablet",9002780
"426",9002769,"enalapril sodium (enalapril maleate) 4 mg oral tablet",9002781
"427",9002770,"enalapril sodium (enalapril maleate) 8 mg oral tablet",9002782
"428",9002778,"enalaprilat 1.25 mg per mL solution for injection",9002790
"429",9002824,"epinephrine 1 mg per mL endotracheopulmonary instillation, solution",9002835
"430",9002813,"epinephrine (epinephrine hydrochloride) 1 mg per mL nasal spray, solution",9002825
"431",9002814,"epinephrine (epinephrine hydrochloride) 1 mg per mL solution for injection",9002826
"432",9002819,"epinephrine 0.1 mg per mL solution for injection",9002831
"433",9002820,"epinephrine 0.15 mg per 0.15 mL solution for injection",NA
"434",9002821,"epinephrine 0.15 mg per 0.3 mL solution for injection",9002832
"435",9002822,"epinephrine 0.3 mg per 0.3 mL solution for injection",9002833
"436",9002823,"epinephrine 0.5 mg per mL solution for injection",9002834
"437",9002825,"epinephrine 1 mg per mL solution for injection",9002836
"438",9002883,"erythromycin 250 mg gastro-resistant capsule",9002894
"439",9002885,"erythromycin 333 mg gastro-resistant capsule",9002896
"440",9002887,"erythromycin 5 mg per g ophthalmic ointment",9002898
"441",9002873,"erythromycin (erythromycin estolate) 125 mg per 5 mL oral suspension",9002884
"442",9002874,"erythromycin (erythromycin estolate) 250 mg per 5 mL oral suspension",9002885
"443",9002878,"erythromycin (erythromycin ethylsuccinate) 600 mg oral tablet",9002889
"444",9002881,"erythromycin (erythromycin stearate) 250 mg oral tablet",9002892
"445",9002882,"erythromycin (erythromycin stearate) 500 mg oral tablet",9002893
"446",9002884,"erythromycin 250 mg oral tablet",9002895
"447",9002886,"erythromycin 333 mg oral tablet",9002897
"448",9002888,"erythromycin 500 mg oral tablet",9002899
"449",9002876,"erythromycin (erythromycin ethylsuccinate) 40 mg per mL powder for oral suspension",9002887
"450",9002877,"erythromycin (erythromycin ethylsuccinate) 400 mg per 5 mL powder for oral suspension",9002888
"451",9002879,"erythromycin (erythromycin lactobionate) 1 g per vial powder for solution for injection",9002890
"452",9002880,"erythromycin (erythromycin lactobionate) 500 mg per vial powder for solution for injection",9002891
"453",9002890,"escitalopram (escitalopram oxalate) 10 mg oral tablet",9002901
"454",9002891,"escitalopram (escitalopram oxalate) 20 mg oral tablet",9002902
"455",9002892,"escitalopram 10 mg orodispersible tablet",9002903
"456",9002893,"escitalopram 20 mg orodispersible tablet",9002904
"457",9002900,"esomeprazole (esomeprazole magnesium dihydrate) 40 mg modified release oral capsule",9002911
"458",9002899,"esomeprazole (esomeprazole magnesium dihydrate) 20 mg prolonged release oral tablet",9002910
"459",9002901,"esomeprazole (esomeprazole magnesium dihydrate) 40 mg prolonged release oral tablet",9002912
"460",9002908,"esomeprazole (esomeprazole magnesium) 20 mg prolonged release oral tablet",9002921
"461",9002909,"esomeprazole (esomeprazole magnesium) 40 mg prolonged release oral tablet",9002922
"462",9002912,"estradiol (estradiol hemihydrate) 0.5 mg oral tablet",9002925
"463",9002913,"estradiol (estradiol hemihydrate) 1 mg oral tablet",9002926
"464",9002915,"estradiol (estradiol hemihydrate) 2 mg oral tablet",9002928
"465",9002927,"estradiol 0.5 mg oral tablet",9002940
"466",9002933,"estradiol 1 mg oral tablet",9002946
"467",9002938,"estradiol 2 mg oral tablet",9002951
"468",9002939,"estradiol 2 mg ring (slow release)",9002952
"469",9002923,"estradiol 0.06 % transdermal gel",9002936
"470",9002924,"estradiol 0.1 % transdermal gel",9002937
"471",9002916,"estradiol (estradiol hemihydrate) 2 mg transdermal patch",9002929
"472",9002917,"estradiol (estradiol hemihydrate) 3.8 mg transdermal patch",9002930
"473",9002918,"estradiol (estradiol hemihydrate) 4 mg transdermal patch",9002931
"474",9002919,"estradiol (estradiol hemihydrate) 5.7 mg transdermal patch",9002932
"475",9002920,"estradiol (estradiol hemihydrate) 6 mg transdermal patch",9002933
"476",9002921,"estradiol (estradiol hemihydrate) 7.6 mg transdermal patch",9002934
"477",9002922,"estradiol (estradiol hemihydrate) 8 mg transdermal patch",9002935
"478",9002925,"estradiol 0.39 mg transdermal patch",9002938
"479",9002929,"estradiol 0.585 mg transdermal patch",9002942
"480",9002931,"estradiol 0.78 mg transdermal patch",9002944
"481",9002934,"estradiol 1.17 mg transdermal patch",9002947
"482",9002935,"estradiol 1.56 mg transdermal patch",9002948
"483",9002936,"estradiol 10 mg transdermal patch",9002949
"484",9002937,"estradiol 15 mg transdermal patch",9002950
"485",9002940,"estradiol 20 mg transdermal patch",9002953
"486",9002942,"estradiol 5 mg transdermal patch",9002955
"487",9002943,"estradiol 7.5 mg transdermal patch",9002956
"488",9002914,"estradiol (estradiol hemihydrate) 10 mcg vaginal tablet",9002927
"489",9002119,"conjugated estrogens 0.625 mg per g cutaneous cream",9002130
"490",9002112,"conjugated estrogens 0.3 mg oral tablet",9002123
"491",9002118,"conjugated estrogens 0.625 mg oral tablet",9002129
"492",9002122,"conjugated estrogens 0.9 mg oral tablet",9002133
"493",9002123,"conjugated estrogens 1.25 mg oral tablet",9002134
"494",9002125,"conjugated estrogens 2.5 mg oral tablet",9002136
"495",9002126,"conjugated estrogens 25 mg per vial powder for solution for injection",9002137
"496",9002113,"conjugated estrogens 0.3 mg prolonged release oral tablet",9002124
"497",9002121,"conjugated estrogens 0.625 mg prolonged release oral tablet",9002132
"498",9002124,"conjugated estrogens 1.25 mg prolonged release oral tablet",9002135
"499",9002120,"conjugated estrogens 0.625 mg per g vaginal cream",9002131
"500",9002965,"ethinyl estradiol 2.6 mg and etonogestrel 11.4 mg ring (slow release)",9002978
"501",9002954,"ethinyl estradiol 0.01 mg and ethinyl estradiol 0.03 mg and levonorgestrel 0.15 mg oral tablet",9002967
"502",9002956,"ethinyl estradiol 0.03 mg and levonorgestrel 0.15 mg oral tablet",9002969
"503",9002966,"ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet",9002979
"504",9002968,"ethinyl estradiol 30 mcg and ethinyl estradiol 40 mcg and levonorgestrel 125 mcg and levonorgestrel 50 mcg and levonorgestrel 75 mcg oral tablet",9002981
"505",9002970,"ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet",9002983
"506",9002963,"ethinyl estradiol 0.6 mg and norelgestromin 6 mg transdermal patch",9002976
"507",9002957,"ethinyl estradiol 0.035 mg and norethindrone 0.5 mg and norethindrone 0.75 mg and norethindrone 1 mg oral tablet",9002970
"508",9002958,"ethinyl estradiol 0.035 mg and norethindrone 0.5 mg and norethindrone 1 mg oral tablet",9002971
"509",9002959,"ethinyl estradiol 0.035 mg and norethindrone 0.5 mg oral tablet",9002972
"510",9002960,"ethinyl estradiol 0.035 mg and norethindrone 1 mg oral tablet",9002973
"511",9002964,"ethinyl estradiol 10 mcg and norethindrone acetate 1 mg oral tablet",9002977
"512",9002967,"ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet",9002980
"513",9002971,"ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet",9002984
"514",9002955,"ethinyl estradiol 0.025 mg and norgestimate 0.18 mg and norgestimate 0.215 mg and norgestimate 0.25 mg oral tablet",9002968
"515",9002961,"ethinyl estradiol 0.035 mg and norgestimate 0.18 mg and norgestimate 0.215 mg and norgestimate 0.25 mg oral tablet",9002974
"516",9002962,"ethinyl estradiol 0.035 mg and norgestimate 0.25 mg oral tablet",9002975
"517",9002995,"ezetimibe 10 mg oral tablet",9003009
"518",9003007,"felodipine 10 mg prolonged release oral tablet",9003021
"519",9003008,"felodipine 2.5 mg prolonged release oral tablet",9003022
"520",9003009,"felodipine 5 mg prolonged release oral tablet",9003023
"521",9003010,"fenofibrate 100 mg oral capsule",9003024
"522",9003013,"fenofibrate 160 mg oral capsule",9003027
"523",9003015,"fenofibrate 200 mg oral capsule",9003029
"524",9003017,"fenofibrate 67 mg oral capsule",9003031
"525",9003011,"fenofibrate 100 mg oral tablet",9003025
"526",9003012,"fenofibrate 145 mg oral tablet",9003026
"527",9003014,"fenofibrate 160 mg oral tablet",9003028
"528",9003016,"fenofibrate 48 mg oral tablet",9003030
"529",9003018,"fentanyl (fentanyl citrate) 100 mcg effervescent oral tablet",9003032
"530",9003020,"fentanyl (fentanyl citrate) 200 mcg effervescent oral tablet",9003034
"531",9003023,"fentanyl (fentanyl citrate) 400 mcg effervescent oral tablet",9003037
"532",9003026,"fentanyl (fentanyl citrate) 600 mcg effervescent oral tablet",9003040
"533",9003028,"fentanyl (fentanyl citrate) 800 mcg effervescent oral tablet",9003042
"534",9003019,"fentanyl (fentanyl citrate) 100 mcg oral tablet",9003033
"535",9003021,"fentanyl (fentanyl citrate) 200 mcg oral tablet",9003035
"536",9003022,"fentanyl (fentanyl citrate) 300 mcg oral tablet",9003036
"537",9003024,"fentanyl (fentanyl citrate) 400 mcg oral tablet",9003038
"538",9003027,"fentanyl (fentanyl citrate) 600 mcg oral tablet",9003041
"539",9003029,"fentanyl (fentanyl citrate) 800 mcg oral tablet",9003043
"540",9003025,"fentanyl (fentanyl citrate) 50 mcg per mL solution for injection",9003039
"541",9003030,"fentanyl 100 mcg per hour transdermal patch",9003044
"542",9003031,"fentanyl 12 mcg per hour transdermal patch",9003045
"543",9003032,"fentanyl 25 mcg per hour transdermal patch",9003046
"544",9003033,"fentanyl 37 mcg per hour transdermal patch",9003047
"545",9003034,"fentanyl 50 mcg per hour transdermal patch",9003048
"546",9003035,"fentanyl 75 mcg per hour transdermal patch",9003049
"547",9003049,"finasteride 1 mg oral tablet",9003063
"548",9003050,"finasteride 5 mg oral tablet",9003064
"549",9003100,"fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule",9003114
"550",9003101,"fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule",9003115
"551",9003102,"fluoxetine (fluoxetine hydrochloride) 20 mg per 5 mL oral solution",9003116
"552",9003113,"flurazepam hydrochloride 15 mg oral capsule",9003127
"553",9003114,"flurazepam hydrochloride 30 mg oral capsule",9003128
"554",9003119,"fluticasone furoate 100 mcg inhalation powder",9003133
"555",9003122,"fluticasone furoate 200 mcg inhalation powder",9003136
"556",9003126,"fluticasone propionate 100 mcg inhalation powder",9003140
"557",9003131,"fluticasone propionate 250 mcg inhalation powder",9003145
"558",9003136,"fluticasone propionate 500 mcg inhalation powder",9003150
"559",9003124,"fluticasone furoate 27.5 mcg per actuation nasal spray",9003138
"560",9003133,"fluticasone propionate 50 mcg per actuation nasal spray",9003147
"561",9003120,"fluticasone furoate 100 mcg oral powder",9003134
"562",9003123,"fluticasone furoate 200 mcg oral powder",9003137
"563",9003128,"fluticasone propionate 125 mcg per actuation pressurised inhalation",9003142
"564",9003132,"fluticasone propionate 250 mcg per actuation pressurised inhalation",9003146
"565",9003134,"fluticasone propionate 50 mcg per actuation pressurised inhalation",9003148
"566",9003125,"fluticasone propionate 100 mcg and salmeterol (salmeterol xinafoate) 50 mcg inhalation powder",9003139
"567",9003130,"fluticasone propionate 250 mcg and salmeterol (salmeterol xinafoate) 50 mcg inhalation powder",9003144
"568",9003135,"fluticasone propionate 500 mcg and salmeterol (salmeterol xinafoate) 50 mcg inhalation powder",9003149
"569",9003127,"fluticasone propionate 125 mcg and salmeterol (salmeterol xinafoate) 25 mcg pressurised inhalation",9003141
"570",9003129,"fluticasone propionate 250 mcg and salmeterol (salmeterol xinafoate) 25 mcg pressurised inhalation",9003143
"571",9003143,"folic acid 25 mg oral tablet",9003157
"572",9003144,"folic acid 5 mg oral tablet",9003158
"573",9003145,"folic acid 5 mg per mL solution for injection",9003159
"574",9003171,"fosinopril sodium 10 mg oral tablet",9003185
"575",9003172,"fosinopril sodium 20 mg oral tablet",9003186
"576",9003182,"furosemide 10 mg per mL oral solution",9003196
"577",9003184,"furosemide 20 mg oral tablet",9003198
"578",9003185,"furosemide 40 mg oral tablet",9003199
"579",9003186,"furosemide 500 mg oral tablet",9003200
"580",9003187,"furosemide 80 mg oral tablet",9003201
"581",9003183,"furosemide 10 mg per mL solution for injection",9003197
"582",9003191,"fusidic acid 2 % cutaneous cream",9003205
"583",9003188,"fusidate sodium 2 % cutaneous ointment",9003202
"584",9003189,"fusidic acid 1 % opthalmic drops",9003203
"585",9003192,"gabapentin 100 mg oral capsule",9003206
"586",9003193,"gabapentin 300 mg oral capsule",9003207
"587",9003194,"gabapentin 400 mg oral capsule",9003208
"588",9003195,"gabapentin 600 mg oral tablet",9003209
"589",9003196,"gabapentin 800 mg oral tablet",9003210
"590",9003204,"galantamine (galantamine hydrobromide) 16 mg prolonged release oral capsule",9003218
"591",9003205,"galantamine (galantamine hydrobromide) 24 mg prolonged release oral capsule",9003219
"592",9003206,"galantamine (galantamine hydrobromide) 8 mg prolonged release oral capsule",9003220
"593",9003242,"gliclazide 80 mg oral tablet",9003256
"594",9003240,"gliclazide 30 mg prolonged release oral tablet",9003254
"595",9003241,"gliclazide 60 mg prolonged release oral tablet",9003255
"596",9003253,"glyburide 2.5 mg oral tablet",9003267
"597",9003254,"glyburide 5 mg oral tablet",9003268
"598",9003342,"haloperidol 2 mg per mL oral liquid",9003354
"599",9003343,"haloperidol 2 mg per mL oral solution",9003355
"600",9003338,"haloperidol 0.5 mg oral tablet",9003350
"601",9003339,"haloperidol 1 mg oral tablet",9003351
"602",9003340,"haloperidol 10 mg oral tablet",9003352
"603",9003341,"haloperidol 2 mg oral tablet",9003353
"604",9003344,"haloperidol 20 mg oral tablet",9003356
"605",9003345,"haloperidol 5 mg oral tablet",9003357
"606",9003336,"haloperidol (haloperidol decanoate) 100 mg per mL solution for injection",9003348
"607",9003337,"haloperidol (haloperidol decanoate) 50 mg per mL solution for injection",9003349
"608",9003346,"haloperidol 5 mg per mL solution for injection",9003358
"609",9003644,"insulin isophane human biosynthetic 100 unit per mL suspension for injection",9003652
"610",9003424,"hydrochlorothiazide 100 mg oral tablet",9003434
"611",9003445,"hydrochlorothiazide 12.5 mg oral tablet",9003455
"612",9003463,"hydrochlorothiazide 25 mg oral tablet",9003473
"613",9003466,"hydrochlorothiazide 50 mg oral tablet",9003476
"614",9003425,"hydrochlorothiazide 12.5 mg and irbesartan 150 mg oral tablet",9003435
"615",9003426,"hydrochlorothiazide 12.5 mg and irbesartan 300 mg oral tablet",9003436
"616",9003447,"hydrochlorothiazide 25 mg and irbesartan 300 mg oral tablet",9003457
"617",9003427,"hydrochlorothiazide 12.5 mg and lisinopril (lisinopril dihydrate) 10 mg oral tablet",9003437
"618",9003428,"hydrochlorothiazide 12.5 mg and lisinopril (lisinopril dihydrate) 20 mg oral tablet",9003438
"619",9003429,"hydrochlorothiazide 12.5 mg and lisinopril 10 mg oral tablet",9003439
"620",9003430,"hydrochlorothiazide 12.5 mg and lisinopril 20 mg oral tablet",9003440
"621",9003448,"hydrochlorothiazide 25 mg and lisinopril (lisinopril dihydrate) 20 mg oral tablet",9003458
"622",9003449,"hydrochlorothiazide 25 mg and lisinopril 20 mg oral tablet",9003459
"623",9003431,"hydrochlorothiazide 12.5 mg and losartan potassium 100 mg oral tablet",9003441
"624",9003432,"hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet",9003442
"625",9003450,"hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",9003460
"626",9003433,"hydrochlorothiazide 12.5 mg and olmesartan medoxomil 20 mg oral tablet",9003443
"627",9003434,"hydrochlorothiazide 12.5 mg and olmesartan medoxomil 40 mg oral tablet",9003444
"628",9003452,"hydrochlorothiazide 25 mg and olmesartan medoxomil 40 mg oral tablet",9003462
"629",9003435,"hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 10 mg oral tablet",9003445
"630",9003436,"hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet",9003446
"631",9003454,"hydrochlorothiazide 25 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet",9003464
"632",9003437,"hydrochlorothiazide 12.5 mg and ramipril 10 mg oral tablet",9003447
"633",9003438,"hydrochlorothiazide 12.5 mg and ramipril 2.5 mg oral tablet",9003448
"634",9003439,"hydrochlorothiazide 12.5 mg and ramipril 5 mg oral tablet",9003449
"635",9003455,"hydrochlorothiazide 25 mg and ramipril 10 mg oral tablet",9003465
"636",9003456,"hydrochlorothiazide 25 mg and ramipril 5 mg oral tablet",9003466
"637",9003441,"hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",9003451
"638",9003459,"hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet",9003469
"639",9003460,"hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet",9003470
"640",9003442,"hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet",9003452
"641",9003443,"hydrochlorothiazide 12.5 mg and valsartan 320 mg oral tablet",9003453
"642",9003444,"hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet",9003454
"643",9003461,"hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet",9003471
"644",9003462,"hydrochlorothiazide 25 mg and valsartan 320 mg oral tablet",9003472
"645",9003483,"hydrocortisone 2.5 % cutaneous cream",9003493
"646",9003496,"hydrocortisone acetate 2 % cutaneous cream",NA
"647",9003502,"hydrocortisone valerate 0.2 % cutaneous cream",9003510
"648",9003503,"hydrocortisone valerate 0.2 % cutaneous ointment",9003511
"649",9003484,"hydrocortisone 2.5 % lotion",NA
"650",9003497,"hydrocortisone acetate 25 mg per g ophthalmic ointment",9003505
"651",9003479,"hydrocortisone 10 mg oral tablet",9003489
"652",9003485,"hydrocortisone 20 mg oral tablet",9003494
"653",9003474,"hydrocortisone (hydrocortisone sodium succinate) 1 g per vial powder for solution for injection",9003484
"654",9003475,"hydrocortisone (hydrocortisone sodium succinate) 100 mg per vial powder for solution for injection",9003485
"655",9003476,"hydrocortisone (hydrocortisone sodium succinate) 250 mg per vial powder for solution for injection",9003486
"656",9003477,"hydrocortisone (hydrocortisone sodium succinate) 500 mg per vial powder for solution for injection",9003487
"657",9003493,"hydrocortisone acetate 10 % pressurised inhalation",9003502
"658",9003482,"hydrocortisone 100 mg per 60 mL rectal liquid",9003492
"659",9003505,"hydromorphone hydrochloride 1 mg per mL oral liquid",9003513
"660",9003504,"hydromorphone hydrochloride 1 mg oral tablet",9003512
"661",9003512,"hydromorphone hydrochloride 2 mg oral tablet",9003520
"662",9003520,"hydromorphone hydrochloride 4 mg oral tablet",9003528
"663",9003525,"hydromorphone hydrochloride 8 mg oral tablet",9003533
"664",9003509,"hydromorphone hydrochloride 12 mg prolonged release oral capsule",9003517
"665",9003511,"hydromorphone hydrochloride 18 mg prolonged release oral capsule",9003519
"666",9003515,"hydromorphone hydrochloride 24 mg prolonged release oral capsule",9003523
"667",9003516,"hydromorphone hydrochloride 3 mg prolonged release oral capsule",9003524
"668",9003518,"hydromorphone hydrochloride 30 mg prolonged release oral capsule",9003526
"669",9003522,"hydromorphone hydrochloride 4.5 mg prolonged release oral capsule",9003530
"670",9003524,"hydromorphone hydrochloride 6 mg prolonged release oral capsule",9003532
"671",9003527,"hydromorphone hydrochloride 9 mg prolonged release oral capsule",9003535
"672",9003510,"hydromorphone hydrochloride 16 mg prolonged release oral tablet",9003518
"673",9003519,"hydromorphone hydrochloride 32 mg prolonged release oral tablet",9003527
"674",9003521,"hydromorphone hydrochloride 4 mg prolonged release oral tablet",9003529
"675",9003526,"hydromorphone hydrochloride 8 mg prolonged release oral tablet",9003534
"676",9003507,"hydromorphone hydrochloride 10 mg per mL solution for injection",9003515
"677",9003508,"hydromorphone hydrochloride 100 mg per mL solution for injection",9003516
"678",9003513,"hydromorphone hydrochloride 2 mg per mL solution for injection",9003521
"679",9003514,"hydromorphone hydrochloride 20 mg per mL solution for injection",9003522
"680",9003523,"hydromorphone hydrochloride 50 mg per mL solution for injection",9003531
"681",9003517,"hydromorphone hydrochloride 3 mg suppository",9003525
"682",9003506,"hydromorphone hydrochloride 1 mg per mL syrup",9003514
"683",9003540,"hydroxychloroquine sulfate 200 mg oral tablet",9003548
"684",9003544,"hydroxyzine hydrochloride 10 mg oral capsule",9003552
"685",9003547,"hydroxyzine hydrochloride 25 mg oral capsule",9003555
"686",9003548,"hydroxyzine hydrochloride 50 mg oral capsule",9003556
"687",9003549,"hydroxyzine hydrochloride 50 mg per mL solution for injection",9003557
"688",9003545,"hydroxyzine hydrochloride 10 mg per 5 mL syrup",9003553
"689",9003546,"hydroxyzine hydrochloride 2 mg per mL syrup",9003554
"690",9003559,"ibuprofen 100 mg chewable tablet",9003567
"691",9003567,"ibuprofen 200 mg oral capsule",9003575
"692",9003572,"ibuprofen 400 mg oral capsule",9003580
"693",9003562,"ibuprofen 100 mg per 5 mL oral suspension",9003570
"694",9003570,"ibuprofen 40 mg per mL oral suspension",9003578
"695",9003560,"ibuprofen 100 mg oral tablet",9003568
"696",9003568,"ibuprofen 200 mg oral tablet",9003576
"697",9003569,"ibuprofen 300 mg oral tablet",9003577
"698",9003573,"ibuprofen 400 mg oral tablet",9003581
"699",9003575,"ibuprofen 50 mg oral tablet",9003583
"700",9003576,"ibuprofen 600 mg oral tablet",9003584
"701",9003577,"ibuprofen 600 mg prolonged release oral tablet",9003585
"702",9003563,"ibuprofen 100 mg per mL solution for injection",9003571
"703",9003617,"indapamide 1.25 mg oral tablet",9003625
"704",9003619,"indapamide 2.5 mg oral tablet",9003627
"705",9003615,"indapamide 0.625 mg and perindopril erbumine 2 mg oral tablet",9003623
"706",9003616,"indapamide 1.25 mg and perindopril erbumine 4 mg oral tablet",9003624
"707",9003618,"indapamide 2.5 mg and perindopril erbumine 8 mg oral tablet",9003626
"708",9003623,"indomethacin 25 mg oral capsule",9003631
"709",9003624,"indomethacin 50 mg oral capsule",9003632
"710",9003622,"indomethacin 100 mg suppository",9003630
"711",9003625,"indomethacin 50 mg suppository",9003633
"712",9003632,"insulin aspart 100 unit per mL solution for injection",9003640
"713",9003635,"insulin detemir 100 unit per mL solution for injection",9003643
"714",9003636,"insulin glargine 100 unit per mL solution for injection",9003644
"715",9003637,"insulin glargine 300 unit per mL solution for injection",9003645
"716",9003646,"insulin lispro 100 unit per mL solution for injection",9003654
"717",9003647,"insulin lispro 200 unit per mL solution for injection",9003655
"718",9003696,"ipratropium bromide 0.025 % inhalation solution",9003701
"719",9003699,"ipratropium bromide 0.25 mg per mL inhalation solution",9003704
"720",9003703,"ipratropium bromide 125 mcg per mL inhalation solution",9003708
"721",9003707,"ipratropium bromide 250 mcg per mL inhalation solution",9003712
"722",9003700,"ipratropium bromide 0.3 mg per mL inhalation vapour, liquid",9003705
"723",9003697,"ipratropium bromide 0.03 % nasal spray, solution",9003702
"724",9003698,"ipratropium bromide 0.06 % nasal spray, solution",9003703
"725",9003701,"ipratropium bromide 0.3 mg per mL nasal spray, solution",9003706
"726",9003705,"ipratropium bromide 21 mcg per actuation nasal spray, solution",9003710
"727",9003708,"ipratropium bromide 42 mcg per actuation nasal spray, solution",9003713
"728",9003704,"ipratropium bromide 20 mcg per actuation pressurised inhalation",9003709
