"ccdd","tm_code","tm_formal_name","n_dins","n_ntps","tm_status","tm_status_effective_time"
FALSE,NA,"fluphenazine hydrochloride",7,1,"active","19771231"
FALSE,NA,"iodine and sodium iodide",1,1,"active","19771231"
FALSE,NA,"iodine (ethiodized oil)",1,1,"active","19771231"
FALSE,NA,"mepivacaine hydrochloride",7,1,"active","19771231"
FALSE,NA,"primidone",2,1,"active","19771231"
FALSE,NA,"rifampin",4,1,"active","19771231"
FALSE,NA,"diatrizoate meglumine and diatrizoate sodium",1,1,"active","19781230"
FALSE,NA,"alcohol anhydrous",1,1,"active","19781231"
FALSE,NA,"antazoline phosphate and naphazoline hydrochloride",2,1,"active","19781231"
FALSE,NA,"benzocaine and tetracaine hydrochloride",6,4,"active","19781231"
FALSE,NA,"bismuth subgallate",1,1,"active","19781231"
FALSE,NA,"dextrose and potassium chloride and sodium chloride",27,1,"active","19781231"
FALSE,NA,"hydrocortisone and pramoxine hydrochloride and zinc sulfate",6,2,"active","19781231"
FALSE,NA,"pindolol",15,1,"active","19781231"
FALSE,NA,"pneumococcal polysaccharide serotype 1 and pneumococcal polysaccharide serotype 10a and pneumococcal polysaccharide serotype 11a and pneumococcal polysaccharide serotype 12f and pneumococcal polysaccharide serotype 14 and pneumococcal polysaccharide serotype 15b and pneumococcal polysaccharide serotype 17f and pneumococcal polysaccharide serotype 18c and pneumococcal polysaccharide serotype 19a and pneumococcal polysaccharide serotype 19f and pneumococcal polysaccharide serotype 2 and pneumococcal polysaccharide serotype 20 and pneumococcal polysaccharide serotype 22f and pneumococcal polysaccharide serotype 23f and pneumococcal polysaccharide serotype 3 and pneumococcal polysaccharide serotype 33f and pneumococcal polysaccharide serotype 4 and pneumococcal polysaccharide serotype 5 and pneumococcal polysaccharide serotype 6b and pneumococcal polysaccharide serotype 7f and pneumococcal polysaccharide serotype 8 and pneumococcal polysaccharide serotype 9n and pneumococcal polysaccharide serotype 9v",1,1,"active","19781231"
FALSE,NA,"sulfasalazine",5,2,"active","19781231"
FALSE,NA,"sulfinpyrazone",1,1,"active","19781231"
FALSE,NA,"tretinoin",15,3,"active","19781231"
FALSE,NA,"vitamin B12",8,1,"active","19781231"
FALSE,NA,"yellow fever vaccine",1,1,"active","19781231"
FALSE,NA,"antipyrine and sodium salicylate",1,1,"active","19791231"
FALSE,NA,"calcium polystyrene sulfonate",1,1,"active","19791231"
FALSE,NA,"dexpanthenol and nicotinamide and pyridoxine hydrochloride and thiamine hydrochloride and vitamin B12 and vitamin B2 (riboflavin 5'-phosphate sodium)",1,1,"active","19791231"
FALSE,NA,"dextromethorphan hydrobromide",25,5,"active","19791231"
FALSE,NA,"dextrose and potassium chloride",8,1,"active","19791231"
FALSE,NA,"diphenhydramine hydrochloride",83,10,"active","19791231"
FALSE,NA,"ethinyl estradiol and ethynodiol diacetate",2,1,"active","19791231"
FALSE,NA,"fluocinolone acetonide",8,6,"active","19791231"
FALSE,NA,"glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine and l-lysine (l-lysine acetate) and l-phenylalanine and l-proline and l-threonine and l-tyrosine and l-valine and methionine and serine and tryptophan",1,1,"active","19791231"
FALSE,NA,"guaifenesin",19,4,"active","19791231"
FALSE,NA,"hydrocortisone and pramoxine hydrochloride",3,3,"active","19791231"
FALSE,NA,"hydroxocobalamin",2,2,"active","19791231"
FALSE,NA,"hydroxyurea",4,1,"active","19791231"
FALSE,NA,"measles virus vaccine live attenuated and mumps virus vaccine live attenuated (jeryl lynn strain) and rubella virus vaccine live attenuated (wistar ra27/3 strain)",1,1,"active","19791231"
FALSE,NA,"mitotane",1,1,"active","19791231"
FALSE,NA,"modified ragweed tyrosine adsorbate",1,1,"active","19791231"
FALSE,NA,"nicotinamide",1,1,"active","19791231"
FALSE,NA,"nicotinic acid",4,2,"active","19791231"
FALSE,NA,"patent blue sodium",1,1,"active","19791231"
FALSE,NA,"phenylephrine",11,5,"active","19791231"
FALSE,NA,"piperazine",1,1,"active","19791231"
FALSE,NA,"pyridoxine hydrochloride",3,1,"active","19791231"
FALSE,NA,"theophylline",13,3,"active","19791231"
FALSE,NA,"thiamine hydrochloride",4,1,"active","19791231"
FALSE,NA,"vitamin B2 (riboflavin 5'-phosphate sodium)",1,1,"active","19791231"
FALSE,NA,"benzocaine and methyl heptyl colamino formylmethyl pyridinium chl",1,1,"active","19801104"
FALSE,NA,"alfacalcidol",4,3,"active","19801231"
FALSE,NA,"arginine and glycine and histidine and isoleucine and l-alanine and leucine and l-lysine hydrochloride and methionine and phenylalanine and proline and threonine and tryptophan and tyrosine and valine",1,1,"active","19801231"
FALSE,NA,"calcium chloride and magnesium chloride and potassium chloride and sodium acetate trihydrate and sodium chloride and sodium citrate dihydrate",1,1,"active","19801231"
FALSE,NA,"camphor and menthol and meradimate and padimate o and phenol",1,1,"active","19801231"
FALSE,NA,"carbachol",1,1,"active","19801231"
FALSE,NA,"cloxacillin sodium",7,4,"active","19801231"
FALSE,NA,"coal tar and salicylic acid",2,2,"active","19801231"
FALSE,NA,"dimethyl sulfoxide",2,1,"active","19801231"
FALSE,NA,"diphtheria toxoid adsorbed and tetanus toxoid adsorbed",1,1,"active","19801231"
FALSE,NA,"fluorescein sodium",6,4,"active","19801231"
FALSE,NA,"glycine",3,1,"active","19801231"
FALSE,NA,"mannitol and sorbitol",2,1,"active","19801231"
FALSE,NA,"minoxidil",8,4,"active","19801231"
FALSE,NA,"naphazoline hydrochloride and pheniramine maleate",6,1,"active","19801231"
FALSE,NA,"nitrazepam",6,1,"active","19801231"
FALSE,NA,"aminophylline",3,1,"active","19811231"
FALSE,NA,"ammonium chloride and codeine and diphenhydramine hydrochloride",3,2,"active","19811231"
FALSE,NA,"calamine and diphenhydramine hydrochloride",2,1,"active","19811231"
FALSE,NA,"calcium chloride",5,2,"active","19811231"
FALSE,NA,"calcium glycerophosphate and calcium levulinate",1,1,"active","19811231"
FALSE,NA,"cetrimonium bromide and lidocaine",1,1,"active","19811231"
FALSE,NA,"chlordiazepoxide hydrochloride",3,1,"active","19811231"
FALSE,NA,"cromolyn sodium",7,6,"active","19811231"
FALSE,NA,"ergonovine maleate",3,1,"active","19811231"
FALSE,NA,"guaifenesin and oxtriphylline",1,1,"active","19811231"
FALSE,NA,"oxytocin",2,1,"active","19811231"
FALSE,NA,"phenelzine (phenelzine sulfate)",1,1,"active","19811231"
FALSE,NA,"pyrithione zinc",81,4,"active","19811231"
FALSE,NA,"scopolamine hydrobromide",4,1,"active","19811231"
FALSE,NA,"sodium ascorbate",1,1,"active","19811231"
FALSE,NA,"tobramycin",17,6,"active","19811231"
FALSE,NA,"vitamin K1",4,2,"active","19811231"
FALSE,NA,"acetaminophen and codeine and doxylamine",1,1,"active","19821231"
FALSE,NA,"acetazolamide",2,2,"active","19821231"
FALSE,NA,"aloe and benzoin and myroxylon balsamum and storax",1,1,"active","19821231"
FALSE,NA,"alprostadil",7,3,"active","19821231"
FALSE,NA,"benzocaine and cetylpyridinium chloride",1,1,"active","19821231"
FALSE,NA,"benzoyl peroxide",48,8,"active","19821231"
FALSE,NA,"calcium chloride and dextrose and glutathione disulfide and magnesium chloride and potassium chloride and sodium bicarbonate and sodium chloride and sodium phosphate dibasic",1,1,"active","19821231"
FALSE,NA,"cimetidine",22,1,"active","19821231"
FALSE,NA,"dipyridamole",9,2,"active","19821231"
FALSE,NA,"isosorbide dinitrate",5,2,"active","19821231"
FALSE,NA,"macrogol and propylene glycol",6,2,"active","19821231"
FALSE,NA,"mebendazole",1,1,"active","19821231"
FALSE,NA,"nabilone",13,1,"active","19821231"
FALSE,NA,"polyvinyl alcohol",4,1,"active","19821231"
FALSE,NA,"promethazine (promethazine hydrochloride)",1,1,"active","19821231"
FALSE,NA,"trihexyphenidyl hydrochloride",5,2,"active","19821231"
FALSE,NA,"betamethasone dipropionate and salicylic acid",3,2,"active","19831231"
FALSE,NA,"bronopol and triclosan",1,1,"active","19831231"
FALSE,NA,"calcitonin (salmon synthetic)",1,1,"active","19831231"
FALSE,NA,"calcium chloride and magnesium chloride and potassium chloride and sodium acetate and sodium chloride",1,1,"active","19831231"
FALSE,NA,"cantharidin and podophyllin and salicylic acid",2,1,"active","19831231"
FALSE,NA,"chromic chloride and cupric chloride and manganese chloride and zinc chloride",1,1,"active","19831231"
FALSE,NA,"dextromethorphan hydrobromide and pheniramine maleate and phenylephrine",3,2,"active","19831231"
FALSE,NA,"dextrose and lidocaine hydrochloride",3,1,"active","19831231"
FALSE,NA,"doxylamine and pyridoxine hydrochloride",1,1,"active","19831231"
FALSE,NA,"fluocinonide",10,3,"active","19831231"
FALSE,NA,"gramicidin and neomycin (neomycin sulfate) and nystatin and triamcinolone acetonide",4,2,"active","19831231"
FALSE,NA,"hydrochlorothiazide and pindolol",2,1,"active","19831231"
FALSE,NA,"insulin nph human dna origin",1,1,"active","19831231"
FALSE,NA,"insulin semi synthetic human",1,1,"active","19831231"
FALSE,NA,"isotretinoin",8,1,"active","19831231"
FALSE,NA,"mineral oil and urea",1,1,"active","19831231"
FALSE,NA,"nitrous oxide and oxygen",3,1,"active","19831231"
FALSE,NA,"prazosin (prazosin hydrochloride)",9,1,"active","19831231"
FALSE,NA,"promethazine hydrochloride",3,2,"active","19831231"
FALSE,NA,"tetracycline hydrochloride",2,2,"active","19831231"
FALSE,NA,"calcium gluconate and calcium saccharate",1,1,"active","19840719"
FALSE,NA,"cetylpyridinium chloride",7,3,"active","19841231"
FALSE,NA,"cyclosporine",11,4,"active","19841231"
FALSE,NA,"diphtheria toxoid and inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney and inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1 and inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett and tetanus toxoid",1,1,"active","19841231"
FALSE,NA,"d-pantothenic acid (calcium d-pantothenate, riboflavin-5-phosphate) and nicotinamide and vitamin A and vitamin B1 (thiamine hydrochloride) and vitamin B2 (riboflavin-5-phosphate) and vitamin B6 (pyridoxine hydrochloride) and vitamin C and vitamin D and vitamin E (dl-alpha tocopheryl acetate)",1,1,"active","19841231"
FALSE,NA,"etoposide",5,2,"active","19841231"
FALSE,NA,"heparin sodium",16,2,"active","19841231"
FALSE,NA,"histamine phosphate",2,1,"active","19841231"
FALSE,NA,"podophyllin",1,1,"active","19841231"
FALSE,NA,"potassium acetate",2,1,"active","19841231"
FALSE,NA,"potassium phosphate dibasic and potassium phosphate monobasic",2,1,"active","19841231"
FALSE,NA,"teniposide",1,1,"active","19841231"
FALSE,NA,"trolamine salicylate",10,1,"active","19841231"
FALSE,NA,"charcoal activated",12,2,"active","19851231"
FALSE,NA,"colestipol hydrochloride",3,2,"active","19851231"
FALSE,NA,"diazoxide",1,1,"active","19851231"
FALSE,NA,"leuprolide acetate",10,3,"active","19851231"
FALSE,NA,"levobunolol hydrochloride",8,1,"active","19851231"
FALSE,NA,"macrogol and potassium chloride and sodium bicarbonate and sodium chloride and sodium sulfate",2,1,"active","19851231"
FALSE,NA,"oxymetazoline hydrochloride",18,1,"active","19851231"
FALSE,NA,"pollen and non pollen",1,1,"active","19851231"
FALSE,NA,"procainamide hydrochloride",5,3,"active","19851231"
FALSE,NA,"sodium salicylate",1,1,"active","19851231"
FALSE,NA,"streptozocin",1,1,"active","19851231"
FALSE,NA,"acetaminophen and caffeine",6,1,"active","19861231"
FALSE,NA,"acetaminophen and chlorpheniramine maleate and pseudoephedrine hydrochloride",7,2,"active","19861231"
FALSE,NA,"acetaminophen and pseudoephedrine hydrochloride",21,2,"active","19861231"
FALSE,NA,"dextrose and dopamine hydrochloride",6,1,"active","19861231"
FALSE,NA,"docusate calcium",8,1,"active","19861231"
FALSE,NA,"lactulose",7,3,"active","19861231"
FALSE,NA,"methylene blue and naphazoline nitrate",1,1,"active","19861231"
FALSE,NA,"piroxicam",4,1,"active","19861231"
FALSE,NA,"polyethylene glycol 3350 and potassium chloride and sodium bicarbonate and sodium chloride and sodium sulfate",1,1,"active","19861231"
FALSE,NA,"sodium hypochlorite",3,2,"active","19861231"
FALSE,NA,"tryptophan",15,2,"active","19861231"
FALSE,NA,"vitamin E (dl-alpha tocopheryl acetate)",1,1,"active","19861231"
FALSE,NA,"bacitracin and polymyxin b (polymyxin b sulfate)",4,1,"active","19871231"
FALSE,NA,"bismuth subsalicylate",16,4,"active","19871231"
FALSE,NA,"cilastatin (cilastatin sodium) and imipenem",6,1,"active","19871231"
FALSE,NA,"cyproterone",5,2,"active","19871231"
FALSE,NA,"estrone",1,1,"active","19871231"
FALSE,NA,"glutamic acid and glycine and histidine and l-alanine and l-arginine and l-aspartic acid and l-isoleucine and l-leucine and l-lysine (l-lysine acetate) and l-phenylalanine and l-proline and l-threonine and l-valine and methionine and n-acetyl-l-tyrosine and serine and tryptophan",1,1,"active","19871231"
FALSE,NA,"potassium phosphate monobasic",1,1,"active","19871231"
FALSE,NA,"sodium tetradecyl sulfate",2,1,"active","19871231"
FALSE,NA,"somatropin",25,2,"active","19871231"
FALSE,NA,"trifluridine",2,1,"active","19871231"
FALSE,NA,"trimipramine (trimipramine maleate)",5,2,"active","19871231"
FALSE,NA,"vitamin C",2,1,"active","19871231"
FALSE,NA,"loratadine",10,4,"active","19881218"
FALSE,NA,"acetic acid and calcium chloride and dextrose and magnesium chloride and potassium chloride and sodium chloride",100,1,"active","19881231"
FALSE,NA,"acetic acid and calcium chloride and dextrose and magnesium chloride and sodium chloride",14,1,"active","19881231"
FALSE,NA,"chlorpromazine hydrochloride",1,1,"active","19881231"
FALSE,NA,"nadolol",5,1,"active","19881231"
FALSE,NA,"nizatidine",9,1,"active","19881231"
FALSE,NA,"permethrin",4,3,"active","19881231"
FALSE,NA,"propafenone hydrochloride",10,1,"active","19881231"
FALSE,NA,"sulindac",4,1,"active","19881231"
FALSE,NA,"acetaminophen and phenylephrine",8,3,"active","19891231"
FALSE,NA,"acetic acid and dextrose and magnesium chloride and sodium chloride",1,1,"active","19891231"
FALSE,NA,"aluminum hydroxide and dimethicone and magnesium hydroxide",3,1,"active","19891231"
FALSE,NA,"amiloride hydrochloride and hydrochlorothiazide",3,1,"active","19891231"
FALSE,NA,"calcium chloride and dextrose and magnesium chloride and sodium chloride and sodium lactate",10,1,"active","19891231"
FALSE,NA,"desmopressin acetate",12,3,"active","19891231"
FALSE,NA,"dextran 70 and hypromellose",2,1,"active","19891231"
FALSE,NA,"gentamicin (gentamicin sulfate)",14,6,"active","19891231"
FALSE,NA,"insulin and insulin isophane human",1,1,"active","19891231"
FALSE,NA,"ketoprofen",9,4,"active","19891231"
FALSE,NA,"mineral oil and white petrolatum",1,1,"active","19891231"
FALSE,NA,"octreotide (octreotide acetate)",18,2,"active","19891231"
FALSE,NA,"potassium chloride and sodium chloride",5,1,"active","19891231"
FALSE,NA,"prochlorperazine",2,1,"active","19891231"
FALSE,NA,"prochlorperazine (prochlorperazine maleate)",4,1,"active","19891231"
FALSE,NA,"protamine sulfate",3,1,"active","19891231"
FALSE,NA,"tamoxifen (tamoxifen citrate)",5,1,"active","19891231"
FALSE,NA,"triazolam",1,1,"active","19891231"
FALSE,NA,"vancomycin (vancomycin hydrochloride)",33,2,"active","19891231"
FALSE,NA,"vitamin C (sodium ascorbate)",1,1,"active","19891231"
FALSE,NA,"ketoconazole",4,3,"active","19901230"
FALSE,NA,"bacillus calmette-guerin (bcg) substrain connaught",1,1,"active","19901231"
FALSE,NA,"betamethasone dipropionate and clotrimazole",1,1,"active","19901231"
FALSE,NA,"bethanechol chloride",6,1,"active","19901231"
FALSE,NA,"captopril",13,1,"active","19901231"
FALSE,NA,"cefixime",3,2,"active","19901231"
FALSE,NA,"cetrimonium bromide",2,2,"active","19901231"
FALSE,NA,"charcoal activated and dimethicone",1,1,"active","19901231"
FALSE,NA,"chloral hydrate",3,2,"active","19901231"
FALSE,NA,"clorazepate dipotassium",3,1,"active","19901231"
FALSE,NA,"dexamethasone (base) and tobramycin",2,2,"active","19901231"
FALSE,NA,"enalapril and hydrochlorothiazide",5,1,"active","19901231"
FALSE,NA,"fluconazole",39,4,"active","19901231"
FALSE,NA,"fluphenazine decanoate",5,1,"active","19901231"
FALSE,NA,"heparin (heparin sodium) and sodium chloride",1,1,"active","19901231"
FALSE,NA,"hydralazine hydrochloride",4,2,"active","19901231"
FALSE,NA,"ioversol",7,1,"active","19901231"
FALSE,NA,"ketotifen (ketotifen fumarate)",4,3,"active","19901231"
FALSE,NA,"magnesium sulfate and potassium chloride and potassium phosphate monobasic and sodium chloride and sodium phosphate dibasic",1,1,"active","19901231"
FALSE,NA,"menthol and pyrithione zinc",1,1,"active","19901231"
FALSE,NA,"neostigmine methylsulfate",8,1,"active","19901231"
FALSE,NA,"pyridostigmine bromide",2,2,"active","19901231"
FALSE,NA,"sodium citrate",2,1,"active","19901231"
FALSE,NA,"terbutaline sulfate",1,1,"active","19901231"
FALSE,NA,"zidovudine",4,3,"active","19901231"
FALSE,NA,"acetaminophen and chlorzoxazone",1,1,"active","19911231"
FALSE,NA,"acetaminophen and chlorzoxazone and codeine",1,1,"active","19911231"
FALSE,NA,"ammonium chloride and dextromethorphan hydrobromide and diphenhydramine hydrochloride",2,1,"active","19911231"
FALSE,NA,"arginine and glycine and histidine and isoleucine and l-alanine and leucine and l-lysine (l-lysine hydrochloride) and methionine and phenylalanine and proline and serine and threonine and tryptophan and tyrosine and valine",1,1,"active","19911231"
FALSE,NA,"benzalkonium and coal tar and salicylic acid",1,1,"active","19911231"
FALSE,NA,"ceftazidime",3,1,"active","19911231"
FALSE,NA,"citric acid and dextrose and sodium citrate",1,1,"active","19911231"
FALSE,NA,"dextromethorphan hydrobromide and guaifenesin",22,3,"active","19911231"
FALSE,NA,"dimethicone and petrolatum",2,2,"active","19911231"
FALSE,NA,"flurbiprofen",4,1,"active","19911231"
FALSE,NA,"fluvoxamine maleate",16,1,"active","19911231"
FALSE,NA,"gentamicin (gentamicin sulfate) and sodium chloride",1,1,"active","19911231"
FALSE,NA,"glycerine and potassium chloride and sodium lactate and sodium phosphate dibasic and sodium phosphate monobasic",1,1,"active","19911231"
FALSE,NA,"hepatitis b surface antigen (recombinant)",4,2,"active","19911231"
FALSE,NA,"hexylresorcinol",4,1,"active","19911231"
FALSE,NA,"hydroquinone",7,2,"active","19911231"
FALSE,NA,"isoproterenol hydrochloride",1,1,"active","19911231"
FALSE,NA,"lidocaine and prilocaine",3,3,"active","19911231"
FALSE,NA,"loratadine and pseudoephedrine sulfate",2,2,"active","19911231"
FALSE,NA,"norepinephrine (norepinephrine bitartrate)",2,1,"active","19911231"
FALSE,NA,"sodium carboxymethyl cellulose",9,2,"active","19911231"
FALSE,NA,"sodium phosphate dibasic and sodium phosphate monobasic",1,1,"active","19911231"
FALSE,NA,"trimebutine maleate",3,1,"active","19911231"
FALSE,NA,"yohimbine hydrochloride",3,1,"active","19911231"
FALSE,NA,"acetaminophen and chlorpheniramine maleate and dextromethorphan hydrobromide and pseudoephedrine hydrochloride",15,5,"active","19921231"
FALSE,NA,"acetaminophen and codeine and methocarbamol",6,1,"active","19921231"
FALSE,NA,"acetaminophen and dextromethorphan hydrobromide and doxylamine and pseudoephedrine hydrochloride",10,3,"active","19921231"
FALSE,NA,"acetylsalicylic acid and codeine and methocarbamol",5,1,"active","19921231"
FALSE,NA,"amantadine hydrochloride",3,2,"active","19921231"
FALSE,NA,"ampicillin (ampicillin sodium)",8,1,"active","19921231"
FALSE,NA,"apraclonidine (apraclonidine hydrochloride)",2,1,"active","19921231"
FALSE,NA,"benzalkonium and benzocaine",1,1,"active","19921231"
FALSE,NA,"calcipotriol",1,1,"active","19921231"
FALSE,NA,"chlorhexidine and isopropyl alcohol",19,8,"active","19921231"
FALSE,NA,"chloroxylenol and menthol",3,2,"active","19921231"
FALSE,NA,"clodronate disodium (clodronate disodium tetrahydrate)",2,2,"active","19921231"
FALSE,NA,"deferoxamine mesylate",5,1,"active","19921231"
FALSE,NA,"dextromethorphan hydrobromide and guaifenesin and pseudoephedrine hydrochloride",14,1,"active","19921231"
FALSE,NA,"dextromethorphan hydrobromide and pseudoephedrine hydrochloride",9,2,"active","19921231"
FALSE,NA,"dolichovespula arenaria venom protein extract",2,1,"active","19921231"
FALSE,NA,"enalaprilat",2,1,"active","19921231"
FALSE,NA,"filgrastim (r-methug-csf)",5,1,"active","19921231"
FALSE,NA,"gadopentetate dimeglumine",1,1,"active","19921231"
FALSE,NA,"haemophilus influenzae type b-prp and tetanus protein",1,1,"active","19921231"
FALSE,NA,"hydroquinone and oxybenzone",4,1,"active","19921231"
FALSE,NA,"insulin injection human biosynthetic",3,1,"active","19921231"
FALSE,NA,"insulin injection human biosynthetic and insulin isophane human",5,1,"active","19921231"
FALSE,NA,"lanolin and mineral oil",1,1,"active","19921231"
FALSE,NA,"manganese (manganese sulfate)",2,1,"active","19921231"
FALSE,NA,"moclobemide",10,1,"active","19921231"
FALSE,NA,"mupirocin",2,1,"active","19921231"
FALSE,NA,"onabotulinumtoxina",2,1,"active","19921231"
FALSE,NA,"penicillin g sodium",3,1,"active","19921231"
FALSE,NA,"pheniramine maleate and phenylephrine",1,1,"active","19921231"
FALSE,NA,"podophyllotoxin",1,1,"active","19921231"
FALSE,NA,"polistes spp venom protein extract",3,1,"active","19921231"
FALSE,NA,"pramoxine hydrochloride and zinc sulfate",5,3,"active","19921231"
FALSE,NA,"tranylcypromine (tranylcypromine sulfate)",1,1,"active","19921231"
FALSE,NA,"vespula spp venom protein extract",3,1,"active","19921231"
FALSE,NA,"white faced hornet venom protein and yellow hornet venom protein and yellow jacket venom protein",5,1,"active","19921231"
FALSE,NA,"zinc (zinc sulfate)",2,1,"active","19921231"
FALSE,NA,"typhoid vaccine (salmonella typhi ty21a)",1,1,"active","19930101"
FALSE,NA,"acetaminophen and pheniramine maleate and phenylephrine and vitamin C",6,3,"active","19931230"
FALSE,NA,"acetaminophen and methocarbamol",16,1,"active","19931231"
FALSE,NA,"acetylsalicylic acid and caffeine",3,1,"active","19931231"
FALSE,NA,"air and carbon dioxide",3,1,"active","19931231"
FALSE,NA,"air and carbon monoxide",1,1,"active","19931231"
FALSE,NA,"apis mellifera venom protein extract",3,1,"active","19931231"
FALSE,NA,"articaine hydrochloride and epinephrine",13,1,"active","19931231"
FALSE,NA,"auranofin",1,1,"active","19931231"
FALSE,NA,"benazepril hydrochloride",5,1,"active","19931231"
FALSE,NA,"benzydamine hydrochloride",5,2,"active","19931231"
FALSE,NA,"beractant",1,1,"active","19931231"
FALSE,NA,"bumetanide",2,1,"active","19931231"
FALSE,NA,"carbon monoxide and helium and nitrogen and oxygen",3,1,"active","19931231"
FALSE,NA,"chloroxylenol and triclosan",2,1,"active","19931231"
FALSE,NA,"cholestyramine resin",3,1,"active","19931231"
FALSE,NA,"chromium (chromic chloride)",1,1,"active","19931231"
FALSE,NA,"cilazapril",2,1,"active","19931231"
FALSE,NA,"citric acid and dextrose and heparin sodium and sodium phosphate dibasic",1,1,"active","19931231"
FALSE,NA,"codeine and guaifenesin and pheniramine maleate",2,1,"active","19931231"
FALSE,NA,"copper (copper sulfate)",1,1,"active","19931231"
FALSE,NA,"desipramine hydrochloride",9,1,"active","19931231"
FALSE,NA,"dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine hydrochloride and l-lysine hydrochloride and l-phenylalanine hydrochloride and l-proline and l-threonine and l-tyrosine and l-valine and magnesium chloride and methionine and potassium phosphate dibasic and sodium acetate and sodium chloride and tryptophan",5,1,"active","19931231"
FALSE,NA,"dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine hydrochloride and l-lysine hydrochloride and l-phenylalanine hydrochloride and l-proline and l-threonine and l-tyrosine and l-valine and methionine and tryptophan",4,1,"active","19931231"
FALSE,NA,"dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine hydrochloride and l-lysine (l-lysine hydrochloride) and l-phenylalanine hydrochloride and l-proline and l-threonine and l-tyrosine and l-valine and methionine and tryptophan",1,1,"active","19931231"
FALSE,NA,"diflunisal",4,1,"active","19931231"
FALSE,NA,"dimethicone and oxybenzone and padimate o",1,1,"active","19931231"
FALSE,NA,"enoxaparin sodium",8,1,"active","19931231"
FALSE,NA,"famotidine",17,2,"active","19931231"
FALSE,NA,"gemfibrozil",7,2,"active","19931231"
FALSE,NA,"glycopyrrolate",3,1,"active","19931231"
FALSE,NA,"halobetasol propionate",2,2,"active","19931231"
FALSE,NA,"ibuprofen and pseudoephedrine hydrochloride",9,3,"active","19931231"
FALSE,NA,"iodide (sodium iodide)",1,1,"active","19931231"
FALSE,NA,"isoflurane",4,2,"active","19931231"
FALSE,NA,"itraconazole",3,2,"active","19931231"
FALSE,NA,"levocabastine (levocabastine hydrochloride)",1,1,"active","19931231"
FALSE,NA,"lidocaine (lidocaine hydrochloride)",2,2,"active","19931231"
FALSE,NA,"liothyronine (liothyronine sodium)",2,1,"active","19931231"
FALSE,NA,"loperamide hydrochloride",21,3,"active","19931231"
FALSE,NA,"nalbuphine",2,1,"active","19931231"
FALSE,NA,"nitrogen and oxygen",3,1,"active","19931231"
FALSE,NA,"pentosan polysulfate sodium",1,1,"active","19931231"
FALSE,NA,"pinaverium bromide",2,1,"active","19931231"
FALSE,NA,"polymyxin b (polymyxin b sulfate) and trimethoprim",1,1,"active","19931231"
FALSE,NA,"propofol",6,1,"active","19931231"
FALSE,NA,"selenium (selenious acid)",1,1,"active","19931231"
FALSE,NA,"sodium fluoride and triclosan",3,1,"active","19931231"
FALSE,NA,"sucralfate",5,2,"active","19931231"
FALSE,NA,"bezafibrate",3,2,"active","19941221"
FALSE,NA,"acetaminophen and chlorpheniramine maleate and phenylephrine",8,1,"active","19941231"
FALSE,NA,"adenosine",3,1,"active","19941231"
FALSE,NA,"atenolol and chlorthalidone",6,1,"active","19941231"
FALSE,NA,"bacitracin (bacitracin zinc) and gramicidin and polymyxin b (polymyxin b sulfate)",1,1,"active","19941231"
FALSE,NA,"betaxolol (betaxolol hydrochloride)",2,1,"active","19941231"
FALSE,NA,"biotin and dexpanthenol and folic acid and nicotinamide and pyridoxine hydrochloride and vitamin A and vitamin B12 (vitamin B12) and vitamin B1 (thiamine hydrochloride) and vitamin B2 (riboflavin-5-phosphate) and vitamin C and vitamin D and vitamin E",1,1,"active","19941231"
FALSE,NA,"bromocriptine (bromocriptine mesylate)",6,2,"active","19941231"
FALSE,NA,"budesonide and sodium chloride",1,1,"active","19941231"
FALSE,NA,"bupivacaine hydrochloride",10,1,"active","19941231"
FALSE,NA,"bupivacaine hydrochloride and epinephrine",7,1,"active","19941231"
FALSE,NA,"calcium chloride and magnesium chloride and potassium chloride and sodium acetate and sodium chloride and sodium citrate",2,2,"active","19941231"
FALSE,NA,"carboplatin",4,1,"active","19941231"
FALSE,NA,"chromium (chromic chloride) and copper (copper sulfate) and iodine (sodium iodide) and manganese (manganese sulfate) and selenium (selenious acid) and zinc (zinc sulfate)",3,1,"active","19941231"
FALSE,NA,"chromium (chromic chloride) and copper (copper sulfate) and manganese (manganese sulfate) and selenium (selenious acid) and zinc (zinc sulfate)",1,1,"active","19941231"
FALSE,NA,"chromium (chromic chloride) and copper (copper sulfate) and manganese (manganese sulfate) and zinc (zinc sulfate)",2,1,"active","19941231"
FALSE,NA,"codeine and guaifenesin and pseudoephedrine hydrochloride and triprolidine hydrochloride",1,1,"active","19941231"
FALSE,NA,"collagenase",1,1,"active","19941231"
FALSE,NA,"dapsone",2,2,"active","19941231"
FALSE,NA,"dimethicone and homosalate and meradimate and octinoxate and octisalate and oxybenzone",1,1,"active","19941231"
FALSE,NA,"dolichovespula maculata venom protein extract",2,1,"active","19941231"
FALSE,NA,"dornase alfa",1,1,"active","19941231"
