"mp_code"|"formal_description_mp"|"formal_description_ntp"|"ntp_code"
"02358018"|"LORIS 2% CHG SOLUTION [chlorhexidine gluconate 2 % per w/v NA] LERNAPHARM (LORIS) INC."|"chlorhexidine gluconate 2 % per w/v na"|NA
"01930079"|"GERMI STAT GEL 2% [chlorhexidine gluconate 2 % per % cutaneous gel] GERMIPHENE CORPORATION"|"chlorhexidine gluconate 2 % per % cutaneous gel"|9001918
"01930087"|"GERMI STAT GEL 4% [chlorhexidine gluconate 4 % per % cutaneous gel] GERMIPHENE CORPORATION"|"chlorhexidine gluconate 4 % per % cutaneous gel"|9001936
"01994042"|"HENRY SCHEIN ANTIMICROBIAL SKIN CLEANSER [chlorhexidine gluconate 4 % per w/v cutaneous gel] ABJ CUSTOM PACKAGING"|"chlorhexidine gluconate 4 % per w/v cutaneous gel"|9001938
"00658413"|"BAXEDIN LIQ 20% [chlorhexidine gluconate 20 % cutaneous liquid] OMEGA LABORATORIES LTD"|"chlorhexidine gluconate 20 % cutaneous liquid"|9001930
"00788422"|"BAXEDIN LIQ 0.05% [chlorhexidine gluconate 0.05 % cutaneous liquid] OMEGA LABORATORIES LTD"|"chlorhexidine gluconate 0.05 % cutaneous liquid"|9001892
"00832030"|"DEXIDIN 20 SOL 20MG [chlorhexidine gluconate 20 % per % cutaneous liquid] LABORATOIRE ATLAS INC"|"chlorhexidine gluconate 20 % per % cutaneous liquid"|9001931
"00832111"|"DEXIDIN LIQ 4% [chlorhexidine gluconate 4 % per % cutaneous liquid] LABORATOIRE ATLAS INC"|"chlorhexidine gluconate 4 % per % cutaneous liquid"|9001937
"00832138"|"DEXIDIN 2 DETERGENT [chlorhexidine gluconate 2 % cutaneous liquid] LABORATOIRE ATLAS INC"|"chlorhexidine gluconate 2 % cutaneous liquid"|9001915
"01939947"|"E-Z SCRUB 747 4% [chlorhexidine gluconate 4 % cutaneous liquid] BECTON DICKINSON"|"chlorhexidine gluconate 4 % cutaneous liquid"|9001934
"02004992"|"CHLORHEXSEPTIC-LIQ 0.5MG/ML [chlorhexidine gluconate 0.5 mg per mL cutaneous liquid] PHARMASCIENCE INC"|"chlorhexidine gluconate 0.5 mg per ml cutaneous liquid"|NA
"02238982"|"DEXIDIN 2 SOLUTION [chlorhexidine gluconate 2 % cutaneous liquid] LABORATOIRE ATLAS INC"|"chlorhexidine gluconate 2 % cutaneous liquid"|9001915
"02239252"|"ENDURE 400 SCRUB-STAT 4 [chlorhexidine gluconate 4 % per % cutaneous liquid] ECOLAB CO"|"chlorhexidine gluconate 4 % per % cutaneous liquid"|9001937
"02240416"|"ENDURE 420 CIDA-STAT [chlorhexidine gluconate 2 % cutaneous liquid] ECOLAB CO"|"chlorhexidine gluconate 2 % cutaneous liquid"|9001915
"02258900"|"FIRST AID ANTISEPTIC SKIN CLEANSER [chlorhexidine gluconate 2 % cutaneous liquid] GERMIPHENE CORPORATION"|"chlorhexidine gluconate 2 % cutaneous liquid"|9001915
"02267144"|"HYGIENIPAK 2% CHG FOAMING SKIN CLEANSER [chlorhexidine gluconate 2 % cutaneous liquid] DEB CANADA"|"chlorhexidine gluconate 2 % cutaneous liquid"|9001915
"02313391"|"ANTISEPTIC SKIN CLEANSER [chlorhexidine gluconate 2 % per w/w cutaneous liquid] CANADIAN CUSTOM PACKAGING COMPANY"|"chlorhexidine gluconate 2 % per w/w cutaneous liquid"|9001928
"00245097"|"HIBITANE SKIN CLEANSER [chlorhexidine gluconate 4 % per w/v cutaneous solution] ZOETIS CANADA INC"|"chlorhexidine gluconate 4 % per w/v cutaneous solution"|9001939
"00832146"|"CHLORHEXIDINE GLUCONATE SOLUTION 0.05% [chlorhexidine gluconate 0.05 % cutaneous solution] LABORATOIRE ATLAS INC"|"chlorhexidine gluconate 0.05 % cutaneous solution"|9001893
"01936441"|"BAXEDIN PRE-OP [chlorhexidine gluconate 0.5 % cutaneous solution] OMEGA LABORATORIES LTD"|"chlorhexidine gluconate 0.5 % cutaneous solution"|9001905
"02053632"|"CHLORHEXIDINE GLUCONATE SOLUTION USP 20% [chlorhexidine gluconate 20 % per w/v cutaneous solution] GERMIPHENE CORPORATION"|"chlorhexidine gluconate 20 % per w/v cutaneous solution"|9001932
"02242513"|"SOLUPREP AQ [chlorhexidine gluconate 2 % cutaneous solution] 3M CANADA COMPANY"|"chlorhexidine gluconate 2 % cutaneous solution"|9001916
"02295253"|"CHLORHEXIDINE SOLUTION [chlorhexidine gluconate 2 % cutaneous solution] PARTNAR ANIMAL HEALTH INC"|"chlorhexidine gluconate 2 % cutaneous solution"|9001916
"02295660"|"CHLORHEXIDINE 2% ANTISEPTIC HAND WASH [chlorhexidine gluconate 2 % cutaneous solution] PARTNAR ANIMAL HEALTH INC"|"chlorhexidine gluconate 2 % cutaneous solution"|9001916
"02295679"|"CHLORHEXIDINE 4% ANTISEPTIC HAND WASH [chlorhexidine gluconate 4 % cutaneous solution] PARTNAR ANIMAL HEALTH INC"|"chlorhexidine gluconate 4 % cutaneous solution"|9001935
"02295717"|"STERIXIN 0.05% [chlorhexidine gluconate 0.05 % cutaneous solution] LABORATOIRES STERIGEN INC"|"chlorhexidine gluconate 0.05 % cutaneous solution"|9001893
"02046245"|"PREVORA STAGE 1 [chlorhexidine acetate 10 % dental solution] CHX TECHNOLOGIES INC"|"chlorhexidine acetate 10 % dental solution"|9001890
"02237452"|"PERIDEX ORAL RINSE [chlorhexidine gluconate 0.12 % gargle/mouthwash] 3M CANADA COMPANY"|"chlorhexidine gluconate 0.12 % gargle/mouthwash"|9001896
"02240526"|"DENTI-CARE CHLORHEXIDINE GLUCONATE ORAL RINSE 0.12% [chlorhexidine gluconate 0.12 % gargle/mouthwash] AMD MEDICOM INC"|"chlorhexidine gluconate 0.12 % gargle/mouthwash"|9001896
"02384272"|"GUM PAROEX [chlorhexidine gluconate 0.12 % gargle/mouthwash] SUNSTAR AMERICAS INC"|"chlorhexidine gluconate 0.12 % gargle/mouthwash"|9001896
"02436892"|"CHLORHEXIDINE GLUCONATE 0.12% ORAL RINSE, USP [chlorhexidine gluconate 0.12 % per w/w gargle/mouthwash] SAGE PRODUCTS LLC"|"chlorhexidine gluconate 0.12 % per w/w gargle/mouthwash"|9001899
"02046245"|"PREVORA STAGE 1 [chlorhexidine acetate 10 % kit] CHX TECHNOLOGIES INC"|"chlorhexidine acetate 10 % kit"|9001891
"02246121"|"PROVON ANTISEPTIC LOTION SOAP WITH 2% CHG [chlorhexidine gluconate 2 % lotion] GOJO INDUSTRIES, INC."|"chlorhexidine gluconate 2 % lotion"|9001917
"02355558"|"DERMSAFE PC [chlorhexidine gluconate 4 % per w/v lotion] SKINVISIBLE PHARMACEUTICALS INC"|"chlorhexidine gluconate 4 % per w/v lotion"|9001940
"02207796"|"PERIOGARD [chlorhexidine gluconate 0.12 % mouthwash] COLGATE-PALMOLIVE CANADA INC"|"chlorhexidine gluconate 0.12 % mouthwash"|9001897
"02209055"|"ORO-CLENSE ORAL RINSE - LIQ 0.12% [chlorhexidine gluconate 0.12 % mouthwash] GERMIPHENE CORPORATION"|"chlorhexidine gluconate 0.12 % mouthwash"|9001897
"02237452"|"PERIDEX ORAL RINSE [chlorhexidine gluconate 0.12 % mouthwash] 3M CANADA COMPANY"|"chlorhexidine gluconate 0.12 % mouthwash"|9001897
"02240433"|"PERICHLOR [chlorhexidine gluconate 0.12 % mouthwash] PHARMASCIENCE INC"|"chlorhexidine gluconate 0.12 % mouthwash"|9001897
"02240526"|"DENTI-CARE CHLORHEXIDINE GLUCONATE ORAL RINSE 0.12% [chlorhexidine gluconate 0.12 % mouthwash] AMD MEDICOM INC"|"chlorhexidine gluconate 0.12 % mouthwash"|9001897
"02291096"|"ORO CLEAR [chlorhexidine gluconate 0.12 % mouthwash] GERMIPHENE CORPORATION"|"chlorhexidine gluconate 0.12 % mouthwash"|9001897
"02316749"|"X-PUR CHLORHEXIDINE [chlorhexidine gluconate 0.12 % mouthwash] PHARMASCIENCE INC"|"chlorhexidine gluconate 0.12 % mouthwash"|9001897
"02207796"|"PERIOGARD [chlorhexidine gluconate 0.12 % oral liquid] COLGATE-PALMOLIVE CANADA INC"|"chlorhexidine gluconate 0.12 % oral liquid"|9001898
"02240526"|"DENTI-CARE CHLORHEXIDINE GLUCONATE ORAL RINSE 0.12% [chlorhexidine gluconate 0.12 % oral liquid] AMD MEDICOM INC"|"chlorhexidine gluconate 0.12 % oral liquid"|9001898
"02242329"|"APO-CHLORHEXIDINE ORAL RINSE [chlorhexidine gluconate 0.12 % oral liquid] APOTEX INC"|"chlorhexidine gluconate 0.12 % oral liquid"|9001898
"02436892"|"CHLORHEXIDINE GLUCONATE 0.12% ORAL RINSE, USP [chlorhexidine gluconate 0.12 % per w/w oral liquid] SAGE PRODUCTS LLC"|"chlorhexidine gluconate 0.12 % per w/w oral liquid"|9001900
"02083884"|"SOLUPREP ANTISEPTIC SKIN CLEANSER PREOPERATIVE KIT [chlorhexidine gluconate 4 % per w/v pressurised inhalation] 3M CANADA COMPANY"|"chlorhexidine gluconate 4 % per w/v pressurised inhalation"|9001941
"01925202"|"SOLUPREP ANTISEPTIC SKIN CLEANSER [chlorhexidine gluconate 4 % per w/v sponge] 3M CANADA COMPANY"|"chlorhexidine gluconate 4 % per w/v sponge"|9001942
"02072955"|"SOLUPREP LD SPONGE [chlorhexidine gluconate 0.05 % per w/v sponge] 3M CANADA COMPANY"|"chlorhexidine gluconate 0.05 % per w/v sponge"|9001894
"02408430"|"SOLUPREP AQ SPONGE [chlorhexidine gluconate 2 % per w/v sponge] 3M CANADA COMPANY"|"chlorhexidine gluconate 2 % per w/v sponge"|9001925
"02431483"|"SOLUPREP AQ SWAB [chlorhexidine gluconate 2 % per w/v swab] 3M CANADA COMPANY"|"chlorhexidine gluconate 2 % per w/v swab"|9001926
"02245741"|"ANTISEPTIC BODY CLEANSER [chlorhexidine gluconate 2 % wipe] SAGE PRODUCTS LLC"|"chlorhexidine gluconate 2 % wipe"|9001929
"02355965"|"LORIS 2% CHG WIPE/SERVIETTE [chlorhexidine gluconate 2 % per w/v wipe] LERNAPHARM (LORIS) INC."|"chlorhexidine gluconate 2 % per w/v wipe"|9001927
"02431491"|"SOLUPREP AQ WIPE [chlorhexidine gluconate 2 % per w/v wipe] 3M CANADA COMPANY"|"chlorhexidine gluconate 2 % per w/v wipe"|9001927
"02253178"|"EURO D 10000 [vitamin d3 (cholecalciferol) 10000 unit oral capsule] SANDOZ CANADA INCORPORATED"|"vitamin d3 (cholecalciferol) 10000 unit oral capsule"|9006359
"02303671"|"OMNARIS [ciclesonide 50 mcg per act nasal spray] ASTRAZENECA CANADA INC"|"ciclesonide 50 mcg per act nasal spray"|9002011
"02417316"|"APO-CICLESONIDE [ciclesonide 50 mcg per spray nasal spray] APOTEX INC"|"ciclesonide 50 mcg per spray nasal spray"|9002013
"02285606"|"ALVESCO [ciclesonide 100 mcg per act pressurised inhalation] ASTRAZENECA CANADA INC"|"ciclesonide 100 mcg per act pressurised inhalation"|9002009
"02285614"|"ALVESCO [ciclesonide 200 mcg per act pressurised inhalation] ASTRAZENECA CANADA INC"|"ciclesonide 200 mcg per act pressurised inhalation"|9002010
"02404311"|"OMNARIS HFA [ciclesonide 50 mcg per act pressurised inhalation] TAKEDA CANADA INC"|"ciclesonide 50 mcg per act pressurised inhalation"|9002012
"02221802"|"LOPROX CREAM [ciclopirox olamine 1 % cutaneous cream] VALEANT CANADA LP/VALEANT CANADA S.E.C."|"ciclopirox olamine 1 % cutaneous cream"|9002015
"02250535"|"PENLAC [ciclopirox 8 % per w/w cutaneous solution] VALEANT CANADA LP/VALEANT CANADA S.E.C."|"ciclopirox 8 % per w/w cutaneous solution"|9002014
"02298953"|"APO-CICLOPIROX [ciclopirox 8 % per w/w cutaneous solution] APOTEX INC"|"ciclopirox 8 % per w/w cutaneous solution"|9002014
"02353288"|"TARO-CICLOPIROX [ciclopirox 8 % per w/w cutaneous solution] TARO PHARMACEUTICALS INC"|"ciclopirox 8 % per w/w cutaneous solution"|9002014
"02410346"|"CICLOPIROX TOPICAL SOLUTION [ciclopirox 8 % per w/w cutaneous solution] STERIMAX INC"|"ciclopirox 8 % per w/w cutaneous solution"|9002014
"02413574"|"PMS-CICLOPIROX [ciclopirox 8 % per w/w cutaneous solution] PHARMASCIENCE INC"|"ciclopirox 8 % per w/w cutaneous solution"|9002014
"02221810"|"LOPROX LOTION [ciclopirox olamine 1 % lotion] VALEANT CANADA LP/VALEANT CANADA S.E.C."|"ciclopirox olamine 1 % lotion"|9002016
"02247228"|"STIEPROX SHAMPOO [ciclopirox olamine 1.5 % shampoo] GLAXOSMITHKLINE INC"|"ciclopirox olamine 1.5 % shampoo"|9002017
"02200864"|"CILOXAN [ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic ointment] ALCON CANADA INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic ointment"|9002038
"01945270"|"CILOXAN [ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % opthalmic drops, solution] ALCON CANADA INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % opthalmic drops, solution"|9002039
"02263130"|"APO-CIPROFLOX [ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % opthalmic drops, solution] APOTEX INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % opthalmic drops, solution"|9002039
"02387131"|"SANDOZ CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % opthalmic drops, solution] SANDOZ CANADA INCORPORATED"|"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % opthalmic drops, solution"|9002039
"02237514"|"CIPRO ORAL SUSPENSION 10% [ciprofloxacin 10 g per 100 mL oral suspension] BAYER INC"|"ciprofloxacin 10 g per 100 ml oral suspension"|NA
"02155958"|"CIPRO 250 - TAB 250MG [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] BAYER INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02155966"|"CIPRO 500 - TAB 500MG [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] BAYER INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02155974"|"CIPRO 750 - TAB 750MG [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] BAYER INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02161737"|"TEVA-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] TEVA CANADA LIMITED"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02161745"|"TEVA-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] TEVA CANADA LIMITED"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02161753"|"TEVA-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] TEVA CANADA LIMITED"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02229521"|"APO-CIPROFLOX [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] APOTEX INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02229522"|"APO-CIPROFLOX [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] APOTEX INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02229523"|"APO-CIPROFLOX [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] APOTEX INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02245647"|"MYLAN-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02245648"|"MYLAN-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02245649"|"MYLAN-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02246825"|"RATIO-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] TEVA CANADA LIMITED"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02246826"|"RATIO-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] TEVA CANADA LIMITED"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02246827"|"RATIO-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] TEVA CANADA LIMITED"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02247339"|"ACT CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] ACTAVIS PHARMA COMPANY"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02247340"|"ACT CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] ACTAVIS PHARMA COMPANY"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02247341"|"ACT CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] ACTAVIS PHARMA COMPANY"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02248437"|"PMS-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] PHARMASCIENCE INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02248438"|"PMS-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] PHARMASCIENCE INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02248439"|"PMS-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] PHARMASCIENCE INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02248756"|"SANDOZ CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] SANDOZ CANADA INCORPORATED"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02248757"|"SANDOZ CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] SANDOZ CANADA INCORPORATED"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02248758"|"SANDOZ CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] SANDOZ CANADA INCORPORATED"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02251221"|"RIVA-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] LABORATOIRE RIVA INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02251248"|"RIVA-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] LABORATOIRE RIVA INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02251256"|"RIVA-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] LABORATOIRE RIVA INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02251272"|"DOM-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] DOMINION PHARMACAL"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02251280"|"DOM-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] DOMINION PHARMACAL"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02251299"|"DOM-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] DOMINION PHARMACAL"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02251310"|"PHL-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] PHARMEL INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02251329"|"PHL-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] PHARMEL INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02251337"|"PHL-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] PHARMEL INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02266962"|"TARO-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] TARO PHARMACEUTICALS INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02266970"|"TARO-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] TARO PHARMACEUTICALS INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02303728"|"RAN-CIPROFLOX [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] RANBAXY PHARMACEUTICALS CANADA INC."|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02303736"|"RAN-CIPROFLOX [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] RANBAXY PHARMACEUTICALS CANADA INC."|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02303744"|"RAN-CIPROFLOX [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] RANBAXY PHARMACEUTICALS CANADA INC."|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02317427"|"MINT-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] MINT PHARMACEUTICALS INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02317435"|"MINT-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] MINT PHARMACEUTICALS INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02317443"|"MINT-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] MINT PHARMACEUTICALS INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02317796"|"PRO-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] PRO DOC LIMITEE"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02317818"|"PRO-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] PRO DOC LIMITEE"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02353318"|"CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] SANIS HEALTH INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02353326"|"CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] SANIS HEALTH INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02353334"|"CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] SANIS HEALTH INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02379627"|"SEPTA-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] SEPTA PHARMACEUTICALS INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02379635"|"SEPTA-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] SEPTA PHARMACEUTICALS INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02379643"|"SEPTA-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] SEPTA PHARMACEUTICALS INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02379686"|"MAR-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] MARCAN PHARMACEUTICALS INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02379694"|"MAR-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] MARCAN PHARMACEUTICALS INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02379708"|"MAR-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] MARCAN PHARMACEUTICALS INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02380358"|"JAMP-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] JAMP PHARMA CORPORATION"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02380366"|"JAMP-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] JAMP PHARMA CORPORATION"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02380374"|"JAMP-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] JAMP PHARMA CORPORATION"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02381907"|"AURO-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] AURO PHARMA INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02381923"|"AURO-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] AURO PHARMA INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02381931"|"AURO-CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet] AURO PHARMA INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|9002042
"02386119"|"CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] SIVEM PHARMACEUTICALS ULC"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
"02386127"|"CIPROFLOXACIN [ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet] SIVEM PHARMACEUTICALS ULC"|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|9002041
"02423553"|"MINT-CIPROFLOX [ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet] MINT PHARMACEUTICALS INC"|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|9002040
