"mp_code"|"formal_description_mp"|"formal_description_tm"|"tm_code"
"02330555"|"PLAVIX [clopidogrel (clopidogrel bisulfate) 300 mg oral tablet] SANOFI-AVENTIS CANADA INC"|"clopidogrel"|9000502
"02348004"|"PMS-CLOPIDOGREL [clopidogrel (clopidogrel bisulfate) 75 mg oral tablet] PHARMASCIENCE INC"|"clopidogrel"|9000502
"02351536"|"MYLAN-CLOPIDOGREL [clopidogrel (clopidogrel bisulfate) 75 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"clopidogrel"|9000502
"02359316"|"SANDOZ CLOPIDOGREL [clopidogrel (clopidogrel bisulfate) 75 mg oral tablet] SANDOZ CANADA INCORPORATED"|"clopidogrel"|9000502
"02378507"|"DOM-CLOPIDOGREL [clopidogrel (clopidogrel bisulfate) 75 mg oral tablet] DOMINION PHARMACAL"|"clopidogrel"|9000502
"02379813"|"RAN-CLOPIDOGREL [clopidogrel (clopidogrel bisulfate) 75 mg oral tablet] RANBAXY PHARMACEUTICALS CANADA INC."|"clopidogrel"|9000502
"02385813"|"CLOPIDOGREL [clopidogrel (clopidogrel bisulfate) 75 mg oral tablet] SIVEM PHARMACEUTICALS ULC"|"clopidogrel"|9000502
"02388065"|"TEVA-CLOPIDOGREL [clopidogrel (clopidogrel bisulfate) 300 mg oral tablet] TEVA CANADA LIMITED"|"clopidogrel"|9000502
"02388529"|"RIVA CLOPIDOGREL [clopidogrel (clopidogrel bisulfate) 75 mg oral tablet] LABORATOIRE RIVA INC"|"clopidogrel"|9000502
"02394820"|"CLOPIDOGREL [clopidogrel (clopidogrel bisulfate) 75 mg oral tablet] PRO DOC LIMITEE"|"clopidogrel"|9000502
"02398591"|"APO-CLOPIDOGREL [clopidogrel (clopidogrel bisulfate) 300 mg oral tablet] APOTEX INC"|"clopidogrel"|9000502
"02400553"|"CLOPIDOGREL [clopidogrel (clopidogrel bisulfate) 75 mg oral tablet] SANIS HEALTH INC"|"clopidogrel"|9000502
"02408910"|"MINT-CLOPIDOGREL [clopidogrel (clopidogrel bisulfate) 75 mg oral tablet] MINT PHARMACEUTICALS INC"|"clopidogrel"|9000502
"02415550"|"JAMP-CLOPIDOGREL [clopidogrel (clopidogrel bisulfate) 75 mg oral tablet] JAMP PHARMA CORPORATION"|"clopidogrel"|9000502
"02416387"|"AURO-CLOPIDOGREL [clopidogrel (clopidogrel bisulfate) 75 mg oral tablet] AURO PHARMA INC"|"clopidogrel"|9000502
"02422255"|"MAR-CLOPIDOGREL [clopidogrel (clopidogrel bisulfate) 75 mg oral tablet] MARCAN PHARMACEUTICALS INC"|"clopidogrel"|9000502
"00894737"|"CLOZARIL [clozapine 25 mg oral tablet] HLS THERAPEUTICS INC"|"clozapine"|9000507
"00894745"|"CLOZARIL [clozapine 100 mg oral tablet] HLS THERAPEUTICS INC"|"clozapine"|9000507
"02247243"|"GEN-CLOZAPINE [clozapine 25 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"clozapine"|9000507
"02247244"|"GEN-CLOZAPINE [clozapine 100 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"clozapine"|9000507
"02248034"|"AA-CLOZAPINE [clozapine 25 mg oral tablet] AA PHARMA INC"|"clozapine"|9000507
"02248035"|"AA-CLOZAPINE [clozapine 100 mg oral tablet] AA PHARMA INC"|"clozapine"|9000507
"02305003"|"GEN-CLOZAPINE [clozapine 50 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"clozapine"|9000507
"02305011"|"GEN-CLOZAPINE [clozapine 200 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"clozapine"|9000507
"00380571"|"LINCTUS CODEINE BLANC [codeine phosphate 0.2 % per % oral liquid] LABORATOIRE ATLAS INC"|"codeine"|9000518
"00593435"|"RATIO-CODEINE [codeine phosphate 15 mg oral tablet] TEVA CANADA LIMITED"|"codeine"|9000518
"00593451"|"RATIO-CODEINE [codeine phosphate 30 mg oral tablet] TEVA CANADA LIMITED"|"codeine"|9000518
"02009757"|"CODEINE 30 [codeine phosphate 30 mg oral tablet] LABORATOIRE RIVA INC"|"codeine"|9000518
"02009889"|"CODEINE 15 [codeine phosphate 15 mg oral tablet] LABORATOIRE RIVA INC"|"codeine"|9000518
"02243978"|"PMS-CODEINE [codeine phosphate 15 mg oral tablet] PHARMASCIENCE INC"|"codeine"|9000518
"02243979"|"PMS-CODEINE [codeine phosphate 30 mg oral tablet] PHARMASCIENCE INC"|"codeine"|9000518
"00497282"|"CODEINE PHOSPHATE INJ 30MG/ML [codeine phosphate 30 mg per mL solution for injection] HOSPIRA HEALTHCARE CORPORATION"|"codeine"|9000518
"00497290"|"CODEINE PHOSPHATE INJ 60MG/ML [codeine phosphate 60 mg per mL solution for injection] HOSPIRA HEALTHCARE CORPORATION"|"codeine"|9000518
"00544884"|"CODEINE PHOSPHATE INJECTION USP [codeine phosphate 30 mg per mL solution for injection] SANDOZ CANADA INCORPORATED"|"codeine"|9000518
"00050024"|"CODEINE PHOSPHATE SYRUP [codeine phosphate 5 mg per mL syrup] LABORATOIRE ATLAS INC"|"codeine"|9000518
"00779474"|"RATIO-CODEINE [codeine phosphate 5 mg per mL syrup] TEVA CANADA LIMITED"|"codeine"|9000518
"00287873"|"COLCHICINE [colchicine 0.6 mg oral tablet] SANDOZ CANADA INCORPORATED"|"colchicine"|9000523
"00572349"|"COLCHICINE TAB 0.6MG [colchicine 0.6 mg oral tablet] ODAN LABORATORIES LTD"|"colchicine"|9000523
"02373823"|"JAMP-COLCHICINE [colchicine 0.6 mg oral tablet] JAMP PHARMA CORPORATION"|"colchicine"|9000523
"02402181"|"PMS-COLCHICINE [colchicine 0.6 mg oral tablet] PHARMASCIENCE INC"|"colchicine"|9000523
"02080052"|"TEVA-CYCLOBENZAPRINE [cyclobenzaprine hydrochloride 10 mg oral tablet] TEVA CANADA LIMITED"|"cyclobenzaprine"|9000533
"02177145"|"APO-CYCLOBENZAPRINE - TAB 10MG [cyclobenzaprine hydrochloride 10 mg oral tablet] APOTEX INC"|"cyclobenzaprine"|9000533
"02212048"|"PMS-CYCLOBENZAPRINE - TAB 10MG [cyclobenzaprine hydrochloride 10 mg oral tablet] PHARMASCIENCE INC"|"cyclobenzaprine"|9000533
"02220644"|"CYCLOBENZAPRINE-10  -  TAB 10MG [cyclobenzaprine hydrochloride 10 mg oral tablet] PRO DOC LIMITEE"|"cyclobenzaprine"|9000533
"02231353"|"MYLAN-CYCLOBENZAPRINE [cyclobenzaprine hydrochloride 10 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"cyclobenzaprine"|9000533
"02238633"|"DOM-CYCLOBENZAPRINE [cyclobenzaprine hydrochloride 10 mg oral tablet] DOMINION PHARMACAL"|"cyclobenzaprine"|9000533
"02242079"|"RIVA-CYCLOBENZAPRINE [cyclobenzaprine hydrochloride 10 mg oral tablet] LABORATOIRE RIVA INC"|"cyclobenzaprine"|9000533
"02249359"|"PHL-CYCLOBENZAPRINE [cyclobenzaprine hydrochloride 10 mg oral tablet] PHARMEL INC"|"cyclobenzaprine"|9000533
"02287064"|"CYCLOBENZAPRINE [cyclobenzaprine hydrochloride 10 mg oral tablet] SANIS HEALTH INC"|"cyclobenzaprine"|9000533
"02348853"|"AURO-CYCLOBENZAPRINE [cyclobenzaprine hydrochloride 10 mg oral tablet] AURO PHARMA INC"|"cyclobenzaprine"|9000533
"02357127"|"JAMP-CYCLOBENZAPRINE [cyclobenzaprine hydrochloride 10 mg oral tablet] JAMP PHARMA CORPORATION"|"cyclobenzaprine"|9000533
"02424584"|"CYCLOBENZAPRINE [cyclobenzaprine hydrochloride 10 mg oral tablet] SIVEM PHARMACEUTICALS ULC"|"cyclobenzaprine"|9000533
"02233542"|"DIANE-35 [cyproterone acetate 2 mg and ethinyl estradiol 35 mcg oral tablet] BAYER INC"|"cyproterone and ethinylestradiol"|9000538
"02290308"|"CYESTRA-35 [cyproterone acetate 2 mg and ethinyl estradiol 0.035 mg oral tablet] PALADIN LABS INC"|"cyproterone and ethinylestradiol"|9000538
"02309556"|"NOVO-CYPROTERONE/ETHINYL ESTRADIOL [cyproterone acetate 2 mg and ethinyl estradiol 0.035 mg oral tablet] TEVA CANADA LIMITED"|"cyproterone and ethinylestradiol"|9000538
"02425017"|"RAN-CYPROTERONE/ETHINYL ESTRADIOL [cyproterone acetate 2 mg and ethinyl estradiol 0.035 mg oral tablet] RANBAXY PHARMACEUTICALS CANADA INC."|"cyproterone and ethinylestradiol"|9000538
"02436736"|"CLÉO -35 [cyproterone acetate 2 mg and ethinyl estradiol 0.035 mg oral tablet] ASPRI PHARMA CANADA INC"|"cyproterone and ethinylestradiol"|9000538
"02312433"|"PRADAXA [dabigatran etexilate (dabigatran etexilate mesilate) 75 mg oral capsule] BOEHRINGER INGELHEIM (CANADA) LTD LTEE"|"dabigatran etexilate"|9000540
"02312441"|"PRADAXA [dabigatran etexilate (dabigatran etexilate mesilate) 110 mg oral capsule] BOEHRINGER INGELHEIM (CANADA) LTD LTEE"|"dabigatran etexilate"|9000540
"02358808"|"PRADAXA [dabigatran etexilate (dabigatran etexilate mesilate) 150 mg oral capsule] BOEHRINGER INGELHEIM (CANADA) LTD LTEE"|"dabigatran etexilate"|9000540
"02042479"|"MARVELON 28 [desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet] MERCK CANADA INC"|"desogestrel and ethinylestradiol"|9000573
"02042487"|"MARVELON 21 [desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet] MERCK CANADA INC"|"desogestrel and ethinylestradiol"|9000573
"02257238"|"LINESSA 28 [desogestrel 0.1 mg and desogestrel 0.125 mg and desogestrel 0.15 mg and ethinyl estradiol 0.025 mg oral tablet] ASPEN PHARMA TRADING LIMITED"|"desogestrel and ethinylestradiol"|9000573
"02272903"|"LINESSA 21 [desogestrel 0.1 mg and desogestrel 0.125 mg and desogestrel 0.15 mg and ethinyl estradiol 0.025 mg oral tablet] ASPEN PHARMA TRADING LIMITED"|"desogestrel and ethinylestradiol"|9000573
"02317192"|"APRI 21 [desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet] TEVA CANADA LIMITED"|"desogestrel and ethinylestradiol"|9000573
"02317206"|"APRI 28 [desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet] TEVA CANADA LIMITED"|"desogestrel and ethinylestradiol"|9000573
"02396491"|"FREYA 21 [desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"desogestrel and ethinylestradiol"|9000573
"02396610"|"FREYA 28 [desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"desogestrel and ethinylestradiol"|9000573
"02410249"|"MIRVALA 21 [desogestrel 0.15 mg per tab and ethinyl estradiol 0.03 mg per tab oral tablet] APOTEX INC"|"desogestrel and ethinylestradiol"|9000573
"02410257"|"MIRVALA 28 [desogestrel 0.15 mg per tab and ethinyl estradiol 0.03 mg per tab oral tablet] APOTEX INC"|"desogestrel and ethinylestradiol"|9000573
"02417464"|"RECLIPSEN 28 [desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet] ACTAVIS PHARMA COMPANY"|"desogestrel and ethinylestradiol"|9000573
"02420813"|"RECLIPSEN 21 [desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet] ACTAVIS PHARMA COMPANY"|"desogestrel and ethinylestradiol"|9000573
"02321092"|"PRISTIQ [desvenlafaxine (desvenlafaxine succinate) 50 mg prolonged release oral tablet] PFIZER CANADA INC"|"desvenlafaxine"|9000576
"02321106"|"PRISTIQ [desvenlafaxine (desvenlafaxine succinate) 100 mg prolonged release oral tablet] PFIZER CANADA INC"|"desvenlafaxine"|9000576
"02363445"|"OZURDEX [dexamethasone 0.7 mg intravitreal implant] ALLERGAN INC"|"dexamethasone"|9000577
"00042579"|"MAXIDEX ONT 0.1% [dexamethasone 0.1 % ophthalmic ointment] ALCON CANADA INC"|"dexamethasone"|9000577
"00042560"|"MAXIDEX SUS 0.1% [dexamethasone 0.1 % opthalmic drops] ALCON CANADA INC"|"dexamethasone"|9000577
"00739839"|"SANDOZ DEXAMETHASONE [dexamethasone sodium phosphate 1 mg per mL opthalmic drops] SANDOZ CANADA INCORPORATED"|"dexamethasone"|9000577
"00785261"|"PMS-DEXAMETHASONE SOD PHOSPHATE DPS 1MG/ML [dexamethasone phosphate (dexamethasone sodium phosphate) 1 mg per mL opthalmic drops] PHARMASCIENCE INC"|"dexamethasone"|9000577
"00627763"|"ODAN-DEXAMETHASONE [dexamethasone sodium phosphate 0.1 % opthalmic drops, solution] ODAN LABORATORIES LTD"|"dexamethasone"|9000577
"02023865"|"DIODEX SOLUTION 0.1% [dexamethasone sodium phosphate 0.1 % opthalmic drops, solution] DIOPTIC PHARMACEUTICALS INC"|"dexamethasone"|9000577
"01946897"|"PMS DEXAMETHASONE ELIXIR 0.5MG/5ML [dexamethasone 0.5 mg per 5 mL oral liquid] PHARMASCIENCE INC"|"dexamethasone"|9000577
"02260298"|"PHL-DEXAMETHASONE [dexamethasone 0.5 mg per 5 mL oral solution] PHARMEL INC"|"dexamethasone"|9000577
"01964070"|"PMS DEXAMETHASONE TAB 4MG [dexamethasone 4 mg oral tablet] PHARMASCIENCE INC"|"dexamethasone"|9000577
"01964968"|"PMS DEXAMETHASONE TAB 0.75MG USP [dexamethasone 0.75 mg oral tablet] PHARMASCIENCE INC"|"dexamethasone"|9000577
"01964976"|"PMS DEXAMETHASONE TAB 0.5MG USP [dexamethasone 0.5 mg oral tablet] PHARMASCIENCE INC"|"dexamethasone"|9000577
"02237044"|"PHL-DEXAMETHASONE [dexamethasone 0.5 mg oral tablet] PHARMEL INC"|"dexamethasone"|9000577
"02237045"|"PHL-DEXAMETHASONE [dexamethasone 0.75 mg oral tablet] PHARMEL INC"|"dexamethasone"|9000577
"02237046"|"PHL-DEXAMETHASONE [dexamethasone 4 mg oral tablet] PHARMEL INC"|"dexamethasone"|9000577
"02239534"|"DOM-DEXAMETHASONE TABLET 4MG [dexamethasone 4 mg oral tablet] DOMINION PHARMACAL"|"dexamethasone"|9000577
"02240684"|"RATIO-DEXAMETHASONE [dexamethasone 0.5 mg oral tablet] TEVA CANADA LIMITED"|"dexamethasone"|9000577
"02240687"|"RATIO-DEXAMETHASONE [dexamethasone 4 mg oral tablet] TEVA CANADA LIMITED"|"dexamethasone"|9000577
"02250055"|"APO-DEXAMETHASONE [dexamethasone 4 mg oral tablet] APOTEX INC"|"dexamethasone"|9000577
"02261081"|"APO-DEXAMETHASONE [dexamethasone 0.5 mg oral tablet] APOTEX INC"|"dexamethasone"|9000577
"02279363"|"PMS-DEXAMETHASONE [dexamethasone 2 mg oral tablet] PHARMASCIENCE INC"|"dexamethasone"|9000577
"02311267"|"PRO-DEXAMETHASONE - 4 [dexamethasone 4 mg oral tablet] PRO DOC LIMITEE"|"dexamethasone"|9000577
"00739839"|"SANDOZ DEXAMETHASONE [dexamethasone sodium phosphate 1 mg per mL otic drops] SANDOZ CANADA INCORPORATED"|"dexamethasone"|9000577
"00785261"|"PMS-DEXAMETHASONE SOD PHOSPHATE DPS 1MG/ML [dexamethasone phosphate (dexamethasone sodium phosphate) 1 mg per mL otic drops] PHARMASCIENCE INC"|"dexamethasone"|9000577
"00627763"|"ODAN-DEXAMETHASONE [dexamethasone sodium phosphate 0.1 % otic drops, solution] ODAN LABORATORIES LTD"|"dexamethasone"|9000577
"02023865"|"DIODEX SOLUTION 0.1% [dexamethasone sodium phosphate 0.1 % otic drops, solution] DIOPTIC PHARMACEUTICALS INC"|"dexamethasone"|9000577
"00664227"|"DEXAMETHASONE SODIUM PHOSPHATE INJ USP 4MG/ML [dexamethasone phosphate (dexamethasone sodium phosphate) 4 mg per mL solution for injection] SANDOZ CANADA INCORPORATED"|"dexamethasone"|9000577
"00751863"|"PMS-DEXAMETHASONE SOD PHOSPHATE INJ 4MG/ML [dexamethasone phosphate (dexamethasone sodium phosphate) 4 mg per mL solution for injection] PHARMASCIENCE INC"|"dexamethasone"|9000577
"00783900"|"PMS-DEXAMETHASONE SOD PHOSPHATE INJ 10MG/ML [dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per mL solution for injection] PHARMASCIENCE INC"|"dexamethasone"|9000577
"00874582"|"DEXAMETHASONE SOD PHOSPH INJ 10MG/ML USP [dexamethasone (dexamethasone sodium phosphate) 10 mg per mL solution for injection] SANDOZ CANADA INCORPORATED"|"dexamethasone"|9000577
"01977547"|"DEXAMETHASONE SODIUM PHOSPHATE INJECTION, USP [dexamethasone phosphate (dexamethasone sodium phosphate) 4 mg per mL solution for injection] STERIMAX INC"|"dexamethasone"|9000577
"02204266"|"DEXAMETHASONE-OMEGA [dexamethasone phosphate (dexamethasone sodium phosphate) 4 mg per mL solution for injection] OMEGA LABORATORIES LTD"|"dexamethasone"|9000577
"02204274"|"DEXAMETHASONE-OMEGA [dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per mL solution for injection] OMEGA LABORATORIES LTD"|"dexamethasone"|9000577
"02260301"|"PHL-DEXAMETHASONE [dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per mL solution for injection] PHARMEL INC"|"dexamethasone"|9000577
"02387743"|"DEXAMETHASONE OMEGA UNIDOSE [dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per mL solution for injection] OMEGA LABORATORIES LTD"|"dexamethasone"|9000577
"02354950"|"DEXILANT [dexlansoprazole 30 mg modified release oral capsule] TAKEDA CANADA INC"|"dexlansoprazole"|9000581
"02354969"|"DEXILANT [dexlansoprazole 60 mg modified release oral capsule] TAKEDA CANADA INC"|"dexlansoprazole"|9000581
"01924516"|"DEXEDRINE TABLETS (5MG) [dextroamphetamine sulfate 5 mg oral tablet] PALADIN LABS INC"|"dextroamphetamine"|9000591
"02443236"|"APO-DEXTROAMPHETAMINE [dextroamphetamine sulfate 5 mg oral tablet] APOTEX INC"|"dextroamphetamine"|9000591
"01924559"|"DEXEDRINE SPANSULE SRC 10MG [dextroamphetamine sulfate 10 mg prolonged release oral capsule] PALADIN LABS INC"|"dextroamphetamine"|9000591
"01924567"|"DEXEDRINE SPANSULE SRC 15MG [dextroamphetamine sulfate 15 mg prolonged release oral capsule] PALADIN LABS INC"|"dextroamphetamine"|9000591
"00891797"|"PMS-DIAZEPAM SOLUTION 1MG/ML [diazepam 1 mg per mL oral solution] PHARMASCIENCE INC"|"diazepam"|9000605
"00013285"|"VALIUM 5 TAB [diazepam 5 mg oral tablet] HOFFMANN-LA ROCHE LIMITED"|"diazepam"|9000605
"00313580"|"DIAZEPAM 5 TAB [diazepam 5 mg oral tablet] PRO DOC LIMITEE"|"diazepam"|9000605
"00362158"|"APO DIAZEPAM TAB 5MG [diazepam 5 mg oral tablet] APOTEX INC"|"diazepam"|9000605
"00405329"|"APO DIAZEPAM TAB 2MG [diazepam 2 mg oral tablet] APOTEX INC"|"diazepam"|9000605
"00405337"|"APO DIAZEPAM TAB 10MG [diazepam 10 mg oral tablet] APOTEX INC"|"diazepam"|9000605
"00434388"|"DIAZEPAM 10TAB 10MG [diazepam 10 mg oral tablet] PRO DOC LIMITEE"|"diazepam"|9000605
"02247173"|"BIO-DIAZEPAM [diazepam 2 mg oral tablet] BIOMED PHARMA"|"diazepam"|9000605
"02247174"|"BIO-DIAZEPAM [diazepam 5 mg oral tablet] BIOMED PHARMA"|"diazepam"|9000605
"02247176"|"BIO-DIAZEPAM [diazepam 10 mg oral tablet] BIOMED PHARMA"|"diazepam"|9000605
"02247490"|"PMS-DIAZEPAM [diazepam 2 mg oral tablet] PHARMASCIENCE INC"|"diazepam"|9000605
"02247491"|"PMS-DIAZEPAM [diazepam 5 mg oral tablet] PHARMASCIENCE INC"|"diazepam"|9000605
"02247492"|"PMS-DIAZEPAM [diazepam 10 mg oral tablet] PHARMASCIENCE INC"|"diazepam"|9000605
"02238162"|"DIASTAT [diazepam 5 mg per mL rectal gel] VALEANT PHARMACEUTICALS NORTH AMERICA LLC"|"diazepam"|9000605
"00399728"|"DIAZEPAM INJECTION USP [diazepam 5 mg per mL solution for injection] SANDOZ CANADA INCORPORATED"|"diazepam"|9000605
"02243240"|"DIAZEPAM AUTOINJECTOR [diazepam 5 mg per mL solution for injection] MERIDIAN MEDICAL TECHNOLOGIES INC."|"diazepam"|9000605
"02386143"|"DIAZEPAM INJECTION SDZ [diazepam 5 mg per mL solution for injection] SANDOZ CANADA INCORPORATED"|"diazepam"|9000605
"02223252"|"PROCTOSEDYL OINTMENT [dibucaine hydrochloride 5 mg per g and esculin 10 mg per g and framycetin sulfate 10 mg per g and hydrocortisone 5 mg per g rectal ointment] APTALIS PHARMA CANADA ULC"|"dibucaine and esculin and framycetin and hydrocortisone"|9000609
"02226383"|"RATIO-PROCTOSONE [dibucaine hydrochloride 5 mg per g and esculin 10 mg per g and framycetin sulfate 10 mg per g and hydrocortisone (hydrocortisone acetate) 5 mg per g rectal ointment] TEVA CANADA LIMITED"|"dibucaine and esculin and framycetin and hydrocortisone"|9000609
"02242527"|"SANDOZ PROCTOMYXIN HC [dibucaine hydrochloride 5 mg per g and esculin 10 mg per g and framycetin sulfate 10 mg per g and hydrocortisone 5 mg per g rectal ointment] SANDOZ CANADA INCORPORATED"|"dibucaine and esculin and framycetin and hydrocortisone"|9000609
"02247322"|"PROCTOL OINTMENT [dibucaine hydrochloride 5 mg per g and esculin 10 mg per g and framycetin sulfate 10 mg per g and hydrocortisone 5 mg per g rectal ointment] ODAN LABORATORIES LTD"|"dibucaine and esculin and framycetin and hydrocortisone"|9000609
"02223260"|"PROCTOSEDYL SUPPOSITORIES [dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone 5 mg suppository] APTALIS PHARMA CANADA ULC"|"dibucaine and esculin and framycetin and hydrocortisone"|9000609
"02226391"|"RATIO-PROCTOSONE [dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone (hydrocortisone acetate) 5 mg suppository] TEVA CANADA LIMITED"|"dibucaine and esculin and framycetin and hydrocortisone"|9000609
"02242528"|"SANDOZ PROCTOMYXIN HC SUPPOSITORIES [dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone 5 mg suppository] SANDOZ CANADA INCORPORATED"|"dibucaine and esculin and framycetin and hydrocortisone"|9000609
"02247882"|"PROCTOL SUPPOSITORIES [dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone 5 mg suppository] ODAN LABORATORIES LTD"|"dibucaine and esculin and framycetin and hydrocortisone"|9000609
"02290375"|"VOLTAREN EMULGEL [diclofenac diethylamine 1.16 % per w/w cutaneous gel] GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."|"diclofenac"|9000610
"02338580"|"VOLTAREN EMULGEL JOINT PAIN [diclofenac diethylamine 1.16 % per w/w cutaneous gel] GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."|"diclofenac"|9000610
"02393190"|"VOLTAREN EMULGEL EXTRA STRENGTH [diclofenac diethylamine 2.32 % cutaneous gel] GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."|"diclofenac"|9000610
"02247265"|"PENNSAID [diclofenac sodium 1.5 % per w/w cutaneous solution] PALADIN LABS INC"|"diclofenac"|9000610
"02356783"|"PMS-DICLOFENAC [diclofenac sodium 1.5 % per w/w cutaneous solution] PHARMASCIENCE INC"|"diclofenac"|9000610
"02420988"|"TARO-DICLOFENAC [diclofenac sodium 1.5 % per w/w cutaneous solution] TARO PHARMACEUTICALS INC"|"diclofenac"|9000610
"02434571"|"DICLOFENAC TOPICAL SOLUTION [diclofenac sodium 1.5 % per w/w cutaneous solution] STERIMAX INC"|"diclofenac"|9000610
"00808539"|"TEVA-DICLOFENAC EC [diclofenac sodium 25 mg gastro-resistant tablet] TEVA CANADA LIMITED"|"diclofenac"|9000610
"00808547"|"TEVA-DICLOFENAC EC [diclofenac sodium 50 mg gastro-resistant tablet] TEVA CANADA LIMITED"|"diclofenac"|9000610
"00839175"|"APO-DICLO [diclofenac sodium 25 mg gastro-resistant tablet] APOTEX INC"|"diclofenac"|9000610
"00839183"|"APO-DICLO [diclofenac sodium 50 mg gastro-resistant tablet] APOTEX INC"|"diclofenac"|9000610
"00870978"|"DICLOFENAC ECT 50MG [diclofenac sodium 50 mg gastro-resistant tablet] PRO DOC LIMITEE"|"diclofenac"|9000610
"02352397"|"DICLOFENAC EC [diclofenac sodium 50 mg gastro-resistant tablet] SANIS HEALTH INC"|"diclofenac"|9000610
"01940414"|"VOLTAREN OPHTHA [diclofenac sodium 0.1 % per w/v opthalmic drops, solution] ALCON CANADA INC"|"diclofenac"|9000610
"02441020"|"APO-DICLOFENAC OPHTHALMIC [diclofenac sodium 0.1 % per w/v opthalmic drops, solution] APOTEX INC"|"diclofenac"|9000610
"02454807"|"SANDOZ DICLOFENAC OPHTHA [diclofenac sodium 0.1 % per w/v opthalmic drops, solution] SANDOZ CANADA INCORPORATED"|"diclofenac"|9000610
"00881635"|"VOLTAREN RAPIDE TABLETS 50MG [diclofenac potassium 50 mg oral tablet] NOVARTIS PHARMACEUTICALS CANADA INC"|"diclofenac"|9000610
"02231502"|"PMS-DICLOFENAC [diclofenac sodium 25 mg oral tablet] PHARMASCIENCE INC"|"diclofenac"|9000610
"02231503"|"PMS-DICLOFENAC [diclofenac sodium 50 mg oral tablet] PHARMASCIENCE INC"|"diclofenac"|9000610
"02231662"|"DOM-DICLOFENAC [diclofenac sodium 25 mg oral tablet] DOMINION PHARMACAL"|"diclofenac"|9000610
"02231663"|"DOM-DICLOFENAC [diclofenac sodium 50 mg oral tablet] DOMINION PHARMACAL"|"diclofenac"|9000610
"02239355"|"TEVA-DICLOFENAC-K [diclofenac potassium 50 mg oral tablet] TEVA CANADA LIMITED"|"diclofenac"|9000610
"02239753"|"PMS-DICLOFENAC K [diclofenac potassium 50 mg oral tablet] PHARMASCIENCE INC"|"diclofenac"|9000610
"02243433"|"APO-DICLO RAPIDE 50 MG TABLETS [diclofenac potassium 50 mg oral tablet] APOTEX INC"|"diclofenac"|9000610
"02261774"|"SANDOZ-DICLOFENAC RAPIDE [diclofenac potassium 50 mg oral tablet] SANDOZ CANADA INCORPORATED"|"diclofenac"|9000610
"02311461"|"PRO-DICLO RAPIDE - 50 [diclofenac potassium 50 mg oral tablet] PRO DOC LIMITEE"|"diclofenac"|9000610
"02351684"|"DICLOFENAC K [diclofenac potassium 50 mg oral tablet] SANIS HEALTH INC"|"diclofenac"|9000610
"02381680"|"CAMBIA [diclofenac potassium 50 mg per pck powder for oral solution] TRIBUTE PHARMACEUTICALS CANADA INC"|"diclofenac"|9000610
"00514012"|"VOLTAREN TAB 50MG [diclofenac sodium 50 mg prolonged release oral tablet] NOVARTIS PHARMACEUTICALS CANADA INC"|"diclofenac"|9000610
"00590827"|"VOLTAREN SR TAB 100MG [diclofenac sodium 100 mg prolonged release oral tablet] NOVARTIS PHARMACEUTICALS CANADA INC"|"diclofenac"|9000610
"00782459"|"VOLTAREN SR 75 TAB [diclofenac sodium 75 mg prolonged release oral tablet] NOVARTIS PHARMACEUTICALS CANADA INC"|"diclofenac"|9000610
"02048698"|"TEVA-DICLOFENAC SR [diclofenac sodium 100 mg prolonged release oral tablet] TEVA CANADA LIMITED"|"diclofenac"|9000610
"02091194"|"APO-DICLO SR [diclofenac sodium 100 mg per srt prolonged release oral tablet] APOTEX INC"|"diclofenac"|9000610
"02158582"|"TEVA-DICLOFENAC SR [diclofenac sodium 75 mg prolonged release oral tablet] TEVA CANADA LIMITED"|"diclofenac"|9000610
