"mp_code","drug_identification_number","brand_name","company_name","mp_formal_name","mp_en_description","mp_fr_description","mp_status","mp_status_effective_time"
"02236974","02236974","ALESSE 21","PFIZER CANADA INC","ALESSE 21 (ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet) PFIZER CANADA INC",NA,NA,"active",1998-01-07
"02384922","02384922","AURO-PIOGLITAZONE","AURO PHARMA INC","AURO-PIOGLITAZONE (pioglitazone (pioglitazone hydrochloride) 45 mg oral tablet) AURO PHARMA INC",NA,NA,"inactive",2017-08-11
"02317443","02317443","MINT-CIPROFLOXACIN","MINT PHARMACEUTICALS INC","MINT-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA,"active",2008-10-29
"700124","02422204","METHOTREXATE INJECTION, BP","PHARMASCIENCE INC","METHOTREXATE INJECTION, BP (methotrexate 7.5 mg per 0.3 mL solution for injection syringe) PHARMASCIENCE INC",NA,NA,"active",2014-05-08
"02422190","02422190","METHOTREXATE INJECTION, BP","PHARMASCIENCE INC","METHOTREXATE INJECTION, BP (methotrexate 20 mg per 0.8 mL solution for injection 0.8 mL syringe) PHARMASCIENCE INC",NA,NA,"active",2014-05-08
"02422174","02422174","METHOTREXATE INJECTION, BP","PHARMASCIENCE INC","METHOTREXATE INJECTION, BP (methotrexate 10 mg per 0.4 mL solution for injection 0.4 mL syringe) PHARMASCIENCE INC",NA,NA,"active",2014-05-08
"02422166","02422166","METHOTREXATE INJECTION, BP","PHARMASCIENCE INC","METHOTREXATE INJECTION, BP (methotrexate 7.5 mg per 0.3 mL solution for injection) PHARMASCIENCE INC",NA,NA,"active",2014-05-08
"02296659","02296659","SEASONALE","TEVA WOMEN'S HEALTH INC","SEASONALE (ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with lactose oral tablet) TEVA WOMEN'S HEALTH INC",NA,NA,"active",2008-01-03
"02421259","02421259","MAR-OLANZAPINE","MARCAN PHARMACEUTICALS INC","MAR-OLANZAPINE (olanzapine 7.5 mg oral tablet) MARCAN PHARMACEUTICALS INC",NA,NA,"active",2014-11-17
"02421240","02421240","MAR-OLANZAPINE","MARCAN PHARMACEUTICALS INC","MAR-OLANZAPINE (olanzapine 5 mg oral tablet) MARCAN PHARMACEUTICALS INC",NA,NA,"active",2014-11-17
"02421232","02421232","MAR-OLANZAPINE","MARCAN PHARMACEUTICALS INC","MAR-OLANZAPINE (olanzapine 2.5 mg oral tablet) MARCAN PHARMACEUTICALS INC",NA,NA,"active",2014-11-17
"02420988","02420988","TARO-DICLOFENAC","TARO PHARMACEUTICALS INC","TARO-DICLOFENAC (diclofenac sodium 1.5 % cutaneous solution) TARO PHARMACEUTICALS INC",NA,NA,"active",2014-03-31
"02244001","02244001","ESTRADOT 75","NOVARTIS PHARMACEUTICALS CANADA INC","ESTRADOT 75 (estradiol 1.17 mg transdermal patch) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",2001-09-05
"00590827","00590827","VOLTAREN SR TAB 100MG","NOVARTIS PHARMACEUTICALS CANADA INC","VOLTAREN SR TAB 100MG (diclofenac sodium 100 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",1985-12-31
"00850330","00850330","MORPHINE SULFATE INJECTION 15MG/ML USP","HOSPIRA HEALTHCARE CORPORATION","MORPHINE SULFATE INJECTION 15MG/ML USP (morphine sulfate 15 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"02317435","02317435","MINT-CIPROFLOXACIN","MINT PHARMACEUTICALS INC","MINT-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA,"active",2008-10-29
"02356589","02356589","FENOFIBRATE-S","SANIS HEALTH INC","FENOFIBRATE-S (fenofibrate 160 mg oral tablet) SANIS HEALTH INC",NA,NA,"inactive",2017-08-02
"02420031","02420031","APO-TELMISARTAN/HCTZ","APOTEX INC","APO-TELMISARTAN/HCTZ (hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet) APOTEX INC",NA,NA,"active",2016-02-08
"02419858","02419858","SALBUTAMOL HFA","SANIS HEALTH INC","SALBUTAMOL HFA (salbutamol (salbutamol sulfate) 100 mcg pressurised inhalation) SANIS HEALTH INC",NA,NA,"active",2014-02-13
"00667080","00667080","FUROSEMIDE-80 TAB 80MG","PRO DOC LIMITEE","FUROSEMIDE-80 TAB 80MG (furosemide 80 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",1995-12-31
"02274833","02274833","MYLAN-LISINOPRIL","MYLAN PHARMACEUTICALS ULC","MYLAN-LISINOPRIL (lisinopril (lisinopril dihydrate) 5 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"inactive",2017-08-02
"02432803","02432803","EXELON PATCH 15","NOVARTIS PHARMACEUTICALS CANADA INC","EXELON PATCH 15 (rivastigmine 27 mg per 15 sq cm transdermal patch) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",2015-04-17
"02417456","02417456","LOLO","ALLERGAN PHARMA CO.","LOLO (ethinyl estradiol 100 mcg and norethindrone acetate 1 mg oral tablet with ethinyl estradiol 100 mcg oral tablet with lactose oral tablet) WARNER CHILCOTT CANADA CO",NA,NA,"active",2014-03-24
"700053","02182777","METHOTREXATE INJECTION USP","PFIZER CANADA INC","METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) PFIZER CANADA INC",NA,NA,"active",1998-04-30
"02417308","02417308","JAMP OLANZAPINE FC","JAMP PHARMA CORPORATION","JAMP OLANZAPINE FC (olanzapine 20 mg oral tablet) JAMP PHARMA CORPORATION",NA,NA,"active",2015-06-05
"02417294","02417294","JAMP OLANZAPINE FC","JAMP PHARMA CORPORATION","JAMP OLANZAPINE FC (olanzapine 15 mg oral tablet) JAMP PHARMA CORPORATION",NA,NA,"active",2015-06-05
"02417251","02417251","JAMP OLANZAPINE FC","JAMP PHARMA CORPORATION","JAMP OLANZAPINE FC (olanzapine 5 mg oral tablet) JAMP PHARMA CORPORATION",NA,NA,"active",2015-06-05
"02417243","02417243","JAMP OLANZAPINE FC","JAMP PHARMA CORPORATION","JAMP OLANZAPINE FC (olanzapine 2.5 mg oral tablet) JAMP PHARMA CORPORATION",NA,NA,"active",2015-06-05
"02420023","02420023","APO-TELMISARTAN/HCTZ","APOTEX INC","APO-TELMISARTAN/HCTZ (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) APOTEX INC",NA,NA,"active",2016-02-08
"00293504","00293504","ATASOL 15","CHURCH & DWIGHT CANADA CORP","ATASOL 15 (acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet) CHURCH & DWIGHT CANADA CORP",NA,NA,"active",1975-12-31
"02416433","02416433","PMS-CIPROFLOXACIN XL","PHARMASCIENCE INC","PMS-CIPROFLOXACIN XL (ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 500 mg prolonged-release oral tablet) PHARMASCIENCE INC",NA,NA,"active",2014-01-14
"02243431","02243431","MYLAN-NAPROXEN EC","MYLAN PHARMACEUTICALS ULC","MYLAN-NAPROXEN EC (naproxen 250 mg gastro-resistant tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"inactive",2017-09-22
"02282410","02282410","PHL-AZITHROMYCIN","PHARMEL INC","PHL-AZITHROMYCIN (azithromycin (azithromycin monohydrate hemiethanolate) 200 mg per 5 mL oral suspension) PHARMEL INC",NA,NA,"inactive",2017-09-13
"02415542","02415542","APO-AZITHROMYCIN Z","APOTEX INC","APO-AZITHROMYCIN Z (azithromycin (azithromycin dihydrate) 250 mg oral tablet) APOTEX INC",NA,NA,"active",2014-03-06
"02415380","02415380","MYA","APOTEX INC","MYA (drospirenone 3 mg and ethinyl estradiol 20 mcg oral tablet with lactose oral tablet) APOTEX INC",NA,NA,"active",2014-05-20
"02414120","02414120","RAN-OLANZAPINE ODT","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-OLANZAPINE ODT (olanzapine 20 mg orodispersible tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA,"active",2013-10-17
"02414104","02414104","RAN-OLANZAPINE ODT","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-OLANZAPINE ODT (olanzapine 10 mg orodispersible tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA,"active",2013-10-17
"02414090","02414090","RAN-OLANZAPINE ODT","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-OLANZAPINE ODT (olanzapine 5 mg orodispersible tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA,"active",2013-10-17
"02382717","02382717","MYLAN-OLANZAPINE ODT","MYLAN PHARMACEUTICALS ULC","MYLAN-OLANZAPINE ODT (olanzapine 10 mg orodispersible tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"inactive",2017-08-02
"02306026","02306026","NOVO-RIVASTIGMINE","NOVOPHARM LIMITED","NOVO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule) NOVOPHARM LIMITED",NA,NA,"inactive",2017-08-25
"02449773","02449773","BETEFLAM","CIPHER PHARMACEUTICALS INC","BETEFLAM (betamethasone valerate 0.1 % cutaneous patch) CIPHER PHARMACEUTICALS INC",NA,NA,"active",2016-04-05
"00496723","00496723","FUROSEMIDE 20 TAB","PRO DOC LIMITEE","FUROSEMIDE 20 TAB (furosemide 20 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",1980-12-31
"02300044","02300044","MYLAN-ENALAPRIL","MYLAN PHARMACEUTICALS ULC","MYLAN-ENALAPRIL (enalapril sodium 4 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2007-10-17
"02406624","02406624","JAMP OLANZAPINE ODT","JAMP PHARMA CORPORATION","JAMP OLANZAPINE ODT (olanzapine 5 mg orodispersible tablet) JAMP PHARMA CORPORATION",NA,NA,"active",2014-08-01
"02162806","02162806","MINITRAN","VALEANT CANADA LP/VALEANT CANADA S.E.C.","MINITRAN (nitroglycerin 18 mg per 6.7 sq cm transdermal patch) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA,"active",1995-12-31
"02220636","02220636","OXYBUTYNINE-5  -  TAB 5MG","PRO DOC LIMITEE","OXYBUTYNINE-5  -  TAB 5MG (oxybutynin chloride 5 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",1996-12-06
"700170","02385716","CLINDAMYCIN INJECTION SDZ","SANDOZ CANADA INCORPORATED","CLINDAMYCIN INJECTION SDZ (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"inactive",2017-08-16
"02410788","02410788","ZAMINE 21","APOTEX INC","ZAMINE 21 (drospirenone 3 mg and ethinyl estradiol 30 mcg oral tablet) APOTEX INC",NA,NA,"active",2014-01-30
"700121","02410257","MIRVALA 28","APOTEX INC","MIRVALA 28 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet) APOTEX INC",NA,NA,"active",2014-01-07
"02323486","02323486","SIG-ENALAPRIL","SIGMACON LIFESCIENCES INC","SIG-ENALAPRIL (enalapril sodium 4 mg oral tablet) SIGMACON LIFESCIENCES INC",NA,NA,"inactive",2017-08-30
"02426978","02426978","VAN-CIPROFLOXACIN","VANC PHARMACEUTICALS INC","VAN-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) VANC PHARMACEUTICALS INC",NA,NA,"active",2015-05-21
"700088","02245696","AMIODARONE HYDROCHLORIDE FOR INJECTION","HOSPIRA HEALTHCARE CORPORATION","AMIODARONE HYDROCHLORIDE FOR INJECTION (amiodarone hydrochloride 150 mg per 3 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"active",2002-08-29
"02408511","02408511","CLINDAMYCIN IV INFUSION","SANDOZ CANADA INCORPORATED","CLINDAMYCIN IV INFUSION (clindamycin (clindamycin phosphate) 600 mg per 50 mL solution for injection bag) SANDOZ CANADA INCORPORATED",NA,NA,"active",2013-12-05
"02408058","02408058","FENTORA","TEVA CANADA LIMITED","FENTORA (fentanyl (fentanyl citrate) 800 mcg buccal tablet) TEVA CANADA LIMITED",NA,NA,"active",2014-05-14
"02408015","02408015","FENTORA","TEVA CANADA LIMITED","FENTORA (fentanyl (fentanyl citrate) 200 mcg buccal tablet) TEVA CANADA LIMITED",NA,NA,"active",2014-05-14
"02407450","02407450","MYLAN-NITRO PATCH 0.4","MYLAN PHARMACEUTICALS ULC","MYLAN-NITRO PATCH 0.4 (nitroglycerin 41.4 mg per 14.8 sq cm transdermal patch) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2013-06-04
"02407442","02407442","MYLAN-NITRO PATCH 0.2","MYLAN PHARMACEUTICALS ULC","MYLAN-NITRO PATCH 0.2 (nitroglycerin 20.7 mg per 7.4 sq cm transdermal patch) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2013-06-04
"02299933","02299933","SANDOZ ENALAPRIL","SANDOZ CANADA INCORPORATED","SANDOZ ENALAPRIL (enalapril sodium 2 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active",2007-10-17
"02406632","02406632","JAMP OLANZAPINE ODT","JAMP PHARMA CORPORATION","JAMP OLANZAPINE ODT (olanzapine 10 mg orodispersible tablet) JAMP PHARMA CORPORATION",NA,NA,"active",2014-08-01
"700120","02406411","HALOPERIDOL INJECTION, USP","FRESENIUS KABI CANADA LTD","HALOPERIDOL INJECTION, USP (haloperidol 50 mg per 10 mL solution for injection vial) FRESENIUS KABI CANADA LTD",NA,NA,"active",2014-10-20
"02244344","02244344","MICARDIS PLUS","BOEHRINGER INGELHEIM (CANADA) LTD LTEE","MICARDIS PLUS (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) BOEHRINGER INGELHEIM (CANADA) LTD LTEE",NA,NA,"active",2001-08-16
"02239640","02239640","HALOPERIDOL-LA OMEGA","OMEGA LABORATORIES LTD","HALOPERIDOL-LA OMEGA (haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection vial) OMEGA LABORATORIES LTD",NA,NA,"inactive",2017-08-11
"00614262","00614262","NITROJECT INJ 1MG/ML","OMEGA LABORATORIES LTD","NITROJECT INJ 1MG/ML (nitroglycerin 100 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LTD",NA,NA,"inactive",2017-08-11
"02403080","02403080","RAN-OLANZAPINE","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-OLANZAPINE (olanzapine 7.5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA,"active",2013-06-11
"02403064","02403064","RAN-OLANZAPINE","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-OLANZAPINE (olanzapine 2.5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA,"active",2013-06-11
"02385473","02385473","AZITHROMYCIN FOR INJECTION, USP","MYLAN PHARMACEUTICALS ULC","AZITHROMYCIN FOR INJECTION, USP (azithromycin (azithromycin monohydrate) 500 mg per vial powder for solution for injection) MYLAN PHARMACEUTICALS ULC",NA,NA,"inactive",2017-08-02
"700122","02410257","MIRVALA 28","APOTEX INC","MIRVALA 28 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet) APOTEX INC",NA,NA,"active",2014-01-07
"02317818","02317818","PRO-CIPROFLOXACIN","PRO DOC LIMITEE","PRO-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",2008-10-27
"02231494","02231494","APO-IPRAVENT STERULES","APOTEX INC","APO-IPRAVENT STERULES (ipratropium bromide 0.05 % per 2 mL inhalation solution unit dose vial) APOTEX INC",NA,NA,"inactive",2017-08-22
"02163659","02163659","CEFZIL TABLETS - 250MG","BRISTOL-MYERS SQUIBB CANADA","CEFZIL TABLETS - 250MG (cefprozil 250 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA",NA,NA,"inactive",2017-08-09
"02401975","02401975","TRICIRA LO","APOTEX INC","TRICIRA LO (ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet) APOTEX INC",NA,NA,"active",2014-06-09
"02401665","02401665","PMS-TELMISARTAN-HCTZ","PHARMASCIENCE INC","PMS-TELMISARTAN-HCTZ (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",2013-04-15
"00860778","00860778","NITROGLYCERIN INJECTION USP","SANDOZ CANADA INCORPORATED","NITROGLYCERIN INJECTION USP (nitroglycerin 500 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"active",1993-12-31
"02426307","02426307","SANDOZ RIVASTIGMINE PATCH 10","SANDOZ CANADA INCORPORATED","SANDOZ RIVASTIGMINE PATCH 10 (rivastigmine 18 mg per 10 sq cm transdermal patch) SANDOZ CANADA INCORPORATED",NA,NA,"active",2016-11-30
"02401509","02401509","AMOXICILLIN CAPSULES","SIVEM PHARMACEUTICALS ULC","AMOXICILLIN CAPSULES (amoxicillin (amoxicillin trihydrate) 500 mg oral capsule) SIVEM PHARMACEUTICALS ULC",NA,NA,"active",2013-02-14
"02401495","02401495","AMOXICILLIN CAPSULES","SIVEM PHARMACEUTICALS ULC","AMOXICILLIN CAPSULES (amoxicillin (amoxicillin trihydrate) 250 mg oral capsule) SIVEM PHARMACEUTICALS ULC",NA,NA,"active",2013-02-14
"02400669","02400669","ENALAPRIL","SANIS HEALTH INC","ENALAPRIL (enalapril sodium 4 mg oral tablet) SANIS HEALTH INC",NA,NA,"active",2013-02-13
"02036355","02036355","NOVAMOXIN","TEVA CANADA LIMITED","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 250 mg chewable tablet) TEVA CANADA LIMITED",NA,NA,"active",1993-12-31
"02400650","02400650","ENALAPRIL","SANIS HEALTH INC","ENALAPRIL (enalapril sodium 2 mg oral tablet) SANIS HEALTH INC",NA,NA,"active",2013-02-13
"02421704","02421704","OLANZAPINE","PRO DOC LIMITEE","OLANZAPINE (olanzapine 20 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",2014-06-10
"01911902","01911902","NITRO-DUR 0.4","MERCK CANADA INC","NITRO-DUR 0.4 (nitroglycerin 80 mg per 20 sq cm transdermal patch) MERCK CANADA INC",NA,NA,"active",1991-12-31
"02300060","02300060","MYLAN-ENALAPRIL","MYLAN PHARMACEUTICALS ULC","MYLAN-ENALAPRIL (enalapril sodium 16 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2007-10-17
"02399466","02399466","PENTASA","FERRING INC","PENTASA (mesalazine 1 g prolonged-release oral tablet) FERRING INC",NA,NA,"active",2013-03-12
"02424924","02424924","DIVIGEL","TEVA CANADA LIMITED","DIVIGEL (estradiol 0.1 % transdermal gel) TEVA CANADA LIMITED",NA,NA,"active",2015-04-13
"02310384","02310384","SANDOZ OLANZAPINE","SANDOZ CANADA INCORPORATED","SANDOZ OLANZAPINE (olanzapine 10 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active",2009-06-12
"02401967","02401967","TRICIRA LO","APOTEX INC","TRICIRA LO (ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet) APOTEX INC",NA,NA,"active",2014-06-09
"700118","02398427","METHOTREXATE INJECTION USP","SANDOZ CANADA INCORPORATED","METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"active",2013-02-14
"02291908","02291908","ACT ENALAPRIL","TEVA CANADA LIMITED","ACT ENALAPRIL (enalapril sodium (enalapril maleate) 16 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2007-10-17
"700035","02146126","HYDROMORPHONE HP 50","SANDOZ CANADA INCORPORATED","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 50 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED",NA,NA,"active",1995-12-31
"02248817","02248817","ACETAMINOPHEN, CAFFEINE AND 8 MG OF CODEINE PHOSPHATE TABLETS","PHARMETICS (2011) INC","ACETAMINOPHEN, CAFFEINE AND 8 MG OF CODEINE PHOSPHATE TABLETS (acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMETICS (2011) INC",NA,NA,"inactive",2017-08-22
"02408031","02408031","FENTORA","TEVA CANADA LIMITED","FENTORA (fentanyl (fentanyl citrate) 600 mcg buccal tablet) TEVA CANADA LIMITED",NA,NA,"active",2014-05-14
"02396734","02396734","MYLAN-FENTANYL MATRIX PATCH","MYLAN PHARMACEUTICALS ULC","MYLAN-FENTANYL MATRIX PATCH (fentanyl 75 mcg per hour transdermal patch) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2012-11-20
"02396718","02396718","MYLAN-FENTANYL MATRIX PATCH","MYLAN PHARMACEUTICALS ULC","MYLAN-FENTANYL MATRIX PATCH (fentanyl 25 mcg per hour transdermal patch) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2012-11-20
"02396696","02396696","MYLAN-FENTANYL MATRIX PATCH","MYLAN PHARMACEUTICALS ULC","MYLAN-FENTANYL MATRIX PATCH (fentanyl 12 mcg per hour transdermal patch) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2012-11-20
"02396491","02396491","FREYA 21","MYLAN PHARMACEUTICALS ULC","FREYA 21 (desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2012-11-22
"02351684","02351684","DICLOFENAC K","SANIS HEALTH INC","DICLOFENAC K (diclofenac potassium 50 mg oral tablet) SANIS HEALTH INC",NA,NA,"active",2010-06-15
"02099683","02099683","PENTASA EXTENDED-RELEASE TABLETS 500MG","FERRING INC","PENTASA EXTENDED-RELEASE TABLETS 500MG (mesalazine 500 mg prolonged-release oral tablet) FERRING INC",NA,NA,"active",1994-12-31
"02395681","02395681","FENTANYL PATCH","PRO DOC LIMITEE","FENTANYL PATCH (fentanyl 75 mcg per hour transdermal patch) PRO DOC LIMITEE",NA,NA,"active",2012-11-22
"02395673","02395673","FENTANYL PATCH","PRO DOC LIMITEE","FENTANYL PATCH (fentanyl 50 mcg per hour transdermal patch) PRO DOC LIMITEE",NA,NA,"active",2012-11-22
"02395657","02395657","FENTANYL PATCH","PRO DOC LIMITEE","FENTANYL PATCH (fentanyl 12 mcg per hour transdermal patch) PRO DOC LIMITEE",NA,NA,"active",2012-11-22
"02310376","02310376","SANDOZ OLANZAPINE","SANDOZ CANADA INCORPORATED","SANDOZ OLANZAPINE (olanzapine 7.5 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active",2009-06-12
"02393565","02393565","SANDOZ TELMISARTAN HCT","SANDOZ CANADA INCORPORATED","SANDOZ TELMISARTAN HCT (hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active",2012-09-28
"02393557","02393557","SANDOZ TELMISARTAN HCT","SANDOZ CANADA INCORPORATED","SANDOZ TELMISARTAN HCT (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active",2012-09-28
"02393190","02393190","VOLTAREN EMULGEL EXTRA STRENGTH","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","VOLTAREN EMULGEL EXTRA STRENGTH (diclofenac diethylamine 2.32 % cutaneous gel) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.",NA,NA,"active",2014-10-06
"02392399","02392399","RIVA-OLANZAPINE ODT","LABORATOIRE RIVA INC","RIVA-OLANZAPINE ODT (olanzapine 20 mg orodispersible tablet) LABORATOIRE RIVA INC",NA,NA,"active",2014-06-12
"02327147","02327147","SANDOZ FENTANYL PATCH","SANDOZ CANADA INCORPORATED","SANDOZ FENTANYL PATCH (fentanyl 50 mcg per hour transdermal patch) SANDOZ CANADA INCORPORATED",NA,NA,"active",2010-11-01
"02279363","02279363","PMS-DEXAMETHASONE","PHARMASCIENCE INC","PMS-DEXAMETHASONE (dexamethasone 2 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",2006-06-08
"02262428","02262428","MYLAN-FOSINOPRIL","MYLAN PHARMACEUTICALS ULC","MYLAN-FOSINOPRIL (fosinopril sodium 20 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"inactive",2017-08-02
"02246084","02246084","IPRAVENT","AA PHARMA INC","IPRAVENT (ipratropium bromide 0.06 % nasal spray) AA PHARMA INC",NA,NA,"active",2002-12-03
"02230244","02230244","PMS-AMOXICILLIN","PHARMASCIENCE INC","PMS-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 500 mg oral capsule) PHARMASCIENCE INC",NA,NA,"active",2002-10-04
"02390310","02390310","TELMISARTAN HCTZ","SIVEM PHARMACEUTICALS ULC","TELMISARTAN HCTZ (hydrochlorothiazide 25 mg and telmisartan (telmisartan sodium) 80 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA,"active",2012-07-26
"02390302","02390302","TELMISARTAN HCTZ","SIVEM PHARMACEUTICALS ULC","TELMISARTAN HCTZ (hydrochlorothiazide 12.5 mg and telmisartan (telmisartan sodium) 80 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA,"active",2012-07-26
"02382725","02382725","MYLAN-OLANZAPINE ODT","MYLAN PHARMACEUTICALS ULC","MYLAN-OLANZAPINE ODT (olanzapine 15 mg orodispersible tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"inactive",2017-08-02
"02389088","02389088","MAR-OLANZAPINE ODT","MARCAN PHARMACEUTICALS INC","MAR-OLANZAPINE ODT (olanzapine 5 mg orodispersible tablet) MARCAN PHARMACEUTICALS INC",NA,NA,"active",2013-05-16
"02386879","02386879","CO FENTANYL","COBALT PHARMACEUTICALS COMPANY","CO FENTANYL (fentanyl 50 mcg per hour transdermal patch) COBALT PHARMACEUTICALS COMPANY",NA,NA,"inactive",2017-08-25
"02297558","02297558","MEZAVANT","SHIRE PHARMA CANADA ULC","MEZAVANT (mesalazine 1.2 g modified-release oral tablet) SHIRE PHARMA CANADA ULC",NA,NA,"active",2007-07-27
"02388138","02388138","ESME 21","MYLAN PHARMACEUTICALS ULC","ESME 21 (ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2012-07-05
"02388081","02388081","AURO-AMOXICILLIN","AURO PHARMA INC","AURO-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 500 mg oral capsule) AURO PHARMA INC",NA,NA,"active",2012-07-26
"02388073","02388073","AURO-AMOXICILLIN","AURO PHARMA INC","AURO-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 250 mg oral capsule) AURO PHARMA INC",NA,NA,"active",2012-07-26
"02387883","02387883","ALYSENA 28","APOTEX INC","ALYSENA 28 (ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet with lactose oral tablet) APOTEX INC",NA,NA,"active",2012-11-19
