"ntp_formal_name","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code"
"fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection ampoule",1,FALSE,1989-12-31,9000322
"fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule",3,FALSE,1989-12-31,9000323
"fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection vial",2,FALSE,1989-12-31,9000324
"fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule",23,FALSE,1989-12-31,9000325
"haloperidol 5 mg per 1 mL solution for injection ampoule",1,FALSE,1989-12-31,9000326
"hydromorphone hydrochloride 1 mg per mL oral liquid",1,FALSE,1989-12-31,9000327
"hydromorphone hydrochloride 8 mg oral tablet",4,FALSE,1989-12-31,9000328
"metoclopramide hydrochloride 10 mg oral tablet",2,FALSE,1989-12-31,9000329
"metoclopramide hydrochloride 5 mg oral tablet",2,FALSE,1989-12-31,9000330
"morphine sulfate 2 mg per 1 mL solution for injection ampoule",1,FALSE,1989-12-31,9000331
"nifedipine 5 mg oral capsule",2,FALSE,1989-12-31,9000332
"nitroglycerin 25 mg per 10 sq cm transdermal patch",1,FALSE,1989-12-31,9000333
"nitroglycerin 50 mg per 20 sq cm transdermal patch",1,FALSE,1989-12-31,9000334
"nystatin 100000 unit per mL oral suspension",4,FALSE,1989-12-31,9000335
"omeprazole 20 mg gastro-resistant capsule",13,FALSE,1989-12-31,9000336
"salbutamol 100 mcg per actuation pressurised inhalation",1,FALSE,1989-12-31,9000337
"salbutamol (salbutamol sulfate) 5 mg per mL inhalation solution 10 mL bottle",4,FALSE,1989-12-31,9000338
"sulfamethoxazole 40 mg per 5 mL and trimethoprim 8 mg per 5 mL oral suspension",1,FALSE,1989-12-31,9000339
"verapamil hydrochloride 120 mg oral tablet",3,FALSE,1989-12-31,9000340
"verapamil hydrochloride 80 mg oral tablet",3,FALSE,1989-12-31,9000341
"budesonide 100 mcg per actuation inhalation powder",2,FALSE,1990-12-31,9000342
"budesonide 100 mcg per actuation pressurised inhalation",1,FALSE,1990-12-31,9000343
"budesonide 200 mcg per actuation inhalation powder",1,FALSE,1990-12-31,9000344
"budesonide 200 mcg per actuation pressurised inhalation",1,FALSE,1990-12-31,9000345
"clonidine hydrochloride 0.1 mg oral tablet",4,FALSE,1990-12-31,9000346
"clonidine hydrochloride 0.2 mg oral tablet",4,FALSE,1990-12-31,9000347
"conjugated estrogens 0.3 mg oral tablet",3,FALSE,1990-12-31,9000348
"conjugated estrogens 0.9 mg oral tablet",2,FALSE,1990-12-31,9000349
"conjugated estrogens 2.5 mg oral tablet",1,FALSE,1990-12-31,9000350
"dexamethasone (dexamethasone sodium phosphate) 10 mg per mL solution for injection",1,FALSE,1990-12-31,9000351
"dexamethasone phosphate (dexamethasone sodium phosphate) 100 mg per 10 mL solution for injection vial",2,FALSE,1990-12-31,9000352
"dexamethasone sodium phosphate 1 mg per mL ophthalmic drops",1,FALSE,1990-12-31,9000353
"dexamethasone sodium phosphate 1 mg per mL otic drops",1,FALSE,1990-12-31,9000354
"erythromycin 333 mg gastro-resistant capsule",1,FALSE,1990-12-31,9000355
"folic acid 50 mg per 10 mL solution for injection vial",1,FALSE,1990-12-31,9000356
"gliclazide 80 mg oral tablet",7,FALSE,1990-12-31,9000357
"lisinopril 10 mg oral tablet",16,FALSE,1990-12-31,9000358
"lisinopril 20 mg oral tablet",16,FALSE,1990-12-31,9000359
"metronidazole 1500 mg per 300 mL solution for injection bag",1,FALSE,1990-12-31,9000360
"morphine sulfate 1000 mg per 20 mL solution for injection vial",1,FALSE,1990-12-31,9000361
"morphine sulfate 100 mg per 4 mL solution for injection ampoule",1,FALSE,1990-12-31,9000362
"morphine sulfate 2500 mg per 50 mL solution for injection vial",1,FALSE,1990-12-31,9000363
"morphine sulfate 25 mg per 1 mL solution for injection ampoule",1,FALSE,1990-12-31,9000364
"morphine sulfate 50 mg per 1 mL solution for injection ampoule",1,FALSE,1990-12-31,9000365
"nitroglycerin 10 mg per 10 mL solution for injection vial",1,FALSE,1990-12-31,9000366
"oxycodone hydrochloride 5 mg oral tablet",4,FALSE,1990-12-31,9000367
"pravastatin sodium 20 mg oral tablet",15,FALSE,1990-12-31,9000368
"simvastatin 10 mg oral tablet",21,FALSE,1990-12-31,9000369
"zopiclone 7.5 mg oral tablet",20,FALSE,1990-12-31,9000370
"acetaminophen 160 mg per 5 mL and codeine phosphate 8 mg per 5 mL oral solution",1,FALSE,1991-12-31,9000371
"acyclovir 200 mg per 5 mL oral suspension",1,FALSE,1991-12-31,9000372
"amoxicillin 125 mg per 5 mL oral suspension",1,FALSE,1991-12-31,9000373
"amoxicillin 250 mg per 5 mL oral suspension",1,FALSE,1991-12-31,9000374
"belladonna 15 mg and opium 65 mg suppository",1,FALSE,1991-12-31,9000375
"carbidopa 50 mg and levodopa 200 mg prolonged-release oral tablet",3,FALSE,1991-12-31,9000376
"clindamycin (clindamycin phosphate) 1 % cutaneous solution",3,FALSE,1991-12-31,9000377
"clozapine 100 mg oral tablet",3,FALSE,1991-12-31,9000378
"clozapine 25 mg oral tablet",3,FALSE,1991-12-31,9000379
"diclofenac sodium 0.1 % ophthalmic drops",3,FALSE,1991-12-31,9000380
"erythromycin 5 mg per g ophthalmic ointment",4,FALSE,1991-12-31,9000381
"furosemide 250 mg per 25 mL solution for injection vial",2,FALSE,1991-12-31,9000382
"glyburide 2.5 mg oral tablet",6,FALSE,1991-12-31,9000383
"hydromorphone hydrochloride 1 mg per mL syrup",1,FALSE,1991-12-31,9000384
"hydromorphone hydrochloride 3 mg suppository",1,FALSE,1991-12-31,9000385
"mometasone furoate 0.1 % cutaneous cream",2,FALSE,1991-12-31,9000386
"mometasone furoate 0.1 % cutaneous ointment",5,FALSE,1991-12-31,9000387
"mometasone furoate 1 mg per g lotion",1,FALSE,1991-12-31,9000388
"morphine sulfate 20 mg oral tablet",1,FALSE,1991-12-31,9000389
"morphine sulfate 30 mg oral tablet",1,FALSE,1991-12-31,9000390
"nitroglycerin 120 mg per 30 sq cm transdermal patch",1,FALSE,1991-12-31,9000391
"nitroglycerin 40 mg per 10 sq cm transdermal patch",1,FALSE,1991-12-31,9000392
"nitroglycerin 80 mg per 20 sq cm transdermal patch",1,FALSE,1991-12-31,9000393
"testosterone enanthate 2000 mg per 10 mL solution for injection vial",1,FALSE,1991-12-31,9000394
"verapamil hydrochloride 120 mg prolonged-release oral tablet",4,FALSE,1991-12-31,9000395
"acetaminophen 325 mg and oxycodone hydrochloride 2.5 mg oral tablet",1,FALSE,1992-12-31,9000396
"acetaminophen 500 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet",2,FALSE,1992-12-31,9000397
"amlodipine (amlodipine besylate) 10 mg oral tablet",24,FALSE,1992-12-31,9000398
"amlodipine (amlodipine besylate) 5 mg oral tablet",24,FALSE,1992-12-31,9000399
"amoxicillin 125 mg per 5 mL and clavulanic acid (potassium clavulanate) 31.25 mg per 5 mL powder for oral suspension",2,FALSE,1992-12-31,9000400
"amoxicillin 250 mg per 5 mL and clavulanic acid (potassium clavulanate) 62.5 mg per 5 mL powder for oral suspension",2,FALSE,1992-12-31,9000401
"amoxicillin 500 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet",4,FALSE,1992-12-31,9000402
"betamethasone dipropionate 0.5 mg per g cutaneous cream",1,FALSE,1992-12-31,9000403
"budesonide 0.5 mg per 2 mL nebuliser suspension unit dose vial",1,FALSE,1992-12-31,9000404
"budesonide 1 mg per 2 mL nebuliser suspension unit dose vial",1,FALSE,1992-12-31,9000405
"budesonide 400 mcg per actuation inhalation powder",1,FALSE,1992-12-31,9000406
"budesonide 400 mcg per actuation pressurised inhalation",1,FALSE,1992-12-31,9000407
"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic drops",3,FALSE,1992-12-31,9000408
"clarithromycin 250 mg oral tablet",9,FALSE,1992-12-31,9000409
"clobetasol propionate 0.05 % cutaneous cream",7,FALSE,1992-12-31,9000410
"clobetasol propionate 0.05 % cutaneous ointment",7,FALSE,1992-12-31,9000411
"clobetasol propionate 0.05 % lotion",2,FALSE,1992-12-31,9000412
"dexamethasone 0.5 mg per 5 mL oral liquid",1,FALSE,1992-12-31,9000413
"dextroamphetamine sulfate 10 mg prolonged-release oral capsule",1,FALSE,1992-12-31,9000414
"dextroamphetamine sulfate 15 mg prolonged-release oral capsule",1,FALSE,1992-12-31,9000415
"dextroamphetamine sulfate 5 mg oral tablet",2,FALSE,1992-12-31,9000416
"diazepam 1 mg per mL oral solution",1,FALSE,1992-12-31,9000417
"doxazosin (doxazosin mesylate) 1 mg oral tablet",6,FALSE,1992-12-31,9000418
"doxazosin (doxazosin mesylate) 2 mg oral tablet",6,FALSE,1992-12-31,9000419
"doxazosin (doxazosin mesylate) 4 mg oral tablet",6,FALSE,1992-12-31,9000420
"ethinyl estradiol 0.035 mg and norgestimate 0.25 mg oral tablet",2,FALSE,1992-12-31,9000421
"felodipine 10 mg prolonged-release oral tablet",3,FALSE,1992-12-31,9000422
"felodipine 5 mg prolonged-release oral tablet",3,FALSE,1992-12-31,9000423
"finasteride 5 mg oral tablet",18,FALSE,1992-12-31,9000424
"hydrocortisone acetate 25 mg per g ophthalmic ointment",1,FALSE,1992-12-31,9000425
"insulin isophane human 100 unit per mL suspension for injection 3 mL cartridge",2,FALSE,1992-12-31,9000426
"ketorolac tromethamine 0.5 % ophthalmic drops",2,FALSE,1992-12-31,9000427
"lithium carbonate 600 mg oral capsule",2,FALSE,1992-12-31,9000428
"medroxyprogesterone acetate 2.5 mg oral tablet",4,FALSE,1992-12-31,9000429
"morphine sulfate 1 mg per mL solution for injection",2,FALSE,1992-12-31,9000430
"morphine sulfate 2 mg per mL solution for injection",3,FALSE,1992-12-31,9000431
"morphine sulfate 5 mg per 10 mL solution for injection ampoule",2,FALSE,1992-12-31,9000432
"morphine sulfate 5 mg per 5 mL solution for injection ampoule",2,FALSE,1992-12-31,9000433
"morphine sulfate 5 mg per mL solution for injection",1,FALSE,1992-12-31,9000434
"nifedipine 30 mg prolonged-release oral tablet",5,FALSE,1992-12-31,9000435
"nifedipine 60 mg prolonged-release oral tablet",5,FALSE,1992-12-31,9000436
"phenytoin sodium 100 mg per 2 mL solution for injection vial",2,FALSE,1992-12-31,9000437
"phenytoin sodium 250 mg per 5 mL solution for injection vial",2,FALSE,1992-12-31,9000438
"prednisolone sodium phosphate 1 % ophthalmic drops",1,FALSE,1992-12-31,9000439
"quinapril (quinapril hydrochloride) 10 mg oral tablet",5,FALSE,1992-12-31,9000440
"quinapril (quinapril hydrochloride) 20 mg oral tablet",5,FALSE,1992-12-31,9000441
"quinapril (quinapril hydrochloride) 40 mg oral tablet",5,FALSE,1992-12-31,9000442
"quinapril (quinapril hydrochloride) 5 mg oral tablet",5,FALSE,1992-12-31,9000443
"salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution unit dose vial",4,FALSE,1992-12-31,9000444
"sertraline (sertraline hydrochloride) 100 mg oral capsule",21,FALSE,1992-12-31,9000445
"sertraline (sertraline hydrochloride) 50 mg oral capsule",21,FALSE,1992-12-31,9000446
"testosterone cypionate 200 mg per 2 mL solution for injection ampoule",1,FALSE,1992-12-31,9000447
"testosterone propionate 1000 mg per 10 mL solution for injection vial",1,FALSE,1992-12-31,9000448
"triamcinolone acetonide 0.1 % oromucosal paste",1,FALSE,1992-12-31,9000449
"warfarin sodium 2.5 mg oral tablet",3,FALSE,1992-12-31,9000450
"warfarin sodium 4 mg oral tablet",3,FALSE,1992-12-31,9000451
"fluticasone propionate 50 mcg per actuation nasal spray",4,FALSE,1993-03-12,9000452
"acyclovir 5 % cutaneous cream",1,FALSE,1993-12-31,9000453
"alprazolam 1 mg oral tablet",7,FALSE,1993-12-31,9000454
"alprazolam 2 mg oral tablet",6,FALSE,1993-12-31,9000455
"amoxicillin 250 mg chewable tablet",1,FALSE,1993-12-31,9000456
"budesonide 100 mcg per actuation nasal powder",1,FALSE,1993-12-31,9000457
"carbidopa 25 mg and levodopa 100 mg prolonged-release oral tablet",3,FALSE,1993-12-31,9000458
"clonazepam 1 mg oral tablet",7,FALSE,1993-12-31,9000459
"desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet",10,FALSE,1993-12-31,9000460
"diclofenac potassium 50 mg oral tablet",7,FALSE,1993-12-31,9000461
"diclofenac sodium 50 mg and misoprostol 200 mcg oral tablet",2,FALSE,1993-12-31,9000462
"domperidone (domperidone maleate) 10 mg oral tablet",13,FALSE,1993-12-31,9000463
"enalapril maleate 10 mg oral tablet",2,FALSE,1993-12-31,9000464
"enalapril maleate 20 mg oral tablet",2,FALSE,1993-12-31,9000465
"enalapril maleate 2.5 mg oral tablet",2,FALSE,1993-12-31,9000466
"enalapril maleate 5 mg oral tablet",2,FALSE,1993-12-31,9000467
"ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and norgestimate 0.18 mg and norgestimate 0.215 mg and norgestimate 0.25 mg oral tablet",2,TRUE,1993-12-31,9000468
"fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule",23,FALSE,1993-12-31,9000469
"indomethacin 100 mg suppository",2,FALSE,1993-12-31,9000470
"insulin isophane human 100 unit per mL suspension for injection 10 mL vial",1,FALSE,1993-12-31,9000471
"mesalazine 400 mg gastro-resistant tablet",2,FALSE,1993-12-31,9000472
"metformin hydrochloride 500 mg oral tablet",22,FALSE,1993-12-31,9000473
"morphine sulfate 100 mg prolonged-release oral capsule",2,FALSE,1993-12-31,9000474
"morphine sulfate 100 mg prolonged-release oral tablet",2,FALSE,1993-12-31,9000475
"morphine sulfate 10 mg prolonged-release oral capsule",2,FALSE,1993-12-31,9000476
"morphine sulfate 15 mg prolonged-release oral tablet",4,FALSE,1993-12-31,9000477
"morphine sulfate 200 mg prolonged-release oral tablet",2,FALSE,1993-12-31,9000478
"morphine sulfate 30 mg prolonged-release oral capsule",1,FALSE,1993-12-31,9000479
"morphine sulfate 30 mg prolonged-release oral tablet",4,FALSE,1993-12-31,9000480
"morphine sulfate 60 mg prolonged-release oral capsule",1,FALSE,1993-12-31,9000481
"morphine sulfate 60 mg prolonged-release oral tablet",4,FALSE,1993-12-31,9000482
"naproxen 500 mg suppository",1,FALSE,1993-12-31,9000483
"naproxen sodium 550 mg oral tablet",5,FALSE,1993-12-31,9000484
"nitrofurantoin 100 mg oral capsule",2,FALSE,1993-12-31,9000485
"nitroglycerin 160 mg per 40 sq cm transdermal patch",1,FALSE,1993-12-31,9000486
"paroxetine (paroxetine hydrochloride) 20 mg oral tablet",19,FALSE,1993-12-31,9000487
"paroxetine (paroxetine hydrochloride) 30 mg oral tablet",19,FALSE,1993-12-31,9000488
"risperidone 1 mg oral tablet",16,FALSE,1993-12-31,9000489
"risperidone 2 mg oral tablet",16,FALSE,1993-12-31,9000490
"risperidone 3 mg oral tablet",16,FALSE,1993-12-31,9000491
"risperidone 4 mg oral tablet",16,FALSE,1993-12-31,9000492
"salbutamol (salbutamol sulfate) 1 mg per mL inhalation solution 10 mL bottle",1,FALSE,1993-12-31,9000493
"terbinafine hydrochloride 1 % cutaneous cream",1,FALSE,1993-12-31,9000494
"terbinafine (terbinafine hydrochloride) 250 mg oral tablet",13,FALSE,1993-12-31,9000495
"trazodone hydrochloride 100 mg oral tablet",8,FALSE,1993-12-31,9000496
"trazodone hydrochloride 50 mg oral tablet",8,FALSE,1993-12-31,9000497
"warfarin sodium 2 mg oral tablet",3,FALSE,1993-12-31,9000498
"verapamil hydrochloride 180 mg prolonged-release oral tablet",4,FALSE,1994-04-21,9000499
"acyclovir 200 mg oral tablet",4,FALSE,1994-12-31,9000500
"acyclovir 400 mg oral tablet",5,FALSE,1994-12-31,9000501
"acyclovir 800 mg oral tablet",4,FALSE,1994-12-31,9000502
"amoxicillin 125 mg chewable tablet",1,FALSE,1994-12-31,9000503
"amoxicillin 25 mg per mL granules for oral suspension",1,FALSE,1994-12-31,9000504
"amoxicillin 50 mg per mL granules for oral suspension",1,FALSE,1994-12-31,9000505
"baclofen 0.05 mg per 1 mL solution for injection ampoule",2,FALSE,1994-12-31,9000506
"baclofen 10 mg per 20 mL solution for injection ampoule",2,FALSE,1994-12-31,9000507
"baclofen 10 mg per 5 mL solution for injection ampoule",2,FALSE,1994-12-31,9000508
"clarithromycin 500 mg oral tablet",11,FALSE,1994-12-31,9000509
"clindamycin (clindamycin phosphate) 20 mg per g vaginal cream",1,FALSE,1994-12-31,9000510
"conjugated estrogens 0.625 mg per g vaginal cream",1,FALSE,1994-12-31,9000511
"conjugated estrogens 25 mg per vial powder for solution for injection",1,FALSE,1994-12-31,9000512
"cyclobenzaprine hydrochloride 10 mg oral tablet",12,FALSE,1994-12-31,9000513
"dexamethasone sodium phosphate 0.1 % ophthalmic drops",1,FALSE,1994-12-31,9000514
"dexamethasone sodium phosphate 0.1 % otic drops",1,FALSE,1994-12-31,9000515
"digoxin 0.05 mg per 1 mL solution for injection ampoule",1,FALSE,1994-12-31,9000516
"digoxin 0.5 mg per 2 mL solution for injection ampoule",1,FALSE,1994-12-31,9000517
"felodipine 2.5 mg prolonged-release oral tablet",2,FALSE,1994-12-31,9000518
"gabapentin 100 mg oral capsule",19,FALSE,1994-12-31,9000519
"gabapentin 300 mg oral capsule",20,FALSE,1994-12-31,9000520
"gabapentin 400 mg oral capsule",20,FALSE,1994-12-31,9000521
"haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection ampoule",1,FALSE,1994-12-31,9000522
"haloperidol (haloperidol decanoate) 250 mg per 5 mL solution for injection vial",2,FALSE,1994-12-31,9000523
"haloperidol (haloperidol decanoate) 500 mg per 5 mL solution for injection vial",2,FALSE,1994-12-31,9000524
"hydrochlorothiazide 12.5 mg and lisinopril 10 mg oral tablet",6,FALSE,1994-12-31,9000525
"hydrochlorothiazide 12.5 mg and lisinopril 20 mg oral tablet",6,FALSE,1994-12-31,9000526
"ipratropium bromide 250 mcg per mL inhalation solution 20 mL bottle",2,FALSE,1994-12-31,9000527
"isosorbide mononitrate 60 mg prolonged-release oral tablet",5,FALSE,1994-12-31,9000528
"lisinopril 5 mg oral tablet",15,FALSE,1994-12-31,9000529
"lithium (lithium citrate) 8 mmol per 5 mL syrup",1,FALSE,1994-12-31,9000530
"lorazepam 1 mg sublingual tablet",2,FALSE,1994-12-31,9000531
"lorazepam 2 mg sublingual tablet",2,FALSE,1994-12-31,9000532
"mesalazine 500 mg prolonged-release oral tablet",1,FALSE,1994-12-31,9000533
"metronidazole 0.75 % cutaneous gel",1,FALSE,1994-12-31,9000534
"metronidazole 0.75 % vaginal gel",1,FALSE,1994-12-31,9000535
"minocycline (minocycline hydrochloride) 100 mg oral capsule",10,FALSE,1994-12-31,9000536
"minocycline (minocycline hydrochloride) 50 mg oral capsule",9,FALSE,1994-12-31,9000537
"nitroglycerin 75 mg transdermal patch",1,FALSE,1994-12-31,9000538
"perindopril erbumine 2 mg oral tablet",1,FALSE,1994-12-31,9000539
"perindopril erbumine 4 mg oral tablet",1,FALSE,1994-12-31,9000540
"propranolol hydrochloride 120 mg prolonged-release oral capsule",1,FALSE,1994-12-31,9000541
"propranolol hydrochloride 160 mg prolonged-release oral capsule",1,FALSE,1994-12-31,9000542
"propranolol hydrochloride 80 mg prolonged-release oral capsule",1,FALSE,1994-12-31,9000543
"salbutamol (salbutamol sulfate) 5 mg per mL oral solution 10 mL bottle",2,FALSE,1994-12-31,9000544
"simvastatin 20 mg oral tablet",21,FALSE,1994-12-31,9000545
"verapamil hydrochloride 10 mg per 4 mL solution for injection ampoule",1,FALSE,1994-12-31,9000546
"verapamil hydrochloride 10 mg per 4 mL solution for injection vial",1,FALSE,1994-12-31,9000547
"verapamil hydrochloride 120 mg prolonged-release oral capsule",1,FALSE,1994-12-31,9000548
"verapamil hydrochloride 180 mg prolonged-release oral capsule",1,FALSE,1994-12-31,9000549
"verapamil hydrochloride 240 mg prolonged-release oral capsule",1,FALSE,1994-12-31,9000550
"verapamil hydrochloride 5 mg per 2 mL solution for injection vial",2,FALSE,1994-12-31,9000551
"acebutolol (acebutolol hydrochloride) 400 mg oral tablet",6,FALSE,1995-12-31,9000552
"beclomethasone dipropionate 50 mcg per actuation nasal spray",3,FALSE,1995-12-31,9000553
"bromazepam 1.5 mg oral tablet",1,FALSE,1995-12-31,9000554
"cefprozil 125 mg per 5 mL powder for oral suspension",4,FALSE,1995-12-31,9000555
"cefprozil 250 mg oral tablet",5,FALSE,1995-12-31,9000556
"cefprozil 250 mg per 5 mL powder for oral suspension",4,FALSE,1995-12-31,9000557
"cefprozil 500 mg oral tablet",5,FALSE,1995-12-31,9000558
"cephalexin 125 mg per 5 mL oral suspension",2,FALSE,1995-12-31,9000559
"cephalexin 250 mg per 5 mL oral suspension",2,FALSE,1995-12-31,9000560
"clarithromycin 125 mg per 5 mL granules for oral suspension",3,FALSE,1995-12-31,9000561
"clindamycin (clindamycin hydrochloride) 300 mg oral capsule",6,FALSE,1995-12-31,9000562
"clonazepam 0.25 mg oral tablet",2,FALSE,1995-12-31,9000563
"clotrimazole 200 mg vaginal tablet",1,FALSE,1995-12-31,9000564
"clotrimazole 500 mg vaginal tablet",1,FALSE,1995-12-31,9000565
"codeine (codeine, codeine sulfate) 100 mg prolonged-release oral tablet",1,FALSE,1995-12-31,9000566
"codeine (codeine, codeine sulfate) 150 mg prolonged-release oral tablet",1,FALSE,1995-12-31,9000567
"codeine (codeine, codeine sulfate) 200 mg prolonged-release oral tablet",1,FALSE,1995-12-31,9000568
"diltiazem hydrochloride 120 mg prolonged-release oral capsule",12,FALSE,1995-12-31,9000569
"diltiazem hydrochloride 180 mg prolonged-release oral capsule",11,FALSE,1995-12-31,9000570
"diltiazem hydrochloride 240 mg prolonged-release oral capsule",11,FALSE,1995-12-31,9000571
"diltiazem hydrochloride 300 mg prolonged-release oral capsule",11,FALSE,1995-12-31,9000572
"estradiol 1 mg oral tablet",2,FALSE,1995-12-31,9000573
"estradiol 2 mg oral tablet",2,FALSE,1995-12-31,9000574
"estradiol 2 mg ring (slow release)",1,FALSE,1995-12-31,9000575
"ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet",4,FALSE,1995-12-31,9000576
"hydrochlorothiazide 25 mg and lisinopril 20 mg oral tablet",6,FALSE,1995-12-31,9000577
"hydrocortisone 100 mg per 60 mL rectal liquid",1,FALSE,1995-12-31,9000578
"hydromorphone hydrochloride 100 mg per 10 mL solution for injection vial",1,FALSE,1995-12-31,9000579
"hydromorphone hydrochloride 20 mg per mL solution for injection",1,FALSE,1995-12-31,9000580
"hydromorphone hydrochloride 2500 mg per 50 mL solution for injection vial",1,FALSE,1995-12-31,9000581
"hydromorphone hydrochloride 250 mg per 5 mL solution for injection vial",1,FALSE,1995-12-31,9000582
"hydromorphone hydrochloride 3 mg prolonged-release oral capsule",1,FALSE,1995-12-31,9000583
"hydromorphone hydrochloride 500 mg per 10 mL solution for injection vial",1,FALSE,1995-12-31,9000584
"hydromorphone hydrochloride 50 mg per 1 mL solution for injection vial",1,FALSE,1995-12-31,9000585
"hydromorphone hydrochloride 6 mg prolonged-release oral capsule",1,FALSE,1995-12-31,9000586
"indapamide 1.25 mg oral tablet",10,FALSE,1995-12-31,9000587
"ipratropium bromide 21 mcg per actuation nasal spray",1,FALSE,1995-12-31,9000588
"ipratropium bromide 250 mcg per mL inhalation solution",1,FALSE,1995-12-31,9000589
"ketorolac tromethamine 10 mg oral tablet",2,FALSE,1995-12-31,9000590
"lamotrigine 100 mg oral tablet",9,FALSE,1995-12-31,9000591
"lamotrigine 150 mg oral tablet",9,FALSE,1995-12-31,9000592
"lamotrigine 25 mg oral tablet",9,FALSE,1995-12-31,9000593
"lansoprazole 15 mg gastro-resistant capsule",11,FALSE,1995-12-31,9000594
"lansoprazole 30 mg gastro-resistant capsule",13,FALSE,1995-12-31,9000595
"lorazepam 0.5 mg sublingual tablet",2,FALSE,1995-12-31,9000596
"losartan potassium 25 mg oral tablet",18,FALSE,1995-12-31,9000597
"losartan potassium 50 mg oral tablet",18,FALSE,1995-12-31,9000598
"medroxyprogesterone acetate 150 mg per 1 mL suspension for injection vial",2,FALSE,1995-12-31,9000599
"mesalazine 1 g per 100 mL rectal liquid",1,FALSE,1995-12-31,9000600
"mesalazine 1 g per 100 mL rectal solution",1,FALSE,1995-12-31,9000601
"mesalazine 1 g suppository",1,FALSE,1995-12-31,9000602
"mesalazine 2 g per 60 g rectal suspension",1,FALSE,1995-12-31,9000603
"mesalazine 4 g per 100 mL rectal liquid",1,FALSE,1995-12-31,9000604
"mesalazine 4 g per 100 mL rectal solution",1,FALSE,1995-12-31,9000605
"mesalazine 4 g per 60 g rectal suspension",1,FALSE,1995-12-31,9000606
"mesalazine 500 mg gastro-resistant tablet",1,FALSE,1995-12-31,9000607
"mesalazine 500 mg suppository",1,FALSE,1995-12-31,9000608
"metformin hydrochloride 850 mg oral tablet",20,FALSE,1995-12-31,9000609
"methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial",4,FALSE,1995-12-31,9000610
"methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial",3,FALSE,1995-12-31,9000611
"methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial",5,FALSE,1995-12-31,9000612
"metoclopramide hydrochloride 10 mg per 2 mL solution for injection vial",2,FALSE,1995-12-31,9000613
"metoclopramide hydrochloride 150 mg per 30 mL solution for injection vial",2,FALSE,1995-12-31,9000614
"metoclopramide hydrochloride 50 mg per 10 mL solution for injection vial",2,FALSE,1995-12-31,9000615
"metronidazole 1 % cutaneous cream",1,FALSE,1995-12-31,9000616
"morphine sulfate 15 mg prolonged-release oral capsule",1,FALSE,1995-12-31,9000617
"morphine sulfate 200 mg prolonged-release oral capsule",1,FALSE,1995-12-31,9000618
"naproxen 375 mg gastro-resistant tablet",7,FALSE,1995-12-31,9000619
"naproxen 500 mg gastro-resistant tablet",7,FALSE,1995-12-31,9000620
"naproxen 750 mg prolonged-release oral tablet",2,FALSE,1995-12-31,9000621
"nifedipine 10 mg oral tablet",1,FALSE,1995-12-31,9000622
"nifedipine 20 mg prolonged-release oral tablet",3,FALSE,1995-12-31,9000623
"nitroglycerin 18 mg per 6.7 sq cm transdermal patch",1,FALSE,1995-12-31,9000624
"nitroglycerin 36 mg per 13.3 sq cm transdermal patch",1,FALSE,1995-12-31,9000625
"nitroglycerin 54 mg per 20 sq cm transdermal patch",1,FALSE,1995-12-31,9000626
"oxybutynin chloride 5 mg oral tablet",8,FALSE,1995-12-31,9000627
"prednisolone sodium phosphate 0.5 % NA",1,FALSE,1995-12-31,9000628
"prednisolone sodium phosphate 0.5 % ophthalmic drops",1,FALSE,1995-12-31,9000629
"progesterone 100 mg oral capsule",2,FALSE,1995-12-31,9000630
"propranolol hydrochloride 60 mg prolonged-release oral capsule",1,FALSE,1995-12-31,9000631
"salbutamol (salbutamol sulfate) 2 mg oral tablet",1,FALSE,1995-12-31,9000632
"salbutamol (salbutamol sulfate) 4 mg oral tablet",1,FALSE,1995-12-31,9000633
"salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution unit dose vial",5,FALSE,1995-12-31,9000634
"sertraline (sertraline hydrochloride) 25 mg oral capsule",21,FALSE,1995-12-31,9000635
"timolol (timolol maleate) 0.25 % prolonged-release eye drops",1,FALSE,1995-12-31,9000636
"timolol (timolol maleate) 0.5 % prolonged-release eye drops",1,FALSE,1995-12-31,9000637
"trazodone hydrochloride 150 mg oral tablet",5,FALSE,1995-12-31,9000638
"valproic acid 250 mg oral capsule",6,FALSE,1995-12-31,9000639
