"uuid","status","_name","_approvalIDDisplay","substance"
"d666a760-3408-4937-a743-05d2a67434e6","approved","EFLORNITHINE HYDROCHLORIDE","4NH22NDW9H","eflornithine hydrochloride"
"c8f405fa-9315-428a-9812-003e210265fe","approved","IOTHALAMATE MEGLUMINE","XUW72GOP7W","iothalamate meglumine"
"dc694d02-5f09-4c21-811a-d943db2ddc6f","approved","UREA","8W8T17847W","urea"
"6e495e4d-7ae8-43d1-b729-911c4a20a0fc","approved","THIOGUANINE ANHYDROUS","WIX31ZPX66","thioguanine"
"7791225c-d011-4515-895d-0f77fcea8b0b","approved","THIOGUANINE","FTK8U1GZNX","thioguanine"
"2a045818-3b68-4aca-ae39-001062c33af5","non-approved","COLESEVELAM HYDROCHLORIDE","P4SG24WI5Q","colesevelam hydrochloride"
"cf5abd98-df12-4a9b-a66c-6132ba87ca1c","approved","DIHYDROERGOTAMINE MESYLATE","81AXN7R2QT","dihydroergotamine mesylate"
"5e340bf0-7d05-421a-9521-9398581404ad","approved","SODIUM SALICYLATE","WIQ1H85SYP","sodium salicylate"
"d51f3a32-9608-43e2-90b8-df808fb3ba93","approved","DINOPROST","B7IN85G1HY","dinoprost"
"a606baef-ca86-4820-814a-5f33431a83f4","approved","ESCULIN","1Y1L18LQAF","esculin"
"92a5884a-c0ae-4731-a20a-ac57cd80ace8","approved","GADOVERSETAMIDE","RLM74T3Z9D","gadoversetamide"
"ab8163cd-e5bc-4741-b3e2-1a6e470a3fa5","approved","NARATRIPTAN","QX3KXL1ZA2","naratriptan"
"386ab1aa-a983-4ff9-92d3-cc542c1e423f","approved","BENSERAZIDE","762OS3ZEJU","benserazide"
"d2bb5f75-17c0-4f48-a863-5911e0319a14","approved","RIZATRIPTAN","51086HBW8G","rizatriptan"
"25f9ab56-78c5-4efb-bde1-ea66ba769d66","approved","METHYLPHENIDATE HYDROCHLORIDE","4B3SC438HI","methylphenidate hydrochloride"
"c40556fb-1508-4963-b516-47fd7ac7a40e","approved","OMALIZUMAB","2P471X1Z11","omalizumab"
NA,NA,NA,NA,"human-bovine rotavirus reassortant type g3"
"be0bc14c-88a9-4648-9290-db0012267f3c","approved","SODIUM ASCORBATE","S033EH8359","sodium ascorbate"
"1443ed4e-8feb-45e8-9891-e8d4664ab383","approved","QUINAGOLIDE","80Q9QWN15M","quinagolide"
"d97d86aa-03a4-4d63-83a6-ef9d88de6f72","approved","HYDROXYCHLOROQUINE SULFATE","8Q2869CNVH","hydroxychloroquine sulfate"
"b238792c-0623-4aee-93f6-bb721b8c171b","non-approved","ONABOTULINUMTOXINA","E211KPY694","onabotulinumtoxina"
NA,NA,NA,NA,"antihemophilic factor (recombinant) porcine sequence"
"a4aade3e-bf73-4712-be6b-5fed26844357","approved","VESPULA GERMANICA VENOM PROTEIN","8SH7583MUK","wasp venom protein"
"bb217013-dbc9-408b-876e-9daf10bf0db4","approved","POLISTES FUSCATUS VENOM PROTEIN","AKT0E6058K","wasp venom protein"
"15e3963a-69cb-46cc-81b3-60f8a4103553","approved","POLISTES DOMINULUS VENOM PROTEIN","8693E4394O","wasp venom protein"
"0643d077-5373-4710-931a-fdaecf95ffdf","approved","VESPULA VULGARIS VENOM PROTEIN","S125N1F5X5","wasp venom protein"
"d9f86743-2ac1-461b-bfb1-8763094a07ad","approved","BUSERELIN","PXW8U3YXDV","buserelin"
"9f295844-36ea-418f-8dc7-4dcb520b02d4","approved","CITALOPRAM","0DHU5B8D6V","citalopram"
"cf54da6d-1b0b-44ab-acef-f9cd69ab7fc0","approved","DOMPERIDONE","5587267Z69","domperidone"
"5d695524-2f83-4aa7-bf93-657b2cbb23bd","approved","BUTALBITAL","KHS0AZ4JVK","butalbital"
"f0423c4c-5508-4073-a7bb-1ff1dcc6f1c7","approved","CLINDAMYCIN PHOSPHATE","EH6D7113I8","clindamycin phosphate"
"3d270dc9-81e3-49df-8b4f-e1c2d9083402","non-approved","VINEGAR","Q40Q9N063P","acetic acid"
"cf841553-39a9-4325-8034-67d3fdcbc063","approved","ACETIC ACID","Q40Q9N063P","acetic acid"
"30ee79d4-1b73-42fd-a2ee-a1a5008e6802","approved","PSEUDOEPHEDRINE SULFATE","Y9DL7QPE6B","pseudoephedrine sulfate"
"aaff4957-449b-43c3-a18e-66b5067df61f","non-approved","EPOETIN ALFA","64FS3BFH5W","epoetin alfa"
"8ad169b7-01f3-40ed-ae3b-d45ddd82ccc1","non-approved","STREPTOCOCCUS PNEUMONIAE TYPE 23F CAPSULAR POLYSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTIGEN","25N8E57V6T","pneumococcal polysaccharide serotype 23f"
"4702a36d-3412-4b1e-94d7-4311371aa869","approved","PAMABROM","UA8U0KJM72","pamabrom"
"bb650900-1758-46ac-96ac-372f6cb072cc","approved","CLOBETASOL PROPIONATE","779619577M","clobetasol propionate"
"4b02efd7-d5d7-4809-92af-3897540d8aad","non-approved","INSULIN DETEMIR","4FT78T86XV","insulin detemir"
"1561aa91-466e-49c7-bf11-274ad720a630","approved","CLONIDINE HYDROCHLORIDE","W76I6XXF06","clonidine hydrochloride"
"81c23937-8e7f-4360-a049-6a3ec12a97c8","approved","CALCITONIN","DF35I47HCM","calcitonin"
"412de2c6-b07e-4843-b53d-cafa74476133","approved","MICAFUNGIN SODIUM","IS1UP79R56","micafungin sodium"
"b145c355-6895-4709-a3b3-76ce1d458338","approved","BAZEDOXIFENE","Q16TT9C5BK","bazedoxifene"
"14550cef-5fe8-4e66-95a0-74633d1eedb6","approved","BETAXOLOL","O0ZR1R6RZ2","betaxolol"
"4a864a40-61b8-4148-90ad-c6ce50789956","non-approved","ALLERGENIC EXTRACT- SWEET VERNAL GRASS ANTHOXANTHUM ODORATUM","2KIK19R45Y","standardized sweet vernal grass pollen"
"337961d8-11ea-4985-aac5-f61c0a7d2660","approved","CALCIUM GLYCEROPHOSPHATE","XWV9Z12C1C","calcium glycerophosphate"
"cc0e9075-7eb0-4325-8685-072d5dfcd8d8","approved","COCOA BUTTER","512OYT1CRR","cocoa butter"
NA,NA,NA,NA,"tetanus protein"
"2aaa3966-c99f-45f9-ba61-d11cfd1dc1a3","approved","ENALAPRIL MALEATE","9O25354EPJ","enalapril maleate"
"21d78a13-5007-4d08-adfc-b885fbbbbc3a","approved","DIBUCAINE HYDROCHLORIDE","Z97702A5DG","dibucaine hydrochloride"
"a212969f-e1f3-4fc3-9782-ba762a44d0b2","approved","ATRACURIUM BESYLATE","40AX66P76P","atracurium besylate"
"85378b01-0749-4e31-a641-d5dd658ce699","approved","DIPHENYLPYRALINE HYDROCHLORIDE","G9FU7F1E87","diphenylpyraline hydrochloride"
"901c4920-854f-4a02-8adc-34e68f9c0a1e","approved","METHYLDOPA","56LH93261Y","methyldopa"
"9fcc0024-bd05-4f1d-a85c-bb1febe92db6","approved","METHYLDOPA ANHYDROUS, (+/-)-","33TD13T99R","methyldopa"
"c87849e2-e7a4-4a60-b3c9-8dbcc222f718","approved","METHYLDOPA ANHYDROUS","M4R0H12F6M","methyldopa"
"e2a8d128-2a1c-4d3e-8327-727c14a7826a","approved","TIPRANAVIR","ZZT404XD09","tipranavir"
"561ab255-f23d-411d-bf22-2c77517f70fb","approved","BROMOCRIPTINE","3A64E3G5ZO","bromocriptine"
"d453d4af-7d72-4f46-a527-ace5b1738926","approved","MULLET, UNSPECIFIED","2SGI54470C","fish oil"
"af2cda72-fefd-4f26-8f41-eae82c91fe90","approved","FISH OIL","XGF7L72M0F","fish oil"
"acaa0f5f-2411-4883-938b-a996c3b6f9de","non-approved","PORACTANT ALFA","KE3U2023NP","poractant alfa"
"9145c7ce-7210-4b3f-88f7-cef3170a9976","approved","CARBAMAZEPINE","33CM23913M","carbamazepine"
"2a69c12d-56cb-4a6a-8c35-61eb07f1eaa1","approved","TOBRAMYCIN","VZ8RRZ51VK","tobramycin"
"33c86996-6a5b-40eb-8738-d69892b0fab0","approved","ETIDRONATE DISODIUM","M16PXG993G","etidronate disodium"
"8f84f131-cba1-4ac4-a263-b9ed2ab95e69","approved","CALCIUM ACETATE","Y882YXF34X","calcium acetate"
NA,NA,NA,NA,"rituximab"
"2445d16d-76d4-46d7-8a36-3227a1a01ae5","approved","FLUPHENAZINE HYDROCHLORIDE","ZOU145W1XL","fluphenazine hydrochloride"
"654e3841-f409-406c-b456-ebb39b4ff8fb","approved","DIPYRIDAMOLE","64ALC7F90C","dipyridamole"
"ce752be4-40eb-4bc6-96df-52cbb6a14277","approved","BETAINE","3SCV180C9W","betaine"
"9f178d6f-c9ee-4ef0-af6e-f3bc4db7d59c","approved","MOCLOBEMIDE","PJ0Y7AZB63","moclobemide"
"9bef43f8-fae9-453a-8bc8-d5f77c56e1bc","approved","POVIDONES","FZ989GH94E","povidone"
"ef4a2fa4-e273-4199-90ba-e05dce33623e","approved","DALTEPARIN SODIUM","12M44VTJ7B","dalteparin sodium"
"72bdd9c6-1eef-4468-86b8-0390e6d82b56","approved","GEMCITABINE","B76N6SBZ8R","gemcitabine"
"adb8ac5c-abe8-48c4-8aa1-545c67904633","approved","OSELTAMIVIR","20O93L6F9H","oseltamivir"
"6cfd0db9-0d3d-4041-af24-01606161d244","approved","ALFENTANIL","1N74HM2BS7","alfentanil"
"bad26ca6-f48c-4eec-b9eb-8f30458ad1f2","approved","IMATINIB","BKJ8M8G5HI","imatinib"
"6481d9f3-740d-461e-8137-74827d84453d","approved","SUFENTANIL","AFE2YW0IIZ","sufentanil"
"208a3ac9-8ec8-49d6-b9c9-5db6c9591937","approved","TRETINOIN","5688UTC01R","tretinoin"
"72e5393d-b1b9-40ec-b777-e0b154267479","approved","MIGLUSTAT","ADN3S497AZ","miglustat"
"254d9f0d-c80e-4cd3-999f-fbcebdc70b6c","approved","TICAGRELOR","GLH0314RVC","ticagrelor"
"6d0df995-314c-407e-b4bf-90e229a33b83","approved","CINACALCET","UAZ6V7728S","cinacalcet"
"e6b2ba26-b6df-4f95-b939-78e5ae09ecbb","approved","DOXAZOSIN","NW1291F1W8","doxazosin"
"b818eed1-ddcf-4c85-a069-af247a58668d","approved","FENOFIBRATE","U202363UOS","fenofibrate"
NA,NA,NA,NA,"aluminum hydroxide-magnesium carbonate-co dried gel"
"6b55549f-15e8-4fa3-be6e-7be8967618bc","approved","ESOMEPRAZOLE","N3PA6559FT","esomeprazole"
"4ea3e0c1-97c3-4496-9612-db8f6b514f87","approved","SUCCINYLCHOLINE CHLORIDE DIHYDRATE","8L0S1G435E","succinylcholine chloride"
"fee746d9-b7fd-4977-8354-1d75b1855b66","approved","SUCCINYLCHOLINE CHLORIDE","I9L0DDD30I","succinylcholine chloride"
"e0995cca-11ef-4c50-a98a-909c10b70921","approved","TYROSINE, DL-","A9BAT9B32M","tyrosine"
"cf97630f-70c9-40b6-847a-505586f522b7","approved","TYROSINE","42HK56048U","tyrosine"
NA,NA,NA,NA,"insulin biosynthetic human br"
"33991b9c-a5b4-4a95-aadb-42ae947ec54a","approved","PHENYLALANINE","47E5O17Y3R","phenylalanine"
"402fd0b9-7286-45c1-b51b-67467c53ba15","approved","PHENYLALANINE, DL-","8P946UF12S","phenylalanine"
"e2a94654-0739-4718-8793-e0d1d0fb51d8","approved","ESLICARBAZEPINE ACETATE","BEA68ZVB2K","eslicarbazepine acetate"
"8ecbf10c-49b4-4987-ab24-59afbe0a59af","approved","OXAPROZIN","MHJ80W9LRB","oxaprozin"
"9e8aee53-659e-4de4-a6c2-62ef34c9703f","approved","EPINEPHRINE BITARTRATE","30Q7KI53AK","epinephrine bitartrate"
"5b5cb62a-2c43-472f-9697-e52d25d5b01f","approved","DASABUVIR","DE54EQW8T1","dasabuvir"
NA,NA,NA,NA,"standardized short ragweed pollen allergenic extract"
"42c154b0-3047-43bb-ab33-4b1ceb86bfba","approved","METHYL AMINOLEVULINATE","585NM85KYM","methyl aminolevulinate"
"203e20a8-addc-4c00-87d7-77711b751c41","approved","FLUTAMIDE","76W6J0943E","flutamide"
"5cab12c8-9edb-41f5-a02b-dea88bdcdbe4","non-approved","STREPTOCOCCUS PNEUMONIAE TYPE 14 CAPSULAR POLYSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTIGEN","SK54I0S386","pneumococcal polysaccharide serotype 14"
"78fca182-a9a7-4d17-87dd-4d0a0cfb677b","approved","BUSULFAN","G1LN9045DK","busulfan"
"5fc1a5de-1d82-415a-ad9a-75210e632a9b","approved","TENOFOVIR ALAFENAMIDE","EL9943AG5J","tenofovir alafenamide"
"e18ac205-9f7d-450d-8c85-42f4d2d0f489","approved","CHOLESTYRAMINE","4B33BGI082","cholestyramine resin"
"92b8c640-a4f2-40eb-84e1-a67169408a12","approved","CEFPROZIL ANHYDROUS","1M698F4H4E","cefprozil"
"ac53808d-e07e-4258-9115-7fc1cb36dc6c","approved","CEFPROZIL ANHYDROUS, (E)-","S1SDI2FJIY","cefprozil"
"f7f48390-ca65-483f-9bea-707f9f865b93","approved","CEFPROZIL","4W0459ZA4V","cefprozil"
"9ef43645-c25e-4c35-8856-7b4af26ca442","approved","TIAPROFENIC ACID","1LS1T6R34C","tiaprofenic acid"
"36d0b232-c0e5-4182-809e-bd04d4c932d1","approved","MORPHINE SULFATE ANHYDROUS","DY70C97N30","morphine sulfate"
"ed4bca7b-fd75-4cdf-8ff9-97339a43a106","approved","MORPHINE SULFATE","X3P646A2J0","morphine sulfate"
"c2f5b541-b088-4bcb-80ae-f70755322fc4","approved","MANGANESE","42Z2K6ZL8P","manganese"
"749a1875-ab76-478a-9f76-f10dd9fa70aa","approved","NAPHAZOLINE HYDROCHLORIDE","MZ1131787D","naphazoline hydrochloride"
"72640d58-b99d-44e1-a169-ced796b89dc6","approved","CHLORDIAZEPOXIDE HYDROCHLORIDE","MFM6K1XWDK","chlordiazepoxide hydrochloride"
"9417a91a-c43d-4ca9-9b3d-ebb6856f7599","approved","GLYCOL SALICYLATE","3I1VBB7AXH","glycol salicylate"
"9602c1f6-e5a9-451d-8b33-837a14012154","approved","ETANERCEPT","OP401G7OJC","etanercept"
"e987c527-236c-4c64-88a1-8b7c97b3b847","approved","PROPRANOLOL HYDROCHLORIDE","F8A3652H1V","propranolol hydrochloride"
NA,NA,NA,NA,"non pollen"
"d73ceea3-e76a-4dc1-8c1c-90ebaaa8ef98","approved","DAUNORUBICIN","ZS7284E0ZP","daunorubicin"
"b1a16b9e-b134-41dd-8dcc-6b490b9e88ee","approved","LORATADINE","7AJO3BO7QN","loratadine"
"5176947f-bb35-4a4a-a258-e9f1cf8662d9","approved","THIAMINE HYDROCHLORIDE","M572600E5P","vitamin b1"
"29151628-a0b0-4e58-aa4e-1a6f630d68fc","approved","THIAMINE","X66NSO3N35","vitamin b1"
"df2cb2b1-e9a6-48c0-9bd8-bbab3404139f","approved","DEXPANTHENOL","1O6C93RI7Z","dexpanthenol"
"6d15e3ee-7a73-405a-84aa-3911b2de6740","approved","MAGNESIUM ACETATE","0E95JZY48K","magnesium acetate"
"2c17c497-baa2-407a-b03a-d996764c6b07","approved","SODIUM LACTATE","TU7HW0W0QT","sodium lactate"
"3ca1912f-88b0-4a93-99e7-bec3699edbc5","approved","NEISSERIA MENINGITIDIS GROUP A CAPSULAR POLYSACCHARIDE ANTIGEN","1I86B47NY4","meningococcal polysaccharide antigen group a"
"0a6cf64c-2b22-4f81-b9ed-7afbe8ba9455","approved","NEISSERIA MENINGITIDIS GROUP C CAPSULAR POLYSACCHARIDE ANTIGEN","837RU6905N","meningococcal polysaccharide antigen group a"
"a0c39bbc-0540-4098-84b8-50c73aed9ae7","approved","NEISSERIA MENINGITIDIS GROUP Y CAPSULAR POLYSACCHARIDE ANTIGEN","CBZ4BH7TJ1","meningococcal polysaccharide antigen group a"
"10e92866-a206-416f-81b6-2af8713c0324","approved","SERTRALINE","QUC7NX6WMB","sertraline"
"f406d60d-1908-4e96-99b1-ce38ede74acd","approved","MYCOPHENOLIC ACID","HU9DX48N0T","mycophenolic acid"
"c26e01c3-0528-4b91-8165-be17faeb67a0","approved","LORAZEPAM","O26FZP769L","lorazepam"
"b4ef539c-7218-430e-8595-b96d13c30046","approved","BENOXINATE HYDROCHLORIDE","0VE4U49K15","benoxinate hydrochloride"
"aac33f27-9362-4ec8-98ac-9d948a0a2b93","approved","STREPTOMYCIN","Y45QSO73OB","streptomycin"
"9eeb2bf0-2d6f-4dc8-82a9-c9951bd294bb","approved","INSULIN GLULISINE","7XIY785AZD","insulin glulisine"
"4efe86d8-57c6-4f3c-97e4-f9cd43832c6c","approved","IXEKIZUMAB","BTY153760O","ixekizumab"
"95ab20ba-58e7-4a65-8130-3e582baa3867","approved","ERGOCALCIFEROL","VS041H42XC","vitamin d2"
"38829008-9104-48f1-8853-d5378cdb7c0d","approved","PREDNISOLONE ACETATE","8B2807733D","prednisolone acetate"
"db0fb074-fbcf-4290-924e-37f104a1117c","approved","CABERGOLINE","LL60K9J05T","cabergoline"
"5a8071b0-b2a5-4e08-b8d6-1d575d2359a0","approved","MEFLOQUINE","TML814419R","mefloquine"
"144ba930-5966-4bed-a765-a93e90cf31c0","approved","CARMUSTINE","U68WG3173Y","carmustine"
"8fa72d7a-27cd-43a8-b995-2533cb09d767","approved","GADOTERIDOL","0199MV609F","gadoteridol"
"51bfc326-4d35-44f6-93e9-f01e811d237b","non-approved","INCOBOTULINUMTOXINA","E211KPY694","incobotulinumtoxina"
"09db1626-045f-4af6-85f1-4977209463ad","approved","AURANOFIN","3H04W2810V","auranofin"
"f433ef1c-ce9a-4bc2-add4-d414bb0f14b4","approved","PENICILLIN G SODIUM","YS5LY7JF4N","penicillin g sodium"
"4b3bcb8e-c85e-42dc-93b0-622bab50ee4f","approved","COLISTIN","Z67X93HJG1","colistin"
"111f9ab0-81d6-4784-bb55-72d9f9885577","approved","NEOPENTYL GLYCOL DIGLYCIDYL ETHER","9288EM7AOW","diluent"
"93f579f8-e46a-4990-b02d-93a7dc3e4380","non-approved","STREPTOCOCCUS PNEUMONIAE TYPE 6B CAPSULAR POLYSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTIGEN","4M543JVT7G","pneumococcal polysaccharide serotype 6b"
"2a1bd512-1efa-429e-ac2b-4b57c8be0c82","approved","TRIMIPRAMINE","6S082C9NDT","trimipramine"
"0c8b2c15-98cc-4a4c-8b98-172ea2395bdb","approved","CHLOPHEDIANOL HYDROCHLORIDE","69QQ58998Y","clofedanol hydrochloride"
"543d960e-b73b-495e-a98c-9d5596d05d31","approved","ERGOLOID MESYLATES","X3S33EX3KW","ergoloid mesylates"
"b78131a7-ade0-4a52-af58-d922362188a8","approved","POTASSIUM PHOSPHATE, DIBASIC","CI71S98N1Z","potassium phosphate dibasic"
"2d92aef3-2098-4446-8b57-8c48a6f01008","approved","ISOSORBIDE DINITRATE","IA7306519N","isosorbide dinitrate"
"166d2fbf-f1e4-4cbe-9465-96cf50ae34db","approved","BORDETELLA PERTUSSIS FILAMENTOUS HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED)","8C367IY4EY","filamentous haemagglutinin"
"b01f8b9a-6a95-4a14-bfad-71b9efd8fb53","approved","KETOTIFEN","X49220T18G","ketotifen"
"c167acb2-1019-46de-b3f4-ce0dfe39ffef","approved","MANNITOL","3OWL53L36A","mannitol"
"e4949a48-4f10-4135-968d-0533d4313cd7","approved","BENZOCAINE","U3RSY48JW5","benzocaine"
"60c2b1de-45b3-40b9-9868-f189809ed660","approved","HYDROCODONE","6YKS4Y3WQ7","hydrocodone"
"66305227-c2d5-4bff-b1c5-c40c742965fd","approved","DIBUCAINE","L6JW2TJG99","dibucaine"
"ad211ece-2931-4599-839a-6926c1ddab78","non-approved","TINZAPARIN","7UQ7X4Y489","heparin"
"035a011c-628d-45d2-a1a3-364a2d730c6f","non-approved","HEPARIN","T2410KM04A","heparin"
"765f7f80-f4f8-4148-9163-4e9f22a01019","approved","BETAHISTINE HYDROCHLORIDE","49K58SMZ7U","betahistine hydrochloride"
"347de5ad-2f2e-4d9d-ba1c-7069036d4141","approved","APIXABAN","3Z9Y7UWC1J","apixaban"
"b61fb0dd-181f-43ec-9e17-a13eff7c9980","approved","GABAPENTIN","6CW7F3G59X","gabapentin"
"fd5b4da1-174f-4afd-97f9-966e00c83268","approved","VALRUBICIN","2C6NUM6878","valrubicin"
"597ea8ad-48ae-4b25-816e-c98e38e8764e","approved","HUMAN CLOSTRIDIUM TETANI TOXOID IMMUNE GLOBULIN","V4SWI4RF4J","tetanus immune globulin"
"02306cea-fc0a-46b0-a7b7-b09b7aee45aa","approved",".BETA.-CAROTENE","01YAE03M7J","beta-carotene"
"7f987bff-0ada-42e8-820b-ebeaaa695140","approved","TRIMEBUTINE MALEATE","2A051GM4YM","trimebutine maleate"
"9a26faf1-e876-49fe-9069-97cf682347e0","approved","OLMESARTAN MEDOXOMIL","6M97XTV3HD","olmesartan medoxomil"
"c9c9c1d1-9268-49a3-86c6-fcfcafa3b87c","approved","MAPROTILINE HYDROCHLORIDE","7C8J54PVFI","maprotiline hydrochloride"
"8c100881-8f86-4e0a-af78-2c36be2ecf59","approved","RIBAVIRIN","49717AWG6K","ribavirin"
"6684c45b-d9a4-4308-bff0-0d0a44b2bd99","approved","BUPIVACAINE HYDROCHLORIDE ANHYDROUS","AKA908P8J1","bupivacaine hydrochloride"
"5a8f6da1-6340-4061-aeda-a7bca8ea844c","approved","BUPIVACAINE HYDROCHLORIDE","7TQO7W3VT8","bupivacaine hydrochloride"
"282470b6-4d21-4f92-b365-aef8c2e03f5a","approved","ADALIMUMAB","FYS6T7F842","adalimumab"
"a8fdaa03-f57a-47a0-9d8a-2b51c49bfa6a","approved","NILUTAMIDE","51G6I8B902","nilutamide"
"35cef227-6cbd-4d7e-8e65-99fc154dd08c","approved","PILOCARPINE HYDROCHLORIDE","0WW6D218XJ","pilocarpine hydrochloride"
"59301eb1-08a1-4160-a8e4-c94a7f25c265","approved","NEOSTIGMINE METHYLSULFATE","98IMH7M386","neostigmine methylsulfate"
"c3388775-e8fb-4a8e-afbd-540bc7228ce6","approved","XYLOMETAZOLINE HYDROCHLORIDE","X5S84033NZ","xylometazoline hydrochloride"
"6295baf5-7ea7-4f07-9caa-a10ba70ce9cb","approved","PAPAVERINE HYDROCHLORIDE","23473EC6BQ","papaverine hydrochloride"
"d995491e-7946-488c-91a1-b6421d112aba","approved","PROLINE","9DLQ4CIU6V","proline"
"4f1fe8fe-426c-4e20-a586-c9c215b892fb","approved","PROLINE, DL-","DCS9E77JPQ","proline"
"a852f5a5-edb1-4a53-891a-bb1aad75e1dc","approved","YOHIMBINE HYDROCHLORIDE","NB2E1YP49F","yohimbine hydrochloride"
"01db860c-3c75-45a8-938b-91e3a5e22270","approved","OXYGEN","S88TT14065","oxygen"
"148e0dd9-cde1-4d3d-879c-86013147b7bb","approved","ENZALUTAMIDE","93T0T9GKNU","enzalutamide"
"5ae46e4f-d127-48b3-b808-a6fffea52d6f","approved","DAPSONE","8W5C518302","dapsone"
"1967dfa7-3101-4f8c-a1a2-e2b3112a5cc1","approved","ALITRETINOIN","1UA8E65KDZ","alitretinoin"
"1c029bed-3663-468e-b554-fee4438142db","approved","DOXYCYCLINE ANHYDROUS","334895S862","doxycycline"
"679459d7-13e4-4de8-b266-2bdbd243eac8","approved","DOXYCYCLINE","N12000U13O","doxycycline"
"5336ff3d-2994-4d2a-9cd7-110e1c51cb63","non-approved","NEISSERIA MENINGITIDIS GROUP W-135 CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN","Z6R9D1D3KJ","meningococcal polysaccharide-diphtheria toxoid conjugate, group w 135"
"8bf2966d-f11e-47c5-95c2-755db9448331","approved","CYCLOPENTOLATE HYDROCHLORIDE","736I6971TE","cyclopentolate hydrochloride"
"ce4c840e-3687-4806-8069-c1f34547f550","approved","ASENAPINE","JKZ19V908O","asenapine"
"eab7a56f-22d3-411e-8935-b1f114cf35ce","approved","MINOXIDIL","5965120SH1","minoxidil"
"27c7b1fd-bf96-4164-9228-e842ce426c74","approved","TOLNAFTATE","06KB629TKV","tolnaftate"
"7d8c8981-f99b-4ecb-92ca-e93729c15482","approved","AMINOLEVULINIC ACID HYDROCHLORIDE","V35KBM8JGR","aminolevulinic acid hydrochloride"
"80e7db72-66b3-4f92-838c-9366f7f97b0c","approved","NEON","4VB4Y46AHD","neon"
"2c99034d-fa8b-4af9-ad6e-45d225428b78","approved","FOMEPIZOLE","83LCM6L2BY","fomepizole"
"2b9a3b48-7359-430f-a230-b186e46137c1","approved","OMEPRAZOLE","KG60484QX9","omeprazole"
"bf9c03a9-7130-4b60-a874-ead01dcc5396","approved","AZELAIC ACID","F2VW3D43YT","azelaic acid"
"67fc3972-b3e4-438a-b2b2-e8fae7706167","approved","VINCRISTINE SULFATE","T5IRO3534A","vincristine sulfate"
"b150a32b-6128-4749-9db1-aea4907accbd","approved","OCTOCRYLENE","5A68WGF6WM","octocrylene"
"ae9bc67d-407b-4fc5-8768-9c49be29798b","approved","POLYETHYLENE GLYCOL 400","B697894SGQ","polyethylene glycol 400"
NA,NA,NA,NA,"recombinant neisseria meningitidis group b nada protein"
"f0f67f7d-2370-4fab-b015-b878abba1417","approved","DACLATASVIR","LI2427F9CI","daclatasvir"
"55320b09-9d27-4a71-b456-725635dafb85","approved","ISOLEUCINE","04Y7590D77","isoleucine"
"91ecb5ce-919a-40d9-b593-cbc71520bf1e","approved","CYPROTERONE ACETATE","4KM2BN5JHF","cyproterone acetate"
"7a919545-eca7-4d82-8bac-d90b197d3b3b","approved","POSACONAZOLE","6TK1G07BHZ","posaconazole"
"05148d12-fd4a-4b10-918c-5fe33a832d81","approved","AZELASTINE HYDROCHLORIDE","0L591QR10I","azelastine hydrochloride"
"171854ba-7b60-4a96-a5fc-dbd42b5f255a","approved","DICYCLOMINE HYDROCHLORIDE","CQ903KQA31","dicyclomine hydrochloride"
"9e65d5b2-1521-4782-90e6-408982876e80","approved","ADAPALENE","1L4806J2QF","adapalene"
"8ffba623-9f80-4b0a-8a43-2e824468045b","approved","PEGVISOMANT","N824AOU5XV","pegvisomant"
"c0a7551d-3f56-4eb5-aba1-2084d7133a55","approved","GELATIN, UNSPECIFIED","2G86QN327L","gelatin"
"40bf5b93-a5be-41d7-b6b8-1a28c2bea4bd","approved","PROMETHAZINE HYDROCHLORIDE","R61ZEH7I1I","promethazine hydrochloride"
"6b579895-860b-4fb2-9247-b5da12320e9c","non-approved","PEGINTERFERON BETA-1A","I8309403R0","peginterferon beta-1a"
"55d5c6f7-cba0-49db-bc66-2a6b83a3aae5","approved","SOTALOL HYDROCHLORIDE","HEC37C70XX","sotalol hydrochloride"
"e4e8dd10-7982-4cc4-abb7-81c6ece9aa88","approved","APREPITANT","1NF15YR6UY","aprepitant"
"3f0ec301-f8c4-4aa7-a9d5-4a75170b2d5b","FAILED","FACTOR XIII CONCENTRATE (HUMAN)","F7R0FBC1XD","factor xiii"
"078f96ba-8318-459b-8d48-d0d416b47646","approved","ISOFLURANE","CYS9AKD70P","isoflurane"
"ccee223c-7829-4254-baba-fd38e52f29ca","approved","PEGFILGRASTIM","3A58010674","pegfilgrastim"
"04a64ec6-e351-430c-9afd-33f2f2902a54","approved","AMSACRINE","00DPD30SOY","amsacrine"
"6a06c561-8e64-46a0-8962-75309e346285","approved","CHLOROBUTANOL","HM4YQM8WRC","chlorobutanol"
"41444811-c490-4edc-a6fd-b519cc810c66","approved","OXILOFRINE HYDROCHLORIDE","3O9694M5EO","p-hydroxyephedrine hydrochloride"
"8ea3653a-9940-429c-be49-4aeb91311b4a","approved","CHLORPHENIRAMINE MALEATE","V1Q0O9OJ9Z","chlorpheniramine maleate"
