"tm_set","ccdd","n_dins","n_ntps","status","tm_status_effective_time","tm_code","en_display","fr_display"
"latanoprost, timolol",TRUE,6,1,"active",2002-10-24,8000319,NA,NA
"tiotropium",TRUE,2,2,"active",2002-11-21,8000320,NA,NA
"indapamide, perindopril",TRUE,3,1,"active",2002-12-19,8000321,NA,NA
"rosuvastatin",TRUE,82,1,"active",2003-02-19,8000322,NA,NA
"acetaminophen, doxylamine succinate, pseudoephedrine hydrochloride",TRUE,4,2,"active",2003-03-07,8000323,NA,NA
"cetirizine, pseudoephedrine hydrochloride",TRUE,1,1,"active",2003-03-07,8000324,NA,NA
"bisoprolol",TRUE,18,1,"active",2003-04-24,8000325,NA,NA
"ezetimibe",TRUE,17,1,"active",2003-06-15,8000326,NA,NA
"ibuprofen, methocarbamol",TRUE,9,1,"active",2003-07-02,8000327,NA,NA
"levetiracetam",TRUE,52,1,"active",2003-07-23,8000328,NA,NA
"carvedilol",TRUE,44,1,"active",2003-08-04,8000329,NA,NA
"dutasteride",TRUE,12,1,"active",2003-11-14,8000330,NA,NA
"tadalafil",TRUE,53,1,"active",2003-11-25,8000331,NA,NA
"fosinopril",TRUE,16,1,"active",2003-12-05,8000332,NA,NA
"brimonidine tartrate, timolol",TRUE,1,1,"active",2003-12-11,8000333,NA,NA
"ethinyl estradiol, norelgestromin",TRUE,1,1,"active",2003-12-24,8000334,NA,NA
"acetaminophen, chlorpheniramine maleate",TRUE,1,1,"active",2004-01-12,8000335,NA,NA
"acetaminophen, chlorpheniramine maleate, dextromethorphan hydrobromide",TRUE,3,2,"active",2004-01-12,8000336,NA,NA
"amphetamine, dextroamphetamine",TRUE,24,1,"active",2004-01-30,8000337,NA,NA
"ciprofloxacin, dexamethasone (base)",TRUE,1,1,"active",2004-05-13,8000338,NA,NA
"eprosartan (eprosartan mesylate), hydrochlorothiazide",TRUE,1,1,"active",2004-07-06,8000339,NA,NA
"chlorpheniramine maleate, ibuprofen, pseudoephedrine hydrochloride",TRUE,7,3,"active",2004-08-02,8000340,NA,NA
"alcohol anhydrous, benzalkonium",TRUE,5,4,"active",2004-11-20,8000341,NA,NA
"levofloxacin",TRUE,23,3,"active",2004-11-30,8000342,NA,NA
"ethinyl estradiol, etonogestrel",TRUE,1,1,"active",2004-12-02,8000343,NA,NA
"acetaminophen, pamabrom",TRUE,1,1,"active",2004-12-20,8000344,NA,NA
"drospirenone, ethinyl estradiol",TRUE,8,1,"active",2004-12-22,8000345,NA,NA
"escitalopram",TRUE,42,2,"active",2005-02-14,8000346,NA,NA
"atomoxetine",TRUE,57,1,"active",2005-02-24,8000347,NA,NA
"pregabalin",TRUE,82,1,"active",2005-07-18,8000348,NA,NA
"acetaminophen, tramadol",TRUE,14,1,"active",2005-07-22,8000349,NA,NA
"insulin aspart, insulin aspart protamine",TRUE,1,1,"active",2005-09-12,8000350,NA,NA
"acetaminophen, chlorpheniramine maleate, dextromethorphan hydrobromide, guaifenesin, pseudoephedrine hydrochloride",TRUE,3,1,"active",2005-09-23,8000351,NA,NA
"tamsulosin",TRUE,10,2,"active",2005-10-11,8000352,NA,NA
"insulin detemir",TRUE,2,1,"active",2005-11-14,8000353,NA,NA
"amlodipine, atorvastatin",TRUE,28,1,"active",2005-12-23,8000354,NA,NA
"vitamin d3, NA",TRUE,3,1,"active",2006-03-13,8000355,NA,NA
"timolol, travoprost",TRUE,1,1,"active",2006-04-11,8000356,NA,NA
"acetaminophen, doxylamine succinate, phenylephrine hydrochloride",TRUE,1,1,"active",2006-06-11,8000357,NA,NA
"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate",TRUE,5,3,"active",2006-06-12,8000358,NA,NA
"acetaminophen, caffeine, pyrilamine maleate",TRUE,3,1,"active",2006-06-22,8000359,NA,NA
"solifenacin",TRUE,26,1,"active",2006-06-23,8000360,NA,NA
"acetaminophen, dextromethorphan hydrobromide, phenylephrine hydrochloride",TRUE,10,5,"active",2006-06-26,8000361,NA,NA
"acetaminophen, chlorpheniramine maleate, dextromethorphan hydrobromide, phenylephrine hydrochloride",TRUE,5,1,"active",2006-07-24,8000362,NA,NA
"acetaminophen, menthol",TRUE,1,1,"active",2006-08-09,8000363,NA,NA
"cilazapril (cilazapril monohydrate), hydrochlorothiazide",TRUE,2,1,"active",2006-08-23,8000364,NA,NA
"acetaminophen, dextromethorphan hydrobromide, diphenhydramine hydrochloride",TRUE,3,1,"active",2006-08-31,8000365,NA,NA
"acetaminophen, guaifenesin, phenylephrine hydrochloride",TRUE,2,1,"active",2006-08-31,8000366,NA,NA
"ciclesonide",TRUE,4,2,"active",2006-09-27,8000367,NA,NA
"hydrochlorothiazide, ramipril",TRUE,17,1,"active",2006-11-16,8000368,NA,NA
"tramadol",TRUE,20,3,"active",2006-12-07,8000369,NA,NA
"acetaminophen, dextromethorphan hydrobromide, guaifenesin, phenylephrine hydrochloride",TRUE,4,2,"active",2007-03-06,8000370,NA,NA
"varenicline",TRUE,3,2,"active",2007-04-11,8000371,NA,NA
"buprenorphine, naloxone",TRUE,6,1,"active",2007-11-26,8000372,NA,NA
"chlorhexidine, lidocaine hydrochloride (lidocaine hydrochloride monohydrate)",TRUE,1,1,"active",2007-12-06,8000373,NA,NA
"sitagliptin",TRUE,3,1,"active",2008-01-02,8000374,NA,NA
"duloxetine",TRUE,28,1,"active",2008-01-18,8000375,NA,NA
"carbidopa, entacapone, levodopa",TRUE,5,1,"active",2008-04-28,8000376,NA,NA
"estradiol, levonorgestrel",TRUE,1,1,"active",2008-06-25,8000377,NA,NA
"dabigatran",TRUE,3,1,"active",2008-07-03,8000378,NA,NA
"rivaroxaban",TRUE,4,1,"active",2008-09-16,8000379,NA,NA
"drospirenone, estradiol",TRUE,1,1,"active",2008-10-20,8000380,NA,NA
"travoprost",TRUE,5,1,"active",2008-11-10,8000381,NA,NA
"hydrochlorothiazide, olmesartan",TRUE,12,1,"active",2008-12-22,8000382,NA,NA
"olmesartan",TRUE,14,1,"active",2008-12-22,8000383,NA,NA
"betamethasone (base), calcipotriol (calcipotriol monohydrate)",TRUE,2,2,"active",2009-01-28,8000384,NA,NA
"desvenlafaxine",TRUE,2,1,"active",2009-03-05,8000385,NA,NA
"benzalkonium, pramoxine hydrochloride",TRUE,1,1,"active",2009-03-12,8000386,NA,NA
"lisdexamfetamine",TRUE,7,1,"active",2009-08-04,8000387,NA,NA
"timolol, NA",TRUE,1,1,"active",2009-08-25,8000388,NA,NA
"aripiprazole",TRUE,8,3,"active",2009-09-30,8000389,NA,NA
"metformin, sitagliptin",TRUE,6,2,"active",2009-10-08,8000390,NA,NA
"saxagliptin",TRUE,2,1,"active",2009-10-29,8000391,NA,NA
"aliskiren (aliskiren fumarate), hydrochlorothiazide",TRUE,4,1,"active",2009-11-24,8000392,NA,NA
"buprenorphine",TRUE,4,1,"active",2010-05-26,8000393,NA,NA
"dexlansoprazole",TRUE,2,1,"active",2010-08-05,8000394,NA,NA
"naloxone, oxycodone",TRUE,4,1,"active",2010-10-05,8000395,NA,NA
"galantamine",TRUE,24,1,"active",2010-11-12,8000396,NA,NA
"diphenhydramine hydrochloride, ibuprofen",TRUE,4,2,"active",2011-01-03,8000397,NA,NA
"esomeprazole, naproxen",TRUE,4,1,"active",2011-02-04,8000398,NA,NA
"formoterol, mometasone",TRUE,2,1,"active",2011-03-10,8000399,NA,NA
"adapalene, benzoyl peroxide",TRUE,2,1,"active",2011-05-13,8000400,NA,NA
"clindamycin, tretinoin",TRUE,1,1,"active",2011-05-16,8000401,NA,NA
"amlodipine, telmisartan",TRUE,4,1,"active",2011-08-11,8000402,NA,NA
"diphenhydramine citrate, ibuprofen",TRUE,1,1,"active",2011-10-27,8000403,NA,NA
"dutasteride, tamsulosin",TRUE,1,1,"active",2011-11-17,8000404,NA,NA
"acetaminophen, dextromethorphan hydrobromide, diphenhydramine hydrochloride, guaifenesin, pseudoephedrine hydrochloride",TRUE,3,2,"active",2012-04-25,8000405,NA,NA
"hydrocortisone, zinc sulfate monohydrate",TRUE,1,2,"active",2012-07-23,8000406,NA,NA
"acetaminophen, dextromethorphan hydrobromide, diphenhydramine hydrochloride, pseudoephedrine hydrochloride",TRUE,2,2,"active",2012-08-28,8000407,NA,NA
"acetaminophen, diphenhydramine hydrochloride",TRUE,1,1,"active",2012-10-02,8000408,NA,NA
"acetaminophen, diphenhydramine hydrochloride, menthol",TRUE,1,1,"active",2012-10-04,8000409,NA,NA
"acetaminophen, guaifenesin, menthol",TRUE,1,1,"active",2012-10-04,8000410,NA,NA
"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate, guaifenesin, pseudoephedrine hydrochloride",TRUE,1,2,"active",2012-12-10,8000411,NA,NA
"drospirenone, ethinyl estradiol, levomefolate calcium",TRUE,1,1,"active",2013-03-01,8000412,NA,NA
"alendronic acid, vitamin d3",TRUE,4,1,"active",2013-03-25,8000413,NA,NA
"linagliptin, metformin",TRUE,3,1,"active",2013-04-17,8000414,NA,NA
"metformin, saxagliptin",TRUE,3,1,"active",2013-04-26,8000415,NA,NA
"benzalkonium, lidocaine",TRUE,1,1,"active",2013-05-27,8000416,NA,NA
"acyclovir, hydrocortisone",TRUE,1,1,"active",2013-07-26,8000417,NA,NA
"benzoyl peroxide, salicylic acid",TRUE,1,3,"active",2013-11-15,8000418,NA,NA
"fluticasone, vilanterol (vilanterol trifenatate)",TRUE,2,1,"active",2013-11-29,8000419,NA,NA
"alogliptin (alogliptin benzoate), metformin",TRUE,3,1,"active",2014-04-30,8000420,NA,NA
"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate, phenylephrine hydrochloride",TRUE,2,2,"active",2014-08-15,8000421,NA,NA
"acetaminophen, diphenhydramine hydrochloride, phenylephrine hydrochloride",TRUE,3,1,"active",2014-12-04,8000422,NA,NA
"azelastine hydrochloride, fluticasone",TRUE,1,1,"active",2015-03-31,8000423,NA,NA
"olodaterol (olodaterol hydrochloride), tiotropium",TRUE,1,1,"active",2015-05-29,8000424,NA,NA
"aclidinium bromide, formoterol",TRUE,1,1,"active",2015-07-09,8000425,NA,NA
"dapagliflozin (dapagliflozin propanediol monohydrate), metformin",TRUE,2,1,"active",2016-02-08,8000426,NA,NA
"diphenhydramine hydrochloride, naproxen",TRUE,1,1,"active",2016-02-24,8000427,NA,NA
"amlodipine, perindopril",TRUE,3,1,"active",2016-04-05,8000428,NA,NA
"canagliflozin, metformin",TRUE,6,1,"active",2016-06-28,8000429,NA,NA
"beta-carotene, calcium (calcium carbonate), copper (cupric oxide), d-pantothenic acid (calcium d-pantothenate), folic acid, iodine (potassium iodide), iron (ferrous fumarate), magnesium (magnesium oxide), nicotinamide, vitamin b12 (cyanocobalamin), vitamin b1 (thiamine mononitrate), vitamin b2 (riboflavin), vitamin b6 (pyridoxine hydrochloride), vitamin c (ascorbic acid), vitamin d3, vitamin e (dl-alpha tocopheryl acetate), zinc (zinc oxide)",TRUE,2,1,"active",2016-07-15,8000430,NA,NA
"empagliflozin, metformin",TRUE,6,1,"active",2016-08-03,8000431,NA,NA
"bazedoxifene (bazedoxifene acetate), conjugated estrogens",TRUE,1,1,"active",2016-12-20,8000432,NA,NA
"mifepristone, misoprostol",TRUE,1,3,"active",2017-01-10,8000433,NA,NA
"ciprofloxacin, fluocinolone acetonide",TRUE,1,1,"active",2017-05-08,8000434,NA,NA
