"ntp_code","ntp_en_description","ntp_fr_description","ntp_formal_name","ntp_status","ntp_type","ntp_status_effective_time"
"9010782","NA","NA","nadolol 160 mg oral tablet","Active","NA","19881231"
"9000289","NA","NA","carbamazepine 400 mg prolonged-release oral tablet","Active","NA","19881231"
"9000295","NA","NA","erythromycin (erythromycin lactobionate) 1 g per vial powder for solution for injection","Active","NA","19881231"
"9000294","NA","NA","epinephrine 1 mg per 1 mL solution for injection ampoule","Active","NA","19881231"
"9012358","NA","NA","verapamil hydrochloride 240 mg prolonged-release oral tablet","Active","NA","19881231"
"9000307","NA","NA","timolol maleate 5 mg oral tablet","Active","NA","19881231"
"9000306","NA","NA","timolol maleate 20 mg oral tablet","Active","NA","19881231"
"9000286","NA","NA","atenolol 50 mg oral tablet","Active","NA","19881231"
"9000297","NA","NA","haloperidol 20 mg oral tablet","Active","NA","19881231"
"9000300","NA","NA","naproxen sodium 275 mg oral tablet","Active","NA","19881231"
"9000304","NA","NA","phenytoin sodium 250 mg per 5 mL solution for injection ampoule","Active","NA","19881231"
"9000292","NA","NA","diltiazem hydrochloride 60 mg oral tablet","Active","NA","19881231"
"9000305","NA","NA","timolol maleate 10 mg oral tablet","Active","NA","19881231"
"9000303","NA","NA","phenytoin sodium 100 mg per 2 mL solution for injection ampoule","Active","NA","19881231"
"9000290","NA","NA","clotrimazole 1 % cutaneous cream","Active","NA","19881231"
"9000296","NA","NA","erythromycin (erythromycin lactobionate) 500 mg per vial powder for solution for injection","Active","NA","19881231"
"9001366","NA","NA","betamethasone (betamethasone valerate) 0.1 % cutaneous ointment","Active","NA","19881231"
"9010784","NA","NA","nadolol 80 mg oral tablet","Active","NA","19881231"
"9000302","NA","NA","nitroglycerin 50 mg per 10 mL solution for injection vial","Active","NA","19881231"
"9000309","NA","NA","triamcinolone acetonide 0.1 % cutaneous ointment","Active","NA","19881231"
"9002227","NA","NA","tamoxifen (tamoxifen citrate) 20 mg oral tablet","Active","NA","19891231"
"9012360","NA","NA","verapamil hydrochloride 80 mg oral tablet","Active","NA","19891231"
"9010876","NA","NA","nitroglycerin 0.4 mg per hour transdermal patch","Active","NA","19891231"
"9000311","NA","NA","clotrimazole 1 % vaginal cream","Active","NA","19891231"
"9002165","NA","NA","acetaminophen 650 mg per pck and phenylephrine hydrochloride 10 mg per pck oral powder","Active","NA","19891231"
"9000325","NA","NA","fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule","Active","NA","19891231"
"9000332","NA","NA","nifedipine 5 mg oral capsule","Active","NA","19891231"
"9007114","NA","NA","amiloride hydrochloride 5 mg and hydrochlorothiazide 50 mg oral tablet","Active","NA","19891231"
"9000320","NA","NA","fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection vial","Active","NA","19891231"
"9002228","NA","NA","triazolam 0.25 mg oral tablet","Active","NA","19891231"
"9000312","NA","NA","clotrimazole 2 % vaginal cream","Active","NA","19891231"
"9000324","NA","NA","fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection vial","Active","NA","19891231"
"9000336","NA","NA","omeprazole 20 mg gastro-resistant capsule","Active","NA","19891231"
"9010873","NA","NA","nitroglycerin 0.2 mg per hour transdermal patch","Active","NA","19891231"
"9000329","NA","NA","metoclopramide hydrochloride 10 mg oral tablet","Active","NA","19891231"
"9000335","NA","NA","nystatin 100000 unit per mL oral suspension","Active","NA","19891231"
"9012352","NA","NA","verapamil hydrochloride 120 mg oral tablet","Active","NA","19891231"
"9000326","NA","NA","haloperidol 5 mg per 1 mL solution for injection ampoule","Active","NA","19891231"
"9000318","NA","NA","doxycycline (doxycycline hyclate) 100 mg oral tablet","Active","NA","19891231"
"9002226","NA","NA","tamoxifen (tamoxifen citrate) 10 mg oral tablet","Active","NA","19891231"
"9000330","NA","NA","metoclopramide hydrochloride 5 mg oral tablet","Active","NA","19891231"
"9000321","NA","NA","fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule","Active","NA","19891231"
"9000317","NA","NA","diclofenac sodium 75 mg prolonged-release oral tablet","Active","NA","19891231"
"9000323","NA","NA","fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule","Active","NA","19891231"
"9000316","NA","NA","diclofenac sodium 25 mg gastro-resistant tablet","Active","NA","19891231"
"9008156","NA","NA","captopril 12.5 mg oral tablet","Active","NA","19901231"
"9000370","NA","NA","zopiclone 7.5 mg oral tablet","Active","NA","19901231"
"9000367","NA","NA","oxycodone hydrochloride 5 mg oral tablet","Active","NA","19901231"
"9000357","NA","NA","gliclazide 80 mg oral tablet","Active","NA","19901231"
"9008157","NA","NA","captopril 25 mg oral tablet","Active","NA","19901231"
"9000347","NA","NA","clonidine hydrochloride 0.2 mg oral tablet","Active","NA","19901231"
"9000346","NA","NA","clonidine hydrochloride 0.1 mg oral tablet","Active","NA","19901231"
"9000342","NA","NA","budesonide 100 mcg per actuation inhalation powder","Active","NA","19901231"
"9012554","NA","NA","fluconazole 200 mg per 100 mL solution for injection vial","Active","NA","19901231"
"9002304","NA","NA","fluconazole 50 mg oral tablet","Active","NA","19901231"
"9000368","NA","NA","pravastatin sodium 20 mg oral tablet","Active","NA","19901231"
"9008158","NA","NA","captopril 50 mg oral tablet","Active","NA","19901231"
"9000358","NA","NA","lisinopril 10 mg oral tablet","Active","NA","19901231"
"9006567","NA","NA","folic acid (sodium folate) 50 mg per 10 mL solution for injection vial","Active","NA","19901231"
"9002309","NA","NA","hydralazine hydrochloride 10 mg oral tablet","Active","NA","19901231"
"9000344","NA","NA","budesonide 200 mcg per actuation inhalation powder","Active","NA","19901231"
"9000369","NA","NA","simvastatin 10 mg oral tablet","Active","NA","19901231"
"9002245","NA","NA","betamethasone (betamethasone dipropionate) 0.05 % and clotrimazole 1 % cutaneous cream","Active","NA","19901231"
"9000355","NA","NA","erythromycin 333 mg gastro-resistant capsule","Active","NA","19901231"
"9002302","NA","NA","fluconazole 100 mg oral tablet","Active","NA","19901231"
"9012481","NA","NA","cyproterone acetate 300 mg per 3 mL solution for injection ampoule","Active","NA","19901231"
"9000360","NA","NA","metronidazole 1500 mg per 300 mL solution for injection bag","Active","NA","19901231"
"9008155","NA","NA","captopril 100 mg oral tablet","Active","NA","19901231"
"9000359","NA","NA","lisinopril 20 mg oral tablet","Active","NA","19901231"
"9002327","NA","NA","terbutaline sulfate 0.5 mg per actuation inhalation powder","Active","NA","19901231"
"9000381","NA","NA","erythromycin 5 mg per g ophthalmic ointment","Active","NA","19911231"
"9000376","NA","NA","carbidopa 50 mg and levodopa 200 mg prolonged-release oral tablet","Active","NA","19911231"
"9000371","NA","NA","acetaminophen 160 mg per 5 mL and codeine phosphate 8 mg per 5 mL oral solution","Active","NA","19911231"
"9012354","NA","NA","verapamil hydrochloride 120 mg prolonged-release oral tablet","Active","NA","19911231"
"9000380","NA","NA","diclofenac sodium 0.1 % ophthalmic drops","Active","NA","19911231"
"9000390","NA","NA","morphine sulfate 30 mg oral tablet","Active","NA","19911231"
"9006222","NA","NA","mometasone furoate 0.1 % lotion","Active","NA","19911231"
"9002374","NA","NA","hydralazine hydrochloride 50 mg oral tablet","Active","NA","19911231"
"9000383","NA","NA","glyburide 2.5 mg oral tablet","Active","NA","19911231"
"9009618","NA","NA","furosemide 250 mg per 25 mL solution for injection 25 mL vial","Active","NA","19911231"
"9000375","NA","NA","belladonna 15 mg and opium 65 mg suppository","Active","NA","19911231"
"9000372","NA","NA","acyclovir 200 mg per 5 mL oral suspension","Active","NA","19911231"
"9002373","NA","NA","hydralazine hydrochloride 25 mg oral tablet","Active","NA","19911231"
"9000389","NA","NA","morphine sulfate 20 mg oral tablet","Active","NA","19911231"
"9002344","NA","NA","bisacodyl 5 mg oral tablet","Active","NA","19911231"
"9000378","NA","NA","clozapine 100 mg oral tablet","Active","NA","19911231"
"9010877","NA","NA","nitroglycerin 0.6 mg per hour transdermal patch","Active","NA","19911231"
"9000386","NA","NA","mometasone furoate 0.1 % cutaneous cream","Active","NA","19911231"
"9000387","NA","NA","mometasone furoate 0.1 % cutaneous ointment","Active","NA","19911231"
"9000379","NA","NA","clozapine 25 mg oral tablet","Active","NA","19911231"
"9000398","NA","NA","amlodipine (amlodipine besylate) 10 mg oral tablet","Active","NA","19921231"
"9010499","NA","NA","mesalazine 500 mg gastro-resistant tablet","Active","NA","19921231"
"9002481","NA","NA","mupirocin 2 % cutaneous ointment","Active","NA","19921231"
"9000420","NA","NA","doxazosin (doxazosin mesylate) 4 mg oral tablet","Active","NA","19921231"
"9000414","NA","NA","dextroamphetamine sulfate 10 mg prolonged-release oral capsule","Active","NA","19921231"
"9000450","NA","NA","warfarin sodium 2.5 mg oral tablet","Active","NA","19921231"
"9000428","NA","NA","lithium carbonate 600 mg oral capsule","Active","NA","19921231"
"9000412","NA","NA","clobetasol propionate 0.05 % lotion","Active","NA","19921231"
"9000433","NA","NA","morphine sulfate 5 mg per 5 mL solution for injection ampoule","Active","NA","19921231"
"9000427","NA","NA","ketorolac tromethamine 0.5 % ophthalmic drops","Active","NA","19921231"
"9000419","NA","NA","doxazosin (doxazosin mesylate) 2 mg oral tablet","Active","NA","19921231"
"9012384","NA","NA","hydralazine hydrochloride 20 mg per 1 mL solution for injection vial","Active","NA","19921231"
"9000992","NA","NA","amoxicillin 250 mg per 5 mL and clavulanic acid (potassium clavulanate) 62.5 mg per 5 mL oral suspension","Active","NA","19921231"
"9008159","NA","NA","captopril 6.25 mg oral tablet","Active","NA","19921231"
"9000405","NA","NA","budesonide 1 mg per 2 mL nebuliser suspension unit dose vial","Active","NA","19921231"
"9000442","NA","NA","quinapril (quinapril hydrochloride) 40 mg oral tablet","Active","NA","19921231"
"9000424","NA","NA","finasteride 5 mg oral tablet","Active","NA","19921231"
"9000410","NA","NA","clobetasol propionate 0.05 % cutaneous cream","Active","NA","19921231"
"9000411","NA","NA","clobetasol propionate 0.05 % cutaneous ointment","Active","NA","19921231"
"9000416","NA","NA","dextroamphetamine sulfate 5 mg oral tablet","Active","NA","19921231"
"9000435","NA","NA","nifedipine 30 mg prolonged-release oral tablet","Active","NA","19921231"
"9000404","NA","NA","budesonide 0.5 mg per 2 mL nebuliser suspension unit dose vial","Active","NA","19921231"
"9009401","NA","NA","ethinyl estradiol 35 mcg and norgestimate 250 mcg with lactose oral tablet","Active","NA","19921231"
"9000445","NA","NA","sertraline (sertraline hydrochloride) 100 mg oral capsule","Active","NA","19921231"
"9000991","NA","NA","amoxicillin 125 mg per 5 mL and clavulanic acid (potassium clavulanate) 31.25 mg per 5 mL oral suspension","Active","NA","19921231"
"9000426","NA","NA","insulin isophane human 100 unit per mL suspension for injection 3 mL cartridge","Active","NA","19921231"
"9000406","NA","NA","budesonide 400 mcg per actuation inhalation powder","Active","NA","19921231"
"9000449","NA","NA","triamcinolone acetonide 0.1 % oromucosal paste","Active","NA","19921231"
"9009400","NA","NA","ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet","Active","NA","19921231"
"9000437","NA","NA","phenytoin sodium 100 mg per 2 mL solution for injection vial","Active","NA","19921231"
"9000417","NA","NA","diazepam 1 mg per mL oral solution","Active","NA","19921231"
"9000418","NA","NA","doxazosin (doxazosin mesylate) 1 mg oral tablet","Active","NA","19921231"
"9000451","NA","NA","warfarin sodium 4 mg oral tablet","Active","NA","19921231"
"9009882","NA","NA","hydrocodone bitartrate 5 mg oral tablet","Active","NA","19921231"
"9000423","NA","NA","felodipine 5 mg prolonged-release oral tablet","Active","NA","19921231"
"9000441","NA","NA","quinapril (quinapril hydrochloride) 20 mg oral tablet","Active","NA","19921231"
"9000440","NA","NA","quinapril (quinapril hydrochloride) 10 mg oral tablet","Active","NA","19921231"
"9000443","NA","NA","quinapril (quinapril hydrochloride) 5 mg oral tablet","Active","NA","19921231"
"9000422","NA","NA","felodipine 10 mg prolonged-release oral tablet","Active","NA","19921231"
"9000402","NA","NA","amoxicillin 500 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet","Active","NA","19921231"
"9000409","NA","NA","clarithromycin 250 mg oral tablet","Active","NA","19921231"
"9000436","NA","NA","nifedipine 60 mg prolonged-release oral tablet","Active","NA","19921231"
"9000399","NA","NA","amlodipine (amlodipine besylate) 5 mg oral tablet","Active","NA","19921231"
"9000429","NA","NA","medroxyprogesterone acetate 2.5 mg oral tablet","Active","NA","19921231"
"9000432","NA","NA","morphine sulfate 5 mg per 10 mL solution for injection ampoule","Active","NA","19921231"
"9006227","NA","NA","morphine sulfate 2 mg per 1 mL solution for injection vial","Active","NA","19921231"
"9000415","NA","NA","dextroamphetamine sulfate 15 mg prolonged-release oral capsule","Active","NA","19921231"
"9000446","NA","NA","sertraline (sertraline hydrochloride) 50 mg oral capsule","Active","NA","19921231"
"9000396","NA","NA","acetaminophen 325 mg and oxycodone hydrochloride 2.5 mg oral tablet","Active","NA","19921231"
"9000438","NA","NA","phenytoin sodium 250 mg per 5 mL solution for injection vial","Active","NA","19921231"
"9009884","NA","NA","hydrocodone bitartrate 5 mg per 5 mL syrup","Active","NA","19921231"
"9006461","NA","NA","vitamin D3 (cholecalciferol) 10000 unit oral tablet","Active","NA","19921231"
"9000452","NA","NA","fluticasone propionate 50 mcg per actuation nasal spray","Active","NA","19930312"
"9000459","NA","NA","clonazepam 1 mg oral tablet","Active","NA","19931231"
"9000492","NA","NA","risperidone 4 mg oral tablet","Active","NA","19931231"
"9000495","NA","NA","terbinafine (terbinafine hydrochloride) 250 mg oral tablet","Active","NA","19931231"
"9007801","NA","NA","benazepril hydrochloride 20 mg oral tablet","Active","NA","19931231"
"9000485","NA","NA","nitrofurantoin 100 mg oral capsule","Active","NA","19931231"
"9007157","NA","NA","amoxicillin 250 mg chewable tablet","Active","NA","19931231"
"9008010","NA","NA","bumetanide 5 mg oral tablet","Active","NA","19931231"
"9000469","NA","NA","fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule","Active","NA","19931231"
"9009398","NA","NA","ethinyl estradiol 35 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet","Active","Comb","19931231"
"9007802","NA","NA","benazepril hydrochloride 5 mg oral tablet","Active","NA","19931231"
"9000457","NA","NA","budesonide 100 mcg per actuation nasal powder","Active","NA","19931231"
"9002614","NA","NA","theophylline 100 mg prolonged-release oral tablet","Active","NA","19931231"
"9002540","NA","NA","cilazapril 2.5 mg oral tablet","Active","NA","19931231"
"9002616","NA","NA","theophylline 300 mg prolonged-release oral tablet","Active","NA","19931231"
"9000475","NA","NA","morphine sulfate 100 mg prolonged-release oral tablet","Active","NA","19931231"
"9008751","NA","NA","desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet","Active","NA","19931231"
"9000484","NA","NA","naproxen sodium 550 mg oral tablet","Active","NA","19931231"
"9000474","NA","NA","morphine sulfate 100 mg prolonged-release oral capsule","Active","NA","19931231"
"9000487","NA","NA","paroxetine (paroxetine hydrochloride) 20 mg oral tablet","Active","NA","19931231"
"9000477","NA","NA","morphine sulfate 15 mg prolonged-release oral tablet","Active","NA","19931231"
"9000461","NA","NA","diclofenac potassium 50 mg oral tablet","Active","NA","19931231"
"9000458","NA","NA","carbidopa 25 mg and levodopa 100 mg prolonged-release oral tablet","Active","NA","19931231"
"9008752","NA","NA","desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet","Active","NA","19931231"
"9000498","NA","NA","warfarin sodium 2 mg oral tablet","Active","NA","19931231"
"9009399","NA","NA","ethinyl estradiol 35 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet","Active","Comb","19931231"
"9002615","NA","NA","theophylline 200 mg prolonged-release oral tablet","Active","NA","19931231"
"9001399","NA","NA","diclofenac sodium 50 mg and misoprostol 200 mcg gastro-resistant tablet","Active","NA","19931231"
"9000488","NA","NA","paroxetine (paroxetine hydrochloride) 30 mg oral tablet","Active","NA","19931231"
"9008009","NA","NA","bumetanide 1 mg oral tablet","Active","NA","19931231"
"9000496","NA","NA","trazodone hydrochloride 100 mg oral tablet","Active","NA","19931231"
"9000463","NA","NA","domperidone (domperidone maleate) 10 mg oral tablet","Active","NA","19931231"
"9000494","NA","NA","terbinafine hydrochloride 1 % cutaneous cream","Active","NA","19931231"
"9000453","NA","NA","acyclovir 5 % cutaneous cream","Active","NA","19931231"
"9000479","NA","NA","morphine sulfate 30 mg prolonged-release oral capsule","Active","NA","19931231"
"9000489","NA","NA","risperidone 1 mg oral tablet","Active","NA","19931231"
"9002514","NA","NA","acetylsalicylic acid 325 mg and caffeine 33 mg oral tablet","Active","NA","19931231"
"9000478","NA","NA","morphine sulfate 200 mg prolonged-release oral tablet","Active","NA","19931231"
"9000455","NA","NA","alprazolam 2 mg oral tablet","Active","NA","19931231"
"9000470","NA","NA","indomethacin 100 mg suppository","Active","NA","19931231"
"9000476","NA","NA","morphine sulfate 10 mg prolonged-release oral capsule","Active","NA","19931231"
"9002541","NA","NA","cilazapril 5 mg oral tablet","Active","NA","19931231"
"9000454","NA","NA","alprazolam 1 mg oral tablet","Active","NA","19931231"
"9000483","NA","NA","naproxen 500 mg suppository","Active","NA","19931231"
"9000473","NA","NA","metformin hydrochloride 500 mg oral tablet","Active","NA","19931231"
"9000471","NA","NA","insulin isophane human 100 unit per mL suspension for injection 10 mL vial","Active","NA","19931231"
"9000490","NA","NA","risperidone 2 mg oral tablet","Active","NA","19931231"
"9000482","NA","NA","morphine sulfate 60 mg prolonged-release oral tablet","Active","NA","19931231"
"9010879","NA","NA","nitroglycerin 0.8 mg per hour transdermal patch","Active","NA","19931231"
"9000497","NA","NA","trazodone hydrochloride 50 mg oral tablet","Active","NA","19931231"
"9000481","NA","NA","morphine sulfate 60 mg prolonged-release oral capsule","Active","NA","19931231"
"9010498","NA","NA","mesalazine 400 mg gastro-resistant tablet","Active","NA","19931231"
"9000491","NA","NA","risperidone 3 mg oral tablet","Active","NA","19931231"
"9000480","NA","NA","morphine sulfate 30 mg prolonged-release oral tablet","Active","NA","19931231"
"9012356","NA","NA","verapamil hydrochloride 180 mg prolonged-release oral tablet","Active","NA","19940421"
"9000509","NA","NA","clarithromycin 500 mg oral tablet","Active","NA","19941231"
"9012351","NA","NA","verapamil hydrochloride 10 mg per 4 mL solution for injection vial","Active","NA","19941231"
"9000534","NA","NA","metronidazole 0.75 % cutaneous gel","Active","NA","19941231"
"9010500","NA","NA","mesalazine 500 mg prolonged-release oral tablet","Active","NA","19941231"
"9002627","NA","NA","atenolol 100 mg and chlorthalidone 25 mg oral tablet","Active","NA","19941231"
"9000511","NA","NA","conjugated estrogens 0.625 mg per g vaginal cream","Active","NA","19941231"
"9000520","NA","NA","gabapentin 300 mg oral capsule","Active","NA","19941231"
"9002679","NA","NA","hydrocodone bitartrate 1.7 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL syrup","Active","NA","19941231"
"9012350","NA","NA","verapamil hydrochloride 10 mg per 4 mL solution for injection ampoule","Active","NA","19941231"
"9000518","NA","NA","felodipine 2.5 mg prolonged-release oral tablet","Active","NA","19941231"
"9000528","NA","NA","isosorbide mononitrate 60 mg prolonged-release oral tablet","Active","NA","19941231"
"9000531","NA","NA","lorazepam 1 mg sublingual tablet","Active","NA","19941231"
"9007152","NA","NA","amoxicillin 125 mg chewable tablet","Active","NA","19941231"
"9000508","NA","NA","baclofen 10 mg per 5 mL solution for injection ampoule","Active","NA","19941231"
"9000522","NA","NA","haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection ampoule","Active","NA","19941231"
"9000542","NA","NA","propranolol hydrochloride 160 mg prolonged-release oral capsule","Active","NA","19941231"
"9000519","NA","NA","gabapentin 100 mg oral capsule","Active","NA","19941231"
"9000521","NA","NA","gabapentin 400 mg oral capsule","Active","NA","19941231"
"9000530","NA","NA","lithium (lithium citrate) 8 mmol per 5 mL syrup","Active","NA","19941231"
"9000543","NA","NA","propranolol hydrochloride 80 mg prolonged-release oral capsule","Active","NA","19941231"
"9000512","NA","NA","conjugated estrogens 25 mg per vial powder for solution for injection","Active","NA","19941231"
"9000526","NA","NA","hydrochlorothiazide 12.5 mg and lisinopril 20 mg oral tablet","Active","NA","19941231"
"9000501","NA","NA","acyclovir 400 mg oral tablet","Active","NA","19941231"
"9000541","NA","NA","propranolol hydrochloride 120 mg prolonged-release oral capsule","Active","NA","19941231"
"9000535","NA","NA","metronidazole 0.75 % vaginal gel","Active","NA","19941231"
"9000536","NA","NA","minocycline (minocycline hydrochloride) 100 mg oral capsule","Active","NA","19941231"
"9000513","NA","NA","cyclobenzaprine hydrochloride 10 mg oral tablet","Active","NA","19941231"
"9000524","NA","NA","haloperidol (haloperidol decanoate) 500 mg per 5 mL solution for injection vial","Active","NA","19941231"
"9000506","NA","NA","baclofen 0.05 mg per 1 mL solution for injection ampoule","Active","NA","19941231"
"9012359","NA","NA","verapamil hydrochloride 5 mg per 2 mL solution for injection vial","Active","NA","19941231"
"9000537","NA","NA","minocycline (minocycline hydrochloride) 50 mg oral capsule","Active","NA","19941231"
"9000502","NA","NA","acyclovir 800 mg oral tablet","Active","NA","19941231"
"9000500","NA","NA","acyclovir 200 mg oral tablet","Active","NA","19941231"
"9000545","NA","NA","simvastatin 20 mg oral tablet","Active","NA","19941231"
"9000517","NA","NA","digoxin 0.5 mg per 2 mL solution for injection ampoule","Active","NA","19941231"
"9000532","NA","NA","lorazepam 2 mg sublingual tablet","Active","NA","19941231"
"9000539","NA","NA","perindopril erbumine 2 mg oral tablet","Active","NA","19941231"
"9000540","NA","NA","perindopril erbumine 4 mg oral tablet","Active","NA","19941231"
"9000525","NA","NA","hydrochlorothiazide 12.5 mg and lisinopril 10 mg oral tablet","Active","NA","19941231"
"9000529","NA","NA","lisinopril 5 mg oral tablet","Active","NA","19941231"
"9002680","NA","NA","hydrocodone bitartrate 5 mg per 5 mL and phenylephrine hydrochloride 20 mg per 5 mL syrup","Active","NA","19941231"
"9000507","NA","NA","baclofen 10 mg per 20 mL solution for injection ampoule","Active","NA","19941231"
"9000638","NA","NA","trazodone hydrochloride 150 mg oral tablet","Active","NA","19950118"
"9002725","NA","NA","methotrimeprazine (methotrimeprazine maleate) 5 mg oral tablet","Active","NA","19950717"
"9000616","NA","NA","metronidazole 1 % cutaneous cream","Active","NA","19951231"
"9000614","NA","NA","metoclopramide hydrochloride 150 mg per 30 mL solution for injection vial","Active","NA","19951231"
"9000623","NA","NA","nifedipine 20 mg prolonged-release oral tablet","Active","NA","19951231"
"9011919","NA","NA","sotalol hydrochloride 160 mg oral tablet","Active","NA","19951231"
"9009383","NA","NA","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet","Active","NA","19951231"
"9000615","NA","NA","metoclopramide hydrochloride 50 mg per 10 mL solution for injection vial","Active","NA","19951231"
"9000554","NA","NA","bromazepam 1.5 mg oral tablet","Active","NA","19951231"
"9010495","NA","NA","mesalazine 2 g per 60 mL rectal suspension","Active","NA","19951231"
"9000553","NA","NA","beclomethasone dipropionate 50 mcg per actuation nasal spray","Active","NA","19951231"
"9000567","NA","NA","codeine (codeine, codeine sulfate) 150 mg prolonged-release oral tablet","Active","NA","19951231"
"9010496","NA","NA","mesalazine 4 g per 100 mL rectal suspension","Active","NA","19951231"
"9000627","NA","NA","oxybutynin chloride 5 mg oral tablet","Active","NA","19951231"
"9010497","NA","NA","mesalazine 4 g per 60 mL rectal suspension","Active","NA","19951231"
"9010493","NA","NA","mesalazine 1 g suppository","Active","NA","19951231"
"9000629","NA","NA","prednisolone sodium phosphate 0.5 % ophthalmic drops","Active","NA","19951231"
"9006240","NA","NA","cefprozil 250 mg per 5 mL oral suspension","Active","NA","19951231"
"9000596","NA","NA","lorazepam 0.5 mg sublingual tablet","Active","NA","19951231"
"9009358","NA","NA","estradiol 2 mg ring (slow release)","Active","NA","19951231"
"9010501","NA","NA","mesalazine 500 mg suppository","Active","NA","19951231"
"9000636","NA","NA","timolol (timolol maleate) 0.25 % prolonged-release eye drops","Active","NA","19951231"
"9000593","NA","NA","lamotrigine 25 mg oral tablet","Active","NA","19951231"
"9000619","NA","NA","naproxen 375 mg gastro-resistant tablet","Active","NA","19951231"
"9000564","NA","NA","clotrimazole 200 mg vaginal tablet","Active","NA","19951231"
"9006239","NA","NA","cefprozil 125 mg per 5 mL oral suspension","Active","NA","19951231"
"9000598","NA","NA","losartan potassium 50 mg oral tablet","Active","NA","19951231"
"9000635","NA","NA","sertraline (sertraline hydrochloride) 25 mg oral capsule","Active","NA","19951231"
"9000587","NA","NA","indapamide 1.25 mg oral tablet","Active","NA","19951231"
"9000613","NA","NA","metoclopramide hydrochloride 10 mg per 2 mL solution for injection vial","Active","NA","19951231"
"9000563","NA","NA","clonazepam 0.25 mg oral tablet","Active","NA","19951231"
"9000590","NA","NA","ketorolac tromethamine 10 mg oral tablet","Active","NA","19951231"
"9000556","NA","NA","cefprozil 250 mg oral tablet","Active","NA","19951231"
"9000618","NA","NA","morphine sulfate 200 mg prolonged-release oral capsule","Active","NA","19951231"
"9000591","NA","NA","lamotrigine 100 mg oral tablet","Active","NA","19951231"
"9000572","NA","NA","diltiazem hydrochloride 300 mg prolonged-release oral capsule","Active","NA","19951231"
"9000577","NA","NA","hydrochlorothiazide 25 mg and lisinopril 20 mg oral tablet","Active","NA","19951231"
"9002809","NA","NA","fluconazole 150 mg oral capsule","Active","NA","19951231"
"9000631","NA","NA","propranolol hydrochloride 60 mg prolonged-release oral capsule","Active","NA","19951231"
"9000566","NA","NA","codeine (codeine, codeine sulfate) 100 mg prolonged-release oral tablet","Active","NA","19951231"
"9000125","NA","NA","carbidopa 10 mg and levodopa 100 mg oral tablet","Active","NA","19951231"
"9000637","NA","NA","timolol (timolol maleate) 0.5 % prolonged-release eye drops","Active","NA","19951231"
"9000595","NA","NA","lansoprazole 30 mg gastro-resistant capsule","Active","NA","19951231"
"9000617","NA","NA","morphine sulfate 15 mg prolonged-release oral capsule","Active","NA","19951231"
"9000621","NA","NA","naproxen 750 mg prolonged-release oral tablet","Active","NA","19951231"
"9006241","NA","NA","clarithromycin 125 mg per 5 mL oral suspension","Active","NA","19951231"
"9009357","NA","NA","estradiol 2 mg oral tablet","Active","NA","19951231"
"9000578","NA","NA","hydrocortisone 100 mg per 60 mL rectal liquid","Active","NA","19951231"
"9000630","NA","NA","progesterone 100 mg oral capsule","Active","NA","19951231"
"9002810","NA","NA","fluconazole 50 mg per 5 mL powder for oral solution","Active","NA","19951231"
"9009354","NA","NA","estradiol 1 mg oral tablet","Active","NA","19951231"
"9011920","NA","NA","sotalol hydrochloride 80 mg oral tablet","Active","NA","19951231"
"9000620","NA","NA","naproxen 500 mg gastro-resistant tablet","Active","NA","19951231"
"9000599","NA","NA","medroxyprogesterone acetate 150 mg per 1 mL suspension for injection vial","Active","NA","19951231"
"9009385","NA","NA","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with lactose oral tablet","Active","NA","19951231"
"9000592","NA","NA","lamotrigine 150 mg oral tablet","Active","NA","19951231"
"9000568","NA","NA","codeine (codeine, codeine sulfate) 200 mg prolonged-release oral tablet","Active","NA","19951231"
"9000597","NA","NA","losartan potassium 25 mg oral tablet","Active","NA","19951231"
"9000570","NA","NA","diltiazem hydrochloride 180 mg prolonged-release oral capsule","Active","NA","19951231"
"9000639","NA","NA","valproic acid 250 mg oral capsule","Active","NA","19951231"
"9000569","NA","NA","diltiazem hydrochloride 120 mg prolonged-release oral capsule","Active","NA","19951231"
"9002741","NA","NA","atenolol 50 mg and chlorthalidone 25 mg oral tablet","Active","NA","19951231"
