"ntp_code"|"formal_description_ntp"|"en_display"|"fr_display"|"status"|"ntp_status_effective_time"
9002289|"dabigatran etexilate (dabigatran etexilate mesilate) 75 mg oral capsule"|NA|NA|"active"|"20130409"
9002398|"desogestrel 0.1 mg and desogestrel 0.125 mg and desogestrel 0.15 mg and ethinyl estradiol 0.025 mg oral tablet"|NA|NA|"active"|"20160723"
9002399|"desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet"|NA|NA|"active"|"20130206"
9002400|"desogestrel 0.15 mg per tab and ethinyl estradiol 0.03 mg per tab oral tablet"|NA|NA|"active"|"20140520"
9002409|"desvenlafaxine (desvenlafaxine succinate) 100 mg prolonged release oral tablet"|NA|NA|"active"|"20161006"
9002410|"desvenlafaxine (desvenlafaxine succinate) 50 mg prolonged release oral tablet"|NA|NA|"active"|"20161006"
9002423|"dexamethasone 0.7 mg intravitreal implant"|NA|NA|"active"|"20120312"
9002418|"dexamethasone 0.1 % ophthalmic ointment"|NA|NA|"active"|"20050810"
9002419|"dexamethasone 0.1 % opthalmic drops"|NA|NA|"active"|"20060504"
9002437|"dexamethasone sodium phosphate 0.1 % opthalmic drops, solution"|NA|NA|"active"|"20060718"
9002420|"dexamethasone 0.5 mg oral tablet"|NA|NA|"active"|"20040809"
9002424|"dexamethasone 0.75 mg oral tablet"|NA|NA|"active"|"20040809"
9002431|"dexamethasone 2 mg oral tablet"|NA|NA|"active"|"20060612"
9002432|"dexamethasone 4 mg oral tablet"|NA|NA|"active"|"20040809"
9002438|"dexamethasone sodium phosphate 0.1 % otic drops, solution"|NA|NA|"active"|"20060718"
9002442|"dexlansoprazole 30 mg modified release oral capsule"|NA|NA|"active"|"20161130"
9002443|"dexlansoprazole 60 mg modified release oral capsule"|NA|NA|"active"|"20161130"
9002461|"dextroamphetamine sulfate 5 mg oral tablet"|NA|NA|"active"|"20151203"
9002459|"dextroamphetamine sulfate 10 mg prolonged release oral capsule"|NA|NA|"active"|"20151203"
9002460|"dextroamphetamine sulfate 15 mg prolonged release oral capsule"|NA|NA|"active"|"20151203"
9002594|"diazepam 10 mg oral tablet"|NA|NA|"active"|"20060306"
9002595|"diazepam 2 mg oral tablet"|NA|NA|"active"|"20060329"
9002596|"diazepam 5 mg oral tablet"|NA|NA|"active"|"20060306"
9002605|"dibucaine hydrochloride 5 mg per g and esculin 10 mg per g and framycetin sulfate 10 mg per g and hydrocortisone (hydrocortisone acetate) 5 mg per g rectal ointment"|NA|NA|"active"|"20150429"
9002606|"dibucaine hydrochloride 5 mg per g and esculin 10 mg per g and framycetin sulfate 10 mg per g and hydrocortisone 5 mg per g rectal ointment"|NA|NA|"active"|"20070927"
9002603|"dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone (hydrocortisone acetate) 5 mg suppository"|NA|NA|"active"|"20150429"
9002604|"dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone 5 mg suppository"|NA|NA|"active"|"20060518"
9002607|"diclofenac diethylamine 1.16 % per w/w cutaneous gel"|NA|NA|"active"|"20160815"
9002608|"diclofenac diethylamine 2.32 % cutaneous gel"|NA|NA|"active"|"20160126"
9002612|"diclofenac sodium 1.5 % per w/w cutaneous solution"|NA|NA|"active"|"20100507"
9002616|"diclofenac sodium 25 mg gastro-resistant tablet"|NA|NA|"active"|"20141016"
9002621|"diclofenac sodium 50 mg gastro-resistant tablet"|NA|NA|"active"|"20111129"
9002611|"diclofenac sodium 0.1 % per w/v opthalmic drops, solution"|NA|NA|"active"|"20160223"
9002609|"diclofenac potassium 50 mg oral tablet"|NA|NA|"active"|"20080801"
9002617|"diclofenac sodium 25 mg oral tablet"|NA|NA|"active"|"20060405"
9002622|"diclofenac sodium 50 mg oral tablet"|NA|NA|"active"|"20060405"
9002610|"diclofenac potassium 50 mg per pck powder for oral solution"|NA|NA|"active"|"20120803"
9002613|"diclofenac sodium 100 mg per srt prolonged release oral tablet"|NA|NA|"active"|"20141016"
9002614|"diclofenac sodium 100 mg prolonged release oral tablet"|NA|NA|"active"|"20060404"
9002618|"diclofenac sodium 25 mg prolonged release oral tablet"|NA|NA|"active"|"20080917"
9002623|"diclofenac sodium 50 mg prolonged release oral tablet"|NA|NA|"active"|"20070425"
9002627|"diclofenac sodium 75 mg per srt prolonged release oral tablet"|NA|NA|"active"|"20141016"
9002628|"diclofenac sodium 75 mg prolonged release oral tablet"|NA|NA|"active"|"20060404"
9002615|"diclofenac sodium 100 mg suppository"|NA|NA|"active"|"20060606"
9002624|"diclofenac sodium 50 mg suppository"|NA|NA|"active"|"20060606"
9002619|"diclofenac sodium 50 mg and misoprostol 200 mcg gastro-resistant tablet"|NA|NA|"active"|"20160721"
9002625|"diclofenac sodium 75 mg and misoprostol 200 mcg gastro-resistant tablet"|NA|NA|"active"|"20160721"
9002620|"diclofenac sodium 50 mg and misoprostol 200 mcg oral tablet"|NA|NA|"active"|"20130125"
9002626|"diclofenac sodium 75 mg and misoprostol 200 mcg oral tablet"|NA|NA|"active"|"20130125"
9002645|"digoxin 0.0625 mg oral tablet"|NA|NA|"active"|"20070213"
9002646|"digoxin 0.125 mg oral tablet"|NA|NA|"active"|"20070213"
9002647|"digoxin 0.25 mg oral tablet"|NA|NA|"active"|"20070213"
9002652|"diltiazem hydrochloride 120 mg modified release oral capsule"|NA|NA|"active"|"20060306"
9002655|"diltiazem hydrochloride 180 mg modified release oral capsule"|NA|NA|"active"|"20060306"
9002658|"diltiazem hydrochloride 240 mg modified release oral capsule"|NA|NA|"active"|"20100819"
9002662|"diltiazem hydrochloride 300 mg modified release oral capsule"|NA|NA|"active"|"20101105"
9002661|"diltiazem hydrochloride 30 mg oral tablet"|NA|NA|"active"|"20080206"
9002668|"diltiazem hydrochloride 60 mg oral tablet"|NA|NA|"active"|"20080206"
9002653|"diltiazem hydrochloride 120 mg prolonged release oral capsule"|NA|NA|"active"|"20030323"
9002656|"diltiazem hydrochloride 180 mg prolonged release oral capsule"|NA|NA|"active"|"20081006"
9002659|"diltiazem hydrochloride 240 mg prolonged release oral capsule"|NA|NA|"active"|"20081006"
9002663|"diltiazem hydrochloride 300 mg prolonged release oral capsule"|NA|NA|"active"|"20081006"
9002665|"diltiazem hydrochloride 360 mg prolonged release oral capsule"|NA|NA|"active"|"20081006"
9002669|"diltiazem hydrochloride 60 mg prolonged release oral capsule"|NA|NA|"active"|"20030323"
9002670|"diltiazem hydrochloride 90 mg prolonged release oral capsule"|NA|NA|"active"|"20030323"
9002654|"diltiazem hydrochloride 120 mg prolonged release oral tablet"|NA|NA|"active"|"20140324"
9002657|"diltiazem hydrochloride 180 mg prolonged release oral tablet"|NA|NA|"active"|"20140324"
9002660|"diltiazem hydrochloride 240 mg prolonged release oral tablet"|NA|NA|"active"|"20140324"
9002664|"diltiazem hydrochloride 300 mg prolonged release oral tablet"|NA|NA|"active"|"20140324"
9002666|"diltiazem hydrochloride 360 mg prolonged release oral tablet"|NA|NA|"active"|"20140324"
9006281|"valproic acid 500 mg gastro-resistant capsule"|NA|NA|"active"|"20060407"
9006271|"valproic acid (divalproex sodium) 125 mg gastro-resistant tablet"|NA|NA|"active"|"20010824"
9006272|"valproic acid (divalproex sodium) 250 mg gastro-resistant tablet"|NA|NA|"active"|"20010824"
9006273|"valproic acid (divalproex sodium) 250 mg per ect gastro-resistant tablet"|NA|NA|"active"|"20060707"
9006274|"valproic acid (divalproex sodium) 500 mg gastro-resistant tablet"|NA|NA|"active"|"20010824"
9006275|"valproic acid (divalproex sodium) 500 mg per ect gastro-resistant tablet"|NA|NA|"active"|"20060707"
9006280|"valproic acid 250 mg oral capsule"|NA|NA|"active"|"20060329"
9002786|"domperidone (domperidone maleate) 10 mg oral tablet"|NA|NA|"active"|"20110609"
9002791|"donepezil hydrochloride 10 mg oral tablet"|NA|NA|"active"|"20100930"
9002793|"donepezil hydrochloride 5 mg oral tablet"|NA|NA|"active"|"20130712"
9002792|"donepezil hydrochloride 10 mg orodispersible tablet"|NA|NA|"active"|"20060821"
9002794|"donepezil hydrochloride 5 mg orodispersible tablet"|NA|NA|"active"|"20130712"
9002800|"doxazosin (doxazosin mesylate) 1 mg oral tablet"|NA|NA|"active"|"20060918"
9002801|"doxazosin (doxazosin mesylate) 1 mg per tab oral tablet"|NA|NA|"active"|"20110222"
9002802|"doxazosin (doxazosin mesylate) 2 mg oral tablet"|NA|NA|"active"|"20011022"
9002803|"doxazosin (doxazosin mesylate) 2 mg per tab oral tablet"|NA|NA|"active"|"20110222"
9002804|"doxazosin (doxazosin mesylate) 4 mg oral tablet"|NA|NA|"active"|"20060918"
9002805|"doxazosin (doxazosin mesylate) 4 mg per tab oral tablet"|NA|NA|"active"|"20110222"
9002821|"doxycycline (doxycycline hyclate) 100 mg oral capsule"|NA|NA|"active"|"20070413"
9002823|"doxycycline (doxycycline hyclate) 20 mg oral capsule"|NA|NA|"active"|"20130108"
9002822|"doxycycline (doxycycline hyclate) 100 mg oral tablet"|NA|NA|"active"|"20040716"
9002826|"doxycycline hyclate 100 mg oral tablet"|NA|NA|"active"|"20060307"
9002824|"doxycycline (doxycycline hyclate) 44 mg per unit periodontal gel"|NA|NA|"active"|"20150505"
9002834|"drospirenone 3 mg and ethinyl estradiol 0.02 mg oral tablet"|NA|NA|"active"|"20110624"
9002835|"drospirenone 3 mg and ethinyl estradiol 0.03 mg oral tablet"|NA|NA|"active"|"20130724"
9002838|"duloxetine (duloxetine hydrochloride) 30 mg modified release oral capsule"|NA|NA|"active"|"20160513"
9002839|"duloxetine (duloxetine hydrochloride) 60 mg modified release oral capsule"|NA|NA|"active"|"20160513"
9002841|"dutasteride 0.5 mg oral capsule"|NA|NA|"active"|"20090320"
9002876|"enalapril maleate 10 mg oral tablet"|NA|NA|"active"|"20100114"
9002877|"enalapril maleate 2.5 mg oral tablet"|NA|NA|"active"|"20100114"
9002878|"enalapril maleate 20 mg oral tablet"|NA|NA|"active"|"20100114"
9002880|"enalapril maleate 5 mg oral tablet"|NA|NA|"active"|"20100115"
9002881|"enalapril sodium (enalapril maleate) 16 mg oral tablet"|NA|NA|"active"|"20150505"
9002882|"enalapril sodium (enalapril maleate) 2 mg oral tablet"|NA|NA|"active"|"20150505"
9002883|"enalapril sodium (enalapril maleate) 4 mg oral tablet"|NA|NA|"active"|"20150505"
9002884|"enalapril sodium (enalapril maleate) 8 mg oral tablet"|NA|NA|"active"|"20150505"
9002998|"erythromycin 250 mg gastro-resistant capsule"|NA|NA|"active"|"20150817"
9003000|"erythromycin 333 mg gastro-resistant capsule"|NA|NA|"active"|"20150429"
9003002|"erythromycin 5 mg per g ophthalmic ointment"|NA|NA|"active"|"20080221"
9002993|"erythromycin (erythromycin ethylsuccinate) 600 mg oral tablet"|NA|NA|"active"|"20110517"
9002996|"erythromycin (erythromycin stearate) 250 mg oral tablet"|NA|NA|"active"|"20130321"
9002997|"erythromycin (erythromycin stearate) 500 mg oral tablet"|NA|NA|"active"|"20130321"
9002999|"erythromycin 250 mg oral tablet"|NA|NA|"active"|"20150429"
9003001|"erythromycin 333 mg oral tablet"|NA|NA|"active"|"20150505"
9003003|"erythromycin 500 mg oral tablet"|NA|NA|"active"|"20150505"
9002994|"erythromycin (erythromycin lactobionate) 1 g per vial powder for solution for injection"|NA|NA|"active"|"20110210"
9002995|"erythromycin (erythromycin lactobionate) 500 mg per vial powder for solution for injection"|NA|NA|"active"|"20100923"
9003005|"escitalopram (escitalopram oxalate) 10 mg oral tablet"|NA|NA|"active"|"20070228"
9003006|"escitalopram (escitalopram oxalate) 20 mg oral tablet"|NA|NA|"active"|"20120808"
9003007|"escitalopram 10 mg orodispersible tablet"|NA|NA|"active"|"20130523"
9003008|"escitalopram 20 mg orodispersible tablet"|NA|NA|"active"|"20130523"
9003015|"esomeprazole (esomeprazole magnesium dihydrate) 40 mg modified release oral capsule"|NA|NA|"active"|"20140620"
9003014|"esomeprazole (esomeprazole magnesium dihydrate) 20 mg prolonged release oral tablet"|NA|NA|"active"|"20151117"
9003016|"esomeprazole (esomeprazole magnesium dihydrate) 40 mg prolonged release oral tablet"|NA|NA|"active"|"20151117"
9003023|"esomeprazole (esomeprazole magnesium) 20 mg prolonged release oral tablet"|NA|NA|"active"|"20131204"
9003024|"esomeprazole (esomeprazole magnesium) 40 mg prolonged release oral tablet"|NA|NA|"active"|"20121218"
9003027|"estradiol (estradiol hemihydrate) 0.5 mg oral tablet"|NA|NA|"active"|"20160525"
9003028|"estradiol (estradiol hemihydrate) 1 mg oral tablet"|NA|NA|"active"|"20160428"
9003030|"estradiol (estradiol hemihydrate) 2 mg oral tablet"|NA|NA|"active"|"20160428"
9003042|"estradiol 0.5 mg oral tablet"|NA|NA|"active"|"20151210"
9003048|"estradiol 1 mg oral tablet"|NA|NA|"active"|"20151210"
9003053|"estradiol 2 mg oral tablet"|NA|NA|"active"|"20151210"
9003054|"estradiol 2 mg ring (slow release)"|NA|NA|"active"|"20060726"
9003038|"estradiol 0.06 % transdermal gel"|NA|NA|"active"|"20130515"
9003039|"estradiol 0.1 % transdermal gel"|NA|NA|"active"|"20150421"
9003031|"estradiol (estradiol hemihydrate) 2 mg transdermal patch"|NA|NA|"active"|"20081022"
9003032|"estradiol (estradiol hemihydrate) 3.8 mg transdermal patch"|NA|NA|"active"|"20081022"
9003033|"estradiol (estradiol hemihydrate) 4 mg transdermal patch"|NA|NA|"active"|"20150505"
9003034|"estradiol (estradiol hemihydrate) 5.7 mg transdermal patch"|NA|NA|"active"|"20081022"
9003035|"estradiol (estradiol hemihydrate) 6 mg transdermal patch"|NA|NA|"active"|"20150505"
9003036|"estradiol (estradiol hemihydrate) 7.6 mg transdermal patch"|NA|NA|"active"|"20081022"
9003037|"estradiol (estradiol hemihydrate) 8 mg transdermal patch"|NA|NA|"active"|"20150505"
9003040|"estradiol 0.39 mg transdermal patch"|NA|NA|"active"|"20060605"
9003044|"estradiol 0.585 mg transdermal patch"|NA|NA|"active"|"20060605"
9003046|"estradiol 0.78 mg transdermal patch"|NA|NA|"active"|"20060605"
9003049|"estradiol 1.17 mg transdermal patch"|NA|NA|"active"|"20060605"
9003050|"estradiol 1.56 mg transdermal patch"|NA|NA|"active"|"20060605"
9003051|"estradiol 10 mg per patch transdermal patch"|NA|NA|"active"|"20160913"
9003052|"estradiol 15 mg per patch transdermal patch"|NA|NA|"active"|"20170118"
9003055|"estradiol 20 mg per patch transdermal patch"|NA|NA|"active"|"20170118"
9003057|"estradiol 5 mg per patch transdermal patch"|NA|NA|"active"|"20160913"
9003058|"estradiol 7.5 mg per patch transdermal patch"|NA|NA|"active"|"20170118"
9003029|"estradiol (estradiol hemihydrate) 10 mcg vaginal tablet"|NA|NA|"active"|"20150505"
9002219|"conjugated estrogens 0.625 mg per g cutaneous cream"|NA|NA|"active"|"20121107"
9002212|"conjugated estrogens 0.3 mg oral tablet"|NA|NA|"active"|"20091019"
9002218|"conjugated estrogens 0.625 mg oral tablet"|NA|NA|"active"|"20081122"
9002222|"conjugated estrogens 0.9 mg oral tablet"|NA|NA|"active"|"20081122"
9002223|"conjugated estrogens 1.25 mg oral tablet"|NA|NA|"active"|"20020517"
9002225|"conjugated estrogens 2.5 mg oral tablet"|NA|NA|"active"|"20020517"
9002226|"conjugated estrogens 25 mg per vial powder for solution for injection"|NA|NA|"active"|"20140331"
9002213|"conjugated estrogens 0.3 mg prolonged release oral tablet"|NA|NA|"active"|"20141028"
9002221|"conjugated estrogens 0.625 mg prolonged release oral tablet"|NA|NA|"active"|"20141028"
9002224|"conjugated estrogens 1.25 mg prolonged release oral tablet"|NA|NA|"active"|"20141028"
9002220|"conjugated estrogens 0.625 mg per g vaginal cream"|NA|NA|"active"|"20121107"
9003080|"ethinyl estradiol 2.6 mg and etonogestrel 11.4 mg ring (slow release)"|NA|NA|"active"|"20130123"
9003069|"ethinyl estradiol 0.01 mg and ethinyl estradiol 0.03 mg and levonorgestrel 0.15 mg oral tablet"|NA|NA|"active"|"20140506"
9003071|"ethinyl estradiol 0.03 mg and levonorgestrel 0.15 mg oral tablet"|NA|NA|"active"|"20150505"
9003081|"ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet"|NA|NA|"active"|"20130125"
9003083|"ethinyl estradiol 30 mcg and ethinyl estradiol 40 mcg and levonorgestrel 125 mcg and levonorgestrel 50 mcg and levonorgestrel 75 mcg oral tablet"|NA|NA|"active"|"20080716"
9003085|"ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet"|NA|NA|"active"|"20130125"
9003078|"ethinyl estradiol 0.6 mg and norelgestromin 6 mg transdermal patch"|NA|NA|"active"|"20090210"
9003072|"ethinyl estradiol 0.035 mg and norethindrone 0.5 mg and norethindrone 0.75 mg and norethindrone 1 mg oral tablet"|NA|NA|"active"|"20060323"
9003073|"ethinyl estradiol 0.035 mg and norethindrone 0.5 mg and norethindrone 1 mg oral tablet"|NA|NA|"active"|"20090811"
9003074|"ethinyl estradiol 0.035 mg and norethindrone 0.5 mg oral tablet"|NA|NA|"active"|"20060323"
9003075|"ethinyl estradiol 0.035 mg and norethindrone 1 mg oral tablet"|NA|NA|"active"|"20060306"
9003079|"ethinyl estradiol 10 mcg and norethindrone acetate 1 mg oral tablet"|NA|NA|"active"|"20150113"
9003082|"ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet"|NA|NA|"active"|"20130409"
9003086|"ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet"|NA|NA|"active"|"20130923"
9003070|"ethinyl estradiol 0.025 mg and norgestimate 0.18 mg and norgestimate 0.215 mg and norgestimate 0.25 mg oral tablet"|NA|NA|"active"|"20081121"
9003076|"ethinyl estradiol 0.035 mg and norgestimate 0.18 mg and norgestimate 0.215 mg and norgestimate 0.25 mg oral tablet"|NA|NA|"active"|"20060530"
9003077|"ethinyl estradiol 0.035 mg and norgestimate 0.25 mg oral tablet"|NA|NA|"active"|"20060322"
9003110|"ezetimibe 10 mg oral tablet"|NA|NA|"active"|"20120208"
9003122|"felodipine 10 mg prolonged release oral tablet"|NA|NA|"active"|"20060829"
9003123|"felodipine 2.5 mg prolonged release oral tablet"|NA|NA|"active"|"20070803"
9003124|"felodipine 5 mg prolonged release oral tablet"|NA|NA|"active"|"20060829"
9003125|"fenofibrate 100 mg oral capsule"|NA|NA|"active"|"20100930"
9003128|"fenofibrate 160 mg oral capsule"|NA|NA|"active"|"20070102"
9003130|"fenofibrate 200 mg oral capsule"|NA|NA|"active"|"20051206"
9003132|"fenofibrate 67 mg oral capsule"|NA|NA|"active"|"20060310"
9003126|"fenofibrate 100 mg oral tablet"|NA|NA|"active"|"20061026"
9003127|"fenofibrate 145 mg oral tablet"|NA|NA|"active"|"20130110"
9003129|"fenofibrate 160 mg oral tablet"|NA|NA|"active"|"20061026"
9003131|"fenofibrate 48 mg oral tablet"|NA|NA|"active"|"20121217"
9003133|"fentanyl (fentanyl citrate) 100 mcg effervescent oral tablet"|NA|NA|"active"|"20140605"
9003135|"fentanyl (fentanyl citrate) 200 mcg effervescent oral tablet"|NA|NA|"active"|"20151016"
9003138|"fentanyl (fentanyl citrate) 400 mcg effervescent oral tablet"|NA|NA|"active"|"20151016"
9003141|"fentanyl (fentanyl citrate) 600 mcg effervescent oral tablet"|NA|NA|"active"|"20151016"
9003143|"fentanyl (fentanyl citrate) 800 mcg effervescent oral tablet"|NA|NA|"active"|"20151016"
9003134|"fentanyl (fentanyl citrate) 100 mcg oral tablet"|NA|NA|"active"|"20110530"
9003136|"fentanyl (fentanyl citrate) 200 mcg oral tablet"|NA|NA|"active"|"20110530"
9003137|"fentanyl (fentanyl citrate) 300 mcg oral tablet"|NA|NA|"active"|"20110530"
9003139|"fentanyl (fentanyl citrate) 400 mcg oral tablet"|NA|NA|"active"|"20110530"
9003142|"fentanyl (fentanyl citrate) 600 mcg oral tablet"|NA|NA|"active"|"20110622"
9003144|"fentanyl (fentanyl citrate) 800 mcg oral tablet"|NA|NA|"active"|"20110622"
9003145|"fentanyl 100 mcg per hour transdermal patch"|NA|NA|"active"|"20091102"
9003146|"fentanyl 12 mcg per hour transdermal patch"|NA|NA|"active"|"20091102"
9003147|"fentanyl 25 mcg per hour transdermal patch"|NA|NA|"active"|"20091102"
9003148|"fentanyl 37 mcg per hour transdermal patch"|NA|NA|"active"|"20101217"
9003149|"fentanyl 50 mcg per hour transdermal patch"|NA|NA|"active"|"20091102"
9003150|"fentanyl 75 mcg per hour transdermal patch"|NA|NA|"active"|"20091102"
9003164|"finasteride 1 mg oral tablet"|NA|NA|"active"|"20070802"
9003165|"finasteride 5 mg oral tablet"|NA|NA|"active"|"20090323"
9003218|"fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule"|NA|NA|"active"|"20060331"
9003219|"fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule"|NA|NA|"active"|"20060329"
9003231|"flurazepam hydrochloride 15 mg oral capsule"|NA|NA|"active"|"20060329"
9003232|"flurazepam hydrochloride 30 mg oral capsule"|NA|NA|"active"|"20060329"
9003237|"fluticasone furoate 100 mcg per blister inhalation powder"|NA|NA|"active"|"20160513"
9003240|"fluticasone furoate 200 mcg per blister inhalation powder"|NA|NA|"active"|"20160513"
9003243|"fluticasone propionate 100 mcg per blister inhalation powder"|NA|NA|"active"|"20080828"
9003248|"fluticasone propionate 250 mcg per blister inhalation powder"|NA|NA|"active"|"20080828"
9003253|"fluticasone propionate 500 mcg per blister inhalation powder"|NA|NA|"active"|"20060411"
9003242|"fluticasone furoate 27.5 mcg per act nasal spray"|NA|NA|"active"|"20090529"
9003251|"fluticasone propionate 50 mcg per act nasal spray"|NA|NA|"active"|"20080828"
9003238|"fluticasone furoate 100 mcg per blister oral powder"|NA|NA|"active"|"20160513"
9003241|"fluticasone furoate 200 mcg per blister oral powder"|NA|NA|"active"|"20160513"
9003245|"fluticasone propionate 125 mcg per act pressurised inhalation"|NA|NA|"active"|"20071003"
9003247|"fluticasone propionate 250 mcg per act pressurised inhalation"|NA|NA|"active"|"20071003"
9003252|"fluticasone propionate 50 mcg per act pressurised inhalation"|NA|NA|"active"|"20060411"
9003244|"fluticasone propionate 100 mcg per dose and salmeterol (salmeterol xinafoate) 50 mcg per dose inhalation powder"|NA|NA|"active"|"20130723"
9003250|"fluticasone propionate 250 mcg per dose and salmeterol (salmeterol xinafoate) 50 mcg per dose inhalation powder"|NA|NA|"active"|"20071003"
9003254|"fluticasone propionate 500 mcg per dose and salmeterol (salmeterol xinafoate) 50 mcg per dose inhalation powder"|NA|NA|"active"|"20071003"
9003246|"fluticasone propionate 125 mcg per dose and salmeterol (salmeterol xinafoate) 25 mcg per dose pressurised inhalation"|NA|NA|"active"|"20081202"
9003249|"fluticasone propionate 250 mcg per dose and salmeterol (salmeterol xinafoate) 25 mcg per dose pressurised inhalation"|NA|NA|"active"|"20151216"
9003261|"folic acid 25 mg oral tablet"|NA|NA|"active"|"20110706"
9003262|"folic acid 5 mg oral tablet"|NA|NA|"active"|"20110610"
9003289|"fosinopril sodium 10 mg oral tablet"|NA|NA|"active"|"20090819"
9003290|"fosinopril sodium 20 mg oral tablet"|NA|NA|"active"|"20090819"
9003302|"furosemide 20 mg oral tablet"|NA|NA|"active"|"20100302"
9003303|"furosemide 40 mg oral tablet"|NA|NA|"active"|"20100302"
9003304|"furosemide 500 mg oral tablet"|NA|NA|"active"|"20100705"
9003305|"furosemide 80 mg oral tablet"|NA|NA|"active"|"20100302"
9003309|"fusidic acid 2 % cutaneous cream"|NA|NA|"active"|"20160115"
9003306|"fusidate sodium 2 % cutaneous ointment"|NA|NA|"active"|"20160115"
9003307|"fusidic acid 1 % per w/w opthalmic drops"|NA|NA|"active"|"20141117"
9003310|"gabapentin 100 mg oral capsule"|NA|NA|"active"|"20020415"
9003311|"gabapentin 300 mg oral capsule"|NA|NA|"active"|"20020415"
9003312|"gabapentin 400 mg oral capsule"|NA|NA|"active"|"20020415"
9003313|"gabapentin 600 mg oral tablet"|NA|NA|"active"|"20050118"
9003314|"gabapentin 800 mg oral tablet"|NA|NA|"active"|"20050118"
9003322|"galantamine (galantamine hydrobromide) 16 mg prolonged release oral capsule"|NA|NA|"active"|"20061031"
9003323|"galantamine (galantamine hydrobromide) 24 mg prolonged release oral capsule"|NA|NA|"active"|"20061031"
9003324|"galantamine (galantamine hydrobromide) 8 mg prolonged release oral capsule"|NA|NA|"active"|"20061031"
9003360|"gliclazide 80 mg oral tablet"|NA|NA|"active"|"20060310"
9003358|"gliclazide 30 mg prolonged release oral tablet"|NA|NA|"active"|"20130627"
9003359|"gliclazide 60 mg prolonged release oral tablet"|NA|NA|"active"|"20150415"
9003371|"glyburide 2.5 mg oral tablet"|NA|NA|"active"|"20060310"
9003372|"glyburide 5 mg oral tablet"|NA|NA|"active"|"20060329"
9003458|"haloperidol 0.5 mg oral tablet"|NA|NA|"active"|"20080205"
9003459|"haloperidol 1 mg oral tablet"|NA|NA|"active"|"20080205"
9003460|"haloperidol 10 mg oral tablet"|NA|NA|"active"|"20080205"
9003461|"haloperidol 2 mg oral tablet"|NA|NA|"active"|"20080205"
9003464|"haloperidol 20 mg oral tablet"|NA|NA|"active"|"20160923"
9003465|"haloperidol 5 mg oral tablet"|NA|NA|"active"|"20080205"
9003547|"hydrochlorothiazide 100 mg oral tablet"|NA|NA|"active"|"20130807"
9003568|"hydrochlorothiazide 12.5 mg oral tablet"|NA|NA|"active"|"20090903"
9003586|"hydrochlorothiazide 25 mg oral tablet"|NA|NA|"active"|"20090903"
9003589|"hydrochlorothiazide 50 mg oral tablet"|NA|NA|"active"|"20090903"
9003548|"hydrochlorothiazide 12.5 mg and irbesartan 150 mg oral tablet"|NA|NA|"active"|"20110324"
9003549|"hydrochlorothiazide 12.5 mg and irbesartan 300 mg oral tablet"|NA|NA|"active"|"20110324"
9003570|"hydrochlorothiazide 25 mg and irbesartan 300 mg oral tablet"|NA|NA|"active"|"20100114"
9003550|"hydrochlorothiazide 12.5 mg and lisinopril (lisinopril dihydrate) 10 mg oral tablet"|NA|NA|"active"|"20090903"
9003551|"hydrochlorothiazide 12.5 mg and lisinopril (lisinopril dihydrate) 20 mg oral tablet"|NA|NA|"active"|"20090903"
9003552|"hydrochlorothiazide 12.5 mg and lisinopril 10 mg oral tablet"|NA|NA|"active"|"20090903"
9003553|"hydrochlorothiazide 12.5 mg and lisinopril 20 mg oral tablet"|NA|NA|"active"|"20090903"
9003571|"hydrochlorothiazide 25 mg and lisinopril (lisinopril dihydrate) 20 mg oral tablet"|NA|NA|"active"|"20090903"
9003572|"hydrochlorothiazide 25 mg and lisinopril 20 mg oral tablet"|NA|NA|"active"|"20090903"
9003554|"hydrochlorothiazide 12.5 mg and losartan potassium 100 mg oral tablet"|NA|NA|"active"|"20110210"
9003555|"hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet"|NA|NA|"active"|"20110210"
9003573|"hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet"|NA|NA|"active"|"20120223"
9003556|"hydrochlorothiazide 12.5 mg and olmesartan medoxomil 20 mg oral tablet"|NA|NA|"active"|"20120920"
9003557|"hydrochlorothiazide 12.5 mg and olmesartan medoxomil 40 mg oral tablet"|NA|NA|"active"|"20120808"
9003575|"hydrochlorothiazide 25 mg and olmesartan medoxomil 40 mg oral tablet"|NA|NA|"active"|"20120808"
9003558|"hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 10 mg oral tablet"|NA|NA|"active"|"20150505"
9003559|"hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet"|NA|NA|"active"|"20090903"
