"mp_code","mp_formal_name","mp_en_description","mp_fr_description","mp_status","mp_status_effective_time","mp_type","Health_Canada_identifier","Health_Canada_description"
"02243097","LIPITOR (atorvastatin (atorvastatin calcium) 80 mg oral tablet) PFIZER CANADA INC",NA,NA,"active","20010629","DIN","02243097",""
"02243144","PROGRAF (tacrolimus 0.5 mg oral capsule) ASTELLAS PHARMA CANADA INC",NA,NA,"active","20010402","DIN","02243144",""
"02243180","APO-FENO-MICRO CAPSULES (fenofibrate 67 mg oral capsule) APOTEX INC",NA,NA,"active","20010221","DIN","02243180",""
"02243229","SANDOZ RANITIDINE (ranitidine (ranitidine hydrochloride) 150 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20010515","DIN","02243229",""
"02243230","SANDOZ RANITIDINE (ranitidine (ranitidine hydrochloride) 300 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20010515","DIN","02243230",""
"02243278","LORAZEPAM INJECTION USP (lorazepam 4 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"active","20010606","DIN","02243278",""
"02243312","TEVA-NAPROXEN EC (naproxen 250 mg gastro-resistant tablet) TEVA CANADA LIMITED",NA,NA,"active","20010402","DIN","02243312",""
"02243313","TEVA-NAPROXEN EC (naproxen 375 mg gastro-resistant tablet) TEVA CANADA LIMITED",NA,NA,"active","20010402","DIN","02243313",""
"02243314","TEVA-NAPROXEN EC (naproxen 500 mg gastro-resistant tablet) TEVA CANADA LIMITED",NA,NA,"active","20010402","DIN","02243314",""
"02243338","SANDOZ DILTIAZEM CD (diltiazem hydrochloride 120 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20010220","DIN","02243338",""
"02243339","SANDOZ DILTIAZEM CD (diltiazem hydrochloride 180 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20010220","DIN","02243339",""
"02243340","SANDOZ DILTIAZEM CD (diltiazem hydrochloride 240 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20010220","DIN","02243340",""
"02243341","SANDOZ DILTIAZEM CD (diltiazem hydrochloride 300 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20010220","DIN","02243341",""
"02243350","APO-AMOXI CLAV 250/125 (amoxicillin (amoxicillin trihydrate) 250 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) APOTEX INC",NA,NA,"active","20010301","DIN","02243350",""
"02243351","APO-AMOXI CLAV 500/125 (amoxicillin (amoxicillin trihydrate) 500 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) APOTEX INC",NA,NA,"active","20010301","DIN","02243351",""
"02243371","AZATHIOPRINE-50 (azathioprine 50 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090610","DIN","02243371",""
"02243426","PMS-ZOPICLONE (zopiclone 5 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20010215","DIN","02243426",""
"02243431","MYLAN-NAPROXEN EC (naproxen 250 mg gastro-resistant tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active","20170922","DIN","02243431",""
"02243432","MYLAN-NAPROXEN EC (naproxen 375 mg gastro-resistant tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active","20010314","DIN","02243432",""
"02243433","APO-DICLO RAPIDE 50 MG TABLETS (diclofenac potassium 50 mg oral tablet) APOTEX INC",NA,NA,"active","20010525","DIN","02243433",""
"02243446","PMS-GABAPENTIN (gabapentin 100 mg oral capsule) PHARMASCIENCE INC",NA,NA,"active","20010223","DIN","02243446",""
"02243447","PMS-GABAPENTIN (gabapentin 300 mg oral capsule) PHARMASCIENCE INC",NA,NA,"active","20010223","DIN","02243447",""
"02243448","PMS-GABAPENTIN (gabapentin 400 mg oral capsule) PHARMASCIENCE INC",NA,NA,"active","20010223","DIN","02243448",""
"02243486","SANDOZ FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"inactive","20170803","DIN","02243486",""
"02243487","SANDOZ FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"inactive","20170803","DIN","02243487",""
"02243506","APO-PRAVASTATIN (pravastatin sodium 10 mg oral tablet) APOTEX INC",NA,NA,"active","20010227","DIN","02243506",""
"02243507","APO-PRAVASTATIN (pravastatin sodium 20 mg oral tablet) APOTEX INC",NA,NA,"active","20010227","DIN","02243507",""
"02243508","APO-PRAVASTATIN (pravastatin sodium 40 mg oral tablet) APOTEX INC",NA,NA,"active","20010227","DIN","02243508",""
"02243518","PMS-TERAZOSIN (terazosin (terazosin hydrochloride) 1 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20010223","DIN","02243518",""
"02243519","PMS-TERAZOSIN (terazosin (terazosin hydrochloride) 2 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20010223","DIN","02243519",""
"02243520","PMS-TERAZOSIN (terazosin (terazosin hydrochloride) 5 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20010223","DIN","02243520",""
"02243521","PMS-TERAZOSIN (terazosin (terazosin hydrochloride) 10 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20010223","DIN","02243521",""
"02243538","APO-LABETALOL TABLETS (labetalol hydrochloride 100 mg oral tablet) APOTEX INC",NA,NA,"inactive","20170804","DIN","02243538",""
"02243539","APO-LABETALOL TABLETS (labetalol hydrochloride 200 mg oral tablet) APOTEX INC",NA,NA,"inactive","20170804","DIN","02243539",""
"02243588","MYLAN-NITRO SUBLINGUAL SPRAY (nitroglycerin 0.4 mg per actuation sublingual spray) MYLAN PHARMACEUTICALS ULC",NA,NA,"active","20010823","DIN","02243588",""
"02243595","ASMANEX TWISTHALER (mometasone furoate 200 mcg per actuation inhalation powder) MERCK CANADA INC",NA,NA,"active","20111221","DIN","02243595","FOR ORAL INHALATION ONLY"
"02243596","ASMANEX TWISTHALER (mometasone furoate 400 mcg per actuation inhalation powder) MERCK CANADA INC",NA,NA,"active","20111221","DIN","02243596","FOR ORAL INHALATION ONLY"
"02243602","SINGULAIR (montelukast (montelukast sodium) 4 mg chewable tablet) MERCK CANADA INC",NA,NA,"active","20010409","DIN","02243602",""
"02243611","APO-ALPRAZ (alprazolam 1 mg oral tablet) APOTEX INC",NA,NA,"active","20010416","DIN","02243611",""
"02243612","APO-ALPRAZ TS (alprazolam 2 mg oral tablet) APOTEX INC",NA,NA,"active","20010416","DIN","02243612",""
"02243722","OESCLIM (estradiol 25 mcg per 24 hour transdermal patch) SEARCHLIGHT PHARMA INC",NA,NA,"active","20020322","DIN","02243722",""
"02243724","OESCLIM (estradiol 50 mcg per 24 hour transdermal patch) SEARCHLIGHT PHARMA INC",NA,NA,"active","20020321","DIN","02243724",""
"02243743","DOM-GABAPENTIN (gabapentin 100 mg oral capsule) DOMINION PHARMACAL",NA,NA,"active","20020311","DIN","02243743",""
"02243744","DOM-GABAPENTIN (gabapentin 300 mg oral capsule) DOMINION PHARMACAL",NA,NA,"active","20020311","DIN","02243744",""
"02243745","DOM-GABAPENTIN (gabapentin 400 mg oral capsule) DOMINION PHARMACAL",NA,NA,"active","20020311","DIN","02243745",""
"02243746","DOM-TERAZOSIN (terazosin (terazosin hydrochloride) 1 mg oral tablet) DOMINION PHARMACAL",NA,NA,"inactive","20170803","DIN","02243746",""
"02243747","DOM-TERAZOSIN (terazosin (terazosin hydrochloride) 2 mg oral tablet) DOMINION PHARMACAL",NA,NA,"inactive","20170803","DIN","02243747",""
"02243748","DOM-TERAZOSIN (terazosin (terazosin hydrochloride) 5 mg oral tablet) DOMINION PHARMACAL",NA,NA,"inactive","20170803","DIN","02243748",""
"02243749","DOM-TERAZOSIN (terazosin (terazosin hydrochloride) 10 mg oral tablet) DOMINION PHARMACAL",NA,NA,"inactive","20170803","DIN","02243749",""
"02243771","RATIO-ACLAVULANATE (amoxicillin (amoxicillin trihydrate) 500 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active","20010426","DIN","02243771",""
"02243796","PARIET, ENTERIC-COATED TABLET 10MG (rabeprazole sodium 10 mg gastro-resistant tablet) JANSSEN INC",NA,NA,"active","20020402","DIN","02243796",""
"02243797","PARIET, ENTERIC-COATED TABLET 20MG (rabeprazole sodium 20 mg gastro-resistant tablet) JANSSEN INC",NA,NA,"active","20020402","DIN","02243797",""
"02243803","LAMICTAL (lamotrigine 2 mg oral tablet) GLAXOSMITHKLINE INC",NA,NA,"active","20010913","DIN","02243803","CHEWABLE/DISPERSIBLE TABLETS/MAY BE SWALLOWED WHOLE"
"02243824","PRAVASTATIN-10 (pravastatin sodium 10 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20021223","DIN","02243824",""
"02243825","PRAVASTATIN-20 (pravastatin sodium 20 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20021223","DIN","02243825",""
"02243826","PRAVASTATIN-40 (pravastatin sodium 40 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20021223","DIN","02243826",""
"02243836","SANDOZ AMIODARONE (amiodarone hydrochloride 200 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20010821","DIN","02243836",""
"02243861","FUCITHALMIC WITHOUT PRESERVATIVE (fusidic acid 1 % ophthalmic drops) AMDIPHARM LIMITED",NA,NA,"inactive","20170717","DIN","02243861","WITHOUT PRESERVATIVE"
"02243862","FUCITHALMIC WITH PRESERVATIVE (fusidic acid 1 % ophthalmic drops) AMDIPHARM LIMITED",NA,NA,"active","20010829","DIN","02243862","WITH PRESERVATIVE"
"02243878","SERC (betahistine hydrochloride 16 mg oral tablet) BGP PHARMA ULC",NA,NA,"active","20010817","DIN","02243878",""
"02243910","REMERON (mirtazapine 30 mg oral tablet) MERCK CANADA INC",NA,NA,"active","20010524","DIN","02243910",""
"02243942","TEVETEN (eprosartan (eprosartan mesylate) 600 mg oral tablet) BGP PHARMA ULC",NA,NA,"active","20010525","DIN","02243942","FILM-COATED"
"02243960","DITROPAN XL  -(5MG) (oxybutynin chloride 5 mg prolonged-release oral tablet) JANSSEN INC",NA,NA,"active","20010622","DIN","02243960",""
"02243961","DITROPAN XL  -(10MG) (oxybutynin chloride 10 mg prolonged-release oral tablet) JANSSEN INC",NA,NA,"active","20010622","DIN","02243961",""
"02243978","PMS-CODEINE (codeine phosphate 15 mg oral tablet) PHARMASCIENCE INC",NA,NA,"inactive","20170803","DIN","02243978",""
"02243979","PMS-CODEINE (codeine phosphate 30 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20011216","DIN","02243979",""
"02243986","APO-AMOXI CLAV 125MG/31.25MG PER 5ML (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL and clavulanic acid (potassium clavulanate) 31.25 mg per 5 mL oral suspension) APOTEX INC",NA,NA,"inactive","20170804","DIN","02243986",""
"02243987","APO-AMOXI CLAV 250MG/62.5MG PER 5ML (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL and clavulanic acid (potassium clavulanate) 62.5 mg per 5 mL oral suspension) APOTEX INC",NA,NA,"inactive","20170804","DIN","02243987",""
"02243999","ESTRADOT 37.5 (estradiol 37.5 mcg per 24 hour transdermal patch) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active","20010905","DIN","02243999",""
"02244000","ESTRADOT 50 (estradiol 50 mcg per 24 hour transdermal patch) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active","20010905","DIN","02244000",""
"02244001","ESTRADOT 75 (estradiol 75 mcg per 24 hour transdermal patch) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active","20010905","DIN","02244001",""
"02244002","ESTRADOT 100 (estradiol 100 mcg per 24 hour transdermal patch) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active","20010905","DIN","02244002",""
"02244021","ATACAND PLUS (candesartan cilexetil 16 mg and hydrochlorothiazide 12.5 mg oral tablet) ASTRAZENECA CANADA INC",NA,NA,"active","20010626","DIN","02244021",""
"02244080","DIMETANE EXPECTORANT DC (brompheniramine maleate 2 mg per 5 mL and guaifenesin 100 mg per 5 mL and hydrocodone bitartrate 1.8 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC",NA,NA,"active","20010906","DIN","02244080",""
"02244107","SEROQUEL 300 MG (quetiapine (quetiapine fumarate) 300 mg oral tablet) ASTRAZENECA CANADA INC",NA,NA,"active","20010821","DIN","02244107",""
"02244138","PMS-DIVALPROEX (125MG) (valproic acid (divalproex sodium) 125 mg gastro-resistant tablet) PHARMASCIENCE INC",NA,NA,"inactive","20170803","DIN","02244138",""
"02244139","PMS-DIVALPROEX (250MG) (valproic acid (divalproex sodium) 250 mg gastro-resistant tablet) PHARMASCIENCE INC",NA,NA,"inactive","20170803","DIN","02244139",""
"02244140","PMS-DIVALPROEX (500MG) (valproic acid (divalproex sodium) 500 mg gastro-resistant tablet) PHARMASCIENCE INC",NA,NA,"inactive","20170803","DIN","02244140",""
"02244148","PROTOPIC (tacrolimus 0.1 % cutaneous ointment) LEO PHARMA INC",NA,NA,"active","20010906","DIN","02244148",""
"02244149","PROTOPIC (tacrolimus 0.03 % cutaneous ointment) LEO PHARMA INC",NA,NA,"active","20010906","DIN","02244149",""
"02244290","METADOL-D (methadone hydrochloride 10 mg per mL oral solution) PALADIN LABS INC",NA,NA,"active","20010803","DIN","02244290",""
"02244291","FLOVENT HFA (fluticasone propionate 50 mcg per actuation pressurised inhalation) GLAXOSMITHKLINE INC",NA,NA,"active","20011220","DIN","02244291",""
"02244292","FLOVENT HFA (fluticasone propionate 125 mcg per actuation pressurised inhalation) GLAXOSMITHKLINE INC",NA,NA,"active","20011220","DIN","02244292",""
"02244293","FLOVENT HFA (fluticasone propionate 250 mcg per actuation pressurised inhalation) GLAXOSMITHKLINE INC",NA,NA,"active","20011220","DIN","02244293",""
"02244304","APO-GABAPENTIN CAPSULES (gabapentin 100 mg oral capsule) APOTEX INC",NA,NA,"active","20010827","DIN","02244304",""
"02244305","APO-GABAPENTIN CAPSULES (gabapentin 300 mg oral capsule) APOTEX INC",NA,NA,"active","20010827","DIN","02244305",""
"02244306","APO-GABAPENTIN CAPSULES (gabapentin 400 mg oral capsule) APOTEX INC",NA,NA,"active","20010827","DIN","02244306",""
"02244353","NOVORAPID 3ML PENFILL CARTRIDGE (insulin aspart 100 unit per mL solution for injection 3 mL cartridge) NOVO NORDISK CANADA INC",NA,NA,"active","20011031","DIN","02244353","3ML PENFILL CARTRIDGE"
"02244403","TARO-CARBAMAZEPINE CHEWABLE TABLETS 100MG (carbamazepine 100 mg chewable tablet) TARO PHARMACEUTICALS INC",NA,NA,"active","20020419","DIN","02244403",""
"02244404","TARO-CARBAMAZEPINE CHEWABLE TABLETS 200MG (carbamazepine 200 mg chewable tablet) TARO PHARMACEUTICALS INC",NA,NA,"active","20020419","DIN","02244404",""
"02244474","PMS-CLOBAZAM (clobazam 10 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20011116","DIN","02244474",""
"02244494","TEVA-LEVOCARBIDOPA (carbidopa 10 mg and levodopa 100 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active","20020705","DIN","02244494",""
"02244495","TEVA-LEVOCARBIDOPA (carbidopa 25 mg and levodopa 100 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active","20020705","DIN","02244495",""
"02244496","TEVA-LEVOCARBIDOPA (carbidopa 25 mg and levodopa 250 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active","20020705","DIN","02244496",""
"02244508","PMS-BUTORPHANOL (butorphanol tartrate 10 mg per mL nasal spray) PHARMASCIENCE INC",NA,NA,"inactive","20170803","DIN","02244508",""
"02244513","TEVA-GABAPENTIN (gabapentin 100 mg oral capsule) TEVA CANADA LIMITED",NA,NA,"active","20020621","DIN","02244513","100MG"
"02244514","TEVA-GABAPENTIN (gabapentin 300 mg oral capsule) TEVA CANADA LIMITED",NA,NA,"active","20020621","DIN","02244514","300MG"
"02244515","TEVA-GABAPENTIN (gabapentin 400 mg oral capsule) TEVA CANADA LIMITED",NA,NA,"active","20020621","DIN","02244515","400MG"
"02244521","NEXIUM - 20MG (esomeprazole (esomeprazole magnesium trihydrate) 20 mg gastro-resistant tablet) ASTRAZENECA CANADA INC",NA,NA,"active","20010820","DIN","02244521",""
"02244522","NEXIUM - 40MG (esomeprazole (esomeprazole magnesium trihydrate) 40 mg gastro-resistant tablet) ASTRAZENECA CANADA INC",NA,NA,"active","20010820","DIN","02244522",""
"02244527","PMS-DOXAZOSIN (doxazosin (doxazosin mesylate) 1 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20011001","DIN","02244527",""
"02244528","PMS-DOXAZOSIN (doxazosin (doxazosin mesylate) 2 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20011001","DIN","02244528",""
"02244529","PMS-DOXAZOSIN (doxazosin (doxazosin mesylate) 4 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20011001","DIN","02244529",""
"02244577","ADVIL EXTRA STRENGTH CAPLETS (ibuprofen 400 mg oral tablet) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC",NA,NA,"active","20020514","DIN","02244577",""
"02244612","DETROL LA (tolterodine tartrate 2 mg prolonged-release oral capsule) PFIZER CANADA INC",NA,NA,"active","20020326","DIN","02244612",""
"02244613","DETROL LA (tolterodine tartrate 4 mg prolonged-release oral capsule) PFIZER CANADA INC",NA,NA,"active","20020326","DIN","02244613",""
"02244638","APO-CLOBAZAM (clobazam 10 mg oral tablet) APOTEX INC",NA,NA,"active","20011128","DIN","02244638",""
"02244641","BIAXIN (clarithromycin 250 mg per 5 mL oral suspension) BGP PHARMA ULC",NA,NA,"active","20020528","DIN","02244641",""
"02244646","RATIO-ACLAVULANATE 125 F (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL and clavulanic acid (clavulanate potassium) 31.25 mg per 5 mL oral suspension) TEVA CANADA LIMITED",NA,NA,"inactive","20170901","DIN","02244646",""
"02244647","RATIO-ACLAVULANATE 250 F (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL and clavulanic acid (clavulanate potassium) 62.5 mg per 5 mL oral suspension) TEVA CANADA LIMITED",NA,NA,"active","20020618","DIN","02244647",""
"02244726","APO-MEDROXY TABLETS (medroxyprogesterone acetate 2.5 mg oral tablet) APOTEX INC",NA,NA,"active","20020422","DIN","02244726",""
"02244727","APO-MEDROXY TABLETS (medroxyprogesterone acetate 5 mg oral tablet) APOTEX INC",NA,NA,"active","20020422","DIN","02244727",""
"02244756","BIAXIN XL (clarithromycin 500 mg prolonged-release oral tablet) BGP PHARMA ULC",NA,NA,"active","20020522","DIN","02244756",""
"02244769","PMS-MOMETASONE (mometasone furoate 0.1 % cutaneous ointment) PHARMASCIENCE INC",NA,NA,"inactive","20170825","DIN","02244769",""
"02244781","DIOVAN 80MG TABLETS (valsartan 80 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active","20030124","DIN","02244781",""
"02244782","DIOVAN 160MG TABLETS (valsartan 160 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active","20030124","DIN","02244782",""
"02244838","PMS-SERTRALINE (sertraline (sertraline hydrochloride) 25 mg oral capsule) PHARMASCIENCE INC",NA,NA,"active","20020130","DIN","02244838",""
"02244839","PMS-SERTRALINE (sertraline (sertraline hydrochloride) 50 mg oral capsule) PHARMASCIENCE INC",NA,NA,"active","20020130","DIN","02244839",""
"02244840","PMS-SERTRALINE (sertraline (sertraline hydrochloride) 100 mg oral capsule) PHARMASCIENCE INC",NA,NA,"active","20020130","DIN","02244840",""
"02244895","IMURAN (azathioprine (azathioprine sodium) 50 mg per vial powder for solution for injection) ASPEN PHARMACARE CANADA INC.",NA,NA,"active","20011220","DIN","02244895",""
"02244981","TRACLEER (bosentan (bosentan monohydrate) 62.5 mg oral tablet) ACTELION PHARMACEUTICALS LTD",NA,NA,"active","20011214","DIN","02244981",""
"02244982","TRACLEER (bosentan (bosentan monohydrate) 125 mg oral tablet) ACTELION PHARMACEUTICALS LTD",NA,NA,"active","20011214","DIN","02244982",""
"02245058","APO-OMEPRAZOLE (omeprazole 20 mg gastro-resistant capsule) APOTEX INC",NA,NA,"active","20040128","DIN","02245058",""
"02245077","APO-ZOPICLONE (zopiclone 5 mg oral tablet) APOTEX INC",NA,NA,"active","20020604","DIN","02245077",""
"02245126","ADVAIR 125 (fluticasone propionate 125 mcg per actuation and salmeterol (salmeterol xinafoate) 25 mcg per actuation pressurised inhalation) GLAXOSMITHKLINE INC",NA,NA,"active","20011221","DIN","02245126",""
"02245127","ADVAIR 250 (fluticasone propionate 250 mcg per actuation and salmeterol (salmeterol xinafoate) 25 mcg per actuation pressurised inhalation) GLAXOSMITHKLINE INC",NA,NA,"active","20011221","DIN","02245127",""
"02245159","SANDOZ SERTRALINE (sertraline (sertraline hydrochloride) 25 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20020213","DIN","02245159",""
"02245160","SANDOZ SERTRALINE (sertraline (sertraline hydrochloride) 50 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20020213","DIN","02245160",""
"02245161","SANDOZ SERTRALINE (sertraline (sertraline hydrochloride) 100 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20020213","DIN","02245161",""
"02245208","APO-LAMOTRIGINE (lamotrigine 25 mg oral tablet) APOTEX INC",NA,NA,"active","20020318","DIN","02245208",""
"02245209","APO-LAMOTRIGINE (lamotrigine 100 mg oral tablet) APOTEX INC",NA,NA,"inactive","20170804","DIN","02245209",""
"02245210","APO-LAMOTRIGINE (lamotrigine 150 mg oral tablet) APOTEX INC",NA,NA,"active","20020318","DIN","02245210",""
"02245211","APO-LEVOCARB CR (carbidopa 50 mg and levodopa 200 mg prolonged-release oral tablet) APOTEX INC",NA,NA,"active","20031113","DIN","02245211",""
"02245240","EXELON (rivastigmine (rivastigmine hydrogen tartrate) 2 mg per mL oral solution) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active","20021205","DIN","02245240",""
"02245246","APO-INDAPAMIDE 1.25 MG TABLETS (indapamide 1.25 mg oral tablet) APOTEX INC",NA,NA,"active","20021108","DIN","02245246",""
"02245247","APO-GLICLAZIDE (gliclazide 80 mg oral tablet) APOTEX INC",NA,NA,"active","20020702","DIN","02245247",""
"02245248","AMIODARONE HYDROCHLORIDE INJECTION (amiodarone hydrochloride 150 mg per 3 mL solution for injection vial) FRESENIUS KABI CANADA LTD",NA,NA,"active","20020423","DIN","02245248",""
"02245329","FOSAMAX (alendronic acid (alendronate sodium) 70 mg oral tablet) MERCK CANADA INC",NA,NA,"active","20020214","DIN","02245329",""
"02245397","NOVORAPID (insulin aspart 100 unit per mL solution for injection 10 mL vial) NOVO NORDISK CANADA INC",NA,NA,"active","20020612","DIN","02245397","10ML VIAL"
"02245522","TARO-CLOBETASOL TOPICAL SOLUTION USP, 0.05% (clobetasol propionate 0.05 % cutaneous solution) TARO PHARMACEUTICALS INC",NA,NA,"active","20020422","DIN","02245522",""
"02245523","TARO-CLOBETASOL CREAM USP, 0.05% (clobetasol propionate 0.05 % cutaneous cream) TARO PHARMACEUTICALS INC",NA,NA,"active","20020422","DIN","02245523",""
"02245524","TARO-CLOBETASOL OINTMENT USP, 0.05% (clobetasol propionate 0.05 % cutaneous ointment) TARO PHARMACEUTICALS INC",NA,NA,"active","20020422","DIN","02245524",""
"02245532","PMS-PREDNISOLONE (prednisolone (prednisolone sodium phosphate) 5 mg per 5 mL oral solution) PHARMASCIENCE INC",NA,NA,"active","20020319","DIN","02245532",""
"02245565","XATRAL (alfuzosin hydrochloride 10 mg prolonged-release oral tablet) SANOFI-AVENTIS CANADA INC",NA,NA,"active","20020221","DIN","02245565",""
"02245618","APO-WARFARIN (warfarin sodium 3 mg oral tablet) APOTEX INC",NA,NA,"active","20020423","DIN","02245618",""
"02245623","APO-AMOXI CLAV 875/125 (amoxicillin (amoxicillin trihydrate) 875 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) APOTEX INC",NA,NA,"active","20021024","DIN","02245623",""
"02245676","ESTRADOT 25 (estradiol 25 mcg per 24 hour transdermal patch) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active","20021003","DIN","02245676",""
"02245686","CALCITRIOL INJECTION (calcitriol 1 mcg per 1 mL solution for injection ampoule) FRESENIUS KABI CANADA LTD",NA,NA,"active","20030707","DIN","02245686",""
"02245689","LANTUS (insulin glargine 100 unit per mL solution for injection 10 mL vial) SANOFI-AVENTIS CANADA INC",NA,NA,"active","20020724","DIN","02245689","VIAL"
"02245748","DOM-SERTRALINE (sertraline (sertraline hydrochloride) 25 mg oral capsule) DOMINION PHARMACAL",NA,NA,"active","20020531","DIN","02245748",""
"02245749","DOM-SERTRALINE (sertraline (sertraline hydrochloride) 50 mg oral capsule) DOMINION PHARMACAL",NA,NA,"active","20020531","DIN","02245749",""
"02245750","DOM-SERTRALINE (sertraline (sertraline hydrochloride) 100 mg oral capsule) DOMINION PHARMACAL",NA,NA,"active","20020531","DIN","02245750",""
"02245751","DOM-DIVALPROEX (valproic acid (divalproex sodium) 125 mg gastro-resistant tablet) DOMINION PHARMACAL",NA,NA,"inactive","20170803","DIN","02245751",""
"02245752","DOM-DIVALPROEX (valproic acid (divalproex sodium) 250 mg gastro-resistant tablet) DOMINION PHARMACAL",NA,NA,"inactive","20170803","DIN","02245752",""
"02245753","DOM-DIVALPROEX (valproic acid (divalproex sodium) 500 mg gastro-resistant tablet) DOMINION PHARMACAL",NA,NA,"inactive","20170803","DIN","02245753",""
"02245758","PMS-OXYCODONE - ACETAMINOPHEN (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20020807","DIN","02245758",""
"02245784","DOM-LORAZEPAM (lorazepam 0.5 mg oral tablet) DOMINION PHARMACAL",NA,NA,"inactive","20170803","DIN","02245784",""
"02245785","DOM-LORAZEPAM (lorazepam 1 mg oral tablet) DOMINION PHARMACAL",NA,NA,"inactive","20170803","DIN","02245785",""
"02245786","DOM-LORAZEPAM (lorazepam 2 mg oral tablet) DOMINION PHARMACAL",NA,NA,"inactive","20170803","DIN","02245786",""
"02245821","KETOROLAC (ketorolac tromethamine 0.5 % ophthalmic drops) AA PHARMA INC",NA,NA,"active","20021206","DIN","02245821",""
"02245860","LUMIGAN (bimatoprost 0.03 % ophthalmic drops) ALLERGAN INC",NA,NA,"inactive","20170714","DIN","02245860",""
"02245914","PMS-CARVEDILOL (carvedilol 3.125 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20030804","DIN","02245914",""
"02245915","PMS-CARVEDILOL (carvedilol 6.25 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20030804","DIN","02245915",""
"02245916","PMS-CARVEDILOL (carvedilol 12.5 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20030804","DIN","02245916",""
"02245917","PMS-CARVEDILOL (carvedilol 25 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20030804","DIN","02245917",""
"02245918","SANDOZ DILTIAZEM T (diltiazem hydrochloride 120 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20060126","DIN","02245918",""
"02245919","SANDOZ DILTIAZEM T (diltiazem hydrochloride 180 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20060126","DIN","02245919",""
