"mp_code","drug_code","drug_identification_number","mp_formal_name","tm_code","ccdd"
700167,49967,"02230708","PMS-HALOPERIDOL-LA (haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection vial) PHARMASCIENCE INC",8000084,TRUE
700168,49967,"02230708","PMS-HALOPERIDOL-LA (haloperidol (haloperidol decanoate) 500 mg per 5 mL solution for injection vial) PHARMASCIENCE INC",8000084,TRUE
700566,19798,"02097168","RATIO-IPRATROPIUM UDV (ipratropium bromide 250 mcg per 1 mL inhalation solution unit dose vial) TEVA CANADA LIMITED",8000202,TRUE
700567,19798,"02097168","RATIO-IPRATROPIUM UDV (ipratropium bromide 500 mcg per 2 mL inhalation solution unit dose vial) TEVA CANADA LIMITED",8000202,TRUE
700639,93426,"02448564","SUNSCREEN OIL (avobenzone 2.8 g per 100 g and octocrylene 2.2 g per 100 g and oxybenzone 2 g per 100 g liquid) FRUIT OF THE EARTH, INC",NA,FALSE
700571,43176,"02216221","TEVA-IPRATROPIUM STERINEBS (ipratropium bromide 0.025 % per 1 mL inhalation solution unit dose vial) TEVA CANADA LIMITED",8000202,TRUE
700572,43176,"02216221","TEVA-IPRATROPIUM STERINEBS (ipratropium bromide 0.05 % per 2 mL inhalation solution unit dose vial) TEVA CANADA LIMITED",8000202,TRUE
700157,13063,"00498335","TREMYTOINE INJ 50MG/ML (phenytoin sodium 100 mg per 2 mL solution for injection vial) OMEGA LABORATORIES LTD",8000004,TRUE
700158,13063,"00498335","TREMYTOINE INJ 50MG/ML (phenytoin sodium 250 mg per 5 mL solution for injection vial) OMEGA LABORATORIES LTD",8000004,TRUE
700378,17234,"00839299","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 10 mg per 4 mL solution for injection ampoule) PFIZER CANADA INC",8000124,TRUE
700379,17234,"00839299","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 10 mg per 4 mL solution for injection vial) PFIZER CANADA INC",8000124,TRUE
700380,17234,"00839299","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 5 mg per 2 mL solution for injection vial) PFIZER CANADA INC",8000124,TRUE
