"ntp_code","formal_description_ntp","en_display","fr_display","status","ntp_status_effective_time"
9002455,"dextroamphetamine sulfate 10 mg prolonged release oral capsule",NA,NA,"active","20151203"
9002456,"dextroamphetamine sulfate 15 mg prolonged release oral capsule",NA,NA,"active","20151203"
9002590,"diazepam 10 mg oral tablet",NA,NA,"active","20060306"
9002591,"diazepam 2 mg oral tablet",NA,NA,"active","20060329"
9002592,"diazepam 5 mg oral tablet",NA,NA,"active","20060306"
9002601,"dibucaine hydrochloride 5 mg per g and esculin 10 mg per g and framycetin sulfate 10 mg per g and hydrocortisone (hydrocortisone acetate) 5 mg per g rectal ointment",NA,NA,"active","20150429"
9002602,"dibucaine hydrochloride 5 mg per g and esculin 10 mg per g and framycetin sulfate 10 mg per g and hydrocortisone 5 mg per g rectal ointment",NA,NA,"active","20070927"
9002599,"dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone (hydrocortisone acetate) 5 mg suppository",NA,NA,"active","20150429"
9002600,"dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone 5 mg suppository",NA,NA,"active","20060518"
9002603,"diclofenac diethylamine 1.16 % per w/w cutaneous gel",NA,NA,"active","20160815"
9002604,"diclofenac diethylamine 2.32 % cutaneous gel",NA,NA,"active","20160126"
9002608,"diclofenac sodium 1.5 % per w/w cutaneous solution",NA,NA,"active","20100507"
9002612,"diclofenac sodium 25 mg gastro-resistant tablet",NA,NA,"active","20141016"
9002617,"diclofenac sodium 50 mg gastro-resistant tablet",NA,NA,"active","20111129"
9002607,"diclofenac sodium 0.1 % per w/v opthalmic drops, solution",NA,NA,"active","20160223"
9002605,"diclofenac potassium 50 mg oral tablet",NA,NA,"active","20080801"
9002613,"diclofenac sodium 25 mg oral tablet",NA,NA,"active","20060405"
9002618,"diclofenac sodium 50 mg oral tablet",NA,NA,"active","20060405"
9002606,"diclofenac potassium 50 mg per pck powder for oral solution",NA,NA,"active","20120803"
9002609,"diclofenac sodium 100 mg per srt prolonged release oral tablet",NA,NA,"active","20141016"
9002610,"diclofenac sodium 100 mg prolonged release oral tablet",NA,NA,"active","20060404"
9002614,"diclofenac sodium 25 mg prolonged release oral tablet",NA,NA,"active","20080917"
9002619,"diclofenac sodium 50 mg prolonged release oral tablet",NA,NA,"active","20070425"
9002623,"diclofenac sodium 75 mg per srt prolonged release oral tablet",NA,NA,"active","20141016"
9002624,"diclofenac sodium 75 mg prolonged release oral tablet",NA,NA,"active","20060404"
9002611,"diclofenac sodium 100 mg suppository",NA,NA,"active","20060606"
9002620,"diclofenac sodium 50 mg suppository",NA,NA,"active","20060606"
9002615,"diclofenac sodium 50 mg and misoprostol 200 mcg gastro-resistant tablet",NA,NA,"active","20160721"
9002621,"diclofenac sodium 75 mg and misoprostol 200 mcg gastro-resistant tablet",NA,NA,"active","20160721"
9002616,"diclofenac sodium 50 mg and misoprostol 200 mcg oral tablet",NA,NA,"active","20130125"
9002622,"diclofenac sodium 75 mg and misoprostol 200 mcg oral tablet",NA,NA,"active","20130125"
9002641,"digoxin 0.0625 mg oral tablet",NA,NA,"active","20070213"
9002642,"digoxin 0.125 mg oral tablet",NA,NA,"active","20070213"
9002643,"digoxin 0.25 mg oral tablet",NA,NA,"active","20070213"
9002648,"diltiazem hydrochloride 120 mg modified release oral capsule",NA,NA,"active","20060306"
9002651,"diltiazem hydrochloride 180 mg modified release oral capsule",NA,NA,"active","20060306"
9002654,"diltiazem hydrochloride 240 mg modified release oral capsule",NA,NA,"active","20100819"
9002658,"diltiazem hydrochloride 300 mg modified release oral capsule",NA,NA,"active","20101105"
9002657,"diltiazem hydrochloride 30 mg oral tablet",NA,NA,"active","20080206"
9002664,"diltiazem hydrochloride 60 mg oral tablet",NA,NA,"active","20080206"
9002649,"diltiazem hydrochloride 120 mg prolonged release oral capsule",NA,NA,"active","20030323"
9002652,"diltiazem hydrochloride 180 mg prolonged release oral capsule",NA,NA,"active","20081006"
9002655,"diltiazem hydrochloride 240 mg prolonged release oral capsule",NA,NA,"active","20081006"
9002659,"diltiazem hydrochloride 300 mg prolonged release oral capsule",NA,NA,"active","20081006"
9002661,"diltiazem hydrochloride 360 mg prolonged release oral capsule",NA,NA,"active","20081006"
9002665,"diltiazem hydrochloride 60 mg prolonged release oral capsule",NA,NA,"active","20030323"
9002666,"diltiazem hydrochloride 90 mg prolonged release oral capsule",NA,NA,"active","20030323"
9002650,"diltiazem hydrochloride 120 mg prolonged release oral tablet",NA,NA,"active","20140324"
9002653,"diltiazem hydrochloride 180 mg prolonged release oral tablet",NA,NA,"active","20140324"
9002656,"diltiazem hydrochloride 240 mg prolonged release oral tablet",NA,NA,"active","20140324"
9002660,"diltiazem hydrochloride 300 mg prolonged release oral tablet",NA,NA,"active","20140324"
9002662,"diltiazem hydrochloride 360 mg prolonged release oral tablet",NA,NA,"active","20140324"
9006282,"valproic acid 500 mg gastro-resistant capsule",NA,NA,"active","20060407"
9006269,"valproic acid (divalproex sodium) 125 mg gastro-resistant tablet",NA,NA,"active","20010824"
9006271,"valproic acid (divalproex sodium) 250 mg gastro-resistant tablet",NA,NA,"active","20010824"
9006272,"valproic acid (divalproex sodium) 250 mg per ect gastro-resistant tablet",NA,NA,"active","20060707"
9006274,"valproic acid (divalproex sodium) 500 mg gastro-resistant tablet",NA,NA,"active","20010824"
9006275,"valproic acid (divalproex sodium) 500 mg per ect gastro-resistant tablet",NA,NA,"active","20060707"
9006281,"valproic acid 250 mg oral capsule",NA,NA,"active","20060329"
9006270,"valproic acid (divalproex sodium) 125 mg prolonged release oral tablet",NA,NA,"active","20160909"
9006273,"valproic acid (divalproex sodium) 250 mg prolonged release oral tablet",NA,NA,"active","20160909"
9006276,"valproic acid (divalproex sodium) 500 mg prolonged release oral tablet",NA,NA,"active","20160909"
9002782,"domperidone (domperidone maleate) 10 mg oral tablet",NA,NA,"active","20110609"
9002787,"donepezil hydrochloride 10 mg oral tablet",NA,NA,"active","20100930"
9002789,"donepezil hydrochloride 5 mg oral tablet",NA,NA,"active","20130712"
9002788,"donepezil hydrochloride 10 mg orodispersible tablet",NA,NA,"active","20060821"
9002790,"donepezil hydrochloride 5 mg orodispersible tablet",NA,NA,"active","20130712"
9002795,"doxazosin (doxazosin mesylate) 1 mg oral tablet",NA,NA,"active","20060918"
9002796,"doxazosin (doxazosin mesylate) 1 mg per tab oral tablet",NA,NA,"active","20110222"
9002797,"doxazosin (doxazosin mesylate) 2 mg oral tablet",NA,NA,"active","20011022"
9002798,"doxazosin (doxazosin mesylate) 2 mg per tab oral tablet",NA,NA,"active","20110222"
9002799,"doxazosin (doxazosin mesylate) 4 mg oral tablet",NA,NA,"active","20060918"
9002800,"doxazosin (doxazosin mesylate) 4 mg per tab oral tablet",NA,NA,"active","20110222"
9002816,"doxycycline (doxycycline hyclate) 100 mg oral capsule",NA,NA,"active","20070413"
9002818,"doxycycline (doxycycline hyclate) 20 mg oral capsule",NA,NA,"active","20130108"
9002817,"doxycycline (doxycycline hyclate) 100 mg oral tablet",NA,NA,"active","20040716"
9002821,"doxycycline hyclate 100 mg oral tablet",NA,NA,"active","20060307"
9002819,"doxycycline (doxycycline hyclate) 44 mg per unit periodontal gel",NA,NA,"active","20150505"
9002829,"drospirenone 3 mg and ethinyl estradiol 0.02 mg oral tablet",NA,NA,"active","20110624"
9002830,"drospirenone 3 mg and ethinyl estradiol 0.03 mg oral tablet",NA,NA,"active","20130724"
9002833,"duloxetine (duloxetine hydrochloride) 30 mg modified release oral capsule",NA,NA,"active","20160513"
9002834,"duloxetine (duloxetine hydrochloride) 60 mg modified release oral capsule",NA,NA,"active","20160513"
9002836,"dutasteride 0.5 mg oral capsule",NA,NA,"active","20090320"
9002871,"enalapril maleate 10 mg oral tablet",NA,NA,"active","20100114"
9002872,"enalapril maleate 2.5 mg oral tablet",NA,NA,"active","20100114"
9002873,"enalapril maleate 20 mg oral tablet",NA,NA,"active","20100114"
9002875,"enalapril maleate 5 mg oral tablet",NA,NA,"active","20100115"
9002876,"enalapril sodium (enalapril maleate) 16 mg oral tablet",NA,NA,"active","20150505"
9002877,"enalapril sodium (enalapril maleate) 2 mg oral tablet",NA,NA,"active","20150505"
9002878,"enalapril sodium (enalapril maleate) 4 mg oral tablet",NA,NA,"active","20150505"
9002879,"enalapril sodium (enalapril maleate) 8 mg oral tablet",NA,NA,"active","20150505"
9002993,"erythromycin 250 mg gastro-resistant capsule",NA,NA,"active","20150817"
9002995,"erythromycin 333 mg gastro-resistant capsule",NA,NA,"active","20150429"
9002997,"erythromycin 5 mg per g ophthalmic ointment",NA,NA,"active","20080221"
9002988,"erythromycin (erythromycin ethylsuccinate) 600 mg oral tablet",NA,NA,"active","20110517"
9002991,"erythromycin (erythromycin stearate) 250 mg oral tablet",NA,NA,"active","20130321"
9002992,"erythromycin (erythromycin stearate) 500 mg oral tablet",NA,NA,"active","20130321"
9002994,"erythromycin 250 mg oral tablet",NA,NA,"active","20150429"
9002996,"erythromycin 333 mg oral tablet",NA,NA,"active","20150505"
9002998,"erythromycin 500 mg oral tablet",NA,NA,"active","20150505"
9002989,"erythromycin (erythromycin lactobionate) 1 g per vial powder for solution for injection",NA,NA,"active","20110210"
9002990,"erythromycin (erythromycin lactobionate) 500 mg per vial powder for solution for injection",NA,NA,"active","20100923"
9003000,"escitalopram (escitalopram oxalate) 10 mg oral tablet",NA,NA,"active","20070228"
9003001,"escitalopram (escitalopram oxalate) 20 mg oral tablet",NA,NA,"active","20120808"
9003002,"escitalopram 10 mg orodispersible tablet",NA,NA,"active","20130523"
9003003,"escitalopram 20 mg orodispersible tablet",NA,NA,"active","20130523"
9003010,"esomeprazole (esomeprazole magnesium dihydrate) 40 mg modified release oral capsule",NA,NA,"active","20140620"
9003009,"esomeprazole (esomeprazole magnesium dihydrate) 20 mg prolonged release oral tablet",NA,NA,"active","20151117"
9003011,"esomeprazole (esomeprazole magnesium dihydrate) 40 mg prolonged release oral tablet",NA,NA,"active","20151117"
9003018,"esomeprazole (esomeprazole magnesium) 20 mg prolonged release oral tablet",NA,NA,"active","20131204"
9003019,"esomeprazole (esomeprazole magnesium) 40 mg prolonged release oral tablet",NA,NA,"active","20121218"
9003022,"estradiol (estradiol hemihydrate) 0.5 mg oral tablet",NA,NA,"active","20160525"
9003023,"estradiol (estradiol hemihydrate) 1 mg oral tablet",NA,NA,"active","20160428"
9003025,"estradiol (estradiol hemihydrate) 2 mg oral tablet",NA,NA,"active","20160428"
9003037,"estradiol 0.5 mg oral tablet",NA,NA,"active","20151210"
9003043,"estradiol 1 mg oral tablet",NA,NA,"active","20151210"
9003048,"estradiol 2 mg oral tablet",NA,NA,"active","20151210"
9003049,"estradiol 2 mg ring (slow release)",NA,NA,"active","20060726"
9003033,"estradiol 0.06 % transdermal gel",NA,NA,"active","20130515"
9003034,"estradiol 0.1 % transdermal gel",NA,NA,"active","20150421"
9003026,"estradiol (estradiol hemihydrate) 2 mg transdermal patch",NA,NA,"active","20081022"
9003027,"estradiol (estradiol hemihydrate) 3.8 mg transdermal patch",NA,NA,"active","20081022"
9003028,"estradiol (estradiol hemihydrate) 4 mg transdermal patch",NA,NA,"active","20150505"
9003029,"estradiol (estradiol hemihydrate) 5.7 mg transdermal patch",NA,NA,"active","20081022"
9003030,"estradiol (estradiol hemihydrate) 6 mg transdermal patch",NA,NA,"active","20150505"
9003031,"estradiol (estradiol hemihydrate) 7.6 mg transdermal patch",NA,NA,"active","20081022"
9003032,"estradiol (estradiol hemihydrate) 8 mg transdermal patch",NA,NA,"active","20150505"
9003035,"estradiol 0.39 mg transdermal patch",NA,NA,"active","20060605"
9003039,"estradiol 0.585 mg transdermal patch",NA,NA,"active","20060605"
9003041,"estradiol 0.78 mg transdermal patch",NA,NA,"active","20060605"
9003044,"estradiol 1.17 mg transdermal patch",NA,NA,"active","20060605"
9003045,"estradiol 1.56 mg transdermal patch",NA,NA,"active","20060605"
9003046,"estradiol 10 mg per patch transdermal patch",NA,NA,"active","20160913"
9003047,"estradiol 15 mg per patch transdermal patch",NA,NA,"active","20150603"
9003050,"estradiol 20 mg per patch transdermal patch",NA,NA,"active","20150603"
9003052,"estradiol 5 mg per patch transdermal patch",NA,NA,"active","20160913"
9003053,"estradiol 7.5 mg per patch transdermal patch",NA,NA,"active","20150603"
9003024,"estradiol (estradiol hemihydrate) 10 mcg vaginal tablet",NA,NA,"active","20150505"
9002215,"conjugated estrogens 0.625 mg per g cutaneous cream",NA,NA,"active","20121107"
9002208,"conjugated estrogens 0.3 mg oral tablet",NA,NA,"active","20091019"
9002214,"conjugated estrogens 0.625 mg oral tablet",NA,NA,"active","20081122"
9002218,"conjugated estrogens 0.9 mg oral tablet",NA,NA,"active","20081122"
9002219,"conjugated estrogens 1.25 mg oral tablet",NA,NA,"active","20020517"
9002221,"conjugated estrogens 2.5 mg oral tablet",NA,NA,"active","20020517"
9002222,"conjugated estrogens 25 mg per vial powder for solution for injection",NA,NA,"active","20140331"
9002209,"conjugated estrogens 0.3 mg prolonged release oral tablet",NA,NA,"active","20141028"
9002217,"conjugated estrogens 0.625 mg prolonged release oral tablet",NA,NA,"active","20141028"
9002220,"conjugated estrogens 1.25 mg prolonged release oral tablet",NA,NA,"active","20141028"
9002216,"conjugated estrogens 0.625 mg per g vaginal cream",NA,NA,"active","20121107"
9003075,"ethinyl estradiol 2.6 mg and etonogestrel 11.4 mg ring (slow release)",NA,NA,"active","20130123"
9003064,"ethinyl estradiol 0.01 mg and ethinyl estradiol 0.03 mg and levonorgestrel 0.15 mg oral tablet",NA,NA,"active","20140506"
9003066,"ethinyl estradiol 0.03 mg and levonorgestrel 0.15 mg oral tablet",NA,NA,"active","20150505"
9003076,"ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet",NA,NA,"active","20130125"
9003078,"ethinyl estradiol 30 mcg and ethinyl estradiol 40 mcg and levonorgestrel 125 mcg and levonorgestrel 50 mcg and levonorgestrel 75 mcg oral tablet",NA,NA,"active","20080716"
9003080,"ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet",NA,NA,"active","20130125"
9003073,"ethinyl estradiol 0.6 mg and norelgestromin 6 mg transdermal patch",NA,NA,"active","20090210"
9003067,"ethinyl estradiol 0.035 mg and norethindrone 0.5 mg and norethindrone 0.75 mg and norethindrone 1 mg oral tablet",NA,NA,"active","20060323"
9003068,"ethinyl estradiol 0.035 mg and norethindrone 0.5 mg and norethindrone 1 mg oral tablet",NA,NA,"active","20090811"
9003069,"ethinyl estradiol 0.035 mg and norethindrone 0.5 mg oral tablet",NA,NA,"active","20060323"
9003070,"ethinyl estradiol 0.035 mg and norethindrone 1 mg oral tablet",NA,NA,"active","20060306"
9003074,"ethinyl estradiol 10 mcg and norethindrone acetate 1 mg oral tablet",NA,NA,"active","20150113"
9003077,"ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet",NA,NA,"active","20130409"
9003081,"ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet",NA,NA,"active","20130923"
9003065,"ethinyl estradiol 0.025 mg and norgestimate 0.18 mg and norgestimate 0.215 mg and norgestimate 0.25 mg oral tablet",NA,NA,"active","20081121"
9003071,"ethinyl estradiol 0.035 mg and norgestimate 0.18 mg and norgestimate 0.215 mg and norgestimate 0.25 mg oral tablet",NA,NA,"active","20060530"
9003072,"ethinyl estradiol 0.035 mg and norgestimate 0.25 mg oral tablet",NA,NA,"active","20060322"
9003105,"ezetimibe 10 mg oral tablet",NA,NA,"active","20120208"
9003117,"felodipine 10 mg prolonged release oral tablet",NA,NA,"active","20060829"
9003118,"felodipine 2.5 mg prolonged release oral tablet",NA,NA,"active","20070803"
9003119,"felodipine 5 mg prolonged release oral tablet",NA,NA,"active","20060829"
9003120,"fenofibrate 100 mg oral capsule",NA,NA,"active","20100930"
9003123,"fenofibrate 160 mg oral capsule",NA,NA,"active","20070102"
9003125,"fenofibrate 200 mg oral capsule",NA,NA,"active","20051206"
9003127,"fenofibrate 67 mg oral capsule",NA,NA,"active","20060310"
9003121,"fenofibrate 100 mg oral tablet",NA,NA,"active","20061026"
9003122,"fenofibrate 145 mg oral tablet",NA,NA,"active","20130110"
9003124,"fenofibrate 160 mg oral tablet",NA,NA,"active","20061026"
9003126,"fenofibrate 48 mg oral tablet",NA,NA,"active","20121217"
9003130,"fentanyl (fentanyl citrate) 100 mcg effervescent oral tablet",NA,NA,"active","20140605"
9003132,"fentanyl (fentanyl citrate) 200 mcg effervescent oral tablet",NA,NA,"active","20151016"
9003135,"fentanyl (fentanyl citrate) 400 mcg effervescent oral tablet",NA,NA,"active","20151016"
9003138,"fentanyl (fentanyl citrate) 600 mcg effervescent oral tablet",NA,NA,"active","20151016"
9003140,"fentanyl (fentanyl citrate) 800 mcg effervescent oral tablet",NA,NA,"active","20151016"
9003131,"fentanyl (fentanyl citrate) 100 mcg oral tablet",NA,NA,"active","20110530"
9003133,"fentanyl (fentanyl citrate) 200 mcg oral tablet",NA,NA,"active","20110530"
9003134,"fentanyl (fentanyl citrate) 300 mcg oral tablet",NA,NA,"active","20110530"
9003136,"fentanyl (fentanyl citrate) 400 mcg oral tablet",NA,NA,"active","20110530"
9003139,"fentanyl (fentanyl citrate) 600 mcg oral tablet",NA,NA,"active","20110622"
9003141,"fentanyl (fentanyl citrate) 800 mcg oral tablet",NA,NA,"active","20110622"
9003142,"fentanyl 100 mcg per hour transdermal patch",NA,NA,"active","20091102"
9003143,"fentanyl 12 mcg per hour transdermal patch",NA,NA,"active","20091102"
9003144,"fentanyl 25 mcg per hour transdermal patch",NA,NA,"active","20091102"
9003145,"fentanyl 37 mcg per hour transdermal patch",NA,NA,"active","20101217"
9003146,"fentanyl 50 mcg per hour transdermal patch",NA,NA,"active","20091102"
9003147,"fentanyl 75 mcg per hour transdermal patch",NA,NA,"active","20091102"
9003161,"finasteride 1 mg oral tablet",NA,NA,"active","20070802"
9003162,"finasteride 5 mg oral tablet",NA,NA,"active","20090323"
9003214,"fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule",NA,NA,"active","20060331"
9003215,"fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule",NA,NA,"active","20060329"
9003227,"flurazepam hydrochloride 15 mg oral capsule",NA,NA,"active","20060329"
9003228,"flurazepam hydrochloride 30 mg oral capsule",NA,NA,"active","20060329"
9003233,"fluticasone furoate 100 mcg per blister inhalation powder",NA,NA,"active","20160513"
9003236,"fluticasone furoate 200 mcg per blister inhalation powder",NA,NA,"active","20160513"
9003239,"fluticasone propionate 100 mcg per blister inhalation powder",NA,NA,"active","20080828"
9003244,"fluticasone propionate 250 mcg per blister inhalation powder",NA,NA,"active","20080828"
9003249,"fluticasone propionate 500 mcg per blister inhalation powder",NA,NA,"active","20060411"
9003238,"fluticasone furoate 27.5 mcg per act nasal spray",NA,NA,"active","20090529"
9003247,"fluticasone propionate 50 mcg per act nasal spray",NA,NA,"active","20080828"
9003234,"fluticasone furoate 100 mcg per blister oral powder",NA,NA,"active","20160513"
9003237,"fluticasone furoate 200 mcg per blister oral powder",NA,NA,"active","20160513"
9003241,"fluticasone propionate 125 mcg per act pressurised inhalation",NA,NA,"active","20071003"
9003243,"fluticasone propionate 250 mcg per act pressurised inhalation",NA,NA,"active","20071003"
9003248,"fluticasone propionate 50 mcg per act pressurised inhalation",NA,NA,"active","20060411"
9003240,"fluticasone propionate 100 mcg per dose and salmeterol (salmeterol xinafoate) 50 mcg per dose inhalation powder",NA,NA,"active","20130723"
9003246,"fluticasone propionate 250 mcg per dose and salmeterol (salmeterol xinafoate) 50 mcg per dose inhalation powder",NA,NA,"active","20071003"
9003250,"fluticasone propionate 500 mcg per dose and salmeterol (salmeterol xinafoate) 50 mcg per dose inhalation powder",NA,NA,"active","20071003"
9003242,"fluticasone propionate 125 mcg per dose and salmeterol (salmeterol xinafoate) 25 mcg per dose pressurised inhalation",NA,NA,"active","20081202"
9003245,"fluticasone propionate 250 mcg per dose and salmeterol (salmeterol xinafoate) 25 mcg per dose pressurised inhalation",NA,NA,"active","20151216"
9003257,"folic acid 25 mg oral tablet",NA,NA,"active","20110706"
9003258,"folic acid 5 mg oral tablet",NA,NA,"active","20110610"
9003285,"fosinopril sodium 10 mg oral tablet",NA,NA,"active","20090819"
9003286,"fosinopril sodium 20 mg oral tablet",NA,NA,"active","20090819"
9003298,"furosemide 20 mg oral tablet",NA,NA,"active","20100302"
9003299,"furosemide 40 mg oral tablet",NA,NA,"active","20100302"
9003300,"furosemide 500 mg oral tablet",NA,NA,"active","20100705"
9003301,"furosemide 80 mg oral tablet",NA,NA,"active","20100302"
9003305,"fusidic acid 2 % cutaneous cream",NA,NA,"active","20160115"
9003302,"fusidate sodium 2 % cutaneous ointment",NA,NA,"active","20160115"
9003303,"fusidic acid 1 % per w/w opthalmic drops",NA,NA,"active","20141117"
9003306,"gabapentin 100 mg oral capsule",NA,NA,"active","20020415"
9003307,"gabapentin 300 mg oral capsule",NA,NA,"active","20020415"
9003308,"gabapentin 400 mg oral capsule",NA,NA,"active","20020415"
9003309,"gabapentin 600 mg oral tablet",NA,NA,"active","20050118"
9003310,"gabapentin 800 mg oral tablet",NA,NA,"active","20050118"
9003318,"galantamine (galantamine hydrobromide) 16 mg prolonged release oral capsule",NA,NA,"active","20061031"
9003319,"galantamine (galantamine hydrobromide) 24 mg prolonged release oral capsule",NA,NA,"active","20061031"
9003320,"galantamine (galantamine hydrobromide) 8 mg prolonged release oral capsule",NA,NA,"active","20061031"
9003356,"gliclazide 80 mg oral tablet",NA,NA,"active","20060310"
9003354,"gliclazide 30 mg prolonged release oral tablet",NA,NA,"active","20130627"
9003355,"gliclazide 60 mg prolonged release oral tablet",NA,NA,"active","20150415"
9003367,"glyburide 2.5 mg oral tablet",NA,NA,"active","20060310"
9003368,"glyburide 5 mg oral tablet",NA,NA,"active","20060329"
9003453,"haloperidol 0.5 mg oral tablet",NA,NA,"active","20080205"
9003454,"haloperidol 1 mg oral tablet",NA,NA,"active","20080205"
9003455,"haloperidol 10 mg oral tablet",NA,NA,"active","20080205"
9003456,"haloperidol 2 mg oral tablet",NA,NA,"active","20080205"
9003459,"haloperidol 20 mg oral tablet",NA,NA,"active","20160923"
9003460,"haloperidol 5 mg oral tablet",NA,NA,"active","20080205"
9003542,"hydrochlorothiazide 100 mg oral tablet",NA,NA,"active","20130807"
9003563,"hydrochlorothiazide 12.5 mg oral tablet",NA,NA,"active","20090903"
9003581,"hydrochlorothiazide 25 mg oral tablet",NA,NA,"active","20090903"
9003584,"hydrochlorothiazide 50 mg oral tablet",NA,NA,"active","20090903"
9003543,"hydrochlorothiazide 12.5 mg and irbesartan 150 mg oral tablet",NA,NA,"active","20110324"
9003544,"hydrochlorothiazide 12.5 mg and irbesartan 300 mg oral tablet",NA,NA,"active","20110324"
9003565,"hydrochlorothiazide 25 mg and irbesartan 300 mg oral tablet",NA,NA,"active","20100114"
9003545,"hydrochlorothiazide 12.5 mg and lisinopril (lisinopril dihydrate) 10 mg oral tablet",NA,NA,"active","20090903"
9003546,"hydrochlorothiazide 12.5 mg and lisinopril (lisinopril dihydrate) 20 mg oral tablet",NA,NA,"active","20090903"
9003547,"hydrochlorothiazide 12.5 mg and lisinopril 10 mg oral tablet",NA,NA,"active","20090903"
9003548,"hydrochlorothiazide 12.5 mg and lisinopril 20 mg oral tablet",NA,NA,"active","20090903"
9003566,"hydrochlorothiazide 25 mg and lisinopril (lisinopril dihydrate) 20 mg oral tablet",NA,NA,"active","20090903"
9003567,"hydrochlorothiazide 25 mg and lisinopril 20 mg oral tablet",NA,NA,"active","20090903"
9003549,"hydrochlorothiazide 12.5 mg and losartan potassium 100 mg oral tablet",NA,NA,"active","20110210"
9003550,"hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet",NA,NA,"active","20110210"
9003568,"hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",NA,NA,"active","20120223"
9003551,"hydrochlorothiazide 12.5 mg and olmesartan  medoxomil 20 mg oral tablet",NA,NA,"active","20120920"
9003552,"hydrochlorothiazide 12.5 mg and olmesartan  medoxomil 40 mg oral tablet",NA,NA,"active","20120808"
9003570,"hydrochlorothiazide 25 mg and olmesartan  medoxomil 40 mg oral tablet",NA,NA,"active","20120808"
9003553,"hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 10 mg oral tablet",NA,NA,"active","20150505"
9003554,"hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet",NA,NA,"active","20090903"
9003572,"hydrochlorothiazide 25 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet",NA,NA,"active","20130627"
9003555,"hydrochlorothiazide 12.5 mg and ramipril 10 mg oral tablet",NA,NA,"active","20100204"
9003556,"hydrochlorothiazide 12.5 mg and ramipril 2.5 mg oral tablet",NA,NA,"active","20100204"
9003557,"hydrochlorothiazide 12.5 mg and ramipril 5 mg oral tablet",NA,NA,"active","20100204"
9003573,"hydrochlorothiazide 25 mg and ramipril 10 mg oral tablet",NA,NA,"active","20100204"
9003574,"hydrochlorothiazide 25 mg and ramipril 5 mg oral tablet",NA,NA,"active","20100204"
9003559,"hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",NA,NA,"active","20120307"
9003577,"hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet",NA,NA,"active","20121120"
9003578,"hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet",NA,NA,"active","20090903"
9003560,"hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet",NA,NA,"active","20110217"
9003561,"hydrochlorothiazide 12.5 mg and valsartan 320 mg oral tablet",NA,NA,"active","20090812"
9003562,"hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet",NA,NA,"active","20110217"
9003579,"hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet",NA,NA,"active","20110217"
9003580,"hydrochlorothiazide 25 mg and valsartan 320 mg oral tablet",NA,NA,"active","20090812"
9003601,"hydrocortisone 2.5 % cutaneous cream",NA,NA,"active","20110726"
9003614,"hydrocortisone acetate 2 % cutaneous cream",NA,NA,"active","20150429"
9003620,"hydrocortisone valerate 0.2 % cutaneous cream",NA,NA,"active","20060124"
9003621,"hydrocortisone valerate 0.2 % cutaneous ointment",NA,NA,"active","20060124"
9003602,"hydrocortisone 2.5 % lotion",NA,NA,"active","20110902"
9003615,"hydrocortisone acetate 25 mg per g ophthalmic ointment",NA,NA,"active","20150429"
9003597,"hydrocortisone 10 mg oral tablet",NA,NA,"active","20131219"
9003603,"hydrocortisone 20 mg oral tablet",NA,NA,"active","20131219"
9003592,"hydrocortisone (hydrocortisone sodium succinate) 1 g per vial powder for solution for injection",NA,NA,"active","20090422"
9003593,"hydrocortisone (hydrocortisone sodium succinate) 100 mg per vial powder for solution for injection",NA,NA,"active","20090422"
9003594,"hydrocortisone (hydrocortisone sodium succinate) 250 mg per vial powder for solution for injection",NA,NA,"active","20090423"
9003595,"hydrocortisone (hydrocortisone sodium succinate) 500 mg per vial powder for solution for injection",NA,NA,"active","20090422"
9003611,"hydrocortisone acetate 10 % per w/w pressurised inhalation",NA,NA,"active","20150505"
9003622,"hydromorphone hydrochloride 1 mg oral tablet",NA,NA,"active","20080606"
9003630,"hydromorphone hydrochloride 2 mg oral tablet",NA,NA,"active","20080606"
9003638,"hydromorphone hydrochloride 4 mg oral tablet",NA,NA,"active","20080606"
9003643,"hydromorphone hydrochloride 8 mg oral tablet",NA,NA,"active","20080606"
9003627,"hydromorphone hydrochloride 12 mg prolonged release oral capsule",NA,NA,"active","20101007"
9003629,"hydromorphone hydrochloride 18 mg prolonged release oral capsule",NA,NA,"active","20101006"
