"mp_code"|"formal_description_mp"|"formal_description_ntp"|"ntp_code"
"02374765"|"ACT BETAHISTINE [betahistine hydrochloride 24 mg oral tablet] ACTAVIS PHARMA COMPANY"|"betahistine hydrochloride 24 mg oral tablet"|9001365
"02449145"|"AURO-BETAHISTINE [betahistine hydrochloride 8 mg oral tablet] AURO PHARMA INC"|"betahistine hydrochloride 8 mg oral tablet"|9001366
"02449153"|"AURO-BETAHISTINE [betahistine hydrochloride 16 mg oral tablet] AURO PHARMA INC"|"betahistine hydrochloride 16 mg oral tablet"|9001364
"02449161"|"AURO-BETAHISTINE [betahistine hydrochloride 24 mg oral tablet] AURO PHARMA INC"|"betahistine hydrochloride 24 mg oral tablet"|9001365
"00323071"|"DIPROSONE CREAM 0.05% [betamethasone dipropionate 0.05 % cutaneous cream] MERCK CANADA INC"|"betamethasone dipropionate 0.05 % cutaneous cream"|9001396
"00535427"|"RATIO-ECTOSONE MILD CREAM 0.05% [betamethasone (betamethasone valerate) 0.05 % cutaneous cream] TEVA CANADA LIMITED"|"betamethasone (betamethasone valerate) 0.05 % cutaneous cream"|9001386
"00535435"|"RATIO-ECTOSONE REGULAR CREAM 0.1% [betamethasone (betamethasone valerate) 0.1 % cutaneous cream] TEVA CANADA LIMITED"|"betamethasone (betamethasone valerate) 0.1 % cutaneous cream"|9001390
"00688622"|"DIPROLENE [betamethasone (betamethasone dipropionate) 0.5 mg per g cutaneous cream] MERCK CANADA INC"|"betamethasone (betamethasone dipropionate) 0.5 mg per g cutaneous cream"|9001380
"00716618"|"BETADERM CRM 0.05% [betamethasone (betamethasone valerate) 0.05 % cutaneous cream] TARO PHARMACEUTICALS INC"|"betamethasone (betamethasone valerate) 0.05 % cutaneous cream"|9001386
"00716626"|"BETADERM CRM 0.1% [betamethasone valerate 0.1 % cutaneous cream] TARO PHARMACEUTICALS INC"|"betamethasone valerate 0.1 % cutaneous cream"|9001400
"00804541"|"PREVEX B CREAM 0.1% [betamethasone valerate 0.1 % cutaneous cream] GLAXOSMITHKLINE INC"|"betamethasone valerate 0.1 % cutaneous cream"|9001400
"00804991"|"RATIO-TOPISONE [betamethasone (betamethasone dipropionate) 0.05 % cutaneous cream] TEVA CANADA LIMITED"|"betamethasone (betamethasone dipropionate) 0.05 % cutaneous cream"|9001372
"00849650"|"RATIO-TOPILENE [betamethasone (betamethasone dipropionate) 0.5 mg per g cutaneous cream] TEVA CANADA LIMITED"|"betamethasone (betamethasone dipropionate) 0.5 mg per g cutaneous cream"|9001380
"01925350"|"TARO-SONE CREAM 0.05% [betamethasone dipropionate 0.5 mg per g cutaneous cream] TARO PHARMACEUTICALS INC"|"betamethasone dipropionate 0.5 mg per g cutaneous cream"|9001399
"02122049"|"ROSONE CREAM 0.05% [betamethasone dipropionate 0.05 % cutaneous cream] LABORATOIRE RIVA INC"|"betamethasone dipropionate 0.05 % cutaneous cream"|9001396
"02122073"|"ROLENE CREAM 0.05% [betamethasone dipropionate 0.05 % cutaneous cream] LABORATOIRE RIVA INC"|"betamethasone dipropionate 0.05 % cutaneous cream"|9001396
"02357844"|"CELESTODERM V [betamethasone (betamethasone valerate) 0.1 % cutaneous cream] VALEANT CANADA LP/VALEANT CANADA S.E.C."|"betamethasone (betamethasone valerate) 0.1 % cutaneous cream"|9001390
"02357860"|"CELESTODERM V/2 [betamethasone (betamethasone valerate) 0.05 % cutaneous cream] VALEANT CANADA LP/VALEANT CANADA S.E.C."|"betamethasone (betamethasone valerate) 0.05 % cutaneous cream"|9001386
"02366924"|"LUXIQ [betamethasone valerate 0.12 % cutaneous foam] GLAXOSMITHKLINE INC"|"betamethasone valerate 0.12 % cutaneous foam"|9001401
"00344923"|"DIPROSONE OINTMENT 0.05% [betamethasone dipropionate 0.05 % cutaneous ointment] MERCK CANADA INC"|"betamethasone dipropionate 0.05 % cutaneous ointment"|9001397
"00629367"|"DIPROLENE [betamethasone (betamethasone dipropionate) 0.5 mg per g cutaneous ointment] MERCK CANADA INC"|"betamethasone (betamethasone dipropionate) 0.5 mg per g cutaneous ointment"|9001381
"00716642"|"BETADERM ONT 0.05% [betamethasone (betamethasone valerate) 0.5 mg per g cutaneous ointment] TARO PHARMACEUTICALS INC"|"betamethasone (betamethasone valerate) 0.5 mg per g cutaneous ointment"|9001393
"00716650"|"BETADERM ONT 0.1% [betamethasone valerate 1 mg per g cutaneous ointment] TARO PHARMACEUTICALS INC"|"betamethasone valerate 1 mg per g cutaneous ointment"|9001402
"00805009"|"RATIO-TOPISONE [betamethasone (betamethasone dipropionate) 0.05 % cutaneous ointment] TEVA CANADA LIMITED"|"betamethasone (betamethasone dipropionate) 0.05 % cutaneous ointment"|9001373
"00849669"|"RATIO-TOPILENE [betamethasone (betamethasone dipropionate) 0.5 mg per g cutaneous ointment] TEVA CANADA LIMITED"|"betamethasone (betamethasone dipropionate) 0.5 mg per g cutaneous ointment"|9001381
"02122057"|"ROSONE OINTMENT 0.05% [betamethasone dipropionate 0.05 % cutaneous ointment] LABORATOIRE RIVA INC"|"betamethasone dipropionate 0.05 % cutaneous ointment"|9001397
"02122081"|"ROLENE OINTMENT 0.05% [betamethasone dipropionate 0.05 % cutaneous ointment] LABORATOIRE RIVA INC"|"betamethasone dipropionate 0.05 % cutaneous ointment"|9001397
"02357852"|"CELESTODERM V [betamethasone (betamethasone valerate) 0.1 % cutaneous ointment] VALEANT CANADA LP/VALEANT CANADA S.E.C."|"betamethasone (betamethasone valerate) 0.1 % cutaneous ointment"|9001391
"02357879"|"CELESTODERM V/2 [betamethasone (betamethasone valerate) 0.05 % cutaneous ointment] VALEANT CANADA LP/VALEANT CANADA S.E.C."|"betamethasone (betamethasone valerate) 0.05 % cutaneous ointment"|9001387
"02449773"|"BETEFLAM [betamethasone valerate 2.25 mg cutaneous patch] CIPHER PHARMACEUTICALS INC"|"betamethasone valerate 2.25 mg cutaneous patch"|9001404
"00027944"|"VALISONE SCALP LOTION [betamethasone (betamethasone valerate) 0.1 % lotion] VALEANT CANADA LP/VALEANT CANADA S.E.C."|"betamethasone (betamethasone valerate) 0.1 % lotion"|9001392
"00417246"|"DIPROSONE LOTION 0.05% [betamethasone dipropionate 0.05 % lotion] MERCK CANADA INC"|"betamethasone dipropionate 0.05 % lotion"|9001398
"00653209"|"RATIO-ECTOSONE MILD LOTION 0.05% [betamethasone (betamethasone valerate) 0.05 % lotion] TEVA CANADA LIMITED"|"betamethasone (betamethasone valerate) 0.05 % lotion"|9001388
"00653217"|"RATIO-ECTOSONE [betamethasone (betamethasone valerate) 0.1 % lotion] TEVA CANADA LIMITED"|"betamethasone (betamethasone valerate) 0.1 % lotion"|9001392
"00716634"|"BETADERM LOTION 0.1% [betamethasone valerate 1.22 mg per g lotion] TARO PHARMACEUTICALS INC"|"betamethasone valerate 1.22 mg per g lotion"|9001403
"00750050"|"RATIO-ECTOSONE REGULAR LOTION 0.1% [betamethasone (betamethasone valerate) 0.1 % lotion] TEVA CANADA LIMITED"|"betamethasone (betamethasone valerate) 0.1 % lotion"|9001392
"00809187"|"RATIO-TOPISONE [betamethasone (betamethasone dipropionate) 0.05 % lotion] TEVA CANADA LIMITED"|"betamethasone (betamethasone dipropionate) 0.05 % lotion"|9001374
"00862975"|"DIPROLENE [betamethasone (betamethasone dipropionate) 0.5 mg per g lotion] MERCK CANADA INC"|"betamethasone (betamethasone dipropionate) 0.5 mg per g lotion"|9001382
"01927914"|"RATIO-TOPILENE [betamethasone (betamethasone dipropionate) 0.5 mg per g lotion] TEVA CANADA LIMITED"|"betamethasone (betamethasone dipropionate) 0.5 mg per g lotion"|9001382
"01940112"|"RIVASONE SCALP LOT 0.1% [betamethasone (betamethasone valerate) 0.1 % lotion] LABORATOIRE RIVA INC"|"betamethasone (betamethasone valerate) 0.1 % lotion"|9001392
"01944444"|"TARO SONE LOT 0.05% [betamethasone (betamethasone dipropionate) 0.05 % lotion] TARO PHARMACEUTICALS INC"|"betamethasone (betamethasone dipropionate) 0.05 % lotion"|9001374
"02122030"|"ROSONE LOTION 0.05% [betamethasone dipropionate 0.05 % lotion] LABORATOIRE RIVA INC"|"betamethasone dipropionate 0.05 % lotion"|9001398
"02122065"|"ROLENE LOTION 0.05% [betamethasone dipropionate 0.05 % lotion] LABORATOIRE RIVA INC"|"betamethasone dipropionate 0.05 % lotion"|9001398
"02060884"|"BETNESOL RETENTION ENEMA 5MG/100ML [betamethasone (betamethasone sodium phosphate) 5 mg per 100 rectal liquid] PALADIN LABS INC"|"betamethasone (betamethasone sodium phosphate) 5 mg per 100 rectal liquid"|9001385
"00028096"|"CELESTONE SOLUSPAN [betamethasone acetate 3 mg per mL and betamethasone (betamethasone sodium phosphate) 3 mg per mL suspension for injection] MERCK CANADA INC"|"betamethasone acetate 3 mg per ml and betamethasone (betamethasone sodium phosphate) 3 mg per ml suspension for injection"|NA
"02350939"|"LATISSE [bimatoprost 0.03 % cutaneous solution] ALLERGAN INC"|"bimatoprost 0.03 % cutaneous solution"|9001417
"02245860"|"LUMIGAN [bimatoprost 0.03 % opthalmic drops, solution] ALLERGAN INC"|"bimatoprost 0.03 % opthalmic drops, solution"|9001418
"02324997"|"LUMIGAN RC [bimatoprost 0.01 % opthalmic drops, solution] ALLERGAN INC"|"bimatoprost 0.01 % opthalmic drops, solution"|9001416
"02429063"|"VISTITAN [bimatoprost 0.03 % opthalmic drops, solution] SANDOZ CANADA INCORPORATED"|"bimatoprost 0.03 % opthalmic drops, solution"|9001418
"02247439"|"SANDOZ BISOPROLOL [bisoprolol fumarate 5 mg oral tablet] SANDOZ CANADA INCORPORATED"|"bisoprolol fumarate 5 mg oral tablet"|9001443
"02247440"|"SANDOZ BISOPROLOL [bisoprolol fumarate 10 mg oral tablet] SANDOZ CANADA INCORPORATED"|"bisoprolol fumarate 10 mg oral tablet"|9001442
"02256134"|"APO-BISOPROLOL [bisoprolol fumarate 5 mg oral tablet] APOTEX INC"|"bisoprolol fumarate 5 mg oral tablet"|9001443
"02256177"|"APO-BISOPROLOL [bisoprolol fumarate 10 mg oral tablet] APOTEX INC"|"bisoprolol fumarate 10 mg oral tablet"|9001442
"02267470"|"TEVA-BISOPROLOL [bisoprolol fumarate 5 mg oral tablet] TEVA CANADA LIMITED"|"bisoprolol fumarate 5 mg oral tablet"|9001443
"02267489"|"TEVA-BISOPROLOL [bisoprolol fumarate 10 mg oral tablet] TEVA CANADA LIMITED"|"bisoprolol fumarate 10 mg oral tablet"|9001442
"02302632"|"PMS-BISOPROLOL [bisoprolol fumarate 5 mg oral tablet] PHARMASCIENCE INC"|"bisoprolol fumarate 5 mg oral tablet"|9001443
"02302640"|"PMS-BISOPROLOL [bisoprolol fumarate 10 mg oral tablet] PHARMASCIENCE INC"|"bisoprolol fumarate 10 mg oral tablet"|9001442
"02306999"|"PRO-BISOPROLOL - 5 [bisoprolol fumarate 5 mg oral tablet] PRO DOC LIMITEE"|"bisoprolol fumarate 5 mg oral tablet"|9001443
"02307006"|"PRO-BISOPROLOL - 10 [bisoprolol fumarate 10 mg oral tablet] PRO DOC LIMITEE"|"bisoprolol fumarate 10 mg oral tablet"|9001442
"02308339"|"PHL-BISOPROLOL [bisoprolol fumarate 5 mg oral tablet] PHARMEL INC"|"bisoprolol fumarate 5 mg oral tablet"|9001443
"02308347"|"PHL-BISOPROLOL [bisoprolol fumarate 10 mg oral tablet] PHARMEL INC"|"bisoprolol fumarate 10 mg oral tablet"|9001442
"02383055"|"BISOPROLOL [bisoprolol fumarate 5 mg oral tablet] SIVEM PHARMACEUTICALS ULC"|"bisoprolol fumarate 5 mg oral tablet"|9001443
"02383063"|"BISOPROLOL [bisoprolol fumarate 10 mg oral tablet] SIVEM PHARMACEUTICALS ULC"|"bisoprolol fumarate 10 mg oral tablet"|9001442
"02384418"|"MYLAN-BISOPROLOL [bisoprolol fumarate 5 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"bisoprolol fumarate 5 mg oral tablet"|9001443
"02384426"|"MYLAN-BISOPROLOL [bisoprolol fumarate 10 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"bisoprolol fumarate 10 mg oral tablet"|9001442
"02391589"|"BISOPROLOL [bisoprolol fumarate 5 mg oral tablet] SANIS HEALTH INC"|"bisoprolol fumarate 5 mg oral tablet"|9001443
"02391597"|"BISOPROLOL [bisoprolol fumarate 10 mg oral tablet] SANIS HEALTH INC"|"bisoprolol fumarate 10 mg oral tablet"|9001442
"00518123"|"LECTOPAM TAB 3MG [bromazepam 3 mg oral tablet] HOFFMANN-LA ROCHE LIMITED"|"bromazepam 3 mg oral tablet"|9001467
"00518131"|"LECTOPAM TAB 6MG [bromazepam 6 mg oral tablet] HOFFMANN-LA ROCHE LIMITED"|"bromazepam 6 mg oral tablet"|9001468
"02177153"|"APO-BROMAZEPAM - TAB 1.5MG [bromazepam 1.5 mg oral tablet] APOTEX INC"|"bromazepam 1.5 mg oral tablet"|9001466
"02177161"|"APO-BROMAZEPAM - TAB 3MG [bromazepam 3 mg oral tablet] APOTEX INC"|"bromazepam 3 mg oral tablet"|9001467
"02177188"|"APO-BROMAZEPAM - TAB 6MG [bromazepam 6 mg oral tablet] APOTEX INC"|"bromazepam 6 mg oral tablet"|9001468
"02220520"|"BROMAZEPAM-3 - TAB 3MG [bromazepam 3 mg oral tablet] PRO DOC LIMITEE"|"bromazepam 3 mg oral tablet"|9001467
"02220539"|"BROMAZEPAM-6 - TAB 6MG [bromazepam 6 mg oral tablet] PRO DOC LIMITEE"|"bromazepam 6 mg oral tablet"|9001468
"02230584"|"TEVA-BROMAZEPAM [bromazepam 3 mg oral tablet] TEVA CANADA LIMITED"|"bromazepam 3 mg oral tablet"|9001467
"02230585"|"TEVA-BROMAZEPAM [bromazepam 6 mg oral tablet] TEVA CANADA LIMITED"|"bromazepam 6 mg oral tablet"|9001468
"02035324"|"RHINOCORT TURBUHALER 100 MCG/DOSE [budesonide 100 mcg per actuation NA] ASTRAZENECA CANADA INC"|"budesonide 100 mcg per actuation na"|NA
"00851752"|"PULMICORT TURBUHALER 200 MCG/DOSE [budesonide 200 mcg per actuation inhalation powder] ASTRAZENECA CANADA INC"|"budesonide 200 mcg per actuation inhalation powder"|9001501
"00851760"|"PULMICORT TURBUHALER 400 MCG/DOSE [budesonide 400 mcg per actuation inhalation powder] ASTRAZENECA CANADA INC"|"budesonide 400 mcg per actuation inhalation powder"|9001504
"00852074"|"PULMICORT TURBUHALER 100 MCG/DOSE [budesonide 100 mcg per actuation inhalation powder] ASTRAZENECA CANADA INC"|"budesonide 100 mcg per actuation inhalation powder"|9001494
"02035324"|"RHINOCORT TURBUHALER 100 MCG/DOSE [budesonide 100 mcg per actuation inhalation powder] ASTRAZENECA CANADA INC"|"budesonide 100 mcg per actuation inhalation powder"|9001494
"02455889"|"CORTIMENT [budesonide 9 mg modified release tablet] FERRING INC"|"budesonide 9 mg modified release tablet"|9001507
"02230648"|"MYLAN-BUDESONIDE AQ [budesonide 100 mcg per actuation nasal spray] MYLAN PHARMACEUTICALS ULC"|"budesonide 100 mcg per actuation nasal spray"|9001495
"02231923"|"RHINOCORT AQUA [budesonide 64 mcg per actuation nasal spray] ASTRAZENECA CANADA INC"|"budesonide 64 mcg per actuation nasal spray"|9001506
"02241003"|"MYLAN-BUDESONIDE AQ [budesonide 64 mcg per actuation nasal spray] MYLAN PHARMACEUTICALS ULC"|"budesonide 64 mcg per actuation nasal spray"|9001506
"01978918"|"PULMICORT NEBUAMP 0.25 MG/ML [budesonide 0.25 mg per mL nebuliser suspension] ASTRAZENECA CANADA INC"|"budesonide 0.25 mg per ml nebuliser suspension"|NA
"01978926"|"PULMICORT NEBUAMP 0.5 MG/ML [budesonide 0.5 mg per mL nebuliser suspension] ASTRAZENECA CANADA INC"|"budesonide 0.5 mg per ml nebuliser suspension"|NA
"02229099"|"PULMICORT NEBUAMP 0.125 MG/ML [budesonide 0.125 mg per mL nebuliser suspension] ASTRAZENECA CANADA INC"|"budesonide 0.125 mg per ml nebuliser suspension"|NA
"00851752"|"PULMICORT TURBUHALER 200 MCG/DOSE [budesonide 200 mcg per actuation pressurised inhalation] ASTRAZENECA CANADA INC"|"budesonide 200 mcg per actuation pressurised inhalation"|9001502
"00851760"|"PULMICORT TURBUHALER 400 MCG/DOSE [budesonide 400 mcg per actuation pressurised inhalation] ASTRAZENECA CANADA INC"|"budesonide 400 mcg per actuation pressurised inhalation"|9001505
"00852074"|"PULMICORT TURBUHALER 100 MCG/DOSE [budesonide 100 mcg per actuation pressurised inhalation] ASTRAZENECA CANADA INC"|"budesonide 100 mcg per actuation pressurised inhalation"|9001496
"02229293"|"ENTOCORT [budesonide 3 mg prolonged release oral capsule] TILLOTTS PHARMA GMBH"|"budesonide 3 mg prolonged release oral capsule"|9001503
"02295695"|"SUBOXONE [buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride dihydrate) 0.5 mg oral tablet] INDIVIOR UK LIMITED"|"buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride dihydrate) 0.5 mg oral tablet"|9001521
"02295709"|"SUBOXONE [buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride dihydrate) 2 mg oral tablet] INDIVIOR UK LIMITED"|"buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride dihydrate) 2 mg oral tablet"|9001522
"02408090"|"MYLAN-BUPRENORPHINE/NALOXONE [buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride dihydrate) 0.5 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride dihydrate) 0.5 mg oral tablet"|9001521
"02408104"|"MYLAN-BUPRENORPHINE/NALOXONE [buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride dihydrate) 2 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride dihydrate) 2 mg oral tablet"|9001522
"02424851"|"TEVA-BUPRENORPHINE/NALOXONE [buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride dihydrate) 0.5 mg oral tablet] TEVA CANADA LIMITED"|"buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride dihydrate) 0.5 mg oral tablet"|9001521
"02424878"|"TEVA-BUPRENORPHINE/NALOXONE [buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride dihydrate) 2 mg oral tablet] TEVA CANADA LIMITED"|"buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride dihydrate) 2 mg oral tablet"|9001522
"02237825"|"WELLBUTRIN SR [bupropion hydrochloride 150 mg prolonged release oral tablet] VALEANT CANADA LP/VALEANT CANADA S.E.C."|"bupropion hydrochloride 150 mg prolonged release oral tablet"|9001528
"02238441"|"ZYBAN [bupropion hydrochloride 150 mg prolonged release oral tablet] VALEANT CANADA LP/VALEANT CANADA S.E.C."|"bupropion hydrochloride 150 mg prolonged release oral tablet"|9001528
"02275074"|"SANDOZ BUPROPION SR [bupropion hydrochloride 100 mg prolonged release oral tablet] SANDOZ CANADA INCORPORATED"|"bupropion hydrochloride 100 mg prolonged release oral tablet"|9001527
"02275082"|"SANDOZ BUPROPION SR [bupropion hydrochloride 150 mg prolonged release oral tablet] SANDOZ CANADA INCORPORATED"|"bupropion hydrochloride 150 mg prolonged release oral tablet"|9001528
"02275090"|"WELLBUTRIN XL [bupropion hydrochloride 150 mg prolonged release oral tablet] VALEANT CANADA LP/VALEANT CANADA S.E.C."|"bupropion hydrochloride 150 mg prolonged release oral tablet"|9001528
"02275104"|"WELLBUTRIN XL [bupropion hydrochloride 300 mg prolonged release oral tablet] VALEANT CANADA LP/VALEANT CANADA S.E.C."|"bupropion hydrochloride 300 mg prolonged release oral tablet"|9001529
"02285657"|"RATIO-BUPROPION SR [bupropion hydrochloride 100 mg prolonged release oral tablet] TEVA CANADA LIMITED"|"bupropion hydrochloride 100 mg prolonged release oral tablet"|9001527
"02285665"|"RATIO-BUPROPION SR [bupropion hydrochloride 150 mg prolonged release oral tablet] TEVA CANADA LIMITED"|"bupropion hydrochloride 150 mg prolonged release oral tablet"|9001528
"02313421"|"PMS-BUPROPION SR [bupropion hydrochloride 150 mg prolonged release oral tablet] PHARMASCIENCE INC"|"bupropion hydrochloride 150 mg prolonged release oral tablet"|9001528
"02325357"|"BUPROPION SR [bupropion hydrochloride 150 mg prolonged release oral tablet] PRO DOC LIMITEE"|"bupropion hydrochloride 150 mg prolonged release oral tablet"|9001528
"02325373"|"PMS-BUPROPION SR [bupropion hydrochloride 100 mg prolonged release oral tablet] PHARMASCIENCE INC"|"bupropion hydrochloride 100 mg prolonged release oral tablet"|9001527
"02331616"|"BUPROPION SR [bupropion hydrochloride 100 mg prolonged release oral tablet] PRO DOC LIMITEE"|"bupropion hydrochloride 100 mg prolonged release oral tablet"|9001527
"02382075"|"MYLAN-BUPROPION XL [bupropion hydrochloride 150 mg prolonged release oral tablet] MYLAN PHARMACEUTICALS ULC"|"bupropion hydrochloride 150 mg prolonged release oral tablet"|9001528
"02382083"|"MYLAN-BUPROPION XL [bupropion hydrochloride 300 mg prolonged release oral tablet] MYLAN PHARMACEUTICALS ULC"|"bupropion hydrochloride 300 mg prolonged release oral tablet"|9001529
"02391562"|"BUPROPION SR [bupropion hydrochloride 100 mg prolonged release oral tablet] SANIS HEALTH INC"|"bupropion hydrochloride 100 mg prolonged release oral tablet"|9001527
"02391570"|"BUPROPION SR [bupropion hydrochloride 150 mg prolonged release oral tablet] SANIS HEALTH INC"|"bupropion hydrochloride 150 mg prolonged release oral tablet"|9001528
"02439654"|"ACT BUPROPION XL [bupropion hydrochloride 150 mg prolonged release oral tablet] ACTAVIS PHARMA COMPANY"|"bupropion hydrochloride 150 mg prolonged release oral tablet"|9001528
"02439662"|"ACT BUPROPION XL [bupropion hydrochloride 300 mg prolonged release oral tablet] ACTAVIS PHARMA COMPANY"|"bupropion hydrochloride 300 mg prolonged release oral tablet"|9001529
"02338572"|"SILKIS [calcitriol 3 mcg per g cutaneous ointment] GALDERMA CANADA INC"|"calcitriol 3 mcg per g cutaneous ointment"|9001555
"00481815"|"ROCALTROL CAP 0.5MCG [calcitriol 0.5 mcg oral capsule] HOFFMANN-LA ROCHE LIMITED"|"calcitriol 0.5 mcg oral capsule"|9001552
"00481823"|"ROCALTROL CAP 0.25MCG [calcitriol 0.25 mcg oral capsule] HOFFMANN-LA ROCHE LIMITED"|"calcitriol 0.25 mcg oral capsule"|9001551
"02431637"|"CALCITRIOL-ODAN [calcitriol 0.25 mcg oral capsule] ODAN LABORATORIES LTD"|"calcitriol 0.25 mcg oral capsule"|9001551
"02431645"|"CALCITRIOL-ODAN [calcitriol 0.5 mcg oral capsule] ODAN LABORATORIES LTD"|"calcitriol 0.5 mcg oral capsule"|9001552
"02245686"|"CALCITRIOL INJECTION [calcitriol 1 mcg per mL solution for injection] FRESENIUS KABI CANADA LTD"|"calcitriol 1 mcg per ml solution for injection"|NA
"02399334"|"CALCITRIOL INJECTION USP [calcitriol 1 mcg per mL solution for injection] STERIMAX INC"|"calcitriol 1 mcg per ml solution for injection"|NA
"02399342"|"CALCITRIOL INJECTION USP [calcitriol 2 mcg per mL solution for injection] STERIMAX INC"|"calcitriol 2 mcg per ml solution for injection"|NA
"02239090"|"ATACAND [candesartan cilexetil 4 mg oral tablet] ASTRAZENECA CANADA INC"|"candesartan cilexetil 4 mg oral tablet"|9001658
"02239091"|"ATACAND TAB 8MG [candesartan cilexetil 8 mg oral tablet] ASTRAZENECA CANADA INC"|"candesartan cilexetil 8 mg oral tablet"|9001659
"02239092"|"ATACAND TAB 16 MG [candesartan cilexetil 16 mg oral tablet] ASTRAZENECA CANADA INC"|"candesartan cilexetil 16 mg oral tablet"|9001654
"02311658"|"ATACAND [candesartan cilexetil 32 mg oral tablet] ASTRAZENECA CANADA INC"|"candesartan cilexetil 32 mg oral tablet"|9001657
"02326957"|"SANDOZ CANDESARTAN [candesartan cilexetil 4 mg oral tablet] SANDOZ CANADA INCORPORATED"|"candesartan cilexetil 4 mg oral tablet"|9001658
"02326965"|"SANDOZ CANDESARTAN [candesartan cilexetil 8 mg oral tablet] SANDOZ CANADA INCORPORATED"|"candesartan cilexetil 8 mg oral tablet"|9001659
"02326973"|"SANDOZ CANDESARTAN [candesartan cilexetil 16 mg oral tablet] SANDOZ CANADA INCORPORATED"|"candesartan cilexetil 16 mg oral tablet"|9001654
"02365340"|"APO-CANDESARTAN [candesartan cilexetil 4 mg oral tablet] APOTEX INC"|"candesartan cilexetil 4 mg oral tablet"|9001658
"02365359"|"APO-CANDESARTAN [candesartan cilexetil 8 mg oral tablet] APOTEX INC"|"candesartan cilexetil 8 mg oral tablet"|9001659
"02365367"|"APO-CANDESARTAN [candesartan cilexetil 16 mg oral tablet] APOTEX INC"|"candesartan cilexetil 16 mg oral tablet"|9001654
"02366312"|"TEVA-CANDESARTAN [candesartan cilexetil 8 mg oral tablet] TEVA CANADA LIMITED"|"candesartan cilexetil 8 mg oral tablet"|9001659
"02366320"|"TEVA-CANDESARTAN [candesartan cilexetil 16 mg oral tablet] TEVA CANADA LIMITED"|"candesartan cilexetil 16 mg oral tablet"|9001654
"02366339"|"TEVA-CANDESARTAN [candesartan cilexetil 32 mg oral tablet] TEVA CANADA LIMITED"|"candesartan cilexetil 32 mg oral tablet"|9001657
"02376520"|"ACT CANDESARTAN [candesartan cilexetil 4 mg oral tablet] ACTAVIS PHARMA COMPANY"|"candesartan cilexetil 4 mg oral tablet"|9001658
"02376539"|"ACT CANDESARTAN [candesartan cilexetil 8 mg oral tablet] ACTAVIS PHARMA COMPANY"|"candesartan cilexetil 8 mg oral tablet"|9001659
"02376547"|"ACT CANDESARTAN [candesartan cilexetil 16 mg oral tablet] ACTAVIS PHARMA COMPANY"|"candesartan cilexetil 16 mg oral tablet"|9001654
"02376555"|"ACT CANDESARTAN [candesartan cilexetil 32 mg oral tablet] ACTAVIS PHARMA COMPANY"|"candesartan cilexetil 32 mg oral tablet"|9001657
"02377934"|"CANDESARTAN [candesartan cilexetil 8 mg oral tablet] PRO DOC LIMITEE"|"candesartan cilexetil 8 mg oral tablet"|9001659
"02377942"|"CANDESARTAN [candesartan cilexetil 16 mg oral tablet] PRO DOC LIMITEE"|"candesartan cilexetil 16 mg oral tablet"|9001654
"02379120"|"MYLAN-CANDESARTAN [candesartan cilexetil 4 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"candesartan cilexetil 4 mg oral tablet"|9001658
"02379139"|"MYLAN-CANDESARTAN [candesartan cilexetil 8 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"candesartan cilexetil 8 mg oral tablet"|9001659
"02379147"|"MYLAN-CANDESARTAN [candesartan cilexetil 16 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"candesartan cilexetil 16 mg oral tablet"|9001654
"02379155"|"MYLAN-CANDESARTAN [candesartan cilexetil 32 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"candesartan cilexetil 32 mg oral tablet"|9001657
"02379260"|"ACH-CANDESARTAN [candesartan cilexetil 4 mg oral tablet] ACCORD HEALTHCARE INC"|"candesartan cilexetil 4 mg oral tablet"|9001658
"02379279"|"ACH-CANDESARTAN [candesartan cilexetil 8 mg oral tablet] ACCORD HEALTHCARE INC"|"candesartan cilexetil 8 mg oral tablet"|9001659
"02379287"|"ACH-CANDESARTAN [candesartan cilexetil 16 mg oral tablet] ACCORD HEALTHCARE INC"|"candesartan cilexetil 16 mg oral tablet"|9001654
