"mp_code","drug_identification_number","brand_name","reason"
"02202352","02202352","RIVASA 80MG CROQUABLE - TAB","New DIN, existing TM"
"02202360","02202360","RIVASA FC","New DIN, existing TM"
"700552","02204266","DEXAMETHASONE-OMEGA","New DIN, existing TM"
"700553","02204274","DEXAMETHASONE-OMEGA","New DIN, existing TM"
"700554","02204274","DEXAMETHASONE-OMEGA","New DIN, existing TM"
"02214261","02214261","SEREVENT DISKHALER DISK (50MCG/DOSE)","New DIN, existing TM"
"02216817","02216817","EXTRA STRENGTH ACETAMINOPHEN CAPLETS","New DIN, existing TM"
"02219190","02219190","CARTER'S LITTLE PILLS","New DIN, existing TM"
"02223252","02223252","PROCTOSEDYL OINTMENT","New DIN, existing TM"
"02226383","02226383","TEVA-PROCTOSONE","New DIN, existing TM"
"02226391","02226391","TEVA-PROCTOSONE","New DIN, existing TM"
"02226995","02226995","AMPICILLIN FOR INJECTION","New DIN, existing TM"
"02227002","02227002","AMPICILLIN FOR INJECTION","New DIN, existing TM"
"02227010","02227010","AMPICILLIN FOR INJECTION","New DIN, existing TM"
"02227029","02227029","AMPICILLIN FOR INJECTION","New DIN, existing TM"
"00525103","00525103","S2","New DIN, existing TM"
"00884553","00884553","TEMPRA CHILDREN'S SYRUP","New DIN, existing TM"
"00875988","00875988","TEMPRA INFANT DROPS","New DIN, existing TM"
"00608920","00608920","BALMINIL EXPECTORANT","New DIN, existing TM"
"00609951","00609951","BALMINIL EXPECTORANT (SUCROSE FREE)","New DIN, existing TM"
"00875996","00875996","TEMPRA DOUBLE STRENGTH CHILDREN'S SYRUP","New DIN, existing TM"
"02027798","02027798","PEDIATRIX","New DIN, existing TM"
"02027801","02027801","PEDIATRIX DROPS","New DIN, existing TM"
"00800511","00800511","MADELON","New DIN, existing TM"
"02046059","02046059","INFANTS' TYLENOL ACETAMINOPHEN SUS DPS","New DIN, existing TM"
"02046040","02046040","CHILDREN'S TYLENOL ACETAMINOPHEN SUS LIQ","New DIN, existing TM"
"02129957","02129957","CHILDREN'S CHEWABLE ACETAMINOPHEN TABLETS 80MG","New DIN, existing TM"
"02182750","02182750","METHOTREXATE TABLETS, USP","New DIN, existing TM"
"02182777","02182777","METHOTREXATE INJECTION USP","New DIN, existing TM"
"02184435","02184435","KADIAN","New DIN, existing TM"
"02184443","02184443","KADIAN","New DIN, existing TM"
"02184451","02184451","KADIAN","New DIN, existing TM"
"02200864","02200864","CILOXAN","New DIN, existing TM"
"02207796","02207796","PERIOGARD","New DIN, existing TM"
"02212021","02212021","ZITHROMAX","New DIN, existing TM"
"02212277","02212277","CEFTIN - TAB 250MG","New DIN, existing TM"
"02212285","02212285","CEFTIN - TAB 500MG","New DIN, existing TM"
"02212307","02212307","CEFTIN - PWS 125MG/5ML","New DIN, existing TM"
"02213419","02213419","VENTOLIN NEBULES P.F. - 2.5MG/2.5ML","New DIN, existing TM"
"02213427","02213427","VENTOLIN NEBULES P.F. - 5MG/2.5ML","New DIN, existing TM"
"02213451","02213451","VENTOLIN I.V. INFUSION SOLUTION 5.0MG SALBUTAMOL IN 5ML (1000MCG/ML)","New DIN, existing TM"
"02213486","02213486","VENTOLIN RESPIRATOR SOLUTION","New DIN, existing TM"
"700555","02216221","TEVA-IPRATROPIUM STERINEBS","New DIN, existing TM"
"700556","02216221","TEVA-IPRATROPIUM STERINEBS","New DIN, existing TM"
"02223716","02223716","ZITHROMAX - PWS ORL 100MG/5ML","New DIN, existing TM"
"02223724","02223724","ZITHROMAX","New DIN, existing TM"
"02225271","02225271","BENZAMYCIN","New DIN, existing TM"
"02097176","02097176","RATIO-IPRATROPIUM UDV","New DIN, existing TM"
"02125390","02125390","HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 30MG","New DIN, existing TM"
"02155958","02155958","CIPRO","New DIN, existing TM"
"02155966","02155966","CIPRO","New DIN, existing TM"
"02155974","02155974","CIPRO","New DIN, existing TM"
"02161737","02161737","TEVA-CIPROFLOXACIN","New DIN, existing TM"
"02161745","02161745","TEVA-CIPROFLOXACIN","New DIN, existing TM"
"02161753","02161753","TEVA-CIPROFLOXACIN","New DIN, existing TM"
"02182947","02182947","METHOTREXATE INJECTION USP","New DIN, existing TM"
"02182955","02182955","METHOTREXATE INJECTION USP","New DIN, existing TM"
"02182963","02182963","APO-METHOTREXATE","New DIN, existing TM"
"02182971","02182971","METHOTREXATE INJECTION USP","New DIN, existing TM"
"00873381","00873381","ANTISEPTIC SWABS 4MG/ML","New DIN, existing TM"
"02229521","02229521","APO-CIPROFLOX","New DIN, existing TM"
"02229522","02229522","APO-CIPROFLOX","New DIN, existing TM"
"02229523","02229523","APO-CIPROFLOX","New DIN, existing TM"
"02229873","02229873","APO-ACETAMINOPHEN CAPLETS 325MG","New DIN, existing TM"
"02229977","02229977","APO-ACETAMINOPHEN CAPLETS 500MG","New DIN, existing TM"
"02230085","02230085","TEVA-THEOPHYLLINE SR","New DIN, existing TM"
"02230086","02230086","TEVA-THEOPHYLLINE SR","New DIN, existing TM"
"02230087","02230087","TEVA-THEOPHYLLINE SR","New DIN, existing TM"
"02230434","02230434","ACET 120","New DIN, existing TM"
"02230435","02230435","ACET 160","New DIN, existing TM"
"02230436","02230436","ACET 325","New DIN, existing TM"
"02230437","02230437","ACET 650","New DIN, existing TM"
"02230466","02230466","HEMORRHOIDAL RELIEF OINTMENT","New DIN, existing TM"
"700557","02230535","CLINDAMYCIN INJECTION USP","New DIN, existing TM"
"700558","02230535","CLINDAMYCIN INJECTION USP","New DIN, existing TM"
"700559","02230535","CLINDAMYCIN INJECTION USP","New DIN, existing TM"
"700560","02230540","CLINDAMYCIN INJECTION USP","New DIN, existing TM"
"700561","02230540","CLINDAMYCIN INJECTION USP","New DIN, existing TM"
"02230621","02230621","OPTICROM","New DIN, existing TM"
"02230639","02230639","TOBRAMYCIN INJECTION","New DIN, existing TM"
"02230640","02230640","TOBRAMYCIN INJECTION","New DIN, existing TM"
"02230898","02230898","FORADIL DRY POWDER CAPSULES FOR INHALATION","New DIN, existing TM"
"02230934","02230934","JUNIOR STRENGTH ACETAMINOPHEN TABLETS","New DIN, existing TM"
"02231129","02231129","SEREVENT DISKUS (50MCG/DOSE)","New DIN, existing TM"
"02231135","02231135","PMS-IPRATROPIUM","New DIN, existing TM"
"02231136","02231136","PMS-IPRATROPIUM","New DIN, existing TM"
"02231244","02231244","PMS-IPRATROPIUM","New DIN, existing TM"
"02231245","02231245","PMS-IPRATROPIUM","New DIN, existing TM"
"02231675","02231675","COMBIVENT UDV","New DIN, existing TM"
"00632228","00632228","STATEX SUPPOSITORIES 5MG","New DIN, existing TM"
"00639389","00639389","STATEX SUPPOSITORIES 30MG","New DIN, existing TM"
"02232570","02232570","AIROMIR","New DIN, existing TM"
"02232969","02232969","STOOL SOFTENER","New DIN, existing TM"
"02233005","02233005","TEVA-ENALAPRIL","New DIN, existing TM"
"02233006","02233006","TEVA-ENALAPRIL","New DIN, existing TM"
"02233007","02233007","TEVA-ENALAPRIL","New DIN, existing TM"
"02235134","02235134","TEVA-CEFADROXIL","New DIN, existing TM"
"02236396","02236396","CLEAN & CLEAR PERSA-GEL 5","New DIN, existing TM"
"02236728","02236728","CHILDREN'S ACETAMINOPHEN SUSPENSION","New DIN, existing TM"
"02236783","02236783","ORCIPRENALINE","New DIN, existing TM"
"02236796","02236796","DEEP PORE ACNE VANISHING TREATMENT","New DIN, existing TM"
"02236807","02236807","PMS-VALPROIC ACID","New DIN, existing TM"
"02236978","02236978","TEVA-FLUCONAZOLE","New DIN, existing TM"
"02236979","02236979","TEVA-FLUCONAZOLE","New DIN, existing TM"
"02237224","02237224","OXEZE TURBUHALER","New DIN, existing TM"
"02237225","02237225","OXEZE TURBUHALER","New DIN, existing TM"
"02237390","02237390","INFANT'S ACETAMINOPHEN SUSPENSION","New DIN, existing TM"
"02237452","02237452","PERIDEX ORAL RINSE","New DIN, existing TM"
"02237514","02237514","CIPRO ORAL SUSPENSION","New DIN, existing TM"
"02237562","02237562","ACETAMINOPHENE 160MG COMPRIMES A CROQUER","New DIN, existing TM"
"02237726","02237726","ASPIRIN 81MG","New DIN, existing TM"
"02237820","02237820","AMERGE","New DIN, existing TM"
"02237821","02237821","AMERGE","New DIN, existing TM"
"02238155","02238155","CODULAX TABLETS","New DIN, existing TM"
"02238283","02238283","SIROP DOCUSATE DE SODIUM U.S.P. 4MG/ML","New DIN, existing TM"
"02238295","02238295","CHILDREN'S TYLENOL","New DIN, existing TM"
"02238370","02238370","APO-VALPROIC SYRUP","New DIN, existing TM"
"02238400","02238400","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP, 1%","New DIN, existing TM"
"02238525","02238525","HP-PAC","New DIN, existing TM"
"02238545","02238545","ASAPHEN E.C. 80 MG","New DIN, existing TM"
"02238578","02238578","FUCIDIN H","New DIN, existing TM"
"02238645","02238645","292 TABLETS","New DIN, existing TM"
"02238660","02238660","ZOMIG TAB 2.5 MG","New DIN, existing TM"
"02238873","02238873","AZOPT","New DIN, existing TM"
"02238885","02238885","TYLENOL ARTHRITIS PAIN 8 HOUR","New DIN, existing TM"
"02238982","02238982","DEXIDIN 2 SOLUTION","New DIN, existing TM"
"700562","02239131","MYLAN-IPRATROPIUM SOLUTION","New DIN, existing TM"
"700563","02239131","MYLAN-IPRATROPIUM SOLUTION","New DIN, existing TM"
"700564","02239131","MYLAN-IPRATROPIUM SOLUTION","New DIN, existing TM"
"02239252","02239252","ENDURE 400 SCRUB-STAT 4","New DIN, existing TM"
"02239318","02239318","ECOCARE 360","New DIN, existing TM"
"02239365","02239365","RATIO-SALBUTAMOL","New DIN, existing TM"
"02239366","02239366","RATIO-SALBUTAMOL","New DIN, existing TM"
"02239627","02239627","PMS-IPRATROPIUM","New DIN, existing TM"
"02239630","02239630","TOBI","New DIN, existing TM"
"02239653","02239653","ANDRODERM","New DIN, existing TM"
"02239757","02239757","BACTROBAN CREAM","New DIN, existing TM"
"02239952","02239952","ZITHROMAX FOR INTRAVENOUS INJECTION","New DIN, existing TM"
"02240285","02240285","MIDAZOLAM INJECTION","New DIN, existing TM"
"02240286","02240286","MIDAZOLAM INJECTION","New DIN, existing TM"
"02240416","02240416","ENDURE 420 CIDA-STAT","New DIN, existing TM"
"02240433","02240433","PERICHLOR","New DIN, existing TM"
"02240526","02240526","DENTI-CARE CHLORHEXIDINE GLUCONATE ORAL RINSE 0.12%","New DIN, existing TM"
"02240687","02240687","RATIO-DEXAMETHASONE","New DIN, existing TM"
"02240774","02240774","APO-CEFADROXIL","New DIN, existing TM"
"02240800","02240800","STERIGEL PLUS","New DIN, existing TM"
"02241058","02241058","COUNTERACT ACETAMINOPHEN E-S","New DIN, existing TM"
"02241091","02241091","THE MAGIC BULLET","New DIN, existing TM"
"02241209","02241209","TOBRAMYCIN INJECTION USP","New DIN, existing TM"
"02241210","02241210","TOBRAMYCIN INJECTION USP","New DIN, existing TM"
"02241361","02241361","CHILDREN'S TYLENOL CHEWABLES","New DIN, existing TM"
"02241488","02241488","EXPECTORANT (REGULAR STRENGTH) COUGH SYRUP","New DIN, existing TM"
"02241497","02241497","VENTOLIN HFA","New DIN, existing TM"
"02241638","02241638","CEFUROXIME FOR INJECTION, USP","New DIN, existing TM"
"02241639","02241639","CEFUROXIME FOR INJECTION, USP","New DIN, existing TM"
"02241640","02241640","CEFUROXIME FOR INJECTION, USP","New DIN, existing TM"
"02241674","02241674","PLAN B","New DIN, existing TM"
"02241709","02241709","TEVA-CLINDAMYCIN","New DIN, existing TM"
"02241710","02241710","TEVA-CLINDAMYCIN","New DIN, existing TM"
"02241755","02241755","SANDOZ TOBRAMYCIN 0.3%","New DIN, existing TM"
"02241835","02241835","ESTALIS 140/50 MCG","New DIN, existing TM"
"02241837","02241837","ESTALIS 250/50 MCG","New DIN, existing TM"
"02241980","02241980","NEO-SYNEPHRINE","New DIN, existing TM"
"02242134","02242134","CONTINUOUS CONTROL ACNE CLEANSER","New DIN, existing TM"
"02242163","02242163","KADIAN","New DIN, existing TM"
"02242281","02242281","ENTROPHEN","New DIN, existing TM"
"02242484","02242484","MORPHINE SULFATE INJECTION USP","New DIN, existing TM"
"02242513","02242513","SOLUPREP AQ","New DIN, existing TM"
"02242527","02242527","SANDOZ PROCTOMYXIN HC","New DIN, existing TM"
"02242528","02242528","SANDOZ PROCTOMYXIN HC SUPPOSITORIES","New DIN, existing TM"
"02242656","02242656","RATIO-CEFUROXIME","New DIN, existing TM"
"02242657","02242657","RATIO-CEFUROXIME","New DIN, existing TM"
"02242842","02242842","DIGISAN E FOAM HAND SANITIZER","New DIN, existing TM"
"02242892","02242892","EXPECTORANT (EXTRA STRENGTH) SYRUP","New DIN, existing TM"
"02242904","02242904","MIDAZOLAM INJECTION","New DIN, existing TM"
"02242905","02242905","MIDAZOLAM INJECTION","New DIN, existing TM"
"02243005","02243005","MIRENA","New DIN, existing TM"
"02243045","02243045","ZOMIG RAPIMELT","New DIN, existing TM"
"02243101","02243101","ENTERIC COATED ASA DAILY LOW DOSE","New DIN, existing TM"
"02243115","02243115","VENTOLIN DISKUS","New DIN, existing TM"
"02243116","02243116","TRIMETHOPRIM TABLETS","New DIN, existing TM"
"02243117","02243117","TRIMETHOPRIM TABLETS","New DIN, existing TM"
"02243158","02243158","CLINDOXYL GEL","New DIN, existing TM"
"02243562","02243562","HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 18MG","New DIN, existing TM"
"02243659","02243659","CLINDA-T","New DIN, existing TM"
"02243789","02243789","RATIO-IPRA SAL UDV","New DIN, existing TM"
"02243801","02243801","EQUATE DAILY LOW-DOSE","New DIN, existing TM"
"02243838","02243838","BISACODYL TABLETS 5MG","New DIN, existing TM"
"02243896","02243896","EXACT COATED DAILY LOW-DOSE ASA","New DIN, existing TM"
"02243974","02243974","ENTROPHEN CHEWABLE","New DIN, existing TM"
"02243980","02243980","DIMETAPP","New DIN, existing TM"
"02244022","02244022","MISOPROSTOL","New DIN, existing TM"
"02244023","02244023","MISOPROSTOL","New DIN, existing TM"
"02244078","02244078","DIMETAPP-C","New DIN, existing TM"
"02244079","02244079","DIMETANE EXPECTORANT C","New DIN, existing TM"
"02244331","02244331","TAMINOL CAPLETS","New DIN, existing TM"
"02244344","02244344","MICARDIS PLUS","New DIN, existing TM"
"02244393","02244393","APO-CEFUROXIME","New DIN, existing TM"
"02244394","02244394","APO-CEFUROXIME","New DIN, existing TM"
"02244676","02244676","FORTOLIN","New DIN, existing TM"
"02244790","02244790","SANDOZ MORPHINE SR","New DIN, existing TM"
"02244791","02244791","SANDOZ MORPHINE SR","New DIN, existing TM"
"02244792","02244792","SANDOZ MORPHINE SR","New DIN, existing TM"
"02244797","02244797","HYDROMORPHONE HP FORTE INJECTION","New DIN, existing TM"
"02244798","02244798","RATIO-METHOTREXATE SODIUM","New DIN, existing TM"
"02244993","02244993","ASA 81 MG","New DIN, existing TM"
"02245075","02245075","DIMETAPP EXTRA STRENGTH","New DIN, existing TM"
"02245079","02245079","APO-DOCUSATE SODIUM","New DIN, existing TM"
"02245232","02245232","APO-CLINDAMYCIN","New DIN, existing TM"
"02245233","02245233","APO-CLINDAMYCIN","New DIN, existing TM"
"02245292","02245292","MYLAN-FLUCONAZOLE","New DIN, existing TM"
"02245293","02245293","MYLAN-FLUCONAZOLE","New DIN, existing TM"
"02245345","02245345","ANDROGEL","New DIN, existing TM"
"02245346","02245346","ANDROGEL","New DIN, existing TM"
"02245385","02245385","SYMBICORT 100 TURBUHALER","New DIN, existing TM"
"02245386","02245386","SYMBICORT 200 TURBUHALER","New DIN, existing TM"
"02245643","02245643","PMS-FLUCONAZOLE","New DIN, existing TM"
"02245644","02245644","PMS-FLUCONAZOLE","New DIN, existing TM"
"02245647","02245647","MYLAN-CIPROFLOXACIN","New DIN, existing TM"
"02245648","02245648","MYLAN-CIPROFLOXACIN","New DIN, existing TM"
"02245669","02245669","APO-SALVENT CFC FREE","New DIN, existing TM"
"02245741","02245741","ANTISEPTIC BODY CLEANSER","New DIN, existing TM"
"02245898","02245898","CYPROTERONE","New DIN, existing TM"
"02245946","02245946","JAMP-DOCUSATE SODIUM","New DIN, existing TM"
"02245972","02245972","ANDRODERM","New DIN, existing TM"
"02246036","02246036","DOCUSATE SODIUM","New DIN, existing TM"
"02246039","02246039","JAMP-BISACODYL","New DIN, existing TM"
"02246060","02246060","TYLENOL MUSCLE ACHES & BODY PAIN","New DIN, existing TM"
"02246084","02246084","IPRAVENT","New DIN, existing TM"
"02246121","02246121","PROVON ANTISEPTIC LOTION SOAP WITH 2% CHG","New DIN, existing TM"
"02246427","02246427","KEYSTONE FOAM HAND SANITIZER","New DIN, existing TM"
"02246619","02246619","XALACOM","New DIN, existing TM"
"02246620","02246620","PMS-FLUCONAZOLE-150","New DIN, existing TM"
"02246741","02246741","DOCUSATE CALCIUM","New DIN, existing TM"
"02246854","02246854","DOCUSATE SODIUM","New DIN, existing TM"
"02246888","02246888","AVAGARD CHG","New DIN, existing TM"
"02246951","02246951","SENNA S. TABLETS","New DIN, existing TM"
"02247134","02247134","SENNA LAXATIVE AND DOCUSATE SODIUM TABLETS","New DIN, existing TM"
"02247322","02247322","PROCTOL OINTMENT","New DIN, existing TM"
"02247339","02247339","ACT CIPROFLOXACIN","New DIN, existing TM"
"02247340","02247340","ACT CIPROFLOXACIN","New DIN, existing TM"
"02247341","02247341","ACT CIPROFLOXACIN","New DIN, existing TM"
"02247385","02247385","EURO-DOCUSATE","New DIN, existing TM"
"02247390","02247390","SANDOZ SENNA S","New DIN, existing TM"
"02247550","02247550","ASAPHEN EC","New DIN, existing TM"
"02247621","02247621","CHLORAL HYDRATE SYRUP ODAN","New DIN, existing TM"
"02247686","02247686","ATROVENT HFA","New DIN, existing TM"
"02247882","02247882","PROCTOL SUPPOSITORIES","New DIN, existing TM"
"02247916","02247916","CIPRO XL","New DIN, existing TM"
"02248128","02248128","AXERT 6.25MG","New DIN, existing TM"
"02248129","02248129","AXERT 12.5MG","New DIN, existing TM"
"02248217","02248217","BLEMISH GEL 5%","New DIN, existing TM"
"02248262","02248262","TEVA-LEVOFLOXACIN","New DIN, existing TM"
"02248263","02248263","TEVA-LEVOFLOXACIN","New DIN, existing TM"
"02248351","02248351","ANTI-MICROBE","New DIN, existing TM"
"02248437","02248437","PMS-CIPROFLOXACIN","New DIN, existing TM"
"02248438","02248438","PMS-CIPROFLOXACIN","New DIN, existing TM"
"02248439","02248439","PMS-CIPROFLOXACIN","New DIN, existing TM"
"02248463","02248463","VIONEXUS NO-RINSE SPRAY","New DIN, existing TM"
"02248472","02248472","BENZACLIN TOPICAL GEL","New DIN, existing TM"
"02248525","02248525","CLINDAMYCINE-150","New DIN, existing TM"
"02248526","02248526","CLINDAMYCINE-300","New DIN, existing TM"
"02248756","02248756","SANDOZ CIPROFLOXACIN","New DIN, existing TM"
"02248757","02248757","SANDOZ CIPROFLOXACIN","New DIN, existing TM"
"02248758","02248758","SANDOZ CIPROFLOXACIN","New DIN, existing TM"
"02248808","02248808","ADDERALL XR","New DIN, existing TM"
"02248809","02248809","ADDERALL XR","New DIN, existing TM"
"02248810","02248810","ADDERALL XR","New DIN, existing TM"
"02248811","02248811","ADDERALL XR","New DIN, existing TM"
"02248812","02248812","ADDERALL XR","New DIN, existing TM"
"02248813","02248813","ADDERALL XR","New DIN, existing TM"
"02248991","02248991","READY BATH ANTIBACTERIAL TOTAL BODY CLEANSING SYSTEM - MSC 095105","New DIN, existing TM"
"02248992","02248992","ZOMIG NASAL SPRAY","New DIN, existing TM"
"02248993","02248993","ZOMIG NASAL SPRAY","New DIN, existing TM"
"02249405","02249405","ACTIVELLE","New DIN, existing TM"
"02249499","02249499","ANDROGEL","New DIN, existing TM"
"02250055","02250055","APO-DEXAMETHASONE","New DIN, existing TM"
"02250217","02250217","SUDAFED PE EXTRA STRENGTH","New DIN, existing TM"
"02250675","02250675","EURO-ASA CHEWABLE TABLET","New DIN, existing TM"
"02251248","02251248","RIVA-CIPROFLOXACIN","New DIN, existing TM"
"02251280","02251280","DOM-CIPROFLOXACIN","New DIN, existing TM"
"02251787","02251787","CIPRO XL","New DIN, existing TM"
"02252805","02252805","ACETAMINOPHEN 325MG TABLETS REGULAR STRENGTH","New DIN, existing TM"
"02252813","02252813","ACETAMINOPHEN 500MG TABLETS EXTRA STRENGTH","New DIN, existing TM"
"02252856","02252856","ACETYLSALICYLIC ACID 325MG TABLETS USP","New DIN, existing TM"
"02252864","02252864","ACETYLSALICYLIC ACID EXTRA STRENGTH 500MG TABLETS USP","New DIN, existing TM"
"02254468","02254468","TYLENOL ULTRA RELIEF","New DIN, existing TM"
"02255251","02255251","ACETAMINOPHEN 500 MG TABLETS EXTRA STRENGTH EASY TO SWALLOW","New DIN, existing TM"
"02255340","02255340","ACT AZITHROMYCIN","New DIN, existing TM"
"02255510","02255510","RIVA-FLUCONAZOLE","New DIN, existing TM"
"02256088","02256088","ACT AZITHROMYCIN","New DIN, existing TM"
"02256290","02256290","RELPAX","New DIN, existing TM"
"02256304","02256304","RELPAX","New DIN, existing TM"
"02258331","02258331","MYLAN-CLINDAMYCIN","New DIN, existing TM"
"02258358","02258358","MYLAN-CLINDAMYCIN","New DIN, existing TM"
"02259915","02259915","HANDS2GO","New DIN, existing TM"
"02260565","02260565","XOLAIR","New DIN, existing TM"
"02261081","02261081","APO-DEXAMETHASONE","New DIN, existing TM"
"700565","02261472","FLUCONAZOLE  IN SODIUM CHLORIDE INJECTION USP","New DIN, existing TM"
"700566","02261472","FLUCONAZOLE  IN SODIUM CHLORIDE INJECTION USP","New DIN, existing TM"
"02261634","02261634","PMS-AZITHROMYCIN","New DIN, existing TM"
"02261642","02261642","PMS-AZITHROMYCIN","New DIN, existing TM"
"02263475","02263475","CHEST CONGESTION SYRUP","New DIN, existing TM"
"02263793","02263793","PEDIAPHEN CHILDREN'S ACETAMINOPHEN ORAL SOLUTION USP DROPS 80MG/ML","New DIN, existing TM"
"02263807","02263807","PEDIAPHEN 80MG/5ML","New DIN, existing TM"
"02263815","02263815","PEDIAPHEN CHILDREN'S ACETAMINOPHEN CHEWABLE TABLETS USP 80MG/TABLET","New DIN, existing TM"
"02263823","02263823","PEDIAPHEN CHILDREN'S ACETAMINOPHEN CHEWABLE TABLETS USP 160MG/TABLET","New DIN, existing TM"
"02263831","02263831","PEDIAPHEN CHILDREN'S ACETAMINOPHEN ORAL SOLUTION USP 160MG/5ML","New DIN, existing TM"
"02264706","02264706","ENTERIC COATED A.S.A","New DIN, existing TM"
"02264722","02264722","ENTERIC COATED A.S.A","New DIN, existing TM"
"02264870","02264870","ULTRA HEADACHE RELIEF","New DIN, existing TM"
"02265826","02265826","SANDOZ AZITHROMYCIN","New DIN, existing TM"
"02266148","02266148","DILOTAB II","New DIN, existing TM"
"02266938","02266938","TARO-CLINDAMYCIN","New DIN, existing TM"
"02267144","02267144","HYGIENIPAK 2% CHG FOAMING SKIN CLEANSER","New DIN, existing TM"
"02267411","02267411","COLD LIQUID","New DIN, existing TM"
"02267586","02267586","EXCEDRIN TENSION HEADACHE","New DIN, existing TM"
"02267845","02267845","TEVA-AZITHROMYCIN","New DIN, existing TM"
"02268817","02268817","MEDICATED ACNE GEL","New DIN, existing TM"
"02268825","02268825","ANGELIQ","New DIN, existing TM"
"02269090","02269090","TRUSOPT","New DIN, existing TM"
"02269139","02269139","ACETYLSALICYLIC ACID 80 MG CHEWABLE TABLETS","New DIN, existing TM"
"02269988","02269988","ACETAMINOPHEN 500MG AND CAFFEINE 65MG","New DIN, existing TM"
"02270323","02270323","ASA 500 MG TABLETS EXTRA STRENGTH","New DIN, existing TM"
"02270420","02270420","SOAPOPULAR","New DIN, existing TM"
"02272482","02272482","ACETAMINOPHEN ARTHRITIS PAIN","New DIN, existing TM"
"02272695","02272695","TEVA-COMBO STERINEBS","New DIN, existing TM"
"02273411","02273411","BISACODYL-ODAN","New DIN, existing TM"
"02273462","02273462","BENYLIN COLD & SINUS","New DIN, existing TM"
"02273810","02273810","NYQUIL SINUS LIQUICAPS","New DIN, existing TM"
"02273829","02273829","DAYQUIL SINUS LIQUICAPS","New DIN, existing TM"
"02274396","02274396","AZITHROMYCIN","New DIN, existing TM"
"02274531","02274531","GD-AZITHROMYCIN","New DIN, existing TM"
"02274566","02274566","GD-AZITHROMYCIN","New DIN, existing TM"
"02274574","02274574","GD-AZITHROMYCIN","New DIN, existing TM"
"02275309","02275309","RIVA-AZITHROMYCIN","New DIN, existing TM"
"02275708","02275708","REGULAR STRENGTH TYLENOL SINUS DAYTIME","New DIN, existing TM"
"02276003","02276003","EXTRA STRENGTH TYLENOL SINUS DAYTIME","New DIN, existing TM"
"02276704","02276704","EXTRA STRENGTH CONTAC COLD & SORE THROAT","New DIN, existing TM"
"02278251","02278251","DUOTRAV PQ","New DIN, existing TM"
"02278359","02278359","MYLAN-AZITHROMYCIN","New DIN, existing TM"
"02278499","02278499","DOM-AZITHROMYCIN","New DIN, existing TM"
"02279363","02279363","PMS-DEXAMETHASONE","New DIN, existing TM"
"02279762","02279762","DOCUSATE CALCIUM","New DIN, existing TM"
"02279983","02279983","TARO-MUPIROCIN","New DIN, existing TM"
"02280167","02280167","ASATAB 80 MG CHEWABLE TABLETS","New DIN, existing TM"
"02280248","02280248","TESTIM 1%","New DIN, existing TM"
"02280566","02280566","SILVER BULLET SUPPOSITORY","New DIN, existing TM"
"02281031","02281031","STOOL SOFTENER","New DIN, existing TM"
"02281260","02281260","ACT FLUCONAZOLE","New DIN, existing TM"
"02281279","02281279","ACT FLUCONAZOLE","New DIN, existing TM"
"02282348","02282348","PMS-FLUCONAZOLE","New DIN, existing TM"
"02283220","02283220","JAMP-DOCUSATE SODIUM","New DIN, existing TM"
"02283255","02283255","JAMP-DOCUSATE CALCIUM","New DIN, existing TM"
"02283433","02283433","RAN-ACETAMINOPHEN 8 HOUR","New DIN, existing TM"
"02283662","02283662","PMS-ASA","New DIN, existing TM"
"02283670","02283670","PMS-ASA","New DIN, existing TM"
"02283689","02283689","PMS-ASA EC","New DIN, existing TM"
"02283700","02283700","PRAXIS ASA EC 81 MG DAILY LOW DOSE","New DIN, existing TM"
"02283905","02283905","JAMP-A.S.A.","New DIN, existing TM"
"02284529","02284529","PMS-ASA EC","New DIN, existing TM"
"02284537","02284537","PMS-ASA EC","New DIN, existing TM"
"02284677","02284677","PMS-LEVOFLOXACIN","New DIN, existing TM"
"02284685","02284685","PMS-LEVOFLOXACIN","New DIN, existing TM"
"02284707","02284707","APO-LEVOFLOXACIN","New DIN, existing TM"
"02284715","02284715","APO-LEVOFLOXACIN","New DIN, existing TM"
"02285150","02285150","TOBRAMYCIN FOR INJECTION U.S.P.","New DIN, existing TM"
"02285371","02285371","PMS-ASA EC","New DIN, existing TM"
"02285649","02285649","TEVA-LEVOFLOXACIN","New DIN, existing TM"
"02285673","02285673","SANDOZ FOLIC ACID","New DIN, existing TM"
"02285797","02285797","EXTRA STRENGTH ACETAMINOPHEN","New DIN, existing TM"
"02286653","02286653","ARTHRITIS PAIN EXTENDED RELIEF","New DIN, existing TM"
"02289970","02289970","ASPIRIN 81MG QUICK CHEWS","New DIN, existing TM"
"02290081","02290081","ADASEPT B.P.5 ACNE GEL","New DIN, existing TM"
"02290561","02290561","CLINIQUE ACNE SOLUTIONS ALL-OVER CLEARING TREATMENT","New DIN, existing TM"
"02290855","02290855","X3 CLEAN GERM ATTACK HAND SANITIZER","New DIN, existing TM"
"02291096","02291096","ORO CLEAR","New DIN, existing TM"
"02291878","02291878","ACT ENALAPRIL","New DIN, existing TM"
"02291886","02291886","ACT ENALAPRIL","New DIN, existing TM"
"02291894","02291894","ACT ENALAPRIL","New DIN, existing TM"
