"tm_code","tm_formal_name","ntp_code","ntp_formal_name","mp_code","mp_formal_name","Health_Canada_identifier","Health_Canada_description"
"8000159","ciprofloxacin","9000661","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet","02423561","MINT-CIPROFLOX (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) MINT PHARMACEUTICALS INC","02423561",""
"8000159","ciprofloxacin","9000661","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet","02427001","VAN-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) VANC PHARMACEUTICALS INC","02427001",""
"8000159","ciprofloxacin","9000661","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet","02444887","BIO-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) BIOMED PHARMA","02444887",""
"8000159","ciprofloxacin","9000661","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet","02445344","PRIVA-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) PHARMAPAR INC","02445344",""
"8000159","ciprofloxacin","9000662","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet","02155974","CIPRO (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) BAYER INC","02155974",""
"8000159","ciprofloxacin","9000662","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet","02161753","TEVA-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) TEVA CANADA LIMITED","02161753",""
"8000159","ciprofloxacin","9000662","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet","02229523","APO-CIPROFLOX (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) APOTEX INC","02229523",""
"8000159","ciprofloxacin","9000662","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet","02247341","ACT CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) TEVA CANADA LIMITED","02247341",""
"8000159","ciprofloxacin","9000662","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet","02248439","PMS-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) PHARMASCIENCE INC","02248439",""
"8000159","ciprofloxacin","9000662","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet","02248758","SANDOZ CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) SANDOZ CANADA INCORPORATED","02248758",""
"8000159","ciprofloxacin","9000662","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet","02303744","RAN-CIPROFLOX (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.","02303744",""
"8000159","ciprofloxacin","9000662","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet","02317443","MINT-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) MINT PHARMACEUTICALS INC","02317443",""
"8000159","ciprofloxacin","9000662","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet","02379708","MAR-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) MARCAN PHARMACEUTICALS INC","02379708",""
"8000159","ciprofloxacin","9000662","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet","02380374","JAMP-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) JAMP PHARMA CORPORATION","02380374",""
"8000159","ciprofloxacin","9000662","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet","02381931","AURO-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) AURO PHARMA INC","02381931",""
"8000159","ciprofloxacin","9000662","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet","02423588","MINT-CIPROFLOX (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) MINT PHARMACEUTICALS INC","02423588",""
"8000159","ciprofloxacin","9000662","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet","02427028","VAN-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) VANC PHARMACEUTICALS INC","02427028",""
"8000159","ciprofloxacin","9000817","ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic ointment","02200864","CILOXAN (ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic ointment) NOVARTIS PHARMACEUTICALS CANADA INC","02200864",""
"8000159","ciprofloxacin","9001049","ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 500 mg prolonged-release oral tablet","02247916","CIPRO XL (ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 500 mg prolonged-release oral tablet) BAYER INC","02247916",""
"8000159","ciprofloxacin","9001049","ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 500 mg prolonged-release oral tablet","02416433","PMS-CIPROFLOXACIN XL (ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 500 mg prolonged-release oral tablet) PHARMASCIENCE INC","02416433",""
"8000159","ciprofloxacin","9001076","ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 1000 mg prolonged-release oral tablet","02251787","CIPRO XL (ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 1000 mg prolonged-release oral tablet) BAYER INC","02251787",""
"8000159","ciprofloxacin","9001240","ciprofloxacin 2 mg per mL solution for injection","02301903","CIPROFLOXACIN INJECTION USP (ciprofloxacin 2 mg per mL solution for injection) PFIZER CANADA INC","02301903",""
"8000159","ciprofloxacin","9001240","ciprofloxacin 2 mg per mL solution for injection","02304759","CIPROFLOXACIN INTRAVENOUS INFUSION BP (ciprofloxacin 2 mg per mL solution for injection) SANDOZ CANADA INCORPORATED","02304759",""
"8000159","ciprofloxacin","9006258","ciprofloxacin 500 mg per 5 mL oral suspension","02237514","CIPRO ORAL SUSPENSION (ciprofloxacin 500 mg per 5 mL oral suspension) BAYER INC","02237514",""
"8000160","clarithromycin","9000409","clarithromycin 250 mg oral tablet","02466120","CLARITHROMYCIN (clarithromycin 250 mg oral tablet) SANIS HEALTH INC","02466120",""
"8000169","ketorolac","9000590","ketorolac tromethamine 10 mg oral tablet","02465124","MAR-KETOROLAC (ketorolac tromethamine 10 mg oral tablet) MARCAN PHARMACEUTICALS INC","02465124",""
"8000172","vitamin D3 (cholecalciferol)","9006479","vitamin D3 (cholecalciferol) 10000 unit oral capsule","02464594","EURO D 10 000 (vitamin D3 (cholecalciferol) 10000 unit oral capsule) EURO-PHARM INTERNATIONAL CANADA INC","02464594",""
"8000184","metformin","9001233","metformin hydrochloride 1000 mg prolonged-release oral tablet","02460653","APO-METFORMIN ER (metformin hydrochloride 1000 mg prolonged-release oral tablet) APOTEX INC","02460653",""
"8000202","ipratropium","9000527","ipratropium bromide 250 mcg per mL inhalation solution 20 mL bottle","02126222","APO-IPRAVENT SOLUTION - INH 250MCG/ML (ipratropium bromide 250 mcg per mL inhalation solution 20 mL bottle) APOTEX INC","02126222",""
"8000202","ipratropium","9000527","ipratropium bromide 250 mcg per mL inhalation solution 20 mL bottle","02231136","PMS-IPRATROPIUM (ipratropium bromide 250 mcg per mL inhalation solution 20 mL bottle) PHARMASCIENCE INC","02231136",""
"8000202","ipratropium","9000754","ipratropium bromide 250 mcg per 1 mL inhalation solution unit dose vial","02231244","PMS-IPRATROPIUM (ipratropium bromide 250 mcg per 1 mL inhalation solution unit dose vial) PHARMASCIENCE INC","02231244","1ML UNIT DOSE"
"8000202","ipratropium","9000754","ipratropium bromide 250 mcg per 1 mL inhalation solution unit dose vial","700550","RATIO-IPRATROPIUM UDV (ipratropium bromide 250 mcg per 1 mL inhalation solution unit dose vial) TEVA CANADA LIMITED","02097168",""
"8000202","ipratropium","9000755","ipratropium bromide 250 mcg per 2 mL inhalation solution unit dose vial","02097176","RATIO-IPRATROPIUM UDV (ipratropium bromide 250 mcg per 2 mL inhalation solution unit dose vial) TEVA CANADA LIMITED","02097176",""
"8000202","ipratropium","9000755","ipratropium bromide 250 mcg per 2 mL inhalation solution unit dose vial","02231135","PMS-IPRATROPIUM (ipratropium bromide 250 mcg per 2 mL inhalation solution unit dose vial) PHARMASCIENCE INC","02231135",""
"8000202","ipratropium","9000756","ipratropium bromide 500 mcg per 2 mL inhalation solution unit dose vial","02231245","PMS-IPRATROPIUM (ipratropium bromide 500 mcg per 2 mL inhalation solution unit dose vial) PHARMASCIENCE INC","02231245","2ML UNIT DOSE"
"8000202","ipratropium","9000756","ipratropium bromide 500 mcg per 2 mL inhalation solution unit dose vial","700551","RATIO-IPRATROPIUM UDV (ipratropium bromide 500 mcg per 2 mL inhalation solution unit dose vial) TEVA CANADA LIMITED","02097168",""
"8000202","ipratropium","9000786","ipratropium bromide 0.025 % per 1 mL inhalation solution unit dose vial","700555","TEVA-IPRATROPIUM STERINEBS (ipratropium bromide 0.025 % per 1 mL inhalation solution unit dose vial) TEVA CANADA LIMITED","02216221","1ML & 2ML SINGLE-USE VIALS"
"8000202","ipratropium","9000787","ipratropium bromide 0.05 % per 2 mL inhalation solution unit dose vial","700556","TEVA-IPRATROPIUM STERINEBS (ipratropium bromide 0.05 % per 2 mL inhalation solution unit dose vial) TEVA CANADA LIMITED","02216221","1ML & 2ML SINGLE-USE VIALS"
"8000202","ipratropium","9000827","ipratropium bromide 0.25 mg per 1 mL inhalation solution unit dose vial","700563","MYLAN-IPRATROPIUM SOLUTION (ipratropium bromide 0.25 mg per 1 mL inhalation solution unit dose vial) MYLAN PHARMACEUTICALS ULC","02239131",""
"8000202","ipratropium","9000828","ipratropium bromide 0.25 mg per mL inhalation solution 20 mL bottle","700562","MYLAN-IPRATROPIUM SOLUTION (ipratropium bromide 0.25 mg per mL inhalation solution 20 mL bottle) MYLAN PHARMACEUTICALS ULC","02239131",""
"8000202","ipratropium","9000829","ipratropium bromide 0.5 mg per 2 mL inhalation solution unit dose vial","700564","MYLAN-IPRATROPIUM SOLUTION (ipratropium bromide 0.5 mg per 2 mL inhalation solution unit dose vial) MYLAN PHARMACEUTICALS ULC","02239131",""
"8000202","ipratropium","9001005","ipratropium bromide 0.03 % nasal spray","02163705","ATROVENT NASAL SPRAY (ipratropium bromide 0.03 % nasal spray) SANOFI-AVENTIS CANADA INC","02163705",""
"8000202","ipratropium","9001006","ipratropium bromide 0.06 % nasal spray","02163713","ATROVENT NASAL SPRAY (ipratropium bromide 0.06 % nasal spray) SANOFI-AVENTIS CANADA INC","02163713",""
"8000202","ipratropium","9001006","ipratropium bromide 0.06 % nasal spray","02246084","IPRAVENT (ipratropium bromide 0.06 % nasal spray) AA PHARMA INC","02246084",""
"8000202","ipratropium","9001074","ipratropium bromide 20 mcg per actuation pressurised inhalation","02247686","ATROVENT HFA (ipratropium bromide 20 mcg per actuation pressurised inhalation) BOEHRINGER INGELHEIM (CANADA) LTD LTEE","02247686",""
"8000202","ipratropium","9006574","ipratropium bromide 0.03 % inhalation vapour (liquid)","02239627","PMS-IPRATROPIUM (ipratropium bromide 0.03 % inhalation vapour (liquid)) PHARMASCIENCE INC","02239627",""
"8000217","methotrexate","9000610","methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial","02182971","METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) PFIZER CANADA INC","02182971","PRESERVATIVE-FREE (PHARMACY BULK VIAL)"
"8000217","methotrexate","9000610","methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial","700549","METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) TEVA CANADA LIMITED","02099705",""
"8000217","methotrexate","9000611","methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial","02182777","METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) PFIZER CANADA INC","02182777","WITH PRESERVATIVE (MULTIDOSE VIALS)"
"8000217","methotrexate","9000611","methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial","700548","METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) TEVA CANADA LIMITED","02099705",""
"8000217","methotrexate","9000611","methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial","700576","METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) SANDOZ CANADA INCORPORATED","02398427","50MG/2ML & 500MG/20ML VIALS"
"8000217","methotrexate","9000612","methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial","02182955","METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) PFIZER CANADA INC","02182955","SINGLE USE VIALS. PRESERVATIVE-FREE"
"8000217","methotrexate","9000612","methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial","700547","METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) TEVA CANADA LIMITED","02099705",""
"8000217","methotrexate","9000612","methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial","700575","METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED","02398427","50MG/2ML & 500MG/20ML VIALS"
"8000217","methotrexate","9000738","methotrexate (methotrexate sodium) 20 mg per 2 mL solution for injection vial","02182947","METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 20 mg per 2 mL solution for injection vial) PFIZER CANADA INC","02182947","SINGLE USE VIALS. PRESERVATIVE-FREE"
"8000217","methotrexate","9000870","methotrexate 2.5 mg oral tablet","02182963","APO-METHOTREXATE (methotrexate 2.5 mg oral tablet) PFIZER CANADA INC","02182963",""
"8000217","methotrexate","9000964","methotrexate (methotrexate sodium) 2.5 mg oral tablet","02244798","RATIO-METHOTREXATE SODIUM (methotrexate (methotrexate sodium) 2.5 mg oral tablet) TEVA CANADA LIMITED","02244798",""
"8000217","methotrexate","9001077","methotrexate 10 mg oral tablet","02182750","METHOTREXATE TABLETS, USP (methotrexate 10 mg oral tablet) PFIZER CANADA INC","02182750",""
"8000217","methotrexate","9001269","methotrexate (methotrexate sodium) 15 mg per 1.5 mL solution for injection 1.5 mL syringe","02320045","METOJECT (methotrexate (methotrexate sodium) 15 mg per 1.5 mL solution for injection 1.5 mL syringe) MEDEXUS INC","02320045",""
"8000217","methotrexate","9001270","methotrexate (methotrexate sodium) 7.5 mg per 0.75 mL solution for injection 0.75 mL syringe","02320029","METOJECT (methotrexate (methotrexate sodium) 7.5 mg per 0.75 mL solution for injection 0.75 mL syringe) MEDEXUS INC","02320029",""
"8000217","methotrexate","9001363","methotrexate 1000 mg per 40 mL solution for injection vial","700569","METHOTREXATE INJECTION, BP (methotrexate 1000 mg per 40 mL solution for injection vial) ACCORD HEALTHCARE INC","02327236","WITHOUT PRESERVATIVE (SINGLE USE VIALS)"
"8000217","methotrexate","9001364","methotrexate 500 mg per 20 mL solution for injection vial","700568","METHOTREXATE INJECTION, BP (methotrexate 500 mg per 20 mL solution for injection vial) ACCORD HEALTHCARE INC","02327236","WITHOUT PRESERVATIVE (SINGLE USE VIALS)"
"8000217","methotrexate","9001365","methotrexate 50 mg per 2 mL solution for injection vial","700567","METHOTREXATE INJECTION, BP (methotrexate 50 mg per 2 mL solution for injection vial) ACCORD HEALTHCARE INC","02327236","WITHOUT PRESERVATIVE (SINGLE USE VIALS)"
"8000217","methotrexate","9001418","methotrexate 10 mg per 0.4 mL solution for injection 0.4 mL syringe","02422174","METHOTREXATE INJECTION, BP (methotrexate 10 mg per 0.4 mL solution for injection 0.4 mL syringe) PHARMASCIENCE INC","02422174","(25 MG/ML). 0.4 ML SINGLE USE PREFILLED SYRINGE."
"8000217","methotrexate","9001419","methotrexate 15 mg per 0.6 mL solution for injection 0.6 mL syringe","02422182","METHOTREXATE INJECTION, BP (methotrexate 15 mg per 0.6 mL solution for injection 0.6 mL syringe) PHARMASCIENCE INC","02422182","(25 MG/ML). 0.6 ML SINGLE USE PREFILLED SYRINGE."
"8000217","methotrexate","9001420","methotrexate 20 mg per 0.8 mL solution for injection 0.8 mL syringe","02422190","METHOTREXATE INJECTION, BP (methotrexate 20 mg per 0.8 mL solution for injection 0.8 mL syringe) PHARMASCIENCE INC","02422190","(25 MG/ML). 0.8 ML SINGLE USE PREFILLED SYRINGE."
"8000217","methotrexate","9001468","methotrexate (methotrexate sodium) 17.5 mg per 0.35 mL solution for injection 0.35 mL syringe","02454769","METOJECT SUBCUTANEOUS (methotrexate (methotrexate sodium) 17.5 mg per 0.35 mL solution for injection 0.35 mL syringe) MEDEXUS INC","02454769","SINGLE-USE PREFILLED SYRINGES"
"8000217","methotrexate","9001469","methotrexate (methotrexate sodium) 20 mg per 0.4 mL solution for injection 0.4 mL syringe","02454866","METOJECT SUBCUTANEOUS (methotrexate (methotrexate sodium) 20 mg per 0.4 mL solution for injection 0.4 mL syringe) MEDEXUS INC","02454866","SINGLE-USE PREFILLED SYRINGES"
"8000217","methotrexate","9001470","methotrexate (methotrexate sodium) 22.5 mg per 0.45 mL solution for injection 0.45 mL syringe","02454777","METOJECT SUBCUTANEOUS (methotrexate (methotrexate sodium) 22.5 mg per 0.45 mL solution for injection 0.45 mL syringe) MEDEXUS INC","02454777","SINGLE-USE PREFILLED SYRINGES"
"8000217","methotrexate","9001471","methotrexate (methotrexate sodium) 25 mg per 0.5 mL solution for injection 0.5 mL syringe","02454874","METOJECT SUBCUTANEOUS (methotrexate (methotrexate sodium) 25 mg per 0.5 mL solution for injection 0.5 mL syringe) MEDEXUS INC","02454874","SINGLE-USE PREFILLED SYRINGES"
"8000217","methotrexate","9006604","methotrexate (methotrexate sodium) 10 mg per mL solution for injection 1 mL syringe","02320037","METOJECT (methotrexate (methotrexate sodium) 10 mg per mL solution for injection 1 mL syringe) MEDEXUS INC","02320037",""
"8000217","methotrexate","9006609","methotrexate 25 mg per mL solution for injection 1 mL syringe","02422204","METHOTREXATE INJECTION, BP (methotrexate 25 mg per mL solution for injection 1 mL syringe) PHARMASCIENCE INC","02422204","1 ML SINGLE USE PREFILLED SYRINGE."
"8000217","methotrexate","9006610","methotrexate 7.5 mg per 0.3 mL solution for injection 0.3 mL syringe","02422166","METHOTREXATE INJECTION, BP (methotrexate 7.5 mg per 0.3 mL solution for injection 0.3 mL syringe) PHARMASCIENCE INC","02422166","(25 MG/ML). 0.3 ML SINGLE USE PREFILLED SYRINGE."
"8000224","azithromycin","9000736","azithromycin 600 mg oral tablet","02256088","ACT AZITHROMYCIN (azithromycin (azithromycin monohydrate) 600 mg oral tablet) ACTAVIS PHARMA COMPANY","02256088",""
"8000224","azithromycin","9000839","azithromycin 250 mg oral tablet","02212021","ZITHROMAX (azithromycin 250 mg oral tablet) PFIZER CANADA INC","02212021",""
"8000224","azithromycin","9000839","azithromycin 250 mg oral tablet","02255340","ACT AZITHROMYCIN (azithromycin (azithromycin monohydrate) 250 mg oral tablet) ACTAVIS PHARMA COMPANY","02255340",""
"8000224","azithromycin","9000839","azithromycin 250 mg oral tablet","02265826","SANDOZ AZITHROMYCIN (azithromycin (azithromycin dihydrate) 250 mg oral tablet) SANDOZ CANADA INCORPORATED","02265826",""
"8000224","azithromycin","9000839","azithromycin 250 mg oral tablet","02274531","GD-AZITHROMYCIN (azithromycin 250 mg oral tablet) GENMED A DIVISION OF PFIZER CANADA INC","02274531",""
"8000224","azithromycin","9000839","azithromycin 250 mg oral tablet","02275309","RIVA-AZITHROMYCIN (azithromycin (azithromycin dihydrate) 250 mg oral tablet) LABORATOIRE RIVA INC","02275309",""
"8000224","azithromycin","9000839","azithromycin 250 mg oral tablet","02330881","AZITHROMYCIN (azithromycin (azithromycin dihydrate) 250 mg oral tablet) SANIS HEALTH INC","02330881",""
"8000224","azithromycin","9000839","azithromycin 250 mg oral tablet","02415542","APO-AZITHROMYCIN Z (azithromycin (azithromycin dihydrate) 250 mg oral tablet) APOTEX INC","02415542",""
"8000224","azithromycin","9000839","azithromycin 250 mg oral tablet","02442434","AZITHROMYCIN (azithromycin (azithromycin dihydrate) 250 mg oral tablet) SIVEM PHARMACEUTICALS ULC","02442434",""
"8000224","azithromycin","9000839","azithromycin 250 mg oral tablet","02452308","JAMP-AZITHROMYCIN (azithromycin (azithromycin dihydrate) 250 mg oral tablet) JAMP PHARMA CORPORATION","02452308",""
"8000224","azithromycin","9000839","azithromycin 250 mg oral tablet","02452324","MAR-AZITHROMYCIN (azithromycin (azithromycin dihydrate) 250 mg oral tablet) MARCAN PHARMACEUTICALS INC","02452324",""
"8000224","azithromycin","9000862","azithromycin 500 mg per vial powder for solution for injection","02239952","ZITHROMAX FOR INTRAVENOUS INJECTION (azithromycin 500 mg per vial powder for solution for injection) PFIZER CANADA INC","02239952",""
"8000224","azithromycin","9000862","azithromycin 500 mg per vial powder for solution for injection","02334844","AZITHROMYCIN FOR INJECTION, USP (azithromycin (azithromycin monohydrate) 500 mg per vial powder for solution for injection) HOSPIRA HEALTHCARE CORPORATION","02334844","10 ML FLIP TOP VIAL"
"8000224","azithromycin","9000862","azithromycin 500 mg per vial powder for solution for injection","02368846","AZITHROMYCIN FOR INJECTION (azithromycin (azithromycin monohydrate) 500 mg per vial powder for solution for injection) STERIMAX INC","02368846",""
"8000224","azithromycin","9000862","azithromycin 500 mg per vial powder for solution for injection","02465604","AZITHROMYCIN FOR INJECTION, USP (azithromycin (azithromycin monohydrate) 500 mg per vial powder for solution for injection) AURO PHARMA INC","02465604",""
"8000224","azithromycin","9001132","azithromycin (azithromycin hemiethanolate) 250 mg oral tablet","02261634","PMS-AZITHROMYCIN (azithromycin (azithromycin monohydrate hemiethanolate) 250 mg oral tablet) PHARMASCIENCE INC","02261634",""
"8000224","azithromycin","9001132","azithromycin (azithromycin hemiethanolate) 250 mg oral tablet","02267845","TEVA-AZITHROMYCIN (azithromycin (azithromycin monohydrate hemiethanolate) 250 mg oral tablet) TEVA CANADA LIMITED","02267845",""
"8000224","azithromycin","9001132","azithromycin (azithromycin hemiethanolate) 250 mg oral tablet","02278359","MYLAN-AZITHROMYCIN (azithromycin (azithromycin monohydrate hemiethanolate) 250 mg oral tablet) MYLAN PHARMACEUTICALS ULC","02278359",""
"8000224","azithromycin","9001132","azithromycin (azithromycin hemiethanolate) 250 mg oral tablet","02278499","DOM-AZITHROMYCIN (azithromycin (azithromycin monohydrate hemiethanolate) 250 mg oral tablet) DOMINION PHARMACAL","02278499",""
"8000224","azithromycin","9001132","azithromycin (azithromycin hemiethanolate) 250 mg oral tablet","02310600","PRO-AZITHROMYCINE (azithromycin (azithromycin monohydrate hemiethanolate) 250 mg oral tablet) PRO DOC LIMITEE","02310600",""
"8000224","azithromycin","9001137","azithromycin (azithromycin hemiethanolate) 600 mg oral tablet","02261642","PMS-AZITHROMYCIN (azithromycin (azithromycin monohydrate hemiethanolate) 600 mg oral tablet) PHARMASCIENCE INC","02261642",""
"8000224","azithromycin","9006250","azithromycin 100 mg per 5 mL oral suspension","02223716","ZITHROMAX - PWS ORL 100MG/5ML (azithromycin 100 mg per 5 mL oral suspension) PFIZER CANADA INC","02223716",""
"8000224","azithromycin","9006250","azithromycin 100 mg per 5 mL oral suspension","02274566","GD-AZITHROMYCIN (azithromycin 100 mg per 5 mL oral suspension) GENMED A DIVISION OF PFIZER CANADA INC","02274566",""
"8000224","azithromycin","9006250","azithromycin 100 mg per 5 mL oral suspension","02332388","SANDOZ AZITHROMYCIN (azithromycin (azithromycin monohydrate) 100 mg per 5 mL oral suspension) SANDOZ CANADA INCORPORATED","02332388",""
"8000224","azithromycin","9006250","azithromycin 100 mg per 5 mL oral suspension","02418452","PMS-AZITHROMYCIN (azithromycin 100 mg per 5 mL oral suspension) PHARMASCIENCE INC","02418452",""
"8000224","azithromycin","9006251","azithromycin 200 mg per 5 mL oral suspension","02223724","ZITHROMAX (azithromycin 200 mg per 5 mL oral suspension) PFIZER CANADA INC","02223724",""
"8000224","azithromycin","9006251","azithromycin 200 mg per 5 mL oral suspension","02274574","GD-AZITHROMYCIN (azithromycin 200 mg per 5 mL oral suspension) GENMED A DIVISION OF PFIZER CANADA INC","02274574",""
"8000224","azithromycin","9006251","azithromycin 200 mg per 5 mL oral suspension","02332396","SANDOZ AZITHROMYCIN (azithromycin (azithromycin monohydrate) 200 mg per 5 mL oral suspension) SANDOZ CANADA INCORPORATED","02332396",""
"8000224","azithromycin","9006251","azithromycin 200 mg per 5 mL oral suspension","02418460","PMS-AZITHROMYCIN (azithromycin 200 mg per 5 mL oral suspension) PHARMASCIENCE INC","02418460",""
"8000224","azithromycin","9006285","azithromycin (azithromycin hemiethanolate) 200 mg per 5 mL oral suspension","02274396","AZITHROMYCIN (azithromycin (azithromycin monohydrate hemiethanolate) 200 mg per 5 mL oral suspension) PHARMASCIENCE INC","02274396",""
"8000225","fenofibrate","9001122","fenofibrate 145 mg oral tablet","02465167","MINT-FENOFIBRATE E (fenofibrate 145 mg oral tablet) MINT PHARMACEUTICALS INC","02465167",""
"8000236","pantoprazole","9000706","pantoprazole (pantoprazole sodium) 40 mg gastro-resistant tablet","02467372","M-PANTOPRAZOLE (pantoprazole (pantoprazole sodium sesquihydrate) 40 mg gastro-resistant tablet) MANTRA PHARMA INC","02467372",""
"8000236","pantoprazole","9001139","pantoprazole (pantoprazole magnesium) 40 mg gastro-resistant tablet","02466147","PANTOPRAZOLE T (pantoprazole (pantoprazole magnesium hemipentahydrate) 40 mg gastro-resistant tablet) SANIS HEALTH INC","02466147",""
"8000236","pantoprazole","9001196","pantoprazole (pantoprazole sodium) 40 mg per vial powder for solution for injection","02441527","PANTOPRAZOLE SODIUM FOR INJECTION (pantoprazole (pantoprazole sodium) 40 mg per vial powder for solution for injection) GENERIC MEDICAL PARTNERS INC","02441527","SINGLE-USE VIAL"
"8000236","pantoprazole","9001196","pantoprazole (pantoprazole sodium) 40 mg per vial powder for solution for injection","02458969","PANTOPRAZOLE FOR INJECTION (pantoprazole (pantoprazole sodium sesquihydrate) 40 mg per vial powder for solution for injection) AURO PHARMA INC","02458969",""
"8000244","latanoprost","9000737","latanoprost 50 mcg per mL ophthalmic drops","02456230","MONOPROST (latanoprost 50 mcg per mL ophthalmic drops) LABORATOIRES THEA","02456230","SINGLE-DOSE"
"8000246","donepezil","9000743","donepezil hydrochloride 10 mg oral tablet","02467461","M-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) MANTRA PHARMA INC","02467461",""
"8000246","donepezil","9000744","donepezil hydrochloride 5 mg oral tablet","02467453","M-DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) MANTRA PHARMA INC","02467453",""
"8000251","olopatadine","9000778","olopatadine (olopatadine hydrochloride) 0.1 % ophthalmic drops","02458411","JAMP-OLOPATADINE (olopatadine (olopatadine hydrochloride) 0.1 % ophthalmic drops) JAMP PHARMA CORPORATION","02458411",""
"8000267","citalopram","9000834","citalopram (citalopram hydrobromide) 20 mg oral tablet","02459914","CCP-CITALOPRAM (citalopram (citalopram hydrobromide) 20 mg oral tablet) CELLCHEM PHARMACEUTICALS INC.","02459914",""
"8000267","citalopram","9000835","citalopram (citalopram hydrobromide) 40 mg oral tablet","02459922","CCP-CITALOPRAM (citalopram (citalopram hydrobromide) 40 mg oral tablet) CELLCHEM PHARMACEUTICALS INC.","02459922",""
