"greater_than_5_AIs","ntp_code","ntp_en_description","ntp_fr_description","ntp_status","ntp_status_effective_time","ntp_type","ntp_formal_name","n_mp"
"FALSE","9006346",NA,NA,"active","1996-10-30",NA,"chlorhexidine gluconate 0.12 % NA","2"
"FALSE","9002953",NA,NA,"active","1996-11-05",NA,"benzoyl peroxide 50 mg per g and erythromycin 30 mg per g cutaneous gel","1"
"FALSE","9002986",NA,NA,"active","1996-12-30",NA,"dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone (hydrocortisone acetate) 5 mg suppository","1"
"FALSE","9000679",NA,NA,"active","1996-12-31",NA,"hydromorphone hydrochloride 12 mg prolonged-release oral capsule","1"
"FALSE","9000680",NA,NA,"active","1996-12-31",NA,"hydromorphone hydrochloride 24 mg prolonged-release oral capsule","1"
"FALSE","9000692",NA,NA,"active","1996-12-31",NA,"salbutamol (salbutamol sulfate) 1.25 mg per 2.5 mL inhalation solution unit dose vial","2"
"FALSE","9003008",NA,NA,"active","1996-12-31",NA,"benzoyl peroxide 5 % cutaneous liquid","1"
"FALSE","9003013",NA,NA,"active","1996-12-31",NA,"chlorhexidine gluconate 4 % medicated sponge","1"
"FALSE","9003026",NA,NA,"active","1996-12-31",NA,"dorzolamide (dorzolamide hydrochloride) 2 % ophthalmic drops","3"
"FALSE","9003293",NA,NA,"active","1996-12-31",NA,"chlorhexidine gluconate 0.12 % gargle/mouthwash","6"
"FALSE","9002338",NA,NA,"active","1997-01-31",NA,"acetaminophen 80 mg per mL oral liquid","1"
"FALSE","9006354",NA,NA,"active","1997-02-03",NA,"dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone (hydrocortisone acetate) 0.5 % rectal ointment","1"
"FALSE","9003101",NA,NA,"active","1997-05-21",NA,"tobramycin (tobramycin sulfate) 40 mg per mL solution for injection","2"
"FALSE","9003113",NA,NA,"active","1997-07-08",NA,"formoterol fumarate 12 mcg inhalation powder capsule","1"
"FALSE","9003120",NA,NA,"active","1997-07-25",NA,"ipratropium bromide 0.2 mg per mL and salbutamol (salbutamol sulfate) 1 mg per mL inhalation solution","1"
"FALSE","9000738",NA,NA,"active","1997-07-30",NA,"methotrexate (methotrexate sodium) 20 mg per 2 mL solution for injection vial","1"
"FALSE","9000739",NA,NA,"active","1997-08-04",NA,"morphine sulfate 30 mg suppository","1"
"FALSE","9000740",NA,NA,"active","1997-08-04",NA,"morphine sulfate 5 mg suppository","1"
"FALSE","9003148",NA,NA,"active","1997-09-03",NA,"chlorhexidine gluconate 0.05 % medicated sponge","1"
"FALSE","9000755",NA,NA,"active","1997-10-29",NA,"ipratropium bromide 250 mcg per 2 mL inhalation solution unit dose vial","2"
"FALSE","9000759",NA,NA,"active","1997-11-20",NA,"valproic acid (sodium valproate) 250 mg per 5 mL syrup","2"
"FALSE","9012395",NA,NA,"active","1997-11-21",NA,"orciprenaline sulfate 10 mg per 5 mL syrup","1"
"FALSE","9012368",NA,NA,"active","1998-02-11",NA,"salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder","2"
"FALSE","9000781",NA,NA,"active","1998-02-16",NA,"hydromorphone hydrochloride 30 mg prolonged-release oral capsule","1"
"FALSE","9000786",NA,NA,"active","1998-03-04",NA,"ipratropium bromide 0.025 % per 1 mL inhalation solution unit dose vial","1"
"FALSE","9000787",NA,NA,"active","1998-03-04",NA,"ipratropium bromide 0.05 % per 2 mL inhalation solution unit dose vial","1"
"FALSE","9012379",NA,NA,"active","1998-03-12",NA,"formoterol fumarate 12 mcg per actuation inhalation powder","1"
"FALSE","9012382",NA,NA,"active","1998-03-12",NA,"formoterol fumarate 6 mcg per actuation inhalation powder","1"
"FALSE","9003252",NA,NA,"active","1998-05-05",NA,"naratriptan (naratriptan hydrochloride) 1 mg oral tablet","1"
"FALSE","9003253",NA,NA,"active","1998-05-05",NA,"naratriptan (naratriptan hydrochloride) 2.5 mg oral tablet","2"
"FALSE","9003009",NA,NA,"active","1998-07-15",NA,"benzoyl peroxide 5 % lotion","7"
"FALSE","9003272",NA,NA,"active","1998-07-27",NA,"ampicillin (ampicillin sodium) 2 g per vial powder for solution for injection","2"
"FALSE","9003274",NA,NA,"active","1998-08-06",NA,"phenylephrine hydrochloride 0.25 % cutaneous ointment","1"
"FALSE","9000808",NA,NA,"active","1998-08-13",NA,"salbutamol (salbutamol sulfate) 100 mcg pressurised inhalation","3"
"FALSE","9003279",NA,NA,"active","1998-08-14",NA,"ampicillin (ampicillin sodium) 1 g per vial powder for solution for injection","2"
"FALSE","9006364",NA,NA,"active","1998-08-18",NA,"amoxicillin 500 mg and clarithromycin 500 mg and lansoprazole 30 mg NA","1"
"FALSE","9003295",NA,NA,"active","1998-09-02",NA,"acetylsalicylic acid 81 mg gastro-resistant tablet","16"
"FALSE","9006258",NA,NA,"active","1998-09-15",NA,"ciprofloxacin 500 mg per 5 mL oral suspension","1"
"FALSE","9003314",NA,NA,"active","1998-09-25",NA,"benzalkonium chloride 2.5 % cutaneous liquid","1"
"FALSE","9003315",NA,NA,"active","1998-09-30",NA,"zolmitriptan 2.5 mg oral tablet","14"
"FALSE","9003316",NA,NA,"active","1998-10-01",NA,"acetylsalicylic acid 375 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet","1"
"FALSE","9006260",NA,NA,"active","1998-10-02",NA,"epinephrine racemic 2.25 % inhalation solution","1"
"FALSE","9000817",NA,NA,"active","1998-10-07",NA,"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic ointment","1"
"FALSE","9003320",NA,NA,"active","1998-10-27",NA,"cefuroxime (cefuroxime axetil) 500 mg oral tablet","5"
"FALSE","9003329",NA,NA,"active","1998-11-11",NA,"fusidic acid 2 % and hydrocortisone acetate 1 % cutaneous cream","1"
"FALSE","9012376",NA,NA,"active","1998-11-11",NA,"brinzolamide 1 % ophthalmic drops","1"
"FALSE","9003337",NA,NA,"active","1998-12-03",NA,"acetylsalicylic acid 80 mg gastro-resistant tablet","6"
"FALSE","9000827",NA,NA,"active","1998-12-04",NA,"ipratropium bromide 0.25 mg per 1 mL inhalation solution unit dose vial","1"
"FALSE","9000828",NA,NA,"active","1998-12-04",NA,"ipratropium bromide 0.25 mg per mL inhalation solution 20 mL bottle","1"
"FALSE","9000829",NA,NA,"active","1998-12-04",NA,"ipratropium bromide 0.5 mg per 2 mL inhalation solution unit dose vial","1"
"FALSE","9003346",NA,NA,"active","1998-12-31",NA,"cefuroxime (cefuroxime axetil) 250 mg oral tablet","4"
"FALSE","9006263",NA,NA,"active","1999-01-19",NA,"clindamycin (clindamycin phosphate) 150 mg per mL solution for injection 120 mL vial","1"
"FALSE","9006264",NA,NA,"active","1999-01-19",NA,"clindamycin (clindamycin phosphate) 150 mg per mL solution for injection 60 mL vial","1"
"FALSE","9003359",NA,NA,"active","1999-02-22",NA,"acetaminophen 80 mg per mL oral suspension","1"
"FALSE","9002268",NA,NA,"active","1999-02-28",NA,"chlorhexidine gluconate 4 % cutaneous liquid","1"
"FALSE","9000839",NA,NA,"active","1999-03-23",NA,"azithromycin 250 mg oral tablet","10"
"FALSE","9003371",NA,NA,"active","1999-03-31",NA,"chlorhexidine gluconate 0.5 % cutaneous solution","1"
"FALSE","9006265",NA,NA,"active","1999-04-01",NA,"dexamethasone phosphate (dexamethasone sodium phosphate) 4 mg per 1 mL solution for injection vial","1"
"FALSE","9003376",NA,NA,"active","1999-04-13",NA,"mupirocin (mupirocin calcium dihydrate) 2 % cutaneous cream","1"
"FALSE","9006574",NA,NA,"active","1999-04-15",NA,"ipratropium bromide 0.03 % inhalation vapour (liquid)","1"
"FALSE","9003378",NA,NA,"active","1999-04-20",NA,"benzalkonium chloride 0.13 % cutaneous liquid","1"
"FALSE","9003379",NA,NA,"active","1999-04-28",NA,"tobramycin (tobramycin sulfate) 300 mg per 5 mL inhalation solution","2"
"FALSE","9000849",NA,NA,"active","1999-05-24",NA,"salbutamol (salbutamol sulfate) 5 mg per 5 mL solution for injection ampoule","1"
"FALSE","9003382",NA,NA,"active","1999-06-02",NA,"cefadroxil (cefadroxil monohydrate) 500 mg oral capsule","1"
"FALSE","9006266",NA,NA,"active","1999-06-30",NA,"dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per 1 mL solution for injection vial","2"
"FALSE","9003402",NA,NA,"active","1999-07-21",NA,"midazolam 1 mg per mL solution for injection","6"
"FALSE","9003403",NA,NA,"active","1999-07-21",NA,"midazolam 5 mg per mL solution for injection","6"
"FALSE","9000862",NA,NA,"active","1999-08-27",NA,"azithromycin 500 mg per vial powder for solution for injection","4"
"FALSE","9003412",NA,NA,"active","1999-08-31",NA,"cefadroxil 500 mg oral capsule","2"
"FALSE","9003416",NA,NA,"active","1999-09-13",NA,"cefuroxime (cefuroxime axetil) 125 mg per 5 mL powder for oral solution","1"
"FALSE","9000870",NA,NA,"active","1999-09-17",NA,"methotrexate 2.5 mg oral tablet","1"
"FALSE","9003429",NA,NA,"active","1999-11-05",NA,"alcohol anhydrous 70 % and chlorhexidine gluconate 0.5 % cutaneous liquid","1"
"FALSE","9003431",NA,NA,"active","1999-11-10",NA,"acetaminophen 650 mg prolonged-release oral tablet","8"
"FALSE","9002267",NA,NA,"active","1999-12-15",NA,"chlorhexidine gluconate 2 % cutaneous liquid","3"
"FALSE","9003443",NA,NA,"active","1999-12-20",NA,"tobramycin (tobramycin sulfate) 10 mg per mL solution for injection","2"
"FALSE","9003465",NA,NA,"active","2000-02-24",NA,"levonorgestrel 0.75 mg oral tablet","3"
"FALSE","9006575",NA,NA,"active","2000-05-21",NA,"salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution 2.5 mL unit dose vial","1"
"FALSE","9006577",NA,NA,"active","2000-05-25",NA,"estradiol 50 mcg per 24 hour and norethindrone acetate 250 mcg per 24 hour transdermal patch","1"
"FALSE","9012362",NA,NA,"active","2000-05-25",NA,"estradiol 50 mcg per 24 hour and norethindrone acetate 140 mcg per 24 hour transdermal patch","1"
"FALSE","9006578",NA,NA,"active","2000-10-02",NA,"salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution 2.5 mL unit dose vial","1"
"FALSE","9006227",NA,NA,"active","2000-12-12",NA,"morphine sulfate 2 mg per 1 mL solution for injection vial","1"
"FALSE","9000928",NA,NA,"active","2000-12-19",NA,"testosterone 12.2 mg transdermal patch","1"
"FALSE","9003551",NA,NA,"active","2001-01-01",NA,"trimethoprim 100 mg oral tablet","1"
"FALSE","9000929",NA,NA,"active","2001-01-02",NA,"salbutamol (salbutamol sulfate) 200 mcg inhalation powder","1"
"FALSE","9003053",NA,NA,"active","2001-01-05",NA,"dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone 5 mg suppository","2"
"FALSE","9003563",NA,NA,"active","2001-02-22",NA,"levonorgestrel 52 mg intrauterine delivery system","1"
"FALSE","9003566",NA,NA,"active","2001-03-05",NA,"zolmitriptan 2.5 mg orodispersible tablet","11"
"FALSE","9006369",NA,NA,"active","2001-03-09",NA,"dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone 0.5 % rectal ointment","3"
"FALSE","9003613",NA,NA,"active","2001-06-18",NA,"misoprostol 100 mcg oral tablet","1"
"FALSE","9003614",NA,NA,"active","2001-06-18",NA,"misoprostol 200 mcg oral tablet","1"
"FALSE","9000948",NA,NA,"active","2001-07-03",NA,"hydromorphone hydrochloride 18 mg prolonged-release oral capsule","1"
"FALSE","9003623",NA,NA,"active","2001-07-23",NA,"brompheniramine maleate 2 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL oral liquid","3"
"FALSE","9003626",NA,NA,"active","2001-07-30",NA,"phenylephrine hydrochloride 10 mg per 1 mL solution for injection","1"
"FALSE","9003627",NA,NA,"active","2001-07-30",NA,"trimethoprim 200 mg oral tablet","1"
"FALSE","9000950",NA,NA,"active","2001-08-16",NA,"hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet","9"
"FALSE","9003644",NA,NA,"active","2001-09-04",NA,"benzoyl peroxide 5 % and clindamycin (clindamycin phosphate) 1 % cutaneous gel","4"
"FALSE","9003645",NA,NA,"active","2001-09-05",NA,"brompheniramine maleate 2 mg per 5 mL and codeine phosphate 10 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup","1"
"FALSE","9003653",NA,NA,"active","2001-09-28",NA,"brompheniramine maleate 2 mg per 5 mL and codeine phosphate 10 mg per 5 mL and guaifenesin 100 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup","1"
"FALSE","9003664",NA,NA,"active","2001-11-01",NA,"acetylsalicylic acid 81 mg chewable tablet","4"
"FALSE","9000964",NA,NA,"active","2001-11-14",NA,"methotrexate (methotrexate sodium) 2.5 mg oral tablet","1"
"FALSE","9012363",NA,NA,"active","2001-12-10",NA,"hydromorphone hydrochloride 1000 mg per 10 mL solution for injection 10 mL vial","1"
"FALSE","9012377",NA,NA,"active","2002-02-08",NA,"budesonide 100 mcg per actuation and formoterol fumarate 6 mcg per actuation inhalation powder","1"
"FALSE","9012378",NA,NA,"active","2002-02-08",NA,"budesonide 200 mcg per actuation and formoterol fumarate 6 mcg per actuation inhalation powder","1"
"FALSE","9000983",NA,NA,"active","2002-05-06",NA,"testosterone 1 % cutaneous gel 2.5 g sachet","1"
"FALSE","9000984",NA,NA,"active","2002-05-06",NA,"testosterone 1 % cutaneous gel 5 g sachet","1"
"FALSE","9003717",NA,NA,"active","2002-05-14",NA,"ipratropium bromide 0.5 mg per 2.5 mL and salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution","2"
"FALSE","9002302",NA,NA,"active","2002-06-05",NA,"fluconazole 100 mg oral tablet","5"
"FALSE","9002304",NA,NA,"active","2002-06-05",NA,"fluconazole 50 mg oral tablet","4"
"FALSE","9003742",NA,NA,"active","2002-08-01",NA,"brompheniramine maleate 4 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL oral liquid","1"
"FALSE","9000996",NA,NA,"active","2002-08-22",NA,"salbutamol (salbutamol sulfate) 100 mcg per actuation pressurised inhalation","2"
"FALSE","9003750",NA,NA,"active","2002-09-09",NA,"chlorhexidine gluconate 2 % lotion","1"
"FALSE","9000999",NA,NA,"active","2002-09-24",NA,"testosterone 24.3 mg transdermal patch","1"
"FALSE","9003762",NA,NA,"active","2002-10-24",NA,"latanoprost 50 mcg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops","5"
"FALSE","9003763",NA,NA,"active","2002-11-01",NA,"phenylephrine hydrochloride 1 % solution for injection","1"
"FALSE","9003768",NA,NA,"active","2002-12-05",NA,"cefuroxime (cefuroxime sodium) 750 mg per vial powder for solution for injection","2"
"FALSE","9003769",NA,NA,"active","2002-12-05",NA,"cefuroxime (cefuroxime sodium) 7.5 g per vial powder for solution for injection","2"
"FALSE","9003770",NA,NA,"active","2002-12-10",NA,"cefuroxime (cefuroxime sodium) 1.5 g per vial powder for solution for injection","2"
"FALSE","9003784",NA,NA,"active","2003-03-07",NA,"docusate sodium 50 mg and sennosides 8.6 mg oral tablet","4"
"FALSE","9003810",NA,NA,"active","2003-07-02",NA,"alcohol anhydrous 61 % and chlorhexidine gluconate 1 % lotion","1"
"FALSE","9001049",NA,NA,"active","2003-08-07",NA,"ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 500 mg prolonged-release oral tablet","2"
"FALSE","9003826",NA,NA,"active","2003-09-02",NA,"acetylsalicylic acid 162 mg gastro-resistant tablet","1"
"FALSE","9003846",NA,NA,"active","2003-12-08",NA,"almotriptan (almotriptan malate) 12.5 mg oral tablet","5"
"FALSE","9003847",NA,NA,"active","2003-12-08",NA,"almotriptan (almotriptan malate) 6.25 mg oral tablet","2"
"FALSE","9003796",NA,NA,"active","2004-01-01",NA,"acetylsalicylic acid 80 mg oral tablet","4"
"FALSE","9003866",NA,NA,"active","2004-01-30",NA,"amphetamine aspartate 1.25 mg and amphetamine sulfate 1.25 mg and dextroamphetamine saccharate 1.25 mg and dextroamphetamine sulfate 1.25 mg prolonged-release oral capsule","4"
"FALSE","9003867",NA,NA,"active","2004-01-30",NA,"amphetamine aspartate 2.5 mg and amphetamine sulfate 2.5 mg and dextroamphetamine saccharate 2.5 mg and dextroamphetamine sulfate 2.5 mg prolonged-release oral capsule","4"
"FALSE","9003868",NA,NA,"active","2004-01-30",NA,"amphetamine aspartate 3.75 mg and amphetamine sulfate 3.75 mg and dextroamphetamine saccharate 3.75 mg and dextroamphetamine sulfate 3.75 mg prolonged-release oral capsule","4"
"FALSE","9003869",NA,NA,"active","2004-01-30",NA,"amphetamine aspartate 5 mg and amphetamine sulfate 5 mg and dextroamphetamine saccharate 5 mg and dextroamphetamine sulfate 5 mg prolonged-release oral capsule","4"
"FALSE","9003870",NA,NA,"active","2004-01-30",NA,"amphetamine aspartate 6.25 mg and amphetamine sulfate 6.25 mg and dextroamphetamine saccharate 6.25 mg and dextroamphetamine sulfate 6.25 mg prolonged-release oral capsule","4"
"FALSE","9003871",NA,NA,"active","2004-01-30",NA,"amphetamine aspartate 7.5 mg and amphetamine sulfate 7.5 mg and dextroamphetamine saccharate 7.5 mg and dextroamphetamine sulfate 7.5 mg prolonged-release oral capsule","4"
"FALSE","9003880",NA,NA,"active","2004-03-09",NA,"benzalkonium chloride 0.3 % cutaneous liquid","1"
"FALSE","9001074",NA,NA,"active","2004-03-24",NA,"ipratropium bromide 20 mcg per actuation pressurised inhalation","1"
"FALSE","9001076",NA,NA,"active","2004-04-08",NA,"ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 1000 mg prolonged-release oral tablet","1"
"FALSE","9001077",NA,NA,"active","2004-04-12",NA,"methotrexate 10 mg oral tablet","1"
"FALSE","9000982",NA,NA,"active","2004-09-20",NA,"testosterone 1 % cutaneous gel","4"
"FALSE","9003961",NA,NA,"active","2004-10-13",NA,"eletriptan (eletriptan hydrobromide) 20 mg oral tablet","4"
"FALSE","9003962",NA,NA,"active","2004-10-13",NA,"eletriptan (eletriptan hydrobromide) 40 mg oral tablet","4"
"FALSE","9003977",NA,NA,"active","2004-11-20",NA,"alcohol anhydrous 65.87 % and benzalkonium chloride 0.1 % cutaneous spray","1"
"FALSE","9003981",NA,NA,"active","2004-11-30",NA,"levofloxacin 250 mg oral tablet","5"
"FALSE","9003982",NA,NA,"active","2004-11-30",NA,"levofloxacin 500 mg oral tablet","6"
"FALSE","9003995",NA,NA,"active","2004-12-23",NA,"zolmitriptan 2.5 mg per spray nasal spray","1"
"FALSE","9003997",NA,NA,"active","2004-12-23",NA,"zolmitriptan 5 mg per spray nasal spray","1"
"FALSE","9004010",NA,NA,"active","2005-02-03",NA,"omalizumab 150 mg per vial powder for solution for injection","1"
"FALSE","9004040",NA,NA,"active","2005-05-01",NA,"benzalkonium chloride 0.15 % cutaneous spray","1"
"FALSE","9006593",NA,NA,"active","2005-09-01",NA,"fluconazole 200 mg per 100 mL solution for injection bag","1"
"FALSE","9006594",NA,NA,"active","2005-09-01",NA,"fluconazole 400 mg per 200 mL solution for injection bag","1"
"FALSE","9004094",NA,NA,"active","2005-11-01",NA,"benzalkonium chloride 0.15 % cutaneous liquid","1"
"FALSE","9000736",NA,NA,"active","2005-11-02",NA,"azithromycin 600 mg oral tablet","1"
"FALSE","9001132",NA,NA,"active","2005-12-01",NA,"azithromycin (azithromycin hemiethanolate) 250 mg oral tablet","5"
"FALSE","9001137",NA,NA,"active","2006-01-04",NA,"azithromycin (azithromycin hemiethanolate) 600 mg oral tablet","1"
"FALSE","9004128",NA,NA,"active","2006-02-14",NA,"chlorhexidine gluconate 2 % wipe","3"
"FALSE","9004152",NA,NA,"active","2006-04-11",NA,"timolol (timolol maleate) 0.5 % and travoprost 0.004 % ophthalmic drops","1"
"FALSE","9004156",NA,NA,"active","2006-04-17",NA,"acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral tablet","2"
"FALSE","9006285",NA,NA,"active","2006-04-19",NA,"azithromycin (azithromycin hemiethanolate) 200 mg per 5 mL oral suspension","1"
"FALSE","9004162",NA,NA,"active","2006-05-10",NA,"phenylephrine hydrochloride 10 mg oral tablet","1"
"FALSE","9004163",NA,NA,"active","2006-05-15",NA,"benzalkonium chloride 0.12 % wipe","3"
"FALSE","9001152",NA,NA,"active","2006-06-08",NA,"dexamethasone 2 mg oral tablet","1"
"FALSE","9004169",NA,NA,"active","2006-06-11",NA,"acetaminophen 325 mg and doxylamine succinate 6.25 mg and phenylephrine hydrochloride 5 mg oral capsule","1"
"FALSE","9004170",NA,NA,"active","2006-06-11",NA,"acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral capsule","2"
"FALSE","9004190",NA,NA,"active","2006-07-24",NA,"acetaminophen 500 mg and phenylephrine hydrochloride 5 mg oral tablet","3"
"FALSE","9004198",NA,NA,"active","2006-08-15",NA,"acetylsalicylic acid 81 mg oral tablet","1"
"FALSE","9004235",NA,NA,"active","2006-12-06",NA,"acetaminophen 80 mg per 5 mL oral solution","2"
"FALSE","9004259",NA,NA,"active","2007-02-20",NA,"brompheniramine maleate 2 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL oral solution","1"
"FALSE","9004297",NA,NA,"active","2007-05-07",NA,"benzalkonium chloride 0.15 % cutaneous gel","2"
"FALSE","9004306",NA,NA,"active","2007-07-03",NA,"benzoyl peroxide 2.5 % lotion","4"
"FALSE","9004334",NA,NA,"active","2007-09-25",NA,"benzalkonium chloride 0.13 % cutaneous solution","12"
"FALSE","9001217",NA,NA,"active","2007-10-17",NA,"enalapril sodium 2 mg oral tablet","7"
"FALSE","9001218",NA,NA,"active","2007-10-17",NA,"enalapril sodium (enalapril maleate) 16 mg oral tablet","1"
"FALSE","9001219",NA,NA,"active","2007-10-17",NA,"enalapril sodium (enalapril maleate) 2 mg oral tablet","1"
"FALSE","9001220",NA,NA,"active","2007-10-17",NA,"enalapril sodium (enalapril maleate) 4 mg oral tablet","1"
"FALSE","9001221",NA,NA,"active","2007-10-17",NA,"enalapril sodium (enalapril maleate) 8 mg oral tablet","1"
"FALSE","9001240",NA,NA,"active","2008-03-27",NA,"ciprofloxacin 2 mg per mL solution for injection","2"
"FALSE","9004422",NA,NA,"active","2008-05-16",NA,"estradiol 0.5 mg and norethindrone acetate 0.1 mg oral tablet","1"
"FALSE","9004423",NA,NA,"active","2008-05-16",NA,"estradiol 1 mg and norethindrone acetate 0.5 mg oral tablet","1"
"FALSE","9004467",NA,NA,"active","2008-10-20",NA,"drospirenone 1 mg and estradiol 1 mg oral tablet","1"
"FALSE","9001261",NA,NA,"active","2008-12-02",NA,"hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet","9"
"FALSE","9001269",NA,NA,"active","2009-01-26",NA,"methotrexate (methotrexate sodium) 15 mg per 1.5 mL solution for injection 1.5 mL syringe","1"
"FALSE","9001270",NA,NA,"active","2009-01-26",NA,"methotrexate (methotrexate sodium) 7.5 mg per 0.75 mL solution for injection 0.75 mL syringe","1"
"FALSE","9006604",NA,NA,"active","2009-01-26",NA,"methotrexate (methotrexate sodium) 10 mg per mL solution for injection 1 mL syringe","1"
"FALSE","9004560",NA,NA,"active","2009-06-24",NA,"levofloxacin 750 mg oral tablet","5"
"FALSE","9012375",NA,NA,"active","2009-08-25",NA,"brinzolamide 1 % and timolol (timolol maleate) 0.5 % ophthalmic drops","1"
"FALSE","9001294",NA,NA,"active","2009-10-08",NA,"testosterone undecanoate 40 mg oral capsule","2"
"FALSE","9004626",NA,NA,"active","2010-01-11",NA,"guaifenesin 100 mg per 5 mL oral liquid","1"
"FALSE","9004648",NA,NA,"active","2010-02-24",NA,"dexmedetomidine (dexmedetomidine hydrochloride) 100 mcg per mL solution for injection","1"
"FALSE","9004649",NA,NA,"active","2010-02-25",NA,"benzalkonium chloride 0.125 % cutaneous solution","2"
"FALSE","9001304",NA,NA,"active","2010-03-04",NA,"hydromorphone hydrochloride 16 mg prolonged-release oral tablet","1"
"FALSE","9001305",NA,NA,"active","2010-03-04",NA,"hydromorphone hydrochloride 32 mg prolonged-release oral tablet","1"
"FALSE","9001306",NA,NA,"active","2010-03-04",NA,"hydromorphone hydrochloride 4 mg prolonged-release oral tablet","1"
"FALSE","9001307",NA,NA,"active","2010-03-04",NA,"hydromorphone hydrochloride 8 mg prolonged-release oral tablet","1"
"FALSE","9004663",NA,NA,"active","2010-03-10",NA,"clotrimazole 1 % and fluconazole 150 mg NA","3"
"FALSE","9004671",NA,NA,"active","2010-04-05",NA,"benzalkonium chloride 0.13 % wipe","5"
"FALSE","9004469",NA,NA,"active","2010-06-15",NA,"benzalkonium chloride 0.1 % cutaneous solution","9"
"FALSE","9004785",NA,NA,"active","2010-10-25",NA,"dorzolamide (dorzolamide hydrochloride) 20 mg per mL ophthalmic drops","1"
"FALSE","9004788",NA,NA,"active","2010-11-01",NA,"benzalkonium chloride 0.15 % wipe","1"
"FALSE","9004809",NA,NA,"active","2011-01-05",NA,"acetylsalicylic acid 325 mg and caffeine 32 mg oral tablet","1"
"FALSE","9004832",NA,NA,"active","2011-02-24",NA,"enalapril maleate 10 mg and hydrochlorothiazide 25 mg oral tablet","1"
"FALSE","9004833",NA,NA,"active","2011-02-24",NA,"enalapril maleate 5 mg and hydrochlorothiazide 12.5 mg oral tablet","1"
"FALSE","9004846",NA,NA,"active","2011-03-03",NA,"docusate sodium 10 mg per mL syrup","1"
"FALSE","9012380",NA,NA,"active","2011-03-10",NA,"formoterol fumarate 5 mcg per actuation and mometasone furoate 100 mcg per actuation pressurised inhalation","1"
"FALSE","9001340",NA,NA,"active","2011-04-14",NA,"hydromorphone hydrochloride 4.5 mg prolonged-release oral capsule","1"
"FALSE","9001341",NA,NA,"active","2011-04-14",NA,"hydromorphone hydrochloride 9 mg prolonged-release oral capsule","1"
"FALSE","9004870",NA,NA,"active","2011-05-12",NA,"tobramycin 28 mg inhalation powder capsule","1"
"FALSE","9004874",NA,NA,"active","2011-05-17",NA,"guaifenesin 200 mg oral tablet","1"
"FALSE","9004875",NA,NA,"active","2011-05-17",NA,"guaifenesin 400 mg oral tablet","1"
"FALSE","9001348",NA,NA,"active","2011-06-02",NA,"dexamethasone 0.7 mg intravitreal implant","1"
"FALSE","9004883",NA,NA,"active","2011-06-16",NA,"acetylsalicylic acid 500 mg and caffeine 32 mg oral tablet","1"
"FALSE","9012381",NA,NA,"active","2011-06-17",NA,"formoterol fumarate 5 mcg per actuation and mometasone furoate 200 mcg per actuation pressurised inhalation","1"
"FALSE","9004908",NA,NA,"active","2011-08-11",NA,"amlodipine (amlodipine besylate) 10 mg and telmisartan 40 mg oral tablet","1"
"FALSE","9004909",NA,NA,"active","2011-08-11",NA,"amlodipine (amlodipine besylate) 10 mg and telmisartan 80 mg oral tablet","1"
"FALSE","9004910",NA,NA,"active","2011-08-11",NA,"amlodipine (amlodipine besylate) 5 mg and telmisartan 40 mg oral tablet","1"
"FALSE","9004911",NA,NA,"active","2011-08-11",NA,"amlodipine (amlodipine besylate) 5 mg and telmisartan 80 mg oral tablet","1"
"FALSE","9004912",NA,NA,"active","2011-08-16",NA,"benzalkonium chloride 0.133 % wipe","2"
"FALSE","9004913",NA,NA,"active","2011-08-22",NA,"benzoyl peroxide 2.5 % cutaneous gel","7"
"FALSE","9001363",NA,NA,"active","2011-09-30",NA,"methotrexate 1000 mg per 40 mL solution for injection vial","1"
"FALSE","9001364",NA,NA,"active","2011-09-30",NA,"methotrexate 500 mg per 20 mL solution for injection vial","1"
"FALSE","9001365",NA,NA,"active","2011-09-30",NA,"methotrexate 50 mg per 2 mL solution for injection vial","1"
