"","ai_set_str","ai_set","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","num_ais","num_dins","ai_group","num_ai_groups","num_strengths","AI_GROUP_NO"
"206","CLINDAMYCIN 150 MG","CLINDAMYCIN","SOLUTION","INTRAVENOUS","1",2,"0105830",1,1,"0105830002"
"207","CLINDAMYCIN 300 MG","CLINDAMYCIN","CAPSULE","ORAL","1",7,"0105830",1,1,"0105830003"
"208","CLINDAMYCIN 150 MG","CLINDAMYCIN","LIQUID","INTRAVENOUS","1",3,"0105830",1,1,"0105830002"
"209","CLINDAMYCIN 150 MG","CLINDAMYCIN","LIQUID","INTRAMUSCULAR","1",2,"0105830",1,1,"0105830002"
"210","CLINDAMYCIN 150 MG","CLINDAMYCIN","CAPSULE","ORAL","1",7,"0105830",1,1,"0105830002"
"211","CLINDAMYCIN 1 %","CLINDAMYCIN","PAD","TOPICAL","1",1,"0105830",1,1,"0105830004"
"212","CLINDAMYCIN 12 MG","CLINDAMYCIN","SOLUTION","INTRAVENOUS","1",1,"0105830",1,1,"0105830009"
"213","CLINDAMYCIN 18 MG","CLINDAMYCIN","SOLUTION","INTRAVENOUS","1",1,"0105830",1,1,"0105830010"
"214","CLOBAZAM 10 MG","CLOBAZAM","TABLET","ORAL","1",5,"0114637",1,1,"0114637001"
"215","CLONAZEPAM 1 MG","CLONAZEPAM","TABLET","ORAL","1",5,"0111558",1,1,"0111558004"
"216","CLONAZEPAM 0.5 MG","CLONAZEPAM","TABLET","ORAL","1",12,"0111558",1,1,"0111558001"
"217","CLONAZEPAM 2 MG","CLONAZEPAM","TABLET","ORAL","1",11,"0111558",1,1,"0111558002"
"218","CLONAZEPAM .5 MG","CLONAZEPAM","TABLET","ORAL","1",4,"0111558",1,1,"0111558001"
"219","CLONAZEPAM 0.25 MG","CLONAZEPAM","TABLET","ORAL","1",2,"0111558",1,1,"0111558003"
"220","CLONAZEPAM 1.0 MG","CLONAZEPAM","TABLET","ORAL","1",2,"0111558",1,1,"0111558004"
"221","CLONAZEPAM 2.0 MG","CLONAZEPAM","TABLET","ORAL","1",2,"0111558",1,1,"0111558002"
"222","CLOPIDOGREL 75 MG","CLOPIDOGREL","TABLET","ORAL","1",17,"0134440",1,1,"0134440001"
"223","CLOPIDOGREL 300 MG","CLOPIDOGREL","TABLET","ORAL","1",3,"0134440",1,1,"0134440002"
"224","CLOZAPINE 100 MG","CLOZAPINE","TABLET","ORAL","1",3,"0122583",1,1,"0122583002"
"225","CLOZAPINE 25 MG","CLOZAPINE","TABLET","ORAL","1",3,"0122583",1,1,"0122583001"
"226","CLOZAPINE 50 MG","CLOZAPINE","TABLET","ORAL","1",1,"0122583",1,1,"0122583003"
"227","CLOZAPINE 200 MG","CLOZAPINE","TABLET","ORAL","1",1,"0122583",1,1,"0122583004"
"228","CODEINE 200 MG","CODEINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0153086",1,1,"0153086001"
"229","CODEINE 100 MG","CODEINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0153086",1,1,"0153086004"
"230","CODEINE 150 MG","CODEINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0153086",1,1,"0153086002"
"231","CODEINE 50 MG","CODEINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0153086",1,1,"0153086003"
"232","COLCHICINE 0.6 MG","COLCHICINE","TABLET","ORAL","1",4,"0107264",1,1,"0107264001"
"233","DABIGATRAN ETEXILATE 75 MG","DABIGATRAN ETEXILATE","CAPSULE","ORAL","1",1,"0152467",1,1,"0152467001"
"234","DABIGATRAN ETEXILATE 110 MG","DABIGATRAN ETEXILATE","CAPSULE","ORAL","1",1,"0152467",1,1,"0152467002"
"235","DABIGATRAN ETEXILATE 150 MG","DABIGATRAN ETEXILATE","CAPSULE","ORAL","1",1,"0152467",1,1,"0152467003"
"236","DESVENLAFAXINE 50 MG","DESVENLAFAXINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0152509",1,1,"0152509001"
"237","DESVENLAFAXINE 100 MG","DESVENLAFAXINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0152509",1,1,"0152509002"
"238","DEXAMETHASONE 10 MG","DEXAMETHASONE","LIQUID","INTRAMUSCULAR","1",1,"0106303",1,1,"0106303005"
"239","DEXAMETHASONE 10 MG","DEXAMETHASONE","LIQUID","INTRASYNOVIAL","1",1,"0106303",1,1,"0106303005"
"240","DEXAMETHASONE 10 MG","DEXAMETHASONE","LIQUID","INTRAVENOUS","1",1,"0106303",1,1,"0106303005"
"241","DEXAMETHASONE 0.5 MG","DEXAMETHASONE","LIQUID","ORAL","1",1,"0106303",1,1,"0106303010"
"242","DEXAMETHASONE 4 MG","DEXAMETHASONE","TABLET","ORAL","1",6,"0106303",1,1,"0106303003"
"243","DEXAMETHASONE 0.75 MG","DEXAMETHASONE","TABLET","ORAL","1",2,"0106303",1,1,"0106303008"
"244","DEXAMETHASONE 0.5 MG","DEXAMETHASONE","TABLET","ORAL","1",4,"0106303",1,1,"0106303001"
"245","DEXAMETHASONE 0.1 %","DEXAMETHASONE","DROPS","OPHTHALMIC","1",1,"0106303",1,1,"0106303004"
"246","DEXAMETHASONE 0.1 %","DEXAMETHASONE","OINTMENT","OPHTHALMIC","1",1,"0106303",1,1,"0106303004"
"247","DEXAMETHASONE 0.5 MG","DEXAMETHASONE","ELIXIR","ORAL","1",1,"0106303",1,1,"0106303010"
"248","DEXAMETHASONE 2 MG","DEXAMETHASONE","TABLET","ORAL","1",1,"0106303",1,1,"0106303002"
"249","DEXAMETHASONE 0.7 MG","DEXAMETHASONE","IMPLANT","INTRAVITREAL","1",1,"0106303",1,1,"0106303011"
"250","DEXLANSOPRAZOLE 30 MG","DEXLANSOPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",1,"0152766",1,1,"0152766001"
"251","DEXLANSOPRAZOLE 60 MG","DEXLANSOPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",1,"0152766",1,1,"0152766002"
"252","DIAZEPAM 1 MG","DIAZEPAM","SOLUTION","ORAL","1",1,"0103614",1,1,"0103614004"
"253","DIAZEPAM 5 MG","DIAZEPAM","TABLET","ORAL","1",5,"0103614",1,1,"0103614001"
"254","DIAZEPAM 10 MG","DIAZEPAM","TABLET","ORAL","1",4,"0103614",1,1,"0103614003"
"255","DIAZEPAM 2 MG","DIAZEPAM","TABLET","ORAL","1",3,"0103614",1,1,"0103614002"
"256","DIAZEPAM 5 MG","DIAZEPAM","SOLUTION","INTRAMUSCULAR","1",2,"0103614",1,1,"0103614001"
"257","DIAZEPAM 5 MG","DIAZEPAM","SOLUTION","INTRAVENOUS","1",2,"0103614",1,1,"0103614001"
"258","DIAZEPAM 5 MG","DIAZEPAM","GEL","RECTAL","1",1,"0103614",1,1,"0103614001"
"259","DIAZEPAM 5 MG","DIAZEPAM","LIQUID","INTRAMUSCULAR","1",1,"0103614",1,1,"0103614001"
"260","DIGOXIN 0.05 MG","DIGOXIN","LIQUID","INTRAMUSCULAR","1",1,"0107281",1,1,"0107281001"
"261","DIGOXIN 0.05 MG","DIGOXIN","LIQUID","INTRAVENOUS","1",1,"0107281",1,1,"0107281001"
"262","DIGOXIN 0.25 MG","DIGOXIN","LIQUID","INTRAMUSCULAR","1",1,"0107281",1,1,"0107281002"
"263","DIGOXIN 0.25 MG","DIGOXIN","LIQUID","INTRAVENOUS","1",1,"0107281",1,1,"0107281002"
"264","DIGOXIN 0.05 MG","DIGOXIN","SOLUTION","ORAL","1",1,"0107281",1,1,"0107281001"
"265","DIGOXIN 0.0625 MG","DIGOXIN","TABLET","ORAL","1",3,"0107281",1,1,"0107281004"
"266","DIGOXIN 0.125 MG","DIGOXIN","TABLET","ORAL","1",3,"0107281",1,1,"0107281006"
"267","DIGOXIN 0.25 MG","DIGOXIN","TABLET","ORAL","1",2,"0107281",1,1,"0107281002"
"268","DIGOXIN 0.250 MG","DIGOXIN","TABLET","ORAL","1",1,"0107281",1,1,"0107281002"
"269","DOMPERIDONE 10 MG","DOMPERIDONE","TABLET","ORAL","1",13,"0116957",1,1,"0116957001"
"270","DORZOLAMIDE 20 MG!TIMOLOL 5 MG","DORZOLAMIDE!TIMOLOL","SOLUTION","OPHTHALMIC","2",11,"0237301",1,1,"0237301001"
"271","DOXAZOSIN 1 MG","DOXAZOSIN","TABLET","ORAL","1",7,"0131431",1,1,"0131431001"
"272","DOXAZOSIN 2 MG","DOXAZOSIN","TABLET","ORAL","1",7,"0131431",1,1,"0131431003"
"273","DOXAZOSIN 4 MG","DOXAZOSIN","TABLET","ORAL","1",7,"0131431",1,1,"0131431002"
"274","DOXYCYCLINE 100 MG","DOXYCYCLINE","TABLET","ORAL","1",5,"0105569",1,1,"0105569001"
"275","DOXYCYCLINE 100 MG","DOXYCYCLINE","CAPSULE","ORAL","1",5,"0105569",1,1,"0105569001"
"276","DOXYCYCLINE 44 MG","DOXYCYCLINE","GEL (CONTROLLED-RELEASE)","SUBGINGIVAL","1",1,"0105569",1,1,"0105569006"
"277","DOXYCYCLINE 20 MG","DOXYCYCLINE","CAPSULE","ORAL","1",1,"0105569",1,1,"0105569005"
"278","DOXYCYCLINE 40 MG","DOXYCYCLINE","CAPSULE (IMMEDIATE AND DELAYED RELEASE)","ORAL","1",1,"0105569",1,1,"0105569008"
"279","DULOXETINE 30 MG","DULOXETINE","CAPSULE (DELAYED RELEASE)","ORAL","1",13,"0152350",1,1,"0152350001"
"280","DULOXETINE 60 MG","DULOXETINE","CAPSULE (DELAYED RELEASE)","ORAL","1",13,"0152350",1,1,"0152350002"
"281","DUTASTERIDE 0.5 MG","DUTASTERIDE","CAPSULE","ORAL","1",12,"0149361",1,1,"0149361001"
"282","EPINEPHRINE 1 MG","EPINEPHRINE","SOLUTION","NASAL","1",1,"0104871",1,1,"0104871002"
"283","EPINEPHRINE 1 MG","EPINEPHRINE","SOLUTION","INTRAMUSCULAR","1",6,"0104871",1,1,"0104871002"
"284","EPINEPHRINE 1 MG","EPINEPHRINE","SOLUTION","INTRAVENOUS","1",5,"0104871",1,1,"0104871002"
"285","EPINEPHRINE 1 MG","EPINEPHRINE","SOLUTION","SUBCUTANEOUS","1",5,"0104871",1,1,"0104871002"
"286","EPINEPHRINE 0.5 MG","EPINEPHRINE","SOLUTION","INTRAMUSCULAR","1",1,"0104871",1,1,"0104871011"
"287","EPINEPHRINE 0.15 MG","EPINEPHRINE","SOLUTION","INTRAMUSCULAR","1",2,"0104871",1,2,"0104871011, 0104871002"
"288","EPINEPHRINE 0.3 MG","EPINEPHRINE","SOLUTION","INTRAMUSCULAR","1",2,"0104871",1,1,"0104871002"
"289","EPINEPHRINE 0.1 MG","EPINEPHRINE","SOLUTION","INTRACARDIAC","1",1,"0104871",1,1,"0104871003"
"290","EPINEPHRINE 0.1 MG","EPINEPHRINE","SOLUTION","INTRAVENOUS","1",1,"0104871",1,1,"0104871003"
"291","EPINEPHRINE 1 MG","EPINEPHRINE","SOLUTION","INTRACARDIAC","1",2,"0104871",1,1,"0104871002"
"292","EPINEPHRINE 1 MG","EPINEPHRINE","SOLUTION","INTRATRACHEAL","1",2,"0104871",1,1,"0104871002"
"293","ERYTHROMYCIN 333 MG","ERYTHROMYCIN","CAPSULE (ENTERIC-COATED)","ORAL","1",1,"0105708",1,1,"0105708013"
"294","ERYTHROMYCIN 500 MG","ERYTHROMYCIN","TABLET","ORAL","1",2,"0105708",1,1,"0105708004"
"295","ERYTHROMYCIN 5 MG","ERYTHROMYCIN","OINTMENT","OPHTHALMIC","1",4,"0105708",1,2,"0105708001, 0105708019"
"296","ERYTHROMYCIN 250 MG","ERYTHROMYCIN","SUSPENSION","ORAL","1",1,"0105708",1,1,"0105708006"
"297","ERYTHROMYCIN 400 MG","ERYTHROMYCIN","POWDER FOR SUSPENSION","ORAL","1",1,"0105708",1,1,"0105708007"
"298","ERYTHROMYCIN 40 MG","ERYTHROMYCIN","POWDER FOR SUSPENSION","ORAL","1",1,"0105708",1,1,"0105708009"
"299","ERYTHROMYCIN 250 MG","ERYTHROMYCIN","TABLET","ORAL","1",2,"0105708",1,1,"0105708003"
"300","ERYTHROMYCIN 600 MG","ERYTHROMYCIN","TABLET","ORAL","1",2,"0105708",1,1,"0105708012"
"301","ERYTHROMYCIN 250 MG","ERYTHROMYCIN","CAPSULE (ENTERIC-COATED)","ORAL","1",1,"0105708",1,1,"0105708003"
"302","ERYTHROMYCIN 125 MG","ERYTHROMYCIN","SUSPENSION","ORAL","1",1,"0105708",1,1,"0105708005"
"303","ERYTHROMYCIN 333 MG","ERYTHROMYCIN","TABLET","ORAL","1",1,"0105708",1,1,"0105708013"
"304","ERYTHROMYCIN 500 MG","ERYTHROMYCIN","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0105708",1,1,"0105708004"
"305","ERYTHROMYCIN 1 G","ERYTHROMYCIN","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0105708",1,1,"0105708018"
"306","ESCITALOPRAM 10 MG","ESCITALOPRAM","TABLET","ORAL","1",19,"0150435",1,1,"0150435002"
"307","ESCITALOPRAM 20 MG","ESCITALOPRAM","TABLET","ORAL","1",19,"0150435",1,1,"0150435004"
"308","ESCITALOPRAM 10 MG","ESCITALOPRAM","TABLET (ORALLY DISINTEGRATING)","ORAL","1",2,"0150435",1,1,"0150435002"
"309","ESCITALOPRAM 20 MG","ESCITALOPRAM","TABLET (ORALLY DISINTEGRATING)","ORAL","1",2,"0150435",1,1,"0150435004"
"310","ESOMEPRAZOLE 20 MG","ESOMEPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",7,"0145162",1,1,"0145162001"
"311","ESOMEPRAZOLE 40 MG","ESOMEPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",8,"0145162",1,1,"0145162002"
"312","ESOMEPRAZOLE 10 MG","ESOMEPRAZOLE","GRANULES FOR SUSPENSION, DELAYED RELEASE","ORAL","1",1,"0145162",1,1,"0145162003"
"313","ESOMEPRAZOLE 40 MG","ESOMEPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",1,"0145162",1,1,"0145162002"
"314","ESOMEPRAZOLE 20 MG","ESOMEPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",1,"0145162",1,1,"0145162001"
"315","ESOMEPRAZOLE 20 MG!NAPROXEN 375 MG","ESOMEPRAZOLE!NAPROXEN","TABLET (IMMEDIATE AND DELAYED-RELEASE)","ORAL","2",1,"0252870",1,1,"0252870001"
"316","ESOMEPRAZOLE 20 MG!NAPROXEN 500 MG","ESOMEPRAZOLE!NAPROXEN","TABLET (IMMEDIATE AND DELAYED-RELEASE)","ORAL","2",1,"0252870",1,1,"0252870002"
"317","ESTRADIOL 2 MG","ESTRADIOL","RING (SLOW-RELEASE)","VAGINAL","1",1,"0106457",1,1,"0106457001"
"318","ESTRADIOL 2 MG","ESTRADIOL","TABLET","ORAL","1",2,"0106457",1,1,"0106457001"
"319","ESTRADIOL 1 MG","ESTRADIOL","TABLET","ORAL","1",2,"0106457",1,1,"0106457003"
"320","ESTRADIOL 0.5 MG","ESTRADIOL","TABLET","ORAL","1",2,"0106457",1,1,"0106457006"
"321","ESTRADIOL 3.8 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457030"
"322","ESTRADIOL 7.6 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457021"
"323","ESTRADIOL 0.06 %","ESTRADIOL","GEL","TRANSDERMAL","1",1,"0106457",1,1,"0106457004"
"324","ESTRADIOL 5 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457018"
"325","ESTRADIOL 7.5 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457021"
"326","ESTRADIOL 10 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457019"
"327","ESTRADIOL 15 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457022"
"328","ESTRADIOL 20 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457020"
"329","ESTRADIOL 0.585 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457023"
"330","ESTRADIOL 0.780 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457024"
"331","ESTRADIOL 1.17 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457025"
"332","ESTRADIOL 1.56 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457017"
"333","ESTRADIOL 0.39 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457026"
"334","ESTRADIOL 4 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457011"
"335","ESTRADIOL 6 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457027"
"336","ESTRADIOL 8 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457012"
"337","ESTRADIOL 2 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457001"
"338","ESTRADIOL 5.7 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457028"
"339","ESTRADIOL 10 MCG","ESTRADIOL","VAGINAL TABLET","VAGINAL","1",1,"0106457",1,1,"0106457031"
"340","ESTRADIOL 0.1 %","ESTRADIOL","GEL","TRANSDERMAL","1",3,"0106457",1,1,"0106457032"
"341","EZETIMIBE 10 MG","EZETIMIBE","TABLET","ORAL","1",18,"0149164",1,1,"0149164001"
"342","FELODIPINE 5 MG","FELODIPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",3,"0121733",1,1,"0121733002"
"343","FELODIPINE 10 MG","FELODIPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",3,"0121733",1,1,"0121733001"
"344","FELODIPINE 2.5 MG","FELODIPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",2,"0121733",1,1,"0121733003"
"345","FENOFIBRATE 200 MG","FENOFIBRATE","CAPSULE","ORAL","1",8,"0118895",1,1,"0118895001"
"346","FENOFIBRATE 100 MG","FENOFIBRATE","CAPSULE","ORAL","1",1,"0118895",1,1,"0118895002"
"347","FENOFIBRATE 160 MG","FENOFIBRATE","TABLET","ORAL","1",6,"0118895",1,1,"0118895004"
"348","FENOFIBRATE 67 MG","FENOFIBRATE","CAPSULE","ORAL","1",1,"0118895",1,1,"0118895003"
"349","FENOFIBRATE 100 MG","FENOFIBRATE","TABLET","ORAL","1",5,"0118895",1,1,"0118895002"
"350","FENOFIBRATE 160 MG","FENOFIBRATE","CAPSULE","ORAL","1",1,"0118895",1,1,"0118895004"
"351","FENOFIBRATE 48 MG","FENOFIBRATE","TABLET","ORAL","1",1,"0118895",1,1,"0118895005"
"352","FENOFIBRATE 145 MG","FENOFIBRATE","TABLET","ORAL","1",1,"0118895",1,1,"0118895006"
"353","FENOFIBRATE 48.0 MG","FENOFIBRATE","TABLET","ORAL","1",1,"0118895",1,1,"0118895005"
"354","FENOFIBRATE 145.0 MG","FENOFIBRATE","TABLET","ORAL","1",1,"0118895",1,1,"0118895006"
"355","FENTANYL 50 MCG","FENTANYL","SOLUTION","INTRAMUSCULAR","1",2,"0123302",1,2,"0123302002, 0123302011"
"356","FENTANYL 50 MCG","FENTANYL","SOLUTION","INTRAVENOUS","1",2,"0123302",1,2,"0123302002, 0123302011"
"357","FENTANYL 50 MCG","FENTANYL","SOLUTION","EPIDURAL","1",2,"0123302",1,2,"0123302002, 0123302011"
"358","FENTANYL 50 MCG","FENTANYL","LIQUID","INTRAMUSCULAR","1",2,"0123302",1,2,"0123302002, 0123302011"
"359","FENTANYL 50 MCG","FENTANYL","LIQUID","INTRAVENOUS","1",2,"0123302",1,2,"0123302002, 0123302011"
"360","FENTANYL 50 MCG","FENTANYL","LIQUID","EPIDURAL","1",2,"0123302",1,2,"0123302002, 0123302011"
"361","FENTANYL 25 MCG","FENTANYL","PATCH","TRANSDERMAL","1",9,"0123302",1,1,"0123302014"
"362","FENTANYL 50 MCG","FENTANYL","PATCH","TRANSDERMAL","1",9,"0123302",1,1,"0123302011"
"363","FENTANYL 75 MCG","FENTANYL","PATCH","TRANSDERMAL","1",9,"0123302",1,1,"0123302013"
"364","FENTANYL 100 MCG","FENTANYL","PATCH","TRANSDERMAL","1",9,"0123302",1,1,"0123302012"
"365","FENTANYL 12 MCG","FENTANYL","PATCH","TRANSDERMAL","1",8,"0123302",1,2,"0123302015, 0123302023"
"366","FENTANYL 37 MCG","FENTANYL","PATCH","TRANSDERMAL","1",1,"0123302",1,1,"0123302016"
"367","FENTANYL 100 MCG","FENTANYL","TABLET","SUBLINGUAL","1",1,"0123302",1,1,"0123302012"
"368","FENTANYL 200 MCG","FENTANYL","TABLET","SUBLINGUAL","1",1,"0123302",1,1,"0123302017"
"369","FENTANYL 300 MCG","FENTANYL","TABLET","SUBLINGUAL","1",1,"0123302",1,1,"0123302022"
"370","FENTANYL 400 MCG","FENTANYL","TABLET","SUBLINGUAL","1",1,"0123302",1,1,"0123302018"
"371","FENTANYL 600 MCG","FENTANYL","TABLET","SUBLINGUAL","1",1,"0123302",1,1,"0123302019"
"372","FENTANYL 800 MCG","FENTANYL","TABLET","SUBLINGUAL","1",1,"0123302",1,1,"0123302020"
"373","FENTANYL 100 MCG","FENTANYL","TABLET (EFFERVESCENT)","BUCCAL","1",1,"0123302",1,1,"0123302012"
"374","FENTANYL 100 MCG","FENTANYL","TABLET (EFFERVESCENT)","SUBLINGUAL","1",1,"0123302",1,1,"0123302012"
"375","FENTANYL 200 MCG","FENTANYL","TABLET (EFFERVESCENT)","BUCCAL","1",1,"0123302",1,1,"0123302017"
"376","FENTANYL 200 MCG","FENTANYL","TABLET (EFFERVESCENT)","SUBLINGUAL","1",1,"0123302",1,1,"0123302017"
"377","FENTANYL 400 MCG","FENTANYL","TABLET (EFFERVESCENT)","BUCCAL","1",1,"0123302",1,1,"0123302018"
"378","FENTANYL 400 MCG","FENTANYL","TABLET (EFFERVESCENT)","SUBLINGUAL","1",1,"0123302",1,1,"0123302018"
"379","FENTANYL 600 MCG","FENTANYL","TABLET (EFFERVESCENT)","BUCCAL","1",1,"0123302",1,1,"0123302019"
"380","FENTANYL 600 MCG","FENTANYL","TABLET (EFFERVESCENT)","SUBLINGUAL","1",1,"0123302",1,1,"0123302019"
"381","FENTANYL 800 MCG","FENTANYL","TABLET (EFFERVESCENT)","BUCCAL","1",1,"0123302",1,1,"0123302020"
"382","FENTANYL 800 MCG","FENTANYL","TABLET (EFFERVESCENT)","SUBLINGUAL","1",1,"0123302",1,1,"0123302020"
"383","FINASTERIDE 5 MG","FINASTERIDE","TABLET","ORAL","1",19,"0124110",1,1,"0124110001"
"384","FINASTERIDE 1 MG","FINASTERIDE","TABLET","ORAL","1",7,"0124110",1,1,"0124110002"
"385","FLUOXETINE 10 MG","FLUOXETINE","CAPSULE","ORAL","1",22,"0116847",1,1,"0116847003"
"386","FLUOXETINE 20 MG","FLUOXETINE","CAPSULE","ORAL","1",22,"0116847",1,1,"0116847001"
"387","FLUOXETINE 20 MG","FLUOXETINE","SOLUTION","ORAL","1",3,"0116847",1,1,"0116847002"
"388","FOLIC ACID 5 MG","FOLIC ACID","LIQUID","INTRAMUSCULAR","1",1,"0108418",1,1,"0108418001"
"389","FOLIC ACID 5 MG","FOLIC ACID","LIQUID","INTRAVENOUS","1",1,"0108418",1,1,"0108418001"
"390","FOLIC ACID 5 MG","FOLIC ACID","LIQUID","SUBCUTANEOUS","1",1,"0108418",1,1,"0108418001"
"391","FOLIC ACID 25 MG","FOLIC ACID","TABLET","ORAL","1",1,"0108418",1,1,"0108418006"
"392","FOLIC ACID 5 MG","FOLIC ACID","TABLET","ORAL","1",4,"0108418",1,1,"0108418001"
"393","FOLIC ACID 5 MG","FOLIC ACID","SOLUTION","INTRAMUSCULAR","1",1,"0108418",1,1,"0108418001"
"394","FOLIC ACID 5 MG","FOLIC ACID","SOLUTION","INTRAVENOUS","1",1,"0108418",1,1,"0108418001"
"395","FOLIC ACID 5 MG","FOLIC ACID","SOLUTION","SUBCUTANEOUS","1",1,"0108418",1,1,"0108418001"
"396","FUROSEMIDE 10 MG","FUROSEMIDE","SOLUTION","INTRAVENOUS","1",4,"0101944",1,1,"0101944003"
"397","FUROSEMIDE 80 MG","FUROSEMIDE","TABLET","ORAL","1",4,"0101944",1,1,"0101944004"
"398","FUROSEMIDE 20 MG","FUROSEMIDE","TABLET","ORAL","1",6,"0101944",1,1,"0101944002"
"399","FUROSEMIDE 40 MG","FUROSEMIDE","TABLET","ORAL","1",6,"0101944",1,1,"0101944001"
"400","FUROSEMIDE 10 MG","FUROSEMIDE","SOLUTION","ORAL","1",1,"0101944",1,1,"0101944003"
"401","FUROSEMIDE 500 MG","FUROSEMIDE","TABLET","ORAL","1",1,"0101944",1,1,"0101944006"
"402","FUROSEMIDE 10 MG","FUROSEMIDE","LIQUID","INTRAMUSCULAR","1",2,"0101944",1,1,"0101944003"
"403","FUROSEMIDE 10 MG","FUROSEMIDE","LIQUID","INTRAVENOUS","1",3,"0101944",1,1,"0101944003"
"404","FUROSEMIDE 10 MG","FUROSEMIDE","SOLUTION","INTRAMUSCULAR","1",2,"0101944",1,1,"0101944003"
"405","FUSIDIC ACID 2 %","FUSIDIC ACID","CREAM","TOPICAL","1",1,"0114230",1,1,"0114230003"
"406","FUSIDIC ACID 1 %","FUSIDIC ACID","DROPS","OPHTHALMIC","1",2,"0114230",1,1,"0114230001"
"407","GABAPENTIN 100 MG","GABAPENTIN","CAPSULE","ORAL","1",18,"0125929",1,1,"0125929001"
"408","GABAPENTIN 300 MG","GABAPENTIN","CAPSULE","ORAL","1",18,"0125929",1,1,"0125929003"
"409","GABAPENTIN 400 MG","GABAPENTIN","CAPSULE","ORAL","1",18,"0125929",1,1,"0125929002"
"410","GABAPENTIN 600 MG","GABAPENTIN","TABLET","ORAL","1",14,"0125929",1,1,"0125929004"
"411","GABAPENTIN 800 MG","GABAPENTIN","TABLET","ORAL","1",14,"0125929",1,1,"0125929005"
"412","GABAPENTIN 600 MG","GABAPENTIN","TABLET (IMMEDIATE RELEASE)","ORAL","1",1,"0125929",1,1,"0125929004"
"413","GABAPENTIN 800 MG","GABAPENTIN","TABLET (IMMEDIATE RELEASE)","ORAL","1",1,"0125929",1,1,"0125929005"
"414","GALANTAMINE 8 MG","GALANTAMINE","CAPSULE (EXTENDED RELEASE)","ORAL","1",9,"0144660",1,1,"0144660002"
"415","GALANTAMINE 16 MG","GALANTAMINE","CAPSULE (EXTENDED RELEASE)","ORAL","1",9,"0144660",1,1,"0144660004"
"416","GALANTAMINE 24 MG","GALANTAMINE","CAPSULE (EXTENDED RELEASE)","ORAL","1",9,"0144660",1,1,"0144660005"
"417","GLICLAZIDE 80 MG","GLICLAZIDE","TABLET","ORAL","1",7,"0119934",1,1,"0119934001"
"418","GLICLAZIDE 30 MG","GLICLAZIDE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0119934",1,1,"0119934002"
"419","GLICLAZIDE 60 MG","GLICLAZIDE","TABLET (EXTENDED-RELEASE)","ORAL","1",2,"0119934",1,1,"0119934003"
"420","GLYBURIDE 5 MG","GLYBURIDE","TABLET","ORAL","1",11,"0108708",1,1,"0108708001"
"421","GLYBURIDE 2.5 MG","GLYBURIDE","TABLET","ORAL","1",7,"0108708",1,1,"0108708002"
