"","ai_set_str","ai_set","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","num_ais","num_dins","ai_group","num_ai_groups","num_strengths","AI_GROUP_NO"
"207","CLOPIDOGREL 300 MG","CLOPIDOGREL","TABLET","ORAL","1",3,"0134440",1,1,"0134440002"
"208","CLOZAPINE 100 MG","CLOZAPINE","TABLET","ORAL","1",3,"0122583",1,1,"0122583002"
"209","CLOZAPINE 25 MG","CLOZAPINE","TABLET","ORAL","1",3,"0122583",1,1,"0122583001"
"210","CLOZAPINE 50 MG","CLOZAPINE","TABLET","ORAL","1",1,"0122583",1,1,"0122583003"
"211","CLOZAPINE 200 MG","CLOZAPINE","TABLET","ORAL","1",1,"0122583",1,1,"0122583004"
"212","CODEINE 200 MG","CODEINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0153086",1,1,"0153086001"
"213","CODEINE 100 MG","CODEINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0153086",1,1,"0153086004"
"214","CODEINE 150 MG","CODEINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0153086",1,1,"0153086002"
"215","CODEINE 50 MG","CODEINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0153086",1,1,"0153086003"
"216","COLCHICINE 0.6 MG","COLCHICINE","TABLET","ORAL","1",4,"0107264",1,1,"0107264001"
"217","DABIGATRAN ETEXILATE 75 MG","DABIGATRAN ETEXILATE","CAPSULE","ORAL","1",1,"0152467",1,1,"0152467001"
"218","DABIGATRAN ETEXILATE 110 MG","DABIGATRAN ETEXILATE","CAPSULE","ORAL","1",1,"0152467",1,1,"0152467002"
"219","DABIGATRAN ETEXILATE 150 MG","DABIGATRAN ETEXILATE","CAPSULE","ORAL","1",1,"0152467",1,1,"0152467003"
"220","DESVENLAFAXINE 50 MG","DESVENLAFAXINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0152509",1,1,"0152509001"
"221","DESVENLAFAXINE 100 MG","DESVENLAFAXINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0152509",1,1,"0152509002"
"222","DEXAMETHASONE 10 MG","DEXAMETHASONE","LIQUID","INTRAMUSCULAR","1",1,"0106303",1,1,"0106303005"
"223","DEXAMETHASONE 10 MG","DEXAMETHASONE","LIQUID","INTRASYNOVIAL","1",1,"0106303",1,1,"0106303005"
"224","DEXAMETHASONE 10 MG","DEXAMETHASONE","LIQUID","INTRAVENOUS","1",1,"0106303",1,1,"0106303005"
"225","DEXAMETHASONE 0.5 MG","DEXAMETHASONE","LIQUID","ORAL","1",1,"0106303",1,1,"0106303010"
"226","DEXAMETHASONE 4 MG","DEXAMETHASONE","TABLET","ORAL","1",6,"0106303",1,1,"0106303003"
"227","DEXAMETHASONE 0.75 MG","DEXAMETHASONE","TABLET","ORAL","1",2,"0106303",1,1,"0106303008"
"228","DEXAMETHASONE 0.5 MG","DEXAMETHASONE","TABLET","ORAL","1",4,"0106303",1,1,"0106303001"
"229","DEXAMETHASONE 0.1 %","DEXAMETHASONE","DROPS","OPHTHALMIC","1",1,"0106303",1,1,"0106303004"
"230","DEXAMETHASONE 0.1 %","DEXAMETHASONE","OINTMENT","OPHTHALMIC","1",1,"0106303",1,1,"0106303004"
"231","DEXAMETHASONE 0.5 MG","DEXAMETHASONE","ELIXIR","ORAL","1",1,"0106303",1,1,"0106303010"
"232","DEXAMETHASONE 2 MG","DEXAMETHASONE","TABLET","ORAL","1",1,"0106303",1,1,"0106303002"
"233","DEXAMETHASONE 0.7 MG","DEXAMETHASONE","IMPLANT","INTRAVITREAL","1",1,"0106303",1,1,"0106303011"
"234","DEXLANSOPRAZOLE 30 MG","DEXLANSOPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",1,"0152766",1,1,"0152766001"
"235","DEXLANSOPRAZOLE 60 MG","DEXLANSOPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",1,"0152766",1,1,"0152766002"
"236","DIAZEPAM 1 MG","DIAZEPAM","SOLUTION","ORAL","1",1,"0103614",1,1,"0103614004"
"237","DIAZEPAM 5 MG","DIAZEPAM","TABLET","ORAL","1",5,"0103614",1,1,"0103614001"
"238","DIAZEPAM 10 MG","DIAZEPAM","TABLET","ORAL","1",4,"0103614",1,1,"0103614003"
"239","DIAZEPAM 2 MG","DIAZEPAM","TABLET","ORAL","1",3,"0103614",1,1,"0103614002"
"240","DIAZEPAM 5 MG","DIAZEPAM","SOLUTION","INTRAMUSCULAR","1",2,"0103614",1,1,"0103614001"
"241","DIAZEPAM 5 MG","DIAZEPAM","SOLUTION","INTRAVENOUS","1",2,"0103614",1,1,"0103614001"
"242","DIAZEPAM 5 MG","DIAZEPAM","GEL","RECTAL","1",1,"0103614",1,1,"0103614001"
"243","DIAZEPAM 5 MG","DIAZEPAM","LIQUID","INTRAMUSCULAR","1",1,"0103614",1,1,"0103614001"
"244","DIGOXIN 0.05 MG","DIGOXIN","LIQUID","INTRAMUSCULAR","1",1,"0107281",1,1,"0107281001"
"245","DIGOXIN 0.05 MG","DIGOXIN","LIQUID","INTRAVENOUS","1",1,"0107281",1,1,"0107281001"
"246","DIGOXIN 0.25 MG","DIGOXIN","LIQUID","INTRAMUSCULAR","1",1,"0107281",1,1,"0107281002"
"247","DIGOXIN 0.25 MG","DIGOXIN","LIQUID","INTRAVENOUS","1",1,"0107281",1,1,"0107281002"
"248","DIGOXIN 0.05 MG","DIGOXIN","SOLUTION","ORAL","1",1,"0107281",1,1,"0107281001"
"249","DIGOXIN 0.0625 MG","DIGOXIN","TABLET","ORAL","1",3,"0107281",1,1,"0107281004"
"250","DIGOXIN 0.125 MG","DIGOXIN","TABLET","ORAL","1",3,"0107281",1,1,"0107281006"
"251","DIGOXIN 0.25 MG","DIGOXIN","TABLET","ORAL","1",3,"0107281",1,1,"0107281002"
"252","DOMPERIDONE 10 MG","DOMPERIDONE","TABLET","ORAL","1",13,"0116957",1,1,"0116957001"
"253","DORZOLAMIDE 20 MG!TIMOLOL 5 MG","DORZOLAMIDE!TIMOLOL","SOLUTION","OPHTHALMIC","2",11,"0237301",1,1,"0237301001"
"254","DOXAZOSIN 1 MG","DOXAZOSIN","TABLET","ORAL","1",7,"0131431",1,1,"0131431001"
"255","DOXAZOSIN 2 MG","DOXAZOSIN","TABLET","ORAL","1",7,"0131431",1,1,"0131431003"
"256","DOXAZOSIN 4 MG","DOXAZOSIN","TABLET","ORAL","1",7,"0131431",1,1,"0131431002"
"257","DOXYCYCLINE 100 MG","DOXYCYCLINE","TABLET","ORAL","1",5,"0105569",1,1,"0105569001"
"258","DOXYCYCLINE 100 MG","DOXYCYCLINE","CAPSULE","ORAL","1",5,"0105569",1,1,"0105569001"
"259","DOXYCYCLINE 44 MG","DOXYCYCLINE","GEL (CONTROLLED-RELEASE)","SUBGINGIVAL","1",1,"0105569",1,1,"0105569006"
"260","DOXYCYCLINE 20 MG","DOXYCYCLINE","CAPSULE","ORAL","1",1,"0105569",1,1,"0105569005"
"261","DOXYCYCLINE 40 MG","DOXYCYCLINE","CAPSULE (IMMEDIATE AND DELAYED RELEASE)","ORAL","1",1,"0105569",1,1,"0105569008"
"262","DULOXETINE 30 MG","DULOXETINE","CAPSULE (DELAYED RELEASE)","ORAL","1",13,"0152350",1,1,"0152350001"
"263","DULOXETINE 60 MG","DULOXETINE","CAPSULE (DELAYED RELEASE)","ORAL","1",13,"0152350",1,1,"0152350002"
"264","DUTASTERIDE 0.5 MG","DUTASTERIDE","CAPSULE","ORAL","1",12,"0149361",1,1,"0149361001"
"265","EPINEPHRINE 1 MG","EPINEPHRINE","SOLUTION","NASAL","1",1,"0104871",1,1,"0104871002"
"266","EPINEPHRINE 1 MG","EPINEPHRINE","SOLUTION","INTRAMUSCULAR","1",6,"0104871",1,1,"0104871002"
"267","EPINEPHRINE 1 MG","EPINEPHRINE","SOLUTION","INTRAVENOUS","1",5,"0104871",1,1,"0104871002"
"268","EPINEPHRINE 1 MG","EPINEPHRINE","SOLUTION","SUBCUTANEOUS","1",5,"0104871",1,1,"0104871002"
"269","EPINEPHRINE 0.5 MG","EPINEPHRINE","SOLUTION","INTRAMUSCULAR","1",1,"0104871",1,1,"0104871011"
"270","EPINEPHRINE 0.15 MG","EPINEPHRINE","SOLUTION","INTRAMUSCULAR","1",2,"0104871",1,2,"0104871011, 0104871002"
"271","EPINEPHRINE 0.3 MG","EPINEPHRINE","SOLUTION","INTRAMUSCULAR","1",2,"0104871",1,1,"0104871002"
"272","EPINEPHRINE 0.1 MG","EPINEPHRINE","SOLUTION","INTRACARDIAC","1",1,"0104871",1,1,"0104871003"
"273","EPINEPHRINE 0.1 MG","EPINEPHRINE","SOLUTION","INTRAVENOUS","1",1,"0104871",1,1,"0104871003"
"274","EPINEPHRINE 1 MG","EPINEPHRINE","SOLUTION","INTRACARDIAC","1",2,"0104871",1,1,"0104871002"
"275","EPINEPHRINE 1 MG","EPINEPHRINE","SOLUTION","INTRATRACHEAL","1",2,"0104871",1,1,"0104871002"
"276","ERYTHROMYCIN 333 MG","ERYTHROMYCIN","CAPSULE (ENTERIC-COATED)","ORAL","1",1,"0105708",1,1,"0105708013"
"277","ERYTHROMYCIN 500 MG","ERYTHROMYCIN","TABLET","ORAL","1",2,"0105708",1,1,"0105708004"
"278","ERYTHROMYCIN 5 MG","ERYTHROMYCIN","OINTMENT","OPHTHALMIC","1",4,"0105708",1,2,"0105708001, 0105708019"
"279","ERYTHROMYCIN 250 MG","ERYTHROMYCIN","SUSPENSION","ORAL","1",1,"0105708",1,1,"0105708006"
"280","ERYTHROMYCIN 400 MG","ERYTHROMYCIN","POWDER FOR SUSPENSION","ORAL","1",1,"0105708",1,1,"0105708007"
"281","ERYTHROMYCIN 40 MG","ERYTHROMYCIN","POWDER FOR SUSPENSION","ORAL","1",1,"0105708",1,1,"0105708009"
"282","ERYTHROMYCIN 250 MG","ERYTHROMYCIN","TABLET","ORAL","1",2,"0105708",1,1,"0105708003"
"283","ERYTHROMYCIN 600 MG","ERYTHROMYCIN","TABLET","ORAL","1",2,"0105708",1,1,"0105708012"
"284","ERYTHROMYCIN 250 MG","ERYTHROMYCIN","CAPSULE (ENTERIC-COATED)","ORAL","1",1,"0105708",1,1,"0105708003"
"285","ERYTHROMYCIN 125 MG","ERYTHROMYCIN","SUSPENSION","ORAL","1",1,"0105708",1,1,"0105708005"
"286","ERYTHROMYCIN 333 MG","ERYTHROMYCIN","TABLET","ORAL","1",1,"0105708",1,1,"0105708013"
"287","ERYTHROMYCIN 500 MG","ERYTHROMYCIN","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0105708",1,1,"0105708004"
"288","ERYTHROMYCIN 1 G","ERYTHROMYCIN","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0105708",1,1,"0105708018"
"289","ESCITALOPRAM 10 MG","ESCITALOPRAM","TABLET","ORAL","1",19,"0150435",1,1,"0150435002"
"290","ESCITALOPRAM 20 MG","ESCITALOPRAM","TABLET","ORAL","1",19,"0150435",1,1,"0150435004"
"291","ESCITALOPRAM 10 MG","ESCITALOPRAM","TABLET (ORALLY DISINTEGRATING)","ORAL","1",2,"0150435",1,1,"0150435002"
"292","ESCITALOPRAM 20 MG","ESCITALOPRAM","TABLET (ORALLY DISINTEGRATING)","ORAL","1",2,"0150435",1,1,"0150435004"
"293","ESOMEPRAZOLE 20 MG","ESOMEPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",7,"0145162",1,1,"0145162001"
"294","ESOMEPRAZOLE 40 MG","ESOMEPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",8,"0145162",1,1,"0145162002"
"295","ESOMEPRAZOLE 10 MG","ESOMEPRAZOLE","GRANULES FOR SUSPENSION, DELAYED RELEASE","ORAL","1",1,"0145162",1,1,"0145162003"
"296","ESOMEPRAZOLE 40 MG","ESOMEPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",1,"0145162",1,1,"0145162002"
"297","ESOMEPRAZOLE 20 MG","ESOMEPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",1,"0145162",1,1,"0145162001"
"298","ESOMEPRAZOLE 20 MG!NAPROXEN 375 MG","ESOMEPRAZOLE!NAPROXEN","TABLET (IMMEDIATE AND DELAYED-RELEASE)","ORAL","2",1,"0252870",1,1,"0252870001"
"299","ESOMEPRAZOLE 20 MG!NAPROXEN 500 MG","ESOMEPRAZOLE!NAPROXEN","TABLET (IMMEDIATE AND DELAYED-RELEASE)","ORAL","2",1,"0252870",1,1,"0252870002"
"300","ESTRADIOL 2 MG","ESTRADIOL","RING (SLOW-RELEASE)","VAGINAL","1",1,"0106457",1,1,"0106457001"
"301","ESTRADIOL 2 MG","ESTRADIOL","TABLET","ORAL","1",2,"0106457",1,1,"0106457001"
"302","ESTRADIOL 1 MG","ESTRADIOL","TABLET","ORAL","1",2,"0106457",1,1,"0106457003"
"303","ESTRADIOL 0.5 MG","ESTRADIOL","TABLET","ORAL","1",2,"0106457",1,1,"0106457006"
"304","ESTRADIOL 3.8 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457030"
"305","ESTRADIOL 7.6 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457021"
"306","ESTRADIOL 0.06 %","ESTRADIOL","GEL","TRANSDERMAL","1",1,"0106457",1,1,"0106457004"
"307","ESTRADIOL 5 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457018"
"308","ESTRADIOL 7.5 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457021"
"309","ESTRADIOL 10 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457019"
"310","ESTRADIOL 15 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457022"
"311","ESTRADIOL 20 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457020"
"312","ESTRADIOL 0.585 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457023"
"313","ESTRADIOL 0.78 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457024"
"314","ESTRADIOL 1.17 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457025"
"315","ESTRADIOL 1.56 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457017"
"316","ESTRADIOL 0.39 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457026"
"317","ESTRADIOL 4 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457011"
"318","ESTRADIOL 6 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457027"
"319","ESTRADIOL 8 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457012"
"320","ESTRADIOL 2 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457001"
"321","ESTRADIOL 5.7 MG","ESTRADIOL","PATCH","TRANSDERMAL","1",1,"0106457",1,1,"0106457028"
"322","ESTRADIOL 10 MCG","ESTRADIOL","VAGINAL TABLET","VAGINAL","1",1,"0106457",1,1,"0106457031"
"323","ESTRADIOL 0.1 %","ESTRADIOL","GEL","TRANSDERMAL","1",3,"0106457",1,1,"0106457032"
"324","EZETIMIBE 10 MG","EZETIMIBE","TABLET","ORAL","1",18,"0149164",1,1,"0149164001"
"325","FELODIPINE 5 MG","FELODIPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",3,"0121733",1,1,"0121733002"
"326","FELODIPINE 10 MG","FELODIPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",3,"0121733",1,1,"0121733001"
"327","FELODIPINE 2.5 MG","FELODIPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",2,"0121733",1,1,"0121733003"
"328","FENOFIBRATE 200 MG","FENOFIBRATE","CAPSULE","ORAL","1",8,"0118895",1,1,"0118895001"
"329","FENOFIBRATE 100 MG","FENOFIBRATE","CAPSULE","ORAL","1",1,"0118895",1,1,"0118895002"
"330","FENOFIBRATE 160 MG","FENOFIBRATE","TABLET","ORAL","1",6,"0118895",1,1,"0118895004"
"331","FENOFIBRATE 67 MG","FENOFIBRATE","CAPSULE","ORAL","1",1,"0118895",1,1,"0118895003"
"332","FENOFIBRATE 100 MG","FENOFIBRATE","TABLET","ORAL","1",5,"0118895",1,1,"0118895002"
"333","FENOFIBRATE 160 MG","FENOFIBRATE","CAPSULE","ORAL","1",1,"0118895",1,1,"0118895004"
"334","FENOFIBRATE 48 MG","FENOFIBRATE","TABLET","ORAL","1",2,"0118895",1,1,"0118895005"
"335","FENOFIBRATE 145 MG","FENOFIBRATE","TABLET","ORAL","1",2,"0118895",1,1,"0118895006"
"336","FENTANYL 50 MCG","FENTANYL","SOLUTION","INTRAMUSCULAR","1",2,"0123302",1,2,"0123302002, 0123302011"
"337","FENTANYL 50 MCG","FENTANYL","SOLUTION","INTRAVENOUS","1",2,"0123302",1,2,"0123302002, 0123302011"
"338","FENTANYL 50 MCG","FENTANYL","SOLUTION","EPIDURAL","1",2,"0123302",1,2,"0123302002, 0123302011"
"339","FENTANYL 50 MCG","FENTANYL","LIQUID","INTRAMUSCULAR","1",2,"0123302",1,2,"0123302002, 0123302011"
"340","FENTANYL 50 MCG","FENTANYL","LIQUID","INTRAVENOUS","1",2,"0123302",1,2,"0123302002, 0123302011"
"341","FENTANYL 50 MCG","FENTANYL","LIQUID","EPIDURAL","1",2,"0123302",1,2,"0123302002, 0123302011"
"342","FENTANYL 25 MCG","FENTANYL","PATCH","TRANSDERMAL","1",9,"0123302",1,1,"0123302014"
"343","FENTANYL 50 MCG","FENTANYL","PATCH","TRANSDERMAL","1",9,"0123302",1,1,"0123302011"
"344","FENTANYL 75 MCG","FENTANYL","PATCH","TRANSDERMAL","1",9,"0123302",1,1,"0123302013"
"345","FENTANYL 100 MCG","FENTANYL","PATCH","TRANSDERMAL","1",9,"0123302",1,1,"0123302012"
"346","FENTANYL 12 MCG","FENTANYL","PATCH","TRANSDERMAL","1",8,"0123302",1,2,"0123302015, 0123302023"
"347","FENTANYL 37 MCG","FENTANYL","PATCH","TRANSDERMAL","1",1,"0123302",1,1,"0123302016"
"348","FENTANYL 100 MCG","FENTANYL","TABLET","SUBLINGUAL","1",1,"0123302",1,1,"0123302012"
"349","FENTANYL 200 MCG","FENTANYL","TABLET","SUBLINGUAL","1",1,"0123302",1,1,"0123302017"
"350","FENTANYL 300 MCG","FENTANYL","TABLET","SUBLINGUAL","1",1,"0123302",1,1,"0123302022"
"351","FENTANYL 400 MCG","FENTANYL","TABLET","SUBLINGUAL","1",1,"0123302",1,1,"0123302018"
"352","FENTANYL 600 MCG","FENTANYL","TABLET","SUBLINGUAL","1",1,"0123302",1,1,"0123302019"
"353","FENTANYL 800 MCG","FENTANYL","TABLET","SUBLINGUAL","1",1,"0123302",1,1,"0123302020"
"354","FENTANYL 100 MCG","FENTANYL","TABLET (EFFERVESCENT)","BUCCAL","1",1,"0123302",1,1,"0123302012"
"355","FENTANYL 100 MCG","FENTANYL","TABLET (EFFERVESCENT)","SUBLINGUAL","1",1,"0123302",1,1,"0123302012"
"356","FENTANYL 200 MCG","FENTANYL","TABLET (EFFERVESCENT)","BUCCAL","1",1,"0123302",1,1,"0123302017"
"357","FENTANYL 200 MCG","FENTANYL","TABLET (EFFERVESCENT)","SUBLINGUAL","1",1,"0123302",1,1,"0123302017"
"358","FENTANYL 400 MCG","FENTANYL","TABLET (EFFERVESCENT)","BUCCAL","1",1,"0123302",1,1,"0123302018"
"359","FENTANYL 400 MCG","FENTANYL","TABLET (EFFERVESCENT)","SUBLINGUAL","1",1,"0123302",1,1,"0123302018"
"360","FENTANYL 600 MCG","FENTANYL","TABLET (EFFERVESCENT)","BUCCAL","1",1,"0123302",1,1,"0123302019"
"361","FENTANYL 600 MCG","FENTANYL","TABLET (EFFERVESCENT)","SUBLINGUAL","1",1,"0123302",1,1,"0123302019"
"362","FENTANYL 800 MCG","FENTANYL","TABLET (EFFERVESCENT)","BUCCAL","1",1,"0123302",1,1,"0123302020"
"363","FENTANYL 800 MCG","FENTANYL","TABLET (EFFERVESCENT)","SUBLINGUAL","1",1,"0123302",1,1,"0123302020"
"364","FINASTERIDE 5 MG","FINASTERIDE","TABLET","ORAL","1",19,"0124110",1,1,"0124110001"
"365","FINASTERIDE 1 MG","FINASTERIDE","TABLET","ORAL","1",7,"0124110",1,1,"0124110002"
"366","FLUOXETINE 10 MG","FLUOXETINE","CAPSULE","ORAL","1",22,"0116847",1,1,"0116847003"
"367","FLUOXETINE 20 MG","FLUOXETINE","CAPSULE","ORAL","1",22,"0116847",1,1,"0116847001"
"368","FLUOXETINE 20 MG","FLUOXETINE","SOLUTION","ORAL","1",3,"0116847",1,1,"0116847002"
"369","FOLIC ACID 5 MG","FOLIC ACID","LIQUID","INTRAMUSCULAR","1",1,"0108418",1,1,"0108418001"
"370","FOLIC ACID 5 MG","FOLIC ACID","LIQUID","INTRAVENOUS","1",1,"0108418",1,1,"0108418001"
"371","FOLIC ACID 5 MG","FOLIC ACID","LIQUID","SUBCUTANEOUS","1",1,"0108418",1,1,"0108418001"
"372","FOLIC ACID 25 MG","FOLIC ACID","TABLET","ORAL","1",1,"0108418",1,1,"0108418006"
"373","FOLIC ACID 5 MG","FOLIC ACID","TABLET","ORAL","1",4,"0108418",1,1,"0108418001"
"374","FOLIC ACID 5 MG","FOLIC ACID","SOLUTION","INTRAMUSCULAR","1",1,"0108418",1,1,"0108418001"
"375","FOLIC ACID 5 MG","FOLIC ACID","SOLUTION","INTRAVENOUS","1",1,"0108418",1,1,"0108418001"
"376","FOLIC ACID 5 MG","FOLIC ACID","SOLUTION","SUBCUTANEOUS","1",1,"0108418",1,1,"0108418001"
"377","FUROSEMIDE 10 MG","FUROSEMIDE","SOLUTION","INTRAVENOUS","1",4,"0101944",1,1,"0101944003"
"378","FUROSEMIDE 80 MG","FUROSEMIDE","TABLET","ORAL","1",4,"0101944",1,1,"0101944004"
"379","FUROSEMIDE 20 MG","FUROSEMIDE","TABLET","ORAL","1",6,"0101944",1,1,"0101944002"
"380","FUROSEMIDE 40 MG","FUROSEMIDE","TABLET","ORAL","1",6,"0101944",1,1,"0101944001"
"381","FUROSEMIDE 10 MG","FUROSEMIDE","SOLUTION","ORAL","1",1,"0101944",1,1,"0101944003"
"382","FUROSEMIDE 500 MG","FUROSEMIDE","TABLET","ORAL","1",1,"0101944",1,1,"0101944006"
"383","FUROSEMIDE 10 MG","FUROSEMIDE","LIQUID","INTRAMUSCULAR","1",2,"0101944",1,1,"0101944003"
"384","FUROSEMIDE 10 MG","FUROSEMIDE","LIQUID","INTRAVENOUS","1",3,"0101944",1,1,"0101944003"
"385","FUROSEMIDE 10 MG","FUROSEMIDE","SOLUTION","INTRAMUSCULAR","1",2,"0101944",1,1,"0101944003"
"386","FUSIDIC ACID 2 %","FUSIDIC ACID","CREAM","TOPICAL","1",1,"0114230",1,1,"0114230003"
"387","FUSIDIC ACID 1 %","FUSIDIC ACID","DROPS","OPHTHALMIC","1",2,"0114230",1,1,"0114230001"
"388","GABAPENTIN 100 MG","GABAPENTIN","CAPSULE","ORAL","1",18,"0125929",1,1,"0125929001"
"389","GABAPENTIN 300 MG","GABAPENTIN","CAPSULE","ORAL","1",18,"0125929",1,1,"0125929003"
"390","GABAPENTIN 400 MG","GABAPENTIN","CAPSULE","ORAL","1",18,"0125929",1,1,"0125929002"
"391","GABAPENTIN 600 MG","GABAPENTIN","TABLET","ORAL","1",14,"0125929",1,1,"0125929004"
"392","GABAPENTIN 800 MG","GABAPENTIN","TABLET","ORAL","1",14,"0125929",1,1,"0125929005"
"393","GABAPENTIN 600 MG","GABAPENTIN","TABLET (IMMEDIATE RELEASE)","ORAL","1",1,"0125929",1,1,"0125929004"
"394","GABAPENTIN 800 MG","GABAPENTIN","TABLET (IMMEDIATE RELEASE)","ORAL","1",1,"0125929",1,1,"0125929005"
"395","GALANTAMINE 8 MG","GALANTAMINE","CAPSULE (EXTENDED RELEASE)","ORAL","1",9,"0144660",1,1,"0144660002"
"396","GALANTAMINE 16 MG","GALANTAMINE","CAPSULE (EXTENDED RELEASE)","ORAL","1",9,"0144660",1,1,"0144660004"
"397","GALANTAMINE 24 MG","GALANTAMINE","CAPSULE (EXTENDED RELEASE)","ORAL","1",9,"0144660",1,1,"0144660005"
"398","GLICLAZIDE 80 MG","GLICLAZIDE","TABLET","ORAL","1",7,"0119934",1,1,"0119934001"
"399","GLICLAZIDE 30 MG","GLICLAZIDE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0119934",1,1,"0119934002"
"400","GLICLAZIDE 60 MG","GLICLAZIDE","TABLET (EXTENDED-RELEASE)","ORAL","1",2,"0119934",1,1,"0119934003"
"401","GLYBURIDE 5 MG","GLYBURIDE","TABLET","ORAL","1",11,"0108708",1,1,"0108708001"
"402","GLYBURIDE 2.5 MG","GLYBURIDE","TABLET","ORAL","1",7,"0108708",1,1,"0108708002"
"403","HALOPERIDOL 5 MG","HALOPERIDOL","LIQUID","INTRAMUSCULAR","1",1,"0101774",1,1,"0101774001"
"404","HALOPERIDOL 50 MG","HALOPERIDOL","LIQUID","INTRAMUSCULAR","1",3,"0101774",1,1,"0101774007"
"405","HALOPERIDOL 100 MG","HALOPERIDOL","LIQUID","INTRAMUSCULAR","1",3,"0101774",1,1,"0101774008"
"406","HALOPERIDOL 0.5 MG","HALOPERIDOL","TABLET","ORAL","1",2,"0101774",1,1,"0101774002"
"407","HALOPERIDOL 1 MG","HALOPERIDOL","TABLET","ORAL","1",2,"0101774",1,1,"0101774003"
"408","HALOPERIDOL 2 MG","HALOPERIDOL","LIQUID","ORAL","1",1,"0101774",1,1,"0101774004"
"409","HALOPERIDOL 5 MG","HALOPERIDOL","TABLET","ORAL","1",2,"0101774",1,1,"0101774001"
"410","HALOPERIDOL 2 MG","HALOPERIDOL","TABLET","ORAL","1",2,"0101774",1,1,"0101774004"
"411","HALOPERIDOL 10 MG","HALOPERIDOL","TABLET","ORAL","1",2,"0101774",1,1,"0101774005"
"412","HALOPERIDOL 20 MG","HALOPERIDOL","TABLET","ORAL","1",1,"0101774",1,1,"0101774006"
"413","HALOPERIDOL 5 MG","HALOPERIDOL","SOLUTION","INTRAMUSCULAR","1",2,"0101774",1,1,"0101774001"
"414","HALOPERIDOL 2 MG","HALOPERIDOL","SOLUTION","ORAL","1",1,"0101774",1,1,"0101774004"
"415","HYDROCHLOROTHIAZIDE 25 MG","HYDROCHLOROTHIAZIDE","TABLET","ORAL","1",8,"0101048",1,1,"0101048002"
"416","HYDROCHLOROTHIAZIDE 50 MG","HYDROCHLOROTHIAZIDE","TABLET","ORAL","1",7,"0101048",1,1,"0101048001"
"417","HYDROCHLOROTHIAZIDE 100 MG","HYDROCHLOROTHIAZIDE","TABLET","ORAL","1",2,"0101048",1,1,"0101048003"
"418","HYDROCHLOROTHIAZIDE 12.5 MG","HYDROCHLOROTHIAZIDE","TABLET","ORAL","1",3,"0101048",1,1,"0101048004"
"419","HYDROCHLOROTHIAZIDE 12.5 MG!IRBESARTAN 150 MG","HYDROCHLOROTHIAZIDE!IRBESARTAN","TABLET","ORAL","2",14,"0240086",1,1,"0240086001"
"420","HYDROCHLOROTHIAZIDE 12.5 MG!IRBESARTAN 300 MG","HYDROCHLOROTHIAZIDE!IRBESARTAN","TABLET","ORAL","2",14,"0240086",1,1,"0240086002"
