mp_code,mp_formal_name,mp_en_description,mp_fr_description,mp_status,mp_status_effective_time,mp_type,Health_Canada_identifier,Health_Canada_product_name,
2428628,ACT TADALAFIL (tadalafil 2.5 mg oral tablet) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20160712,DIN,2428628,ACT TADALAFIL,
2406179,PROACTIV 3-STEP CONVENIENCE PAK (benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % cutaneous gel) THE PROACTIV COMPANY LLC,NA,NA,ACTIVE,20130808,DIN,2406179,PROACTIV 3-STEP CONVENIENCE PAK,
2376709,DOM-FINASTERIDE (finasteride 5 mg oral tablet) DOMINION PHARMACAL,NA,NA,ACTIVE,20130613,DIN,2376709,DOM-FINASTERIDE,
2421534,NAT-ZOLMITRIPTAN (zolmitriptan 2.5 mg oral tablet) NATCO PHARMA (CANADA) INC,NA,NA,ACTIVE,20150217,DIN,2421534,NAT-ZOLMITRIPTAN,
2400588,AURO-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) AURO PHARMA INC,NA,NA,ACTIVE,20131227,DIN,2400588,AURO-DONEPEZIL,
2393603,ACT NABILONE (nabilone 1 mg oral capsule) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20121002,DIN,2393603,ACT NABILONE,
2375966,SANDOZ TELMISARTAN (telmisartan 80 mg oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20120104,DIN,2375966,SANDOZ TELMISARTAN,
893609,APO-CAPTO TAB 25MG (captopril 25 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,19901231,DIN,893609,APO-CAPTO TAB 25MG,
2394782,APO-OXYCODONE CR (oxycodone hydrochloride 60 mg prolonged-release oral tablet) APOTEX INC,NA,NA,ACTIVE,20121127,DIN,2394782,APO-OXYCODONE CR,
2386453,SANDOZ ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 60 mg oral capsule) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20120530,DIN,2386453,SANDOZ ATOMOXETINE,
2264218,TEVA-RISPERIDONE (risperidone 2 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20060705,DIN,2264218,TEVA-RISPERIDONE,
1937227,PMS TRAZODONE HCL TAB 50MG (trazodone hydrochloride 50 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,19931231,DIN,1937227,PMS TRAZODONE HCL TAB 50MG,
2368080,IBUPROFEN CAPLETS (ibuprofen 200 mg oral tablet) VITA HEALTH PRODUCTS INC,NA,NA,INACTIVE,20170717,DIN,2368080,IBUPROFEN CAPLETS,
2256096,MYLAN-MIRTAZAPINE (mirtazapine 15 mg oral tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20040817,DIN,2256096,MYLAN-MIRTAZAPINE,
2242656,RATIO-CEFUROXIME (cefuroxime (cefuroxime axetil) 250 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20010830,DIN,2242656,RATIO-CEFUROXIME,
716898,NYADERM ONT 100000UNIT/GM (nystatin 100000 unit per g cutaneous ointment) TARO PHARMACEUTICALS INC,NA,NA,INACTIVE,20170803,DIN,716898,NYADERM ONT 100000UNIT/GM,
2279649,APO-TOPIRAMATE (topiramate 200 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,20060421,DIN,2279649,APO-TOPIRAMATE,
2240550,PMS-OXYBUTYNIN (oxybutynin chloride 5 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,19991122,DIN,2240550,PMS-OXYBUTYNIN,
2355671,APO-REPAGLINIDE (repaglinide 1 mg oral tablet) APOTEX INC,NA,NA,INACTIVE,20170804,DIN,2355671,APO-REPAGLINIDE,
2403021,JAMP-LEVETIRACETAM (levetiracetam 500 mg oral tablet) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20130429,DIN,2403021,JAMP-LEVETIRACETAM,
2464705,PROCYSBI (cysteamine (cysteamine bitartrate) 25 mg gastro-resistant capsule) HORIZON PHARMA IRELAND LTD,NA,NA,ACTIVE,20171017,DIN,2464705,PROCYSBI,
2395657,FENTANYL PATCH (fentanyl 12 mcg per hour transdermal patch) PRO DOC LIMITEE,NA,NA,ACTIVE,20121122,DIN,2395657,FENTANYL PATCH,
2291797,PMS-RISPERIDONE ODT (risperidone 2 mg orodispersible tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20070313,DIN,2291797,PMS-RISPERIDONE ODT,
2355620,DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) DOMINION PHARMACAL,NA,NA,INACTIVE,20170803,DIN,2355620,DOM-ATORVASTATIN,
2388138,ESME 21 (ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20120705,DIN,2388138,ESME 21,
2471167,M-ATORVASTATIN (atorvastatin (atorvastatin calcium) 10 mg oral tablet) MANTRA PHARMA INC,NA,NA,ACTIVE,20180307,DIN,2471167,M-ATORVASTATIN,
2408392,MYLAN-RABEPRAZOLE (rabeprazole sodium 10 mg gastro-resistant tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,INACTIVE,20171212,DIN,2408392,MYLAN-RABEPRAZOLE,
2435926,AURO-TADALAFIL (tadalafil 5 mg oral tablet) AURO PHARMA INC,NA,NA,ACTIVE,20160714,DIN,2435926,AURO-TADALAFIL,
2417200,NESINA (alogliptin (alogliptin benzoate) 25 mg oral tablet) TAKEDA CANADA INC,NA,NA,ACTIVE,20140513,DIN,2417200,NESINA,
2314762,IBUPROFEN CAPLETS (ibuprofen 200 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20100305,DIN,2314762,IBUPROFEN,
2318067,APO-ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 60 mg oral capsule) APOTEX INC,NA,NA,ACTIVE,20110719,DIN,2318067,APO-ATOMOXETINE,
2246620,PMS-FLUCONAZOLE-150 (fluconazole 150 mg oral capsule) PHARMASCIENCE INC,NA,NA,ACTIVE,20021113,DIN,2246620,PMS-FLUCONAZOLE-150,
2296004,LOWPRIN (acetylsalicylic acid 80 mg chewable tablet) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20091002,DIN,2296004,LOWPRIN,
2353202,QUETIAPINE (quetiapine (quetiapine fumarate) 300 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20100726,DIN,2353202,QUETIAPINE,
2229467,DOM-ATENOLOL - 50MG (atenolol 50 mg oral tablet) DOMINION PHARMACAL,NA,NA,ACTIVE,19961017,DIN,2229467,DOM-ATENOLOL - 50MG,
2357879,CELESTODERM V/2 (betamethasone (betamethasone valerate) 0.05 % cutaneous ointment) VALEANT CANADA LP/VALEANT CANADA S.E.C.,NA,NA,ACTIVE,20111019,DIN,2357879,CELESTODERM V/2,
301175,PRED FORTE (prednisolone acetate 1 % ophthalmic drops) ALLERGAN INC,NA,NA,ACTIVE,19741231,DIN,301175,PRED FORTE,
560960,MINIPRESS (prazosin (prazosin hydrochloride) 2 mg oral tablet) ASPRI PHARMA CANADA INC,NA,NA,INACTIVE,20170720,DIN,560960,MINIPRESS,
2362651,MINT-AMLODIPINE (amlodipine (amlodipine besylate) 5 mg oral tablet) MINT PHARMACEUTICALS INC,NA,NA,ACTIVE,20110216,DIN,2362651,MINT-AMLODIPINE,
2417170,CONSTELLA (linaclotide 290 mcg oral capsule) FOREST LABORATORIES CANADA INC,NA,NA,ACTIVE,20141217,DIN,2417170,CONSTELLA,
2364921,CARVEDILOL (carvedilol 6.25 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20110610,DIN,2364921,CARVEDILOL,
2313340,SANDOZ LOSARTAN (losartan potassium 50 mg oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20120125,DIN,2313340,SANDOZ LOSARTAN,
2248050,ACT CITALOPRAM (citalopram (citalopram hydrobromide) 20 mg oral tablet) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20040121,DIN,2248050,ACT CITALOPRAM,
2413809,TEVA-RISEDRONATE (risedronate sodium (risedronate sodium monohydrate) 150 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20131010,DIN,2413809,TEVA-RISEDRONATE,
2242925,APO-WARFARIN (warfarin sodium 2 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,20001016,DIN,2242925,APO-WARFARIN,
2242094,RIVA-ATENOLOL 50 MG (atenolol 50 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,ACTIVE,20000523,DIN,2242094,RIVA-ATENOLOL 50 MG,
594644,STATEX TAB 10MG (morphine sulfate 10 mg oral tablet) PALADIN LABS INC,NA,NA,ACTIVE,19851231,DIN,594644,STATEX TAB 10MG,
872539,HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION (hydrocortisone (hydrocortisone sodium succinate) 250 mg per vial powder for solution for injection) TEVA CANADA LIMITED,NA,NA,ACTIVE,19940421,DIN,872539,HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION,
785261,PMS-DEXAMETHASONE SOD PHOSPHATE DPS 1MG/ML (dexamethasone phosphate (dexamethasone sodium phosphate) 0.1 % ophthalmic/otic drops) PHARMASCIENCE INC,NA,NA,INACTIVE,20170803,DIN,785261,PMS-DEXAMETHASONE SOD PHOSPHATE DPS 1MG/ML,
2369230,AG-AMLODIPINE (amlodipine (amlodipine besylate) 5 mg oral tablet) ANGITA PHARMA INC.,NA,NA,INACTIVE,20170818,DIN,2369230,AG-AMLODIPINE,
2394790,ASA DAILY LOW DOSE (acetylsalicylic acid 81 mg chewable tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20130501,DIN,2394790,ASA DAILY LOW DOSE,
2377144,TEVA-LOSARTAN/HCTZ (hydrochlorothiazide 12.5 mg and losartan potassium 100 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20120125,DIN,2377144,TEVA-LOSARTAN/HCTZ,
2445824,INDAPAMIDE (indapamide 1.25 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20170731,DIN,2445824,INDAPAMIDE,
2423421,MYLAN-RIVASTIGMINE PATCH 10 (rivastigmine 9.5 mg per 24 hour transdermal patch) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20161205,DIN,2423421,MYLAN-RIVASTIGMINE PATCH 10,
2407019,MINT-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule) MINT PHARMACEUTICALS INC,NA,NA,INACTIVE,20170619,DIN,2407019,MINT-RIVASTIGMINE,
2297477,ACT AMLODIPINE (amlodipine (amlodipine besylate) 2.5 mg oral tablet) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20100302,DIN,2297477,ACT AMLODIPINE,
2165503,PREVACID (lansoprazole 15 mg gastro-resistant capsule) TAKEDA PHARMACEUTICALS AMERICA INC,NA,NA,ACTIVE,19951231,DIN,2165503,PREVACID,
2343681,OLANZAPINE ODT (olanzapine 15 mg orodispersible tablet) SIVEM PHARMACEUTICALS ULC,NA,NA,ACTIVE,20120424,DIN,2343681,OLANZAPINE ODT,
2285622,RAN-CITALO (citalopram (citalopram hydrobromide) 20 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,NA,NA,ACTIVE,20061207,DIN,2285622,RAN-CITALO,
2231015,TEVA-NITROFURANTOIN (nitrofurantoin 50 mg oral capsule) TEVA CANADA LIMITED,NA,NA,ACTIVE,19970502,DIN,2231015,TEVA-NITROFURANTOIN,
851760,PULMICORT TURBUHALER 400 MCG/DOSE (budesonide 400 mcg per actuation inhalation powder) ASTRAZENECA CANADA INC,NA,NA,ACTIVE,19921231,DIN,851760,PULMICORT TURBUHALER 400 MCG/DOSE,
2344416,ANTICOAGULANT SODIUM CITRATE SOLUTION USP (sodium citrate 4 g per 100 mL NA) FENWAL INC,NA,NA,INACTIVE,20170722,DIN,2344416,ANTICOAGULANT SODIUM CITRATE SOLUTION USP,
2238830,CLAVULIN 400 (amoxicillin (amoxicillin trihydrate) 400 mg per 5 mL and clavulanic acid (clavulanate potassium) 57 mg per 5 mL oral suspension) GLAXOSMITHKLINE INC,NA,NA,ACTIVE,19981029,DIN,2238830,CLAVULIN 400,
2377055,RIVA-PREGABALIN (pregabalin 75 mg oral capsule) LABORATOIRE RIVA INC,NA,NA,ACTIVE,20130215,DIN,2377055,RIVA-PREGABALIN,
2451018,M-ACETAMINOPHEN 325MG (acetaminophen 325 mg oral tablet) MANTRA PHARMA INC,NA,NA,ACTIVE,20170524,DIN,2451018,M-ACETAMINOPHEN 325MG,
2238633,DOM-CYCLOBENZAPRINE (cyclobenzaprine hydrochloride 10 mg oral tablet) DOMINION PHARMACAL,NA,NA,ACTIVE,19981022,DIN,2238633,DOM-CYCLOBENZAPRINE,
2230245,PMS-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) PHARMASCIENCE INC,NA,NA,ACTIVE,20021004,DIN,2230245,PMS-AMOXICILLIN,
2440628,TEVA-PANTOPRAZOLE MAGNESIUM (pantoprazole (pantoprazole magnesium) 40 mg gastro-resistant tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20151116,DIN,2440628,TEVA-PANTOPRAZOLE MAGNESIUM,
2417286,JAMP OLANZAPINE FC (olanzapine 10 mg oral tablet) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20150605,DIN,2417286,JAMP OLANZAPINE FC,
2434350,PMS-ELETRIPTAN (eletriptan (eletriptan hydrobromide) 40 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20141126,DIN,2434350,PMS-ELETRIPTAN,
2421313,MINT-RAMIPRIL (ramipril 5 mg oral capsule) MINT PHARMACEUTICALS INC,NA,NA,ACTIVE,20140317,DIN,2421313,MINT-RAMIPRIL,
2352990,OLANZAPINE ODT (olanzapine 15 mg orodispersible tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20111007,DIN,2352990,OLANZAPINE ODT,
2292378,APO-PRAMIPEXOLE (pramipexole dihydrochloride monohydrate 0.25 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,20070226,DIN,2292378,APO-PRAMIPEXOLE,
2250616,CLIMARA PRO (estradiol 45 mcg per 24 hour and levonorgestrel 15 mcg per 24 hour transdermal patch) BAYER INC,NA,NA,ACTIVE,20171130,DIN,2250616,CLIMARA PRO,
2431815,SANDOZ TOPIRAMATE TABLETS (topiramate 100 mg oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20141031,DIN,2431815,SANDOZ TOPIRAMATE TABLETS,
2246701,APO-NAPROXEN EC (naproxen 500 mg gastro-resistant tablet) APOTEX INC,NA,NA,ACTIVE,20030423,DIN,2246701,APO-NAPROXEN EC,
2242463,MYLAN-ACYCLOVIR (acyclovir 400 mg oral tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20000630,DIN,2242463,MYLAN-ACYCLOVIR,
2378612,XARELTO (rivaroxaban 20 mg oral tablet) BAYER INC,NA,NA,ACTIVE,20120117,DIN,2378612,XARELTO,
2367394,TARO-CARBAMAZEPINE (carbamazepine 100 mg per 5 mL oral suspension) TARO PHARMACEUTICALS INC,NA,NA,ACTIVE,20111007,DIN,2367394,TARO-CARBAMAZEPINE,
2252635,PMS-SIMVASTATIN (simvastatin 10 mg oral tablet) PHARMASCIENCE INC,NA,NA,INACTIVE,20170930,DIN,2252635,PMS-SIMVASTATIN,
2404427,JAMP-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) JAMP PHARMA CORPORATION,NA,NA,INACTIVE,20170731,DIN,2404427,JAMP-DONEPEZIL,
2326051,TEVA-AMITRIPTYLINE (amitriptyline hydrochloride 25 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20141203,DIN,2326051,TEVA-AMITRIPTYLINE,
2300486,ACT PANTOPRAZOLE (pantoprazole (pantoprazole sodium sesquihydrate) 40 mg gastro-resistant tablet) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20080604,DIN,2300486,ACT PANTOPRAZOLE,
773697,APO-ATENOL TAB 100MG (atenolol 100 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,19881231,DIN,773697,APO-ATENOL TAB 100MG,
2245916,PMS-CARVEDILOL (carvedilol 12.5 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20030804,DIN,2245916,PMS-CARVEDILOL,
514012,VOLTAREN TAB 50MG (diclofenac sodium 50 mg gastro-resistant tablet) NOVARTIS PHARMACEUTICALS CANADA INC,NA,NA,ACTIVE,19801231,DIN,514012,VOLTAREN TAB 50MG,
2282976,TEVA-FENTANYL (fentanyl 75 mcg per hour transdermal patch) TEVA CANADA LIMITED,NA,NA,ACTIVE,20060704,DIN,2282976,TEVA-FENTANYL,
2224887,SOFRAMYCIN EYE DROPS 0.5% (framycetin sulfate 5 mg per mL ophthalmic drops) ERFA CANADA 2012 INC,NA,NA,INACTIVE,20170724,DIN,2224887,SOFRAMYCIN EYE DROPS 0.5%,
2163683,CEFZIL POWDER FOR ORAL SUSPENSION-250 MG/ 5 ML (cefprozil 250 mg per 5 mL oral suspension) BRISTOL-MYERS SQUIBB CANADA,NA,NA,ACTIVE,20170914,DIN,2163683,CEFZIL POWDER FOR ORAL SUSPENSION-250 MG/ 5 ML,
2392178,BIO-ATENOLOL (atenolol 50 mg oral tablet) BIOMED PHARMA,NA,NA,INACTIVE,20170804,DIN,2392178,BIO-ATENOLOL,
2213575,ZOFRAN (ondansetron (ondansetron hydrochloride dihydrate) 8 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,NA,NA,ACTIVE,19970414,DIN,2213575,ZOFRAN,
2376725,MYLAN-TELMISARTAN (telmisartan 80 mg oral tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20120110,DIN,2376725,MYLAN-TELMISARTAN,
2274329,SANDOZ ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 8 mg oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20060419,DIN,2274329,SANDOZ ONDANSETRON,
2300109,PMS-ENALAPRIL (enalapril sodium 16 mg oral tablet) PHARMASCIENCE INC,NA,NA,INACTIVE,20160228,DIN,2300109,PMS-ENALAPRIL,
2010526,ENTERIC COATED ASA TABLETS 325MG (acetylsalicylic acid 325 mg gastro-resistant tablet) VITA HEALTH PRODUCTS INC,NA,NA,INACTIVE,20170717,DIN,2010526,ENTERIC COATED ASA TABLETS 325MG,
2049376,ZESTRIL (lisinopril 10 mg oral tablet) ASTRAZENECA CANADA INC,NA,NA,ACTIVE,19941231,DIN,2049376,ZESTRIL,
2385953,RANITIDINE (ranitidine (ranitidine hydrochloride) 150 mg oral tablet) SIVEM PHARMACEUTICALS ULC,NA,NA,ACTIVE,20120611,DIN,2385953,RANITIDINE,
2238281,APO-SERTRALINE (sertraline (sertraline hydrochloride) 50 mg oral capsule) APOTEX INC,NA,NA,ACTIVE,19990901,DIN,2238281,APO-SERTRALINE,
1916181,SANDOZ PREDNISOLONE (prednisolone acetate 0.12 % ophthalmic drops) SANDOZ CANADA INCORPORATED,NA,NA,INACTIVE,20170801,DIN,1916181,SANDOZ PREDNISOLONE,
842834,APO-METOCLOP TAB 10MG (metoclopramide hydrochloride 10 mg oral tablet) APOTEX INC,NA,NA,INACTIVE,20170804,DIN,842834,APO-METOCLOP TAB 10MG,
2245230,APO-NITRAZEPAM TABLETS BP (nitrazepam 5 mg oral tablet) APOTEX INC,NA,NA,INACTIVE,20170804,DIN,2245230,APO-NITRAZEPAM TABLETS BP,
2456389,AURO-TELMISARTAN HCTZ (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) AURO PHARMA INC,NA,NA,ACTIVE,20160823,DIN,2456389,AURO-TELMISARTAN HCTZ,
2310473,PRO-GABAPENTIN (gabapentin 600 mg oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,20081027,DIN,2310473,PRO-GABAPENTIN,
2269465,ARICEPT RDT (donepezil hydrochloride 10 mg orodispersible tablet) PFIZER CANADA INC,NA,NA,ACTIVE,20060102,DIN,2269465,ARICEPT RDT,
2465221,BELBUCA (buprenorphine (buprenorphine hydrochloride) 75 mcg buccal film) PURDUE PHARMA,NA,NA,ACTIVE,20180117,DIN,2465221,BELBUCA,
2453908,ACT BUPRENORPHINE/NALOXONE (buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride dihydrate) 0.5 mg sublingual tablet) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20170928,DIN,2453908,ACT BUPRENORPHINE/NALOXONE,
2417650,NAT-ALPRAZOLAM (alprazolam 1 mg oral tablet) NATCO PHARMA (CANADA) INC,NA,NA,ACTIVE,20150722,DIN,2417650,NAT-ALPRAZOLAM,
2240769,MICARDIS 40MG TAB (telmisartan 40 mg oral tablet) BOEHRINGER INGELHEIM (CANADA) LTD LTEE,NA,NA,ACTIVE,19990901,DIN,2240769,MICARDIS 40MG TAB,
2248251,TEVA-ALENDRONATE (alendronic acid (alendronate sodium) 5 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20031223,DIN,2248251,TEVA-ALENDRONATE,
2420813,RECLIPSEN 21 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20140629,DIN,2420813,RECLIPSEN 21,
2247521,EZETROL (ezetimibe 10 mg oral tablet) MERCK CANADA INC,NA,NA,ACTIVE,20030615,DIN,2247521,EZETROL,
2279266,PMS-RISPERIDONE (risperidone (risperidone tartrate) 1 mg per mL oral solution) PHARMASCIENCE INC,NA,NA,ACTIVE,20060705,DIN,2279266,PMS-RISPERIDONE,
2275848,DURAGESIC (fentanyl 75 mcg per hour transdermal patch) JANSSEN INC,NA,NA,ACTIVE,20090511,DIN,2275848,DURAGESIC,
2255510,RIVA-FLUCONAZOLE (fluconazole 150 mg oral capsule) LABORATOIRE RIVA INC,NA,NA,ACTIVE,20040726,DIN,2255510,RIVA-FLUCONAZOLE,
2404230,PMS-AMLODIPINE-ATORVASTATIN (amlodipine (amlodipine besylate) 5 mg and atorvastatin (atorvastatin calcium) 20 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20130328,DIN,2404230,PMS-AMLODIPINE-ATORVASTATIN,
2269449,SANDOZ PAROXETINE (paroxetine (paroxetine hydrochloride) 30 mg oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,INACTIVE,20170803,DIN,2269449,SANDOZ PAROXETINE,
2242940,TEVA-RANITIDINE SOLUTION (ranitidine (ranitidine hydrochloride) 75 mg per 5 mL oral solution) TEVA CANADA LIMITED,NA,NA,ACTIVE,20040908,DIN,2242940,TEVA-RANITIDINE SOLUTION,
2432412,VAN-FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule) VANC PHARMACEUTICALS INC,NA,NA,INACTIVE,20170803,DIN,2432412,VAN-FLUOXETINE,
2138298,DOM-BACLOFEN-TAB 20MG (baclofen 20 mg oral tablet) DOMINION PHARMACAL,NA,NA,INACTIVE,20170803,DIN,2138298,DOM-BACLOFEN-TAB 20MG,
2242096,RIVA-GLYBURIDE (glyburide 5 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,INACTIVE,20170705,DIN,2242096,RIVA-GLYBURIDE,
2270633,CO SOTALOL (sotalol hydrochloride 160 mg oral tablet) COBALT PHARMACEUTICALS COMPANY,NA,NA,INACTIVE,20170801,DIN,2270633,CO SOTALOL,
2229656,MYLAN-METFORMIN (metformin hydrochloride 850 mg oral tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,19970512,DIN,2229656,MYLAN-METFORMIN,
2330458,JAMP-QUETIAPINE (quetiapine (quetiapine fumarate) 200 mg oral tablet) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20100402,DIN,2330458,JAMP-QUETIAPINE,
2391570,BUPROPION SR (bupropion hydrochloride 150 mg prolonged-release oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20121001,DIN,2391570,BUPROPION SR,
2357461,SANDOZ REPAGLINIDE (repaglinide 1 mg oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20110217,DIN,2357461,SANDOZ REPAGLINIDE,
2230205,PMS-CAPTOPRIL - TAB  50MG (captopril 50 mg oral tablet) PHARMASCIENCE INC,NA,NA,INACTIVE,20170803,DIN,2230205,PMS-CAPTOPRIL - TAB  50MG,
2387395,AURO-RAMIPRIL (ramipril 2.5 mg oral capsule) AURO PHARMA INC,NA,NA,ACTIVE,20120913,DIN,2387395,AURO-RAMIPRIL,
2457334,SANDOZ AMPHETAMINE XR (amphetamine aspartate monohydrate 6.25 mg and amphetamine sulfate 6.25 mg and dextroamphetamine saccharate 6.25 mg and dextroamphetamine sulfate 6.25 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20161222,DIN,2457334,SANDOZ AMPHETAMINE XR,
2337290,JURNISTA (hydromorphone hydrochloride 32 mg prolonged-release oral tablet) JANSSEN INC,NA,NA,ACTIVE,20100304,DIN,2337290,JURNISTA,
2431645,CALCITRIOL-ODAN (calcitriol 0.5 mcg oral capsule) ODAN LABORATORIES LTD,NA,NA,ACTIVE,20141010,DIN,2431645,CALCITRIOL-ODAN,
2440407,PMS-AMPHETAMINES XR (amphetamine aspartate monohydrate 6.25 mg and amphetamine sulfate 6.25 mg and dextroamphetamine saccharate 6.25 mg and dextroamphetamine sulfate 6.25 mg prolonged-release oral capsule) PHARMASCIENCE INC,NA,NA,ACTIVE,20170116,DIN,2440407,PMS-AMPHETAMINES XR,
2404877,RIVA-ALPRAZOLAM (alprazolam 0.25 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,ACTIVE,20141120,DIN,2404877,RIVA-ALPRAZOLAM,
2438992,MINT-DULOXETINE (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) MINT PHARMACEUTICALS INC,NA,NA,ACTIVE,20160502,DIN,2438992,MINT-DULOXETINE,
2283700,PRAXIS ASA EC 81 MG DAILY LOW DOSE (acetylsalicylic acid 81 mg gastro-resistant tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20060815,DIN,2283700,PRAXIS ASA EC 81 MG DAILY LOW DOSE,
2420171,SANDOZ OLOPATADINE 0.2% (olopatadine (olopatadine hydrochloride) 0.2 % ophthalmic drops) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20140224,DIN,2420171,SANDOZ OLOPATADINE 0.2%,
2294702,PMS-NAPROXEN EC (naproxen 375 mg gastro-resistant tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20071001,DIN,2294702,PMS-NAPROXEN EC,
2245748,DOM-SERTRALINE (sertraline (sertraline hydrochloride) 25 mg oral capsule) DOMINION PHARMACAL,NA,NA,ACTIVE,20020531,DIN,2245748,DOM-SERTRALINE,
2341409,PMS-FENTANYL MTX (fentanyl 75 mcg per hour transdermal patch) PHARMASCIENCE INC,NA,NA,ACTIVE,20100318,DIN,2341409,PMS-FENTANYL MTX,
2295253,CHLORHEXIDINE SOLUTION (chlorhexidine gluconate 2 % cutaneous solution) PARTNAR ANIMAL HEALTH INC,NA,NA,ACTIVE,20080303,DIN,2295253,CHLORHEXIDINE SOLUTION,
628158,APO-AMOXI PWR FOR SUSP 250MG/5ML (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) APOTEX INC,NA,NA,ACTIVE,19841231,DIN,628158,APO-AMOXI PWR FOR SUSP 250MG/5ML,
