"ccdd","ntp_code","ntp_en_description","ntp_fr_description","ntp_status","ntp_status_effective_time","ntp_type","ntp_formal_name","n_mp","greater_than_5_AIs"
FALSE,9002012,NA,NA,"active",1984-12-31,NA,"cetylpyridinium chloride 0.05 % gargle/mouthwash",1,FALSE
FALSE,9002015,NA,NA,"active",1984-12-31,NA,"cyclosporine 50 mg per mL solution for injection",1,FALSE
FALSE,9002016,NA,NA,"active",1984-12-31,NA,"diphtheria toxoid 2 lf per 0.5 mL and inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney 40 unit per 0.5 mL and inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1 8 unit per 0.5 mL and inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett 32 unit per 0.5 mL and tetanus toxoid 5 lf per 0.5 mL suspension for injection",1,FALSE
FALSE,9006508,NA,NA,"active",1984-12-31,NA,"d-pantothenic acid (calcium d-pantothenate, riboflavin-5-phosphate) 2.6 mg per mL and nicotinamide 10 mg per mL and vitamin A 1000 unit per mL and vitamin B1 (thiamine hydrochloride) 4.5 mg per mL and vitamin B2 (riboflavin-5-phosphate) 1 mg per mL and vitamin B6 (pyridoxine hydrochloride) 1.2 mg per mL and vitamin C 100 mg per mL and vitamin D 100 unit per mL and vitamin E (dl-alpha tocopheryl acetate) 1 unit per mL solution for injection",1,TRUE
FALSE,9002019,NA,NA,"active",1984-12-31,NA,"etoposide 50 mg oral capsule",1,FALSE
FALSE,9002021,NA,NA,"active",1984-12-31,NA,"heparin sodium 100 unit per mL irrigation solution",1,FALSE
FALSE,9002022,NA,NA,"active",1984-12-31,NA,"histamine phosphate 0.275 mg per mL solution for injection",1,FALSE
FALSE,9002023,NA,NA,"active",1984-12-31,NA,"histamine phosphate 2.75 mg per mL solution for injection",1,FALSE
FALSE,9002026,NA,NA,"active",1984-12-31,NA,"hydrocortisone acetate 5 mg per g and zinc sulfate 5 mg per g rectal ointment",2,FALSE
FALSE,9002027,NA,NA,"active",1984-12-31,NA,"isoniazid 50 mg per 5 mL oral solution",1,FALSE
FALSE,9002028,NA,NA,"active",1984-12-31,NA,"podophyllin 250 mg per mL cutaneous liquid",1,FALSE
FALSE,9002029,NA,NA,"active",1984-12-31,NA,"potassium acetate 392 mg per mL solution for injection",1,FALSE
FALSE,9002030,NA,NA,"active",1984-12-31,NA,"potassium phosphate dibasic 236 mg per mL and potassium phosphate monobasic 224 mg per mL solution for injection",2,FALSE
FALSE,9002031,NA,NA,"active",1984-12-31,NA,"promethazine hydrochloride 10 mg per 5 mL syrup",1,FALSE
FALSE,9002033,NA,NA,"active",1984-12-31,NA,"sulfasalazine 500 mg gastro-resistant tablet",2,FALSE
FALSE,9002034,NA,NA,"active",1984-12-31,NA,"teniposide 10 mg per mL solution for injection",1,FALSE
FALSE,9002035,NA,NA,"active",1984-12-31,NA,"tobramycin 0.3 % ophthalmic ointment",1,FALSE
FALSE,9002036,NA,NA,"active",1984-12-31,NA,"trifluoperazine (trifluoperazine hydrochloride) 20 mg oral tablet",1,FALSE
FALSE,9002037,NA,NA,"active",1984-12-31,NA,"trolamine salicylate 15 % cutaneous cream",5,FALSE
FALSE,9002038,NA,NA,"active",1985-12-31,NA,"acetaminophen 160 mg per 5 mL syrup",2,FALSE
FALSE,9002039,NA,NA,"active",1985-12-31,NA,"charcoal activated 200 mg per mL oral suspension",4,FALSE
FALSE,9002040,NA,NA,"active",1985-12-31,NA,"charcoal activated 222 mg per mL oral suspension",1,FALSE
FALSE,9002041,NA,NA,"active",1985-12-31,NA,"charcoal activated 50 g per 225 mL oral suspension",1,FALSE
FALSE,9002042,NA,NA,"active",1985-12-31,NA,"charcoal activated 50 g per 250 mL oral suspension",1,FALSE
FALSE,9002044,NA,NA,"active",1985-12-31,NA,"colestipol hydrochloride 5 g per pck granules for oral suspension",2,FALSE
FALSE,9002046,NA,NA,"active",1985-12-31,NA,"diazoxide 100 mg oral capsule",1,FALSE
FALSE,9002048,NA,NA,"active",1985-12-31,NA,"isosorbide dinitrate 5 mg sublingual tablet",1,FALSE
FALSE,9002049,NA,NA,"active",1985-12-31,NA,"leuprolide acetate 5 mg per mL solution for injection",1,FALSE
FALSE,9002050,NA,NA,"active",1985-12-31,NA,"levobunolol hydrochloride 5 mg per mL ophthalmic drops",1,FALSE
FALSE,9002051,NA,NA,"active",1985-12-31,NA,"macrogol 236 g per 4 l and potassium chloride 2.97 g per 4 l and sodium bicarbonate 6.74 g per 4 l and sodium chloride 5.86 g per 4 l and sodium sulfate 22.74 g per 4 l powder for oral solution",1,FALSE
FALSE,9002052,NA,NA,"active",1985-12-31,NA,"oxymetazoline hydrochloride 0.05 % nasal spray",18,FALSE
FALSE,9002054,NA,NA,"active",1985-12-31,NA,"pollen and non pollen 20000 unit per mL solution for injection",1,FALSE
FALSE,9002056,NA,NA,"active",1985-12-31,NA,"sodium salicylate 570 mg per mL solution for injection",1,FALSE
FALSE,9002057,NA,NA,"active",1985-12-31,NA,"streptozocin 1 g per vial powder for solution for injection",1,FALSE
FALSE,9002058,NA,NA,"active",1985-12-31,NA,"triclosan 0.3 % lotion",2,FALSE
FALSE,9002059,NA,NA,"active",1986-12-31,NA,"acetaminophen 325 mg and pseudoephedrine hydrochloride 30 mg oral tablet",5,FALSE
FALSE,9002060,NA,NA,"active",1986-12-31,NA,"acetaminophen 500 mg and caffeine 65 mg oral tablet",6,FALSE
FALSE,9002061,NA,NA,"active",1986-12-31,NA,"acetaminophen 500 mg and chlorpheniramine maleate 2 mg and pseudoephedrine hydrochloride 30 mg oral tablet",5,FALSE
FALSE,9002063,NA,NA,"active",1986-12-31,NA,"camphor 40 mg and eucalyptol 370 mg and guaiacol 180 mg and guaiacol carbonate 200 mg suppository",1,FALSE
FALSE,9002064,NA,NA,"active",1986-12-31,NA,"coal tar 10 % and salicylic acid 4 % shampoo",1,FALSE
FALSE,9002067,NA,NA,"active",1986-12-31,NA,"dextrose 50 mg per mL and dopamine hydrochloride 0.8 mg per mL solution for injection",2,FALSE
FALSE,9002068,NA,NA,"active",1986-12-31,NA,"dextrose 50 mg per mL and dopamine hydrochloride 1.6 mg per mL solution for injection",2,FALSE
FALSE,9002069,NA,NA,"active",1986-12-31,NA,"dipyridamole 5 mg per mL solution for injection",3,FALSE
FALSE,9002070,NA,NA,"active",1986-12-31,NA,"docusate calcium 240 mg oral capsule",8,FALSE
FALSE,9002072,NA,NA,"active",1986-12-31,NA,"lactulose 667 mg per mL oral solution",4,FALSE
FALSE,9002073,NA,NA,"active",1986-12-31,NA,"methylene blue 0.2 mg per mL and naphazoline nitrate 0.5 mg per mL ophthalmic drops",1,FALSE
FALSE,9002075,NA,NA,"active",1986-12-31,NA,"miconazole nitrate 2 % and miconazole nitrate 400 mg NA",1,FALSE
FALSE,9002078,NA,NA,"active",1986-12-31,NA,"minoxidil 20 mg per mL cutaneous solution",3,FALSE
FALSE,9002079,NA,NA,"active",1986-12-31,NA,"oxygen 99 % medicinal gas",15,FALSE
FALSE,9002080,NA,NA,"active",1986-12-31,NA,"petrolatum 67 % cutaneous cream",1,FALSE
FALSE,9002081,NA,NA,"active",1986-12-31,NA,"piroxicam 10 mg oral capsule",2,FALSE
FALSE,9002082,NA,NA,"active",1986-12-31,NA,"piroxicam 20 mg oral capsule",2,FALSE
FALSE,9002083,NA,NA,"active",1986-12-31,NA,"polyethylene glycol 3350 857.69 mg per g and potassium chloride 10.65 mg per g and sodium bicarbonate 24.02 mg per g and sodium chloride 20.87 mg per g and sodium sulfate 81.2 mg per g powder for oral solution",1,FALSE
FALSE,9002087,NA,NA,"active",1986-12-31,NA,"sodium bicarbonate 81.3 g per l solution for haemodialysis",1,FALSE
FALSE,9002088,NA,NA,"active",1986-12-31,NA,"sodium hypochlorite 5 g per l cutaneous solution",1,FALSE
FALSE,9002091,NA,NA,"active",1986-12-31,NA,"tretinoin 0.01 % cutaneous cream",2,FALSE
FALSE,9002092,NA,NA,"active",1986-12-31,NA,"tretinoin 0.025 % cutaneous gel",2,FALSE
FALSE,9002093,NA,NA,"active",1986-12-31,NA,"triclosan 0.3 % cutaneous gel",2,FALSE
FALSE,9002094,NA,NA,"active",1986-12-31,NA,"tryptophan 1 g oral tablet",4,FALSE
FALSE,9002095,NA,NA,"active",1986-12-31,NA,"tryptophan 500 mg oral capsule",4,FALSE
FALSE,9006509,NA,NA,"active",1986-12-31,NA,"vitamin E (dl-alpha tocopheryl acetate) 100 unit per mL solution for injection",1,FALSE
FALSE,9002098,NA,NA,"active",1987-12-31,NA,"bacitracin 500 unit per g and polymyxin b (polymyxin b sulfate) 10000 unit per g cutaneous ointment",4,FALSE
FALSE,9002099,NA,NA,"active",1987-12-31,NA,"bismuth subsalicylate 17.6 mg per mL oral liquid",2,FALSE
FALSE,9002100,NA,NA,"active",1987-12-31,NA,"calcium chloride 0.048 % and magnesium chloride 0.03 % and potassium chloride 0.075 % and sodium chloride 0.64 % ophthalmic drops",1,FALSE
FALSE,9002101,NA,NA,"active",1987-12-31,NA,"cilastatin (cilastatin sodium) 500 mg per vial and imipenem 500 mg per vial powder for solution for injection",3,FALSE
FALSE,9002103,NA,NA,"active",1987-12-31,NA,"cyproterone acetate 50 mg oral tablet",4,FALSE
FALSE,9002104,NA,NA,"active",1987-12-31,NA,"docusate sodium 4 mg per mL syrup",5,FALSE
FALSE,9002106,NA,NA,"active",1987-12-31,NA,"estrone 0.1 % vaginal cream",1,FALSE
FALSE,9002108,NA,NA,"active",1987-12-31,NA,"glutamic acid 738 mg per 100 mL and glycine 500 mg per 100 mL and histidine 300 mg per 100 mL and l-alanine 993 mg per 100 mL and l-arginine 1.018 g per 100 mL and l-aspartic acid 700 mg per 100 mL and l-isoleucine 660 mg per 100 mL and l-leucine 1 g per 100 mL and l-lysine (l-lysine acetate) 1.05 g per 100 mL and l-phenylalanine 298 mg per 100 mL and l-proline 722 mg per 100 mL and l-threonine 400 mg per 100 mL and l-valine 500 mg per 100 mL and methionine 172 mg per 100 mL and n-acetyl-l-tyrosine 270 mg per 100 mL and serine 530 mg per 100 mL and tryptophan 200 mg per 100 mL solution for injection",1,TRUE
FALSE,9002109,NA,NA,"active",1987-12-31,NA,"heparin sodium 1000 unit per mL solution for injection",4,FALSE
FALSE,9002110,NA,NA,"active",1987-12-31,NA,"NA 0.1 % ophthalmic drops",3,FALSE
FALSE,9002111,NA,NA,"active",1987-12-31,NA,"naphazoline hydrochloride 0.02675 % and pheniramine maleate 0.315 % ophthalmic drops",2,FALSE
FALSE,9002112,NA,NA,"active",1987-12-31,NA,"potassium phosphate monobasic 176 mg per mL solution for injection",1,FALSE
FALSE,9002113,NA,NA,"active",1987-12-31,NA,"sodium bicarbonate 42 mg per mL solution for injection",1,FALSE
FALSE,9002114,NA,NA,"active",1987-12-31,NA,"sodium tetradecyl sulfate 10 mg per mL solution for injection",1,FALSE
FALSE,9002115,NA,NA,"active",1987-12-31,NA,"sodium tetradecyl sulfate 30 mg per mL solution for injection",1,FALSE
FALSE,9002116,NA,NA,"active",1987-12-31,NA,"somatropin 1 mg per mL powder for solution for injection",1,FALSE
FALSE,9002117,NA,NA,"active",1987-12-31,NA,"theophylline 400 mg prolonged-release oral tablet",2,FALSE
FALSE,9002118,NA,NA,"active",1987-12-31,NA,"theophylline 600 mg prolonged-release oral tablet",2,FALSE
FALSE,9002119,NA,NA,"active",1987-12-31,NA,"trifluridine 1 % ophthalmic drops",2,FALSE
FALSE,9002120,NA,NA,"active",1987-12-31,NA,"trimipramine (trimipramine maleate) 100 mg oral tablet",1,FALSE
FALSE,9002121,NA,NA,"active",1987-12-31,NA,"trimipramine (trimipramine maleate) 12.5 mg oral tablet",1,FALSE
FALSE,9002122,NA,NA,"active",1987-12-31,NA,"trimipramine (trimipramine maleate) 25 mg oral tablet",1,FALSE
FALSE,9002123,NA,NA,"active",1987-12-31,NA,"trimipramine (trimipramine maleate) 50 mg oral tablet",1,FALSE
FALSE,9006510,NA,NA,"active",1987-12-31,NA,"vitamin C 500 mg per mL solution for injection",2,FALSE
FALSE,9002125,NA,NA,"active",1988-12-18,NA,"loratadine 10 mg oral tablet",5,FALSE
FALSE,9002126,NA,NA,"active",1988-12-31,NA,"acetic acid 10.8 g per l and calcium chloride 6.24 g per l and dextrose 67.54 g per l and magnesium chloride 1.61 g per l and potassium chloride 6.71 g per l and sodium chloride 263 g per l solution for haemodialysis",1,TRUE
FALSE,9002127,NA,NA,"active",1988-12-31,NA,"acetic acid 10.8 g per l and calcium chloride 6.24 g per l and dextrose 67.54 g per l and magnesium chloride 1.61 g per l and sodium chloride 263 g per l solution for haemodialysis",1,FALSE
FALSE,9002128,NA,NA,"active",1988-12-31,NA,"acetic acid 10.8 g per l and calcium chloride 7.49 g per l and dextrose 67.54 g per l and magnesium chloride 1.61 g per l and potassium chloride 6.71 g per l and sodium chloride 263 g per l solution for haemodialysis",1,TRUE
FALSE,9002132,NA,NA,"active",1988-12-31,NA,"acetic acid 8.11 g per l and calcium chloride 7.74 g per l and dextrose 89.99 g per l and magnesium chloride 3.21 g per l and potassium chloride 6.71 g per l and sodium chloride 268.24 g per l solution for haemodialysis",1,TRUE
FALSE,9002133,NA,NA,"active",1988-12-31,NA,"amylase 17500 unit and lipase 4200 unit and protease 10000 unit gastro-resistant capsule",1,FALSE
FALSE,9002134,NA,NA,"active",1988-12-31,NA,"amylase 43750 unit and lipase 10500 unit and protease 25000 unit gastro-resistant capsule",1,FALSE
FALSE,9002135,NA,NA,"active",1988-12-31,NA,"amylase 70000 unit and lipase 16800 unit and protease 40000 unit gastro-resistant capsule",1,FALSE
FALSE,9002136,NA,NA,"active",1988-12-31,NA,"calcium chloride 20 mg per 100 mL and potassium chloride 30 mg per 100 mL and sodium chloride 600 mg per 100 mL and sodium lactate 310 mg per 100 mL irrigation solution",2,FALSE
FALSE,9002137,NA,NA,"active",1988-12-31,NA,"chloroxylenol 0.5 % lotion",3,FALSE
FALSE,9002139,NA,NA,"active",1988-12-31,NA,"chlorpromazine hydrochloride 27.9 mg per mL solution for injection",1,FALSE
FALSE,9002141,NA,NA,"active",1988-12-31,NA,"flecainide acetate 50 mg oral tablet",3,FALSE
FALSE,9002142,NA,NA,"active",1988-12-31,NA,"macrogol 15 % and propylene glycol 5 % nasal spray",2,FALSE
FALSE,9002143,NA,NA,"active",1988-12-31,NA,"macrogol 238.18 g per pck and potassium chloride 3.05 g per pck and sodium bicarbonate 6.76 g per pck and sodium chloride 5.85 g per pck and sodium sulfate 22.96 g per pck powder for oral solution",1,FALSE
FALSE,9002144,NA,NA,"active",1988-12-31,NA,"methocarbamol 100 mg per mL solution for injection",3,FALSE
FALSE,9002145,NA,NA,"active",1988-12-31,NA,"nadolol 160 mg oral tablet",1,FALSE
FALSE,9002146,NA,NA,"active",1988-12-31,NA,"nadolol 40 mg oral tablet",2,FALSE
FALSE,9002147,NA,NA,"active",1988-12-31,NA,"nadolol 80 mg oral tablet",2,FALSE
FALSE,9002148,NA,NA,"active",1988-12-31,NA,"naphazoline hydrochloride 0.012 % ophthalmic drops",3,FALSE
FALSE,9002150,NA,NA,"active",1988-12-31,NA,"nizatidine 150 mg oral capsule",5,FALSE
FALSE,9002151,NA,NA,"active",1988-12-31,NA,"nizatidine 300 mg oral capsule",4,FALSE
FALSE,9002152,NA,NA,"active",1988-12-31,NA,"permethrin 1 % cutaneous cream",1,FALSE
FALSE,9002154,NA,NA,"active",1988-12-31,NA,"propafenone hydrochloride 150 mg oral tablet",5,FALSE
FALSE,9002155,NA,NA,"active",1988-12-31,NA,"propafenone hydrochloride 300 mg oral tablet",5,FALSE
FALSE,9002156,NA,NA,"active",1988-12-31,NA,"sodium bicarbonate 650 g per 8 l powder for concentrate for solution for haemodialysis",1,FALSE
FALSE,9006319,NA,NA,"active",1988-12-31,NA,"sodium polystyrene sulfonate 94.3 mg per g powder for oral/rectal suspension",1,FALSE
FALSE,9002161,NA,NA,"active",1988-12-31,NA,"sulindac 150 mg oral tablet",2,FALSE
FALSE,9002162,NA,NA,"active",1988-12-31,NA,"sulindac 200 mg oral tablet",2,FALSE
FALSE,9002165,NA,NA,"active",1989-12-31,NA,"acetaminophen 650 mg per pck and phenylephrine hydrochloride 10 mg per pck oral powder",1,FALSE
FALSE,9002166,NA,NA,"active",1989-12-31,NA,"acetic acid 10.8 g per l and calcium chloride 4.99 g per l and dextrose 67.5 g per l and magnesium chloride 2.14 g per l and potassium chloride 3.35 g per l and sodium chloride 263 g per l solution for haemodialysis",1,TRUE
FALSE,9002167,NA,NA,"active",1989-12-31,NA,"acetic acid 10.8 g per l and calcium chloride 4.99 g per l and dextrose 67.5 g per l and magnesium chloride 2.14 g per l and sodium chloride 263 g per l solution for haemodialysis",1,FALSE
FALSE,9002168,NA,NA,"active",1989-12-31,NA,"acetic acid 10.8 g per l and calcium chloride 6.24 g per l and dextrose 45 g per l and magnesium chloride 1.61 g per l and potassium chloride 10.1 g per l and sodium chloride 263 g per l solution for haemodialysis",1,TRUE
FALSE,9002169,NA,NA,"active",1989-12-31,NA,"acetic acid 10.8 g per l and dextrose 45 g per l and magnesium chloride 1.61 g per l and sodium chloride 263 g per l solution for haemodialysis",1,FALSE
FALSE,9002172,NA,NA,"active",1989-12-31,NA,"aluminum hydroxide 200 mg per 5 mL and dimethicone 25 mg per 5 mL and magnesium hydroxide 200 mg per 5 mL oral suspension",3,FALSE
FALSE,9002173,NA,NA,"active",1989-12-31,NA,"amiloride hydrochloride 5 mg and hydrochlorothiazide 50 mg oral tablet",3,FALSE
FALSE,9002174,NA,NA,"active",1989-12-31,NA,"amylase 100000 unit and lipase 25000 unit and protease 100000 unit gastro-resistant capsule",1,FALSE
FALSE,9002175,NA,NA,"active",1989-12-31,NA,"calcium chloride 23.9 mg per 100 mL and dextrose 1.5 g per 100 mL and magnesium chloride 15.2 mg per 100 mL and sodium chloride 567 mg per 100 mL and sodium lactate 392 mg per 100 mL solution for haemodialysis",1,FALSE
FALSE,9002176,NA,NA,"active",1989-12-31,NA,"calcium chloride 23.9 mg per 100 mL and dextrose 2.5 g per 100 mL and magnesium chloride 15.2 mg per 100 mL and sodium chloride 567 mg per 100 mL and sodium lactate 392 mg per 100 mL solution for haemodialysis",1,FALSE
FALSE,9002177,NA,NA,"active",1989-12-31,NA,"calcium chloride 23.9 mg per 100 mL and dextrose 4.25 g per 100 mL and magnesium chloride 15.2 mg per 100 mL and sodium chloride 567 mg per 100 mL and sodium lactate 392 mg per 100 mL solution for haemodialysis",1,FALSE
FALSE,9002430,NA,NA,"active",1989-12-31,NA,"chlorhexidine gluconate 0.05 % cutaneous solution",4,FALSE
FALSE,9002648,NA,NA,"active",1989-12-31,NA,"chlorhexidine gluconate 20 % cutaneous solution",3,FALSE
FALSE,9002180,NA,NA,"active",1989-12-31,NA,"chloroxylenol 0.6 % cutaneous liquid",2,FALSE
FALSE,9002181,NA,NA,"active",1989-12-31,NA,"desmopressin acetate 10 mcg per actuation nasal spray",1,FALSE
FALSE,9002182,NA,NA,"active",1989-12-31,NA,"dextran 70 0.1 % and hypromellose 0.3 % ophthalmic drops",2,FALSE
FALSE,9002183,NA,NA,"active",1989-12-31,NA,"dextrose 5 g per 100 mL and potassium chloride 150 mg per 100 mL and sodium chloride 450 mg per 100 mL solution for injection",2,FALSE
FALSE,9002184,NA,NA,"active",1989-12-31,NA,"dextrose 5 g per 100 mL and potassium chloride 150 mg per 100 mL solution for injection",2,FALSE
FALSE,9002185,NA,NA,"active",1989-12-31,NA,"dextrose 5 g per 100 mL and potassium chloride 300 mg per 100 mL and sodium chloride 450 mg per 100 mL solution for injection",2,FALSE
FALSE,9002186,NA,NA,"active",1989-12-31,NA,"dextrose 5 g per 100 mL and potassium chloride 300 mg per 100 mL solution for injection",2,FALSE
FALSE,9002187,NA,NA,"active",1989-12-31,NA,"dimenhydrinate 25 mg suppository",1,FALSE
FALSE,9002188,NA,NA,"active",1989-12-31,NA,"epinephrine 10 mcg per mL and lidocaine hydrochloride 10 mg per mL solution for injection",1,FALSE
FALSE,9002189,NA,NA,"active",1989-12-31,NA,"epinephrine 10 mcg per mL and lidocaine hydrochloride 20 mg per mL solution for injection",1,FALSE
FALSE,9002190,NA,NA,"active",1989-12-31,NA,"fluorouracil 50 mg per mL solution for injection",2,FALSE
FALSE,9002192,NA,NA,"active",1989-12-31,NA,"glycine 1.5 g per 100 mL irrigation solution",1,FALSE
FALSE,9002198,NA,NA,"active",1989-12-31,NA,"hydrocortisone 1 % and pramoxine hydrochloride 1 % cutaneous cream",1,FALSE
FALSE,9002199,NA,NA,"active",1989-12-31,NA,"imipramine hydrochloride 75 mg oral tablet",1,FALSE
FALSE,9002200,NA,NA,"active",1989-12-31,NA,"insulin 30 unit per mL and insulin isophane human 70 unit per mL suspension for injection",1,FALSE
FALSE,9002201,NA,NA,"active",1989-12-31,NA,"ketoprofen 100 mg gastro-resistant tablet",2,FALSE
FALSE,9002202,NA,NA,"active",1989-12-31,NA,"ketoprofen 50 mg gastro-resistant tablet",2,FALSE
FALSE,9002203,NA,NA,"active",1989-12-31,NA,"ketoprofen 50 mg oral capsule",2,FALSE
FALSE,9002204,NA,NA,"active",1989-12-31,NA,"leuprolide acetate 7.5 mg per vial powder for prolonged-release suspension for injection",1,FALSE
FALSE,9002205,NA,NA,"active",1989-12-31,NA,"mannitol 10 g per 100 mL solution for injection",1,FALSE
FALSE,9002206,NA,NA,"active",1989-12-31,NA,"mannitol 20 g per 100 mL solution for injection",1,FALSE
FALSE,9002207,NA,NA,"active",1989-12-31,NA,"mannitol 500 mg per 100 mL and sorbitol 2.5 g per 100 mL irrigation solution",1,FALSE
FALSE,9002208,NA,NA,"active",1989-12-31,NA,"methylene blue 10 mg per mL solution for injection",4,FALSE
FALSE,9002209,NA,NA,"active",1989-12-31,NA,"mineral oil 42.5 % and white petrolatum 57.3 % ophthalmic ointment",1,FALSE
FALSE,9002210,NA,NA,"active",1989-12-31,NA,"octreotide (octreotide acetate) 100 mcg per mL solution for injection",4,FALSE
FALSE,9002211,NA,NA,"active",1989-12-31,NA,"octreotide (octreotide acetate) 500 mcg per mL solution for injection",4,FALSE
FALSE,9002212,NA,NA,"active",1989-12-31,NA,"octreotide (octreotide acetate) 50 mcg per mL solution for injection",4,FALSE
FALSE,9002213,NA,NA,"active",1989-12-31,NA,"petrolatum 100 % cutaneous cream",1,FALSE
FALSE,9002214,NA,NA,"active",1989-12-31,NA,"potassium chloride 150 mg per 100 mL and sodium chloride 900 mg per 100 mL solution for injection",1,FALSE
FALSE,9002215,NA,NA,"active",1989-12-31,NA,"potassium chloride 300 mg per 100 mL and sodium chloride 900 mg per 100 mL solution for injection",1,FALSE
FALSE,9002216,NA,NA,"active",1989-12-31,NA,"prednisolone acetate 0.2 % and sulfacetamide sodium 10 % ophthalmic drops",1,FALSE
FALSE,9002217,NA,NA,"active",1989-12-31,NA,"prochlorperazine 10 mg suppository",2,FALSE
FALSE,9002218,NA,NA,"active",1989-12-31,NA,"prochlorperazine (prochlorperazine maleate) 10 mg oral tablet",2,FALSE
FALSE,9002219,NA,NA,"active",1989-12-31,NA,"prochlorperazine (prochlorperazine maleate) 5 mg oral tablet",2,FALSE
FALSE,9002221,NA,NA,"active",1989-12-31,NA,"protamine sulfate 10 mg per mL solution for injection",3,FALSE
FALSE,9002222,NA,NA,"active",1989-12-31,NA,"pyrantel (pyrantel pamoate) 35 mg oral tablet",1,FALSE
FALSE,9002223,NA,NA,"active",1989-12-31,NA,"sodium chloride 900 mg per 100 mL irrigation solution",1,FALSE
FALSE,9002224,NA,NA,"active",1989-12-31,NA,"sodium polystyrene sulfonate 250 mg per mL oral suspension",1,FALSE
FALSE,9002226,NA,NA,"active",1989-12-31,NA,"tamoxifen (tamoxifen citrate) 10 mg oral tablet",2,FALSE
FALSE,9002227,NA,NA,"active",1989-12-31,NA,"tamoxifen (tamoxifen citrate) 20 mg oral tablet",3,FALSE
FALSE,9006321,NA,NA,"active",1989-12-31,NA,"tolnaftate 1 % NA",1,FALSE
FALSE,9002228,NA,NA,"active",1989-12-31,NA,"triazolam 0.25 mg oral tablet",1,FALSE
FALSE,9002229,NA,NA,"active",1989-12-31,NA,"vancomycin (vancomycin hydrochloride) 125 mg oral capsule",3,FALSE
FALSE,9002230,NA,NA,"active",1989-12-31,NA,"vancomycin (vancomycin hydrochloride) 250 mg oral capsule",3,FALSE
FALSE,9006511,NA,NA,"active",1989-12-31,NA,"vitamin C (sodium ascorbate) 250 mg per mL solution for injection",1,FALSE
FALSE,9006512,NA,NA,"active",1989-12-31,NA,"vitamin K1 10 mg per mL emulsion for injection",1,FALSE
FALSE,9006513,NA,NA,"active",1989-12-31,NA,"vitamin K1 2 mg per mL emulsion for injection",1,FALSE
FALSE,9001609,NA,NA,"active",1989-12-31,NA,"water 100 % irrigation solution",2,FALSE
FALSE,9002234,NA,NA,"active",1990-12-30,NA,"ketoconazole 2 % shampoo",1,FALSE
FALSE,9002235,NA,NA,"active",1990-12-31,NA,"acetaminophen 16 mg per mL oral solution",1,FALSE
FALSE,9002236,NA,NA,"active",1990-12-31,NA,"acetaminophen 32 mg per mL oral solution",2,FALSE
FALSE,9002237,NA,NA,"active",1990-12-31,NA,"acetaminophen 80 mg per mL oral solution",5,FALSE
FALSE,9002238,NA,NA,"active",1990-12-31,NA,"acetic acid 10.8 g per l and calcium chloride 7.49 g per l and dextrose 45 g per l and magnesium chloride 2.14 g per l and potassium chloride 10.05 g per l and sodium chloride 263 g per l solution for haemodialysis",1,TRUE
FALSE,9002239,NA,NA,"active",1990-12-31,NA,"acetylsalicylic acid 150 mg suppository",1,FALSE
FALSE,9002240,NA,NA,"active",1990-12-31,NA,"acetylsalicylic acid 500 mg gastro-resistant tablet",2,FALSE
FALSE,9002241,NA,NA,"active",1990-12-31,NA,"acetylsalicylic acid 650 mg suppository",1,FALSE
FALSE,9002243,NA,NA,"active",1990-12-31,NA,"bacillus calmette-guerin (bcg) substrain connaught 81 mg per vial powder for intravesical suspension",1,FALSE
FALSE,9002244,NA,NA,"active",1990-12-31,NA,"benzalkonium chloride 4 mg per mL pad",1,FALSE
FALSE,9002245,NA,NA,"active",1990-12-31,NA,"betamethasone (betamethasone dipropionate) 0.05 % and clotrimazole 1 % cutaneous cream",1,FALSE
FALSE,9002246,NA,NA,"active",1990-12-31,NA,"bethanechol chloride 10 mg oral tablet",2,FALSE
FALSE,9002247,NA,NA,"active",1990-12-31,NA,"bethanechol chloride 25 mg oral tablet",2,FALSE
FALSE,9002248,NA,NA,"active",1990-12-31,NA,"bethanechol chloride 50 mg oral tablet",2,FALSE
FALSE,9002249,NA,NA,"active",1990-12-31,NA,"calcium chloride 18.3 mg per 100 mL and dextrose 1.5 g per 100 mL and magnesium chloride 5.08 mg per 100 mL and sodium chloride 538 mg per 100 mL and sodium lactate 448 mg per 100 mL solution for haemodialysis",1,FALSE
FALSE,9002250,NA,NA,"active",1990-12-31,NA,"calcium chloride 18.3 mg per 100 mL and dextrose 2.5 g per 100 mL and magnesium chloride 5.08 mg per 100 mL and sodium chloride 538 mg per 100 mL and sodium lactate 448 mg per 100 mL solution for haemodialysis",1,FALSE
FALSE,9002251,NA,NA,"active",1990-12-31,NA,"calcium chloride 18.3 mg per 100 mL and dextrose 4.25 g per 100 mL and magnesium chloride 5.08 mg per 100 mL and sodium chloride 538 mg per 100 mL and sodium lactate 448 mg per 100 mL solution for haemodialysis",1,FALSE
FALSE,9002254,NA,NA,"active",1990-12-31,NA,"calcium chloride 23.9 mg per 100 mL and dextrose 500 mg per 100 mL and magnesium chloride 15.2 mg per 100 mL and sodium chloride 567 mg per 100 mL and sodium lactate 392 mg per 100 mL solution for haemodialysis",1,FALSE
