"ccdd","mp_code","drug_identification_number","brand_name","company_name","mp_formal_name","mp_en_description","mp_fr_description","mp_status","mp_status_effective_time"
TRUE,"02237514","02237514","CIPRO ORAL SUSPENSION","BAYER INC","CIPRO ORAL SUSPENSION (ciprofloxacin 500 mg per 5 mL oral suspension) BAYER INC",NA,NA,"active",1998-09-15
FALSE,"02237532","02237532","BUM-BUTT-R","SUMMERBERRY PRODUCTS","BUM-BUTT-R (petrolatum 50 % and starch 49.95 % cutaneous cream) SUMMERBERRY PRODUCTS",NA,NA,"active",1998-03-18
FALSE,"02237548","02237548","TWINRIX JUNIOR","GLAXOSMITHKLINE INC","TWINRIX JUNIOR (hepatitis a vaccine, inactivated 360 unit per 0.5 mL and hepatitis b surface antigen (recombinant) 10 mcg per 0.5 mL suspension for injection) GLAXOSMITHKLINE INC",NA,NA,"active",1998-11-06
FALSE,"02237562","02237562","ACETAMINOPHENE 160MG COMPRIMES A CROQUER","LABORATOIRES TRIANON INC","ACETAMINOPHENE 160MG COMPRIMES A CROQUER (acetaminophen 160 mg oral tablet) LABORATOIRES TRIANON INC",NA,NA,"active",1998-08-27
FALSE,"02237578","02237578","SPASMHALT-8","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","SPASMHALT-8 (acetaminophen 325 mg and codeine phosphate 8 mg and methocarbamol 400 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA,"active",1998-11-25
TRUE,"02237600","02237600","PMS-ATENOLOL","PHARMASCIENCE INC","PMS-ATENOLOL (atenolol 50 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",1998-03-31
TRUE,"02237601","02237601","PMS-ATENOLOL","PHARMASCIENCE INC","PMS-ATENOLOL (atenolol 100 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",1998-03-31
TRUE,"02237618","02237618","ADALAT XL - SRT 20MG","BAYER INC","ADALAT XL - SRT 20MG (nifedipine 20 mg prolonged-release oral tablet) BAYER INC",NA,NA,"active",1998-05-05
FALSE,"02237671","02237671","NEORAL 10MG","NOVARTIS PHARMACEUTICALS CANADA INC","NEORAL 10MG (cyclosporine 10 mg oral capsule) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",1998-10-02
FALSE,"02237682","02237682","TEVA-NORFLOXACIN","TEVA CANADA LIMITED","TEVA-NORFLOXACIN (norfloxacin 400 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",1998-08-20
FALSE,"02237698","02237698","ULTRA STRENGTH PHAZYME 180MG SOFTGELS","C B FLEET COMPANY INC","ULTRA STRENGTH PHAZYME 180MG SOFTGELS (simethicone 180 mg oral capsule) C B FLEET COMPANY INC",NA,NA,"active",1998-10-27
FALSE,"02237701","02237701","APO-TICLOPIDINE TABLETS","APOTEX INC","APO-TICLOPIDINE TABLETS (ticlopidine hydrochloride 250 mg oral tablet) APOTEX INC",NA,NA,"active",1998-03-30
FALSE,"02237726","02237726","ASPIRIN 81MG","BAYER INC","ASPIRIN 81MG (acetylsalicylic acid 81 mg gastro-resistant tablet) BAYER INC",NA,NA,"active",1998-09-02
FALSE,"02237734","02237734","CLARITIN RAPID DISSOLVE","BAYER INC","CLARITIN RAPID DISSOLVE (loratadine 10 mg orodispersible tablet) BAYER INC",NA,NA,"active",1998-05-05
FALSE,"02237775","02237775","FLUORESCEIN SODIUM & BENOXINATE HYDROCHLORIDE OPHTHALMIC SOLUTION, USP","BAUSCH & LOMB INC","FLUORESCEIN SODIUM & BENOXINATE HYDROCHLORIDE OPHTHALMIC SOLUTION, USP (benoxinate hydrochloride 0.4 % and fluorescein sodium 0.25 % ophthalmic drops) BAUSCH & LOMB INC",NA,NA,"active",1998-10-27
FALSE,"02237788","02237788","DORMIPHEN COMPRIME","LABORATOIRE LALCO INC.","DORMIPHEN COMPRIME (diphenhydramine hydrochloride 25 mg oral tablet) LABORATOIRE LALCO INC.",NA,NA,"active",1998-06-05
FALSE,"02237789","02237789","DORMIPHEN EXTRA-FORT COMPRIME","LABORATOIRE LALCO INC.","DORMIPHEN EXTRA-FORT COMPRIME (diphenhydramine hydrochloride 50 mg oral tablet) LABORATOIRE LALCO INC.",NA,NA,"active",1998-06-05
TRUE,"02237791","02237791","PMS-VERAPAMIL SR","PHARMASCIENCE INC","PMS-VERAPAMIL SR (verapamil hydrochloride 240 mg prolonged-release oral tablet) PHARMASCIENCE INC",NA,NA,"active",1999-09-01
FALSE,"02237792","02237792","AVAXIM","SANOFI PASTEUR LIMITED","AVAXIM (hepatitis a vaccine, inactivated 160 unit per 0.5 mL suspension for injection) SANOFI PASTEUR LIMITED",NA,NA,"active",1999-05-27
FALSE,"02237810","02237810","ANTITHROMBIN III NF","BAXALTA CANADA CORPORATION","ANTITHROMBIN III NF (antithrombin iii (human) 1100 unit per vial and water 20 mL per vial NA) BAXALTA CANADA CORPORATION",NA,NA,"active",1999-07-05
FALSE,"02237811","02237811","ANTITHROMBIN III NF","BAXALTA CANADA CORPORATION","ANTITHROMBIN III NF (antithrombin iii (human) 550 unit per vial and water 10 mL per vial NA) BAXALTA CANADA CORPORATION",NA,NA,"active",1999-07-05
TRUE,"02237813","02237813","MYLAN-FLUOXETINE","MYLAN PHARMACEUTICALS ULC","MYLAN-FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",1998-04-23
TRUE,"02237814","02237814","MYLAN-FLUOXETINE","MYLAN PHARMACEUTICALS ULC","MYLAN-FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",1998-04-23
FALSE,"02237815","02237815","ERWINASE","JAZZ PHARMACEUTICALS FRANCE SAS","ERWINASE (NA powder for solution for injection) JAZZ PHARMACEUTICALS FRANCE SAS",NA,NA,"active",2009-07-01
FALSE,"02237820","02237820","AMERGE","GLAXOSMITHKLINE INC","AMERGE (naratriptan (naratriptan hydrochloride) 1 mg oral tablet) GLAXOSMITHKLINE INC",NA,NA,"active",1998-05-05
FALSE,"02237821","02237821","AMERGE","GLAXOSMITHKLINE INC","AMERGE (naratriptan (naratriptan hydrochloride) 2.5 mg oral tablet) GLAXOSMITHKLINE INC",NA,NA,"active",1998-05-05
TRUE,"02237825","02237825","WELLBUTRIN SR","VALEANT CANADA LP/VALEANT CANADA S.E.C.","WELLBUTRIN SR (bupropion hydrochloride 150 mg prolonged-release oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA,"active",1998-05-05
FALSE,"02237847","02237847","OXYGEN USP","INH-ALLAIRE INC.","OXYGEN USP (oxygen 99 % medicinal gas) INH-ALLAIRE INC.",NA,NA,"active",1998-05-13
FALSE,"02237860","02237860","OCTOSTIM SPRAY","FERRING INC","OCTOSTIM SPRAY (desmopressin acetate 150 mcg per actuation nasal spray) FERRING INC",NA,NA,"active",1998-12-01
TRUE,"02237922","02237922","MYLAN-VERAPAMIL","MYLAN PHARMACEUTICALS ULC","MYLAN-VERAPAMIL (verapamil hydrochloride 120 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",1998-05-11
TRUE,"02237923","02237923","AVAPRO","SANOFI-AVENTIS CANADA INC","AVAPRO (irbesartan 75 mg oral tablet) SANOFI-AVENTIS CANADA INC",NA,NA,"active",1998-06-22
TRUE,"02237924","02237924","AVAPRO","SANOFI-AVENTIS CANADA INC","AVAPRO (irbesartan 150 mg oral tablet) SANOFI-AVENTIS CANADA INC",NA,NA,"active",1998-07-22
TRUE,"02237925","02237925","AVAPRO","SANOFI-AVENTIS CANADA INC","AVAPRO (irbesartan 300 mg oral tablet) SANOFI-AVENTIS CANADA INC",NA,NA,"active",1998-07-22
FALSE,"02237995","02237995","MUSCLE AND BACK PAIN RELIEF","TEVA CANADA LIMITED","MUSCLE AND BACK PAIN RELIEF (acetaminophen 325 mg and methocarbamol 400 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",1999-07-30
FALSE,"02238001","02238001","ORASOFT 3","MEGA-LAB MANUFACTURING CO LTD","ORASOFT 3 (triclosan 0.2 % cutaneous liquid) MEGA-LAB MANUFACTURING CO LTD",NA,NA,"active",1999-07-01
TRUE,"02238048","02238048","APO-VALPROIC","APOTEX INC","APO-VALPROIC (valproic acid 250 mg oral capsule) APOTEX INC",NA,NA,"active",1998-06-01
FALSE,"02238097","02238097","TARKA","BGP PHARMA ULC","TARKA (trandolapril 4 mg and verapamil hydrochloride 240 mg prolonged-release oral tablet) BGP PHARMA ULC",NA,NA,"active",2002-07-15
TRUE,"02238103","02238103","TEVA-GLICLAZIDE","TEVA CANADA LIMITED","TEVA-GLICLAZIDE (gliclazide 80 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",1998-06-08
FALSE,"02238151","02238151","MALARONE","GLAXOSMITHKLINE INC","MALARONE (atovaquone 250 mg and proguanil hydrochloride 100 mg oral tablet) GLAXOSMITHKLINE INC",NA,NA,"active",1998-08-07
FALSE,"02238155","02238155","CODULAX TABLETS","TANTA PHARMACEUTICALS INC","CODULAX TABLETS (bisacodyl 5 mg oral tablet) TANTA PHARMACEUTICALS INC",NA,NA,"active",1999-07-05
TRUE,"700063","02238162","DIASTAT","VALEANT PHARMACEUTICALS NORTH AMERICA LLC","DIASTAT (diazepam 2.5 mg per 0.5 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC",NA,NA,"active",2000-01-28
TRUE,"700064","02238162","DIASTAT","VALEANT PHARMACEUTICALS NORTH AMERICA LLC","DIASTAT (diazepam 5 mg per 1 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC",NA,NA,"active",2000-01-28
TRUE,"700065","02238162","DIASTAT","VALEANT PHARMACEUTICALS NORTH AMERICA LLC","DIASTAT (diazepam 7.5 mg per 1.5 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC",NA,NA,"active",2000-01-28
TRUE,"700066","02238162","DIASTAT","VALEANT PHARMACEUTICALS NORTH AMERICA LLC","DIASTAT (diazepam 15 mg per 3 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC",NA,NA,"active",2000-01-28
TRUE,"700067","02238162","DIASTAT","VALEANT PHARMACEUTICALS NORTH AMERICA LLC","DIASTAT (diazepam 20 mg per 4 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC",NA,NA,"active",2000-01-28
TRUE,"02238171","02238171","MYLAN-AMOXICILLIN","MYLAN PHARMACEUTICALS ULC","MYLAN-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 250 mg oral capsule) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",1998-06-18
TRUE,"02238172","02238172","MYLAN-AMOXICILLIN","MYLAN PHARMACEUTICALS ULC","MYLAN-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 500 mg oral capsule) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",1998-06-18
FALSE,"02238209","02238209","PMS-SUCRALFATE","PHARMASCIENCE INC","PMS-SUCRALFATE (sucralfate 1000 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",1999-02-23
FALSE,"02238211","02238211","RIVA-LOPERAMIDE","LABORATOIRE RIVA INC","RIVA-LOPERAMIDE (loperamide hydrochloride 2 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",1998-08-27
TRUE,"02238213","02238213","PROPECIA","MERCK CANADA INC","PROPECIA (finasteride 1 mg oral tablet) MERCK CANADA INC",NA,NA,"active",1998-07-09
TRUE,"02238216","02238216","SINGULAIR","MERCK CANADA INC","SINGULAIR (montelukast (montelukast sodium) 5 mg chewable tablet) MERCK CANADA INC",NA,NA,"active",1998-08-21
TRUE,"02238217","02238217","SINGULAIR","MERCK CANADA INC","SINGULAIR (montelukast (montelukast sodium) 10 mg oral tablet) MERCK CANADA INC",NA,NA,"active",1998-08-21
FALSE,"02238251","02238251","VIONEX ANTIMICROBIAL LIQUID SOAP","METREX RESEARCH","VIONEX ANTIMICROBIAL LIQUID SOAP (chloroxylenol 0.52 % cutaneous liquid) METREX RESEARCH",NA,NA,"active",1998-08-14
TRUE,"02238280","02238280","APO-SERTRALINE","APOTEX INC","APO-SERTRALINE (sertraline (sertraline hydrochloride) 25 mg oral capsule) APOTEX INC",NA,NA,"active",1999-09-01
TRUE,"02238281","02238281","APO-SERTRALINE","APOTEX INC","APO-SERTRALINE (sertraline (sertraline hydrochloride) 50 mg oral capsule) APOTEX INC",NA,NA,"active",1999-09-01
TRUE,"02238282","02238282","APO-SERTRALINE","APOTEX INC","APO-SERTRALINE (sertraline (sertraline hydrochloride) 100 mg oral capsule) APOTEX INC",NA,NA,"active",1999-09-01
FALSE,"02238283","02238283","SIROP DOCUSATE DE SODIUM U.S.P. 4MG/ML","LABORATOIRE ATLAS INC","SIROP DOCUSATE DE SODIUM U.S.P. 4MG/ML (docusate sodium 20 mg per 5 mL syrup) LABORATOIRE ATLAS INC",NA,NA,"active",1998-09-02
FALSE,"02238288","02238288","SIMPLY BOTANICAL SENSATION SOOTHING SKIN","GERMIPHENE CORPORATION","SIMPLY BOTANICAL SENSATION SOOTHING SKIN (triclosan 0.3 % cutaneous liquid) GERMIPHENE CORPORATION",NA,NA,"active",2002-11-26
FALSE,"02238295","02238295","CHILDREN'S TYLENOL","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","CHILDREN'S TYLENOL (acetaminophen 80 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC",NA,NA,"active",1999-01-29
FALSE,"02238326","02238326","PMS-SOTALOL - 80 MG","PHARMASCIENCE INC","PMS-SOTALOL - 80 MG (sotalol hydrochloride 80 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",1998-07-22
FALSE,"02238327","02238327","PMS-SOTALOL - 160 MG","PHARMASCIENCE INC","PMS-SOTALOL - 160 MG (sotalol hydrochloride 160 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",1998-07-22
TRUE,"02238334","02238334","TEVA-CLOBAZAM","TEVA CANADA LIMITED","TEVA-CLOBAZAM (clobazam 10 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",1998-07-07
TRUE,"02238337","02238337","REACTINE","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","REACTINE (cetirizine hydrochloride 5 mg per 5 mL syrup) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC",NA,NA,"active",1999-12-21
TRUE,"02238341","02238341","DOMPERIDONE","SIVEM PHARMACEUTICALS ULC","DOMPERIDONE (domperidone (domperidone maleate) 10 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA,"active",1998-09-03
FALSE,"02238348","02238348","RESCRIPTOR","VIIV HEALTHCARE ULC","RESCRIPTOR (delavirdine mesylate 100 mg oral tablet) VIIV HEALTHCARE ULC",NA,NA,"active",1998-07-24
FALSE,"02238350","02238350","HANDS ON DEFENSE","KUTOL PRODUCTS COMPANY, INC","HANDS ON DEFENSE (triclosan 0.3 % cutaneous liquid) KUTOL PRODUCTS COMPANY, INC",NA,NA,"active",1998-07-08
TRUE,"02238370","02238370","APO-VALPROIC SYRUP","APOTEX INC","APO-VALPROIC SYRUP (valproic acid (sodium valproate) 50 mg per mL syrup) APOTEX INC",NA,NA,"active",1998-07-15
FALSE,"02238389","02238389","CAELYX","JANSSEN INC","CAELYX (doxorubicin hydrochloride 2 mg per mL suspension for injection) JANSSEN INC",NA,NA,"active",1998-08-19
FALSE,"02238400","02238400","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP, 1%","OMEGA LABORATORIES LTD","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP, 1% (phenylephrine hydrochloride 10 mg per 1 mL solution for injection) OMEGA LABORATORIES LTD",NA,NA,"active",2001-07-30
FALSE,"02238403","02238403","METHOPRAZINE","AA PHARMA INC","METHOPRAZINE (methotrimeprazine (methotrimeprazine maleate) 2 mg oral tablet) AA PHARMA INC",NA,NA,"active",1998-07-20
FALSE,"02238404","02238404","METHOPRAZINE","AA PHARMA INC","METHOPRAZINE (methotrimeprazine (methotrimeprazine maleate) 5 mg oral tablet) AA PHARMA INC",NA,NA,"active",1998-07-20
FALSE,"02238405","02238405","METHOPRAZINE","AA PHARMA INC","METHOPRAZINE (methotrimeprazine (methotrimeprazine maleate) 25 mg oral tablet) AA PHARMA INC",NA,NA,"active",1998-07-20
FALSE,"02238406","02238406","METHOPRAZINE","AA PHARMA INC","METHOPRAZINE (methotrimeprazine (methotrimeprazine maleate) 50 mg oral tablet) AA PHARMA INC",NA,NA,"active",1998-07-20
FALSE,"02238407","02238407","DERMAZINC SPRAY","DERMALOGIX PARTNERS, INC.","DERMAZINC SPRAY (pyrithione zinc 2.5 mg per g cutaneous spray) DERMALOGIX PARTNERS, INC.",NA,NA,"active",1998-07-22
FALSE,"02238428","02238428","OXYGEN (COMPRESSED)","ST. THOMAS ELGIN GENERAL HOSPITAL","OXYGEN (COMPRESSED) (oxygen 99 % medicinal gas) ST. THOMAS ELGIN GENERAL HOSPITAL",NA,NA,"active",1999-03-01
TRUE,"02238441","02238441","ZYBAN","VALEANT CANADA LP/VALEANT CANADA S.E.C.","ZYBAN (bupropion hydrochloride 150 mg prolonged-release oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA,"active",1998-08-10
FALSE,"02238453","02238453","XELODA","HOFFMANN-LA ROCHE LIMITED","XELODA (capecitabine 150 mg oral tablet) HOFFMANN-LA ROCHE LIMITED",NA,NA,"active",1998-09-10
FALSE,"02238454","02238454","XELODA","HOFFMANN-LA ROCHE LIMITED","XELODA (capecitabine 500 mg oral tablet) HOFFMANN-LA ROCHE LIMITED",NA,NA,"active",1998-09-10
TRUE,"02238465","02238465","NASONEX","MERCK CANADA INC","NASONEX (mometasone furoate 50 mcg per actuation nasal spray) MERCK CANADA INC",NA,NA,"active",1998-09-15
FALSE,"02238480","02238480","STANDARDIZED GRASS POLLEN - KENTUCKY BLUEGRASS (100000 BAU/ML)","JUBILANT HOLLISTERSTIER LLC","STANDARDIZED GRASS POLLEN - KENTUCKY BLUEGRASS (100000 BAU/ML) (standardized kentucky blue/june grass pollen 100000 unit per mL solution for injection) JUBILANT HOLLISTERSTIER LLC",NA,NA,"active",2000-09-26
FALSE,"02238485","02238485","STANDARDIZED GRASS POLLEN - ORCHARD GRASS (100000 BAU/ML)","JUBILANT HOLLISTERSTIER LLC","STANDARDIZED GRASS POLLEN - ORCHARD GRASS (100000 BAU/ML) (standardized orchard grass pollen 100000 unit per mL solution for injection) JUBILANT HOLLISTERSTIER LLC",NA,NA,"active",2000-09-06
FALSE,"02238489","02238489","STANDARDIZED GRASS POLLEN - REDTOP (100,000 BAU/ML)","JUBILANT HOLLISTERSTIER LLC","STANDARDIZED GRASS POLLEN - REDTOP (100,000 BAU/ML) (standardized redtop grass pollen 100000 unit per mL solution for injection) JUBILANT HOLLISTERSTIER LLC",NA,NA,"active",2000-11-17
FALSE,"02238493","02238493","STANDARDIZED GRASS POLLEN - SWEET VERNAL GRASS (100,000 BAU/ML)","JUBILANT HOLLISTERSTIER LLC","STANDARDIZED GRASS POLLEN - SWEET VERNAL GRASS (100,000 BAU/ML) (sweet vernal grass 100000 unit per mL solution for injection) JUBILANT HOLLISTERSTIER LLC",NA,NA,"active",2000-10-18
FALSE,"02238497","02238497","STANDARDIZED GRASS POLLEN - TIMOTHY (100000 BAU/ML)","JUBILANT HOLLISTERSTIER LLC","STANDARDIZED GRASS POLLEN - TIMOTHY (100000 BAU/ML) (standardized timothy grass pollen 100000 unit per mL solution for injection) JUBILANT HOLLISTERSTIER LLC",NA,NA,"active",2001-12-05
FALSE,"02238501","02238501","STANDARDIZED GRASS POLLEN - PERENNIAL RYEGRASS (100000 BAU/ML)","JUBILANT HOLLISTERSTIER LLC","STANDARDIZED GRASS POLLEN - PERENNIAL RYEGRASS (100000 BAU/ML) (standardized perennial rye grass pollen 100000 unit per mL solution for injection) JUBILANT HOLLISTERSTIER LLC",NA,NA,"active",2000-12-05
FALSE,"02238525","02238525","HP-PAC","TAKEDA PHARMACEUTICALS AMERICA INC","HP-PAC (amoxicillin 500 mg and clarithromycin 500 mg and lansoprazole 30 mg NA) TAKEDA PHARMACEUTICALS AMERICA INC",NA,NA,"active",1998-08-18
FALSE,"02238526","02238526","CYSTADANE","ORPHAN EUROPE SARL","CYSTADANE (betaine 1 g per 1.7 cc powder for oral solution) ORPHAN EUROPE SARL",NA,NA,"active",1998-08-11
FALSE,"02238545","02238545","ASAPHEN E.C.","PHARMASCIENCE INC","ASAPHEN E.C. (acetylsalicylic acid 80 mg gastro-resistant tablet) PHARMASCIENCE INC",NA,NA,"active",1998-12-03
FALSE,"02238560","02238560","APO-FLUTAMIDE","APOTEX INC","APO-FLUTAMIDE (flutamide 250 mg oral tablet) APOTEX INC",NA,NA,"active",1998-10-08
FALSE,"02238578","02238578","FUCIDIN H","LEO PHARMA INC","FUCIDIN H (fusidic acid 2 % and hydrocortisone acetate 1 % cutaneous cream) LEO PHARMA INC",NA,NA,"active",1998-11-11
TRUE,"02238579","02238579","RIVA-RANITIDINE 75MG","LABORATOIRE RIVA INC","RIVA-RANITIDINE 75MG (ranitidine (ranitidine hydrochloride) 75 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",1999-07-27
FALSE,"02238593","02238593","MUSE","PALADIN LABS INC","MUSE (alprostadil 250 mcg urethral stick) PALADIN LABS INC",NA,NA,"active",1998-09-24
FALSE,"02238594","02238594","MUSE","PALADIN LABS INC","MUSE (alprostadil 500 mcg urethral stick) PALADIN LABS INC",NA,NA,"active",1998-09-24
FALSE,"02238595","02238595","MUSE","PALADIN LABS INC","MUSE (alprostadil 1000 mcg urethral stick) PALADIN LABS INC",NA,NA,"active",1998-09-24
TRUE,"02238596","02238596","MYLAN-ZOPICLONE","MYLAN PHARMACEUTICALS ULC","MYLAN-ZOPICLONE (zopiclone 7.5 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",1998-08-12
FALSE,"02238617","02238617","VIRACEPT -250MG","PFIZER CANADA INC","VIRACEPT -250MG (nelfinavir (nelfinavir mesylate) 250 mg oral tablet) PFIZER CANADA INC",NA,NA,"active",1998-09-21
TRUE,"02238626","02238626","INFANT'S MOTRIN SUSPENSION DROPS","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","INFANT'S MOTRIN SUSPENSION DROPS (ibuprofen 40 mg per mL oral suspension) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC",NA,NA,"active",1998-10-14
TRUE,"02238633","02238633","DOM-CYCLOBENZAPRINE","DOMINION PHARMACAL","DOM-CYCLOBENZAPRINE (cyclobenzaprine hydrochloride 10 mg oral tablet) DOMINION PHARMACAL",NA,NA,"active",1998-10-22
FALSE,"02238634","02238634","DOM-SOTALOL","DOMINION PHARMACAL","DOM-SOTALOL (sotalol hydrochloride 80 mg oral tablet) DOMINION PHARMACAL",NA,NA,"active",1998-09-17
FALSE,"02238639","02238639","APO-NABUMETONE","APOTEX INC","APO-NABUMETONE (nabumetone 500 mg oral tablet) APOTEX INC",NA,NA,"active",1998-08-21
FALSE,"02238644","02238644","SLEEP-EZE EXTRA STRENGTH GELCAPS","MEDTECH PRODUCTS INC","SLEEP-EZE EXTRA STRENGTH GELCAPS (diphenhydramine hydrochloride 50 mg oral capsule) MEDTECH PRODUCTS INC",NA,NA,"active",1999-12-14
FALSE,"02238645","02238645","292 TABLETS","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","292 TABLETS (acetylsalicylic acid 375 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA,"active",1998-10-01
FALSE,"02238660","02238660","ZOMIG TAB 2.5 MG","ASTRAZENECA CANADA INC","ZOMIG TAB 2.5 MG (zolmitriptan 2.5 mg oral tablet) ASTRAZENECA CANADA INC",NA,NA,"active",1998-09-30
FALSE,"02238674","02238674","INTRON A","MERCK CANADA INC","INTRON A (interferon alfa-2b 6000000 unit per mL solution for injection) MERCK CANADA INC",NA,NA,"active",1998-12-10
FALSE,"02238675","02238675","INTRON A","MERCK CANADA INC","INTRON A (interferon alfa-2b 10000000 unit per mL solution for injection) MERCK CANADA INC",NA,NA,"active",1998-12-10
FALSE,"02238676","02238676","BACTI-STAT AE","ECOLAB CO","BACTI-STAT AE (triclosan 0.3 % cutaneous liquid) ECOLAB CO",NA,NA,"active",1998-10-23
TRUE,"02238682","02238682","PLAVIX","SANOFI-AVENTIS CANADA INC","PLAVIX (clopidogrel (clopidogrel bisulfate) 75 mg oral tablet) SANOFI-AVENTIS CANADA INC",NA,NA,"active",1998-10-13
TRUE,"02238703","02238703","LAMISIL","NOVARTIS PHARMACEUTICALS CANADA INC","LAMISIL (terbinafine hydrochloride 1 % cutaneous spray) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",1999-01-05
TRUE,"02238704","02238704","ESTROGEL","MERCK CANADA INC","ESTROGEL (estradiol (estradiol hemihydrate) 0.06 % transdermal gel) MERCK CANADA INC",NA,NA,"active",1998-11-16
FALSE,"02238755","02238755","OXYGEN","VITALAIRE CANADA INC","OXYGEN (oxygen 99 % medicinal gas) VITALAIRE CANADA INC",NA,NA,"active",1999-07-01
TRUE,"02238796","02238796","APO-BECLOMETHASONE NASAL SPRAY","APOTEX INC","APO-BECLOMETHASONE NASAL SPRAY (beclomethasone dipropionate 50 mcg per actuation nasal spray) APOTEX INC",NA,NA,"active",1998-10-07
TRUE,"02238829","02238829","CLAVULIN 875","GLAXOSMITHKLINE INC","CLAVULIN 875 (amoxicillin (amoxicillin trihydrate) 875 mg and clavulanic acid (clavulanate potassium) 125 mg oral tablet) GLAXOSMITHKLINE INC",NA,NA,"active",1998-10-29
TRUE,"02238830","02238830","CLAVULIN 400","GLAXOSMITHKLINE INC","CLAVULIN 400 (amoxicillin (amoxicillin trihydrate) 400 mg per 5 mL and clavulanic acid (clavulanate potassium) 57 mg per 5 mL oral suspension) GLAXOSMITHKLINE INC",NA,NA,"active",1998-10-29
TRUE,"02238831","02238831","CLAVULIN 200","GLAXOSMITHKLINE INC","CLAVULIN 200 (amoxicillin (amoxicillin trihydrate) 200 mg per 5 mL and clavulanic acid (clavulanate potassium) 28.5 mg per 5 mL oral suspension) GLAXOSMITHKLINE INC",NA,NA,"active",1998-10-29
TRUE,"02238850","02238850","ZYPREXA 15MG","ELI LILLY CANADA INC","ZYPREXA 15MG (olanzapine 15 mg oral tablet) ELI LILLY CANADA INC",NA,NA,"active",2002-06-24
TRUE,"02238851","02238851","ZYPREXA 20MG","ELI LILLY CANADA INC","ZYPREXA 20MG (olanzapine 20 mg oral tablet) ELI LILLY CANADA INC",NA,NA,"active",2007-04-30
FALSE,"02238867","02238867","OTRIVIN ALLERGY AND COLD DECONGESTANT NASAL SPRAY","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","OTRIVIN ALLERGY AND COLD DECONGESTANT NASAL SPRAY (xylometazoline hydrochloride 0.05 % nasal spray) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.",NA,NA,"active",1999-08-09
FALSE,"02238873","02238873","AZOPT","NOVARTIS PHARMACEUTICALS CANADA INC","AZOPT (NA ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",1998-11-11
