ccdd,ntp_code,ntp_formal_name,changes
"TRUE","9003870","amphetamine aspartate 6.25 mg and amphetamine sulfate 6.25 mg and dextroamphetamine saccharate 6.25 mg and dextroamphetamine sulfate 6.25 mg prolonged-release oral capsule","ADDED"
NA,"9002145","nadolol 160 mg oral tablet","DELETED"
NA,"9000310","verapamil hydrochloride 240 mg prolonged-release oral tablet","DELETED"
NA,"9000249","furosemide 80 mg oral tablet","DELETED"
"TRUE","9009365","estradiol 75 mcg per 24 hour transdermal patch","ADDED"
"TRUE","9009396","ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with lactose oral tablet","ADDED"
NA,"9006545","ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.75 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with lactose oral tablet","DELETED"
"TRUE","9002117","theophylline 400 mg prolonged-release oral tablet","ADDED"
NA,"9000965","ketorolac tromethamine 30 mg per mL solution for injection","DELETED"
"TRUE","9010186","labetalol hydrochloride 100 mg per 20 mL solution for injection vial","ADDED"
"TRUE","9005536","canagliflozin 100 mg oral tablet","ADDED"
"TRUE","9004962","levofloxacin 5 mg per mL solution for injection","ADDED"
"TRUE","9004877","irinotecan hydrochloride (irinotecan hydrochloride trihydrate) 20 mg per mL solution for injection","ADDED"
NA,"9006581","estradiol 37.5 mcg per 24 hour transdermal patch","DELETED"
NA,"9002529","bumetanide 5 mg oral tablet","DELETED"
"TRUE","9009884","hydrocodone bitartrate 5 mg per 5 mL syrup","ADDED"
"TRUE","9004870","tobramycin 28 mg inhalation powder capsule","ADDED"
"TRUE","9012402","umeclidinium (umeclidinium bromide) 62.5 mcg per actuation inhalation powder","ADDED"
"TRUE","9009882","hydrocodone bitartrate 5 mg oral tablet","ADDED"
"TRUE","9012363","hydromorphone hydrochloride 1000 mg per 10 mL solution for injection 10 mL vial","ADDED"
NA,"9006546","ethinyl estradiol 30 mcg and levonorgestrel 50 mcg oral tablet with ethinyl estradiol 40 mcg and levonorgestrel 750 mcg oral tablet with ethinyl estradiol 30 mcg and levonorgestrel 125 mcg oral tablet","DELETED"
"TRUE","9012441","methylphenidate hydrochloride 85 mg modified-release oral capsule","ADDED"
NA,"9006246","mesalazine 1 g per 100 mL rectal suspension","DELETED"
NA,"9006550","nitroglycerin 0.4 mg per hour transdermal patch","DELETED"
"TRUE","9012416","lixisenatide 0.05 mg per mL and lixisenatide 0.1 mg per mL NA","ADDED"
"TRUE","9006576","propranolol (propranolol hydrochloride) 3.75 mg per mL oral solution","ADDED"
"TRUE","9012383","fluticasone propionate 500 mcg per actuation inhalation powder","ADDED"
"TRUE","9009397","ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with lactose oral tablet","ADDED"
"TRUE","9009385","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with lactose oral tablet","ADDED"
"TRUE","9007158","amoxicillin 250 mg oral capsule","ADDED"
"TRUE","9012386","testosterone 2.5 mg per 24 hour transdermal patch","ADDED"
"TRUE","9005166","zolpidem tartrate 5 mg orodispersible tablet","ADDED"
NA,"9006605","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with ethinyl estradiol 100 mcg oral tablet","DELETED"
NA,"9000060","nitroglycerin 0.3 mg sublingual tablet","DELETED"
NA,"9006536","ephedrine sulfate 50 mg per 1 mL solution for injection","DELETED"
"TRUE","9012412","insulin glargine 100 unit per mL solution for injection","ADDED"
"TRUE","9002103","cyproterone acetate 50 mg oral tablet","ADDED"
"TRUE","9006601","estradiol 45 mcg per 24 hour and levonorgestrel 15 mcg per 24 hour transdermal patch","ADDED"
"TRUE","9005985","canagliflozin 150 mg and metformin hydrochloride 1000 mg oral tablet","ADDED"
"TRUE","9012364","bosentan 125 mg oral tablet","ADDED"
"TRUE","9011415","pindolol 15 mg oral tablet","ADDED"
"TRUE","9012434","durvalumab 50 mg per mL solution for injection","ADDED"
NA,"9000901","rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule","DELETED"
"TRUE","9010502","mesalazine 800 mg gastro-resistant tablet","ADDED"
NA,"9000533","mesalazine 500 mg prolonged-release oral tablet","DELETED"
"TRUE","9004162","phenylephrine hydrochloride 10 mg oral tablet","ADDED"
NA,"9000549","verapamil hydrochloride 180 mg prolonged-release oral capsule","DELETED"
NA,"9001991","prazosin (prazosin hydrochloride) 1 mg oral tablet","DELETED"
NA,"9000180","sulfamethoxazole 400 mg per 5 mL and trimethoprim 80 mg per 5 mL solution for injection ampoule","DELETED"
NA,"9000547","verapamil hydrochloride 10 mg per 4 mL solution for injection vial","DELETED"
"TRUE","9004147","darifenacin (darifenacin hydrobromide) 15 mg prolonged-release oral tablet","ADDED"
"TRUE","9012375","timolol (timolol maleate) 0.25 % NA","ADDED"
NA,"9002468","hydrocodone bitartrate 5 mg oral tablet","DELETED"
"TRUE","9005989","canagliflozin 50 mg and metformin hydrochloride 500 mg oral tablet","ADDED"
"TRUE","9005309","benzoyl peroxide 3 % and clindamycin (clindamycin phosphate) 1 % cutaneous gel","ADDED"
NA,"9000145","diazepam 20 mg per 2 mL solution for injection ampoule","DELETED"
"TRUE","9007152","amoxicillin 125 mg chewable tablet","ADDED"
"TRUE","9006556","hydrocodone bitartrate 5 mg per 5 mL syrup","ntp_formal_name: ""hydrocodone bitartrate 5 mg per 5 mL syrup"" -> ""metoclopramide hydrochloride 5 mg per 5 mL oral solution""
ntp_status_effective_time: ""19921231"" -> ""19970225"""
"TRUE","9009379","ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet with lactose oral tablet","ADDED"
"TRUE","9003008","benzoyl peroxide 5 % cutaneous liquid","ADDED"
"TRUE","9010882","nitroglycerin 500 mg per 10 mL solution for injection vial","ADDED"
"TRUE","9006096","levonorgestrel 19.5 mg intrauterine delivery system","ADDED"
"TRUE","9009383","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet","ADDED"
"TRUE","9011506","prazosin (prazosin hydrochloride) 5 mg oral tablet","ADDED"
"TRUE","9002963","ondansetron (ondansetron hydrochloride dihydrate) 4 mg per 5 mL oral solution","ADDED"
"TRUE","9009394","ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet","ADDED"
NA,"9006590","drospirenone 3 mg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet","DELETED"
NA,"9000341","verapamil hydrochloride 80 mg oral tablet","DELETED"
"TRUE","9001920","tobramycin 0.3 % ophthalmic drops","ADDED"
"TRUE","9006561","nitroglycerin 0.8 mg per hour transdermal patch","ntp_formal_name: ""nitroglycerin 0.8 mg per hour transdermal patch"" -> ""moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection 250 mL bottle""
ntp_status_effective_time: ""19931231"" -> ""20030624"""
"TRUE","9009389","ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet with lactose oral tablet","ADDED"
"TRUE","9003465","levonorgestrel 0.75 mg oral tablet","ADDED"
"TRUE","9005800","benzalkonium chloride 0.13 % lotion","ADDED"
"TRUE","9009401","ethinyl estradiol 35 mcg and norgestimate 250 mcg with lactose oral tablet","ADDED"
"TRUE","9004875","guaifenesin 400 mg oral tablet","ADDED"
"TRUE","9009390","ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet","ADDED"
"TRUE","9003644","benzoyl peroxide 5 % and clindamycin (clindamycin phosphate) 1 % cutaneous gel","ADDED"
"TRUE","9006565","ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet","ntp_formal_name: ""ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet"" -> ""drospirenone 3 mg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet""
ntp_status_effective_time: ""19960814"" -> ""20041222""
ntp_type: ""comb"" -> ""NA"""
NA,"9001454","fluticasone furoate 100 mcg inhalation powder","DELETED"
"TRUE","9012351","verapamil hydrochloride 10 mg per 4 mL solution for injection vial","ADDED"
"TRUE","9012397","vandetanib 300 mg oral tablet","ADDED"
"TRUE","9007157","amoxicillin 250 mg chewable tablet","ADDED"
"TRUE","9002514","acetylsalicylic acid 325 mg and caffeine 33 mg oral tablet","ADDED"
"TRUE","9012438","methylphenidate hydrochloride 45 mg modified-release oral capsule","ADDED"
NA,"9002528","bumetanide 1 mg oral tablet","DELETED"
"TRUE","9011708","rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule","ADDED"
"TRUE","9001927","acetaminophen 325 mg and codeine phosphate 8 mg and doxylamine succinate 5 mg oral tablet","ADDED"
"TRUE","9003407","ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection","ADDED"
"TRUE","9004479","alcohol anhydrous 70 % and chlorhexidine gluconate 4 % cutaneous spray","ADDED"
"TRUE","9010493","mesalazine 1 g suppository","ADDED"
"TRUE","9005227","metformin hydrochloride 1000 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet","ADDED"
NA,"9002545","cromolyn sodium 1 % inhalation solution","DELETED"
"TRUE","9012353","verapamil hydrochloride 120 mg prolonged-release oral capsule","ADDED"
"TRUE","9004648","dexmedetomidine (dexmedetomidine hydrochloride) 100 mcg per mL solution for injection","ADDED"
NA,"9006201","alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrin hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup","DELETED"
"TRUE","9008157","captopril 25 mg oral tablet","ADDED"
"TRUE","9008749","desogestrel 100 mcg and estradiol 25 mcg oral tablet with desogestrel 125 mcg and estradiol 25 mcg oral tablet with  desogestrel 150 mcg and ethinyl estradiol 25 mcg oral tablet with lactose oral tablet","ADDED"
"TRUE","9006427","benzoyl peroxide 5 % NA","ADDED"
NA,"9001981","hydrochlorothiazide 50 mg and pindolol 10 mg oral tablet","DELETED"
"TRUE","9012423","haptens 50 % cutaneous gel","ADDED"
NA,"9006079","reslizumab 10 mg per mL solution for injection","DELETED"
"TRUE","9003631","framycetin sulfate 5 mg per g ophthalmic ointment","ADDED"
NA,"9003697","budesonide 200 mcg and formoterol fumarate 6 mcg inhalation powder","DELETED"
"TRUE","9001616","phenobarbital 5 mg per mL oral solution","ADDED"
"TRUE","9002861","phenylephrine hydrochloride 10 % ophthalmic drops","ADDED"
NA,"9006597","varenicline (varenicline tartrate) 0.5 mg oral tablet with varenicline (varenicline tartrate) 1 mg oral tablet","DELETED"
NA,"9004543","eplerenone 50 mg oral tablet","DELETED"
"TRUE","9006025","guaifenesin 600 mg modified-release oral tablet","ADDED"
"TRUE","9012433","budesonide 0.5 mg per mL nebuliser suspension","ADDED"
"TRUE","9003981","levofloxacin 250 mg oral tablet","ADDED"
"TRUE","9005503","linaclotide 145 mcg oral capsule","ADDED"
"TRUE","9008751","desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet","ADDED"
"TRUE","9003358","tobramycin 3 mg per mL ophthalmic drops","ADDED"
"TRUE","9001567","methotrimeprazine (methotrimeprazine hydrochloride) 25 mg per mL solution for injection","ADDED"
"TRUE","9009395","ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet","ADDED"
"TRUE","9007154","amoxicillin 125 mg per 5 mL oral suspension","ADDED"
NA,"9004434","ambrisentan 5 mg oral tablet","DELETED"
"TRUE","9003315","zolmitriptan 2.5 mg oral tablet","ADDED"
NA,"9006585","estradiol 25 mcg per 24 hour transdermal patch","DELETED"
"TRUE","9009359","estradiol 25 mcg per 24 hour transdermal patch","ADDED"
"TRUE","9003614","misoprostol 200 mcg oral tablet","ADDED"
"TRUE","9004243","brompheniramine maleate 2 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup","ADDED"
NA,"9002024","hydrochlorothiazide 15 mg and methyldopa 250 mg oral tablet","DELETED"
"TRUE","9010185","labetalol hydrochloride 100 mg oral tablet","ADDED"
"TRUE","9002266","chloral hydrate 100 mg per mL syrup","ADDED"
"TRUE","9009392","ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.75 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with lactose oral tablet","ADDED"
"TRUE","9001892","nitrazepam 10 mg oral tablet","ADDED"
"TRUE","9002244","benzalkonium chloride 4 mg per mL pad","ADDED"
"TRUE","9001298","epinephrine 0.15 mg per 0.3 mL solution for injection 0.3 mL syringe","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20171218"" -> ""19841231"""
"TRUE","9012432","thiotepa 15 mg per vial powder for solution for injection","ADDED"
"TRUE","9008009","bumetanide 1 mg oral tablet","ADDED"
"TRUE","9009399","ethinyl estradiol 35 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet","ADDED"
"TRUE","9012399","baclofen 50 mg per 5 mL solution for injection ampoule","ADDED"
"TRUE","9008752","desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet","ADDED"
"TRUE","9004422","estradiol 0.5 mg and norethindrone acetate 0.1 mg oral tablet","ADDED"
"TRUE","9002227","tamoxifen (tamoxifen citrate) 20 mg oral tablet","ADDED"
"TRUE","9010782","nadolol 160 mg oral tablet","ADDED"
NA,"9000573","estradiol 1 mg oral tablet","DELETED"
NA,"9000999","testosterone 24.3 mg transdermal patch","DELETED"
NA,"9001205","mesalazine 1.2 g modified-release oral tablet","DELETED"
"TRUE","9007802","benazepril hydrochloride 5 mg oral tablet","ADDED"
NA,"9004930","tolvaptan 15 mg oral tablet","DELETED"
"TRUE","9004297","benzalkonium chloride 0.15 % cutaneous gel","ADDED"
NA,"9004032","cilazapril (cilazapril monohydrate) 1 mg oral tablet","DELETED"
"TRUE","9012159","tolvaptan 15 mg oral tablet","ADDED"
"TRUE","9009349","estradiol 0.06 % transdermal gel","ADDED"
"TRUE","9012385","ibutilide fumrate 0.1 mg per mL solution for injection","ADDED"
"TRUE","9003677","midazolam (midazolam hydrochloride) 5 mg per mL solution for injection","ADDED"
"TRUE","9006364","amoxicillin 500 mg and clarithromycin 500 mg and lansoprazole 30 mg NA","ADDED"
NA,"9004355","aliskiren (aliskiren fumarate) 150 mg oral tablet","DELETED"
"TRUE","9010497","mesalazine 4 g per 60 mL rectal suspension","ADDED"
NA,"9002258","captopril 50 mg oral tablet","DELETED"
"TRUE","9009378","ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet","ADDED"
"TRUE","9012440","methylphenidate hydrochloride 70 mg modified-release oral capsule","ADDED"
"TRUE","9007115","amiloride hydrochloride 5 mg oral tablet","ADDED"
"TRUE","9004736","liraglutide 6 mg per mL solution for injection","ADDED"
"TRUE","9012428","cysteamine (cysteamine bitartrate) 25 mg gastro-resistant capsule","ADDED"
"TRUE","9004951","dutasteride 0.5 mg and tamsulosin hydrochloride 0.4 mg modified-release oral capsule","ADDED"
NA,"9001619","ephedrine sulfate 50 mg per mL solution for injection","DELETED"
"TRUE","9009374","ethinyl estradiol 10 mcg and norethindrone acetate 1 mg oral tablet with ethinyl estradiol 10 mcg oral tablet with lactose oral tablet","ADDED"
"TRUE","9009623","furosemide 40 mg per 4 mL solution for injection vial","ADDED"
"TRUE","9011709","rivastigmine 13.3 mg per 24 hour transdermal patch","ADDED"
NA,"9006615","tolvaptan 30 mg oral tablet with tolvaptan 90 mg oral tablet","DELETED"
NA,"9000551","verapamil hydrochloride 5 mg per 2 mL solution for injection vial","DELETED"
NA,"9005374","fluticasone furoate 100 mcg and vilanterol (vilanterol trifenatate) 25 mcg inhalation powder","DELETED"
"TRUE","9012373","hydralazine hydrochloride 20 mg per 1 mL solution for injection vial","ADDED"
"TRUE","9012367","chlorambucil 2 mg oral tablet","ADDED"
"TRUE","9009287","eplerenone 25 mg oral tablet","ADDED"
"TRUE","9005024","benzalkonium chloride 0.13 % cutaneous spray","ADDED"
NA,"9004931","tolvaptan 30 mg oral tablet","DELETED"
"TRUE","9011505","prazosin (prazosin hydrochloride) 2 mg oral tablet","ADDED"
"TRUE","9012382","fluticasone propionate 250 mcg per actuation inhalation powder","ADDED"
"TRUE","9006186","benzoyl peroxide 5 % cutaneous ointment","ADDED"
"TRUE","9012425","insulin degludec 200 unit per mL solution for injection","ADDED"
"TRUE","9012408","omalizumab 150 mg per mL solution for injection","ADDED"
"TRUE","9009616","furosemide 20 mg per 2 mL solution for injection syringe","ADDED"
NA,"9000929","salbutamol (salbutamol sulfate) 200 mcg inhalation powder","DELETED"
NA,"9006544","ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.75 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet","DELETED"
"TRUE","9012422","haptens 20 % cutaneous liquid","ADDED"
NA,"9006578","salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution 2.5 mL unit dose vial","DELETED"
NA,"9000900","rivastigmine (rivastigmine hydrogen tartrate) 1.5 mg oral capsule","DELETED"
NA,"9006555","ethinyl estradiol 35 mcg and norgestimate 250 mcg with lactose oral tablet","DELETED"
"TRUE","9002035","tobramycin 0.3 % ophthalmic ointment","ADDED"
"TRUE","9010820","nebivolol (nebivolol hydrochloride) 2.5 mg oral tablet","ADDED"
"TRUE","9002060","acetaminophen 500 mg and caffeine 65 mg oral tablet","ADDED"
"TRUE","9011414","pindolol 10 mg oral tablet","ADDED"
"TRUE","9003032","methotrimeprazine (methotrimeprazine maleate) 25 mg oral tablet","ADDED"
"TRUE","9012435","guselkumab 100 mg per 1 mL solution for injection","ADDED"
NA,"9006606","labetalol hydrochloride 200 mg per 40 mL solution for injection vial","DELETED"
"TRUE","9003601","eprosartan (eprosartan mesylate) 600 mg oral tablet","ADDED"
"TRUE","9004499","alcohol anhydrous 70 % per mL and benzalkonium chloride 0.15 % per mL cutaneous spray","ADDED"
"TRUE","9012436","methylphenidate hydrochloride 25 mg modified-release oral capsule","ADDED"
"TRUE","9007059","aliskiren (aliskiren fumarate) 300 mg oral tablet","ADDED"
NA,"9006596","desogestrel 100 mcg and estradiol 25 mcg oral tablet with desogestrel 125 mcg and estradiol 25 mcg oral tablet with  desogestrel 150 mcg and ethinyl estradiol 25 mcg oral tablet with lactose oral tablet","DELETED"
"TRUE","9004040","benzalkonium chloride 0.15 % cutaneous spray","ADDED"
NA,"9006602","esmolol hydrochloride 10 mg per mL solution for injection 250 mL bag","DELETED"
"TRUE","9010821","nebivolol (nebivolol hydrochloride) 20 mg oral tablet","ADDED"
"TRUE","9003632","framycetin sulfate 5 mg per mL ophthalmic drops","ADDED"
NA,"9001350","furosemide 20 mg per 2 mL solution for injection vial","DELETED"
"TRUE","9004094","benzalkonium chloride 0.15 % cutaneous liquid","ADDED"
"TRUE","9003880","benzalkonium chloride 0.3 % cutaneous liquid","ADDED"
NA,"9002466","hydralazine hydrochloride 20 mg per mL solution for injection","DELETED"
NA,"9001993","prazosin (prazosin hydrochloride) 5 mg oral tablet","DELETED"
"TRUE","9012429","cysteamine (cysteamine bitartrate) 75 mg gastro-resistant capsule","ADDED"
"TRUE","9003626","phenylephrine hydrochloride 10 mg per 1 mL solution for injection","ADDED"
"TRUE","9012430","amitriptyline hydrochloride 100 mg oral tablet","ADDED"
"TRUE","9004883","acetylsalicylic acid 500 mg and caffeine 32 mg oral tablet","ADDED"
NA,"9000340","verapamil hydrochloride 120 mg oral tablet","DELETED"
"TRUE","9004156","acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral tablet","ADDED"
"TRUE","9003082","ondansetron (ondansetron hydrochloride dihydrate) 8 mg oral tablet","ADDED"
"TRUE","9010873","nitroglycerin 0.2 mg per hour transdermal patch","ADDED"
"TRUE","9012370","aminophylline 250 mg per 10 mL solution for injection vial","ADDED"
"TRUE","9001299","epinephrine 0.3 mg per 0.3 mL solution for injection 0.3 mL syringe","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20171218"" -> ""19801231"""
"TRUE","9004163","benzalkonium chloride 0.12 % wipe","ADDED"
"TRUE","9009380","ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet","ADDED"
"TRUE","9012374","cromolyn sodium 1 % nebuliser solution 2 mL unit dose vial","ADDED"
"TRUE","9001934","benzoyl peroxide 5 % cutaneous cream","ADDED"
"TRUE","9006577","estradiol 50 mcg per 24 hour and norethindrone acetate 250 mcg per 24 hour transdermal patch","ADDED"
NA,"9004298","benazepril hydrochloride 10 mg oral tablet","DELETED"
"TRUE","9004408","ondansetron (ondansetron hydrochloride) 4 mg oral tablet","ADDED"
"TRUE","9002725","methotrimeprazine (methotrimeprazine maleate) 5 mg oral tablet","ADDED"
"TRUE","9006407","benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % NA","ADDED"
"TRUE","9012447","ozenoxacin 1 % cutaneous cream","ADDED"
NA,"9004433","ambrisentan 10 mg oral tablet","DELETED"
"TRUE","9009358","estradiol 2 mg ring (slow release)","ADDED"
"TRUE","9006562","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with lactose oral tablet","ntp_formal_name: ""ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with lactose oral tablet"" -> ""ethinyl estradiol 35 mcg per 24 hours and norelgestromin 20 mcg per 24 hours transdermal patch""
ntp_status_effective_time: ""19951231"" -> ""20031224""
ntp_type: """" -> ""NA"""
"TRUE","9009625","furosemide 80 mg oral tablet","ADDED"
"TRUE","9001863","theophylline 80 mg per 15 mL oral solution","ADDED"
"TRUE","9005527","canagliflozin 300 mg oral tablet","ADDED"
"TRUE","9009384","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with ethinyl estradiol 100 mcg oral tablet","ADDED"
"TRUE","9012369","asparaginase 10000 unit per vial powder for solution for injection","ADDED"
"TRUE","9002853","naloxone hydrochloride 0.4 mg per mL solution for injection","ADDED"
NA,"9002072","lactulose 667 mg per mL oral solution","DELETED"
"TRUE","9009393","ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with lactose oral tablet","ADDED"
NA,"9000116","amoxicillin 250 mg oral capsule","DELETED"
"TRUE","9012453","fluoxetine (fluoxetine hydrochloride) 40 mg oral capsule","ADDED"
"TRUE","9003995","zolmitriptan 2.5 mg per spray nasal spray","ADDED"
"TRUE","9011504","prazosin (prazosin hydrochloride) 1 mg oral tablet","ADDED"
"TRUE","9003053","dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone 5 mg suppository","ADDED"
NA,"9005214","nebivolol (nebivolol hydrochloride) 5 mg oral tablet","DELETED"
"TRUE","9004169","acetaminophen 325 mg and doxylamine succinate 6.25 mg and phenylephrine hydrochloride 5 mg oral capsule","ADDED"
"TRUE","9009400","ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet","ADDED"
NA,"9006547","ethinyl estradiol 30 mcg and levonorgestrel 50 mcg oral tablet with ethinyl estradiol 40 mcg and levonorgestrel 750 mcg oral tablet with ethinyl estradiol 30 mcg and levonorgestrel 125 mcg oral tablet with lactose oral tablet","DELETED"
"TRUE","9004486","alcohol anhydrous 70 % per mL and benzalkonium chloride 0.15 % per mL wipe","ADDED"
"TRUE","9009876","hydrochlorothiazide 50 mg and pindolol 10 mg oral tablet","ADDED"
"TRUE","9012395","silodosin 8 mg oral capsule","ADDED"
NA,"9006543","ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with lactose oral tablet","DELETED"
"TRUE","9009371","ethacrynic acid 25 mg oral tablet","ADDED"
NA,"9002525","benazepril hydrochloride 5 mg oral tablet","DELETED"
"TRUE","9003742","brompheniramine maleate 4 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL oral liquid","ADDED"
"TRUE","9004457","nabilone 0.25 mg oral capsule","ADDED"
"TRUE","9003762","latanoprost 50 mcg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops","ADDED"
"TRUE","9012392","formoterol fumarate 5 mcg per actuation and mometasone furoate 100 mcg per actuation pressurised inhalation","ADDED"
"TRUE","9003847","almotriptan (almotriptan malate) 6.25 mg oral tablet","ADDED"
"TRUE","9005770","chlorhexidine gluconate 2 % swab","ADDED"
"TRUE","9006346","chlorhexidine gluconate 0.12 % NA","ADDED"
"TRUE","9001765","metronidazole 500 mg per 4.5 g and nystatin 100000 unit per 4.5 g vaginal cream","ADDED"
NA,"9000171","furosemide 40 mg per 4 mL solution for injection ampoule","DELETED"
"TRUE","9011920","sotalol hydrochloride 80 mg oral tablet","ADDED"
"TRUE","9002826","guaifenesin 200 mg per 5 mL syrup","ADDED"
"TRUE","9002950","chlorhexidine gluconate 0.12 % mouthwash","ADDED"
"TRUE","9006198","penicillin v potassium 300 mg per 5 mL powder for oral solution","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20170804"" -> ""19771231"""
"TRUE","9002430","chlorhexidine gluconate 0.05 % cutaneous solution","ADDED"
"TRUE","9005210","mirabegron 50 mg prolonged-release oral tablet","ADDED"
"TRUE","9004989","chlorhexidine gluconate 4 % lotion","ADDED"
"TRUE","9009865","hydrochlorothiazide 25 mg and pindolol 10 mg oral tablet","ADDED"
"TRUE","9007164","amoxicillin 500 mg oral capsule","ADDED"
"TRUE","9001859","phenylephrine hydrochloride 2.5 % ophthalmic drops","ADDED"
"TRUE","9009622","furosemide 40 mg per 4 mL solution for injection syringe","ADDED"
"TRUE","9002854","naloxone hydrochloride 1 mg per mL solution for injection","ADDED"
NA,"9006560","ethinyl estradiol 35 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet","DELETED"
"TRUE","9003402","midazolam 1 mg per mL solution for injection","ADDED"
"TRUE","9009364","estradiol 50 mcg per 24 hour transdermal patch","ADDED"
"TRUE","9004560","levofloxacin 750 mg oral tablet","ADDED"
"TRUE","9002245","betamethasone (betamethasone dipropionate) 0.05 % and clotrimazole 1 % cutaneous cream","ADDED"
"TRUE","9008155","captopril 100 mg oral tablet","ADDED"
"TRUE","9008156","captopril 12.5 mg oral tablet","ADDED"
"TRUE","9003146","irinotecan hydrochloride 20 mg per mL solution for injection","ADDED"
"TRUE","9003977","alcohol anhydrous 65.87 % and benzalkonium chloride 0.1 % cutaneous spray","ADDED"
NA,"9002146","nadolol 40 mg oral tablet","DELETED"
"TRUE","9009357","estradiol 2 mg oral tablet","ADDED"
"TRUE","9009617","furosemide 20 mg per 2 mL solution for injection vial","ADDED"
"TRUE","9012420","haptens 100 % cutaneous gel","ADDED"
"TRUE","9009388","ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet","ADDED"
"TRUE","9006373","conjugated estrogens 0.625 mg and medroxyprogesterone acetate 5 mg NA","ADDED"
NA,"9005706","umeclidinium (umeclidinium bromide) 62.5 mcg inhalation powder","DELETED"
"TRUE","9003316","acetylsalicylic acid 375 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet","ADDED"
NA,"9000147","epinephrine 0.3 mg per 0.3 mL solution for injection syringe","DELETED"
