ccdd,mp_code,mp_formal_name,changes
"TRUE","02378213","ZINDA-LETROZOLE (letrozole 2.5 mg oral tablet) STASON PHARMACEUTICALS INC","ADDED"
"TRUE","02241379","VICKS CHEST CONGESTION RELIEF (guaifenesin 200 mg per 15 mL syrup) PROCTER & GAMBLE INC","ADDED"
"TRUE","01964437","MORPHINE SULFATE INJ 2MG/ML USP (morphine sulfate 2 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED","ADDED"
"TRUE","02381389","EDARBI (azilsartan medoxomil (azilsartan medoxomil potassium) 40 mg oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.","ADDED"
"TRUE","02053632","CHLORHEXIDINE GLUCONATE SOLUTION USP 20% (chlorhexidine gluconate 20 % cutaneous solution) GERMIPHENE CORPORATION","ADDED"
"TRUE","02248217","BLEMISH GEL 5% (benzoyl peroxide 5 % cutaneous gel) KAMINS DERMATOLOGICS INC","ADDED"
"TRUE","02244125","PMS-MISOPROSTOL (0.2MG) (misoprostol 200 mcg oral tablet) PHARMASCIENCE INC","ADDED"
"TRUE","02309009","ACTIVELLE LD (estradiol 0.5 mg and norethindrone acetate 0.1 mg oral tablet) NOVO NORDISK CANADA INC","ADDED"
"TRUE","00155357","ADRENALIN CHLORIDE SOL 1:1000 AMP (epinephrine (epinephrine hydrochloride) 30 mg per 30 mL solution for injection ampoule) ERFA CANADA 2012 INC","ADDED"
NA,"700299","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 50 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","DELETED"
"TRUE","02389622","TEVA-TOBRAMYCIN (tobramycin (tobramycin sulfate) 60 mg per mL inhalation solution) TEVA CANADA LIMITED","ADDED"
"TRUE","02242276","TIMOLOL MALEATE-EX (timolol (timolol maleate) 0.5 % ophthalmic drops) SANDOZ CANADA INCORPORATED","mp_formal_name: ""TIMOLOL MALEATE-EX (timolol (timolol maleate) 0.5 % ophthalmic drops) SANDOZ CANADA INCORPORATED"" -> ""TIMOLOL MALEATE-EX (timolol (timolol maleate) 0.5 % NA) SANDOZ CANADA INCORPORATED"""
"TRUE","02448327","ACT DEXTROAMPHETAMINE SR (dextroamphetamine sulfate 15 mg prolonged-release oral capsule) ACTAVIS PHARMA COMPANY","ADDED"
"TRUE","02464829","DIAL ANTIBACTERIAL HYDRATING HAND SOAP (benzalkonium chloride 0.13 % cutaneous solution) HENKEL CANADA CORPORATION","ADDED"
NA,"700212","ADRENALIN CHLORIDE SOL 1:1000 AMP (epinephrine (epinephrine hydrochloride) 30 mg per 30 mL solution for injection ampoule) ERFA CANADA 2012 INC","DELETED"
"TRUE","02047667","MERSYNDOL WITH CODEINE (acetaminophen 325 mg and codeine phosphate 8 mg and doxylamine succinate 5 mg oral tablet) SANOFI-AVENTIS CANADA INC","ADDED"
NA,"700298","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 500 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","DELETED"
"TRUE","02445247","SPOT CLEARING LOTION (benzoyl peroxide 2.5 % cutaneous gel) ALUMIER EUROPE LTD","ADDED"
"TRUE","02461404","FUROSEMIDE INJECTION USP (furosemide 10 mg per mL solution for injection) STERIMAX INC","ADDED"
"TRUE","02463784","ACCEL-CANDESARTAN (candesartan cilexetil 32 mg oral tablet) ACCEL PHARMA INC","ADDED"
"TRUE","00788422","BAXEDIN (chlorhexidine gluconate 0.05 % cutaneous solution) OMEGA LABORATORIES LTD","ADDED"
"TRUE","02430614","AURO-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 750 mg oral tablet) AURO PHARMA INC","ADDED"
"TRUE","02246619","XALACOM (latanoprost 50 mcg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) PFIZER CANADA INC","ADDED"
"TRUE","02240755","NOVO-MISOPROSTOL TABLETS (misoprostol 200 mcg oral tablet) NOVOPHARM LIMITED","ADDED"
"TRUE","02385422","BPO 5% CLEANSER (benzoyl peroxide 5 % cutaneous solution) PHYSICIANS CARE ALLIANCE LLC","ADDED"
NA,"700321","LABETALOL HYDROCHLORIDE INJECTION, USP (labetalol hydrochloride 200 mg per 40 mL solution for injection vial) MYLAN PHARMACEUTICALS ULC","DELETED"
"TRUE","02264056","TEVA-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 4 mg oral tablet) TEVA CANADA LIMITED","ADDED"
"TRUE","02387158","MYLAN-ZOLMITRIPTAN ODT (zolmitriptan 2.5 mg orodispersible tablet) MYLAN PHARMACEUTICALS ULC","ADDED"
NA,"02312530","PRO-INDAPAMIDE (indapamide 1.25 mg oral tablet) PRO DOC LIMITEE","DELETED"
"TRUE","02099705","METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) TEVA CANADA LIMITED","ADDED"
"TRUE","02311739","CANESORAL COMBI-PAK (clotrimazole 1 % and fluconazole 150 mg NA) BAYER INC","ADDED"
"TRUE","02072955","SOLUPREP LD SPONGE (chlorhexidine gluconate 0.05 % medicated sponge) 3M CANADA COMPANY","ADDED"
"TRUE","02457083","ERASER (benzoyl peroxide 5 % cutaneous ointment) THE MENTHOLATUM COMPANY OF CANADA LTD","ADDED"
"TRUE","02389231","LYSOL FOAM ANTIBACTERIAL HAND WASH (benzalkonium chloride 0.1 % cutaneous solution) RECKITT BENCKISER (CANADA) INC","ADDED"
"TRUE","02295717","STERIXIN 0.05% (chlorhexidine gluconate 0.05 % cutaneous solution) LABORATOIRES STERIGEN INC","ADDED"
NA,"700236","CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) SANDOZ CANADA INCORPORATED","DELETED"
NA,"700292","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED","DELETED"
"TRUE","00260436","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) PFIZER CANADA INC","ADDED"
"TRUE","02441527","PANTOPRAZOLE SODIUM FOR INJECTION (pantoprazole (pantoprazole sodium) 40 mg per vial powder for solution for injection) GENERIC MEDICAL PARTNERS INC","ADDED"
NA,"700263","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","DELETED"
"TRUE","02234510","282 TABLETS (acetylsalicylic acid 375 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","ADDED"
"TRUE","02385430","ACNE CREAM (benzoyl peroxide 5 % cutaneous cream) PHYSICIANS CARE ALLIANCE LLC","ADDED"
"TRUE","02464519","TARO-BENZOYL PEROXIDE / CLINDAMYCIN KIT (benzoyl peroxide 5 % and clindamycin (clindamycin phosphate) 1 % cutaneous gel) TARO PHARMACEUTICALS INC","ADDED"
NA,"700379","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 10 mg per 4 mL solution for injection vial) PFIZER CANADA INC","DELETED"
"TRUE","01925199","BENZAC W WASH GEL 10% (benzoyl peroxide 10 % cutaneous gel) GALDERMA CANADA INC","ADDED"
"TRUE","00811882","PMS-CHLORAL HYDRATE CAPSULES 500MG (chloral hydrate 500 mg oral capsule) PHARMASCIENCE INC","ADDED"
"TRUE","02463857","ACCEL-CANDESARTAN/HCTZ (candesartan cilexetil 32 mg and hydrochlorothiazide 25 mg oral tablet) ACCEL PHARMA INC","ADDED"
"TRUE","02313693","JAMP-ONDANSETRON (ondansetron (ondansetron hydrochloride) 8 mg oral tablet) JAMP PHARMA CORPORATION","ADDED"
"TRUE","02354543","LORIS 0.13% BZK (benzalkonium chloride 0.13 % wipe) LERNAPHARM (LORIS) INC.","ADDED"
"TRUE","700095","AMIODARONE FOR INJECTION 50MG/ML (amiodarone hydrochloride 900 mg per 18 mL solution for injection vial) TEVA CANADA LIMITED","mp_status_effective_time: ""20170901"" -> ""20180223"""
"TRUE","02452782","ADVANTAGE ACNE CONTROL KIT (benzoyl peroxide 2.5 % and benzoyl peroxide 5 % NA) JOHNSON & JOHNSON INC","ADDED"
"TRUE","02358018","LORIS 2% CHG SOLUTION (chlorhexidine gluconate 2 % cutaneous solution) LERNAPHARM (LORIS) INC.","ADDED"
"TRUE","02270420","SOAPOPULAR (benzalkonium chloride 0.15 % cutaneous liquid) SOAPOPULAR INC","ADDED"
"TRUE","02014165","UNIPHYL (theophylline 400 mg prolonged-release oral tablet) PURDUE PHARMA","ADDED"
"TRUE","00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION","ADDED"
"TRUE","02466171","JAMP-CETIRIZINE (cetirizine hydrochloride 20 mg oral tablet) JAMP PHARMA CORPORATION","ADDED"
"TRUE","01926438","KIDROLASE (asparaginase 10000 unit per vial powder for solution for injection) JAZZ PHARMACEUTICALS FRANCE SAS","ADDED"
"TRUE","02443104","NON-ALCOHOL FOAMING HAND SANITIZER/ASSAINISSEUR MOUSSANT SANS ALCOOL (benzalkonium chloride 0.13 % cutaneous solution) AVMOR LTD","ADDED"
"TRUE","02459841","SINEX DAYTIME SINUS (acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral capsule) PROCTER & GAMBLE INC","ADDED"
"TRUE","02274310","SANDOZ ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 4 mg oral tablet) SANDOZ CANADA INCORPORATED","ADDED"
NA,"00550086","SEPTRA INJECTION (sulfamethoxazole 400 mg per 5 mL and trimethoprim 80 mg per 5 mL solution for injection ampoule) ASPEN PHARMACARE CANADA INC.","DELETED"
"TRUE","02276704","EXTRA STRENGTH CONTAC COLD & SORE THROAT (acetaminophen 500 mg and phenylephrine hydrochloride 5 mg oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.","ADDED"
"TRUE","02471361","RIVA-OLMESARTAN (olmesartan medoxomil 40 mg oral tablet) LABORATOIRE RIVA INC","ADDED"
NA,"700351","MORPHINE SULFATE INJ 1MG/ML USP (morphine sulfate 10 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","DELETED"
"TRUE","02342235","GD-ELETRIPTAN (eletriptan (eletriptan hydrobromide) 20 mg oral tablet) GENMED A DIVISION OF PFIZER CANADA INC","ADDED"
"TRUE","02386143","DIAZEPAM INJECTION SDZ (diazepam 20 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","mp_formal_name: ""DIAZEPAM INJECTION SDZ (diazepam 20 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED"" -> ""DIAZEPAM INJECTION SDZ (diazepam 10 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED"""
"TRUE","02439263","ACT AMPHETAMINE XR (amphetamine aspartate monohydrate 5 mg and amphetamine sulfate 5 mg and dextroamphetamine saccharate 5 mg and dextroamphetamine sulfate 5 mg prolonged-release oral capsule) TEVA CANADA LIMITED","ADDED"
"TRUE","02419173","JAMP-METHOTREXATE (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) JAMP PHARMA CORPORATION","ADDED"
"TRUE","02367483","PMS-OLANZAPINE (olanzapine 20 mg oral tablet) PHARMASCIENCE INC","ADDED"
"TRUE","02232905","PMS-METHOTRIMEPRAZINE (methotrimeprazine (methotrimeprazine maleate) 50 mg oral tablet) PHARMASCIENCE INC","ADDED"
"TRUE","02238525","HP-PAC (amoxicillin 500 mg and clarithromycin 500 mg and lansoprazole 30 mg NA) TAKEDA PHARMACEUTICALS AMERICA INC","ADDED"
"TRUE","02314320","T36 ANTISEPTIC HAND SANITIZER (alcohol anhydrous 70 % and benzalkonium chloride 0.15 % cutaneous gel) PROTERRA MANAGEMENT GROUP INC","ADDED"
"TRUE","02237247","FLOVENT DISKUS (fluticasone propionate 500 mcg inhalation powder) GLAXOSMITHKLINE INC","mp_formal_name: ""FLOVENT DISKUS (fluticasone propionate 500 mcg inhalation powder) GLAXOSMITHKLINE INC"" -> ""FLOVENT DISKUS (fluticasone propionate 500 mcg per actuation inhalation powder) GLAXOSMITHKLINE INC"""
"TRUE","02381575","APO-ZOLMITRIPTAN RAPID (zolmitriptan 2.5 mg orodispersible tablet) APOTEX INC","ADDED"
"TRUE","02385406","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) TELIGENT OU","ADDED"
"TRUE","02443368","TOBRAMYCIN INHALATION SOLUTION (tobramycin (tobramycin sulfate) 300 mg per 5 mL inhalation solution) SANDOZ CANADA INCORPORATED","ADDED"
"TRUE","02318237","ALCOHOL-FREE FOAMING HAND SANITIZER/ASSAINISSEUR MOUSSANT SANS ALCOOL POUR LES MAINS (benzalkonium chloride 0.1 % cutaneous solution) AVMOR LTD","ADDED"
"TRUE","00004626","LEUKERAN (chlorambucil 2 mg oral tablet) ASPEN PHARMACARE CANADA INC.","ADDED"
NA,"700320","LABETALOL HYDROCHLORIDE INJECTION, USP (labetalol hydrochloride 100 mg per 20 mL solution for injection vial) MYLAN PHARMACEUTICALS ULC","DELETED"
NA,"700265","FENTANYL CITRATE INJECTION SDZ (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","DELETED"
"TRUE","02290812","APO-TIMOP GEL (timolol (timolol maleate) 0.5 % ophthalmic drops) APOTEX INC","mp_formal_name: ""APO-TIMOP GEL (timolol (timolol maleate) 0.5 % ophthalmic drops) APOTEX INC"" -> ""APO-TIMOP GEL (timolol (timolol maleate) 0.5 % NA) APOTEX INC"""
NA,"700270","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 2500 mcg per 50 mL solution for injection vial) SANDOZ CANADA INCORPORATED","DELETED"
"TRUE","02448440","VAN-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 4 mg oral tablet) VANC PHARMACEUTICALS INC","ADDED"
"TRUE","02327236","METHOTREXATE INJECTION, BP (methotrexate 1000 mg per 40 mL solution for injection vial) ACCORD HEALTHCARE INC","ADDED"
"TRUE","02244023","MISOPROSTOL (misoprostol 200 mcg oral tablet) AA PHARMA INC","ADDED"
"TRUE","02248810","ADDERALL XR (amphetamine aspartate monohydrate 3.75 mg and amphetamine sulfate 3.75 mg and dextroamphetamine saccharate 3.75 mg and dextroamphetamine sulfate 3.75 mg prolonged-release oral capsule) SHIRE PHARMA CANADA ULC","ADDED"
"TRUE","02292742","ANTISEPTIC HAND GEL (benzalkonium chloride 0.15 % cutaneous gel) AMAKRIS PRODUCTS, INC.","ADDED"
"TRUE","02450550","NATESTO (testosterone 4.5 % nasal gel) ACERUS PHARMACEUTICALS SRL","mp_formal_name: ""NATESTO (testosterone 4.5 % nasal gel) ACERUS PHARMACEUTICALS SRL"" -> ""NATESTO (testosterone 4.5 % nasal gel) ACERUS BIOPHARMA INC"""
"TRUE","02297868","MYLAN-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 4 mg oral tablet) MYLAN PHARMACEUTICALS ULC","ADDED"
"TRUE","02470330","FOQUEST (methylphenidate hydrochloride 70 mg modified-release oral capsule) PURDUE PHARMA","ADDED"
"TRUE","02462346","AMPICILLIN SODIUM FOR INJECTION BP (ampicillin (ampicillin sodium) 2 g per vial powder for solution for injection) AURO PHARMA INC","ADDED"
"TRUE","02324229","PMS-ZOLMITRIPTAN (zolmitriptan 2.5 mg oral tablet) PHARMASCIENCE INC","ADDED"
"TRUE","02247390","SANDOZ SENNA S (docusate sodium 50 mg and sennosides 8.6 mg oral tablet) SANDOZ CANADA INCORPORATED","ADDED"
"TRUE","02230640","TOBRAMYCIN INJECTION (tobramycin (tobramycin sulfate) 40 mg per mL solution for injection) FRESENIUS KABI CANADA LTD","ADDED"
"TRUE","02248992","ZOMIG NASAL SPRAY (zolmitriptan 2.5 mg per spray nasal spray) ASTRAZENECA CANADA INC","ADDED"
"TRUE","02223260","PROCTOSEDYL SUPPOSITORIES (dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone 5 mg suppository) APTALIS PHARMA CANADA ULC","ADDED"
"TRUE","02404427","JAMP-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) JAMP PHARMA CORPORATION","mp_status_effective_time: ""20131227"" -> ""20170731"""
"TRUE","02234003","SANDOZ NITRAZEPAM (nitrazepam 5 mg oral tablet) SANDOZ CANADA INCORPORATED","ADDED"
NA,"700362","MYLAN-IPRATROPIUM SOLUTION (ipratropium bromide 0.5 mg per 2 mL inhalation solution unit dose vial) MYLAN PHARMACEUTICALS ULC","DELETED"
"TRUE","02314932","LEVOFLOXACIN IN 5% DEXTROSE INJECTION (levofloxacin 5 mg per mL solution for injection) PFIZER CANADA INC","ADDED"
NA,"700220","ANDROGEL (testosterone 1 % cutaneous gel 2.5 g sachet) BGP PHARMA ULC","DELETED"
"TRUE","02440415","PMS-AMPHETAMINES XR (amphetamine aspartate monohydrate 7.5 mg and amphetamine sulfate 7.5 mg and dextroamphetamine saccharate 7.5 mg and dextroamphetamine sulfate 7.5 mg prolonged-release oral capsule) PHARMASCIENCE INC","ADDED"
"TRUE","00692697","APO-THEO-LA SRT 200MG (theophylline 200 mg prolonged-release oral tablet) APOTEX INC","ADDED"
"TRUE","02372010","JALYN (dutasteride 0.5 mg and tamsulosin hydrochloride 0.4 mg modified-release oral capsule) GLAXOSMITHKLINE INC","ADDED"
"TRUE","02048485","NOLVADEX-D TAB 20MG (tamoxifen (tamoxifen citrate) 20 mg oral tablet) ASTRAZENECA CANADA INC","ADDED"
"TRUE","00498335","TREMYTOINE (phenytoin sodium 100 mg per 2 mL solution for injection vial) OMEGA LABORATORIES LTD","ADDED"
"TRUE","02244078","DIMETAPP-C (brompheniramine maleate 2 mg per 5 mL and codeine phosphate 10 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","ADDED"
"TRUE","02347512","MYLAN-CARVEDILOL (carvedilol 3.125 mg oral tablet) MYLAN PHARMACEUTICALS ULC","mp_status_effective_time: ""20100330"" -> ""20171212"""
"TRUE","02457318","SANDOZ AMPHETAMINE XR (amphetamine aspartate monohydrate 3.75 mg and amphetamine sulfate 3.75 mg and dextroamphetamine saccharate 3.75 mg and dextroamphetamine sulfate 3.75 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED","ADDED"
"TRUE","02292785","KID'S HAND GEL (benzalkonium chloride 0.15 % cutaneous gel) AMAKRIS PRODUCTS, INC.","ADDED"
NA,"700323","METHOTREXATE INJECTION, BP (methotrexate 500 mg per 20 mL solution for injection vial) ACCORD HEALTHCARE INC","DELETED"
"TRUE","00609951","BALMINIL EXPECTORANT (SUCROSE FREE) (guaifenesin 100 mg per 5 mL syrup) TEVA CANADA LIMITED","ADDED"
"TRUE","02467801","ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 80 mg oral capsule) SANIS HEALTH INC","ADDED"
"TRUE","00800511","MADELON (acetylsalicylic acid 325 mg and caffeine 33 mg oral tablet) LES LABORATOIRES DU SAINT-LAURENT E.H. LTEE","ADDED"
"TRUE","02421402","ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 4 mg oral tablet) SANIS HEALTH INC","ADDED"
"TRUE","02435837","CINTAS ANTIBACTERIAL FOAMING HAND SOAP (benzalkonium chloride 0.125 % cutaneous solution) AVMOR LTD","ADDED"
"TRUE","02432161","LYSOL BRAND III NO-TOUCH ANTIBACTERIAL HAND SOAP (benzalkonium chloride 0.1 % cutaneous solution) RECKITT BENCKISER (CANADA) INC","ADDED"
"TRUE","02440180","TARO-CLINDAMYCIN/BENZOYL PEROXIDE GEL (benzoyl peroxide 5 % and clindamycin (clindamycin phosphate) 1 % cutaneous gel) TARO PHARMACEUTICALS INC","ADDED"
"TRUE","02390760","MED-CYPROTERONE (cyproterone acetate 50 mg oral tablet) GENERIC MEDICAL PARTNERS INC","ADDED"
NA,"700327","METHOTREXATE INJECTION, USP (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) MYLAN PHARMACEUTICALS ULC","DELETED"
"TRUE","02237885","MYLAN-ACEBUTOLOL (TYPE S) (acebutolol (acebutolol hydrochloride) 100 mg oral tablet) MYLAN PHARMACEUTICALS ULC","mp_status_effective_time: ""19980916"" -> ""20180207"""
NA,"700375","TEVA-IPRATROPIUM STERINEBS (ipratropium bromide 0.05 % per 2 mL inhalation solution unit dose vial) TEVA CANADA LIMITED","DELETED"
"TRUE","02436175","PMS-ZOLPIDEM ODT (zolpidem tartrate 5 mg orodispersible tablet) PHARMASCIENCE INC","ADDED"
"TRUE","02423596","INCRUSE ELLIPTA (umeclidinium (umeclidinium bromide) 62.5 mcg inhalation powder) GLAXOSMITHKLINE INC","mp_formal_name: ""INCRUSE ELLIPTA (umeclidinium (umeclidinium bromide) 62.5 mcg inhalation powder) GLAXOSMITHKLINE INC"" -> ""INCRUSE ELLIPTA (umeclidinium (umeclidinium bromide) 62.5 mcg per actuation inhalation powder) GLAXOSMITHKLINE INC"""
NA,"02316544","PRO-GLYBURIDE (glyburide 5 mg oral tablet) PRO DOC LIMITEE","DELETED"
"TRUE","02274434","ONDANSETRON INJECTION USP     -(WITH PRESERVATIVES) (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) HOSPIRA HEALTHCARE CORPORATION","ADDED"
"TRUE","02239252","ENDURE 400 SCRUB-STAT 4 (chlorhexidine gluconate 4 % cutaneous liquid) ECOLAB CO","ADDED"
"TRUE","02209055","ORO-CLENSE (chlorhexidine gluconate 0.12 % gargle/mouthwash) GERMIPHENE CORPORATION","ADDED"
"TRUE","02274329","SANDOZ ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 8 mg oral tablet) SANDOZ CANADA INCORPORATED","ADDED"
"TRUE","02269988","ACETAMINOPHEN 500MG AND CAFFEINE 65MG (acetaminophen 500 mg and caffeine 65 mg oral tablet) PHARMETICS (2011) INC","ADDED"
"TRUE","02384272","GUM PAROEX (chlorhexidine gluconate 0.12 % gargle/mouthwash) SUNSTAR AMERICAS INC","ADDED"
"TRUE","02259915","HANDS2GO (benzalkonium chloride 0.15 % cutaneous spray) WATER JOURNEY LTD.","ADDED"
"TRUE","02230085","TEVA-THEOPHYLLINE SR (theophylline 100 mg prolonged-release oral tablet) TEVA CANADA LIMITED","ADDED"
"TRUE","02471272","RIVA-BISOPROLOL (bisoprolol fumarate 10 mg oral tablet) LABORATOIRE RIVA INC","ADDED"
"TRUE","02245345","ANDROGEL (testosterone 1 % cutaneous gel) BGP PHARMA ULC","mp_formal_name: ""ANDROGEL (testosterone 1 % cutaneous gel) BGP PHARMA ULC"" -> ""ANDROGEL (testosterone 1 % cutaneous gel 2.5 g sachet) BGP PHARMA ULC"""
NA,"700226","CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) FRESENIUS KABI CANADA LTD","DELETED"
"TRUE","02430606","AURO-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 500 mg oral tablet) AURO PHARMA INC","ADDED"
"TRUE","02467453","M-DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) MANTRA PHARMA INC","ADDED"
"TRUE","02213745","ZOFRAN (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) NOVARTIS PHARMACEUTICALS CANADA INC","ADDED"
"TRUE","02246103","ACETYLSALICYLIC ACID, CAFFEINE & 8 MG CODEINE PHOSPHATE TABLETS (acetylsalicylic acid 375 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) JAMP PHARMA CORPORATION","ADDED"
"TRUE","02413620","VAL-BACLOFEN INTRATHECAL (baclofen 0.05 mg per 1 mL solution for injection ampoule) VALEANT CANADA LP/VALEANT CANADA S.E.C.","mp_formal_name: ""VAL-BACLOFEN INTRATHECAL (baclofen 0.05 mg per 1 mL solution for injection ampoule) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""BACLOFEN INJECTION (baclofen 0.05 mg per 1 mL solution for injection ampoule) STERIMAX INC"""
"TRUE","02318296","X3 CLEAN ALCOHOL-FREE FOAMING HAND SANITIZER/ X3 CLEAN ASSAINISSEUR MOUSSANT SANS ALCOOL POUR LES MAINS (benzalkonium chloride 0.13 % cutaneous solution) AVMOR LTD","ADDED"
"TRUE","01926845","FLAGYSTATIN CREAM (metronidazole 500 mg per 4.5 g and nystatin 100000 unit per 4.5 g vaginal cream) SANOFI-AVENTIS CANADA INC","ADDED"
"TRUE","02451727","CLOTRIMAZOLE-FLUCONAZOLE COMBI-PACK (clotrimazole 1 % and fluconazole 150 mg NA) TARO PHARMACEUTICALS INC","ADDED"
"TRUE","02301334","BRIMONIDINE P (brimonidine tartrate 0.15 % ophthalmic drops) AA PHARMA INC","ADDED"
"TRUE","02399350","HAND SANITIZING WIPES (benzalkonium chloride 0.12 % wipe) ATHEA LABORATORIES INC","ADDED"
"TRUE","02435411","SIMBRINZA (brimonidine tartrate 0.2 % and brinzolamide 1 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC","ADDED"
"TRUE","00869325","MORPHINE EXTRA FORTE INJECTION 50MG/ML USP (morphine sulfate 50 mg per mL solution for injection 20 mL vial) HOSPIRA HEALTHCARE CORPORATION","ADDED"
"TRUE","02245649","MYLAN-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) MYLAN PHARMACEUTICALS ULC","mp_status_effective_time: ""20040218"" -> ""20171212"""
"TRUE","02382539","FUROSEMIDE INJECTION SDZ (furosemide 40 mg per 4 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","ADDED"
NA,"02240341","DIVALPROEX-125 (valproic acid (divalproex sodium) 125 mg gastro-resistant tablet) PRO DOC LIMITEE","DELETED"
"TRUE","02449471","RAN-RAMIPRIL HCTZ (hydrochlorothiazide 25 mg and ramipril 10 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.","ADDED"
"TRUE","02014181","UNIPHYL (theophylline 600 mg prolonged-release oral tablet) PURDUE PHARMA","ADDED"
"TRUE","02146126","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 500 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","ADDED"
"TRUE","02238873","AZOPT (brinzolamide 1 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC","ADDED"
"TRUE","02394693","ROBITUSSIN CHILDREN'S COLD (brompheniramine maleate 2 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL oral liquid) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","ADDED"
"TRUE","00513962","TOBREX (tobramycin 0.3 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC","ADDED"
"TRUE","02249405","ACTIVELLE (estradiol 1 mg and norethindrone acetate 0.5 mg oral tablet) NOVO NORDISK CANADA INC","ADDED"
"TRUE","02358085","RAN-NABILONE (nabilone 0.5 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC.","ADDED"
"TRUE","02230535","CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) SANDOZ CANADA INCORPORATED","ADDED"
"TRUE","02461986","SANDOZ LEVETIRACETAM (levetiracetam 250 mg oral tablet) SANDOZ CANADA INCORPORATED","ADDED"
