mp_code,mp_formal_name,changes,QA Comments
2099705,METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) TEVA CANADA LIMITED,ADDED,
2099705,METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) TEVA CANADA LIMITED,ADDED,
2100479,VERELAN (verapamil hydrochloride 120 mg prolonged-release oral capsule) RECRO GAINESVILLE LLC,"ntp_code: ""9000548"" -> ""9012353""",
2100487,VERELAN (verapamil hydrochloride 180 mg prolonged-release oral capsule) RECRO GAINESVILLE LLC,"ntp_code: ""9000549"" -> ""9012355""",
2100495,VERELAN (verapamil hydrochloride 240 mg prolonged-release oral capsule) RECRO GAINESVILLE LLC,"ntp_code: ""9000550"" -> ""9012357""",
2106272,TRANDATE (labetalol hydrochloride 100 mg oral tablet) PALADIN LABS INC,"ntp_code: ""9002895"" -> ""9010185""",
2106280,TRANDATE (labetalol hydrochloride 200 mg oral tablet) PALADIN LABS INC,"ntp_code: ""9003077"" -> ""9010187""",
2112760,SALOFALK (mesalazine 500 mg suppository) APTALIS PHARMA CANADA ULC,"ntp_code: ""9000608"" -> ""9010501""",
2112787,SALOFALK (mesalazine 500 mg gastro-resistant tablet) APTALIS PHARMA CANADA ULC,"ntp_code: ""9000607"" -> ""9010499""",
2112795,SALOFALK (mesalazine 2 g per 60 mL rectal suspension) APTALIS PHARMA CANADA ULC,"ntp_code: ""9006563"" -> ""9010495""",
2112809,SALOFALK (mesalazine 4 g per 60 mL rectal suspension) APTALIS PHARMA CANADA ULC,"ntp_code: ""9006564"" -> ""9010497""",
2119242,FS ANTIMICROBIAL HAND CLEANER - 2.5% LIQ (benzalkonium chloride 2.5 % cutaneous liquid) ZEP MANUFACTURING COMPANY OF CANADA,ADDED,
2121999,BRONCHOPHAN EXPECTORANT (SANS SUCROSE) (guaifenesin 100 mg per 5 mL syrup) LABORATOIRE ATLAS INC,ADDED,
2126753,TEVA-NADOLOL (nadolol 40 mg oral tablet) TEVA CANADA LIMITED,"ntp_code: ""9002146"" -> ""9010783""",
2126761,TEVA-NADOLOL (nadolol 80 mg oral tablet) TEVA CANADA LIMITED,"ntp_code: ""9002147"" -> ""9010784""",
2137232,MORPHINE SULPHATE INJECTION 1MG/ML (morphine sulfate 1 mg per mL solution for injection 50 mL vial) HOSPIRA HEALTHCARE CORPORATION,ADDED,
2137232,MORPHINE SULPHATE INJECTION 1MG/ML (morphine sulfate 5 mg per 5 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION,ADDED,
2139286,CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) FRESENIUS KABI CANADA LTD,ADDED,
2139286,CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) FRESENIUS KABI CANADA LTD,ADDED,
2139286,CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 9000 mg per 60 mL solution for injection vial) FRESENIUS KABI CANADA LTD,ADDED,
2139286,CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) FRESENIUS KABI CANADA LTD,ADDED,
2142783,ROBITUSSIN MUCUS & PHLEGM EXTRA STRENGTH (guaifenesin 200 mg per 5 mL syrup) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC,ADDED,
2145928,HYDROMORPHONE HP 10 (hydromorphone hydrochloride 100 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,ADDED,
2145928,HYDROMORPHONE HP 10 (hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED,ADDED,
2145928,HYDROMORPHONE HP 10 (hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED,ADDED,
2145928,HYDROMORPHONE HP 10 (hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED,ADDED,
2145936,HYDROMORPHONE HP 20 (hydromorphone hydrochloride 1000 mg per 50 mL solution for injection vial) SANDOZ CANADA INCORPORATED,ADDED,
2145936,HYDROMORPHONE HP 20 (hydromorphone hydrochloride 100 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED,ADDED,
2145936,HYDROMORPHONE HP 20 (hydromorphone hydrochloride 20 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED,ADDED,
2146126,HYDROMORPHONE HP 50 (hydromorphone hydrochloride 250 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED,ADDED,
2146126,HYDROMORPHONE HP 50 (hydromorphone hydrochloride 500 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,ADDED,
2146126,HYDROMORPHONE HP 50 (hydromorphone hydrochloride 50 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED,ADDED,
2146126,HYDROMORPHONE HP 50 (hydromorphone hydrochloride 50 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED,ADDED,
2148447,MINIMS PHENYLEPHRINE HYDROCHLORIDE 2.5% (phenylephrine hydrochloride 2.5 % ophthalmic drops) VALEANT CANADA LP/VALEANT CANADA S.E.C.,ADDED,
2148455,MINIMS PHENYLEPHRINE HYDROCHLORIDE 10% (phenylephrine hydrochloride 10 % ophthalmic drops) VALEANT CANADA LP/VALEANT CANADA S.E.C.,ADDED,
2148587,ESTRACE (estradiol 1 mg oral tablet) ACERUS PHARMACEUTICALS CORPORATION,"ntp_code: ""9000573"" -> ""9009354""",
2148595,ESTRACE (estradiol 2 mg oral tablet) ACERUS PHARMACEUTICALS CORPORATION,"ntp_code: ""9000574"" -> ""9009357""",
2148706,NALOXONE HCL INJECTION - 0.4MG/ML USP (naloxone hydrochloride 0.4 mg per mL solution for injection) SANDOZ CANADA INCORPORATED,ADDED,
2148714,NALOXONE HCL INJECTION - 1MG/ML USP (naloxone hydrochloride 1 mg per mL solution for injection) SANDOZ CANADA INCORPORATED,ADDED,
2153521,PENTASA (mesalazine 1 g per 100 mL rectal suspension) FERRING INC,"ntp_code: ""9006246"" -> ""9010491""",
2153556,PENTASA (mesalazine 4 g per 100 mL rectal suspension) FERRING INC,"ntp_code: ""9006247"" -> ""9010496""",
2153564,PENTASA SUPPOSITORY - 1G (mesalazine 1 g suppository) FERRING INC,"ntp_code: ""9000602"" -> ""9010493""",
2162113,BENZAGEL 5 GEL (benzoyl peroxide 5 % cutaneous gel) COLUMBIA LABORATORIES CANADA INC,ADDED,
2162121,BENZAGEL 5 WASH (benzoyl peroxide 5 % cutaneous liquid) COLUMBIA LABORATORIES CANADA INC,ADDED,
2162806,MINITRAN (nitroglycerin 0.2 mg per hour transdermal patch) VALEANT CANADA LP/VALEANT CANADA S.E.C.,"ntp_code: ""9006549"" -> ""9010873""",
2163527,MINITRAN (nitroglycerin 0.4 mg per hour transdermal patch) VALEANT CANADA LP/VALEANT CANADA S.E.C.,"ntp_code: ""9006550"" -> ""9010876""",
2163535,MINITRAN (nitroglycerin 0.6 mg per hour transdermal patch) VALEANT CANADA LP/VALEANT CANADA S.E.C.,"ntp_code: ""9006553"" -> ""9010877""",
2166607,BENZAGEL 5 LOTION (benzoyl peroxide 5 % lotion) COLUMBIA LABORATORIES CANADA INC,ADDED,
2166739,VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 5 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED,"ntp_code: ""9000551"" -> ""9012359""",
2167794,APO-SOTALOL - TAB 160MG (sotalol hydrochloride 160 mg oral tablet) APOTEX INC,"ntp_code: ""9002872"" -> ""9011919""",
2168898,ESTRING (estradiol 2 mg ring (slow release)) PFIZER CANADA INC,"ntp_code: ""9000575"" -> ""9009358""",
2171880,TIMOPTIC-XE (timolol (timolol maleate) 0.25 % prolonged-release eye drops) PURDUE PHARMA,"mp_formal_name: ""TIMOPTIC-XE (timolol (timolol maleate) 0.25 % prolonged-release eye drops) PURDUE PHARMA"" -> ""TIMOPTIC-XE (timolol (timolol maleate) 0.25 % NA) PURDUE PHARMA""
ntp_code: ""9000636"" -> ""9012375""
ntp_formal_name: ""timolol (timolol maleate) 0.25 % prolonged-release eye drops"" -> ""timolol (timolol maleate) 0.25 % NA""",
2171899,TIMOPTIC-XE (timolol (timolol maleate) 0.5 % prolonged-release eye drops) PURDUE PHARMA,"mp_formal_name: ""TIMOPTIC-XE (timolol (timolol maleate) 0.5 % prolonged-release eye drops) PURDUE PHARMA"" -> ""TIMOPTIC-XE (timolol (timolol maleate) 0.5 % NA) PURDUE PHARMA""
ntp_code: ""9000637"" -> ""9012376""
ntp_formal_name: ""timolol (timolol maleate) 0.5 % prolonged-release eye drops"" -> ""timolol (timolol maleate) 0.5 % NA""",
2171929,TEVA-5 ASA (mesalazine 400 mg gastro-resistant tablet) TEVA CANADA LIMITED,"ntp_code: ""9000472"" -> ""9010498""",
2181479,INHIBACE PLUS - TAB (cilazapril 5 mg and hydrochlorothiazide 12.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED,"mp_formal_name: ""INHIBACE PLUS - TAB (cilazapril 5 mg and hydrochlorothiazide 12.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"" -> ""INHIBACE PLUS (cilazapril (cilazapril monohydrate) 5 mg and hydrochlorothiazide 12.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED""",
2187086,BREVICON 0.5/35 TABLETS (21-DAY PACK) (ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet) PFIZER CANADA INC,"ntp_code: ""9006537"" -> ""9009390""",
2187094,BREVICON 0.5/35 TABLETS (28-DAY PACK) (ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with lactose oral tablet) PFIZER CANADA INC,"ntp_code: ""9006538"" -> ""9009393""",
2187108,SYNPHASIC 21 TABLETS (ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet) PFIZER CANADA INC,"ntp_code: ""9006565"" -> ""9009395""",
2187116,SYNPHASIC 28 TABLETS (ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with lactose oral tablet) PFIZER CANADA INC,"ntp_code: ""9006566"" -> ""9009396""",
2188880,BREVIBLOC INJECTION 10MG/ML (esmolol hydrochloride 100 mg per 10 mL solution for injection vial) BAXTER CORPORATION,"ntp_code: ""9006568"" -> ""9009341""",
2189054,BREVICON 1/35 TABLETS (21-DAY PACK) (ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet) PFIZER CANADA INC,"ntp_code: ""9006542"" -> ""9009394""",
2189062,BREVICON 1/35 TABLETS (28-DAY PACK) (ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with lactose oral tablet) PFIZER CANADA INC,"ntp_code: ""9006543"" -> ""9009397""",
2197502,SELECT 1/35 (21-DAY) (ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet) PFIZER CANADA INC,"ntp_code: ""9006542"" -> ""9009394""",
2199297,SELECT 1/35 (28-DAY) (ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with lactose oral tablet) PFIZER CANADA INC,"ntp_code: ""9006543"" -> ""9009397""",
2204266,DEXAMETHASONE-OMEGA (dexamethasone phosphate (dexamethasone sodium phosphate) 4 mg per 1 mL solution for injection vial) OMEGA LABORATORIES LTD,ADDED,
2204274,DEXAMETHASONE-OMEGA (dexamethasone phosphate (dexamethasone sodium phosphate) 100 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LTD,ADDED,
2204274,DEXAMETHASONE-OMEGA (dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per 1 mL solution for injection vial) OMEGA LABORATORIES LTD,ADDED,
2207796,PERIOGARD (chlorhexidine gluconate 0.12 % NA) COLGATE-PALMOLIVE CANADA INC,ADDED,
2209055,ORO-CLENSE (chlorhexidine gluconate 0.12 % gargle/mouthwash) GERMIPHENE CORPORATION,ADDED,
2210347,MYLAN-VERAPAMIL SR (verapamil hydrochloride 120 mg prolonged-release oral tablet) MYLAN PHARMACEUTICALS ULC,"ntp_code: ""9000395"" -> ""9012354""",
2210428,APO-SOTALOL 80MG TABLETS (sotalol hydrochloride 80 mg oral tablet) APOTEX INC,"ntp_code: ""9002873"" -> ""9011920""",
2211920,NOVO-VERAMIL SR (verapamil hydrochloride 240 mg prolonged-release oral tablet) TEVA CANADA LIMITED,"ntp_code: ""9000310"" -> ""9012358""",
2212277,CEFTIN - TAB 250MG (cefuroxime (cefuroxime axetil) 250 mg oral tablet) GLAXOSMITHKLINE INC,"tm_code: ""8001055"" -> ""8001076""
tm_formal_name: ""cefuroxime (cefuroxime axetil)"" -> ""cefuroxime""",
2212285,CEFTIN - TAB 500MG (cefuroxime (cefuroxime axetil) 500 mg oral tablet) GLAXOSMITHKLINE INC,"tm_code: ""8001055"" -> ""8001076""
tm_formal_name: ""cefuroxime (cefuroxime axetil)"" -> ""cefuroxime""",
2212307,CEFTIN - PWS 125MG/5ML (cefuroxime (cefuroxime axetil) 125 mg per 5 mL powder for oral solution) GLAXOSMITHKLINE INC,"tm_code: ""8001055"" -> ""8001076""
tm_formal_name: ""cefuroxime (cefuroxime axetil)"" -> ""cefuroxime""",
2213419,VENTOLIN NEBULES P.F. - 2.5MG/2.5ML (salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution 2.5 mL unit dose vial) GLAXOSMITHKLINE INC,"mp_formal_name: ""VENTOLIN NEBULES P.F. - 2.5MG/2.5ML (salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution 2.5 mL unit dose vial) GLAXOSMITHKLINE INC"" -> ""VENTOLIN NEBULES P.F. - 2.5MG/2.5ML (salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution unit dose vial) GLAXOSMITHKLINE INC""
ntp_code: ""9006575"" -> ""9000444""
ntp_formal_name: ""salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution 2.5 mL unit dose vial"" -> ""salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution unit dose vial""",
2213427,VENTOLIN NEBULES P.F. - 5MG/2.5ML (salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution 2.5 mL unit dose vial) GLAXOSMITHKLINE INC,"mp_formal_name: ""VENTOLIN NEBULES P.F. - 5MG/2.5ML (salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution 2.5 mL unit dose vial) GLAXOSMITHKLINE INC"" -> ""VENTOLIN NEBULES P.F. - 5MG/2.5ML (salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution unit dose vial) GLAXOSMITHKLINE INC""
ntp_code: ""9006578"" -> ""9000634""
ntp_formal_name: ""salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution 2.5 mL unit dose vial"" -> ""salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution unit dose vial""",
2213567,ZOFRAN (ondansetron (ondansetron hydrochloride dihydrate) 4 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,ADDED,
2213575,ZOFRAN (ondansetron (ondansetron hydrochloride dihydrate) 8 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,ADDED,
2213745,ZOFRAN (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) NOVARTIS PHARMACEUTICALS CANADA INC,ADDED,
2214261,SEREVENT DISKHALER DISK (50MCG/DOSE) (salmeterol (salmeterol xinafoate) 50 mcg inhalation powder) GLAXOSMITHKLINE INC,"mp_formal_name: ""SEREVENT DISKHALER DISK (50MCG/DOSE) (salmeterol (salmeterol xinafoate) 50 mcg inhalation powder) GLAXOSMITHKLINE INC"" -> ""SEREVENT DISKHALER DISK (50MCG/DOSE) (salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder) GLAXOSMITHKLINE INC""
ntp_code: ""9003217"" -> ""9012378""
ntp_formal_name: ""salmeterol (salmeterol xinafoate) 50 mcg inhalation powder"" -> ""salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder""",
2216205,TRUSOPT (dorzolamide (dorzolamide hydrochloride) 2 % ophthalmic drops) PURDUE PHARMA,ADDED,
2216221,TEVA-IPRATROPIUM STERINEBS (ipratropium bromide 0.025 % per 1 mL inhalation solution unit dose vial) TEVA CANADA LIMITED,ADDED,
2216221,TEVA-IPRATROPIUM STERINEBS (ipratropium bromide 0.05 % per 2 mL inhalation solution unit dose vial) TEVA CANADA LIMITED,ADDED,
2220644,CYCLOBENZAPRINE-10  -  TAB 10MG (cyclobenzaprine hydrochloride 10 mg oral tablet) PRO DOC LIMITEE,"mp_formal_name: ""CYCLOBENZAPRINE-10  -  TAB 10MG (cyclobenzaprine hydrochloride 10 mg oral tablet) PRO DOC LIMITEE"" -> ""CYCLOBENZAPRINE - 10 (cyclobenzaprine hydrochloride 10 mg oral tablet) PRO DOC LIMITEE""",
2223252,PROCTOSEDYL OINTMENT (dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone 0.5 % rectal ointment) APTALIS PHARMA CANADA ULC,ADDED,
2223260,PROCTOSEDYL SUPPOSITORIES (dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone 5 mg suppository) APTALIS PHARMA CANADA ULC,ADDED,
2224135,ARIMIDEX TAB 1MG (anastrozole 1 mg oral tablet) ASTRAZENECA CANADA INC,ADDED,
2224720,LASIX ORAL SOLUTION 10MG/ML (furosemide 10 mg per mL oral solution) SANOFI-AVENTIS CANADA INC,"ntp_code: ""9000676"" -> ""9009613""",
2224755,LASIX SPECIAL (furosemide 500 mg oral tablet) SANOFI-AVENTIS CANADA INC,"ntp_code: ""9000745"" -> ""9009624""",
2224887,SOFRAMYCIN EYE DROPS 0.5% (framycetin sulfate 5 mg per mL ophthalmic drops) ERFA CANADA 2012 INC,ADDED,
2224895,SOFRAMYCIN STERILE EYE OINTMENT 0.5% (framycetin sulfate 5 mg per g ophthalmic ointment) ERFA CANADA 2012 INC,ADDED,
2225190,ESTRACE (estradiol 0.5 mg oral tablet) ACERUS PHARMACEUTICALS CORPORATION,"ntp_code: ""9000735"" -> ""9009352""",
2225271,BENZAMYCIN (benzoyl peroxide 50 mg per g and erythromycin 30 mg per g cutaneous gel) VALEANT CANADA LP/VALEANT CANADA S.E.C.,ADDED,
2225964,APO-TEMAZEPAM (temazepam 15 mg oral capsule) APOTEX INC,"mp_formal_name: ""APO-TEMAZEPAM (temazepam 15 mg oral capsule) APOTEX INC"" -> ""TEMAZEPAM (temazepam 15 mg oral capsule) AA PHARMA INC""",
2225972,APO-TEMAZEPAM (temazepam 30 mg oral capsule) APOTEX INC,"mp_formal_name: ""APO-TEMAZEPAM (temazepam 30 mg oral capsule) APOTEX INC"" -> ""TEMAZEPAM (temazepam 30 mg oral capsule) AA PHARMA INC""",
2226383,TEVA-PROCTOSONE (dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone (hydrocortisone acetate) 0.5 % rectal ointment) TEVA CANADA LIMITED,ADDED,
2226391,TEVA-PROCTOSONE (dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone (hydrocortisone acetate) 5 mg suppository) TEVA CANADA LIMITED,ADDED,
2226995,AMPICILLIN FOR INJECTION (ampicillin (ampicillin sodium) 2 g per vial powder for solution for injection) FRESENIUS KABI CANADA LTD,"tm_code: ""8001052"" -> ""8001068""
tm_formal_name: ""ampicillin (ampicillin sodium)"" -> ""ampicillin""",
2227002,AMPICILLIN FOR INJECTION (ampicillin (ampicillin sodium) 1 g per vial powder for solution for injection) FRESENIUS KABI CANADA LTD,"tm_code: ""8001052"" -> ""8001068""
tm_formal_name: ""ampicillin (ampicillin sodium)"" -> ""ampicillin""",
2227010,AMPICILLIN FOR INJECTION (ampicillin (ampicillin sodium) 500 mg per vial powder for solution for injection) FRESENIUS KABI CANADA LTD,"tm_code: ""8001052"" -> ""8001068""
tm_formal_name: ""ampicillin (ampicillin sodium)"" -> ""ampicillin""",
2227029,AMPICILLIN FOR INJECTION (ampicillin (ampicillin sodium) 250 mg per vial powder for solution for injection) FRESENIUS KABI CANADA LTD,"tm_code: ""8001052"" -> ""8001068""
tm_formal_name: ""ampicillin (ampicillin sodium)"" -> ""ampicillin""",
2228319,MINOX - LIQ TOP 20MG/ML (minoxidil 20 mg per mL cutaneous solution) LABORATOIRE RIVA INC,"ntp_code: ""9002078"" -> ""9010665""",
2229639,ZOFRAN (ondansetron (ondansetron hydrochloride dihydrate) 4 mg per 5 mL oral solution) NOVARTIS PHARMACEUTICALS CANADA INC,ADDED,
2229760,TEMAZEPAM-15 (temazepam 15 mg oral capsule) PRO DOC LIMITEE,DELETED,
2229761,TEMAZEPAM-30 (temazepam 30 mg oral capsule) PRO DOC LIMITEE,DELETED,
2230085,TEVA-THEOPHYLLINE SR (theophylline 100 mg prolonged-release oral tablet) TEVA CANADA LIMITED,ADDED,
2230086,TEVA-THEOPHYLLINE SR (theophylline 200 mg prolonged-release oral tablet) TEVA CANADA LIMITED,ADDED,
2230087,TEVA-THEOPHYLLINE SR (theophylline 300 mg prolonged-release oral tablet) TEVA CANADA LIMITED,ADDED,
2230203,PMS-CAPTOPRIL - TAB  12.5MG (captopril 12.5 mg oral tablet) PHARMASCIENCE INC,"ntp_code: ""9002256"" -> ""9008156""",
2230204,PMS-CAPTOPRIL - TAB  25MG (captopril 25 mg oral tablet) PHARMASCIENCE INC,"ntp_code: ""9002257"" -> ""9008157""",
2230205,PMS-CAPTOPRIL - TAB  50MG (captopril 50 mg oral tablet) PHARMASCIENCE INC,"ntp_code: ""9002258"" -> ""9008158""",
2230206,PMS-CAPTOPRIL - TAB 100MG (captopril 100 mg oral tablet) PHARMASCIENCE INC,"ntp_code: ""9002255"" -> ""9008155""",
2230243,PMS-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 250 mg oral capsule) PHARMASCIENCE INC,"ntp_code: ""9000116"" -> ""9007158""",
2230244,PMS-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 500 mg oral capsule) PHARMASCIENCE INC,"ntp_code: ""9000118"" -> ""9007164""",
2230245,PMS-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) PHARMASCIENCE INC,"ntp_code: ""9000373"" -> ""9007154""",
2230246,PMS-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) PHARMASCIENCE INC,"ntp_code: ""9000374"" -> ""9007160""",
2230433,METONIA (metoclopramide hydrochloride 5 mg per 5 mL oral solution) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,"ntp_code: ""9006569"" -> ""9006556""",
2230466,HEMORRHOIDAL RELIEF OINTMENT (phenylephrine hydrochloride 0.25 % cutaneous ointment) PERRIGO INTERNATIONAL,ADDED,
2230535,CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED,ADDED,
2230535,CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) SANDOZ CANADA INCORPORATED,ADDED,
2230535,CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) SANDOZ CANADA INCORPORATED,ADDED,
2230540,CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 150 mg per mL solution for injection 120 mL vial) SANDOZ CANADA INCORPORATED,ADDED,
2230540,CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 150 mg per mL solution for injection 60 mL vial) SANDOZ CANADA INCORPORATED,ADDED,
2230621,OPTICROM (cromolyn sodium 2 % ophthalmic drops) ALLERGAN INC,"tm_code: ""8001050"" -> ""8001077""
tm_formal_name: ""cromolyn sodium"" -> ""cromolyn""",
2230639,TOBRAMYCIN INJECTION (tobramycin (tobramycin sulfate) 10 mg per mL solution for injection) FRESENIUS KABI CANADA LTD,ADDED,
2230640,TOBRAMYCIN INJECTION (tobramycin (tobramycin sulfate) 40 mg per mL solution for injection) FRESENIUS KABI CANADA LTD,ADDED,
2230732,TRINIPATCH 0.2 (nitroglycerin 0.2 mg per hour transdermal patch) PALADIN LABS INC,"ntp_code: ""9006549"" -> ""9010873""",
2230733,TRINIPATCH 0.4 (nitroglycerin 0.4 mg per hour transdermal patch) PALADIN LABS INC,"ntp_code: ""9006550"" -> ""9010876""",
2230734,TRINIPATCH 0.6 (nitroglycerin 0.6 mg per hour transdermal patch) PALADIN LABS INC,"ntp_code: ""9006553"" -> ""9010877""",
2230769,DALMACOL (alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrin hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup) LABORATOIRE RIVA INC,DELETED,
2230879,APO-AMOXI SUGAR FREE (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) APOTEX INC,"ntp_code: ""9000373"" -> ""9007154""",
2230880,APO-AMOXI SUGAR FREE (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) APOTEX INC,"ntp_code: ""9000374"" -> ""9007160""",
2231129,SEREVENT DISKUS (50MCG/DOSE) (salmeterol (salmeterol xinafoate) 50 mcg inhalation powder) GLAXOSMITHKLINE INC,"mp_formal_name: ""SEREVENT DISKUS (50MCG/DOSE) (salmeterol (salmeterol xinafoate) 50 mcg inhalation powder) GLAXOSMITHKLINE INC"" -> ""SEREVENT DISKUS (50MCG/DOSE) (salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder) GLAXOSMITHKLINE INC""
ntp_code: ""9003217"" -> ""9012378""
ntp_formal_name: ""salmeterol (salmeterol xinafoate) 50 mcg inhalation powder"" -> ""salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder""",
2231384,FEMARA 2.5MG (letrozole 2.5 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,ADDED,
2231390,APO-CROMOLYN NASAL SPRAY (cromolyn sodium 2 % NA) APOTEX INC,"tm_code: ""8001050"" -> ""8001077""
tm_formal_name: ""cromolyn sodium"" -> ""cromolyn""",
2231431,APO-CROMOLYN STERULES (cromolyn sodium 1 % inhalation solution) APOTEX INC,"mp_formal_name: ""APO-CROMOLYN STERULES (cromolyn sodium 1 % inhalation solution) APOTEX INC"" -> ""APO-CROMOLYN STERULES (cromolyn sodium 1 % inhalation solution 2 mL unit dose vial) APOTEX INC""
ntp_code: ""9002545"" -> ""9012411""
ntp_formal_name: ""cromolyn sodium 1 % inhalation solution"" -> ""cromolyn sodium 1 % inhalation solution 2 mL unit dose vial""
tm_code: ""8001050"" -> ""8001077""
tm_formal_name: ""cromolyn sodium"" -> ""cromolyn""",
2231441,NITROLINGUAL PUMPSPRAY (nitroglycerin 0.4 mg per actuation sublingual spray) SANOFI-AVENTIS CANADA INC,"ntp_code: ""9000807"" -> ""9010875""",
